"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber","sex"
"147","2020-09-02 16:27:25-03","Cenargen","CEN","11608","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","V. P. Barbosa","Julián A. Steyermark",NA,"1974","12","01",NA,"Brasil",NA,NA,"Estado Yaracuy: El amparo, a 7km, al norte de Salom. Altura 1100-1200 metros.",NA,NA,NA,NA,"Exsicatas","Doação do Ministerio de Agricultura y Cria - Herbario Nacional de Venezuela nº 111244.","CEN00011608","CEN00011608",NA,NA,NA,NA,NA,NA,"1975","08",NA,NA,NA,NA,NA,NA,NA
"148","2020-09-02 16:27:25-03","Cenargen","CEN","28137","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Lídio Coradin","4548","1981","08","24",NA,"Brasil",NA,NA,"22 km leste de Itanhaçú - estrada para Contendas do Sincorá.",NA,NA,"560","560","Exsicatas",NA,"CEN00028137","CEN00028137",NA,NA,NA,"-4110000.0","-1388333.0",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"149","2020-09-02 16:27:25-03","Cenargen","CEN","38712","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Os Coletores","Glocimar Pereira-Silva","2396","1994","07","15",NA,"Brasil",NA,NA,"Entroncamento MT 424 - BR 158 Posto da Mata - São Félix do Araguaia km 38.",NA,NA,"350","350","Exsicatas",NA,"CEN00038712","CEN00038712",NA,NA,NA,"-5132972.0","-1165306.0",NA,"1994","07",NA,NA,NA,NA,"6",NA,NA
"150","2020-09-02 16:27:25-03","Cenargen","CEN","38725","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","K. B. Lopes","Glocimar Pereira-Silva","2416","1994","07","16",NA,"Brasil",NA,NA,"BR-158 Posto da Mata - Cascalheira km 25.",NA,NA,"300","300","Exsicatas","Det. in dupl. HUEFS","CEN00038725","CEN00038725",NA,NA,NA,"-5165639.0","-1190111.0",NA,"2013","07",NA,NA,NA,NA,"6",NA,NA
"151","2020-09-02 16:27:26-03","Cenargen","CEN","44301","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. Coradin","Lídio Coradin","7383","1984","09","17",NA,"Brasil","GO","ARAGARCAS","Rodovia Iporá - Amorinópolis km 17.",NA,NA,"630","630","Exsicatas","Germoplasma obtido de 5 plantas.","CEN00044301","CEN00044301",NA,NA,NA,"-5111667.0","-1658333.0",NA,"1984","09",NA,NA,NA,NA,"6",NA,NA
"152","2020-09-02 16:27:26-03","Cenargen","CEN","44718","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","G. Pereira-Silva","Glocimar Pereira-Silva","5134","2001","05","24",NA,"Brasil","GO","MINACU","Estrada de acesso à casa de visitas.",NA,NA,"360","360","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00044718","CEN00044718",NA,NA,NA,"-4816111.0","-1340000.0",NA,"2001","05",NA,NA,NA,NA,"2",NA,NA
"153","2020-09-02 16:27:26-03","Cenargen","CEN","62996","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Glocimar Pereira-Silva","10748","2006","06","16",NA,"Brasil","TO","PALMEIROPOLIS","Estrada de acesso a torre de rádio da Enerpeixe.","-48.385","-12.815277","380","380","Exsicatas","Área de influência indireta.","CEN00062996","CEN00062996",NA,NA,NA,"-48.385","-12.815277",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"154","2020-09-02 16:27:26-03","Cenargen","CEN","6730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. P. Queiroz","Lídio Coradin","3753","1980","10","13",NA,"Brasil","TO","NATIVIDADE","Estrada Porto Nacional - Natividade km 137","-47.733611","-11.766666","370","370","Exsicatas","Planta de aproximadamente 10 m de comprimento.","CEN00006730","CEN00006730",NA,NA,NA,"-47.733611","-11.766666",NA,"1997","08",NA,NA,NA,NA,"2",NA,NA
"155","2020-09-02 16:27:25-03","Cenargen","CEN","28164","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","R. Williams","Lídio Coradin","4799","1981","09","03",NA,"Brasil","BA","IRAJUBA","Estrada BR - 116 - Santa Inês, km 1,1 leste da BR - 116.","-40.084400177002","-13.2513999938965","590","590","Exsicatas",NA,"CEN00028164","CEN00028164",NA,NA,NA,"-4000000.0","-1325000.0",NA,"1981","09",NA,"17899","auto",NA,"6",NA,NA
"156","2020-09-02 16:27:25-03","Cenargen","CEN","28088","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","R. Williams","Lídio Coradin","4444","1981","08","22",NA,"Brasil","BA","PALMEIRAS","Entroncamento da BR - 242 - Palmeiras, km 1.","-41.5588989257812","-12.5289001464844","790","790","Exsicatas","Vagens bastante longas. CIAT 5835","CEN00028088","CEN00028088",NA,NA,NA,"-4156667.0","-1246667.0",NA,"1981","08",NA,"20767","auto",NA,"6",NA,NA
"157","2020-09-02 16:27:25-03","Cenargen","CEN","2330","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","E. Forero","Antônio Costa Allem","2129","1978","08","26",NA,"Brasil","GO","COLINAS DO SUL","Km 978 BR 153 - Belém - Brasília.","-48.0783004760742","-14.1513996124268",NA,NA,"Exsicatas","Ambiente umbrófilo. Fruto delgado, longo, apiculado.","CEN00002330","CEN00002330",NA,NA,NA,NA,NA,NA,"1992","02",NA,"58154","auto",NA,"1",NA,NA
"158","2020-09-02 16:27:25-03","Cenargen","CEN","42804","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","R. Schultze-Kraft","Lídio Coradin","6731","1984","08","20",NA,"Brasil","GO","GUAPO","Rodovia Goiânia - Rio Verde (BR-060) km 50.","-49.5318984985352","-16.8306007385254","580","580","Exsicatas","Material obtido de 4 plantas. Plantas com bom desenvolvimento vegetativo. Área sujeita a inundação periódica. CIAT N.15246","CEN00042804","CEN00042804",NA,NA,NA,"-4971667.0","-1695000.0",NA,"1984","08",NA,"26858","auto",NA,"5",NA,NA
"159","2020-09-02 16:27:25-03","Cenargen","CEN","24156","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Glocimar Pereira-Silva","1175","1992","07","07",NA,"Brasil","GO","NIQUELANDIA","3 km sudoeste da sede da fazenda Água Quente. Região de garimpo.","-48.4597015380859","-14.4738998413086","400","400","Exsicatas","BORDA DO ESTANDARTE ROXO-ESCURO; TORNANDO-SE AMARELADO NAS BORDAS","CEN00024156","CEN00024156",NA,NA,NA,"-4896667.0","-1463333.0",NA,NA,NA,NA,"74171","auto",NA,"6",NA,NA
"160","2020-09-02 16:27:26-03","Cenargen","CEN","50094","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","G. Pereira-Silva","Glocimar Pereira-Silva","7729","2003","06","03",NA,"Brasil","GO","SILVANIA","Faz. do Sr. Roberto (faz. Álamo), margem direita do ribeirão São Roque.","-48.6081008911133","-16.658899307251","810","810","Exsicatas","Área de Influência Direta (lago).","CEN00050094","CEN00050094",NA,NA,NA,"-4840917.0","-1631139.0",NA,"2003","06",NA,"46044","auto",NA,"4",NA,NA
"161","2020-09-02 16:27:25-03","Cenargen","CEN","28294","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. Coradin","Lídio Coradin","8003","1987","07","04",NA,"Brasil","MA","PORTO FRANCO","Rodovia Imperatriz - Porto Franco (BR - 010), km 75.","-47.3992004394531","-6.33832979202271","150","150","Exsicatas",NA,"CEN00028294","CEN00028294",NA,NA,NA,"-4736667.0","-618333.0",NA,"1987","07",NA,"69775","auto",NA,"5",NA,NA
"162","2020-09-02 16:27:26-03","Cenargen","CEN","42879","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","R. Schultze-Kraft","Lídio Coradin","7070","1984","08","30",NA,"Brasil","MT","COLIDER","Rodovia Cuiabá - Santarém (BR 163) entre Peixoto de Azevedo e a divisa MT/PA km 53.","-55.4508018493652","-10.8177995681763","320","320","Exsicatas","Bom desenvolimento vegetativo. Caule com 3 cm de diâmetro. Enraizamento nos entornos. Grnade produção de sementes. Local úmido, CIAT N.18520","CEN00042879","CEN00042879",NA,NA,NA,"-5490000.0","-921667.0",NA,"1984","08",NA,"78569","auto",NA,"4",NA,NA
"163","2020-09-02 16:27:25-03","Cenargen","CEN","42867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. Coradin","Lídio Coradin","7043","1984","08","28",NA,"Brasil","MT","DIAMANTINO","Entroncamento BR - 364/BR - 163 (Posto Gil) - Sorriso (BR - 163), km 163.","-56.4460983276367","-14.4085998535156","460","460","Exsicatas","Material obtido de 2 plantas. Material coletado em área semi sombreada. Caule com cerca de 6 m, enraizando em vários pontos.","CEN00042867","CEN00042867",NA,NA,NA,"-5350000.0","-1188333.0",NA,"1994","08",NA,"134442","auto",NA,"4",NA,NA
"164","2020-09-02 16:27:25-03","Cenargen","CEN","29985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Glocimar Pereira-Silva","3044","2001","01","01",NA,"Brasil","MT","GUIRATINGA","RODOVIA GUIRATINGA - RONDONOPOLIS KM 35","-53.75830078125","-16.3493995666504","330","330","Exsicatas",NA,"CEN00029985","CEN00029985",NA,NA,NA,"-5401667.0","-1638333.0",NA,NA,NA,NA,"87205","auto",NA,"6",NA,NA
"165","2020-09-02 16:27:26-03","Cenargen","CEN","42946","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. Coradin","Lídio Coradin","7246","1984","09","14",NA,"Brasil","MT","LUCIARA","Rodovia Porto Alegre do Norte entroncamento da BR - 158 com a BR - 080, km 32.","-50.6692008972168","-11.2222003936768","280","280","Exsicatas",NA,"CEN00042946","CEN00042946",NA,NA,NA,"-5170000.0","-1115000.0",NA,"1984","09",NA,"148375","auto",NA,"5",NA,NA
"166","2020-09-02 16:27:26-03","Cenargen","CEN","42889","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","R. Schultze-Kraft","Lídio Coradin","7089","1984","08","30",NA,"Brasil","PA","ITAITUBA","Rodovia Cuiabá - Santarém (BR 163), entre a divisa de MT/PA e o posto Santa Júlia, km 17.","-55.9836006164551","-4.27611017227173","560","560","Exsicatas","Grande produção de sementes, Solo ligeiramante úmido.","CEN00042889","CEN00042889",NA,NA,NA,"-5485000.0","-943333.0",NA,"1984","08",NA,"457045","auto",NA,"4",NA,NA
"167","2020-09-02 16:27:25-03","Cenargen","CEN","20701","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","B. M. T. Walter","Lídio Coradin","8030","1987","07","06",NA,"Brasil","PR","PARAISO DO NORTE","Rodovia Paraíso do Tocantins - Gurupi (BR - 153), km 19.","-52.6021995544434","-23.2807998657227","230","230","Exsicatas","Excelente desenvolvimento vegetativo. Folíolo terminal simétrico, folíolos laterias assimétricos. Planta apresenta leve pilosidade (pêlos deitados) em todas as estruturas. Bractéola pequena e muito colada ao cálice.","CEN00020701","CEN00020701",NA,NA,NA,"-4888333.0","-1035000.0",NA,"2018","11",NA,"15549","auto",NA,"5",NA,NA
"168","2020-09-02 16:27:26-03","Cenargen","CEN","6469","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","E. Forero","Lídio Coradin","4899","1981","11","23",NA,"Brasil","RR","MUCAJAI","Estrada Vila do Mucajaí - Cachoeirinha do Mucajaí - km 1.","-60.9000015258789","2.4300000667572","70","70","Unicata","Bom desenvolvimento vegetativo; crescendo junto com Brachiaria decumbens e Desmodium incanum. Coleção V. Gianluppe 02. Viagem realizada em cooperação CENARGEN, CPATU, CPAC e NPARoraima.","CEN00006469","CEN00006469",NA,NA,NA,"-6043333.0","241667.0",NA,"1992","02",NA,"255517","auto",NA,NA,NA,NA
"169","2020-09-02 16:27:25-03","Cenargen","CEN","2321","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L. P. Queiroz","Antônio Costa Allem","2120","1978","08","25",NA,"Brasil","TO","PARAISO DO TOCANTINS","Km 730, BR 153, Belém-Brasília","-48.86669921875","-10.1760997772217",NA,NA,"Exsicatas","Fruto longo. C.P 19551 - C.C 2216","CEN00002321","CEN00002321",NA,NA,NA,NA,NA,NA,"2000","12",NA,"33338","auto",NA,"1",NA,NA
"170","2019-11-13 11:21:46-03","USP","SPF","97276","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Queiroz, LP","Tamashiro, JY","T253","1994","06","28",NA,"Brasil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria","-49.3800010681152","-20.0300006866455",NA,NA,NA,NA,"SPF00097276",NA,NA,NA,NA,NA,NA,NA,"1997","12",NA,"29574","auto",NA,NA,NA,NA
"171","2020-03-05 14:11:42-03","UNEMAT","HPAN","3130","PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","Cabral, CDO","Carniello, MA; Santos-Silva, R; Pedroga, JA; Cabral, CDO; Ramos, OF","56","2003","08",NA,"América","Brasil","Mato Grosso","Cáceres","Porto Limão, Margem do Rio Jauru","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"HPAN000003130",NA,NA,NA,NA,NA,NA,NA,"2003","10",NA,"172193","auto",NA,NA,NA,NA
"172","2020-05-08 11:12:00-03","UEFS","HUEFS","28176","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Coradin, L.","5010","1981","09","26",NA,"Brasil","Roraima","Boa Vista","Rodovia Boa Vista/Bonfim, km 88.","-59.966667","-3.283333","100","100",NA,"Campo tipo cerrado.","HUEFS0028176",NA,NA,NA,"Rosanae","59W58'","3S17'",NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"173","2020-05-08 11:12:00-03","UEFS","HUEFS","100427","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Silva, G.P.","2396","1994","07","14",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Entroncamento MT 424 - BR 158 Posto da Mata - São Félix do Araguaia km 38.","-51.316667","-11.65","350","350",NA,"Cerrado. Solo areno-argiloso.","HUEFS0100427",NA,NA,NA,"Rosanae","51W19'0''","11S39'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-05-08 11:12:00-03","UEFS","HUEFS","100432","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","K.L.Barreto","Silva, G.P.","2416","1994","07","16",NA,"Brasil",NA,NA,"BR-158 Posto da Mata - Cascalheira km 25.","-51.65","-11.9","300","300",NA,"Mata. Arenoso.","HUEFS0100432",NA,NA,NA,"Rosanae","51W39'0''","11S54'0''",NA,"2013","07",NA,NA,NA,NA,NA,NA,NA
"175","2020-05-08 11:12:00-03","UEFS","HUEFS","28178","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Coradin, L.","3753","1980","10","13",NA,"Brasil","Goiás","Natividade","Estrada Porto Nacional, Natividade km 137 - GO.",NA,NA,"370","370",NA,NA,"HUEFS0028178",NA,NA,NA,"Rosanae",NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"176","2020-05-08 11:12:00-03","UEFS","HUEFS","28179","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Coradin, L.","4799","1981","09","03",NA,"Brasil","Bahia","Irajuba","Estrada Br-116, Santa Inês, km 1, leste da BR-116.","-40","-13.25","590","590",NA,NA,"HUEFS0028179","HUEFS0028179",NA,NA,"Rosanae","40W0'","13S15'",NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"177","2020-05-08 11:12:00-03","UEFS","HUEFS","28191","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Walter, B.M.T.","1740","1992","07","09",NA,"Brasil","Goiás","Uruaçu","Faz. Grotão (Prop. Seu Doca'), Margem esquerda do Rio Maranhão.","-49.05","-14.533333","440","440",NA,"Solo arenoso.","HUEFS0028191",NA,NA,NA,"Rosanae","49W3'","14S32'",NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"178","2020-05-08 11:12:00-03","UEFS","HUEFS","35426","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Félix, L.P.","7741","1997","05","18",NA,"Brasil","Piauí","Monte Alegre","na margem da estrada.",NA,NA,NA,NA,NA,"Capoeira.","HUEFS0035426",NA,NA,NA,"Rosanae",NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"179","2020-05-08 11:12:00-03","UEFS","HUEFS","47899","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Silva, G.P.","3044","1995","09","10",NA,"Brasil","Mato Grosso","Guiratinga","Rodovia Guiratinga-Rondonopolis, Km 35.","-54.016667","-16.383333","330","330",NA,"Cerrado","HUEFS0047899",NA,NA,NA,"Rosanae","54W1'","16S23'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-05-08 11:12:00-03","UEFS","HUEFS","48586","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Allem, A.C.","2129","1978","08","26",NA,"Brasil","Goiás","Colinas de Goiás","Km 978, Br 153, Belém-Brasília.",NA,NA,NA,NA,NA,NA,"HUEFS0048586",NA,NA,NA,"Rosanae",NA,NA,NA,"2000","12",NA,NA,NA,NA,NA,NA,NA
"181","2020-05-08 11:12:00-03","UEFS","HUEFS","48603","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Allem, A.C.","2120","1978","08","25",NA,"Brasil","Goiás","Paraíso do Norte de Goiás","Km 730, BR 153, Belém-Brasília.",NA,NA,NA,NA,NA,NA,"HUEFS0048603",NA,NA,NA,"Rosanae",NA,NA,NA,"2000","12",NA,NA,NA,NA,NA,NA,NA
"182","2020-05-08 11:12:00-03","UEFS","HUEFS","48970","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Silva, G.P.","1175","1992","07","07",NA,"Brasil","Goiás","Niquelândia","3 Km sudoeste da sede da fazenda Água Quente; Região de garimpo.","-48.966667","-14.633333","400","400",NA,"Mata seca beira de rio. Arenoso.","HUEFS0048970","HUEFS0048970",NA,NA,"Rosanae","48W58'","14S38'",NA,"2000","12",NA,NA,NA,NA,NA,NA,NA
"183","2020-05-08 11:12:00-03","UEFS","HUEFS","28180","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Coradin, L.","5061","1981","11","28",NA,"Brasil","Roraima","Boa Vista","Colônia do Cantá - Confiança, km 2.","-60.533333","-2.716667","80","80",NA,"Mata secundária.","HUEFS0028180",NA,NA,NA,"Rosanae","60W32'","2S43'",NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"184","2020-05-08 11:12:00-03","UEFS","HUEFS","28093","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Coradin, L.","8003","1997","07","04",NA,"Brasil","Maranhão","Porto Franco","Rodovia Imperatriz - Porto Franco (BR-010) Km 75.","-47.366667","-6.183333","150","150",NA,"Solo arenoso.","HUEFS0028093",NA,NA,NA,"Rosanae","47W22'","6S11'",NA,"1999","08",NA,NA,NA,NA,NA,NA,NA
"185","2020-05-08 11:12:00-03","UEFS","HUEFS","149857","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","L.P.de Queiroz","Miranda, A.M.","5985","2009","05","13",NA,"Brasil","Maranhão","Tasso Fragoso",NA,"-45.7428016662598","-8.47527980804443",NA,NA,NA,"Cerrado.","HUEFS0149857",NA,NA,NA,"Rosanae",NA,NA,NA,"2009","06",NA,"76991","auto",NA,NA,NA,NA
"186","2020-05-08 11:12:00-03","UEFS","HUEFS","205913","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.",NA,"Snak, C.","567","2011","08","18",NA,"Brasil","Mato Grosso do Sul","Pedro Gomes","Comunidade Boa Vista, Estância Ribeirão Preto.","-54.5518989562988","-18.1005992889404",NA,NA,NA,NA,"HUEFS0205913",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,"93377","auto",NA,NA,NA,NA
"187","2019-09-04 18:58:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Centrosema","lisboae","Centrosema lisboae",NA,NA,"Lima",NA,"1909","7","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-09-04 19:32:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Centrosema","lisboae","Centrosema lisboae",NA,NA,"A. Lisboa",NA,"1909","7","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-06-11 13:21:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum",NA,NA,"R. Smith","1284","1967","1","10","South America","Venezuela","Lara",NA,NA,"-69.8333","10.1667",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-02-16 11:46:02-02","F","FMNH-SEEDPLANTS","V0359374F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum",NA,"RRC ID Flag","R. F. Smith","1284","1967","1","10","South America","Venezuela","Lara",NA,NA,"-69.8333","10.1667",NA,NA,NA,NA,"V0359374F","V0359374F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"V1284",NA,NA,NA
"191","2019-09-04 18:39:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","snethlageae","Clitoria snethlageae",NA,NA,"A. Ducke","17171","1918","8","7","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-09-04 18:37:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","snethlageae","Clitoria snethlageae",NA,NA,"A. Ducke","10903","1910","8","30","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Syntype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-01-23 10:07:43-02","F","FMNH-SEEDPLANTS","V0059010F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Clitoria","snethlageae","Clitoria snethlageae",NA,NA,"A. Ducke","10903","1910","8","30","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0059010F","V0059010F_01",NA,"Isosyntype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-01-25 15:40:31-02","IAC","IAC","52621","S","Plantae",NA,NA,"Fabaceae","Centrosema","macrocarpum","Centrosema macrocarpum","Benth.","G.P. Silva & R.S. Kraft","G.P. Silva & R.S. Kraft","2396","1994","07","14",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Entroncamento MT 424 - BR 158, Posto da Mata - São Félix do Araguaia KM 38","-51.317069","-11.650427",NA,NA,NA,"Coordenada do material: 51º19#?#W, 11º39#?#S",NA,NA,NA,NA,NA,"-51.317069","-11.650427",NA,"1994","07","14",NA,NA,NA,NA,NA,NA
"195","2016-08-23 09:45:29-03","NHMLondon","NHM-LONDON-BOT","BM000931633","S","Plantae",NA,NA,"Leguminosae","Centrosema","lisboae","Centrosema lisboae","Ducke",NA,"Lisboa,M.A.","2309","1909","12","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2475702",NA
