nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Podocarpus barretoi,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Podocarpus barretoi,examinar,sima-Portaria 443/2014
Retrophyllum piresii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Retrophyllum piresii,examinar,sima
Apinagia riedelii,UICN_API,Nome original era sinônimo,Apinagia fluitans-Apinagia riedelii,apta,UICN_API-cncflora_web
Apinagia riedelii,cncflora_web,NA,Apinagia fluitans-Apinagia riedelii,apta,UICN_API-cncflora_web
Podostemum distichum,sima-SP_oficial-cncflora_web,NA,Podostemum distichum,apta,sima-SP_oficial-cncflora_web
Podostemum muelleri,cncflora_web,NA,Podostemum muelleri,apta,cncflora_web
Podostemum ovatum,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,NA,Podostemum ovatum,apta,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014
Podostemum rutifolium,sima-SP_oficial-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Podostemum rutifolium,examinar,sima-SP_oficial-Portaria 443/2014
Podostemum saldanhanum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Podostemum saldanhanum,examinar,sima-Portaria 443/2014
Podostemum weddellianum,cncflora_web,NA,Podostemum weddellianum,apta,cncflora_web
Mourera weddelliana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Mourera weddelliana,examinar,sima-Portaria 443/2014
Bredemeyera floribunda,UICN_API,NA,Bredemeyera floribunda,apta,UICN_API
Polygala galioides,sima-SP_oficial-mpoSP,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Polygala galioides,examinar,sima-SP_oficial-mpoSP
Polygala bevilacquai,cncflora_web,NA,Polygala bevilacquai,apta,cncflora_web
Polygala franchetii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Polygala franchetii,examinar,sima-Portaria 443/2014
Polygala molluginifolia,sima-SP_oficial-cncflora_web-mpoSP,NA,Polygala molluginifolia,apta,sima-SP_oficial-cncflora_web-mpoSP
Polygala moquiniana,cncflora_web,NA,Polygala moquiniana,apta,cncflora_web
Polygala nudicaulis,cncflora_web,NA,Polygala nudicaulis,apta,cncflora_web
Polygala pulchella,cncflora_web,NA,Polygala pulchella,apta,cncflora_web
Polygala stephaniana,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Polygala stephaniana,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Polygala tamariscea,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Polygala tamariscea,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Polygala brasiliensis,sima-SP_oficial-cncflora_web,NA,Polygala brasiliensis,apta,sima-SP_oficial-cncflora_web
Polygala pumila,sima-SP_oficial-cncflora_web-mpoSP,NA,Polygala pumila,apta,sima-SP_oficial-cncflora_web-mpoSP
Polygala selaginoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Polygala selaginoides,examinar,sima-Portaria 443/2014
Acanthocladus brasiliensis,sima-cncflora_web,NA,Acanthocladus brasiliensis,apta,sima-cncflora_web
Bredemeyera hebeclada,UICN_API,NA,Bredemeyera hebeclada,apta,UICN_API
Polygala sellowiana,sima,Nome original era sinônimo/Não foi avaliada,Polygala hastchbachii-Polygala sabulosa,apta-examinar,sima-cncflora_web
Polygala sellowiana,cncflora_web,Nome original era sinônimo,Polygala hastchbachii-Polygala sabulosa,apta-examinar,sima-cncflora_web
Coccoloba declinata,UICN_API,NA,Coccoloba declinata,apta,UICN_API
Coccoloba glaziovii,sima-UICN_API,NA,Coccoloba glaziovii,apta,sima-UICN_API
Coccoloba mollis,UICN_API,NA,Coccoloba mollis,apta,UICN_API
Coccoloba striata,UICN_API,NA,Coccoloba striata,apta,UICN_API
Coccoloba warmingii,UICN_API,NA,Coccoloba warmingii,apta,UICN_API
Polygonum hydropiperoides,UICN_API,Nome original era sinônimo,Persicaria hydropiperoides,apta,UICN_API
Polygonum punctatum,UICN_API,NA,Polygonum punctatum,apta,UICN_API
Ruprechtia laxiflora,UICN_API,NA,Ruprechtia laxiflora,apta,UICN_API
Triplaris americana,UICN_API,NA,Triplaris americana,apta,UICN_API
Coccoloba paraguariensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada,Coccoloba paraguariensis,examinar,sima
Campyloneurum decurrens,cncflora_web,NA,Campyloneurum decurrens,apta,cncflora_web
Ceradenia capillaris,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ceradenia capillaris,examinar,sima-Portaria 443/2014
Ceradenia glaziovii,sima-cncflora_web-Portaria 443/2014,NA,Ceradenia glaziovii,apta,sima-cncflora_web-Portaria 443/2014
Ceradenia warmingii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ceradenia warmingii,examinar,sima-Portaria 443/2014
Grammitis fluminensis,sima-cncflora_web-Portaria 443/2014,NA,Grammitis fluminensis,apta,sima-cncflora_web-Portaria 443/2014
Lellingeria brasiliensis,sima-cncflora_web-Portaria 443/2014,NA,Lellingeria brasiliensis,apta,sima-cncflora_web-Portaria 443/2014
Lellingeria itatimensis,sima-cncflora_web-Portaria 443/2014,NA,Lellingeria itatimensis,apta,sima-cncflora_web-Portaria 443/2014
Lellingeria suspensa,cncflora_web,NA,Lellingeria suspensa,apta,cncflora_web
Lellingeria tamandarei,sima-cncflora_web-Portaria 443/2014,NA,Lellingeria tamandarei,apta,sima-cncflora_web-Portaria 443/2014
Melpomene peruviana,cncflora_web,NA,Melpomene peruviana,apta,cncflora_web
Microgramma crispata,cncflora_web,NA,Microgramma crispata,apta,cncflora_web
Moranopteris perpusilla,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Moranopteris perpusilla,examinar,sima-Portaria 443/2014
Pecluma hoehnei,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito,Pecluma hoehnii,examinar,sima-Portaria 443/2014
Pecluma imbeana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pecluma imbeana,examinar,sima-Portaria 443/2014
Pecluma truncorum,cncflora_web,NA,Pecluma truncorum,apta,cncflora_web
Terpsichore chrysleri,cncflora_web,NA,Terpsichore chrysleri,apta,cncflora_web
Zygophlebia longipilosa,cncflora_web,NA,Zygophlebia longipilosa,apta,cncflora_web
Pleopeltis alborufula,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pleopeltis alborufula,examinar,sima-Portaria 443/2014
Pleopeltis monoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pleopeltis monoides,examinar,sima-Portaria 443/2014
Pleopeltis trindadensis,sima-Portaria 443/2014,NA,Pleopeltis trindadensis,apta,sima-Portaria 443/2014
Pecluma insularis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pecluma insularis,examinar,sima-Portaria 443/2014
Stenogrammitis pumila,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Stenogrammitis pumila,examinar,sima-Portaria 443/2014
Stenogrammitis limula,cncflora_web,Nome original era sinônimo,Lellingeria limula-Stenogrammitis limula,apta,cncflora_web-sima-Portaria 443/2014
Stenogrammitis limula,sima-Portaria 443/2014,NA,Lellingeria limula-Stenogrammitis limula,apta,cncflora_web-sima-Portaria 443/2014
Alansmia senilis,sima-Portaria 443/2014,NA,Alansmia senilis-Terpsichore senilis,apta,sima-Portaria 443/2014-cncflora_web
Alansmia senilis,cncflora_web,Nome original era sinônimo,Alansmia senilis-Terpsichore senilis,apta,sima-Portaria 443/2014-cncflora_web
Mycopteris taxifolia,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Terpsichore taxifolia,apta,sima-cncflora_web-Portaria 443/2014
Mycopteris semihirsuta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Terpsichore semihirsuta,examinar,sima-Portaria 443/2014
Itatiella ulei,cncflora_web,NA,Itatiella ulei,apta,cncflora_web
Heteranthera reniformis,sima-SP_oficial-mpoSP,NA,Heteranthera reniformis,apta,sima-SP_oficial-mpoSP
Heteranthera zosterifolia,sima-SP_oficial-cncflora_web-mpoSP,NA,Heteranthera zosterifolia,apta,sima-SP_oficial-cncflora_web-mpoSP
Portulaca amilis,sima-SP_oficial,NA,Portulaca amilis,apta,sima-SP_oficial
Portulaca hatschbachii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Portulaca hatschbachii,examinar,sima-Portaria 443/2014
Portulaca halimoides,sima-SP_oficial-mpoSP,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Portulaca halimoides,examinar,sima-SP_oficial-mpoSP
Potamogeton pusillus,UICN_API,NA,Potamogeton pusillus,apta,UICN_API
Zannichellia palustris,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Zannichellia palustris,examinar,sima
Leptodontium wallisii,sima-cncflora_web-Portaria 443/2014,NA,Leptodontium wallisii,apta,sima-cncflora_web-Portaria 443/2014
Myrsine congesta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrsine congesta,examinar,sima-Portaria 443/2014
Myrsine glazioviana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Myrsine glazioviana,examinar,sima-Portaria 443/2014
Myrsine lineata,UICN_API,NA,Myrsine lineata,apta,UICN_API
Myrsine parvifolia,UICN_API,NA,Myrsine parvifolia,apta,UICN_API
Myrsine parvula,UICN_API,NA,Myrsine parvula,apta,UICN_API
Myrsine rubra,cncflora_ckan-UICN_API,NA,Myrsine rubra,apta,cncflora_ckan-UICN_API
Myrsine umbellata,UICN_API,NA,Myrsine umbellata,apta,UICN_API
Myrsine venosa,UICN_API,NA,Myrsine venosa,apta,UICN_API
Myrsine villosissima,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,Myrsine villosissima,apta,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014
Clavija nutans,sima,Não foi avaliada,Clavija nutans,examinar,sima
Clavija spinosa,sima-SP_oficial,NA,Clavija spinosa,apta,sima-SP_oficial
Ardisia guianensis,UICN_API,NA,Ardisia guianensis,apta,UICN_API
Cybianthus detergens,UICN_API,NA,Cybianthus detergens,apta,UICN_API
Cybianthus peruvianus,UICN_API,NA,Cybianthus peruvianus,apta,UICN_API
Cybianthus densicomus,sima-cncflora_web,NA,Cybianthus densicomus,apta,sima-cncflora_web
Cybianthus goyazensis,cncflora_ckan-UICN_API,NA,Cybianthus goyazensis,apta,cncflora_ckan-UICN_API
Ctenardisia speciosa,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Ctenardisia speciosa,examinar,sima
Myrsine hermogenesii,cncflora_ckan,NA,Myrsine hermogenesii,apta,cncflora_ckan
Myrsine leuconeura,cncflora_ckan-UICN_API,NA,Myrsine leuconeura,apta,cncflora_ckan-UICN_API
Lysimachia barbata,SP_oficial-cncflora_web,Nome original era sinônimo,Anagallis barbata-Lysimachia barbata,apta,SP_oficial-cncflora_web-sima-Portaria 443/2014
Lysimachia barbata,sima-Portaria 443/2014,NA,Anagallis barbata-Lysimachia barbata,apta,SP_oficial-cncflora_web-sima-Portaria 443/2014
Lysimachia buxifolia,cncflora_web,Nome original era sinônimo,Anagallis alternifolia-Lysimachia buxifolia,apta,cncflora_web-sima-SP_oficial-mpoSP-Portaria 443/2014
Lysimachia buxifolia,sima-SP_oficial-mpoSP-Portaria 443/2014,NA,Anagallis alternifolia-Lysimachia buxifolia,apta,cncflora_web-sima-SP_oficial-mpoSP-Portaria 443/2014
Euplassa cantareirae,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Euplassa cantareirae,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Euplassa hoehnei,cncflora_ckan-UICN_API,NA,Euplassa hoehnei,apta,cncflora_ckan-UICN_API
Euplassa inaequalis,UICN_API,NA,Euplassa inaequalis,apta,UICN_API
Euplassa incana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Euplassa incana,examinar,sima-Portaria 443/2014
Euplassa itatiaiae,UICN_API,NA,Euplassa itatiaiae,apta,UICN_API
Euplassa legalis,UICN_API,NA,Euplassa legalis,apta,UICN_API
Euplassa nebularis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Euplassa nebularis,examinar,sima-Portaria 443/2014
Euplassa semicostata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Euplassa semicostata,examinar,sima-Portaria 443/2014
Panopsis multiflora,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Panopsis multiflora,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Roupala asplenioides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Roupala asplenioides,examinar,sima-Portaria 443/2014
Roupala consimilis,cncflora_ckan-UICN_API,NA,Roupala consimilis,apta,cncflora_ckan-UICN_API
Roupala montana,UICN_API,NA,Roupala montana,apta,UICN_API
Roupala sculpta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Roupala sculpta,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Roupala montana var. paraensis,UICN_API,Nome original era sinônimo,Roupala longipetiolata,apta,UICN_API
Panopsis rubescens,sima-SP_oficial-cncflora_web-UICN_API,NA,Panopsis rubescens,apta,sima-SP_oficial-cncflora_web-UICN_API
Roupala meisneri,UICN_API,NA,Roupala meisneri,apta,UICN_API
Acrostichum aureum,UICN_API,NA,Acrostichum aureum,apta,UICN_API
Acrostichum danaeifolium,UICN_API,NA,Acrostichum danaeifolium,apta,UICN_API
Adiantum diphyllum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Adiantum diphyllum,examinar,sima-Portaria 443/2014
Adiantum discolor,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Adiantum discolor,examinar,sima-Portaria 443/2014
Adiantum mynsseniae,sima-cncflora_web-Portaria 443/2014,NA,Adiantum mynsseniae,apta,sima-cncflora_web-Portaria 443/2014
Adiantum papillosum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Adiantum papillosum,examinar,sima-Portaria 443/2014
Adiantum tetragonum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Adiantum tetragonum,examinar,sima-Portaria 443/2014
Ceratopteris thalictroides,UICN_API,NA,Ceratopteris thalictroides,apta,UICN_API
Cheilanthes goyazensis,cncflora_web,NA,Cheilanthes goyazensis,apta,cncflora_web
Cheilanthes juergensii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Cheilanthes juergensii,examinar,sima-Portaria 443/2014
Cheilanthes regnelliana,sima-cncflora_web-Portaria 443/2014,NA,Cheilanthes regnelliana,apta,sima-cncflora_web-Portaria 443/2014
Doryopteris rediviva,sima-cncflora_web-Portaria 443/2014,NA,Doryopteris rediviva,apta,sima-cncflora_web-Portaria 443/2014
Doryopteris trilobata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Doryopteris trilobata,examinar,sima-Portaria 443/2014
Jamesonia brasiliensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Jamesonia brasiliensis,examinar,sima-Portaria 443/2014
Polytaenium feei,sima-cncflora_web,NA,Polytaenium feei,apta,sima-cncflora_web
Pteris congesta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pteris congesta,examinar,sima-Portaria 443/2014
Pteris limae,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Pteris limae,examinar,sima-Portaria 443/2014
Pteris vittata,UICN_API,NA,Pteris vittata,apta,UICN_API
Cheilanthes incisa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Cheilanthes incisa,examinar,sima-Portaria 443/2014
Jamesonia biardii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Jamesonia biardii,examinar,sima-Portaria 443/2014
Jamesonia cheilanthoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Jamesonia cheilanthoides,examinar,sima-Portaria 443/2014
Jamesonia rufescens,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Jamesonia rufescens,examinar,sima-Portaria 443/2014
Jamesonia insignis,cncflora_web,Nome original era sinônimo,Eriosorus insignis-Jamesonia insignis,apta,cncflora_web-sima-Portaria 443/2014
Jamesonia insignis,sima-Portaria 443/2014,NA,Eriosorus insignis-Jamesonia insignis,apta,cncflora_web-sima-Portaria 443/2014
Ormopteris cymbiformis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Pellaea cymbiformis,examinar,sima-Portaria 443/2014
Ormopteris gleichenioides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Pellaea gleichenioides,examinar,sima-Portaria 443/2014
Lytoneuron crenulans,cncflora_web,Nome original era sinônimo,Doryopteris crenulans-Lytoneuron crenulans,apta,cncflora_web-sima
Lytoneuron crenulans,sima,NA,Doryopteris crenulans-Lytoneuron crenulans,apta,cncflora_web-sima
Lytoneuron itatiaiense,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Doryopteris itatiaiensis,apta,sima-cncflora_web-Portaria 443/2014
Lytoneuron lomariaceum,cncflora_web,Nome original era sinônimo,Doryopteris lomariacea,apta,cncflora_web
Lytoneuron rosenstockii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris rosenstockii,examinar,sima-Portaria 443/2014
Polytaenium citrifolium,cncflora_web,Nome original era sinônimo,Anetium citrifolium,apta,cncflora_web
Lytoneuron rufum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris rufa,examinar,sima-Portaria 443/2014
Lytoneuron paradoxum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris paradoxa,examinar,sima-Portaria 443/2014
Lytoneuron quinquelobatum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris quinquelobata,examinar,sima-Portaria 443/2014
Lytoneuron subsimplex,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris subsimplex,examinar,sima-Portaria 443/2014
Lytoneuron tijucanum,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Doryopteris tijucana,examinar,sima-Portaria 443/2014
Touroulia amazonica,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Touroulia amazonica,examinar,sima
Quiina cidiana,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Quiina cidiana,examinar,sima
Quiina piresii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Quiina piresii,examinar,sima
Quiina glaziovii,sima-cncflora_ckan,NA,Quiina glaziovii-Quiina magallano-gomesii,apta,sima-cncflora_ckan-SP_oficial-cncflora_web-mpoSP
Quiina glaziovii,SP_oficial-cncflora_web-mpoSP,Nome original era sinônimo,Quiina glaziovii-Quiina magallano-gomesii,apta,sima-cncflora_ckan-SP_oficial-cncflora_web-mpoSP
Quillaja lancifolia,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Quillaja brasiliensis-Quillaja lancifolia,apta,sima-cncflora_web-Portaria 443/2014-sima-cncflora_ckan
Quillaja lancifolia,sima-cncflora_ckan,NA,Quillaja brasiliensis-Quillaja lancifolia,apta,sima-cncflora_web-Portaria 443/2014-sima-cncflora_ckan
Anemone decapetala,cncflora_web,NA,Anemone decapetala-Anemone decapetala var. foliolosa,apta,cncflora_web-sima
Anemone decapetala,sima,Nome original era sinônimo,Anemone decapetala-Anemone decapetala var. foliolosa,apta,cncflora_web-sima
Anemone sellowii,sima-cncflora_web,NA,Anemone sellowii,apta,sima-cncflora_web
Clematis campestris,sima-SP_oficial-cncflora_web,NA,Clematis campestris,apta,sima-SP_oficial-cncflora_web
Ranunculus flagelliformis,sima-SP_oficial-cncflora_web-mpoSP,NA,Ranunculus flagelliformis,apta,sima-SP_oficial-cncflora_web-mpoSP
Colubrina glandulosa,cncflora_web-UICN_API,NA,Colubrina glandulosa,apta,cncflora_web-UICN_API
Gouania blanchetiana,sima-SP_oficial-cncflora_web-mpoSP,NA,Gouania blanchetiana,apta,sima-SP_oficial-cncflora_web-mpoSP
Gouania corylifolia,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Gouania corylifolia,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Reissekia smilacina,sima-SP_oficial-cncflora_web-mpoSP,NA,Reissekia smilacina,apta,sima-SP_oficial-cncflora_web-mpoSP
Rhamnidium elaeocarpum,UICN_API,NA,Rhamnidium elaeocarpum,apta,UICN_API
Colubrina retusa,sima-SP_oficial-cncflora_web,NA,Colubrina retusa,apta,sima-SP_oficial-cncflora_web
Crumenaria choretroides,sima-SP_oficial-cncflora_web,NA,Crumenaria choretroides,apta,sima-SP_oficial-cncflora_web
Crumenaria polygaloides,sima-cncflora_web,NA,Crumenaria polygaloides,apta,sima-cncflora_web
Gouania inornata,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Gouania inornata,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Gouania ulmifolia,sima-SP_oficial-cncflora_web-mpoSP,NA,Gouania ulmifolia,apta,sima-SP_oficial-cncflora_web-mpoSP
Rhamnidium glabrum,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,NA,Rhamnidium glabrum,apta,sima-SP_oficial-cncflora_ckan-Portaria 443/2014
Condalia buxifolia,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Condalia buxifolia,examinar,sima-Portaria 443/2014
Scutia arenicola,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Scutia arenicola,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Colletia exserta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Colletia exserta,examinar,sima-Portaria 443/2014
Colletia paradoxa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Colletia paradoxa,examinar,sima-Portaria 443/2014
Discaria americana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Discaria americana,examinar,sima-Portaria 443/2014
Frangula polymorpha,cncflora_web,Nome original era sinônimo,Rhamnus sphaerosperma var. pubescens,apta,cncflora_web
Rhizophora mangle,UICN_API,NA,Rhizophora mangle,apta,UICN_API
Sterigmapetalum plumbeum,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Sterigmapetalum plumbeum,examinar,sima
Riccia ridleyi,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Riccia ridleyi,examinar,sima-Portaria 443/2014
Acaena eupatoria,sima-SP_oficial,NA,Acaena eupatoria,apta,sima-SP_oficial
Agrimonia parviflora,sima-SP_oficial-cncflora_web-mpoSP,NA,Agrimonia parviflora,apta,sima-SP_oficial-cncflora_web-mpoSP
Margyricarpus pinnatus,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Margyricarpus pinnatus,examinar,sima
Alseis floribunda,UICN_API,NA,Alseis floribunda,apta,UICN_API
Alseis involuta,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Alseis involuta,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Amaioua guianensis,UICN_API,NA,Amaioua guianensis,apta,UICN_API
Bathysa australis,cncflora_web,NA,Bathysa australis,apta,cncflora_web
Bathysa gymnocarpa,cncflora_ckan,NA,Bathysa gymnocarpa,apta,cncflora_ckan
Bathysa stipulata,UICN_API,NA,Bathysa stipulata,apta,UICN_API
Bradea anomala,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bradea anomala,examinar,sima-Portaria 443/2014
Bradea bicornuta,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bradea bicornuta,examinar,sima-Portaria 443/2014
Bradea kuhlmannii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito,Bradea kuhlmanni,examinar,sima
Bradea montana,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bradea montana,examinar,sima-Portaria 443/2014
Chiococca alba,UICN_API,NA,Chiococca alba,apta,UICN_API
Chomelia brasiliana,UICN_API,NA,Chomelia brasiliana-Chomelia modesta-Chomelia parvifolia,apta,UICN_API-sima-SP_oficial-cncflora_web-Portaria 443/2014-cncflora_ckan-UICN_API
Chomelia brasiliana,sima-SP_oficial-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Chomelia brasiliana-Chomelia modesta-Chomelia parvifolia,apta,UICN_API-sima-SP_oficial-cncflora_web-Portaria 443/2014-cncflora_ckan-UICN_API
Chomelia brasiliana,cncflora_ckan-UICN_API,Nome original era sinônimo,Chomelia brasiliana-Chomelia modesta-Chomelia parvifolia,apta,UICN_API-sima-SP_oficial-cncflora_web-Portaria 443/2014-cncflora_ckan-UICN_API
Chomelia obtusa,cncflora_ckan-UICN_API,Nome original era sinônimo,Chomelia randioides,apta,cncflora_ckan-UICN_API
Chomelia pedunculosa,cncflora_ckan-UICN_API,NA,Chomelia pedunculosa,apta,cncflora_ckan-UICN_API
Cordiera myrciifolia,UICN_API,NA,Cordiera myrciifolia,apta,UICN_API
Coussarea accedens,cncflora_ckan-UICN_API,NA,Coussarea accedens,apta,cncflora_ckan-UICN_API
Coussarea bocainae,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,Coussarea bocainae,apta,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014
Coussarea hydrangeifolia,cncflora_web,NA,Coussarea hydrangeifolia,apta,cncflora_web
Coussarea meridionalis,UICN_API,NA,Coussarea meridionalis,apta,UICN_API
Coussarea nodosa,cncflora_web,NA,Coussarea nodosa,apta,cncflora_web
Coutarea hexandra,UICN_API,NA,Coutarea hexandra,apta,UICN_API
Declieuxia cordigera,sima-cncflora_web,NA,Declieuxia cordigera,apta,sima-cncflora_web
Declieuxia fruticosa,sima-cncflora_web,NA,Declieuxia fruticosa,apta,sima-cncflora_web
Faramea bahiensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Faramea bahiensis,examinar,sima-Portaria 443/2014
