nome_aceito_correto,notas_all
Rhynchospora eximia,"NA"
Rhynchospora holoschoenoides,"NA"
Rhynchospora nardifolia,"NA"
Rhynchospora paranaensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rhynchospora pilulifera,Nome original era sinônimo
Rhynchospora rugosa,"NA"
Rhynchospora tenuis,Nome original era sinônimo-NA
Rhynchospora triflora,"NA"
Rhynchospora warmingii,"NA"
Riccia ridleyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richardia humistrata,"NA"
Richardia schumannii,"NA"
Richardia stellaris,"NA"
Richterago angustifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago arenaria,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago campestris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago caulescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago conduplicata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago elegans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago lanata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago petiolata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago polyphylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago riparia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago stenophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Richterago suffrutescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rinorea bicornuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rinorea longistipulata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rinorea maximiliani,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rinorea ramiziana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rinorea villosiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Riodocea pulcherrima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rodriguezia obtusifolia,"NA"
Rodriguezia rigida,"NA"
Rodriguezia venusta,"NA"
Rokautskyia caulescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia exaltata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia fernseeoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia latifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia leuzingerae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia odoratissima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia pseudoglazioui,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia pseudoscaposa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia robertokautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito/Nome original era sinônimo
Rokautskyia scaposa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rokautskyia whitmanii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rorippa nasturtium-aquaticum,Nome original era sinônimo
Roupala asplenioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Roupala consimilis,"NA"
Roupala meisneri,"NA"
Roupala montana,"NA"
Roupala montana var. paraensis,Nome original era sinônimo
Roupala sculpta,"NA"
Rourea cnestidifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rourea gracilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rourea induta,Nome original era sinônimo
Rourea pseudospadicea,"NA"
Rudgea coriacea,"NA"
Rudgea coronata,"NA"
Rudgea corymbulosa,"NA"
Rudgea crassifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea erythrocarpa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea gardenioides,"NA"
Rudgea insignis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea jasminoides,"NA"
Rudgea jasminoides subsp. nervosa,"NA"
Rudgea macrophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea minor,"NA"
Rudgea nobilis,"NA"
Rudgea nodosa,"NA"
Rudgea pachyphylla,"NA"
Rudgea parquioides subsp. caprifolium,"NA"
Rudgea parquioides subsp. hirsutissima,"NA"
Rudgea parvifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea recurva,"NA"
Rudgea sessilis,"NA"
Rudgea triflora,"NA"
Rudgea umbrosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rudgea vellerea,"NA"
Rudgea viburnoides subsp. viburnoides,Nome original era sinônimo
Ruellia bulbifera,"NA"
Ruellia chamaedrys,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ruellia dissitifolia,"NA"
Ruellia epallocaulos,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ruellia erythropus,"NA"
Ruellia multifolia,"NA"
Ruellia solitaria,"NA"
Rugoloa hylaeica,Nome original era sinônimo
Ruizterania clavata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Rupestrea carvalhoana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Rupestrea johnwurdackiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Ruppia maritima,"NA"
Ruprechtia laxiflora,"NA"
Rustia angustifolia,"NA"
Rustia formosa,"NA"
Sabicea grisea,"NA"
Sabicea villosa,"NA"
Saccharum angustifolium,"NA"
Saccharum villosum,"NA"
Sacciolepis indica,"NA"
Sagittaria lancifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sagittaria rhombifolia,"NA"
Salacia arborea,"NA"
Salacia elliptica,"NA"
Salacia grandifolia,"NA"
Salacia mosenii,"NA"
Salix humboldtiana,"NA"
Salvertia convallariodora,"NA"
Salvia campos-portoi,"NA"
Salvia lachnostachys,"NA"
Salvia uliginosa,Não foi avaliada
Sapindus saponaria,"NA"
Sapium sellowianum,"NA"
Saranthe composita,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sarcaulus inflexus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sarcaulus vestitus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sarcoglottis acaulis,Não foi avaliada
Sarcoglottis alexandri,Nome original mal escrito-NA
Sarcoglottis uliginosa,"NA"
Saundersia mirabilis,"NA"
Saundersia paniculata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sauroglossum elatum,"NA"
Sauvagesia erecta,"NA"
Sauvagesia nitida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Savia dictyocarpa,"NA"
Scaevola plumieri,"NA"
Schaefferia argentinensis,"NA"
Schaueria litoralis,Nome original era sinônimo-NA
Schaueria paranaensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Schinopsis balansae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schinopsis brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Schinus engleri,"NA"
Schinus ramboi,"NA"
Schinus spinosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schizachyrium scabriflorum,Nome original mal escrito-NA
Schizachyrium tenerum,"NA"
Schizaea elegans,"NA"
Schizocalyx cuspidatus,Nome original era sinônimo-NA
Schizolobium parahyba,"NA"
Schlechtendalia luzulifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schlegelia parviflora,"NA"
Schlumbergera kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schlumbergera lutea,Nome original era sinônimo
Schlumbergera lutea subsp. bradei,"NA"
Schlumbergera microsphaerica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schlumbergera opuntioides,"NA"
Schlumbergera orssichiana,"NA"
Schlumbergera rosea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schlumbergera truncata,"NA"
Schnella grazielae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schnella microstachya,Não foi avaliada-Nome original era sinônimo
Schnella smilacina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schultesia aptera,"NA"
Schwenckia curviflora,"NA"
Schwenckia lateriflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Schwenckia nova-veneciana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sciadotenia acutifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sciaphila schwackeana,"NA"
Sciodaphyllum sprucei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Scleria acanthocarpa,"NA"
Scleria balansae,"NA"
Scleria bracteata,"NA"
Scleria distans,"NA"
Scleria gaertneri,"NA"
Scleria hirtella,"NA"
Scleria latifolia,"NA"
Scleria leptostachya,"NA"
Scleria microcarpa,"NA"
Scleria mitis,"NA"
Scleria panicoides,"NA"
Scleria plusiophylla,"NA"
Scleria reticularis,Nome original era sinônimo
Scleria scabra,"NA"
Scleria secans,"NA"
Scleria sororia,"NA"
Scleria tenella,"NA"
Scleria virgata,"NA"
Scutia arenicola,"NA"
Scuticaria irwiniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Scuticaria itirapinensis,"NA"
Scuticaria kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Scuticaria strictifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Seemannia sylvatica,"NA"
Seguieria americana,"NA"
Seguieria langsdorffii,"NA"
Selaginella convoluta,"NA"
Selaginella mendoncae,"NA"
Selaginella tenuissima,"NA"
Selaginella valida,"NA"
Selenicereus setaceus,Nome original era sinônimo
Selenicereus undatus,Nome original era sinônimo
Selenipedium isabelianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sellocharis paradoxa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senaea coerulea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senaea janeirensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio adamantinus,"NA"
Senecio almasensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio caparaoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio crassiflorus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio gertii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio graciellae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio grandis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Senecio hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio heteroschizus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio langei,"NA"
Senecio pohlii,"NA"
Senecio promatensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio ramboanus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senecio riograndensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senefeldera verticillata,"NA"
Senegalia hatschbachii,"NA"
Senegalia irwinii,"NA"
Senegalia martii,"NA"
Senegalia parviceps,"NA"
Senegalia polyphylla,"NA"
Senegalia riparia,Nome original era sinônimo-NA
Senna alata,"NA"
Senna angulata,"NA"
Senna angulata var. miscadena,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Senna cana,"NA"
Senna corymbosa,"NA"
Senna macranthera,"NA"
Senna mucronifera,"NA"
Senna obtusifolia,"NA"
Senna paradictyon,"NA"
Senna pendula,"NA"
Senna reticulata,"NA"
Senna rugosa,"NA"
Senna silvestris,"NA"
Senna spectabilis,"NA"
Senna trachypus,"NA"
Serjania cuspidata,"NA"
Serjania deflexa,"NA"
Serjania divaricocca,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Serjania hatschbachii,"NA"
Serjania platycarpa,"NA"
Sesbania punicea,"NA"
Sesbania virgata,"NA"
Sessea brasiliensis,"NA"
Sessea regnellii,"NA"
Setaria parviflora,"NA"
Setaria parviflora var. pilosissima,"NA"
Setaria paucifolia,"NA"
Setaria sphacelata,"NA"
Setaria stolonifera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Setaria tenacissima,"NA"
Sida acrantha,"NA"
Siderasis fuscata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sideroxylon obtusifolium,"NA"
Simira grazielae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Simira hatschbachiorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Simira hexandra,Nome original era sinônimo
Simira rubra,Nome original era sinônimo-NA
Simira sampaioana,"NA"
Sincoraea amoena,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Sincoraea humilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Sinningia aghensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia araneosa,"NA"
Sinningia canescens,"NA"
Sinningia carangolensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia cardinalis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia cochlearis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia conspicua,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia cooperi,"NA"
Sinningia defoliata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia douglasii,"NA"
Sinningia elatior,"NA"
Sinningia glazioviana,"NA"
Sinningia guttata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia harleyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia hatschbachii,"NA"
Sinningia hirsuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia iarae,"NA"
Sinningia insularis,"NA"
Sinningia kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia lindleyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia lineata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia macropoda,"NA"
Sinningia magnifica,"NA"
Sinningia micans,"NA"
Sinningia piresiana,"NA"
Sinningia rupicola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia striata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia tuberosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia valsuganensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia villosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sinningia warmingii,"NA"
Siparuna bifida,"NA"
Siparuna brasiliensis,"NA"
Siparuna guianensis,"NA"
Siparuna reginae,"NA"
Siphanthera cordata,"NA"
Siphanthera dawsonii,"NA"
Siphocampylus lycioides,"NA"
Siphoneugena crassifolia,Nome original era sinônimo-Nome original mal escrito/Nome original era sinônimo-NA
Siphoneugena densiflora,Nome original mal escrito-NA
Siphoneugena kiaerskoviana,"NA"
Siphoneugena kuhlmannii,"NA"
Siphoneugena reitzii,"NA"
Sisyrinchium rambonis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Skeptrostachys arechavaletanii,"NA"
Sloanea dubia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sloanea erismoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Sloanea garckeana,"NA"
Sloanea guianensis,"NA"
Sloanea hirsuta,"NA"
Sloanea obtusifolia,"NA"
Sloanea petalata,"NA"
Smallanthus araucariophilus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Smallanthus connatus,"NA"
