"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"46","2021-03-30 12:39:15-03","EAO","IAN","169810","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"Cordeiro, MR; Baider, C","2989","1999","02","02","Southern America","Brasil",NA,NA,"F 3. Árvore de 0,6m. 27,2 + 27,8 DAP. Estéril.","IAN169810","Dicotiledônea",NA,"Nees","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"209767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:08:32-03","CPAN-UFMS","COR","16513","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Quinet, A.; Martinelli, G.; Borges, R.; Bevacqua, A.; Serrano, T.; Pougy, N. & Moraes, M.","2334","2010","12","04",NA,"Brasil",NA,NA,"Árvore com 15 m de altura; frutos imaturos verdes, cúpula verde; folhas discolores verdes, cartáceas Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bodoquena","Fazenda Santa Fé, próximo a nascente do rio","-56.788056","-20.610278","178",NA,"Quinet, A.","178",NA,NA,NA,NA,NA,"56º47'17''W","20º36'37''S",NA,NA,NA,NA,NA,NA
"48","2021-03-02 16:29:00-03","CPAN-UFMS","COR","11359","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3706","2005","11","04",NA,"Brasil",NA,NA,"Árvore, 9 m de altura; flor creme, com botões; rebrota Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bodoquena","Morraria do Sul; fazenda Santa Laura; poção Salobra; mata ciliar do rio Salobra","-56.7425","-20.781944","393",NA,"Damasceno-Júnior, G. A.","393",NA,NA,NA,NA,NA,"56º44'33''W","20º46'55''S",NA,NA,NA,NA,NA,NA
"49","2021-03-02 16:29:00-03","CPAN-UFMS","COR","9829","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Resende, U. M.; Aragaki, S.","983","2002","05","23",NA,"Brasil",NA,NA,"Árvore, heliófita; flor amarela; fruto ausente; estado de conservação regular Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bodoquena","Fazenda Califórnia","-56.861667","-20.701111","583",NA,"Alves, F. M.","583",NA,NA,NA,"2005","10","56º51'42''W","20º42'4''S","31",NA,NA,NA,NA,NA
"50","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6289","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Damasceno Júnior; G.A.; Nakagima, J.; Resende, U.M. e equipe do projeto Aquarap","1599","1998","09","03",NA,"Brasil",NA,NA,"flores perfumadas. Borda de mata; Com Flor: branca Habito: árvore de 6 m",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Rio da Prata. Mata de ciliar; rico em calcário; suavemente ondulado.","-56.429167","-21.435833",NA,NA,"Flaviio Macedo Alves",NA,NA,NA,NA,"2005","10","56º25'45''W","21º26'9''S","31",NA,NA,NA,NA,NA
"51","2021-03-02 16:29:00-03","CPAN-UFMS","COR","9876","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Nunes, G. P.; Amador, G. de A.; Aragaki, S.; Vieira, E. A. & Oda, F. H.","2","2001","09","10",NA,"Brasil",NA,NA,"Árvore; flores brancas, pequenas, com odor adocicado, com 3 pétalas maiores e 3 menores; frutos pequenos com mais ou menos 14 cm Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Fazenda Pitangueiras","-56.591667","-20.871111","502",NA,"Alves, F. M.","502",NA,NA,NA,"2005","11","56º35'30''W","20º52'16''S","03",NA,NA,NA,NA,NA
"52","2021-03-02 16:29:00-03","CPAN-UFMS","COR","12178","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Alves, F. M.; Amaro, E.","21","2005","08","05",NA,"Brasil",NA,NA,"Árvore, 8 m de altura; flor amarela Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Margem do rio Sucuri","-56.536944","-21.253611","324",NA,"Alves, F. M.","324",NA,NA,NA,"2005","08","56º32'13''W","21º15'13''S","07",NA,NA,NA,NA,NA
"53","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6288","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Damasceno Júnior; G.A.; Nakagima, J.; Resende, U.M. e equipe do projeto Aquarap","1605","1998","09","03",NA,"Brasil",NA,NA,"Com Flor: branca Habito: árvore de 7 m",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Rio da Prata. Mata de ciliar; rico em calcário; suavemente ondulado.","-56.429167","-21.435833",NA,NA,"Flaviio Macedo Alves",NA,NA,NA,NA,"2005","10","56º25'45''W","21º26'9''S","31",NA,NA,NA,NA,NA
"54","2020-11-26 18:08:32-03","CPAN-UFMS","COR","3395","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Silva, W. G.","126","1988","09","15",NA,"Brasil",NA,NA,"Árvore Habito: Árvore",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","Campus da UFMS; perto da Proplan","-54.611389","-20.499444","567",NA,"Moraes, P. L. R.","567",NA,NA,NA,NA,NA,"54º36'41''W","20º29'58''S",NA,NA,NA,NA,NA,NA
"55","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6280","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Damasceno Júnior;G.A.; Nakagima,J. e equipe do projeto Aquarap","1669","1998","09","06",NA,"Brasil",NA,NA,"Com Flor: branca com pedunculo vermelho Habito: árvore de 8 m",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Rio Formosinho. Mata ciliar; rico em calcário; suavemente ondulado.","-56.559722","-21.253889",NA,NA,"Flavio Macedo Alves",NA,NA,NA,NA,"2005","10","56º33'35''W","21º15'14''S","31",NA,NA,NA,NA,NA
"56","2021-03-02 16:29:00-03","CPAN-UFMS","COR","17478","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Völtz, R.R.; Völtz, R.R.; Treml, L.D.; Sachet, J.V.; Coutinho, V.M.","1729","2018","08","24",NA,"Brasil",NA,NA,"Flores Alvas, perfumadas.",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso","Cáceres","Fazenda Atoledal - Paratudal","-57.777222","-16.665556",NA,NA,"Brotto, M.L.",NA,NA,NA,NA,"2018","12","57º46'38''W","16º39'56''S","09",NA,NA,NA,NA,NA
"57","2021-03-02 16:29:00-03","CPAN-UFMS","COR","6259","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Resende,U.M.; Nakajima,J.;Damasceno Júnior,G.A. e equipe do aquarap cabeceiras","1517","1998","08","30",NA,"Brasil",NA,NA,"Habito: árvore de 6m",NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Rio Negro","Fazenda Rio Bonito. Mata ciliar do rio Sucuriu; ;.","-54.9869003295898","-19.4493999481201",NA,NA,"Flaviio Macedo Alves,",NA,"35127","auto",NA,"2005","11",NA,NA,"01",NA,NA,NA,NA,NA
"58","2019-10-09 11:18:10-03","UFBA","ALCB","80067","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Guedes, ML; Valadão, RM","13627","2007","07","17","Southern America","Brasil",NA,NA,"de ca 10 m de altura. Folhas cartáceas, discolores. Inflorescência do tipo panícula , flores com pétalas cremes, bastante aromáticas. Freqüente.","ALCB003009","Dicotyledon",NA,"(Ruiz & Pav.) Rohwer","Bahia","Cocos","Oeste, Próximo ao Rio Taguari","-44.436111","-14.270833",NA,"ALCB003009","Moraes, PLR de",NA,NA,NA,NA,"2010","03","-44.436111","-14.270833",NA,NA,NA,NA,NA,NA
"59","2020-02-08 09:35:54-03","NBC","NL-BOTANY","U.1417353","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1933","06","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417353",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Basin of Rio Jurua","-70.25","-7.5",NA,"NL-U1417353",NA,NA,NA,NA,NA,NA,NA,"-70.25","-7.5",NA,"Magnoliopsidae",NA,NA,NA,NA
"60","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1066728","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1933","06","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1066728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1066728",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Basin of Rio Jurua","-70.25","-7.5",NA,"NL-L1066728",NA,NA,NA,NA,NA,NA,NA,"-70.25","-7.5",NA,"Magnoliopsidae","Uw19600",NA,NA,NA
"61","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0277405","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1933","06","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277405",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Basin of Rio Jurua","-70.25","-7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-70.25","-7.5",NA,"Magnoliopsidae","Uw19600",NA,NA,NA
"62","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0277529","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Mennega AMW",NA,"1954","01","01","Southern America","Surinam",NA,NA,"rian forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277529",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"at foot of Voltzberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2956",NA,NA,NA
"63","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0277540","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Lindeman JC; Haas JH de",NA,"1966","06","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277540",NA,"Laurales","(Ruiz & Pav.) Rohwer","Paraná",NA,"Est. Paraná, forest S of Pto. Byington near airstrip.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13238",NA,NA,NA
"64","2020-02-08 09:35:54-03","NBC","NL-BOTANY","U.1417340","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Mori SA; Gracie CA",NA,"1995","09","25","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417340",NA,"Laurales","(Ruiz & Pav.) Rohwer","Saint-Laurent-du-Maroni",NA,"French Guiana: Saül and vicinity. Route de Bélizon, S of Eaux Claires.","-53.2","3.616667",NA,"NL-U1417340","Werff HH van der",NA,NA,NA,NA,NA,NA,"-53.2","3.616667",NA,"Magnoliopsidae","U 0183156",NA,NA,NA
"65","2020-02-08 09:35:54-03","NBC","NL-BOTANY","U.1417342","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Lindeman JC; Haas JH de",NA,"1966","06","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417342 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417342",NA,"Laurales","(Ruiz & Pav.) Rohwer","Paraná",NA,"Est. Paraná, forest S of Pto. Byington near airstrip.",NA,NA,NA,"NL-U1417342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0251069",NA,NA,NA
"66","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802422","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Smith HH; Santa Marta Exp",NA,"1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802422",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,NA,"NL-L1802422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"67","2020-02-08 09:35:48-03","NBC","NL-BOTANY","L.1802448","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Herzog T",NA,"1907","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1802448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1802448",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Baumstraush in der Quebrada de San Lorenzo bei Florida (Prov. Velasco).",NA,NA,NA,"NL-L1802448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"68","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0275690","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275690",NA,"Laurales","(Ruiz & Pav.) Rohwer","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13633",NA,NA,NA
"69","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0276143","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276143",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"State of Amazonas: Municipality Humayta, near tres casas. On varzea land.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7496",NA,NA,NA
"70","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0276154","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Schulz JP",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276154 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276154",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw10101",NA,NA,NA
"71","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0276864","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276864",NA,"Laurales","(Ruiz & Pav.) Rohwer","Paraná",NA,"Pôrto Byinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13311",NA,NA,NA
"72","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U 0277147","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277147",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"State of Amazonas: Municipality Humayta, near tres Casas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7564",NA,NA,NA
"73","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406517","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Wurdack JJ; Adderley LS",NA,"1959","06","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406517",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"along river just below mouth of Rio Atabapo.",NA,NA,NA,"NL-U1406517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406518","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Idrobo JM; Schultes RE",NA,"1951","01","23","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406518",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Meta: Cordillera La Macarena, mesa del río Sansa.",NA,NA,NA,"NL-U1406518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406519","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Wurdack JJ; Monachino JV",NA,"1955","11","22","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406519",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Southwest of Rio Guanamo, El Palmar-Raudal Trail, upper Rio Toro Drainage.",NA,NA,NA,"NL-U1406519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406521","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Vogl C",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406521",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Venezuela: Umgebung von Maracay.",NA,NA,NA,"NL-U1406521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"77","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406522","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Smith HH; Santa Marta Exp",NA,"1898","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406522",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Plants of Santa Marta, United States of Colombia.",NA,NA,NA,"NL-U1406522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"78","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406523","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1939","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406523",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,"NL-U1406523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"79","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406524","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1939","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406524",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,"NL-U1406524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"80","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406525","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1939","07","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406525",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,"NL-U1406525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"81","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406526","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Krukoff BA",NA,"1939","07","24","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406526",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Department of La Paz: Province of S. Yungas.",NA,NA,NA,"NL-U1406526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"82","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406527","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Steinbach J",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406527",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Camos región, Buenavista, Provincia Sara.",NA,NA,NA,"NL-U1406527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"83","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1406615","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1406615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1406615",NA,"Laurales","(Ruiz & Pav.) Rohwer","Paraná",NA,NA,NA,NA,NA,"NL-U1406615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083843",NA,NA,NA
"84","2020-02-08 09:35:48-03","NBC","NL-BOTANY","U.1417339","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Mori SA; Gracie CA; Huhndorf SM; Harris R; Snyder C",NA,"1994","09","10","Southern America","French Guiana",NA,NA,"Non-flooded moist forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417339",NA,"Laurales","(Ruiz & Pav.) Rohwer","Saint-Laurent-du-Maroni",NA,"French Guiana. Saül and vicinity: Boeuf-Mort trail, c. 3 km S of Eaux Claires.","-53.2","3.616667",NA,"NL-U1417339","Werff HH van der",NA,NA,NA,NA,NA,NA,"-53.2","3.616667",NA,"Magnoliopsidae","U 0183155",NA,NA,NA
