"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"379","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267575F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267575F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267575F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267576F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce",NA,NA,NA,NA,NA,"South America","Chile",NA,NA,NA,"V0267576F",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267576F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-09-04 18:48:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"382","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267583F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0267583F",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267583F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267585F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267585F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267585F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-09-04 18:48:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"385","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267594F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve",NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0267594F",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267594F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267591F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267591F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267591F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2019-01-30 15:32:52-02","F","FMNH-SEEDPLANTS","V0267595F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","W. G. F. Herter","275","1927","4",NA,"South America","Uruguay",NA,NA,NA,"V0267595F",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267595F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2015-03-13 19:31:30-03","F","FMNH-SEEDPLANTS","V0267596F","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0267596F",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0267596F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2018-02-26 18:31:26-03","UFMT","UFMT","35706","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Dubs, B.; Kramer.","1093","1989","09","26",NA,"Brasil",NA,NA,"Prtojeto Flora do Pantanal Mato Grossense.; Very scattered, corolla pale pink with slightly darker veins, yellow spot in throat.",NA,"Mato Grosso do Sul",NA,"Fazenda Barranco, Pantanal do Rio Negro.","-56.166667","-19.5","-56.166667","-19.5",NA,NA,NA,NA,"Nees",NA,"Wassh, D.",NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA
"390","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Sellow, F","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"ad Alacriportum",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Tweedie, J","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"et forma intermedia in Banda oriental",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"ad urbem S. Pauli et in campis siccis prope Itararé",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2017-09-11 17:06:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Sellow, F","s.n.",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"in campis as S. Luciam in Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2017-09-11 17:06:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Sellow, F","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"reliquae varietates in campis ad Alacriportum",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-02-08 12:31:30-03","UFRGS","ICN","051422","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Vasconcelos, J","s.n.","1982","02","25","América do Sul","Brasil",NA,NA,"flores roxas; arrozal abandonado","ICN00028575","RS","Alegrete","Fazenda Adão N. Silveira, margem do Rio Ibirapuitã","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028575","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","89305","auto","03",NA,NA,NA,NA,NA
"396","2021-02-08 12:31:30-03","UFRGS","ICN","143642","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","s.n.","1982","02","17","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund.","ICN00028588","RS","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028588","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","29956","auto","03",NA,NA,NA,NA,NA
"397","2021-02-08 12:31:30-03","UFRGS","ICN","143678","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","13758","1982","02","14","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund; Corola vermelha","ICN00028584","RS","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028584","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","29956","auto","03",NA,NA,NA,NA,NA
"398","2021-02-08 12:31:30-03","UFRGS","ICN","193604","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Rabuske, C; Piovesani, WS","223","2017","05","06","América do Sul","Brasil",NA,NA,"Erva ca. 10 cm alt. Alguns poucos indivíduos esparsos.; No campo úmido e musgoso, em área sombreada.","ICN00029484","RS","Caçapava do Sul","Guaritas.","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees",NA,"Rabuske, C",NA,"2017","50525","auto","05","11",NA,NA,NA,NA
"399","2021-02-08 12:31:30-03","UFRGS","ICN","151528","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Lima, LF","245","2006","01","31","América do Sul","Brasil",NA,NA,"Campo rochoso.","ICN00028582","RS","Guaíba","Fazenda São Maximiano BR 116 Km 308","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028582","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","28343","auto","03",NA,NA,NA,NA,NA
"400","2021-02-08 12:31:30-03","UFRGS","ICN","143668","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","2831",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund","ICN00028587","RS","Júlio de Castilhos",NA,"-53.6817016601562","-29.226900100708",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028587","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","41205","auto","03",NA,NA,NA,NA,NA
"401","2021-02-08 12:31:30-03","UFRGS","ICN","018902","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Irmão Augusto","s.n.","1940","10","19","América do Sul","Brasil",NA,NA,"num terreno rochoso, elevado ao longo da estrada de Viamão","ICN00028590","RS","Porto Alegre","Chácara do Dr. Duilio Bernardi","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028590","Silva, V; Parode, MF",NA,"2015","29946","auto","03",NA,NA,NA,NA,NA
"402","2021-02-08 12:31:30-03","UFRGS","ICN","189883","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Boldrini, II; Trevisan, R; Setubal, R","1626","2009","09","11","América do Sul","Brasil",NA,NA,NA,"ICN00028578","RS","Santana do Livramento","Fazenda Santo Antônio, divisa com Uruguai","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028578","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","79795","auto","03",NA,NA,NA,NA,NA
"403","2021-02-08 12:31:30-03","UFRGS","ICN","063521","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Stehmann, JR","522","1985","02","17","América do Sul","Brasil",NA,NA,"erva, flores lilases; em afloramento basáltico","ICN00028576","RS","Santo Ângelo","Rincão dos Pires","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028576","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","25915","auto","03",NA,NA,NA,NA,NA
"404","2021-02-08 12:31:30-03","UFRGS","ICN","143664","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","12254","1978","02","04","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund; Flor azulada","ICN00028589","RS","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028589","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","29956","auto","03",NA,NA,NA,NA,NA
"405","2021-02-08 12:31:30-03","UFRGS","ICN","143666","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","4751","1966","11","12","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund","ICN00028586","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028586","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","23862","auto","03",NA,NA,NA,NA,NA
"406","2021-02-08 12:31:30-03","UFRGS","ICN","081776","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Sobral, M; Longhi, S; Marchiori, J","4871","1986","01",NA,"América do Sul","Brasil",NA,NA,"erva, flores róseas ou róseo-arroxeadas; em campo queimado na encosta do cerro","ICN00028574","RS","Santana da Boa Vista","Cerro do Diogo","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028574","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","47489","auto","03",NA,NA,NA,NA,NA
"407","2021-02-08 12:31:30-03","UFRGS","ICN","143669","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","7431","1973","12","09","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund","ICN00028583","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028583","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","25915","auto","03",NA,NA,NA,NA,NA
"408","2021-02-08 12:31:30-03","UFRGS","ICN","143665","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hagelund, K","12730","1979","04","09","América do Sul","Brasil",NA,NA,"Doação de Karner Hagelund","ICN00028585","RS","São Jerônimo","BR 290 km 65","-51.7221984863281","-29.9591999053955",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028585","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","78415","auto","03",NA,NA,NA,NA,NA
"409","2021-02-08 12:31:30-03","UFRGS","ICN","088712","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Irgang, BE; et al.","s.n.","1982","05","11","América do Sul","Brasil",NA,NA,NA,"ICN00028591","RS","São Luiz Gonzaga",NA,"-54.9608001708984","-28.4083003997803",NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028591","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015","39496","auto","03",NA,NA,NA,NA,NA
"410","2021-02-08 12:31:30-03","UFRGS","ICN","002552","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Vianna, EC","s.n.","1960","12","01","América do Sul","Argentina",NA,NA,NA,"ICN00028573","Tucumán","Tafí del Valle",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028573","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015",NA,NA,"03",NA,NA,NA,NA,NA
"411","2021-02-08 12:31:30-03","UFRGS","ICN","045500","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Pedersen, TM","6455","1962","04","03","América do Sul","Argentina",NA,NA,"park-like grasslands on clay, with scattered trees, shrubs and little thickets","ICN00028577","Corrientes","Empedrado","Estancia La Yela",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028577 ICN00028577_1","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015",NA,NA,"03",NA,NA,NA,NA,NA
"412","2021-02-08 12:31:30-03","UFRGS","ICN","157306","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Freitas, E","576","2008","09","28","América do Sul","Brasil",NA,NA,"Herbácea, flores de cor rosa; Campo seco com arenização","ICN00028581","RS","Manoel Viana","RST 377","-55.375833","-29.599167","-55.375833","-29.599167",NA,NA,"Dicotyledon",NA,"(Cav.) Nees","ICN00028581","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015",NA,NA,"03",NA,NA,NA,NA,NA
"413","2021-02-08 12:31:30-03","UFRGS","ICN","158423","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Trevisan, R; Schneider, AA; Boldrini, II","1014","2008","11","09","América do Sul","Brasil",NA,NA,"campo seco","ICN00028580","RS","Santana do Livramento","Fazenda Vento Aragano. 30°42'13 4S 55°31'33 7W","-55.525833","-30.703611","-55.525833","-30.703611","212","212","Dicotyledon",NA,"(Cav.) Nees","ICN00028580","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015",NA,NA,"03",NA,NA,NA,NA,NA
"414","2021-02-08 12:31:30-03","UFRGS","ICN","166577","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Schneider, AA","1747","2011","02","10","América do Sul","Brasil",NA,NA,"Erva, flores roxas.; Em campo seco.","ICN00028579","RS","Santiago","Santiago para Flórida","-54.731667","-29.288889","-54.731667","-29.288889","238","238","Dicotyledon",NA,"(Cav.) Nees","ICN00028579","Marchioretto, MS; Silva, V; Parode, MF",NA,"2015",NA,NA,"03",NA,NA,NA,NA,NA
"415","2021-03-22 16:22:54-03","FEPAGRO","BLA","13224","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Pott","Vac 619","1969","01","28",NA,"Brasil",NA,NA,"Habitat: campo nativo","BLA013224","Rio Grande do Sul","Vacaria","Estação Experimental","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Spermatophyta",NA,"(Cav.) Nees",NA,"M. S. Marchioretto",NA,"2015","63451","auto","03","01",NA,NA,NA,NA
"416","2019-10-04 16:05:59-03","MCN-FZBRS","HAS","24397","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Abruzzi, M.L.","1615","1988","11",NA,NA,"Brasil",NA,NA,"Erva ereta, flores rosa com tubo branco. Em campo seco, sujo e pedregoso.","HAS0024397","Rio Grande do Sul","Itaara","Reserva Biológica do Ibicuí Mirim.","-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,"Magnoliophyta",NA,"(Cav.) Nees",NA,"Silva, V.; Parode, M.F.; Marchioretto, M.S.",NA,"2015","17818","auto","03",NA,NA,NA,NA,NA
"417","2019-10-04 16:05:59-03","MCN-FZBRS","HAS","28026","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Silveira, N.","6034","1988","11",NA,NA,"Brasil",NA,NA,"No campo. Fl. Branco.","HAS0028026","Rio Grande do Sul","Itaara","Reserva Biológica do Ibicuí Mirim, Barragem Saturnino.","-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,"Magnoliophyta",NA,"(Cav.) Nees",NA,"Silva, V.; Parode, M.F.; Marchioretto, M.S.",NA,"2015","17818","auto","03",NA,NA,NA,NA,NA
"418","2019-11-01 16:02:14-03","MCN-FZBRS","HAS","94203","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Ferreira, P.P.A.; Fagundes, N.F., Mattos, J.Z. & Singer, R.F.","1174","2015","01",NA,NA,"Brasil",NA,NA,"caule subterrâneo, flor rosa","HAS0094203","Rio Grande do Sul","Santana do Livramento","APA do Ibirapuitã, entre a Fazenda Rincão do Moraes e a Fazenda Guabiju","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"Magnoliophyta",NA,"(Cav.) Nees",NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA,NA,NA
"419","2019-10-04 16:05:59-03","MCN-FZBRS","HAS","81725","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Silveira, N.","895","1984","01",NA,NA,"Brasil",NA,NA,"No campo. Flores rosadas.","HAS0081725","Rio Grande do Sul","Uruguaiana","na Estação Experimental Zootécniica","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Magnoliophyta",NA,"(Cav.) Nees",NA,"Schaefer, J.",NA,"2017","93142","auto","06","12",NA,NA,NA,NA
"420","2019-10-04 16:05:59-03","MCN-FZBRS","HAS","50485","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Irgang, B.; Vasconcellos, J.","s.n.","1982","02",NA,NA,"Brasil",NA,NA,"No campo, flores violáceas","HAS0050485","Rio Grande do Sul","Alegrete","São Pedro, na Fazenda de Adão Soares","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"Magnoliophyta",NA,"Ness",NA,NA,NA,NA,"89305","auto",NA,NA,NA,NA,NA,NA
"421","2019-11-21 09:57:50-03","IBt","SP","39549","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hoehne, FC; Gehrt, A","s.n.","1938","06","14",NA,"Brasil",NA,NA,NA,NA,"São Paulo","Conchas",NA,"-48.0099983215332","-23.0100002288818",NA,NA,NA,NA,NA,NA,"Nees",NA,"Ezcurra, C",NA,"1991","22735","auto",NA,NA,NA,NA,NA,NA
"422","2020-08-20 16:56:28-03","IBt","SP","301793","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hoehne, FC; Gehrt, A","s.n.","1938","06","14",NA,"Brasil",NA,NA,NA,NA,"São Paulo","Conchas",NA,"-48.0099983215332","-23.0100002288818",NA,NA,NA,NA,NA,NA,"Nees",NA,"Ezcurra, C",NA,"1991","22735","auto",NA,NA,NA,NA,NA,NA
"423","2019-11-21 09:57:50-03","IBt","SP","48343","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Roth, L","340","1942","10","15",NA,"Brasil",NA,NA,NA,NA,"São Paulo","São Paulo","Santo Amaro. Seminário Espírito Santo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Nees",NA,"Ezcurra, C",NA,"1991","53584","auto",NA,NA,NA,NA,NA,NA
"424","2019-11-21 09:57:50-03","IBt","SP","26573","S","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Herter","275B","1925","11",NA,NA,"Uruguai",NA,NA,NA,NA,"Montevideo","Atahualpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2010-08-16 16:34:54-03","GH","HU-HERB","GH 00094297","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Bang","969","1891",NA,NA,"South America","Bolivia","Sheet",NA,NA,NA,"Cochabamba",NA,"Vicinity Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,"(Cavanilles) Nees",NA,NA,NA,NA,NA,NA,NA,NA,"969",NA,NA,"undetermined"
