"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"347","2021-03-22 16:23:40-03","FEPAGRO","BLA","11791","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. O. Castro",NA,NA,"Brasil",NA,NA,"Habitat: Terreno baixo e úmido. Em banhado.","BLA011791","Spermatophyta",NA,"L.","1975","01","07","Rio Grande do Sul","Estação Experimental","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"I. L. Barreto","1979","79795","auto",NA,NA,NA,NA,"04","06",NA,NA
"348","2020-11-10 11:06:47-03","FEPAGRO","BLA","98","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. F. Xavier",NA,NA,"Brasil",NA,NA,"Data de Coleta: 03/1936.Habitat: Cultivado","BLA000098","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul","Estância São Miguel","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"L. R. Parodi",NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-12-29 16:52:45-03","FEPAGRO","BLA","2670","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","V. Fagundes",NA,NA,"Brasil",NA,NA,"Habitat: Solo argiloso de pouca profundidade","BLA002670","Spermatophyta",NA,"L.","1962","02","18","Rio Grande do Sul","Estrada para Harmonia - Km 42","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"V. Fagundes & V. Froner",NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-29 16:52:45-03","FEPAGRO","BLA","2576","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","V. Froner",NA,NA,"Brasil",NA,NA,"Habitat: Solo argiloso de pouca profundidade, sub-solo pedregoso","BLA002576","Spermatophyta",NA,"L.","1962","02","20","Rio Grande do Sul","Estrada para Harmonia - Km 65","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"V. Fagundes & V. Froner",NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-02-18 17:09:17-03","FEPAGRO","BLA","4901","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","M. Machado",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1965.","BLA004901","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-54.3199996948242","-30.3363990783691",NA,"São Gabriel",NA,NA,"A. Kappel",NA,"56206","auto",NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-12-29 16:52:45-03","FEPAGRO","BLA","264","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1953.Habitat: Terreno fértil","BLA000264","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-51.3958015441895","-30.6732997894287",NA,"Tapes",NA,NA,"I. L. Barreto",NA,"25762","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-03-22 16:23:40-03","FEPAGRO","BLA","16787","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","B. H. Souza",NA,NA,"Brasil",NA,NA,NA,"BLA016787","Spermatophyta",NA,"L.","1976","02","26","Rio Grande do Sul",NA,"-51.8643989562988","-29.7996997833252",NA,"Taquari",NA,NA,NA,NA,"21657","auto",NA,NA,NA,NA,NA,NA,NA,NA
"354","2021-03-22 16:23:40-03","FEPAGRO","BLA","16784","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","P. N. Capparelli","340",NA,"Brasil",NA,NA,NA,"BLA016784","Spermatophyta",NA,"L.","1949","04","14","Rio Grande do Sul",NA,"-49.7268981933594","-29.3353004455566",NA,"Torres","4","4","L. R. Parodi",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-02-18 17:09:17-03","FEPAGRO","BLA","3043","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Kappel & V. Froner",NA,NA,"Brasil",NA,NA,"Habitat: Solo arenoso","BLA003043","Spermatophyta",NA,"L.","1963","01","31","Rio Grande do Sul","Estação Experimental de Fruticultura","-50.1335983276367","-29.9846992492676",NA,"Tramandaí",NA,NA,"A. Kappel & V. Froner",NA,"21077","auto",NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-02-18 17:09:17-03","FEPAGRO","BLA","4902","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","M. Machado",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1965.","BLA004902","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-57.0882987976074","-29.7546997070312",NA,"Uruguaiana",NA,NA,"A. Kappel",NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-29 16:52:45-03","FEPAGRO","BLA","6711","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","V. Simas",NA,NA,"Brasil",NA,NA,"Habitat: Solo pedregoso, baixo, plano, raso e pouco fértil","BLA006711","Spermatophyta",NA,"L.","1965","11","11","Rio Grande do Sul","Estação Experimental","-57.0882987976074","-29.7546997070312",NA,"Uruguaiana",NA,NA,"J. F. M. Valls",NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-29 16:52:45-03","FEPAGRO","BLA","1608","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Em campo baixo","BLA001608","Spermatophyta",NA,"L.","1956","04","28","Rio Grande do Sul","Estrada para Barra do Quaraí","-57.0882987976074","-29.7546997070312",NA,"Uruguaiana",NA,NA,"I. L. Barreto",NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-12-29 16:52:45-03","FEPAGRO","BLA","9887","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,NA,"Brasil",NA,NA,"631","BLA009887","Spermatophyta",NA,"L.","1974","12","16","Rio Grande do Sul","Em frente à Estação Ferroviária","-50.9338989257812","-28.5121994018555",NA,"Vacaria",NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-12-29 16:52:45-03","FEPAGRO","BLA","6672","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. Kornelius",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1966.Habitat: Sobre pedras","BLA006672","Spermatophyta",NA,"L.",NA,NA,NA,"Santa Catarina",NA,"-51.5046997070312","-27.1781005859375",NA,"Joaçaba",NA,NA,"J. F. M. Valls",NA,"18588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-29 16:52:45-03","FEPAGRO","BLA","6836","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. Kornelius",NA,NA,"Brasil",NA,NA,"Habitat: CatarinativaSanta","BLA006836","Spermatophyta",NA,"L.","1967","02","09","Santa Catarina","Campo Experimental do Ministério da Agricultura","-51.5046997070312","-27.1781005859375",NA,"Joaçaba",NA,NA,"I. L. Barreto","1979","18588","auto",NA,NA,NA,NA,"04","01",NA,NA
"362","2020-08-26 10:50:31-03","MCN-FZBRS","HAS","12196B","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Mariath, J.","s.n.",NA,"Brasil",NA,NA,NA,"HAS012196B","Magnoliophyta",NA,"L.","1980","05",NA,"Rio Grande do Sul","Morro São Pedro, acesso pelo Jockey Clube, lado oeste","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"Mariath, J.E.","1980","29946","auto",NA,NA,NA,NA,"09",NA,NA,NA
"363","2019-11-21 10:16:23-03","IBt","SP","201439","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Taylor, DD","4238",NA,"Estados Unidos",NA,NA,NA,NA,NA,NA,"L.","1983","07","18","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-11-21 10:16:23-03","IBt","SP","115895","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Leonard, SW; Radford, AE","3399",NA,"Estados Unidos",NA,NA,NA,"SP036411",NA,NA,"L.","1970","07","30","North Carolina","Dunes along Atlantic Drive, east of US 158 between Kill Devil Hills and Duck.",NA,NA,"SP036411","Dare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-11-21 10:16:23-03","IBt","SP","160697","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Davidse, G; D'Arcy, WG","11840",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1976","04","03","Bahia","40 km NW of Baixa Grande along highway BA-052.",NA,NA,NA,NA,"460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-11-21 10:16:23-03","IBt","SP","175413","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Stevens, WD; Krukoff, BA","3402",NA,"Nicarágua",NA,NA,NA,"SP036401",NA,NA,"L.","1977","08","19","Managua","N side of Laguna de Jiloa.","-86.333333","12.216667","SP036401",NA,"40","100",NA,NA,NA,NA,NA,"-86.333333","12.216667",NA,NA,NA,NA,NA
"367","2019-11-21 10:16:23-03","IBt","SP","212233","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","D'Angelo, C","281","Southern America","Argentina",NA,NA,NA,"SP036405",NA,NA,"L.","1981","12","17","Santa Fé","9 km al S de Ceres.",NA,NA,"SP036405","San Cristóbal",NA,NA,"Pensiero, J","1982",NA,NA,NA,NA,NA,NA,"01","14",NA,NA
"368","2019-11-21 10:16:23-03","IBt","SP","212234","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","D'Angelo, C","332","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1981","12","18","Santa Fé","8 km al E de S. Cristobal.",NA,NA,NA,"San Cristóbal",NA,NA,"Pensiero, J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-11-21 10:16:23-03","IBt","SP","212469","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Guaglianone, ER; et al.","628","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1980","01","12","Formosa","Fortín Leyes.",NA,NA,NA,"Patiño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-11-21 10:16:23-03","IBt","SP","226300","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Clemens, MS","s.n.",NA,"Austrália",NA,NA,NA,"SP036407",NA,NA,"L.","1945","01",NA,"Queensland","Mount Glorious.",NA,NA,"SP036407","Moreton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2019-11-21 10:16:23-03","IBt","SP","25228","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Bondar, G","s.n.",NA,"Brasil",NA,NA,NA,"SP036408",NA,NA,"L.","1930","03","06","Bahia",NA,NA,NA,"SP036408",NA,NA,NA,"Chase, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2019-11-21 10:16:23-03","IBt","SP","26595","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Herter","336b",NA,"Uruguai",NA,NA,NA,"SP036409",NA,NA,"L.","1927","01",NA,"Montevideo",NA,NA,NA,"SP036409","Malvin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-11-21 10:16:23-03","IBt","SP","318623","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Allem, A; Vieira, G","1929",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1978","03","20","Rio Grande do Sul","Km 20, RS 183, Livramento - Quaraí",NA,NA,NA,"Livramento",NA,NA,"Valls, JFM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-11-21 10:16:23-03","IBt","SP","318810","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Coradin, L; Porzecanski, I; Ataide, M","2467",NA,"Brasil",NA,NA,NA,"SP036402",NA,NA,"L.","1980","05","21","Pernambuco","São Caetano, BR-232, Caruarú - Arcoverde, Riacho dos Porcos, km 25.",NA,NA,"SP036402",NA,"560","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-11-21 10:16:23-03","IBt","SP","37365","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ragonese, A","2342","Southern America","Argentina",NA,NA,NA,"SP036410",NA,NA,"L.","1936","03","27","Santa Fé","Entre Rosario y Casilda.",NA,NA,"SP036410",NA,NA,NA,"Parodi, LR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-11-21 10:16:23-03","IBt","SP","384004","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Luetzelburg","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1910",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-11-21 10:16:23-03","IBt","SP","98960","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Davies, W","s.n.",NA,"Austrália",NA,NA,NA,NA,NA,NA,"L.","1932","05","01","Queensland","Yandina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-11-21 10:16:23-03","IBt","SP","99181","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hubbard, CE","s.n.",NA,"Inglaterra",NA,NA,NA,NA,NA,NA,"L.","1936","09",NA,NA,"Royal Botanic Garden, Kew.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-11-21 10:16:23-03","IBt","SP","221039","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Pescarmona, C","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1975","03","12","Rio de Janeiro",NA,"-43.7752990722656","-22.8521995544434",NA,"Itaguaí",NA,NA,"Burman, A","1988","17747","auto",NA,NA,NA,NA,"06","03",NA,NA
"380","2019-11-21 10:16:23-03","IBt","SP","221038","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Pescarmona, C","s.n.",NA,"Brasil",NA,NA,NA,"SP036406",NA,NA,"L.","1975","03","12","Rio de Janeiro",NA,"-43.7752990722656","-22.8521995544434","SP036406","Itaguaí",NA,NA,"Burman, A","1988","17747","auto",NA,NA,NA,NA,"06","03",NA,NA
"381","2019-11-21 10:16:23-03","IBt","SP","318610","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Allem, A; Vieira, G","1880",NA,"Brasil",NA,NA,NA,"SP036413",NA,NA,"L.","1978","03","17","Rio Grande do Sul","km 190, BR-153, Distr. Aceguá.","-54.1068992614746","-31.3313999176025","SP036413","Bagé",NA,NA,"Shirasuna, RT","2002","74087","auto",NA,NA,NA,NA,"11",NA,NA,NA
"382","2019-11-21 10:16:23-03","IBt","SP","84189","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Clayton, WD","4403",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1965","01","28","Rio Grande do Sul","Montenegro Agric. Experiment Station.","-51.4611015319824","-29.6886005401611",NA,"Montenegro",NA,NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA
"383","2019-11-21 10:16:23-03","IBt","SP","53553","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Santoro, J","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1945","12","21","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,"Campinas",NA,NA,"Valls, JF","2001","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-11-21 10:16:23-03","IBt","SP","27377","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","s.col.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1931","03","20","São Paulo","Cult. Env. pela Diretoria de Indústria Animal.","-46.6300010681152","-23.5400009155273",NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"385","2019-11-21 10:16:23-03","IBt","SP","33609","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Zamith, JR","s.n.",NA,"Brasil",NA,NA,NA,"SP036403",NA,NA,"L.","1935","03",NA,"São Paulo","Cult. no Parque da Dir. de Ind. Animal.","-46.6300010681152","-23.5400009155273","SP036403","São Paulo",NA,NA,"Gehrt, A",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"386","2019-11-21 10:16:23-03","IBt","SP","29911","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hoehne, FC","s.n.",NA,"Brasil",NA,NA,NA,"SP036404",NA,NA,"L.","1932","12","29","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273","SP036404","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"387","2019-11-21 10:16:23-03","IBt","SP","29911a","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hoehne, FC","s.n.",NA,"Brasil",NA,NA,NA,"SP036412",NA,NA,"L.","1932","12","29","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273","SP036412","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"388","2019-11-21 10:16:23-03","IBt","SP","58000","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Fabiano, S","1306",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1944","02",NA,"São Paulo","Santo Amaro.","-46.6300010681152","-23.5400009155273",NA,"São Paulo",NA,NA,"Oliveira, RC","1997","53584","auto",NA,NA,NA,NA,"05","08",NA,NA
"389","2019-11-21 10:16:23-03","IBt","SP","161702","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Davidse, G; D'Arcy, WG","11808",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","1976","04","02","Sergipe","Banks of the Rio Real at the state border of Sergipe and Bahia along highway BR-101.","-37.755298614502","-11.4756002426147",NA,"Cristinápolis","80","80","Davidse, G",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
