"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"238","2020-01-20 14:40:08-03","UPM","MACK","1473","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","G. Franco",NA,NA,NA,"M. Fascina","A116","2011","04","29","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-01-20 14:40:08-03","UPM","MACK","3228","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"J. Teixeira","2","2011","10","01","Brasil","SP","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"HMACK00003228-J.Teixeira2-1/10/2011,,Ilhabela,SP,Brasil",NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-01-20 14:40:08-03","UPM","MACK","2267","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","R. J. F. Garcia","2009","08","01","G. B. Oliveira","s/n",NA,NA,NA,"Brasil","SP","São Paulo","Parque Colina de São Francisco","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-01-20 14:40:08-03","UPM","MACK","3214","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"J. Teixeira","4","2011","10","01","Brasil","SP","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"HMACK00003214-J.Teixeira4-1/10/2011,,Ilhabela,SP,Brasil",NA,NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-01-20 14:40:08-03","UPM","MACK","779","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Camila; Eduardo; Rodrigo","s/n","2010","07","20","Brasil","SP","Peruíbe","Restinga alta.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-01-20 14:40:08-03","UPM","MACK","782","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.",NA,"2005","11","07","E. C. Léo","s/n",NA,NA,NA,"Brasil","SP","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-01-20 14:40:08-03","UPM","MACK","780","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.","A. Lobão","2004","08",NA,"D. Sampaio; et al.","55","1999","01","06","Brasil","SP","Iguape","Estação Ecológica de Chauás. Trilha de acesso pelo sítio do Sr. João Caçador, no Km 78 da Rodovia Pariquera-Iguape.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-01-20 14:40:08-03","UPM","MACK","781","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.","S. Gandolfi",NA,NA,NA,"S. Gandolfi; F. C. Antoniolli","s/n","1994","11","25","Brasil","SP","Campinas","Reserva Municipal de Santa Genebra. Floresta mesófila semidecídua.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-12-04 15:26:04-03","PUCPR","HUCP","19040-B","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Libsch, D","156","2000","12","22","Brasil","Santa Catarina","Mirim Doce",NA,"-50.0766983032227","-27.1963996887207",NA,NA,NA,NA,NA,"HUCP00005233","HUCP00005233",NA,NA,NA,NA,"Magnoliidae",NA,"28064","auto",NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-12-04 15:26:04-03","PUCPR","HUCP","17723","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Beltrami, L","2007","04","11","Beltrami, L","078","2006","12","19","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-12-04 15:26:04-03","PUCPR","HUCP","17108","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Moledo, R","609","2005","10","22","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00005265","HUCP00005265",NA,NA,NA,NA,"Magnoliidae",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-12-04 15:26:04-03","PUCPR","HUCP","17109","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Moledo, R","608","2005","10","22","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-12-04 15:26:04-03","PUCPR","HUCP","17315","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","s.n.","2006","03","18","Brasil","Paraná","Curitiba","Bosque Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00005321","HUCP00005321",NA,NA,NA,NA,"Magnoliidae",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-12-04 15:26:04-03","PUCPR","HUCP","3580","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Britez, RM","1987","04","25","Britez, RM","1455",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005302","HUCP00005302",NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-12-04 15:26:04-03","PUCPR","HUCP","3593","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.",NA,"1987","04","17","Silva, SM; Britez, RM","1324/1430",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica 1-Morro da Baleia.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005250","HUCP00005250",NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-12-04 15:26:04-03","PUCPR","HUCP","18866","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","356","2008","03","31","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-12-04 15:26:04-03","PUCPR","HUCP","18877","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","320","2008","01","16","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00005269","HUCP00005269",NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-12-04 15:26:04-03","PUCPR","HUCP","12458","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Dias, MC",NA,NA,NA,"Cervi, AC","3660","1992","04","14","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Nº 33787.","HUCP00005217","HUCP00005217",NA,NA,NA,NA,"Magnoliidae",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-12-04 15:26:04-03","PUCPR","HUCP","23064","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","536","2012","09","01","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-12-04 15:26:04-03","PUCPR","HUCP","23051","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","612","2012","11","26","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"HUCP00005258","HUCP00005258",NA,NA,NA,NA,"Magnoliidae",NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-12-04 15:26:04-03","PUCPR","HUCP","19062-B","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St. Hil.",NA,NA,NA,NA,"Wangler, MS; Quadros, J","075","1997","01","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, RPPN.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae",NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-11-26 18:06:56-03","CPAN-UFMS","COR","8862","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","R. ZáchiA",NA,NA,NA,"Hatschbach, G. ; Silva, J.M.","52735","1987","11","24","Brasil","Paraná","Tomazina","Rio das Cinzas, corredeiras. Mata de galeria; ;.","-49.9496994018555","-23.778299331665",NA,NA,NA,NA,"Com Flor: creme; Com fruto:preto",NA,NA,NA,NA,NA,NA,NA,NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-10-09 11:08:42-03","UFBA","ALCB","133533","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Miranda, AM","2017","12",NA,"Miranda, AM; Oliveira, DG","6892","2017","12","13","Brasil","Bahia","Saubara","Distrito de Cabuçu, Fazenda Cabuçu.","-38.7686004638672","-12.7375001907349",NA,NA,NA,NA,"ca. 1,20 m alt.; caule jovem verde, adulto marrom; folhas levemente quebradiças; flores com cálice verde, corola amarelo-alaranjadas.; Orla da mata.","ALCB054557","ALCB054557",NA,"Southern America",NA,NA,"Dicotyledon",NA,"14104","auto",NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-10-09 11:08:42-03","UFBA","ALCB","032171","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Záchia, R","1993",NA,NA,"Hatschbach, G","40693","1978","01","10","Brasil","Paraná","Rio Branco do Sul","Serra do Caetê","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"8m. Flor creme-esverdeada. Fruto preto.; Do Vale, entre morros.","ALCB004122",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-06-09 13:34:06-03","UFBA","ALCB","032400","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A",NA,NA,NA,"Guedes, ML; Fonseca, M","5480","1997","11","30","Brasil","Bahia","Prado",NA,"-39.183333","-17.266667","-39.183333","-17.266667",NA,NA,"de ca. 15,0 m. Folhas simples, cartáceas, levemente discolores. flores com pétalas carnosas, amareladas. Frequente.; arenoso-argiloso.","ALCB004272","ALCB004272",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-10-09 11:08:42-03","UFBA","ALCB","133235","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Gomes, FS","2018","08",NA,"Gomes, FS","1710","2013","03","25","Brasil","Bahia","Belmonte",NA,"-39.227778","-15.900833","-39.227778","-15.900833",NA,NA,"Folhas cartáceas. Material Estéril.187.3, parcela 04.","ALCB052838","ALCB052838",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-10-09 11:08:42-03","UFBA","ALCB","56339","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Guedes, ML","2017","06","05","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","321","2001","12","18","Brasil","Bahia","Igrapiúna","Litoral Sul, Assentamento Mirante","-39.349722","-13.905556","-39.349722","-13.905556",NA,NA,"7,0m. Folhas coriáceas, discolores, face abaxial pubescente. Frutos imaturos verdes. Ocasional.; Mata de cabruca.","ALCB004268","ALCB004268",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-10-09 11:08:42-03","UFBA","ALCB","82605","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2003",NA,NA,"Ribas, OS; Sevegnani, L; Silva, GR","3388","2001","03","08","Brasil","Santa Catarina","Barra do Sul","arredores",NA,NA,NA,NA,NA,NA,"3 m, flor avermelhada.; arbórea inundável.","ALCB004120",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-10-09 11:08:42-03","UFBA","ALCB","83775","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis",NA,NA,NA,NA,NA,"Lyra-Lemos, RP de; Cavalcante, F; Tributino, L; Araújo, G","8098","2003","10","18","Brasil","Alagoas","Matriz de Camaragibe","Santuário Ecológico da Serra D'Água.","-35.567222","-9.1","-35.567222","-9.1",NA,NA,"ca. 3 m alt.. Botões florais verdes.","ALCB004121",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-10-09 11:08:42-03","UFBA","ALCB","131459","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Miranda, AM","2017","09",NA,"Martins, K; Figueredo, A","23","2017","08","16","Brasil","Bahia","Saubara",NA,"-38.7686004638672","-12.7375001907349",NA,NA,NA,NA,"ca 3,5m de altura, caule marrom, liso, folhas mambranáceas, flores amareladas, ocasional.","ALCB048291","ALCB048291",NA,"Southern America",NA,NA,"Dicotyledon",NA,"14104","auto",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-10-09 11:08:42-03","UFBA","ALCB","60432","PreservedSpecimen","Plantae","Annonaceae","Guatteria","dusenii","Guatteria dusenii","R.E.Fries","Lobão, A","2002",NA,NA,"Barbosa, E; Cordeiro, J; Costa, EF","556","2000","11","09","Brasil","Paraná","Guaratuba","Usina Chaminé","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"3m. Fruto imaturo verde.","ALCB004135",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-10-09 11:08:42-03","UFBA","ALCB","82840","PreservedSpecimen","Plantae","Annonaceae","Guatteria","dusenii","Guatteria dusenii","R.E.Fries","Lobão, A","2006",NA,NA,"Ribas, OS; Labiak, P; Cordeiro, J","6566","2004","12","27","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1000","1000","4 m. Pétalas creme-amareladas.; da base do morro.","ALCB004136",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-10-09 11:08:42-03","UFBA","ALCB","68709","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.","Lobão, A","2005","08",NA,"Cavalcanti, DC","294","1995","11","09","Brasil","São Paulo","Guaratinguetá","Reserva Florestal de Especialistas de Aeronautica - EEAR","-45.183333","-22.8","-45.183333","-22.8",NA,NA,"ca. 4 m. Frutos.","ALCB004096",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-02-08 09:40:08-03","NBC","NL-BOTANY","U.1063821","PreservedSpecimen","Plantae","Annonaceae","Guatteria","asterantha","Guatteria asterantha","R.E.Fr.","Fries RE",NA,NA,NA,"Mexia YEJ",NA,"1930","09","22","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063821","NL-U1063821",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","U 0009203",NA,NA,NA,NA,NA,NA
"272","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L 0037957","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Dusén PKH",NA,"1911","12","21","Brazil","Paraná",NA,"Parana: Guaratuba, in silvula.",NA,NA,NA,NA,NA,NA,"In silvula.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037957","NL-L0037957","isotype","Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","948226485",NA,NA,NA,NA,NA,NA
"273","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L 0037965","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Dusén PKH",NA,"1908","09","30","Brazil","Paraná",NA,"BrasiliensesParana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037965","NL-L0037965","isotype","Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","948226488",NA,NA,NA,NA,NA,NA
"274","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L 0037968","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Dusén PKH",NA,"1908","12","30","Brazil","Paraná",NA,"BrasiliensesParana; Roca Nova, Bamhado.",NA,NA,NA,NA,NA,NA,"Ad marg. silv. prim.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037968","NL-L0037968","isotype","Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","948226483",NA,NA,NA,NA,NA,NA
"275","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1093517","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","12","26","Brazil","Santa Catarina",NA,"Brazil, Sabia, Ribeirao de Ouro, brusque","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093517","NL-L1093517",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"276","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1093518","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","12","26","Brazil","Santa Catarina",NA,"Brazil, Sabia, Ribeirao de Ouro, brusque","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093518","NL-L1093518",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"277","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1093519","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","12","26","Brazil","Santa Catarina",NA,"Brazil, Sabia, Ribeirao de Ouro, brusque","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093519","NL-L1093519",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"278","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1093520","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","12","26","Brazil","Santa Catarina",NA,"Brazil, Sabia, Ribeirao de Ouro, brusque","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093520","NL-L1093520",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"279","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1093521","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","12","26","Brazil","Santa Catarina",NA,"Brazil, Sabia, Ribeirao de Ouro, brusque","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093521","NL-L1093521",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"280","2020-02-08 09:40:13-03","NBC","NL-BOTANY","L.3729044","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Lobão AQ; Pontes AF",NA,"2002","02","02","Brazil","Rio de Janeiro",NA,"Parque Nacional da Tijuca, perto da Cascatinha.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3729044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3729044","NL-L3729044",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"281","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1761495","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Altamiro; Duarte AP; et al.",NA,"1946","11","06","Brazil","Rio de Janeiro",NA,"Brasil, Guanbara, Caminho do Pico da Tijuca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1761495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1761495","NL-L1761495",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","L 0182666 | 979293608",NA,NA,NA,NA,NA,NA
"282","2020-02-08 09:40:08-03","NBC","NL-BOTANY","L.1761496","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Maas PJM; Westra LYT",NA,NA,NA,"Altamiro; Duarte AP; et al.",NA,"1946","11","06","Brazil","Rio de Janeiro",NA,"Brasil, Guanbara, Caminho do Pico da Tijuca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1761496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1761496","NL-L1761496",NA,"Southern America",NA,NA,NA,"Magnoliales",NA,NA,"Magnoliopsidae","L 0182667 | 979293622",NA,NA,NA,NA,NA,NA
