"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"240","2020-07-23 12:01:19-03","CEPLAC","CEPEC","5074","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"T. S. dos Santos","359","1969","01","30",NA,"Brasil","Km 8 da estrada Itajú/Pau Brasil.",NA,"<ll>dwc_commonname:</ll> Rainha-da-noite",NA,NA,"M. V. Meiado","Bahia","ITAJÚ DO COLÔNIA","-39.7243995666504","-15.1424999237061",NA,NA,NA,NA,NA,"26963","auto",NA,"28/02/1991",NA,NA,NA,NA,NA,NA
"241","2019-11-13 16:04:34-03","UNISANTA","HUSC","10247","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Sampaio, P.S.P.","1046","2015","04","03",NA,"Brasil","Gruta São Thomé ao lado da Igreja matriz.",NA,"Epífita em rocha, estéril",NA,NA,"Sampaio, P.S.P.","Minas Gerais","São Thomé das Letras","-44.985675","-21.722944","1280","1280","2015","04",NA,NA,NA,NA,NA,"-44.985675","-21.722944",NA,NA,NA,NA
"242","2019-11-13 16:04:34-03","UNISANTA","HUSC","11507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","P.S.P.Sampaio","1597","2016","11","12",NA,"Brasil","Parque Municipal Antonio Rosa.",NA,"Erva rupícola reptante, flor passada amarelada e frutos verdes imaturos.; Campo rupestre.",NA,NA,"Gonzaga, D.","Minas Gerais","São Thomé das Letras","-44.982678","-21.724942","1400","1400","2016","11",NA,NA,NA,NA,NA,"-44.982678","-21.724942",NA,NA,NA,NA
"243","2019-11-13 16:04:34-03","UNISANTA","HUSC","11937","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","P.S.P. Sampaio","1676","2017","02","24",NA,"Brasil","Área antrópica na cidade.",NA,"Planta crescendo sobre muro de pedra de quartzito entre terrenos. Ramos novos com 4 a 5 costelas e espinhos mais longos; quando adulto com 3 costelas e espinhos curtos; flores brancas.",NA,NA,"P.S.P.Sampaio","Minas Gerais","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,"2017","03",NA,"16076","auto",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-11-13 16:04:34-03","UNISANTA","HUSC","11581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","P.S.P. Sampaio","1670","2017","02","24",NA,"Brasil","Área antrópica na cidade.",NA,"Planta crescendo sobre muro de pedra de quartzito entre terrenos. Ramos novos com 4 a 5 costelas e espinhos mais longos; quando adulto com 3 costelas e espinhos curtos; flores brancas.",NA,NA,"P.S.P.Sampaio","Minas Gerais","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,"2017","03",NA,"16076","auto",NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-07-21 15:08:14-03","UNISANTA","HUSC","12403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","R.C.Kamikawashi","08","2019","03","19",NA,"Brasil","Fazenda BR Pitaya.",NA,NA,NA,NA,"P.S.P. Sampaio","São Paulo","Álvares Florence","-49.9099998474121","-20.3199996948242",NA,NA,"2019","05",NA,"19227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-17 17:06:59-03","UEM","HUEM","19379","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","V.Tomazini","492","2005","08","04",NA,"Brasil","próximo a mata da fazenda Bom Futuro",NA,"Epífita; flores coloração branca; área aberta, boa luminosidade; forófito isolado, aproximadamente 25m de altua.","HUEM000028514",NA,"In Flora do Brasil","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293",NA,NA,"2020","11","11","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-17 17:06:59-03","UEM","HUEM","5813","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","K.Kawakita","200","2000","03","13",NA,"Brasil","rio Paraná",NA,"Folhas rígidas, verdes.","HUEM000028516",NA,"In Flora do Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"2020","11","11","18063","auto",NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-17 17:06:59-03","UEM","HUEM","13247","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","V.Tomazini","491","2002","10","30",NA,"Brasil","Rio Paraná, paredão rochoso da margem esquerda",NA,"Epífita; flores coloração branca.","HUEM000028517",NA,"In Flora do Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"2020","11","11","18063","auto",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-17 17:06:59-03","UEM","HUEM","19380","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","V.Tomazini; A.C. Fontana; Zampar, R","493","2005","02","23",NA,"Brasil","Rio Paraná, paredão rochoso da margem esquerda",NA,"Epífita; flores coloração branca; frutos maturos coloração magenta e imaturos com restos florais, polpa branca.","HUEM000028515",NA,"In Flora do Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,"2020","11","11","18063","auto",NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-11-05 13:53:44-03","UNIRIO","HUNI","5039","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","S.Z. Cordeiro; A.C.A. Defaveri; A. Sato","88","2016","10","20",NA,"Brasil","Restinga da Marambaia.",NA,"Erva epifítica, ocorrendo sobre Myrtaceae, junto à Peixotoa hispidula. Botão floral fechado, brácteas e sépalas verdes. Habitat: Restinga Habito: Erva epífita","HUNI00005039",NA,"A.C.A. Defaveri","Rio de Janeiro","Rio de Janeiro","-43.584722","-23.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º35'5''W","23º3'0''S",NA,NA,NA,NA
"251","2019-05-06 11:54:39-03","UFU","HUFU","51034","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","71506","2000","10","22",NA,"Brasil","Alto Caxixe",NA,"Flor alva com o exterior verde.; Cresce sobre afloramentos rochosos.","HUFU00003891","HUFU00003891","Zappi, D.","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2005",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-02-08 12:39:05-03","UFRGS","ICN","095063","S","Plantae","Dicotyledon",NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck ex DC.) A.Berger ex Werderm.","Mentz, LA","s.n.","1987","05","22","América do Sul","Brasil","Estação Experimental Fitotécnica de Viamão",NA,NA,NA,NA,"Kiesling, R","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"1998",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-04-05 12:31:28-03","UNIVASF","HVASF","1746","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","J.A. Siqueira Filho","950","1999","06","14","América do Sul","Brasil","Fazenda Campinas",NA,"Indivíduo saxícola, decumbente, em pequena população, armado. Em frutificação. Frutos globosos ou subglobosos, vermelhos na maturação, cobertos por espinhos. Polpa esbranquiçada, sementes diminutas e enegrecidas.","HVASF001746",NA,"M.V. Meiado","Pernambuco","Bom Jardim",NA,NA,"333","333","2010","10","05",NA,NA,NA,NA,"9999.000000","9999.000000",NA,NA,NA,"U"
"254","2018-12-04 20:28:02-02","UNIR","RON","8394","S","Plantae","Angiosperma","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Torres, DM","90","2013","11","28","Southern America","Brasil","Jaci-Paraná, Módulo Novo-T3 /P 5000",NA,"Planta epífita de terra firme; flores brancas e caule verde; acúleos ao longo do caule.","RON00008394","RON00008394","Torres, DM; Nascimento, MPP do","Rondônia","Porto Velho","-64.378611","-9.400556","118","118","2014",NA,NA,NA,NA,NA,NA,"-64.378611","-9.400556",NA,NA,NA,NA
"255","2020-10-22 10:12:34-03","IBt","SP","344075","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Zappi, DC","411","1999","11","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Espírito Santo","Afonso Cláudio","-41.1239013671875","-20.0741996765137",NA,NA,NA,NA,NA,"25110","auto",NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-03-12 18:45:39-03","GH","HU-HERB","GH 01678071","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","G. Meyer",NA,"1924","11",NA,"South America","Bolivia","Cachuela Esperanza, Rio Beni","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"257","2019-03-12 18:46:31-03","GH","HU-HERB","GH 01678072","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","J. N. Rose & P. G. Russell","19813","1915","6","8","South America","Brazil","Itumirim","Sheet",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19813",NA,NA,"undetermined"
"258","2019-02-26 15:37:28-03","GH","HU-HERB","GH 01875322","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","J. N. Rose & P. G. Russell","19984",NA,NA,NA,"South America","Brazil","Vicinity of Machado Portella","Sheet",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19984",NA,NA,"undetermined"
