"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordedBy","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"43","2020-06-29 11:32:35-03","UFRJ","RFA","39597","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Arvoreta com 5 metros de altura e PAP de 20,4 cm","RFA48558",NA,"R. Finotti; J. Caruzo","123","Rio de Janeiro","Interior de fragmento florestal de propriedade do Sr. Eli, Areal Santa helena",NA,NA,"Mart.","R. Finotti","2007","09","14","Guapimirim","-42.8375","-22.541667",NA,"50","50",NA,NA,NA,NA,"42º50'15''W","22º32'30''S",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:35-03","UFRJ","RFA","31274","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"RFA48579",NA,"M. A. Louzada; J. C. Gomes","1","Rio de Janeiro","Parcela: P5; Ind.: 129",NA,NA,"Mart.","C. M. Vieira","2002",NA,NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:32:35-03","UFRJ","RFA","24241","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore com 6,0m de altura, e DAP de 13cm, comum no local Habito: Árvore","RFA29524",NA,"F. M. de B. Pereira","274","Rio de Janeiro","Fazenda do Matão",NA,NA,"Mart.","A. Quinet","2000","04","19","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:49:04-03","EAO","IAN","110425","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,NA,"IAN110425",NA,"Carcerelli, C","77","Rio de Janeiro","Cidade das Meninas.","Dicotiledônea",NA,"Mart.","Egler, WA","1944","01","04",NA,NA,NA,NA,NA,NA,NA,NA,"1954","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:49:04-03","EAO","IAN","110426","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"Árvore pequena, latescente; flor esverdeada.","IAN110426",NA,"Occhioni, P","340","Rio de Janeiro","Matas do Pai Ricardo.","Dicotiledônea",NA,"Mart.","Pennington, TD","1945","02","22",NA,NA,NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:49:04-03","EAO","IAN","110441","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"Folhas maiores e madeira.","IAN110441",NA,"Silva, FG da","81412","Rio de Janeiro","Entrada da Vista Chineza. Perto do Cotia.","Dicotiledônea",NA,"Mart.",NA,"1941","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:49:04-03","EAO","IAN","94362","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,NA,"IAN094362",NA,"Glaziou, AFM","17124","Rio de Janeiro",NA,"Dicotiledônea",NA,"Mart.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:49:04-03","EAO","IAN","110378","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,NA,"IAN110378",NA,"Ducke, A; Kuhlmann, JG","2946","Rio de Janeiro","Leblon, Avenida Niemayer. Na encosta dos Dois Irmãos.","Dicotiledônea",NA,"Mart.",NA,"1921","12","01","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:49:04-03","EAO","IAN","184379","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"Árvore com cerca de 10 metros. Flores alvas.; Floresta de planície","IAN184379",NA,"Castro, ER","88","São Paulo","Ilha do Cardoso","Dicotiledônea",NA,"Mart.","Rocha, MMFM de","2001","04","24","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:49:04-03","EAO","IAN","139916","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"Arusto; flores visitadas por abelhas.","IAN139916",NA,"Kuhlmann, M","3786","São Paulo","Na mata à beira do mar. Enseada do Flamengo.","Dicotiledônea",NA,"Mart.","Pennington, TD","1956","06","10","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-01-20 14:40:51-03","UPM","MACK","957","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"Graça","s/n","SP","Morro do Itaipara.",NA,NA,"Mart.",NA,"2005","12","28","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-01-20 14:40:51-03","UPM","MACK","706","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"C. Carrasco; et al.","4","SP","Área de restinga.",NA,NA,"Mart.",NA,"2010","07","08","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-01-20 14:40:51-03","UPM","MACK","707","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"R. T. Shirasuna; Mônica","901","SP","Projeto Rodoanel, trecho sul, lote 2.",NA,NA,"Mart.","T. R. Capistrano et al.","2008","02","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,"31119","auto","2008","03",NA,NA,"17",NA,NA,NA,NA,NA,NA
"56","2020-01-20 14:40:51-03","UPM","MACK","708","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,NA,NA,"R. J. F. Garcia","3234","SP","Fazenda Castanheiras, distrito Grajaú, APA Bororé, mata secundária",NA,NA,"Mart.","R. J. F. Garcia","2007","11","26","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-12 15:31:51-03","UFABC","HUFABC","001265","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).","HUFABC001265",NA,"Hortal, E","609","Rio Grande do Sul",NA,"Angiospermas",NA,"Mart.","EHPB","2015","12","08","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,NA,"13851","auto","2015","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-11 00:16:44-03","UFBA","ALCB","032195","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"4m, flor creme esverdeada.; Mata pluvial, junto a córrego.",NA,NA,"Hatschbach, G; Ribas, OS","58447","Paraná","Rio Ponta Grossa.","Dicotyledon",NA,"Mart.","Carneiro, CE; Santos, RCSL","1992","12","16","Cerro Azul","-49.25","-24.816667",NA,"500","500",NA,NA,"2017","03","-49.25","-24.816667","24",NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:24:52-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brasil",NA,NA,"m alt. Flores creme com mau cheiro (cheiro de queijo fermentado).",NA,NA,"Romero, R; et al.","118","São Paulo","Picinguaba, trilha do Morro do Corsário","Dicotyledon",NA,"Mart.","Carneiro, CE","1990","07","28","Ubatuba","-45.066667","-23.433333",NA,NA,NA,NA,NA,"1997","11","-45.066667","-23.433333",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L 0064669","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200064669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0064669","isotype","Martius CFP von",NA,"Rio de Janeiro","In acumine m. Carcorado",NA,"Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,"NL-L0064669",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","9082251009",NA,NA,NA,NA
"61","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L 0064670","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200064670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0064670","isotype","Martius CFP von",NA,"Rio de Janeiro","In acumine m. Carcorado",NA,"Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,"NL-L0064670",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","9082251023",NA,NA,NA,NA
"62","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L 0064671","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200064671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0064671","isotype","Martius CFP von",NA,"Rio de Janeiro","In acumine m. Carcorado",NA,"Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,"NL-L0064671",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","9082251013",NA,NA,NA,NA
"63","2020-02-08 09:03:58-03","NBC","NL-BOTANY","L.2651882","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2651882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2651882",NA,"Unknown",NA,NA,"Ega, ad amazonas.",NA,"Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,"NL-L2651882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"64","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596772","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1596772",NA,"Herb Acad Rheno-Trai",NA,NA,"Brasilia.",NA,"Ericales","Mart.",NA,NA,NA,NA,NA,NA,NA,"NL-U1596772",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"65","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596773","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1596773",NA,"Mexia YEJ",NA,NA,"Plants of Brazil, State of Minas Geraes. Fazenda de engenho; off Vicosa road in overgrown pasture land.",NA,"Ericales","Mart.",NA,"1930","12","19",NA,NA,NA,"NL-U1596773",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"66","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596774","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1596774",NA,"Harley RM; et al.",NA,NA,"Brazil: estado de bahia. Itacare, near the mouth of the Rio de Contas Coastal evergreen forest.",NA,"Ericales","Mart.",NA,"1974","03","31",NA,"-38.983333","-14.3","NL-U1596774",NA,NA,NA,NA,NA,NA,"-38.983333","-14.3",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"67","2020-02-08 09:03:58-03","NBC","NL-BOTANY","U.1596775","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1596775",NA,"Maas PJM; Maas-van de Kamer H; Hage JL",NA,"Bahia",NA,NA,"Ericales","Mart.","Pennington TD","1987","11","24",NA,NA,NA,"NL-U1596775",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0046682",NA,NA,NA,NA
"68","2020-11-04 11:19:37-03","ESALQ","ESA","36447","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore, flores creme.","ESA036447",NA,"Árbocz, G.F.","33366.0","São Paulo","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas.","Magnoliophyta",NA,"Mart.",NA,"1995","02","10","Pariquera-açú","-479.119",NA,NA,NA,NA,NA,NA,NA,NA,"-479,119","-25,017,778",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:19:37-03","ESALQ","ESA","20851","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore, 7m alt. Ramos e face abaxial das folhas ferrugíneos, botões esverdeados. Subosque de eucaliptal.","ESA020851",NA,"Hoffmann, J.R.R.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Pereira, V.F.","58.0","São Paulo","Fazenda São Camilo. Floresta Ombrófila Densa Baixomontana.","Magnoliophyta",NA,"Mart.","Carneiro, C.E.","1994","09","08","Cananéia",NA,"-241.433",NA,"5","5",NA,NA,NA,NA,"-46,760,944","-241,433",NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:19:37-03","ESALQ","ESA","65852","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA065852",NA,"Oliveira, P.P.",NA,"Rio de Janeiro",NA,"Magnoliophyta",NA,"Mart.","Lombardi, J.A.","1997","06","17","Rio das Ostras","-41.9449996948242","-22.5268993377686","ESA065852",NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:19:37-03","ESALQ","ESA","65846","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA065846",NA,"Oliveira, P.P.","424.0","Rio de Janeiro",NA,"Magnoliophyta",NA,"Mart.","Lombardi, J.A.","1997","05","15","Rio das Ostras","-41.9449996948242","-22.5268993377686","ESA065846",NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:19:37-03","ESALQ","ESA","101553","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA101553",NA,"Braidotti, J.C.","99.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Rodrigues, R.R. & Souza, V.C.","2005","03","26","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:19:37-03","ESALQ","ESA","108067","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA108067",NA,"Santos, M.B.","180.0","São Paulo",NA,"Magnoliophyta",NA,NA,NA,"2005","03","31","Cananéia","-47.9199981689453","-25.0100002288818","ESA108067",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:19:37-03","ESALQ","ESA","61928","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA061928",NA,"Sampaio, D. et al.","44.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Tamashiro, J.Y.","1999","01","06","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto","1999","01",NA,NA,"06",NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:19:37-03","ESALQ","ESA","75365","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA075365",NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2315.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.",NA,"2001","04","17","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:19:37-03","ESALQ","ESA","29106","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA029106",NA,"Ivanauskas, N.M.","544.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","1995","11","11","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:19:37-03","ESALQ","ESA","29104","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA029104",NA,"Ivanauskas, N.M.","238.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","1995","06","21","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:19:37-03","ESALQ","ESA","126523","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA126523",NA,"Garcia, R.J.F. ; Schionato, R.","2360.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Garcia, R.J.F.","1905","06","29","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,"26836","auto","1905","06",NA,NA,"29",NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:19:37-03","ESALQ","ESA","126521","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA126521",NA,"Ferreira, G.M.P.","235.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Garcia, R.J.F.","1905","06","24","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto","1905","06",NA,NA,"24",NA,NA,NA,NA,NA,NA
"80","2020-11-04 11:19:37-03","ESALQ","ESA","68762","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA068762",NA,"Oliveira, A.A.; Gandolfi, S.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3648.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Gandolfi, S.","2000","04","22","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:19:37-03","ESALQ","ESA","68956","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA068956",NA,"Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2950.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Franco, G.A.D.C.","2000","04","21","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,"41977","auto","2000","04",NA,NA,"21",NA,NA,NA,NA,NA,NA
"82","2020-11-04 11:19:37-03","ESALQ","ESA","99565","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA099565",NA,"Ivanauskas, N.M.","5002.0","São Paulo",NA,"Magnoliophyta",NA,NA,"Ivanauskas, N.M.","2004","01","14","Sete Barras","-47.9199981689453","-24.3799991607666","ESA099565",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 11:19:37-03","ESALQ","ESA","80755","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA080755",NA,"Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","708.0","São Paulo",NA,"Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","2002","04","23","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 11:19:37-03","ESALQ","ESA","50581","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore.6m.","ESA050581",NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","180.0","São Paulo","Distrito de Santa Maria. Situação Ecotonal de Floresta Ombrófila Densa Baixo Montana e Floresta sobre Restinga muito Degradada.","Magnoliophyta",NA,"(Mart.& Eichler) Engl.",NA,"2005","03","31","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 11:19:37-03","ESALQ","ESA","122913","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"ESA122913",NA,"Zipparro, V.B.","2297.0","São Paulo","Parque Estadual da Ilha Anchieta (PEIA).","Magnoliophyta",NA,NA,NA,"2007","12","11","Ubatuba","-45.0699996948242","-23.4300003051758","ESA122913",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 11:19:37-03","ESALQ","ESA","75499","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Árvore, ca. 6m alt. Frutos imaturos verdes.","ESA075499",NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Souza, V.C.; Gandolfi, S.","271.0","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","Magnoliophyta",NA,"Mart.",NA,"2001","04","20","Itanhaém","-46.7799987792969","-24.1800003051758",NA,"30","30","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
