"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"48","2020-02-08 09:55:10-03","NBC","NL-BOTANY","L.2166280","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2166280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2166280","NL-L2166280",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1372726","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Anderson WR","Cordeiro I; Simonis JE",NA,"1983","02","23","Southern America","Brazil","Minas Gerais",NA,"MG. Município de Datas, arredores da cidade.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372726","NL-U1372726",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0181873",NA,NA,NA,NA,NA
"50","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1607715","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"1966","01","09","Southern America","Brazil",NA,NA,"Camarea affindis St. Hill. Rocky slopes, Córrego Paranoazinho, near Sobradinho D.F.?",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1607715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1607715",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1607717","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Anderson C","Rombouts HE",NA,"1936","02","16","Southern America","Surinam","Sipaliwini",NA,"Boven-Sipaliwini, Kamp XXI, Morro Grande.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1607717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1607717",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:12:41-03","ESALQ","ESA","27200","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, M.C.H.","Souza, V.C. et al.","10763.0","1996","01","02",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"ESA027200","ESA027200_1 ESA027200_2",NA,NA,"1996","08","29114","auto",NA,NA,"02",NA,NA,NA,NA
"53","2020-11-04 10:56:03-03","ESALQ","ESA","138347","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","Souza, V.C.","Souza, V.C.; Flores, T.B.; Coelho, R.L.G.; Souza, M.A.S.S.C.","40294.0","2016","03","25",NA,"Brasil","Goiás","Cidade Ocidental","7 km de Valparaíso de Goiás em direção a Luziânia. Campo pedregoso no topo do morro.","-47.926399230957","-16.0771999359131",NA,NA,NA,"Subarbusto, até 30 cm alt.; pétalas amarelas.","ESA138347",NA,NA,NA,"2016","03","25620","auto",NA,NA,"25",NA,NA,NA,NA
"54","2020-11-04 11:12:41-03","ESALQ","ESA","45096","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Souza, J.P.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14951.0","1997","03","22",NA,"Brasil","Mato Grosso","Alto Boa Vista","Cerca de 10 Km WSW de Alto Boa Vista. Fazenda Suiá-Miçu. Savana Parque. Área florestada sobre solo pedregoso férrico (canga).","-51.3877983093262","-11.6744003295898",NA,NA,NA,"Erva; flores amarelas.","ESA045096","ESA045096",NA,NA,NA,NA,"102616","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:12:41-03","ESALQ","ESA","45097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","V.C.Souza","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14101.0","1997","03","14",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 29km de São Félix do Araguaia. 190 m.s.m. Savana gramíneo-lenhosa (campo cerrado), utilizada como pasto.","-505.319","-113.638",NA,NA,NA,"Erva; elaióforos vinho; pétalas amarelas.","ESA045097","ESA045097","-505,319","-113,638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:12:41-03","ESALQ","ESA","18876","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, M.C.H.","Souza, V.C. et al.","8489.0","1995","03","13",NA,"Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"ESA018876","ESA018876",NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:12:41-03","ESALQ","ESA","18358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Souza, V.C. & Souza, J.P.","Souza, V.C. et al.","7841.0","1995","03","07",NA,"Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,"ESA018358","ESA018358",NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:12:41-03","ESALQ","ESA","20308","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Souza, V.C. & Souza, J.P.","Souza, V.C. et al.","7992.0","1995","03","08",NA,"Brasil","Minas Gerais","Lagoa Dourada",NA,"-44.0783004760742","-20.914400100708",NA,NA,NA,NA,"ESA020308","ESA020308",NA,NA,NA,NA,"18625","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:12:41-03","ESALQ","ESA","94726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,"Oliveira, G.C. et al.","2180.0","2003","01","20",NA,"Brasil","Minas Gerais","Uberaba",NA,"-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,"ESA094726","ESA094726",NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:12:41-03","ESALQ","ESA","63823","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Souza, J.P. (Jan/2000)","Souza, J.P.; Souza, V.C.; Santos, M.N.M.; Cavalari, A.A.","3049.0","2000","01","26",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas. Entrada para o bairro Santa Fé, próximo a Cachoeira de Emas. 21o56'22,2S; 47o22'16,9W, ca. 520-590msm","-47.4199981689453","-21.9899997711182","520","520",NA,"Erva, flores amarelas com elaióforos avermelhados","ESA063823","ESA063823",NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-01-17 13:47:06-03","MN","R","232255","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"Alves, R.J.V. 12552; Silva, N.G.",NA,"2017","01","10",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro",NA,NA,NA,NA,NA,NA,"R010036194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-01-14 15:31:30-03","MN","R","7804","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","Anderson, W.R.","Glaziou, A.F.M.","15868","1886","03","01",NA,"Brasil","São Paulo","Campo do Ipiranga",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R010061097","R010061097_001 R010061097_002",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:31:30-03","MN","R","229885","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"Alves, R.J.V.","920","1990","10",NA,NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"R010030386","R010030386",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-04-02 11:40:30-03","UFPI","TEPB","1954","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St.-Hill","A. M. Amorim","DEL' ARCO, M. R.",NA,"1980","12","10",NA,"Brasil","Piauí","Ribeiro Gonçalves","No caminho para a mata seca, Estação Ecológica de Uruçuí-Una","-45.2421989440918","-7.55833005905151",NA,NA,NA,"subarbusto, flor amarela Ambiente: Cerrado",NA,NA,NA,NA,"2017","01","121004","auto",NA,NA,"01",NA,NA,NA,NA
"65","2020-11-19 10:24:07-03","CPAP","CPAP","10976","PreserverdSpecimen","Plantae",NA,NA,"Malpighiaceae","Camárea","affinis","Camárea affinis","A.St.-Hil.","M. C. H. Mamede","Cervi, A. C.","3525","1991","12","17",NA,"Brasil","PR","Jáguariaíva&nf;ag","Próximo 2km da cidade",NA,NA,NA,NA,NA,"Erva ereta com xilopódio. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Área de cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"2002","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-07-02 14:02:40-03","JBP","HPL","2125","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hil.","T. Freiberger","R. Tsuji , L.C. Bernacci & E. Franco","693","2004","11","19",NA,"Brasil","MT","Campo Verde","Cerca de 10km antes da cidade sentido Nova Brasilândia-MT.","-55.1689","-15.5467",NA,NA,NA,NA,NA,NA,NA,NA,"2004","11","92328","auto",NA,NA,"19",NA,NA,NA,NA
"67","2015-07-02 14:02:40-03","JBP","HPL","4874","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","R. Tsuji","H. Lorenzi","4239","2003","12","16",NA,"Brasil","MG","Joaquim Felício","Coletado na Serra do Cabral, em campo rupestre de solo arenoso.","-44.1722","-17.7575",NA,NA,NA,NA,NA,NA,NA,NA,"2005","08","37503","auto",NA,NA,"09",NA,NA,NA,NA
"68","2014-09-01 10:20:35-03","FEMACT","MIRR","6461","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,"R. I. Barbosa","RIB-197","2007","04","29",NA,"Brasil","Roraima","Boa Vista","Grade do PPBio na região do Monte Cristo","-60.676054","2.83318",NA,NA,NA,"Erva de pequeno porte, flores amarelas, pentâmera, botões florais de cor verde com leves tons de rubro, folhas opostas e verticiladas. Savana gramíneo-lenhosa (Sg) campo sujo",NA,NA,"-60.676054","2.83318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-09-25 12:32:19-03","FEMACT","MIRR","9629","S","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,"Menezes, J.; Flores, A...S...","41","2012","05","10",NA,"Brasil","Roraima","Boa Vista","Campus Cauamé - UFRR","-60.6733","2.81972",NA,NA,NA,"Subarbusto ereto, em campo graminoso, frutos maduros e imaturos.",NA,NA,NA,NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-20 21:18:13-03","UFV","VIC","8011","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hill",NA,"Duarte, A.P.","11183","1968","11","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"VIC008011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-20 21:18:13-03","UFV","VIC","25039","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hill",NA,"Carvalho A.F.;","677","2000","02","18",NA,"Brasil","Goiás","Goiania","Cedro","-49.2538986206055","-16.6786003112793",NA,NA,NA,"Planta herbácea, medicinal, flores amarelas; campo rupestre.","VIC025039",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-20 21:18:13-03","UFV","VIC","25208","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hill",NA,"Carvalho A.F.;; Laureano, L.","724","2000","02","20",NA,"Brasil","Goiás","Goiania","Cedro","-49.2538986206055","-16.6786003112793",NA,NA,NA,"Erva de flores amarelas","VIC025208",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-20 21:18:13-03","UFV","VIC","3602","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hill",NA,"Chotaro","s.n.","1945","01","23",NA,"Brasil","Goiás","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,"Erva de 60 cm, flor amarela","VIC003602",NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-20 21:18:13-03","UFV","VIC","036715","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","St. Hill",NA,"Rodrigues, A.C.; et al.","s.n.","2011","01","15",NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerrado stricto sensu denso.","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Filotaxia oposta cruzada, corola amarela.","VIC036715","VIC036715",NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA
"75","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026013","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","W. R. Anderson","G. Hatschbach; J. Cordeiro","51817","1988","1","12",NA,"Brazil","Goias",NA,"Estrada para Cachoeira do Arrojado (mun. Cristalina) Goias, Brazil","-47.606903","-16.768171","1250",NA,NA,"PMC - SMMA 004; Pequena xilopodifera de flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:38:36-03","UFJF","CESJ","56649","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"S. Mendes; A.P. Oliveira; M.Yamamoto; P.C.Duarte","379","2002","12","20","América do Sul","Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA Galheiro, Céu Cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Cerrado. Herbácea, ca. 0,8m alt., cálice e glândulas verdes, corola e estames amarelos.","CESJ056649",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:38:36-03","UFJF","CESJ","66821","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","M.C.H. Mamede","Taxonomy Class of Univ. de Brasília","576","1977","11","16","América do Sul","Brasil","Distrito Federal","Brasília","south side of campus of Universidade de Brasília.","-47.85","-15.75",NA,NA,NA,"Cerrado low-tree and scrub savanna (the natural vegetation here, with woody layer slightly opened by fires from the original tree and scrub woodland form). Burned last dry season. Herb. petals yellow.","CESJ066821",NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:38:36-03","UFJF","CESJ","43767","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","F.M. Ferreira","F.M. Ferreira","821","2005","01","15","América do Sul","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva ereta, ca. 40cm alt., em campo. Flores amarelas.","CESJ043767",NA,NA,NA,"2005","06","29865","auto",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:38:36-03","UFJF","CESJ","43125","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","F.M. Ferreira","F.M. Ferreira","784","2004","12","29","América do Sul","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva, ca. 20cm alt., flores amarelas.","CESJ043125",NA,NA,NA,"2005","06","29865","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:38:36-03","UFJF","CESJ","2333","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.","L.Roth / I.A.BH","L. Roth","2333","1955","02","27","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,"Erva do Cerrado. Fl. amarelo laranja.","CESJ002333",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:38:36-03","UFJF","CESJ","56649","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A. St.-Hil.",NA,"S. Mendes; A.P. Oliveira; M.Yamamoto; P.C.Duarte","379","2002","12","20","América do Sul","Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, Céu Cavalo","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Cerrado. Herbácea, ca. 0,8m. Cálice e glândulas verdes, corola estames amarelos.","CESJ056649",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:45:35-03","UFMS","CGMS","14333","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A. Francener","A. Sciamarelli; F.G. Kuhn; C.S.C. Arruda","1945","2004","04","21",NA,"Brasil","Mato Grosso do Sul","Inocência",NA,"-51.8811111","-19.5686111",NA,NA,NA,"Corola de cor amarela. Planta no brotamento,Floração e frutificação. Heliófita. Higrófita. Mesófita. Ripária. Habitat: Relevo ondulado sem drenagem. Habito: Erva.","CGMS1043802",NA,"-51,8811111","-19,5686111","2009","04",NA,NA,NA,NA,"17",NA,NA,NA,NA
"83","2021-04-07 11:45:36-03","UFMS","CGMS","54676","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A. Francener","V.J. Pott; A. Pott","11108","2011","02","12",NA,"Brasil","Mato Grosso do Sul","Selvíria","Sede da Fazenda 'D' Dourado, margem do Rio Sucuriú.","-52.0838889","-20.2002778","289","289",NA,"Flor amarela. Fruto castanho. Com xilopódio. Habitat: Campo de vegetação secundária. Solo arenoso. Relevo levemente inclinado. Mancha ocasional. Habito: Erva, 20 - 40 cm de altura.","CGMS1084641",NA,"-52,0838889","-20,2002778","2012","08",NA,NA,NA,NA,"03",NA,NA,NA,NA
"84","2021-04-07 11:45:35-03","UFMS","CGMS","35309","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A. Francener","A. Francener; R.D. Sartin; M.V. Dantas-Queiroz","1053","2011","01","06",NA,"Brasil","Mato Grosso","Araguainha","Fazenda Ribeirão no rio Ribeirão.","-53.1675","-16.7408333","540","540",NA,"Flores amarelas. Folhas discolores. Habitat: Crescendo em touceiras. Rochas vermelhas. Habito: Erva.","CGMS1064707",NA,"-53,1675","-16,7408333","2011","01",NA,NA,NA,NA,"06",NA,NA,NA,NA
"85","2021-04-07 11:45:36-03","UFMS","CGMS","37983","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A. Francener","S.N.Moreira; V.J. Pott & A. Pott","287","2010","01","22",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.","-54.7833333","-20.5566667","504","504",NA,"Flor amarela. Habitat: Afloramento rochoso em Cerrado. Habito: Erva. 0,20-0,30m de altura.","CGMS1067398",NA,"-54,7833333","-20,5566667","2011","03",NA,NA,NA,NA,"31",NA,NA,NA,NA
"86","2021-04-07 11:45:35-03","UFMS","CGMS","18488","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","V.J. Pott","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F.M. Alves; E.C. Bertazzoni","4591","2006","12","11",NA,"Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.3630556","-20.6558333","555","555",NA,"Flor amarela. Apresenta xilopódio. Habitat: Campo inundável. Solo arenoso. Relevo plano. Habito: Erva. 0,30m de altura.","CGMS1047788",NA,"-54,3630556","-20,6558333","2014","07",NA,NA,NA,NA,"03",NA,NA,NA,NA
"87","2021-03-01 16:33:27-03","UNICAMP","UEC","156667","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Duarte, PC; Mendes, S; Oliveira, AP; Yamamoto, M","196","2002","12","21",NA,"Brazil","Minas Gerais","Perdizes","EPDA-Galheiro, Céu Cavalo. Estação Ambiental Galheiro. Cerrado.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herva, cerca de 0,4 m. Cálice e glândulas verdes, corola e estames amarelos.","UEC008964","UEC008964",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-06 09:56:14-03","UFOP","OUPR","19336","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Silva, J.L.","Messias, M.C.T.B.","1184",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Erva ~ 10 cm, flores amarelas. Campo rupestre, platô seco",NA,NA,NA,NA,"2006","11","20553","auto",NA,NA,"13",NA,NA,NA,NA
"89","2019-11-06 09:56:14-03","UFOP","OUPR","24117","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:56:14-03","UFOP","OUPR","24113","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1974","01","31",NA,"Brasil","Minas Gerais",NA,"Entre o km 431 e 432 da BR-3(Rio-B.H.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974","02",NA,NA,NA,NA,"01",NA,NA,NA,NA
"91","2019-11-06 09:56:14-03","UFOP","OUPR","5305","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Badini, J.","Zurlo, M.A.; Kassis, A. & Silva, J.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Lagoa dos Ingleses, Serra da Moeda (Área da MBR)","-43.937801361084","-19.9207992553711",NA,NA,NA,"Erva, flores amareladas. Campo",NA,NA,NA,NA,"1986","04","17082","auto",NA,NA,"24",NA,NA,NA,NA
"92","2019-11-06 09:56:14-03","UFOP","OUPR","25110","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Badini, J.","Badini, J.; Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"Erva, flores amarelas. Campo",NA,NA,NA,NA,"1980","04","20553","auto",NA,NA,"24",NA,NA,NA,NA
"93","2019-11-06 09:56:14-03","UFOP","OUPR","25111","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
