"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"298","2020-07-23 12:09:10-03","CEPLAC","CEPEC","15317","PreservedSpecimen","Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","S. A. Mori","11318","1978","11","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia","BARRA DO CHOÇA","-40.5793991088867","-14.8810997009277",NA,NA,"3-6Km ao E estrada liga Barra do Choca a Faz. Roda d'Agua (Rio Catole).",NA,NA,"R. M. Harley","25032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/1994"
"299","2020-07-23 12:09:10-03","CEPLAC","CEPEC","8950","PreservedSpecimen","Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R. S. Pinheiro","1954","1972","10","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia","jaguaquara","-39.9707984924316","-13.5305995941162",NA,NA,"Km 30 da Rod. Jaguaquara/Apuerema.",NA,NA,"R. M. Harley","34448","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/1994"
"300","2020-07-23 12:09:10-03","CEPLAC","CEPEC","8575","PreservedSpecimen","Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","T. S. dos Santos","2248","1989","05","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia","VITÓRIA DA CONQUISTA","-40.8394012451172","-14.8661003112793",NA,NA,"Km 5 a 10 da Rod. Rio/Bahia, ao N.",NA,NA,"R. M. Harley","70493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"301","2020-07-23 12:09:10-03","CEPLAC","CEPEC","34315","PreservedSpecimen","Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","G. Hatschbach","45155","1974","03","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Espírito Santo","iuna","-41.5358009338379","-20.3458003997803",NA,NA,"Rod. BR-262. Pequia-ES.",NA,NA,"R. M. Harley","32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"302","2020-11-19 14:06:18-03","Unimontes","MCMG","5881","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Oliveira,O.S .; Tolentino, G.S.",NA,"2017","03","21",NA,"Brasil",NA,NA,"Mata Atlântica",NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"(Spreng.) Harley(A.)","Águas Claras",NA,NA,NA,"33524","auto",NA,NA,NA,"43°25#?#50,0#?##?# W","20° 16#?#34,0#?##?#",NA,NA,NA,NA,NA
"303","2019-02-27 14:02:13-03","UFSJ","HUFSJ","1303","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sobral, M","13335","2010","08","27",NA,"Brasil",NA,NA,"Árvore 8 m, em resto de mata à beira da estrada; flores azul-claras.","HUFSJ001303",NA,NA,"Minas Gerais","Entre Rios de Minas","-44.058972","-20.825083","HUFSJ001303_v00 HUFSJ001303_v01 HUFSJ001303_v02","(Spreng.) Harley","BR-382","966","966","Antar, GM",NA,NA,"2017","07",NA,"-44.058972","-20.825083",NA,NA,NA,NA,NA
"304","2019-02-27 14:02:13-03","UFSJ","HUFSJ","2660","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sobral, M; Machado, CE","14284","2011","09","14",NA,"Brasil",NA,NA,"Árvore 5 m, em beira de mata; flores azul-claras.","HUFSJ002660",NA,NA,"Minas Gerais","Lagoa Dourada","-44.137139","-20.986333","HUFSJ002660_v00 HUFSJ002660_v01","(Spreng.) Harley","Propriedade de José Andrade, junto à BR-383.",NA,NA,"Sobral, M",NA,NA,"2011",NA,NA,"-44.137139","-20.986333",NA,NA,NA,NA,NA
"305","2019-02-27 14:02:13-03","UFSJ","HUFSJ","4088","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sobral, M","15011",NA,NA,NA,NA,"Brasil",NA,NA,"Árvore 5 m, em beira de mata; flores azuis.","HUFSJ004088",NA,NA,"Minas Gerais","Lagoa Dourada","-44.109444","-20.944417","HUFSJ004088_v00 HUFSJ004088_v01","(Spreng.) Harley","Arame",NA,NA,"Sobral, M",NA,NA,"2012",NA,NA,"-44.109444","-20.944417",NA,NA,NA,NA,NA
"306","2020-09-22 13:48:39-03","USP","SPFW","2852","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lorenzi, H.","s.n.","1997","10",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Açucena","-42.5463981628418","-19.0730991363525",NA,"(Spreng.) Harley",NA,NA,NA,NA,"35235","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-11-04 17:29:11-03","UEM","HUEM","6933","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, VC; Sakuragui, CM","2040","1992","10","11",NA,"Brasil",NA,NA,"Arbusto; 1,5m alt.; corola arroxeada","HUEM000004567",NA,NA,"Minas Gerais","Ouro Branco","-43.6918983459473","-20.5207996368408","HUEM000004567","(Spreng.) Harley","Serra do Ouro Branco, Cerca de 10km da cidade; beira de mata ciliar",NA,NA,"Harley, RM","13809","auto","2006","01",NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-11-04 17:29:11-03","UEM","HUEM","6941","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, VC; Sakuragui, CM","1980","1992","09","05",NA,"Brasil",NA,NA,"Arbusto; 2m alt.; cálice violeta-escuro; corola violeta com fauce alva","HUEM000004568",NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","HUEM000004568","(Spreng.) Harley","Serra do Cipó, km 113 - rod. Belo Horizonte-Conceição do Mato Dentro; próx. ao Córrego Vitalino",NA,NA,"Harley, RM","26557","auto","2006","01",NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-01 15:01:38-03","UnB","UB","152103","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Harley, RM; et al.","25264","1988","10","20","Southern America","Brasil",NA,NA,"Árvore cerca de 4m de altura, muito ramificada. Folha e calices cinza-esverdeados. Corola violeta com mancha branca na base dos lobos superiores. Anteras amarelas; Campo rupestre e cerrado de altitude",NA,"Dicotyledoneae",NA,"Minas Gerais","Jequitinhonha","-41","-16.43",NA,"(Epling) Harley","Serra de areia. ca. 47km ao sul de Pedra Azul, na estrada para Jequitinhonha",NA,NA,NA,NA,NA,NA,NA,NA,"-41","-16.43",NA,NA,NA,NA,NA
"310","2019-11-01 15:01:38-03","UnB","UB","111133","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","17","2006","01","05","Southern America","Brasil",NA,NA,"Árvore 2-6m; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Cota, MRC","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-01 15:01:38-03","UnB","UB","111138","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","21","2006","01","05","Southern America","Brasil",NA,NA,"Árvore 4m; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Harley, RM","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-01 15:01:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Ladeira, J; Rodrigues, G","527JL","1972","09","14","Southern America","Brasil",NA,NA,"Flores roxas; altura ± 5 m.; diâmetro ± 8 cm",NA,"Dicotyledoneae",NA,"Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,"(Epling) Harley","Parcela de Manejo - ESF - U.F.V.",NA,NA,"Antar, GM","13937","auto","2017","07",NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-01 15:01:38-03","UnB","UB","152108","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Magalhães, M","541","1940","09","13","Southern America","Brasil",NA,NA,"Árvore 3m alt. flor violacea; Mata de galeria",NA,"Dicotyledoneae",NA,"Minas Gerais","Lima Duarte","-43.79","-21.84",NA,"(Epling) Harley","Fazenda do Tanque- Serra da Ibitipoca",NA,NA,"Antar, GM",NA,NA,"2017","07",NA,"-43.79","-21.84",NA,NA,NA,NA,NA
"314","2019-11-01 15:01:38-03","UnB","UB","118192","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, RM","601","2001","08","31","Southern America","Brasil",NA,NA,"Cálice vináceo, corola lilás.; Arbusto.; Capoeira",NA,"Dicotyledoneae",NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,"(Epling) Harley","Reserva Biológica da Represa do Grama",NA,NA,"Castro, RM","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-01 15:01:38-03","UnB","UB","111139","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","28","2006","08","25","Southern America","Brasil",NA,NA,"Ocorre em toda a região , cuito frequente e florida; Árvore 6m. Flor roxa; Cerrado, campo rupestre.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Cota, MRC","44599","auto","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-01 15:01:38-03","UnB","UB","111134","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","16","2006","01","05","Southern America","Brasil",NA,NA,"Árvore; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Cota, MRC","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-01 15:01:38-03","UnB","UB","111135","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","18","2006","01","05","Southern America","Brasil",NA,NA,"Árvore 2-6m; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Cota, MRC","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-01 15:01:38-03","UnB","UB","111136","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","19","2006","01","05","Southern America","Brasil",NA,NA,"Cálice 5 denteado; Árvore 2m; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Harley, RM","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-01 15:01:38-03","UnB","UB","111137","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","20","2006","01","05","Southern America","Brasil",NA,NA,"Árvore 4-5m; Mata.",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Harley, RM","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-01 15:01:38-03","UnB","UB","111130","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Cota, MRC","1","2005","10","26","Southern America","Brasil",NA,NA,"Cálice c/ 5 dentes, piloso, roxo esverdeado quando jovem , Flor roxa c/ manchas brancas no interior, 4 estames.; Árvore 2-6m; .",NA,"Dicotyledoneae",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"(Epling) Harley","Parque Estadual do Itacolomi, estrada subida Faz. do Manso",NA,NA,"Cota, MRC","44599","auto","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-01 15:01:40-03","UnB","UB","151923","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Irwin, HS; Harley, RM; Onishi, E","30529","1971","01","16","Southern America","Brasil",NA,NA,"Small tree 3-4m tall. Trunk smooth",NA,"Dicotyledoneae",NA,"Minas Gerais",NA,NA,NA,NA,"Epling","Ca. 40 km E. of Belo Horizonte, near Br-31",NA,NA,"Harley, RM",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-05-06 11:58:12-03","UFU","HUFU","68447","S","Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Simon, M.F.; Moreira, H.J.C.; Peixoto, I.M. & Pastore, J.F.B.","1969","2013","08","22",NA,"Brasil",NA,NA,"Arbusto bastante ramificado, 2 m. Cálice vináceo, pétalas lilases, anteras alaranjadas, filetes brancos. Beira de estrada.; Beira da estrada","HUFU00040009",NA,NA,"Minas Gerais","São Roque de Minas","-46.48","-20.339167","HUFU00040009","(Spreng.) Harley","S. Roque e Cachoeira Casca D'Anta, Estrada, 10 Km W de Vargem Bonita","1363","1363","Pastore, J.F.B.",NA,NA,"2013","08",NA,"-46.48","-20.339167",NA,NA,NA,NA,NA
"323","2019-05-06 11:58:16-03","UFU","HUFU","55590","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, R.M.; Forzza, R.C.; Almeida, V.R. & Fazza, L.F.A.","601","2001","08","31",NA,"Brasil",NA,NA,"Arbusto com cálice vináceo e corola lilás.; Arbusto na capoeira em área plana.","HUFU00011409",NA,NA,"Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373","HUFU00011409","(Spreng.) Harley","Reserva Biológica da Represa do Gama",NA,NA,"Castro, R.M.","11991","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-05-06 11:58:16-03","UFU","HUFU","52817","S","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Krieger, P.L.","15123","1977","09","27",NA,"Brasil",NA,NA,"Árvore, ca. 20 m. Flores roxo azulado.; Pasto.","HUFU00011318",NA,NA,"Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","HUFU00011318","(Spreng.) Epling",NA,NA,NA,"Verardo, S.","15056","auto","1991","03","11",NA,NA,NA,NA,NA,NA,NA
"325","2019-05-06 11:58:16-03","UFU","HUFU","52901","S","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Krieger, P.L.; et al.","207","1988","09","18",NA,"Brasil",NA,NA,"Árvore, ca. 5 m. Flores roxas.; Beira do caminho.","HUFU00011319",NA,NA,"Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","HUFU00011319","(Spreng.) Epling","Parque Nacional do Caparaó, Caminho para a tronqueira.",NA,NA,"Pires, F.R.S.","15056","auto","1989","04","10",NA,NA,NA,NA,NA,NA,NA
"326","2021-03-04 15:43:45-03","IF","SPSF","16166","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","G. Hatschbach","57936","1992","10","10","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Mata degradada;",NA,"Magnoliophyta","Lamiales","MG","Miradouro","-42.3424987792969","-20.8906002044678",NA,"((Spreng.) Harley)",NA,NA,NA,"G.M. Antar","20127","auto","2017","04","17",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"327","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P08P1N0028","Benth.","meridion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P08P1N0028","Benth.","in Brasilia aequinoct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"P08P1N0028","Benth.","Habitat in prov. Minarum prope Congonhas do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P08P1N0028","Benth.","in silvis caeduis prope Chapeo d'Uvas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Martins, AB","Herb. Fl.1203",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"P08P1N0028","Benth.","Habitat in prov. Minarum prope Congonhas do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Pohl, JBE","23",NA,NA,NA,"Southern America","Brazil",NA,NA,"Floret Augusto - Aprili",NA,NA,NA,"Minas Gerais",NA,NA,NA,"P08P1N0028","Benth.","in vicinia urbis Barbacena prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Claussen, P","Herb. Mus.1387",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"P08P1N0028","Benth.","Habitat in prov. Minarum prope Congonhas do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-03-16 16:31:39-03","UFVJM","HDJFW","78","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Soares, CCC; Barbalho, PPG; Silva, LFA","63","2018","03","21",NA,"Brasil",NA,NA,"Ritidoma acinzentados; Líquens Esverdeados; TRANSI¬ÇO FES E CERRADO","HDJFW000078",NA,NA,"Minas Gerais","Conceição do Mato Dentro","-43","-19",NA,"(Epling) Harley","ACESSO PRàXIMO VIVEIRO","709","709","Machado, ELM",NA,NA,"2018",NA,NA,"-43","-19",NA,NA,NA,NA,NA
"335","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","47708","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Krieger, L. Pe","s.n.","1988","09",NA,NA,"Brasil",NA,NA,"; árv. média (20 a 30cm larg. 5-6m alt.; fl.roxas,c faces brancas. Encosta arenítica;","HAS0047708","Magnoliophyta",NA,"Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"Epling",NA,NA,NA,"Verrado, S. M. S.","20815","auto","1996","09","18",NA,NA,NA,NA,NA,NA,NA
"336","2019-11-21 10:07:14-03","IBt","SP","409054","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lima, LR; Rodrigues, RR","514","2008","09","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,"(Spreng.) Harley","Parque Nacional do Caparaó, Trilha para o Pico da Bandeira","2519","2519","Antar, GM","21645","auto","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-11-26 10:00:26-03","IBt","SP","367500","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Assis, LCS","246","2001","09","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"(Spreng.) Harley",NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-04 09:01:44-03","IBt","SP","179229","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Henrique, MC","CFSC7618","1981","10","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"(Spreng.) Harley","Serra do Cipó",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-11-21 10:07:14-03","IBt","SP","197924","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Giulietti, AM; Pirani, JR; Wanderley, MGL; Menezes, NL; Semir, J; Henrique, MC","CFSC5630","1979","08","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"(Spreng.) Harley","Serra do Cipó",NA,NA,"Antar, GM","26557","auto","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-08-13 18:02:12-03","IBt","SP","293181","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Campos, MTVA","CFSC13371","1993","09","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"(Spreng.) Harley","Serra do Cipó",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-21 10:07:14-03","IBt","SP","235931","S","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Luchi, AE","5c","1982","05","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Epling","Serra do Cipó, Km 126",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-11-21 10:07:14-03","IBt","SP","235923","S","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Luchi, AE","18","1982","08","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,"Epling","Serra do Cipó, Km 126",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-11-26 10:00:26-03","IBt","SP","370323","S","Plantae","Lamiaceae","Hyptis","asperrima","Hyptis asperrima","Martinelli, F","47","1988","08","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,"Epling",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2009-04-30 16:18:15-03","UM","RECOLNAT_UM_MPU","MPU015356","PreservedSpecimen",NA,"Lamiaceae","Hyptis","membranacea","Hyptis membranacea","Sellow, F.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu015356' target='other'> <mi>dwc_moreinfo</mi></a>","MPU015356",NA,NA,NA,NA,NA,NA,NA,"Benth.","Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype",NA
"345","2014-09-23 10:58:01-03","G","G","G00437847","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00437847",NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,"(DC.) Harley",NA,NA,NA,"?",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"ISOTYPUS of Hyptis membranacea Benth.",NA
