"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"43","2021-03-15 16:37:00-03","NY","NYBG","615786","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M. Sobral","A. C. Cervi","1997","08","26","Brazil","Paraná","Guaraqueçaba","-48.32","-25.27",NA,NA,NA,NA,"NY00615786","NY00615786_01",NA,NA,NA,"Salto Morato, Reserva Ecológica Fundaçao O Boticário","6290","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674920' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","615781","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","G. G. Hatschbach","J. M. Silva","1996","04","09","Brazil","Paraná","Piraquara","-49.0631","-25.4419",NA,NA,NA,NA,"NY00615781","NY00615781_01",NA,NA,NA,"Serra Piramirim, Estrada Itupava","1656","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","615793","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","L. R. Landrum","G. G. Hatschbach","1966","10","18","Brazil","Paraná","General Carneiro","-51.3156","-26.4275",NA,NA,NA,NA,"NY00615793","NY00615793_01",NA,NA,NA,"Cab. Rio Iratim","15000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325541' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","615815","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","1969","01","17","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615815","NY00615815_01",NA,NA,NA,"Rod. BR-277, Estr. Arraial","382","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530398' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","615938","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"G. G. Hatschbach","1965","09","17","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"NY00615938","NY00615938_01",NA,NA,NA,"Rio Cotia","12810","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","615821","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","R. Reitz","1961","01","20","Brazil","Santa Catarina","Sao Francisco do Sul","-48.6381","-26.2433",NA,NA,"1200","1200","NY00615821","NY00615821_01",NA,NA,NA,"Morro do Campo Alegre","10673","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","615840","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","J. Mattos","1966","08","26","Brazil","São Paulo","Salesópolis","-45.84","-23.5303",NA,NA,NA,NA,"NY00615840","NY00615840_01",NA,NA,NA,"Estaçao Biologica de Boracea, perto do Rio Coruja","13876","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","615817","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","L. R. Landrum","1977","12","14","Brazil","Paraná","Guaraqueçaba","-48.5","-25.25",NA,NA,"10","200","NY00615817","NY00615817_01",NA,NA,NA,"Ca. 30-40 km along road to Antonina","2887","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530395' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","615830","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","1966","07","27","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,NA,NA,"NY00615830","NY00615830_01",NA,NA,NA,"Morro do Tabaquara","14546","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530397' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","615801","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","1968","05","20","Brazil","Paraná",NA,NA,NA,NA,NA,"20","50","NY00615801","NY00615801_01",NA,NA,NA,"Lajeado Grande (Mun. Perola D'Oeste)","19221","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325538' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","615785","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","L. R. Landrum","A. C. Filho","1980","07","09","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"NY00615785","NY00615785_01",NA,NA,NA,"Reserva Florestal","275","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325544' target='other'> <mi>dwc_moreinfo</mi></a>","38855","auto","Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","615806","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","C. M. D. E. Legrand","R. Reitz","1956","03","22","Brazil","Santa Catarina","Luis Alves","-48.941177","-26.748537",NA,NA,"300","300","NY00615806","NY00615806_01",NA,NA,NA,"Braço Joaquim, Luis Alves","2875","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325534' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","615832","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. Reitz","1954","07","17","Brazil","Santa Catarina","Luis Alves","-48.941177","-26.748537",NA,NA,"300","300","NY00615832","NY00615832_01",NA,NA,NA,"Braço Joaquim, Luis Alves, Itajaí","1961","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","615791","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M. L. Kawasaki","J. M. Silva","1998","05","14","Brazil","Paraná","Tijucas do Sul","-49.1989","-25.9283",NA,NA,NA,NA,"NY00615791","NY00615791_01",NA,NA,NA,"Serra de Papanduva","2364","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674922' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","615782","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","L. R. Landrum","G. G. Hatschbach","1968","05","20","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"20","50","NY00615782","NY00615782_01",NA,NA,NA,"Rio Tagaçaba","19221","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674924' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","777093","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M. L. Kawasaki","F. O. Souza","2000","08","10","Brazil","São Paulo","Caraguatatuba","-45.4097","-23.6203",NA,NA,NA,NA,"NY00777093","NY00777093_01",NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Mococa","174","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674923' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","615783","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg","M. L. Kawasaki","S. Aragaki","1993","05","11","Brazil","São Paulo","Sete Barras","-47.9197","-24.38",NA,NA,"150","150","NY00615783","NY00615783_01",NA,NA,NA,"Fazenda Intervales, Base Saibadela, cachoeira Saibadela","57","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674921' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1801334","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"F. França","1998","05","17","Brazil","São Paulo","Apiaí","-48.8144","-24.5397",NA,NA,"775",NA,"NY01801334","NY01801334_01",NA,NA,NA,"Estrada para Iporanga.","2545","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020302' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","03044764","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides","(Cambess.) O.Berg",NA,"R. Marquete","1993","07","01","Brazil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,"290","290","NY03044764","NY03044764_01",NA,NA,NA,"A ca. 16Km do trevo de Parati, entrada à direita do Rio/Santos, antes da ponte próxima ao córrego dos micos.","1137","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281595' target='other'> <mi>dwc_moreinfo</mi></a>","34470","auto","Magnoliophyta","Myrtales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","615825","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. M. Klein","1956","03","07","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"300","300","NY00615825","NY00615825_01",NA,NA,NA,"Estaçao Flrestal, I. N. P., Ibirama","1934","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530392' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","615823","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","R. Reitz","1948","12","23","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"1000","1000","NY00615823","NY00615823_01",NA,NA,NA,"Rio Sinho","2744","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530405' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","615822","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","C. M. D. E. Legrand","R. Reitz","1958","01","22","Brazil","Santa Catarina","Joinville","-48.8456","-26.3044",NA,NA,"550","550","NY00615822","NY00615822_01",NA,NA,NA,"Estrada Dona Francisca, Joinville","6280","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530391' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","615839","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","L. B. Smith","1956","11","17","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"1650","1650","NY00615839","NY00615839_01",NA,NA,NA,"Fazenda Campo dos Padres, Campo dos Padres","7780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530403' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","615831","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand",NA,"G. G. Hatschbach","1970","02","25","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"800","900","NY00615831","NY00615831_01",NA,NA,NA,"Serra Marumbi","23898","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530412' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","615834","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","L. B. Smith","1964","12","16","Brazil","Santa Catarina","Chapecó","-52.62","-27.1",NA,NA,"350","450","NY00615834","NY00615834_01",NA,NA,NA,"Seminário Diocesiano, west of Chapecó","14035","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","615820","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","R. M. Klein","1953","08","18","Brazil","Santa Catarina","Brusque","-48.9","-27.1",NA,NA,"40","40","NY00615820","NY00615820_01",NA,NA,NA,"Mata do Hoffman, Brusque","567","Eq. Ecol. nr. 16b <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","615835","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","1966","07","27","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,NA,NA,"NY00615835","NY00615835_01",NA,NA,NA,"Morro do Tabaquara","14546","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530407' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","615829","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand",NA,"G. G. Hatschbach","1979","01","12","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00615829","NY00615829_01",NA,NA,NA,"Rio Bromado","41866","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530411' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","615790","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","1983","04","06","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"NY00615790","NY00615790_01",NA,NA,NA,"Rio Castellanos","46262","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530399' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","615808","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","L. R. Landrum","G. G. Hatschbach","1968","03","08","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,"30","50","NY00615808","NY00615808_01",NA,NA,NA,"Rio do Cedro","18678","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325549' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","615805","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","C. M. D. E. Legrand","R. Reitz","1960","08","11","Brazil","Santa Catarina","Sao José","-48.6272","-27.6156",NA,NA,"900","900","NY00615805","NY00615805_01",NA,NA,NA,"Serra da Boa Vista, Sao José","9724","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325537' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","615812","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","L. R. Landrum","R. Reitz","1957","04","16","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","NY00615812","NY00615812_01",NA,NA,NA,"Sabiá","4295","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325548' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","615799","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","E. F. Guimarães; C. L. F. Ichaso","B. D. Sucre","1973","05","24","Brazil","Rio de Janeiro","Rio de Janeiro","-43.295088","-22.969326",NA,NA,NA,NA,"NY00615799","NY00615799_01",NA,NA,NA,"Vale Encantado, Vertente SW da Taquara da Tijuca","9988","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325529' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","615809","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","C. M. D. E. Legrand","R. Reitz","1954","07","01","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00615809","NY00615809_01",NA,NA,NA,"Morro da Fazenda","1901","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325535' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","615784","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides myrcioides","(Cambess.) O.Berg","G. G. Hatschbach","G. G. Hatschbach","1970","06","03","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"950","950","NY00615784","NY00615784_01",NA,NA,NA,"Rio Pequeno","24377","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325546' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","myrcioides","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","615836","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","myrcioides","Myrceugenia myrcioides acrophylla","(O.Berg) D.Legrand","L. R. Landrum","G. G. Hatschbach","1968","01","31","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"50","50","NY00615836","NY00615836_01",NA,NA,NA,"Sapitanduva","18523","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530406' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Myrtales","acrophylla","South America","sheet",NA,NA,NA,NA,NA,NA,NA
