"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"44","2021-03-15 16:37:00-03","NY","NYBG","00567862","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","K. R. Young","49","1981","03","09","South America","Peru","Tambopata Reserve; Cocococha Lake.",NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567862","NY00567862_01 NY00567862_02 NY00567862_03 NY00567862_04","A. J. Henderson","Madre de Dios","Tambopata","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","02320969","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","J. A. Steyermark","108392","1973","09","17","South America","Venezuela","Laguna La Bodega, inmediatamente al Este de Santa Fé","-64.4","10.28","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531174' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320969","NY02320969_01 NY02320969_02 NY02320969_03",NA,"Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","02320970","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","J. A. Steyermark","88409","1961","01","12","South America","Venezuela","Morichal south of camp. Vicinity of camp, 5 kms. from Hato de Nuria, E. of Miamo. Altiplanicie de Nuria",NA,NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531175' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320970","NY02320970_01 NY02320970_02 NY02320970_03 NY02320970_04",NA,"Bolívar",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","02320932","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","E. P. Killip","27171","1929","08","03","South America","Peru","Iquitos.","-73.287607","-3.762169","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531125' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320932","NY02320932_01",NA,"Loreto","Maynas","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-30 19:07:00-03","NY","NYBG","02320951","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"M. A. Baker","6171","1985","05","14","South America","Ecuador","La Mision Salesiano, 5km al S del Rio Bomboiza y cerca la carretera Zamora-Gualaquiza","-78.5667","-3.45","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531147' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320951","NY02320951_01 NY02320951_02 NY02320951_03 NY02320951_04 NY02320951_05",NA,"Morona-Santiago",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-12-15 15:00:00-02","NY","NYBG","01159098","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"B. C. Bennett","3878","1989","07","04","South America","Ecuador","Atahualpa, 45 min (by car) W of Jatun Sacha Biol Station, south side of road","-77.77","-1.07","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159098","NY01159098_01 NY01159098_02","A. J. Henderson","Napo",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","02320954","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","D. W. Fleck","603","1999","10","10","South America","Peru","Distrito de Yaquerana. Gález River, Nuevo San Juan, ca 1 km NE of the village, 800 m from the edge of the Gálvez River","-73.1639","-5.2917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531150' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320954","NY02320954_01 NY02320954_02 NY02320954_03",NA,"Loreto",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","02320933","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","G. Tessmann","5381","1925","08",NA,"South America","Peru","Iquitos.","-73.287607","-3.762169","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531128' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320933","NY02320933_01",NA,"Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00877968","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","M. J. Balick","1624","1983","09","13","South America","Brazil","Posto Indígena Sao José, ca 20 km west of Tocantinópolis, (FUNAI Reservation - Apinaje Tribe).","-47.5","-6.5","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877968",NA,NA,"Tocantins","Tocantinópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-09-30 19:07:00-03","NY","NYBG","02320956","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"J. Treacy","483",NA,NA,NA,"South America","Peru","Bora Native community of Brillo Nuevo, Yaguasyacu River (affluent of Ampiyacu River), Dist. Pebas, ca. 150 km. ENE of Iquitos","-72.08","-3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531152' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320956","NY02320956_01 NY02320956_02 NY02320956_03 NY02320956_04",NA,"Loreto",NA,"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","01136899","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","M. J. P. Pires-O'Brien","886",NA,NA,NA,"South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01136899","NY01136899_01",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","01136893","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","A. B. Anderson","1140","1984","10","08","South America","Brazil","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01136893","NY01136893_01",NA,"Pará","Barcarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-11-07 15:37:00-02","NY","NYBG","02595543","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"T. L. P. Couvreur","194","2009","10","20","South America","Bolivia","Ixiamas","-68.06582","-13.12175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2854555' target='other'> <mi>dwc_moreinfo</mi></a>","NY02595543","NY02595543_01",NA,"La Paz",NA,"188","188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-09-30 19:07:00-03","NY","NYBG","02320957","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"B. G. Stergios D.","15505","1992","01","26","South America","Venezuela","Selvas ribereñas del rio Emoni, afluente del Bajo Siapa",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531153' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320957","NY02320957_01 NY02320957_02 NY02320957_03 NY02320957_04 NY02320957_05",NA,"Amazonas","Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-09-30 19:07:00-03","NY","NYBG","02320965","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"G. A. Galeano","1142","1986","04","26","South America","Colombia","Corregimiento de Araracuara, bosque en colinas cercanas.",NA,NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531164' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320965","NY02320965_01 NY02320965_02 NY02320965_03 NY02320965_04 NY02320965_05",NA,"Amazonas",NA,"150","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","02320966","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","E. W. Davis","1185","1981","06","08","South America","Bolivia","Rio Chimane-environs Fatima",NA,NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531165' target='other'> <mi>dwc_moreinfo</mi></a>","NY02320966","NY02320966_01 NY02320966_02 NY02320966_03 NY02320966_04",NA,"El Beni","José Ballivián","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","02622969","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","T. L. P. Couvreur","318","2011","05","09","South America","Brazil","Floresta Nacional do Tapajós: Near Tapajos River, left bank.","-55.21533","-3.37989","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2771586' target='other'> <mi>dwc_moreinfo</mi></a>","NY02622969","NY02622969_01","T. L. P. Couvreur","Pará","Belterra","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-06 11:41:55-03","UFPI-MRV","HDELTA","1483","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Lopes, M. S.","1116","2015","06","05",NA,"Brasil",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Buriti","HDELTA001483",NA,"sem/det.","Piauí","Estação Ecologica do Uruçuí - UNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-01-06 11:41:55-03","UFPI-MRV","HDELTA","3670","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Vieira, I.R.; Oliveira, I.R.","7","2016","02","15",NA,"Brasil","Residencial Brasil","-42.798686","-2.742106",NA,"<ll>dwc_commonname:</ll> Buriti","HDELTA003670",NA,"Vieira, I.R.","Maranhão","Barreirinhas",NA,NA,"2017","02","15","42°47'55,27''W","02°44'31,58''S",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-06 11:41:55-03","UFPI-MRV","HDELTA","1621","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Nascimento, R. S.","44","2015","06","19",NA,"Brasil","Floriopolis","-41.724111","-2.883694",NA,"<ll>dwc_commonname:</ll> Buriti","HDELTA001621",NA,NA,"Piauí","Parnaíba",NA,NA,NA,NA,NA,"41°43'26,80W","02°53'01,30S",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-01-06 11:41:55-03","UFPI-MRV","HDELTA","133","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Silva, A. P. M.",NA,"2010","03","09",NA,"Brasil","Cana Brava","-41.9030990600586","-2.89000010490417",NA,"Árvore de 5,0 a 9,0m. <ll>dwc_commonname:</ll> Buriti","HDELTA000133",NA,"Silva, A. P. M.","Maranhão","Araioses",NA,NA,"2012","03","23",NA,NA,"49613","auto",NA,NA,NA,NA,NA,NA
"65","2021-01-06 11:41:55-03","UFPI-MRV","HDELTA","118","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Silva, A. P. M.","14","2011","05","11",NA,"Brasil",NA,"-41.8213996887207","-2.8583300113678",NA,"Árvore de grande porte de 3-6m. <ll>dwc_commonname:</ll> Buriti","HDELTA000118",NA,"Silva, A. P. M.","Piauí","Ilha Grande",NA,NA,NA,NA,NA,NA,NA,"13228","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-15 11:14:52-03","FUNED","FUNED-POL","4156","PreservedSpecimen","Plantae",NA,NA,"Palmae/Arecaceae","Mauritia","flexuosa","Mauritia flexuosa",NA,"Claudia Simeao",NA,"2005","01","20",NA,"Brasil","Brasilandia de Minas","-46.009444","-17.009722",NA,NA,"POL004156","POL004156_p01 POL004156_p02 POL004156_p03 POL004156_p04 POL004156_p05",NA,"MG",NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-30 12:51:33-03","EAO","IAN","195411","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Perigolo, NA","183","2012","09","19","Southern America","Brasil","Abunã, 12 Km NW de Abunã, margem direita do rio Madeira, À 4km da margem do rio. Campinarana florestada. Palno no local. Modulo RAPELD em Abunã, transecto 10, área de influência indireta da UHE Jirau (T10P5)","-65.33","-9.596667",NA,"Palmeira arborescente. Flor verde. Botão floral verde. Medidas: Número de pinas entre 180-201 unidades. Raque da folhs com 1,8-2 m. Raque da inflorescência entre 1,8-2 m. Inflorescência 26-30 cm.","IAN195411",NA,NA,"Rondônia","Porto Velho","108","108","2012","09",NA,"-65.33","-9.596667",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-30 12:51:33-03","EAO","IAN","72070","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Black, GA","13834","1951","10","08","Southern America","Brasil","Rio Cantá; campina.","-59.254167","0.737222",NA,"Planta de 12 metros; flor amarela, perfumada.","IAN072070",NA,"Granville, JJ de","Roraima",NA,NA,NA,"1987",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-30 12:51:33-03","EAO","IAN","86092","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Castañeda, RR","184","1942","06",NA,NA,"Colômbia","Amazonas: La Tagua.",NA,NA,NA,"En la médula del tallo se desarrolla la chisa, fuerte de grasa en esa forma. palma que prefiere los sitios cenagosos; frutos en racimos largos, grandes y amarillos. Hydrophytia suelos arcillosos.","IAN086092",NA,"Granville, JJ de",NA,NA,"195","195","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-30 12:51:33-03","EAO","IAN","97749","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Schultes, RE","8285",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN097749",NA,"Ferreira, E",NA,NA,NA,NA,"2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:51:33-03","EAO","IAN","49145","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Capucho, P","577","1933","04","19","Southern America","Brasil","Low land.","-60.6733016967773","2.81972002983093",NA,NA,"IAN049145",NA,NA,"Roraima","Boa Vista",NA,NA,NA,NA,NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA
"72","2019-02-20 13:42:07-03","INPA","INPA-CARPOTECA","170030","Carpo","Plantae","Monocotyledon","Arecales","Arecaceae","Mauritia","flexuosa","Mauritia flexuosa","L.","Beck, HT","524","1987","11","15","Southern America","Brasil","Ilha de Marajó. Rio Anajás. Above the rio Cururu. Forest on river margin. overhanging water. Two individuals collected along margin of river. Common in groups along river, but patchy distribution along rio Anajás. Not seen in any quantity above the t","-50.183333","-0.7",NA,NA,"INPA0170030","INPA0170030 INPA0170030_1 INPA0170030_1e INPA0170030_2 INPA0170030_2e INPA0170030_e",NA,"Pará",NA,NA,NA,NA,NA,NA,"-50.183333","-0.7",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-02-08 08:45:19-03","NBC","NL-BOTANY","L.1413492","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Splitgerber FL",NA,"1837","01","01","Southern America","Surinam","Plant Potribo, Canawappibo, Berlijn, in hata, Blaauwe berg &c &c. Vulgo Maurissil. * ?",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1413492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1413492","NL-L1413492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0036452","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","01","28","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200036452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0036452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0036454","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","01","28","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200036454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0036454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"76","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0046074","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Maguire B; Holmgren NH; Soderstrom TR; Schulz J",NA,"1963","07","18","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200046074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0046074",NA,"Wessels Boer JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0149139","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Jansen-Jacobs MJ",NA,"1992","10","28","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200149139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0149139",NA,"Henderson A","Rupununi District",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"78","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273183","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Sabatier D",NA,NA,NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273183 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw33114",NA,NA,NA,NA
"79","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273899","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","09","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273899",NA,NA,"Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9738",NA,NA,NA,NA
"80","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273906","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","06","08","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273906",NA,NA,"Kappelsavanne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14865",NA,NA,NA,NA
"81","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273918","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","02","25","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9750",NA,NA,NA,NA
"82","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273939","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Wessels Boer JG",NA,"1963","01","28","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9734",NA,NA,NA,NA
"83","2020-02-08 08:45:19-03","NBC","NL-BOTANY","U 0273940","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Mauritia","flexuosa","Mauritia flexuosa","L.f.","Lanjouw J; Lindeman JC",NA,"1948","10","01","Southern America","Surinam",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1352a",NA,NA,NA,NA
