"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"44","2021-03-15 16:37:00-03","NY","NYBG","331087","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","M. M. Fernandez","18","1984","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331087","Bahia","Magnoliophyta","Sapindales","Santana","Estrada Santana/Lagoa Clara. Folha SD.23-X-A. Ponto 18.","-44.17","-12.8","760","NY00331087_01","A.Juss.","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1039332","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","N. L. de A. Nunes","20","2007","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039332","Espírito Santo","Magnoliophyta","Sapindales","Sooretama","Resevra Biológica de Sooretama.","-40.10894","-18.996963",NA,"NY01039332_01","A.Juss.",NA,"J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","331094","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Riedel","802",NA,NA,NA,"South America","Brazil","sheet",NA,"Iter Brasiliense 1824-1829 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331094",NA,"Magnoliophyta","Sapindales",NA,"Brasilia",NA,NA,NA,"NY00331094_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","331074","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. de S. Silva","281","1974","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331074","São Paulo","Magnoliophyta","Sapindales","Sao Paulo","Sao Paulo, nativa no Jardim Botânico e Parque do Estado.","-46.621883","-23.654505",NA,"NY00331074_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","309750","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","M. H. Nee","49347","1998","05","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309750","Santa Cruz","Magnoliophyta","Sapindales","Andrés Ibáñez","0.5 km E of Chuchío, 5 km by road E of turnoff from Santa Cruz-Warnes highway.","-63.1","-17.62","370",NA,"A.Juss.","370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","331081","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","R. M. Harley","21359","1980","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331081","Bahia","Magnoliophyta","Sapindales",NA,"Basin of the Upper Sao Francisco River. 2 km. E. of Igapora, on the BR 430 and about 44 km. from Caitité.","-42.68","-13.77","850","NY00331081_01","A.Juss.","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","306113","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","M. H. Nee","48535","1998","03","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306113","Santa Cruz","Magnoliophyta","Sapindales","Ichilo","3.5 km SW of turnoff at Villa San Isidro from new highway from Buena Vista to Río Ichilo.","-64","-17.42","360",NA,"A.Juss.","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","331085","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","S. A. Mori","13475","1980","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331085","Bahia","Magnoliophyta","Sapindales","Caetité","A 1 km ao de Caetité.","-42.47","-14.06","800","NY00331085_01","A.Juss.","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","331086","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","M. Koscinsky",NA,NA,NA,NA,"South America","Brazil","sheet",NA,"Herbário D. Bento Pickel <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331086","São Paulo","Magnoliophyta","Sapindales","Sao Paulo","S. Paulo - Serra da Cantareira.","-46.63","-23.5403",NA,"NY00331086_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","331062","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Coradin","6333","1983","07","02","South America","Brazil","sheet",NA,"L.CORADIN ET ALII 6333 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331062","Bahia","Magnoliophyta","Sapindales","Bom Jesus da Lapa","Estrada Bom Jesus da Lapa - Igapora Km 33.","-43.17","-13.43","560","NY00331062_01","A.Juss.","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","984992","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Pabst","3643","1957","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984992","Minas Gerais","Magnoliophyta","Sapindales","Ouro Branco",NA,"-43.6917","-20.5208",NA,"NY00984992_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","331078","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","E. M. Nic Lughadha","H53346",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331078","Bahia","Magnoliophyta","Sapindales","Abaíra","Campo de Ouro Fino (alto).","-41.9","-13.25","1700","NY00331078_01","A.Juss.","1800","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-09-29 14:20:00-03","NY","NYBG","331095","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. D. Boeke","1434","1977","04","04","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331095","La Paz","Magnoliophyta","Sapindales",NA,"Depto. La Paz. Apolo. Trail to ENE.","-68.41692","-14.720389","1500",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","929266","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","W. R. Anderson","8346","1973","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929266","Minas Gerais","Magnoliophyta","Sapindales",NA,"25 km by road NE of Diamantina, 2 km W of Rio Jequití. Serra do Espinhaço.","-43.43284","-18.09029","790","NY00929266_01","A.Juss.","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","929264","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Y. E. J. Mexia","4800","1930","06","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929264","Minas Gerais","Magnoliophyta","Sapindales","Viçosa","Direction of São Minguel, km. 8; Fazenda A. Cocerro.","-42.8817","-20.7542","700","NY00929264_01","A.Juss.","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","01271590","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. M. Pires","10030","1965","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01271590","Acre","Magnoliophyta","Sapindales","Rio Branco","Amapa","-67.8097","-9.9747",NA,"NY01271590_01","A.Juss.",NA,"J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","929256","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J. R. Pirani","CFCR890","1981","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929256","Minas Gerais","Magnoliophyta","Sapindales",NA,"Estr. Grão Mogol-Virgem da Lapa.",NA,NA,NA,"NY00929256_01","A.Juss.",NA,"J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","929258","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Pabst","3643","1957","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929258","Minas Gerais","Magnoliophyta","Sapindales","Ouro Branco",NA,"-43.6917","-20.5208",NA,"NY00929258_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-12-23 10:57:00-02","NY","NYBG","84946","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","K. S. Lowell","327","1985","08","16","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00084946","Morona-Santiago","Magnoliophyta","Sapindales",NA,"Bomboiza Misson, Bomboiza","-78.551909","-3.45665","600",NA,NA,"600","T. C. Plowman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","331069","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Martinelli","2216","1977","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331069","Espírito Santo","Magnoliophyta","Sapindales","Sao Mateus","Reserva Biológica de Sooretama Lagoa do Macaco.","-39.8589","-18.7161","30","NY00331069_01","A.Juss.","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","929268","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","N. L. de Menezes","CFCR204","1980","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929268","Minas Gerais","Magnoliophyta","Sapindales","Diamantina","Estr. Diamantina-Curralinho (Extração) a 8 Kms. de Diamantina. Perto da Pedreira.","-43.6003","-18.2494",NA,"NY00929268_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","331066","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. P. de Queiroz","3834","1994","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331066","Bahia","Magnoliophyta","Sapindales","Castro Alves","Mata higrófila na Serra da Jibóia.","-39.42","-12.76",NA,"NY00331066_01","A.Juss.",NA,"L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","331077","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. M. Amorim","2060","1997","06","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331077","Bahia","Magnoliophyta","Sapindales","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana.","-39.08","-15.15",NA,"NY00331077_01","A.Juss.",NA,"J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","929259","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","I. Cordeiro","CFSC6134","1980","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929259","Minas Gerais","Magnoliophyta","Sapindales","Santana do Riacho","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro, estrada da usina.","-43.7142","-19.1692",NA,"NY00929259_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","331093","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Riedel","802","1822","06",NA,"South America","Brazil","sheet",NA,"Also typed on label is 1822-1834. Some illegible writing on label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331093",NA,"Magnoliophyta","Sapindales",NA,"Brasilia",NA,NA,NA,"NY00331093_01","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01271589","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. T. Prance","6657","1968","08","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503380' target='other'> <mi>dwc_moreinfo</mi></a>","NY01271589","Rondônia","Magnoliophyta","Sapindales",NA,"Foothills of Serra dos Pacaás-Novos, 12 Km NNE of Guajará-Mirim","-65.2774838","-10.6725435","200","NY01271589_01","A.Juss.","200","R. S. Cowan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","331096","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","C. M. Belshaw","3263","1937","08","17","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331096","San Martín","Magnoliophyta","Sapindales","San Martín","Valley of San Martin. Along Río Shilcayo 1-4 km. northeast of Tarapoto.",NA,NA,"304.8",NA,"A.Juss.","304.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","331075","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A. Euponino","468","1980","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331075","Bahia","Magnoliophyta","Sapindales","Porto Seguro","Rod. BR-367, a 50 km a W de Porto Seguro. Regiao de Mata Higrófila Sul Baiana. Folha SE-24 (16-39c).","-39.4769159","-16.3896493",NA,"NY00331075_01 NY00331075_02","A.Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","331068","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G. Martinelli","2216","1977","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512398' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331068","Espírito Santo","Magnoliophyta","Sapindales","Sao Mateus","Reserva Biológica de Sooretama Lagoa do Macaco.","-39.8589","-18.7161","30","NY00331068_01","A.Juss.","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","929344","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","E. Simonis","CFCR4153","1983","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1040887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929344","Minas Gerais","Magnoliophyta","Sapindales","Grão Mogol",NA,"-42.8894","-16.5594",NA,"NY00929344_01","A.Juss.",NA,"J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","331088","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","L. Coradin","6449","1983","07","04","South America","Brazil","sheet",NA,"L. CORADIN ET ALII 6449 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00331088","Bahia","Magnoliophyta","Sapindales","Barra da Estiva","Estrada Barra da Estiva-Mucuje Km 31.","-41.43","-13.38","1280","NY00331088_01","A.Juss.","1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","309751","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","M. H. Nee","49347","1998","05","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309751","Santa Cruz","Magnoliophyta","Sapindales","Andrés Ibáñez","0.5 km E of Chuchío, 5 km by road E of turnoff from Santa Cruz-Warnes highway.","-63.1","-17.62","370",NA,"A.Juss.","370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","01096296","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","O. Handro","s.n.","1942","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096296","São Paulo","Magnoliophyta","Sapindales","Sao Paulo","Cultivada no Jardim Botanico de Sao Paulo","-46.6300010681152","-23.5400009155273",NA,"NY01096296_01","A.Juss.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","01096297","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","O. Handro","s.n.","1942","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096297","São Paulo","Magnoliophyta","Sapindales","Sao Paulo","Cultivada no Jardim Botanico de Sao Paulo","-46.6300010681152","-23.5400009155273",NA,"NY01096297_01","A.Juss.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","632066","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","W. Ganev","2101","1993","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632066","Bahia","Magnoliophyta","Sapindales","Rio de Contas","Samambaia","-42.33","-13.85","1200","NY00632066_01","A.Juss.","1200","J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","CARP245","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Lucimar Tadeu","1",NA,NA,NA,NA,"Brasil",NA,NA,"Tipo de Fruto: Cápsula",NA,"Minas Gerais",NA,NA,"Nova Lima","Condomínio Tangará","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","CARP051","S","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Lucimar Tadeu","1","2012","04","02",NA,"Brasil",NA,NA,"Fruto simples - Cápsula septicida",NA,"Minas Gerais",NA,NA,"Nova Lima","Condomínio Tangará","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"CUNHA, J. S.","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
