especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Svitramia minor,Melastomataceae,Svitramia,minor,VU,NA,NA,sima
Svitramia wurdackiana,Melastomataceae,Svitramia,wurdackiana,VU,NA,NA,sima
Tibouchina apparicioi,Melastomataceae,Tibouchina,apparicioi,EN,NA,NA,sima
Tibouchina bergiana,Melastomataceae,Tibouchina,bergiana,EN,NA,NA,sima
Tibouchina boudetii,Melastomataceae,Tibouchina,boudetii,VU,NA,NA,sima
Tibouchina castellensis,Melastomataceae,Tibouchina,castellensis,CR,NA,NA,sima
Tibouchina quartzophila,Melastomataceae,Tibouchina,quartzophila,EN,NA,NA,sima
Tibouchina riedeliana,Melastomataceae,Tibouchina,riedeliana,EN,NA,EX,sima
Crocanthemum brasiliensis,Cistaceae,Crocanthemum,brasiliensis,EN,NA,NA,sima
Trembleya calycina,Melastomataceae,Trembleya,calycina,EN,NA,NA,sima
Trembleya chamissoana,Melastomataceae,Trembleya,chamissoana,EN,NA,NA,sima
Trembleya hatschbachii,Melastomataceae,Trembleya,hatschbachii,EN,NA,NA,sima
Trembleya pityoides,Melastomataceae,Trembleya,pityoides,CR,NA,NA,sima
Accara elegans,Myrtaceae,Accara,elegans,EN,NA,NA,sima
Calycolpus legrandii,Myrtaceae,Calycolpus,legrandii,VU,NA,NA,sima
Calyptranthes fusiformis,Myrtaceae,Calyptranthes,fusiformis,VU,NA,VU,sima
Calyptranthes hatschbachii,Myrtaceae,Calyptranthes,hatschbachii,EN,NA,NA,sima
Calyptranthes restingae,Myrtaceae,Calyptranthes,restingae,VU,NA,NA,sima
Campomanesia espiritosantensis,Myrtaceae,Campomanesia,espiritosantensis,CR,NA,NA,sima
Campomanesia hirsuta,Myrtaceae,Campomanesia,hirsuta,EN,NA,NA,sima
Campomanesia macrobracteolata,Myrtaceae,Campomanesia,macrobracteolata,VU,NA,NA,sima
Campomanesia prosthecesepala,Myrtaceae,Campomanesia,prosthecesepala,EN,NA,NA,sima
Monteiroa smithii,Malvaceae,Monteiroa,smithii,EN,NA,NA,sima
Campomanesia reitziana,Myrtaceae,Campomanesia,reitziana,VU,NA,NA,sima
Pavonia hatschbachii,Malvaceae,Pavonia,hatschbachii,EN,NA,NA,sima
Eugenia blanda,Myrtaceae,Eugenia,blanda,EN,NA,NA,sima
Eugenia brunoi,Myrtaceae,Eugenia,brunoi,EN,NA,NA,sima
Eugenia bunchosiifolia,Myrtaceae,Eugenia,bunchosiifolia,VU,NA,VU,sima
Eugenia disperma,Myrtaceae,Eugenia,disperma,VU,NA,VU,sima
Cuphea glaziovii,Lythraceae,Cuphea,glaziovii,EN,NA,NA,sima
Eugenia hermesiana,Myrtaceae,Eugenia,hermesiana,CR,NA,CR,sima
Eugenia imaruiensis,Myrtaceae,Eugenia,imaruiensis,EN,NA,NA,sima
Eugenia itacarensis,Myrtaceae,Eugenia,itacarensis,EN,NA,NA,sima
Eugenia leonorae,Myrtaceae,Eugenia,leonorae,EN,NA,NA,sima
Eugenia malacantha,Myrtaceae,Eugenia,malacantha,EN,NA,EN,sima
Eugenia mattosii,Myrtaceae,Eugenia,mattosii,EN,NA,NA,sima
Eugenia myrciariifolia,Myrtaceae,Eugenia,myrciariifolia,EN,NA,NA,sima
Eugenia neosericea,Myrtaceae,Eugenia,neosericea,EN,NA,NA,sima
Eugenia neotristis,Myrtaceae,Eugenia,neotristis,EN,NA,NA,sima
Eugenia oxyoentophylla,Myrtaceae,Eugenia,oxyoentophylla,EN,NA,NA,sima
Eugenia peruibensis,Myrtaceae,Eugenia,peruibensis,EN,NA,EN,sima
Eugenia pseudomalacantha,Myrtaceae,Eugenia,pseudomalacantha,EN,NA,NA,sima
Leandra hatschbachii,Melastomataceae,Leandra,hatschbachii,EN,NA,NA,sima
Eugenia reitziana,Myrtaceae,Eugenia,reitziana,EN,NA,NA,sima
Eugenia rotundicosta,Myrtaceae,Eugenia,rotundicosta,CR,NA,NA,sima
Eugenia sclerocalyx,Myrtaceae,Eugenia,sclerocalyx,VU,NA,NA,sima
Eugenia vattimoana,Myrtaceae,Eugenia,vattimoana,VU,NA,NA,sima
Eugenia villaenovae,Myrtaceae,Eugenia,villaenovae,EN,NA,NA,sima
Marlierea krapovickae,Myrtaceae,Marlierea,krapovickae,EN,NA,NA,sima
Marlierea lealcostae,Myrtaceae,Marlierea,lealcostae,CR,NA,NA,sima
Marlierea skortzoviana,Myrtaceae,Marlierea,skortzoviana,CR,NA,CR,sima
Myrceugenia bracteosa,Myrtaceae,Myrceugenia,bracteosa,EN,NA,EN,sima
Myrceugenia brevipedicellata,Myrtaceae,Myrceugenia,brevipedicellata,EN,NA,EN,sima
Myrceugenia foveolata,Myrtaceae,Myrceugenia,foveolata,EN,NA,NA,sima
Myrceugenia hamoniana,Myrtaceae,Myrceugenia,hamoniana,EN,NA,NA,sima
Myrceugenia hatschbachii,Myrtaceae,Myrceugenia,hatschbachii,VU,NA,NA,sima
Myrceugenia hoehnei,Myrtaceae,Myrceugenia,hoehnei,VU,NA,VU,sima
Myrceugenia kleinii,Myrtaceae,Myrceugenia,kleinii,VU,NA,VU,sima
Myrcia almasensis,Myrtaceae,Myrcia,almasensis,EN,NA,NA,sima
Myrcia diaphana,Myrtaceae,Myrcia,diaphana,VU,NA,VU,sima
Myrcia gilsoniana,Myrtaceae,Myrcia,gilsoniana,CR,NA,NA,sima
Myrcia hexasticha,Myrtaceae,Myrcia,hexasticha,EN,NA,EN,sima
Myrcia isaiana,Myrtaceae,Myrcia,isaiana,EN,NA,EN,sima
Myrcia limae,Myrtaceae,Myrcia,limae,EN,NA,NA,sima
Myrcia lineata,Myrtaceae,Myrcia,lineata,EN,NA,NA,sima
Myrcia magnifolia,Myrtaceae,Myrcia,magnifolia,CR,NA,NA,sima
Myrcia neocambessedeana,Myrtaceae,Myrcia,neocambessedeana,CR,NA,NA,sima
Myrcia riodocensis,Myrtaceae,Myrcia,riodocensis,CR,NA,NA,sima
Myrciaria plinioides,Myrtaceae,Myrciaria,plinioides,VU,NA,NA,sima
Neomitranthes amblymitra,Myrtaceae,Neomitranthes,amblymitra,VU,NA,EX,sima
Neomitranthes cordifolia,Myrtaceae,Neomitranthes,cordifolia,VU,NA,NA,sima
Neomitranthes gracilis,Myrtaceae,Neomitranthes,gracilis,EN,NA,EN,sima
Neomitranthes langsdorffii,Myrtaceae,Neomitranthes,langsdorffii,EN,NA,NA,sima
Neomitranthes obtusa,Myrtaceae,Neomitranthes,obtusa,EN,NA,NA,sima
Neomitranthes pedicellata,Myrtaceae,Neomitranthes,pedicellata,EN,NA,EN,sima
Neomitranthes sctictophylla,Myrtaceae,Neomitranthes,sctictophylla,EN,NA,NA,sima
Plinia callosa,Myrtaceae,Plinia,callosa,EN,NA,NA,sima
Plinia complanata,Myrtaceae,Plinia,complanata,EN,NA,EN,sima
Plinia edulis,Myrtaceae,Plinia,edulis,VU,NA,VU,sima
Plinia ilhensis,Myrtaceae,Plinia,ilhensis,EN,NA,NA,sima
Plinia muricata,Myrtaceae,Plinia,muricata,EN,NA,NA,sima
Plinia rara,Myrtaceae,Plinia,rara,EN,NA,NA,sima
Plinia renatiana,Myrtaceae,Plinia,renatiana,EN,NA,NA,sima
Psidium giganteum,Myrtaceae,Psidium,giganteum,EN,NA,EN,sima
Siphoneugena kuhlmannii,Myrtaceae,Siphoneugena,kuhlmannii,VU,NA,VU,sima
Callisthene inundata,Vochysiaceae,Callisthene,inundata,EN,NA,NA,sima
Erisma arietinum,Vochysiaceae,Erisma,arietinum,EN,NA,NA,sima
Qualea coerulea,Vochysiaceae,Qualea,coerulea,VU,NA,NA,sima
Qualea magna,Vochysiaceae,Qualea,magna,EN,NA,NA,sima
Vochysia angelica,Vochysiaceae,Vochysia,angelica,EN,NA,NA,sima
Vochysia pygmaea,Vochysiaceae,Vochysia,pygmaea,EN,NA,NA,sima
Vochysia santaluciae,Vochysiaceae,Vochysia,santaluciae,EN,NA,NA,sima
Rourea cnestidifolia,Connaraceae,Rourea,cnestidifolia,EN,NA,NA,sima
Rourea pseudospadicea,Connaraceae,Rourea,pseudospadicea,EN,NA,EN,sima
Sloanea obtusifolia,Elaeocarpaceae,Sloanea,obtusifolia,EN,NA,EN,sima
Oxalis arachnoidea,Oxalidaceae,Oxalis,arachnoidea,CR,NA,EN,sima
Oxalis bela-vitoriae,Oxalidaceae,Oxalis,bela-vitoriae,CR,NA,NA,sima
Oxalis blackii,Oxalidaceae,Oxalis,blackii,CR,NA,NA,sima
Oxalis clausenii,Oxalidaceae,Oxalis,clausenii,CR,NA,NA,sima
Oxalis diamantinae,Oxalidaceae,Oxalis,diamantinae,CR,NA,NA,sima
Oxalis doceana,Oxalidaceae,Oxalis,doceana,CR,NA,NA,sima
Oxalis hyalotricha,Oxalidaceae,Oxalis,hyalotricha,EN,NA,EN,sima
Oxalis impatiens,Oxalidaceae,Oxalis,impatiens,EN,NA,NA,sima
Oxalis kuhlmannii,Oxalidaceae,Oxalis,kuhlmannii,CR,NA,NA,sima
Oxalis mandioccana,Oxalidaceae,Oxalis,mandioccana,VU,NA,NA,sima
Oxalis paranaensis,Oxalidaceae,Oxalis,paranaensis,CR,NA,NA,sima
Oxalis praetexta,Oxalidaceae,Oxalis,praetexta,EN,NA,NA,sima
Picramnia coccinea,Picramniaceae,Picramnia,coccinea,EN,NA,NA,sima
Euplassa cantareirae,Proteaceae,Euplassa,cantareirae,EN,NA,EX,sima
Calyptranthes pileata,Myrtaceae,Calyptranthes,pileata,VU,NA,NA,sima
Euplassa nebularis,Proteaceae,Euplassa,nebularis,EN,NA,NA,sima
Euplassa semicostata,Proteaceae,Euplassa,semicostata,EN,NA,NA,sima
Panopsis multiflora,Proteaceae,Panopsis,multiflora,EN,NA,EN,sima
Roupala sculpta,Proteaceae,Roupala,sculpta,VU,NA,VU,sima
Berberis campos-portoi,Berberidaceae,Berberis,campos-portoi,VU,NA,NA,sima
Dorstenia conceptionis,Moraceae,Dorstenia,conceptionis,EN,NA,NA,sima
Dorstenia hildegardis,Moraceae,Dorstenia,hildegardis,CR,NA,NA,sima
Ficus cyclophylla,Moraceae,Ficus,cyclophylla,VU,NA,VU,sima
Maclura brasiliensis,Moraceae,Maclura,brasiliensis,EN,NA,NA,sima
Colletia exserta,Rhamnaceae,Colletia,exserta,EN,NA,NA,sima
Colletia paradoxa,Rhamnaceae,Colletia,paradoxa,EN,NA,NA,sima
Condalia buxifolia,Rhamnaceae,Condalia,buxifolia,EN,NA,NA,sima
Eugenia joenssonii,Myrtaceae,Eugenia,joenssonii,VU,NA,NA,sima
Gouania corylifolia,Rhamnaceae,Gouania,corylifolia,VU,NA,VU,sima
Gouania inornata,Rhamnaceae,Gouania,inornata,EN,NA,EN,sima
Rhamnidium glabrum,Rhamnaceae,Rhamnidium,glabrum,VU,NA,VU,sima
Scutia arenicola,Rhamnaceae,Scutia,arenicola,EN,NA,EN,sima
Pilea aparadensis,Urticaceae,Pilea,aparadensis,CR,NA,NA,sima
Pilea flammula,Urticaceae,Pilea,flammula,VU,NA,NA,sima
Eugenia pachyclada,Myrtaceae,Eugenia,pachyclada,EN,NA,NA,sima
Acanthosyris paulo-alvinii,Santalaceae,Acanthosyris,paulo-alvinii,VU,NA,NA,sima
Myracrodruon balansae,Anacardiaceae,Myracrodruon,balansae,EN,NA,NA,sima
Schinopsis balansae,Anacardiaceae,Schinopsis,balansae,EN,NA,NA,sima
Bursera simaruba,Burseraceae,Bursera,simaruba,VU,NA,NA,sima
Dacryodes edilsonii,Burseraceae,Dacryodes,edilsonii,EN,NA,NA,sima
Protium bahianum,Burseraceae,Protium,bahianum,EN,NA,NA,sima
Protium giganteum,Burseraceae,Protium,giganteum,VU,NA,NA,sima
Protium icicariba,Burseraceae,Protium,icicariba,EN,NA,NA,sima
Protium inodorum,Burseraceae,Protium,inodorum,EN,NA,NA,sima
Tetragastris occhionii,Burseraceae,Tetragastris,occhionii,EN,NA,NA,sima
Trattinnickia ferruginea,Burseraceae,Trattinnickia,ferruginea,EN,NA,NA,sima
Trattinnickia mensalis,Burseraceae,Trattinnickia,mensalis,EN,NA,NA,sima
Cedrela angustifolia,Meliaceae,Cedrela,angustifolia,EN,NA,NA,sima
Cedrela fissilis,Meliaceae,Cedrela,fissilis,VU,NA,VU,sima
Cedrela odorata,Meliaceae,Cedrela,odorata,VU,NA,VU,sima
Swietenia macrophylla,Meliaceae,Swietenia,macrophylla,VU,NA,NA,sima
Trichilia blanchetii,Meliaceae,Trichilia,blanchetii,VU,NA,NA,sima
Trichilia florbranca,Meliaceae,Trichilia,florbranca,CR,NA,NA,sima
Myrcia plusiantha,Myrtaceae,Myrcia,plusiantha,NT,NA,NA,sima
Trichilia magnifoliola,Meliaceae,Trichilia,magnifoliola,EN,NA,NA,sima
Trichilia micropetala,Meliaceae,Trichilia,micropetala,EN,NA,NA,sima
Trichilia stellato-tomentosa,Meliaceae,Trichilia,stellato-tomentosa,VU,NA,NA,sima
Almeidea coerulea,Rutaceae,Almeidea,coerulea,EN,NA,NA,sima
Andreadoxa flava,Rutaceae,Andreadoxa,flava,CR,NA,NA,sima
Conchocarpus bellus,Rutaceae,Conchocarpus,bellus,CR,NA,NA,sima
Conchocarpus cauliflorus,Rutaceae,Conchocarpus,cauliflorus,CR,NA,NA,sima
Conchocarpus marginatus,Rutaceae,Conchocarpus,marginatus,CR,NA,NA,sima
Esenbeckia irwiniana,Rutaceae,Esenbeckia,irwiniana,EN,NA,NA,sima
Euxylophora paraensis,Rutaceae,Euxylophora,paraensis,CR,NA,NA,sima
Galipea carinata,Rutaceae,Galipea,carinata,CR,NA,NA,sima
Metrodorea maracasana,Rutaceae,Metrodorea,maracasana,VU,NA,NA,sima
Nycticalanthus speciosus,Rutaceae,Nycticalanthus,speciosus,CR,NA,NA,sima
Pilocarpus alatus,Rutaceae,Pilocarpus,alatus,VU,NA,NA,sima
Pilocarpus jaborandi,Rutaceae,Pilocarpus,jaborandi,EN,NA,NA,sima
Pilocarpus microphyllus,Rutaceae,Pilocarpus,microphyllus,EN,NA,NA,sima
Pilocarpus trachylophus,Rutaceae,Pilocarpus,trachylophus,EN,NA,NA,sima
Raulinoa echinata,Rutaceae,Raulinoa,echinata,VU,NA,NA,sima
Cupania concolor,Sapindaceae,Cupania,concolor,VU,NA,VU,sima
Cupania furfuracea,Sapindaceae,Cupania,furfuracea,VU,NA,VU,sima
Melicoccus espiritosantensis,Sapindaceae,Melicoccus,espiritosantensis,EN,NA,NA,sima
Paullinia revoluta,Sapindaceae,Paullinia,revoluta,VU,NA,NA,sima
Serjania divaricocca,Sapindaceae,Serjania,divaricocca,CR,NA,NA,sima
Psidium reptans,Myrtaceae,Psidium,reptans,EN,NA,NA,sima
Talisia subalbens,Sapindaceae,Talisia,subalbens,VU,NA,NA,sima
Urvillea glabra,Sapindaceae,Urvillea,glabra,VU,NA,VU,sima
Castela tweedii,Simaroubaceae,Castela,tweedii,EN,NA,NA,sima
Homalolepis glabra,Simaroubaceae,Homalolepis,glabra,VU,NA,EX,sima
Homalolepis insignis,Simaroubaceae,Homalolepis,insignis,EN,NA,EN,sima
Homalolepis salubris,Simaroubaceae,Homalolepis,salubris,CR,NA,EX,sima
Simaba glabra,Simaroubaceae,Simaba,glabra,VU,NA,NA,sima
Simaba insignis,Simaroubaceae,Simaba,insignis,EN,NA,NA,sima
Simaba salubris,Simaroubaceae,Simaba,salubris,CR,NA,NA,sima
Simaba suaveolens,Simaroubaceae,Simaba,suaveolens,CR,NA,NA,sima
Simaba warmingiana,Simaroubaceae,Simaba,warmingiana,EN,NA,NA,sima
Crassula peduncularis,Crassulaceae,Crassula,peduncularis,CR,NA,NA,sima
Euplassa incana,Proteaceae,Euplassa,incana,VU,NA,NA,sima
Roupala asplenioides,Proteaceae,Roupala,asplenioides,EN,NA,NA,sima
Evolvulus chrysotrichos,Convolvulaceae,Evolvulus,chrysotrichos,EN,NA,EX,sima
Evolvulus glaziovii,Convolvulaceae,Evolvulus,glaziovii,VU,NA,NA,sima
Evolvulus kramerioides,Convolvulaceae,Evolvulus,kramerioides,VU,NA,NA,sima
Evolvulus rariflorus,Convolvulaceae,Evolvulus,rariflorus,VU,NA,NA,sima
Evolvulus riedelii,Convolvulaceae,Evolvulus,riedelii,EN,NA,EN,sima
Evolvulus stellariifolius,Convolvulaceae,Evolvulus,stellariifolius,EN,NA,VU,sima
Ipomoea carajasensis,Convolvulaceae,Ipomoea,carajasensis,VU,NA,NA,sima
Ipomoea cavalcantei,Convolvulaceae,Ipomoea,cavalcantei,EN,NA,NA,sima
Ipomoea daturiflora,Convolvulaceae,Ipomoea,daturiflora,VU,NA,NA,sima
Ipomoea macedoi,Convolvulaceae,Ipomoea,macedoi,CR,NA,NA,sima
Ipomoea subrevoluta,Convolvulaceae,Ipomoea,subrevoluta,VU,NA,VU,sima
Jacquemontia cephalantha,Convolvulaceae,Jacquemontia,cephalantha,VU,NA,NA,sima
Jacquemontia revoluta,Convolvulaceae,Jacquemontia,revoluta,EN,NA,NA,sima
Merremia repens,Convolvulaceae,Merremia,repens,EN,NA,NA,sima
Calibrachoa eglandulata,Solanaceae,Calibrachoa,eglandulata,EN,NA,NA,sima
Calibrachoa elegans,Solanaceae,Calibrachoa,elegans,EN,NA,NA,sima
Calibrachoa humilis,Solanaceae,Calibrachoa,humilis,EN,NA,NA,sima
Lycianthes repens,Solanaceae,Lycianthes,repens,EN,NA,NA,sima
Nicotiana mutabilis,Solanaceae,Nicotiana,mutabilis,VU,NA,NA,sima
Nierembergia pinifolia,Solanaceae,Nierembergia,pinifolia,CR,NA,NA,sima
Petunia bonjardinensis,Solanaceae,Petunia,bonjardinensis,EN,NA,NA,sima
Petunia exserta,Solanaceae,Petunia,exserta,EN,NA,NA,sima
Petunia mantiqueirensis,Solanaceae,Petunia,mantiqueirensis,EN,NA,NA,sima
Petunia reitzii,Solanaceae,Petunia,reitzii,CR,NA,NA,sima
Petunia saxicola,Solanaceae,Petunia,saxicola,CR,NA,NA,sima
Discaria americana,Rhamnaceae,Discaria,americana,VU,NA,NA,sima
Schwenckia nova-veneciana,Solanaceae,Schwenckia,nova-veneciana,CR,NA,NA,sima
Solanum arenarium,Solanaceae,Solanum,arenarium,EN,NA,NA,sima
Solanum bahianum,Solanaceae,Solanum,bahianum,EN,NA,NA,sima
Solanum graveolens,Solanaceae,Solanum,graveolens,EN,NA,NA,sima
Solanum jabrense,Solanaceae,Solanum,jabrense,EN,NA,NA,sima
Solanum paralum,Solanaceae,Solanum,paralum,EN,NA,NA,sima
Solanum restingae,Solanaceae,Solanum,restingae,EN,NA,NA,sima
Solanum santosii,Solanaceae,Solanum,santosii,VU,NA,NA,sima
Solanum spissifolium,Solanaceae,Solanum,spissifolium,CR,NA,EX,sima
Solanum viscosissimum,Solanaceae,Solanum,viscosissimum,EN,NA,NA,sima
Solanum warmingii,Solanaceae,Solanum,warmingii,EN,NA,NA,sima
Cissus apendiculata,Vitaceae,Cissus,apendiculata,EN,NA,NA,sima
Cissus inundata,Vitaceae,Cissus,inundata,VU,NA,NA,sima
Aiouea benthamiana,Lauraceae,Aiouea,benthamiana,EN,NA,NA,sima
Aiouea bracteata,Lauraceae,Aiouea,bracteata,VU,NA,VU,sima
Aiouea lehmannii,Lauraceae,Aiouea,lehmannii,EN,NA,NA,sima
Aniba ferrea,Lauraceae,Aniba,ferrea,VU,NA,NA,sima
Aniba rosaeodora,Lauraceae,Aniba,rosaeodora,EN,NA,NA,sima
Aniba santalodora,Lauraceae,Aniba,santalodora,VU,NA,NA,sima
Beilschmiedia rigida,Lauraceae,Beilschmiedia,rigida,EN,NA,NA,sima
Cinnamomum erythropus,Lauraceae,Cinnamomum,erythropus,EN,NA,NA,sima
Cinnamomum hatschbachii,Lauraceae,Cinnamomum,hatschbachii,VU,NA,NA,sima
Cinnamomum quadrangulum,Lauraceae,Cinnamomum,quadrangulum,VU,NA,NA,sima
Dicypellium caryophyllaceum,Lauraceae,Dicypellium,caryophyllaceum,CR,NA,NA,sima
Mezilaurus itauba,Lauraceae,Mezilaurus,itauba,VU,NA,NA,sima
Mezilaurus navalium,Lauraceae,Mezilaurus,navalium,EN,NA,NA,sima
Nectandra barbellata,Lauraceae,Nectandra,barbellata,VU,NA,VU,sima
Nectandra grisea,Lauraceae,Nectandra,grisea,VU,NA,NA,sima
Nectandra paranaensis,Lauraceae,Nectandra,paranaensis,VU,NA,VU,sima
Ocotea basicordatifolia,Lauraceae,Ocotea,basicordatifolia,EN,NA,VU,sima
Ocotea beulahiae,Lauraceae,Ocotea,beulahiae,EN,NA,EN,sima
Ocotea beyrichii,Lauraceae,Ocotea,beyrichii,VU,NA,VU,sima
Ocotea bragai,Lauraceae,Ocotea,bragai,EN,NA,EN,sima
Ocotea confertiflora,Lauraceae,Ocotea,confertiflora,VU,NA,NA,sima
Ocotea cryptocarpa,Lauraceae,Ocotea,cryptocarpa,EN,NA,NA,sima
Ocotea felix,Lauraceae,Ocotea,felix,EN,NA,EN,sima
Ocotea mosenii,Lauraceae,Ocotea,mosenii,VU,NA,VU,sima
Ocotea serrana,Lauraceae,Ocotea,serrana,EN,NA,EN,sima
Ocotea tabacifolia,Lauraceae,Ocotea,tabacifolia,EN,NA,EN,sima
Persea glabra,Lauraceae,Persea,glabra,CR,NA,NA,sima
Persea obovata,Lauraceae,Persea,obovata,CR,NA,CR,sima
Persea pedunculosa,Lauraceae,Persea,pedunculosa,EN,NA,NA,sima
Rhodostemonodaphne capixabensis,Lauraceae,Rhodostemonodaphne,capixabensis,EN,NA,NA,sima
Rhodostemonodaphne parvifolia,Lauraceae,Rhodostemonodaphne,parvifolia,CR,NA,NA,sima
Rhodostemonodaphne recurva,Lauraceae,Rhodostemonodaphne,recurva,EN,NA,NA,sima
Urbanodendron bahiense,Lauraceae,Urbanodendron,bahiense,VU,NA,VU,sima
Williamodendron cinnamomeum,Lauraceae,Williamodendron,cinnamomeum,CR,NA,NA,sima
Macropeplus friburgensis,Monimiaceae,Macropeplus,friburgensis,EN,NA,NA,sima
Mollinedia eugeniifolia,Monimiaceae,Mollinedia,eugeniifolia,EN,NA,NA,sima
Mollinedia longicuspidata,Monimiaceae,Mollinedia,longicuspidata,EN,NA,NA,sima
Mollinedia luizae,Monimiaceae,Mollinedia,luizae,VU,NA,VU,sima
Annona maritima,Annonaceae,Annona,maritima,VU,NA,NA,sima
Annona parviflora,Annonaceae,Annona,parviflora,EN,NA,NA,sima
Annona pickelii,Annonaceae,Annona,pickelii,VU,NA,NA,sima
Annona ubatubensis,Annonaceae,Annona,ubatubensis,EN,NA,EN,sima
Duguetia magnolioidea,Annonaceae,Duguetia,magnolioidea,EN,NA,NA,sima
Duguetia restingae,Annonaceae,Duguetia,restingae,CR,NA,NA,sima
Duguetia reticulata,Annonaceae,Duguetia,reticulata,EN,NA,NA,sima
Duguetia scottmorii,Annonaceae,Duguetia,scottmorii,CR,NA,NA,sima
Duguetia sooretamae,Annonaceae,Duguetia,sooretamae,EN,NA,NA,sima
Calibrachoa spathulata,Solanaceae,Calibrachoa,spathulata,VU,NA,NA,sima
Hornschuchia alba,Annonaceae,Hornschuchia,alba,CR,NA,NA,sima
Hornschuchia cauliflora,Annonaceae,Hornschuchia,cauliflora,EN,NA,NA,sima
Hornschuchia obliqua,Annonaceae,Hornschuchia,obliqua,EN,NA,NA,sima
Trigynaea axilliflora,Annonaceae,Trigynaea,axilliflora,CR,NA,NA,sima
Trigynaea oblongifolia,Annonaceae,Trigynaea,oblongifolia,EN,NA,EN,sima
Unonopsis riedeliana,Annonaceae,Unonopsis,riedeliana,EN,NA,NA,sima
Iryanthera campinae,Myristicaceae,Iryanthera,campinae,VU,NA,NA,sima
Virola bicuhyba,Myristicaceae,Virola,bicuhyba,EN,NA,EN,sima
Virola parvifolia,Myristicaceae,Virola,parvifolia,VU,NA,NA,sima
Virola surinamensis,Myristicaceae,Virola,surinamensis,VU,NA,NA,sima
Aristolochia hypoglauca,Aristolochiaceae,Aristolochia,hypoglauca,EN,NA,NA,sima
Aristolochia odora,Aristolochiaceae,Aristolochia,odora,VU,NA,EX,sima
Peperomia cordigera,Piperaceae,Peperomia,cordigera,VU,NA,NA,sima
Peperomia gracilis,Piperaceae,Peperomia,gracilis,EN,NA,EN,sima
Peperomia guarujana,Piperaceae,Peperomia,guarujana,CR,NA,EX,sima
Peperomia hemmendorffii,Piperaceae,Peperomia,hemmendorffii,EN,NA,EX,sima
Peperomia itatiaiana,Piperaceae,Peperomia,itatiaiana,EN,NA,EX,sima
Peperomia loefgrenii,Piperaceae,Peperomia,loefgrenii,EN,NA,EX,sima
Peperomia rostulatiformis,Piperaceae,Peperomia,rostulatiformis,EN,NA,EX,sima
Peperomia rufispica,Piperaceae,Peperomia,rufispica,CR,NA,NA,sima
Peperomia suboppositifolia,Piperaceae,Peperomia,suboppositifolia,EN,NA,NA,sima
Piper amparoense,Piperaceae,Piper,amparoense,EN,NA,EX,sima
Piper anostachyum,Piperaceae,Piper,anostachyum,EN,NA,EN,sima
Piper barretoi,Piperaceae,Piper,barretoi,EN,NA,NA,sima
Piper bennettianum,Piperaceae,Piper,bennettianum,VU,NA,NA,sima
Piper carautensei,Piperaceae,Piper,carautensei,EN,NA,NA,sima
Piper casteloense,Piperaceae,Piper,casteloense,EN,NA,NA,sima
Piper duartei,Piperaceae,Piper,duartei,VU,NA,NA,sima
Piper edwallii,Piperaceae,Piper,edwallii,EN,NA,EX,sima
Piper hoehnei,Piperaceae,Piper,hoehnei,EN,NA,EX,sima
Piper juliflorum,Piperaceae,Piper,juliflorum,EN,NA,NA,sima
Piper kuhlmannii,Piperaceae,Piper,kuhlmannii,VU,NA,EX,sima
Piper laevicarpum,Piperaceae,Piper,laevicarpum,EN,NA,NA,sima
Piper loefgrenii,Piperaceae,Piper,loefgrenii,VU,NA,EX,sima
Piper oblancifolium,Piperaceae,Piper,oblancifolium,EN,NA,EX,sima
Piper piritubanum,Piperaceae,Piper,piritubanum,EN,NA,EX,sima
Piper rioense,Piperaceae,Piper,rioense,EN,NA,NA,sima
Piper sampaioi,Piperaceae,Piper,sampaioi,CR,NA,NA,sima
Piper scabrellum,Piperaceae,Piper,scabrellum,EN,NA,EX,sima
Sagittaria lancifolia,Alismataceae,Sagittaria,lancifolia,VU,NA,NA,sima
Anthurium jureianum,Araceae,Anthurium,jureianum,VU,NA,NA,sima
Anthurium langsdorffii,Araceae,Anthurium,langsdorffii,EN,NA,NA,sima
Anthurium lucidum,Araceae,Anthurium,lucidum,EN,NA,NA,sima
Anthurium luschnathianum,Araceae,Anthurium,luschnathianum,EN,NA,NA,sima
Anthurium radicans,Araceae,Anthurium,radicans,VU,NA,NA,sima
Anthurium xanthophylloides,Araceae,Anthurium,xanthophylloides,VU,NA,NA,sima
Heteropsis flexuosa,Araceae,Heteropsis,flexuosa,VU,NA,NA,sima
Philodendron fragile,Araceae,Philodendron,fragile,EN,NA,NA,sima
Philodendron spiritus-sancti,Araceae,Philodendron,spiritus-sancti,EN,NA,NA,sima
Acrocomia emensis,Arecaceae,Acrocomia,emensis,VU,NA,VU,sima
Allagoptera brevicalyx,Arecaceae,Allagoptera,brevicalyx,VU,NA,NA,sima
Attalea barreirensis,Arecaceae,Attalea,barreirensis,VU,NA,NA,sima
Attalea brasiliensis,Arecaceae,Attalea,brasiliensis,EN,NA,NA,sima
Bactris timbuiensis,Arecaceae,Bactris,timbuiensis,EN,NA,NA,sima
Butia capitata,Arecaceae,Butia,capitata,VU,NA,NA,sima
Butia eriospatha,Arecaceae,Butia,eriospatha,VU,NA,NA,sima
