"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"170","2011-02-18 16:05:00-02","MO","MOBOT","2457498","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","G. Hieronymus","Hieronymus s.n.3","South America","Argentina","Córdoba","Córdoba prope urbem",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Denton, M. F., VI-","1878","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","2480344","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","John L. Morrison","Morrison 16834","South America","Chile","Valparaiso","El Tranque, Viña del Mar, ca. 12 km from Valparaiso; rock crevices along the stream above lake water.","50.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1938","12","10","Valparaiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2009-08-05 16:34:00-03","MO","MOBOT","2480415","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Erich Werdermann","Werdermann 174","South America","Chile","Coquimbo","Rivadavia.","800.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1923","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2015-08-12 05:57:00-03","MO","MOBOT","2514372","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Florentino Felippone","Felippone 4557","South America","Uruguay","Montevideo","Malvin",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2012-04-24 15:33:00-03","MO","MOBOT","2514392","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W.G. Herter","Herter 132a","South America","Uruguay","Montevideo","La Paz. República Oriental del Uruguay. Lapicidin. Ad Aqu. Soli Exp.","50.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1924","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"175","2008-05-27 22:02:00-03","MO","MOBOT","265890","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Charlotte M. Taylor","Taylor 10203","South America","Chile","Bíobío","Hills above and behind the University of Concepción in recent forest. Cutover hills. Mediterranean climate with maritime influences.","100.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","G.C. Tucker (EIU)","1990","11","18","Concepción","-73.03333","-36.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","23"
"176","2014-07-14 04:12:00-03","MO","MOBOT","2923970","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hno. Daniel","Daniel 951","South America","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Hno. Daniel",NA,NA,NA,"Medellín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"177","2016-05-20 16:33:00-03","MO","MOBOT","2941758","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","S. Torres Robles","Torres Robles 612","South America","Argentina","Buenos Aires","Estancia Cuini.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","G.C. Tucker (EIU)","2001","12","22","Ramallo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"178","2016-01-27 05:26:00-02","MO","MOBOT","3033953","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Alberto R. Cuezzo","Cuezzo 1493","South America","Argentina","San Juan","Marquesado.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1945","11","27","Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2016-01-27 05:26:00-02","MO","MOBOT","3033955","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Alberto R. Cuezzo","Cuezzo 1133","South America","Argentina","San Juan","Chimbrás. Dep. Xesamparados.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1945","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2009-07-13 11:42:00-03","MO","MOBOT","3033959","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Otto Zöllner","Zöllner 15182","South America","Chile",NA,"In province los Andes in Riecillo.","1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1989","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2011-02-18 16:20:00-02","MO","MOBOT","3033967","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","F. Kurtz","Kurtz 12866","South America","Argentina","Córdoba","Ciudad de Córdoba: Río Primero.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1904","12","23","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2008-05-27 22:02:00-03","MO","MOBOT","3033971","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Fred G. Meyer","Meyer 9412","South America","Chile",NA,"Plants of Juan Fernandez Islands. Mas Afuera. On rocks and on the walking trail between Quebrada Vacas and Q. Angosta.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1965","12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","3033984","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Frieda Billiet|B. Jadin","Billiet 5666","South America","Chile",NA,"Région, Province: archipel Juan Fernandez. Île de Robinson Crusoë, Puerto Francés, quebrada Sopaipilla. Bord de ruisseau.","10.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","G.C. Tucker","1991","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2008-05-27 22:02:00-03","MO","MOBOT","3033985","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Fred G. Meyer","Meyer 9543","South America","Chile",NA,"Plants of Juan Fernandez Islands. Mas Atierra. By a small stream behind the settlement of San Juan Baustista, Cumberland Bay.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1965","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2009-09-03 17:30:00-03","MO","MOBOT","3033987","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Henry H. Rusby","Rusby 106","South America","Chile","Valparaiso","Near Valparaiso.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1885","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2008-05-27 22:02:00-03","MO","MOBOT","3033988","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Smith","Smith 130","South America","Uruguay","Maldonado","Lobos Island, Maldonado.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1922","12","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2008-05-27 22:02:00-03","MO","MOBOT","3033989","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","H. Roivainen","Roivainen 2997","South America","Chile",NA,"Prov. de Cautin, Temuco, orilla pedregosa húmeda del Río Cautin, escasamente.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1970","3","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2016-11-15 05:15:00-02","MO","MOBOT","3033990","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Antonio C. Krapovickas","Krapovickas 2973","South America","Argentina","Buenos Aires","Caudil. En el cerro Leones.","300.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1946","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2013-05-13 09:28:00-03","MO","MOBOT","3034054","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L. Mateos","Mateos 46","South America","Argentina","Buenos Aires","Pdo. Berazategui. Loc. Plantanos.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Gordon C. Tucker (EIU)","1991","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"190","2008-05-27 22:02:00-03","MO","MOBOT","3043248","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","MERTENS","MERTENS s.n.","South America","Chile","Valparaiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2008-08-07 03:32:00-03","MO","MOBOT","3084773","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Otto Buchtien","Buchtien 4157","South America","Bolivia","La Paz","Milluhuaya","1300.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Foster's catalog note file","1917","12",NA,"Nor Yungas","-67.616667","-16.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2010-05-22 23:19:00-03","MO","MOBOT","3084775","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Otto Kuntze","Kuntze 113","South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2011-02-17 16:16:00-02","MO","MOBOT","3084778","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","K. Pflanz","Pflanz 2005","South America","Bolivia","Tarija","Villamontes",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Foster's catalog note file",NA,NA,NA,"Gran Chaco","-63.5","-21.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2014-03-14 08:44:00-03","MO","MOBOT","3084786","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Martín Cárdenas","Cárdenas Hermosa 201","South America","Bolivia","Tarija","Jurina","1800.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Foster's catalog note file","1932",NA,NA,"Cercado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"195","2009-07-31 05:58:00-03","MO","MOBOT","921999","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","James West","West 3686","South America","Peru","Apurimac","Chincheros; edges of irrigation ditches near town.","2930.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1935","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2010-11-28 09:43:00-02","MO","MOBOT","2456952","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Arturo E. Ragonese","Ragonese s.n.14","South America","Argentina","Buenos Aires","Avda. Mitre frente al Club Nautico Buchardo",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1968","3","17","San Isidro",NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2013-12-01 05:44:00-02","MO","MOBOT","2480361","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Ernesto Barros","Barros 9341","South America","Chile","Bíobío","Santa Bárbara, Huachi",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1951","2","6","Bíobío",NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-07-06 12:32:00-03","MO","MOBOT","2480380","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis compactus","Otto Buchtien","Buchtien s.n.28","South America","Chile","Los Lagos","In Sümpfen",NA,NA,NA,NA,NA,NA,NA,NA,"(E. Desv.) Kük.",NA,"1899",NA,NA,NA,NA,NA,NA,"compactus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"199","2015-12-13 13:09:00-02","MO","MOBOT","2440489","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","G. Dawson","Dawson 906","South America","Argentina","Buenos Aires","Berazategui. Gutierrez F.C.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1939","12","16",NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2014-11-11 17:28:00-02","MO","MOBOT","2440494","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","A.E. Lanfranchi","Lanfranchi 936","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","12","3","Tigre",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2012-04-13 09:43:00-03","MO","MOBOT","2441666","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Roberto Kiesling|O. Ferrari","Kiesling 8522","South America","Argentina","San Juan","Rawson. Finca de Olivos y de almendros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","11","27",NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2015-02-02 22:40:00-02","MO","MOBOT","2454822","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","A. Bertels","Bertels 1426","South America","Brazil","Rio Grande do Sul","Seival",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barros, M.","1953","1","16",NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-06-24 16:47:00-03","MO","MOBOT","2456970","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Anonymous","Anonymous s.n.32","South America","Argentina","Distrito Federal","Recoleta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902","3",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"204","2020-07-08 07:57:00-03","MO","MOBOT","2456984","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Maevia N. Correa","Correa s.n.17","South America","Argentina","Buenos Aires","Felta, río Luján, arroyo Guayracá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","3",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"205","2010-03-15 10:30:00-03","MO","MOBOT","2457001","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Cleofé E. Calderón","Calderón s.n.0","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2011-04-11 12:15:00-03","MO","MOBOT","2457015","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.92","South America","Argentina","Buenos Aires","Lomas de Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-08-06 11:21:00-03","MO","MOBOT","2457032","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.93","South America","Argentina","Buenos Aires","Arroyo Vivasbá (camino a M. del Plata)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1932","2",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"208","2011-04-11 12:15:00-03","MO","MOBOT","2457063","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.90","South America","Argentina","Buenos Aires","Mar del Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1933","1","5","General Pueyrredón",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2011-04-11 12:15:00-03","MO","MOBOT","2457082","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.91","South America","Argentina","Buenos Aires","Mar del Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Pueyrredón",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2009-12-07 20:37:00-02","MO","MOBOT","2457097","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Ana M. Ragonese|Rosa Guaglianone","Ragonese s.n.19","South America","Argentina","Buenos Aires","Cerca del río, al fondo calle Primera Junta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967","11","27","San Isidro",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2011-04-11 12:15:00-03","MO","MOBOT","2457112","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.89","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1927","3","2","Vicente López",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2011-04-11 12:15:00-03","MO","MOBOT","2480405","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken s.n.94","South America","Chile",NA,"Palermo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1909","12","25",NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2015-08-12 05:57:00-03","MO","MOBOT","2514397","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 5573","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2010-08-12 11:02:00-03","MO","MOBOT","2480430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Hugo Gunckel","Gunckel 14325","South America","Chile","Araucanía","Trailanqui","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1933","12","6","Cautín",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-08-06 11:39:00-03","MO","MOBOT","2480448","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","C.M. Hicken","Hicken 4","South America","Chile","Santiago","Santiago, lecho del Mapocho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1922","2",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"216","2008-05-27 22:02:00-03","MO","MOBOT","2480468","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Vidal","Vidal s.n.","South America","Chile","Valparaiso","Isla de Pascua. Rapa - Nui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936",NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-07-22 13:02:00-03","MO","MOBOT","2480489","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Hugo Gunckel","Gunckel 13679","South America","Chile","Valparaiso","Isla de Pascua. (Rapa-Nui)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1936","11",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"218","2009-11-16 06:43:00-02","MO","MOBOT","2480504","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","T.H. Goodspeed","Goodspeed 16843","South America","Chile","Valparaiso","El Tranque, Vina del Mar, ca. 12 km from Valparaiso, rock crevices along the estream above lake water","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1938","12","10","Valparaiso",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2013-12-01 05:44:00-02","MO","MOBOT","2480524","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Ernesto Barros","Barros 9338","South America","Chile","Bíobío","Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","2","10","Bíobío",NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2010-08-12 11:02:00-03","MO","MOBOT","2480541","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Hugo Gunckel","Gunckel 13670","South America","Chile","Bíobío","Cerro Caracol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1941","1","3","Concepción","-73.03333","-36.83333",NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2010-08-12 11:02:00-03","MO","MOBOT","2480557","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Hugo Gunckel","Gunckel 13676","South America","Chile","Bíobío","Cerro Caracol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1941","1","3","Concepción","-73.03333","-36.83333",NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-07-10 10:19:00-03","MO","MOBOT","2514410","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 2898","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1918",NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"223","2020-07-10 10:19:00-03","MO","MOBOT","2514423","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 2264","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1918",NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"224","2015-08-12 05:57:00-03","MO","MOBOT","2514437","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 3325","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-07-10 10:19:00-03","MO","MOBOT","2514451","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 2640","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1918",NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"226","2020-07-10 10:19:00-03","MO","MOBOT","2514464","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 3326","South America","Uruguay",NA,"Jardín Universidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1920","2",NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"227","2015-08-12 05:57:00-03","MO","MOBOT","2514478","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 3085","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2015-08-12 05:57:00-03","MO","MOBOT","2514492","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 3953","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2015-08-12 05:57:00-03","MO","MOBOT","2514508","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 4923","South America","Uruguay",NA,"Clla. Pereyra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2015-08-12 05:57:00-03","MO","MOBOT","2514523","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Florentino Felippone","Felippone 5391","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
