"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"147","2019-11-01 15:14:44-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Castro, BM","154","2015","02","23","Southern America","Brasil","Distrito Federal","Subida da 27, Lago Sul.","-47.815261","-15.833781","1069","1069",NA,"Material testemunha do Trabalho de Conclusão de Curso (Ciências Ambientais). Aluno: Bruno Mesquita Castro (2015). Florística de Trepadeiras nativas do Bioma Cerrado. Orientação: Lucia Helena Soares-Silva; Racemos axilares, pentâmeras","UB0031561","UB0031561","Castro, BM","Brasília",NA,NA,"2015","02",NA,"-47.815261","-15.833781",NA,NA,NA,NA
"148","2019-11-01 15:14:44-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Pires, JM; Black, GA","2066","1950","05","24","Southern America","Brasil","Maranhão","Ilha dos Botes, duas légua abaixo de Carolina, Rio Tocantins",NA,NA,NA,NA,NA,NA,"UB0007280","UB0007280","Araújo, D",NA,NA,NA,"2015","08","27",NA,NA,NA,NA,NA,NA
"149","2018-08-03 22:13:46-03","UFMT","UFMT","28428","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Dario, F.R.; Nave, A.G.; Lopes, R.F.; Carneiro, P.H.M.","1146","1997","03","29",NA,"Brasil","Mato Grosso","Estrada Gaúcha do Norte - Rio Coluene.","-53.034444","-13.382778",NA,NA,NA,"Doação BIRD/PRODEAGRO/SEPLAN-MT.; Liana , flor amarela.; Floresta Ombrófila Aberta/Mata ciliar.","UFMT00028428",NA,"Kirizawa, M.; Xifreda, C.C.","Gaúcha do Norte",NA,NA,"2018","07","11","-53.034444","-13.382778",NA,NA,NA,NA
"150","2018-12-04 20:28:08-02","UNIR","RON","10869","RON","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Medeiros, H","1610","2015","04","19","Southern America","Brasil","Rondônia","Floresta Nacional do Jamari. Linha do Modulo de Pe, Afloramento granitico rochoso com dominância de Cocolospermum spp. e mancha de bambu.","-62.903808","-9.272381",NA,NA,NA,"Liana, infrutescência imatura verde.","RON00010869","RON00010869","Mendes-Silva, I","Itapuã do Oeste",NA,NA,"2016","11",NA,"-62.903808","-9.272381",NA,NA,NA,NA
"151","2018-12-04 20:28:08-02","UNIR","RON","11104","RON","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Bigio, NC","1734","2015","06","05","Southern America","Brasil","Rondônia","Vale das Cachoeiras. Trilha pra cachoeira., Floresta de Terra Firme. Borda de cachoeira.","-62.376389","-10.918889",NA,NA,NA,"Liana. Folhas verdes amareladas. Flores passadas marrons.","RON00011104","RON00011104","Mendes-Silva, I","Nova União",NA,NA,"2017","05","12","-62.376389","-10.918889",NA,NA,NA,NA
"152","2017-05-19 21:50:04-03","UNIR","RON","11152","RON","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Bigio, NC","1783","2015","06","07","Southern America","Brasil","Rondônia","REBIO Jaru. Trilha da LBA., Mata de Terra Firme. Afloramento rochoso.","-61.900083","-10.117722",NA,NA,NA,NA,"RON00011152","RON00011152","Mendes-Silva, I","Ji-Paraná",NA,NA,"2016","08",NA,"-61.900083","-10.117722",NA,NA,NA,NA
"153","2018-12-04 20:28:08-02","UNIR","RON","1715","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Duarte, C","25","1994","03","09","Southern America","Brasil","Rio de Janeiro","Área de Proteção Ambiental do Cairuçu.","-44.7131004333496","-23.2178001403809","280","280",NA,"Trepadeira. Folhas membrnáceas, verde discolores. Flor com cálice e corola alvos. Botão alvo.","RON00001715","RON00001715","Couto, RS","Paraty","34470","auto","2010","04","27",NA,NA,NA,NA,NA,NA
"154","2018-12-04 20:28:08-02","UNIR","RON","1714","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Bovini, MG","2561","2006","03","17","Southern America","Brasil","Rio de Janeiro","Área de Proteção Ambiental do Cairuçu.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Escandente, heliófila, cerca de 3m do solo. Folhas membranáceas, concolores. Flores masculinas amareladas.","RON00001714","RON00001714","Couto, RS","Paraty","34470","auto","2010","04","27",NA,NA,NA,NA,NA,NA
"155","2018-12-04 20:28:08-02","UNIR","RON","1209","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Teixeira, lOA","11423","1983","02","09","Southern America","Brasil","Rondônia","Estrada Porto Velho-Cuiabá, BR 364, KM 15., Vegetação rupestre, 40m mais elevada que o restante da área.","-63.9039001464844","-8.76194000244141",NA,NA,NA,"Cipó, frutos imaturos verdes.","RON00001209","RON00001209","Mendes-Silva, I","Porto Velho","333357","auto","2014","06",NA,NA,NA,NA,NA,NA,NA
"156","2018-12-04 20:28:08-02","UNIR","RON","1713","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Jesus, FA de","654","1970","05","18","Southern America","Brasil","Bahia","Salobrinho.","-39.0494003295898","-14.7889003753662",NA,NA,NA,"Planta muito comum, flor esverdeada, estames amarelos, batata globosa com bastante amido. Não comestível.","RON00001713","RON00001713","Couto, RS","Ilhéus","61245","auto","2010","04","27",NA,NA,NA,NA,NA,NA
"157","2018-12-04 20:28:08-02","UNIR","RON","5087","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Bigio, NC","418","2012","05","26","Southern America","Brasil","Rondônia","Serra dos Pacaas Novos, Ramal que corta a BR -341, Mata de Cipó, na Serra dos Paccaás Novos.","-65.156667","-10.754444","180","180",NA,"Trepadeira, abundante, folhas codiformes, coriacea, pilosa verde clara, frutos, 3-alados, frutos deiscentes, liberando semente alada, marrons.","RON00005087","RON00005087","Mendes-Silva, I","Guajará-Mirim",NA,NA,"2014","06",NA,"-65.156667","-10.754444",NA,NA,NA,NA
"158","2018-12-04 20:28:08-02","UNIR","RON","883","S","Plantae","Angiosperma","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Pereira-Silva, G","15141","2010","03","23","Southern America","Brasil","Rondônia","Jaci-Paraná. Margem esquerda do Rio Madeira (área com afloramento rochoso, em frente à corredeira de Jirau). Plano. Solo argiloso com alta presença de matacões de granito.","-64.726389","-9.321389","85","85",NA,"Ocasional. Frutos imaturos verdes. Erva trepadeira.; Floresta estacional semidecidual. Área de influência direta (lago).","RON00000883","RON00000883","Mendes-Silva, I","Porto Velho",NA,NA,"2014","06",NA,"-64.726389","-9.321389",NA,NA,NA,NA
"159","2020-05-07 17:14:42-03","IBt","SP","267353","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Nee, M","35016","1987","04","24",NA,"Brasil","Rondônia",NA,"-63.616667","-10.65","300","300",NA,NA,NA,NA,NA,"Porto Velho",NA,NA,NA,NA,NA,"-63.616667","-10.65",NA,NA,NA,NA
"160","2020-08-27 12:19:40-03","IBt","SP","304189","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Rodrigues, E","s.n.","1995","10","10",NA,"Brasil","Amazonas","Parque Nacional do Jaú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-09-17 08:57:51-03","IBt","SP","316712","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Dário, FR","1146","1997","03","29",NA,"Brasil","Mato Grosso",NA,"-53.0797004699707","-13.2421998977661",NA,NA,NA,NA,NA,NA,NA,"Gaúcha do Norte","152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-10 11:27:36-03","IBt","SP","397482","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Stehmann, JR","3053","2002","03","24",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"Marliéria","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-01-11 11:19:59-03","IBt","SP","473653","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Duarte, C","25","1994","03","09",NA,"Brasil","Rio de Janeiro",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,"Parati","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-01-11 11:19:59-03","IBt","SP","473654","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Marquete, R","1695","1994","04","19",NA,"Brasil","Rio de Janeiro",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,"Parati","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-10 11:27:36-03","IBt","SP","397089","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Lima, HC","4651","1993","06","21",NA,"Brasil","Rio de Janeiro","Reserva Biológica de Poço das Antas","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,"Silva Jardim","29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2014-09-23 10:57:15-03","G","G","G00098815","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth","ISOTYPUS of Dioscorea stegelmanniana R. Knuth","Ule, E. H. G.","9178","1911",NA,"00","AMERIQUE DU SUD","Brazil","Amazonas",NA,"-64.09583333","-7.37",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=119299&base=img&lang=en","G00098815","G00098815","?","Seringal São Francisco",NA,NA,NA,NA,NA,"-64.09583333","-7.37",NA,NA,NA,NA
