"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"677","2013-11-26 05:40:00-02","MO","MOBOT","3249063","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 7031","2005","12","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.D. Tortosa (BAA)","Chuquisaca","Hernando Siles","Piedemonte Serranía Los Milagros. Camino Guayabillar-Cañon Largo. Bosque alto denso, en depresión de serranías. Bosque Premontano Tucumano-Boliviano. En el dosel Ficus spp., Diatenopteryx sorbifolia, Chrysophyllum gonocarpum y Nectandra angusta. En el sotobosque abunda Piper tucumanensis, Celtis iguanaea y Randia armata. En el estrato herbáceo de área abierta Petiveria alliacea.","-64.05083","-20.31916",NA,"1811.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2012-08-29 05:11:00-03","MO","MOBOT","3257896","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Michael H. Nee|Jun Wen","Nee 53770","2006","1","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Nee (NY)","Santa Cruz","Ichilo","Along the road from Buena Vista to Huaytú, 7 km S from central square in Buena Vista. Nearly level, former tropical evergreen forest, now converted to fields, pastures and much brushy roadsides and secondary growth.","-63.65388","-17.47416",NA,"355.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2009-12-04 16:24:00-02","MO","MOBOT","3315306","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gert G. Hatschbach|J.M. Silva","Hatschbach 51545","1987","10","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","G. Hatschbach","Mato Grosso do Sul",NA,"Campestre (mun. Antonio Joao).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2008-05-27 22:02:00-03","MO","MOBOT","3315806","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Troels M. Pedersen","Pedersen 14721","1986","10","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek","T.M.P","Mato Grosso do Sul",NA,"Mun. Guia Lopes da Laguna: on road (BR-267) from Maracajú to Guia Lopes about 12 km W or Ervania. Open, apparently undisturbed woodland, trees 5-7 m high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2008-05-27 22:02:00-03","MO","MOBOT","3319587","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Michael H. Nee","Nee 35896","1987","8","30","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Nee","Santa Cruz","Andrés Ibáñez","El Hondo, 8 km. (by air) NW of Terevinto, fine sandy soil, low brushy woods and disturbed areas at village, on rolling topography of valley of Quebrada Infiernillo.","-63.43333","-17.66666",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2011-07-05 13:45:00-03","MO","MOBOT","3391528","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","J. Alberto Peñaranda|H. Huaylla|J. Vedia","Peñaranda 255","2006","12","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Nee (NY)","Chuquisaca","Hernando Siles","Comunidad El Porveir. Pasando a lugares abiertos con pastizales cicundante a propiedades de hacendados.","-63.8922222","-20.6680556",NA,"809.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"683","2013-07-22 16:25:00-03","MO","MOBOT","3399766","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","J. Alberto Peñaranda|H. Huaylla|J. Vedia","Peñaranda 214","2006","12","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.Liesner (MO)","Chuquisaca","Hernando Siles","Ca. 26 km de Monteagudo camino hacia Rosario del Ingre. Bosque Chaco Serrano con restos de Bosque Tucumano-Boliviano en quebradas y laderas protegidas; pasando a lugares abiertos con pastos y hacienda.","-63.8825","-20.0458333",NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"684","2008-05-27 22:02:00-03","MO","MOBOT","3403461","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","CENTURION","CENTURION 1202","1990","10","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusetr(?)/96","Santa Cruz","Andrés Ibáñez","Quebrada Cellejas, a 5 km de Cotoca al NO. 63º00' W; 17º42'S.",NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2013-11-26 05:40:00-02","MO","MOBOT","3404751","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Julia Gutiérrez R.","Gutiérrez Romero 1094","2004","12","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","A. Pool","Chuquisaca","Tomina","Llantoj Aprox. 800m, antes llegar a Llantoj, de La Florida subiendo hacia el E de la Serrania de Kaska Orcko. 19º09'46 L.S 64º03'42,1 L.W. Bosque montano Boliviano-Tucumano, localizado en ladera media expuesto al W, rico en Lauraceas, Juglandaceas, Leguminosas y abundantes Pterydofitos y Briof., doceles de 22m. Creciendo en pendientes inferiores, especie poco frecuente.",NA,NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"686","2008-05-27 22:02:00-03","MO","MOBOT","3407469","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","O.W. Stutter","Stutter 041","1990",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Liesner","Santa Cruz","Ichilo","Buena Vista 17º28'S, 63º40'W",NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2008-05-27 22:02:00-03","MO","MOBOT","3407528","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","O.W. Stutter","Stutter 027","1990",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","Dr. M. Nee","Santa Cruz","Ichilo","17º51'S, 64º01'W.",NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2014-01-02 05:36:00-02","MO","MOBOT","3421473","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luzmila Arroyo P.|M. Vargas|D. Villarroel|C. Roth","Arroyo Padilla 3714","2006","11","4","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.D. Tortosa (BAA)","Santa Cruz","Andrés Ibáñez","Rio Güenda y alrededores. Bosque secundario a orillas del río.","-63.44416","-17.66555",NA,"418.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2015-04-21 05:44:00-03","MO","MOBOT","3429733","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Luzmila Arroyo P.|M. Vargas|Ivan Linneo|C. Roth","Arroyo Padilla 3631","2006","10","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.D. Tortosa (BAA)","Santa Cruz","Nuflo de Chavez","Camino norte de Concepción; balneario Zapocó.","-62.04333","-16.13111",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2008-05-27 22:02:00-03","MO","MOBOT","3433302","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ute Lachner","Lachner 37","1981","6","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Velasco","Depto. San Ignacio de Velasco. San Juan de Lomerio, path to Lavanda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2013-06-18 05:46:00-03","MO","MOBOT","3444256","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","M. Jiménez|C. Ortiz|A. Flores","Jiménez 433","2007","10","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Tortosa (BAA)","Chuquisaca","Luis Calvo","Municipio Villa Vaca Guzman, Canton Iguembe.","-63.7802778","-20.7016667",NA,"1090.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"692","2013-06-18 05:46:00-03","MO","MOBOT","3461935","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Alfonso Flores|M. Jiménez","Flores 24","2008","1","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R. Tortosa (BAA)","Chuquisaca","Hernando Siles","Canton Rosadio del Ingre, comunidad Villa Hermosa.","-63.8575","-20.5119444",NA,"973.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"693","2013-10-07 13:48:00-03","MO","MOBOT","3469769","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Maribel Vargas C.|Y. Inturias|Mary Mendizábal","Vargas Contreras 359","2007","9","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Santa Cruz","Florida","A orillas del camino, entre la escuela y el circuito Cola de Mono bosque secundario semi-caducifolio, acompañan Astronium urundeuva, Myroxylum peruiferum, Schinopsis haenkeana y Parapiptadenia excelsa.","-63.6744445","-18.2786111",NA,"1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"694","2014-01-02 05:36:00-02","MO","MOBOT","3581593","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","D. Villarroel","Villarroel Segarra 213","2005","11","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","D. Villarroel (USZ)","Santa Cruz","Florida","Localidad de Bella Vista, Afloramientos rocosos, con vegetación secundaria, arbustos como Tibouchinia sp., Lithraea ternifolia, Mauria spp Buddleja sp., Dodonea viscosa y otros.","-63.6666667","-18.25",NA,"1755.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"695","2014-01-02 05:36:00-02","MO","MOBOT","3581662","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","D. Villarroel|Maribel Vargas C.|F. Seidel","Villarroel Segarra 294","2006","2","5","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","D. Villarroel (USZ)","Santa Cruz","Florida","Localidad de Bella Vista, camino entre la escuela y la entrada del sendero ecológico Cola de Mono, presentando bosques con un dosel entrre los 15 y 17 m, conformado por Anadenanthera colubrina, Aralia sorantensis, Machaerium scleroxylum y Siphoneugena occidentalis.","-63.6827778","-18.2819445",NA,"1320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"696","2014-01-02 05:36:00-02","MO","MOBOT","3581951","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","D. Villarroel|Michael H. Nee|M. Condon","Villarroel Segarra 351","2006","2","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","D. Villarroel (USZ)","Santa Cruz","Ichilo","Camino a la Chonta a 2 km. del camino a Huaytu.","-63.6241667","-17.59",NA,"370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"697","2019-02-19 04:30:00-03","MO","MOBOT","3586686","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Manuel Rojas Vargas","Vargas 295","2007","1","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","M. Vargas (USZ)","Santa Cruz","Florida","Bella Vista, a orillas de la quebrada la Lagunilla, camino asia el circuito ecoturistico Chorro del Fraile, vegetacíon ribereña.","-63.6791667","-18.3191667",NA,"1249.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"698","2015-12-03 08:55:00-02","MO","MOBOT","772371","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Rosa Degen","Zardini 3772","1987","11","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","G. Nesom (TEX)","Cordillera",NA,"Cerro Tobati. En el bosque.","-57.0833333","-25.2833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-79","4"
"699","2008-05-27 22:02:00-03","MO","MOBOT","810042","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 35959","1993","6","1","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Cordillera",NA,"Between Emboscada and Nueva Colombia. Cerrado forest.","-57.31666","-25.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"822","4"
"700","2011-06-09 17:35:00-03","MO","MOBOT","813155","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Tulio Tillería","Zardini 38730","1994","3","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"2 km N of Arroyo Tagatiyá-Guazú. Savanna woodland on limestones.","-57.43333","-22.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"887","4"
"701","2011-06-09 17:35:00-03","MO","MOBOT","813202","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Tulio Tillería","Zardini 38758","1994","3","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"2 km N of Arroyo Tagatiyá-Guazú. Savanna woodland on limestones.","-57.43333","-22.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"887","4"
"702","2008-05-27 22:02:00-03","MO","MOBOT","813537","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 38952","1994","3","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Estancia Santa Maria. Savanna on limestones.","-57.46666","-22.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"895","3"
"703","2012-08-10 15:13:00-03","MO","MOBOT","934257","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","M. Toledo G.|G. Montaño|P. Pedro","Toledo G. 401","1994","11","14","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Santa Cruz","Nuflo de Chavez","Región de Lomerio; 2 km al Sur de la plaza cerca del río Zapocó de la comunidad de Palmira. Sabana arbolada.","-61.9347222","-16.7516667",NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"704","2013-01-28 05:13:00-02","MO","MOBOT","934878","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","René Guillén V.|G. Salvatierra","Guillén Villarroel 2300","1994","10","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Velasco","Campamento EL REFUGIO. En la primera loma camino a la meseta. En bosque siempre verde.","-60.76138","-14.55833",NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2008-05-27 22:02:00-03","MO","MOBOT","939319","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","R.C. Quevedo","Quevedo Sopepí 21","1989","10","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Nuflo de Chavez","La Guardia, a 20 km de la ciudad de Santa Cruz en linea recta al SO.","-63.25","-17.81666",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2013-07-22 16:16:00-03","MO","MOBOT","941001","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bonifacio Mostacedo C.|J.L. López","Mostacedo C. 2397","1994","9","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","R.Liesner (MO)","Santa Cruz","Andrés Ibáñez","Campus universitario de la U.A.G.R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"707","2013-01-28 05:13:00-02","MO","MOBOT","941359","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","René Guillén V.","Guillén Villarroel 2722","1994","12","4","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusata (BAA)","Santa Cruz","Velasco","Camino de empalme de los Fierros al Chore.","-61.15972","-14.34583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2011-06-09 18:10:00-03","MO","MOBOT","941861","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bonifacio Mostacedo C.","Mostacedo C. 2420","1994","10","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Santa Cruz","Andrés Ibáñez","Cotoca, 1 km al S del pueblo camino a Paurito.","-63.01666","-17.75",NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2008-05-27 22:02:00-03","MO","MOBOT","960984","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|M. Vera","Zardini 40906","1994","9","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Parque Nacional San Luis de la Sierra. Gallery forest along affluent of Tagatiyá-Guazú, on limestone.","-57.34972","-22.6725",NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"952","4"
"710","2008-05-27 22:02:00-03","MO","MOBOT","961074","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 40973","1994","9","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Estancia Garay Cué. Arroyo Tagatiyá-Guazú. Gallery forest on limestone.","-57.36555","-22.69333",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"954","5"
"711","2014-03-28 17:08:00-03","MO","MOBOT","961344","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|M. Vera","Zardini 41127","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Arroyo Tagatiyá-Mi. 16 km N of Estancia Santa Maria. Gallery forest on limestone.","-57.5358333","-22.6505556",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"957","4"
"712","2008-05-27 22:02:00-03","MO","MOBOT","961375","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|M. Vera","Zardini 41146","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Between Arroyo Tagatiyá-Mí and Estancia Santa Maria. Savanna woodland on limestone.","-57.48333","-22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"958","5"
"713","2008-05-27 22:02:00-03","MO","MOBOT","961394","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|M. Vera","Zardini 41162","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Between Arroyo Tagatiyá-Mí and Estancia Santa Maria. Savanna woodland on limestone.","-57.48333","-22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"958","4"
"714","2008-05-27 22:02:00-03","MO","MOBOT","961411","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 41175","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Arroyo Tagatiyá-Guazú at Estancia Bello Horizonte. Gallery forest on limestone.","-57.43777","-22.75916",NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"959","6"
"715","2008-05-27 22:02:00-03","MO","MOBOT","961432","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 41186","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Arroyo Tagatiyá-Guazú at Estancia Bello Horizonte. Gallery forest on limestone.","-57.43777","-22.75916",NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"959","5"
"716","2008-05-27 22:02:00-03","MO","MOBOT","961448","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Elsa M. Zardini|Leongino Guerrero","Zardini 41195","1994","9","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Reissek","Ron Liesner","Concepción",NA,"Arroyo Tagatiyá-Guazú at Estancia Bello Horizonte. Gallery forest on limestone.","-57.43777","-22.75916",NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"959","5"
"717","2008-05-27 22:02:00-03","MO","MOBOT","965013","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Timothy J. Killeen|Juan Surubí","Killeen 7256","1994","11","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Nuflo de Chavez","Nuflo de Chávez. Camino de Concepción a San Antonio de Lomerio. 37 Km al S de Concepción; cerrado, sobre suelos rojos y pedrejosos dominado por Simaba sp.","-62.10916","-16.44027",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"718","2008-05-27 22:02:00-03","MO","MOBOT","965253","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Timothy J. Killeen|Juan Surubí","Killeen 7279","1994","11","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Nuflo de Chavez","Nuflo de Chávez, camino de Concepción a San Antonio de Lomerio. A 49 km al S de Concepción. Cerrado, denso arbolado, con dosel de 8-10 m.","-61.99111","-16.53277",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9"
"719","2013-01-28 05:13:00-02","MO","MOBOT","965258","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Timothy J. Killeen|René Guillén V.","Killeen 7284","1994","12","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Velasco","Velasco, 10 Km al S de San Ignacio. Cerrado y matorral denso (guapasal), con dosel de 4 m, con emergentes a 12 m, dominado por Guadua paniculata Pseudobombax sp, Qualea sp y Luhea.","-60.9166667","-16.4333333",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"720","2013-01-28 05:13:00-02","MO","MOBOT","965596","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","René Guillén V.|R. Choré","Guillén Villarroel 2900","1995","1","19","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Santa Cruz","Velasco","Reserva Ecológica El Refugio, a 100 m al SE del campamento en las laderas de un dique natural, con árboles de hasta 20 m y la mayoría con las ramas inclinadas; los suelos son franco arenosos con presencia de graba.","-61.03138","-14.77083",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"721","2013-01-28 05:13:00-02","MO","MOBOT","968274","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","René Guillén V.|R.A. Medina","Guillén Villarroel 2610","1994","11","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusata (BAA)","Santa Cruz","Nuflo de Chavez","Lomerio, comunidad Puquio, contornos de la toma de agua de la comunidad. Bosque semideciduo estacional. Suelos franco arcillosos.","-61.86611","-16.59611",NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"722","2008-05-27 22:02:00-03","MO","MOBOT","968532","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Antony Jardim|N. Rosas-Hurtado","Jardim 1540","1994","12","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Reissek","L. Cusato (BAA)","Santa Cruz","Cordillera","Cerca Cuevo adentro la sierra por la planchada antigua de Chevron.",NA,NA,NA,"1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
