"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"1448","2020-12-11 11:37:00-03","UFMG","BHCB","23036","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Tameirão Neto, E","1990","07","13","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"87",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2020-12-11 11:37:00-03","UFMG","BHCB","23036","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Tameirão Neto, E","1990","07","13","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"87",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","2020-12-11 11:37:00-03","UFMG","BHCB","95923","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Echternacht, LA; et al.","2005","01","22","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,"Arbóreo em sub-bosque de Floresta Estacional Semidecídua secundária. Em botões, flores vedes. Cheiro",NA,NA,"788",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2020-12-11 11:37:00-03","UFMG","BHCB","75999","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lombardi, JA","2003","01","01","Brasil","Mato Grosso do Sul","Naviraí","Fazenda Ajuricaba","-54.190601348877","-23.0650005340576",NA,NA,"Mata na beira de córrego. Árvore, ca. 5 m, folhas cartáceas, flores alaranjadas",NA,NA,"4973",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","2020-12-11 11:37:00-03","UFMG","BHCB","173488","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,"2002","05","28","Torres, RB; Paula, JB de; Pereira, CA","2000","09","12","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha, Mata de encosta, subosque","-46.1446990966797","-22.7553005218506",NA,NA,"Árvore, ca. 8m alt. Frutos imaturos verdes.","BHCB018556",NA,"1317",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","2020-12-11 11:37:00-03","UFMG","BHCB","96126","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Vervloet, RR; et al.","2003","02","13","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,"árvore de 9m, com flores branca, pecíolo vinho, fundo de vale.",NA,NA,"1825",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","2020-12-11 11:37:00-03","UFMG","BHCB","96163","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Kollmann, L; et al.","2002","02","06","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,"Arvoreto 6m. Flores rosadas.",NA,NA,"5501",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","2020-12-11 11:37:00-03","UFMG","BHCB","59168","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Lombardi, JA","2001","05","02","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, trilha Casa da Farinha-Paraty","-45.0699996948242","-23.4300003051758",NA,NA,"Mata atlântica de encosta. Árvore, ca. 4 m, folhas cartáceas, frutos imaturos verdes, cupula vermelh",NA,NA,"4333",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","2020-12-11 11:37:00-03","UFMG","BHCB","96129","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Kollmann, L","2004","01","27","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"Arvoreto 6m. Flores rosadas.",NA,NA,"6381",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","2020-12-11 11:37:00-03","UFMG","BHCB","46022","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Toledo, FRN; Lombardi, JA","1997","01","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"Árvore.",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","2020-12-11 11:37:00-03","UFMG","BHCB","38502","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","2020-12-11 11:37:00-03","UFMG","BHCB","19768","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Andrade, PM de","1990",NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"1339",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","2020-12-11 11:37:00-03","UFMG","BHCB","18635","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Arndt, MHL","1990","08","16","Brasil","Minas Gerais","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","2020-12-11 11:37:00-03","UFMG","BHCB","80307","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Alves, TMA; Sobral, M","2002","06","19","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"57",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","2020-12-11 11:37:00-03","UFMG","BHCB","36260","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Unaí","UHE de Queimado.","-46.9061012268066","-16.3575000762939",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","2020-12-11 11:37:00-03","UFMG","BHCB","71415","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Tameirão Neto, E","2001","03","16","Brasil","Minas Gerais","Leme do Prado","UHE Irapé. Rio Jequitinhonha.","-42.6925010681152","-17.0832996368408",NA,NA,"Floresta Ciliar, arbóreo",NA,NA,"3313",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17527","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","2020-12-11 11:37:00-03","UFMG","BHCB","37742","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Januária","vale do Rio Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","2021-02-11 17:19:19-03","UFPR","UPCB","13684","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Van der Werf, H.","1986","01","01","Hatschbach, G.","1985","08","26","Paraguai",NA,"Torin","Arredores",NA,NA,NA,NA,"Arbusto, 4m. Mata pluvial..",NA,NA,"49803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","2021-02-11 17:19:19-03","UFPR","UPCB","22071","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride",NA,NA,NA,NA,"Silveira, M.","1991","05","05","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-53.25","-23.45","-53.25","-23.45","Árvore, 18m, fruto maduro e imaturo verdes, cálice persistente lilás. Floresta estacional semi-decidual, terra roxa estruturada eutrófica rasa associada a litólico, terreno ondulado..",NA,NA,"362","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","2021-02-11 17:19:19-03","UFPR","UPCB","22430","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Van der Werf, H.","1993","01","01","Hatschbach, G.","1993","02","07","Brasil","Mato Grosso do Sul",NA,"BR 163, 1km L de Mundo Novo",NA,NA,NA,NA,"Árvore, 5m, inflorescência vermelha, ápice creme. Mata pluvial..",NA,NA,"58562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","2021-02-11 17:19:19-03","UFPR","UPCB","25463","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1995","03",NA,"Athayde, S.F.","1994","11","14","Brasil","Paraná","Guaraqueçaba","Morro do Quitumbê ou do Costão","-48.333333","-25.283333","-48.333333","-25.283333","Árvore, 8 x 0,28m. Estrato intermediário da floresta secundária. Material estéril..",NA,NA,"217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","2021-02-11 17:19:19-03","UFPR","UPCB","60697","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Moraes, P.","2009","05","08","Weiss, G.","2008","10","04","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo.","-52.366667","-24.033333","-52.366667","-24.033333","Árvore ca. 2m, fruto azul-escuro e vermelho. Floresta estacional semidecidual..",NA,NA,"83","330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","2021-02-11 17:19:19-03","UFPR","UPCB","56547","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2007","05","08","Santos, E.P.","2001","12","18","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","-49.05","-25.75","Árvore ca. 5m de altura, flor esverdeada. Floresta Ombrófila Densa Montana..",NA,NA,"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","2021-02-11 17:19:19-03","UFPR","UPCB","63067","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Ribas, O.S.","2009","02",NA,"Urben-Filho, A.","2008","08","22","Brasil","Paraná","Telêmaco Borba","Estrada beirando o Rio Tibagi.","-50.7","-24.05","-50.7","-24.05",NA,NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","2021-02-11 17:19:19-03","UFPR","UPCB","65324","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","08",NA,"Meyer, F.S.","2007","11","30","Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556","Arvore 6 m, coletada na borda da mata, em região com Floresta Ombrófila Densa Montana. Flores com tépalas brancas..",NA,NA,"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","2021-02-11 17:19:19-03","UFPR","UPCB","65359","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","08",NA,"Meyer, F.S.","2008","02","09","Brasil","Santa Catarina","São Bento do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556","Arbusto 2 m, coletado no sub-bosque de Floresta Ombrófila Densa Montana. em regeneração..",NA,NA,"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","2021-02-11 17:19:19-03","UFPR","UPCB","65399","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","08",NA,"Meyer, F.S.","2008","04","04","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556","Arbusto 2m, coletado no sub-bosque de mata secundária, em região com Floresta Ombrófila Densa Montana..",NA,NA,"673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","2021-02-11 17:19:19-03","UFPR","UPCB","65479","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Meyer, F.S.","2008","10",NA,"Meyer, F.S.","2008","10","11","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556","Arbusto 3 m altura, coletado no sub-bosque da floresta (região com Floresta Ombrófila Densa Montana). Frutos com a cúpula de coloração vermelha..",NA,NA,"806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","2021-02-11 17:19:19-03","UFPR","UPCB","67032","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2010","01","19","Brotto, M.L.","2010","01","19","Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.010278","-25.388889","-49.010278","-25.388889","Arbusto de 2 m de alt, frutos maduros pretos com cúpulas vermelhas. Sub-bosque de Floresta Ombrófila Densa Montana..",NA,NA,"412","1105","1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","2021-02-11 17:19:19-03","UFPR","UPCB","67055","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","09","27","Brotto, M.L.","2008","09","27","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari.","-48.850278","-25.14","-48.850278","-25.14","Árvore de 4 m de alt., frutos maduros pretos com cúpula vermelha. Floresta Ombrófila Densa Montana..",NA,NA,"191","990","990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","2021-02-11 17:19:19-03","UFPR","UPCB","67056","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","11","22","Brotto, M.L.","2008","11","22","Brasil","Paraná","Quatro Barras","Serra da Farinha-sêca.","-48.938056","-25.364722","-48.938056","-25.364722","Árvore de 4 m de alt., frutos verdes. Floresta Ombrófila Densa Montana..",NA,NA,"250","940","940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","2021-02-11 17:19:19-03","UFPR","UPCB","67058","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2009","02","17","Brotto, M.L.","2009","02","17","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato.","-48.2975","-25.168611","-48.2975","-25.168611","Árvore de 5 m de alt., flores verdes, próxima ao rio Morato. Floresta Ombrófila Densa Submontana..",NA,NA,"297","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","2021-02-11 17:19:19-03","UFPR","UPCB","67059","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2009","10","20","Brotto, M.L.","2009","10","20","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.717778","-24.858333","-48.717778","-24.858333","Árvore de 3,5 m de alt., botões florais, em beira de rio. Sub-bosque de Floresta Ombrófila Densa Montana..",NA,NA,"385","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","2021-02-11 17:19:19-03","UFPR","UPCB","67885","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2010","03","24","Brotto, M.L.","2010","02","08","Brasil","Paraná","Paranaguá",NA,"-48.565278","-25.524167","-48.565278","-25.524167","Árvore de 3 m de alt., flores pistiladas verdes. Floresta Ombrófila das Terras Baixas..",NA,NA,"428","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","2021-02-11 17:19:19-03","UFPR","UPCB","67886","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2010","03","24","Brotto, M.L.","2010","02","08","Brasil","Paraná","Paranaguá",NA,"-48.565278","-25.524167","-48.565278","-25.524167","Árvore de 3 m de alt., flores estaminadas verdes. Floresta Ombrófila das Terras Baixas..",NA,NA,"429","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","2021-02-11 17:19:19-03","UFPR","UPCB","74612","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2011","04","18","Brotto, M.L.","2011","04","18","Brasil","Paraná","Telêmaco Borba","Próximo ao rio Tibagi.","-50.593611","-24.394167","-50.593611","-24.394167","Árvore de 5 m de alt., frutos imaturos. Floresta Ombrófila Mista. (UPCB-DNA 2178).",NA,NA,"638","735","735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","2021-02-11 17:19:19-03","UFPR","UPCB","74639","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2011","05","14","Brotto, M.L.","2011","05","14","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito.","-48.548889","-25.587778","-48.548889","-25.587778","Árvore de 6 m de alt., frutos imaturos. Floresta Ombrófila Densa das Terras Baixas. (UPCB-DNA 2234 / 2324).",NA,NA,"673","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","2021-02-11 17:19:19-03","UFPR","UPCB","86179","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Moraes, P.","2013","03",NA,"Lombardi, J.A. et al.","2012","12","09","Brasil","Espírito Santo","Santa Teresa","Parque Municipal São Lourenço, estrada Santa Teresa/Itarana, entrada para Circuito Caravaggio","-40.623722","-19.925111","-40.623722","-19.925111","Prensado em álcool, amostra em sílica. Floresta atlântica perturbada. Árvore ca. 5m, folhas cartáceas, botões creme-esverdeados, cúpula vermelha, frutos imturos verdes. Duplicatas 2 .",NA,NA,"9765","771","792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","2021-02-11 17:19:19-03","UFPR","UPCB","87335","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Engels, M.E.","2013","10","02","Engels, M.E.","2013","09","07","Brasil","Paraná","Guaratuba","Serra do Mar. Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","-48.943056","-25.881944","Arbórea. Folhas verdes discolores. Caule verde. Receptáculo verde com base meio castanho avermelhada. Fruto Verde. Floresta Ombrófila Densa..",NA,NA,"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","2021-02-11 17:19:19-03","UFPR","UPCB","89882","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Brotto, M.L.","2017","02",NA,"Völtz, R.R.","2017","02","05","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.314167","-25.170278","-48.314167","-25.170278","Arvoreta 6 m alt.; flores verdes; interior da Floresta Ombrófila Densa Submontana, em antigo leito de rio..","UPCB0028248","UPCB0028248","1152","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","2021-02-11 17:19:19-03","UFPR","UPCB","94947","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","J.F. Macbr.",NA,NA,NA,NA,"Forzza, R.C. | Labiak, P. | Goldenberg, R. | Amorim, A.M.A. | Paixão, J.L.","2008","07","22","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Localidade de Alegre. Trilha do Pau-Oco","-40.525","-20.267778","-40.525000","-20.267778","Floresta Ombrófila Densa Montana. Arvore ca. 12m. Frutos verdes","UPCB0043101","UPCB0043101","5297","525","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","2021-02-11 17:19:19-03","UFPR","UPCB","18300","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1988","09","30","Goetzke, S.","1988","07","21","Brasil","Paraná","Amaporã",NA,"-52.7874984741211","-23.0958003997803",NA,NA,"Fruto ainda verde; pedúnculo vermelho..",NA,NA,"532",NA,NA,NA,NA,NA,NA,NA,"23154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","2021-02-11 17:19:19-03","UFPR","UPCB","31607","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1996","01","01","Botelho, A.","1989","06","27","Brasil","Paraná","Foz do Iguaçu","Área prioritária de Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,"Arvoreta da mata..",NA,NA,"1185",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","2021-02-11 17:19:19-03","UFPR","UPCB","60679","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","01","01","Fritsch, M.","2008","10","03","Brasil","Paraná","Fênix","Beira da trilha.","-51.9791984558105","-23.9160995483398",NA,NA,"Árvore, 5m, fruto brilhoso preto com hipanto vermelho. Orla da mata, beira da trilha. Floresta estacional semidecidual..",NA,NA,"419",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","2021-02-11 17:19:19-03","UFPR","UPCB","29766","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Baitello, J.B.","1993","09","16","Andrade, P.M.","1985","01","19","Brasil","Minas Gerais","Caratinga","Est. biol. Caratinga, Matão, T. Gam.","-42.1391983032227","-19.7896995544434",NA,NA,"Arbusto decumbente, flor clara, botões avermelhados, pedúnculo floral avermelhado. Mata atlântica..",NA,NA,"617",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","2021-02-11 17:19:19-03","UFPR","UPCB","6193","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Smith, L.B. & Smith, S.F.","1967","01","01","Hatschbach, G.","1966","03","23","Brasil","Paraná","Antonina","Estrada Cacatu-Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,"Arvoreta de flor verde. Mata pluvial..",NA,NA,"14123",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","2021-02-11 17:19:19-03","UFPR","UPCB","13336","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1986","05","12","Cervi, A.C.","1985","11","01","Brasil","Paraná","Morretes","Estrada da Graciosa, Volta Grande","-48.834400177002","-25.476900100708",NA,NA,"Arvoreta, frutos, cálice persistente, avermelhados..",NA,NA,"2338",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
