"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLatitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","identifiedBy","imagecode","verbatimLongitude","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"44","2020-11-04 11:03:57-03","ESALQ","ESA","134698","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","70.0",NA,"Brasil","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradada","-22.76538","-22.76538","599","599",NA,NA,"Trepadeira. Epífita. Frutos secos. 10 cm.","ESA134698","Magnoliophyta",NA,"Baker","2015","07","01","São Paulo","Nova Odessa","-47.27914","Bacci, L.","ESA134698","-47.27914",NA,"2015","07","01",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:03:57-03","ESALQ","ESA","114219","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Breier, T.B.","1232.0",NA,"Brasil",NA,"-22.8999996185303",NA,NA,NA,NA,NA,NA,"ESA114219","Magnoliophyta",NA,NA,"2004","09","08","São Paulo","Campinas","-47.060001373291",NA,"ESA114219",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"46","2021-02-07 08:35:07-03","MN","R","230407","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Almeida, M.M. 378; Oliveira, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010036290",NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-07 08:35:07-03","MN","R","230409","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Almeida, M.M. 380; Oliveira, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010036292",NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-07 08:35:07-03","MN","R","46243","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Freire Allemão, F.; Cysneiros, M.","1526 p.p.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"R010053739",NA,NA,"Baker",NA,NA,NA,"Ceará",NA,NA,"Smith, L.B.","R010053739_001",NA,NA,"1952","02",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-07 08:35:07-03","MN","R","46244","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Freire Allemão, F.; Cysneiros, M.","1525",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010053721",NA,NA,"Baker",NA,NA,NA,"Ceará",NA,NA,"Smith, L.B.","R010053721_001",NA,NA,"1952","02",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-07 08:35:07-03","MN","R","46245","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Freire Allemão, F.",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"R010053736",NA,NA,"Baker",NA,NA,NA,"Ceará",NA,NA,"Smith, L.B.","R010053736_001",NA,NA,"1929","04","03",NA,NA,NA,NA,NA,NA
"51","2021-02-07 08:35:07-03","MN","R","228425","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Paixão-Souza, B. 383; Couto, D.R. & Kessous, I.M.",NA,NA,"Brasil",NA,"-7.83805990219116",NA,NA,NA,NA,NA,NA,"R010002173",NA,NA,"Baker","2014","04","10","Pernambuco","Triunfo","-38.1016998291016","Paixão-Souza, B.","R010002173",NA,NA,"2014","04","10","14606","auto",NA,NA,NA,NA
"52","2021-02-07 08:35:07-03","MN","R","235728","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Alves, R.J.V.","12572",NA,"Brasil",NA,"-23.0067005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","2017",NA,NA,"Rio de Janeiro","Angra dos Reis","-44.3180999755859",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"53","2021-02-07 08:35:07-03","MN","R","6045","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Diogo, J.C.","790",NA,"Brasil",NA,"-22.9027996063232",NA,NA,NA,NA,NA,NA,"R010010048",NA,NA,"Baker","1917","03","17","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","Smith, L.B.",NA,NA,NA,"1952","02",NA,"57442","auto",NA,NA,NA,NA
"54","2021-02-07 08:35:07-03","MN","R","228426","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Couto, D.R. 2581; Jacques, S. & Uribbe, F.P.",NA,NA,"Brasil",NA,"-22.9027996063232","20°02#?#53#?#S","11","11",NA,NA,NA,"R010009916",NA,NA,"Baker","2014","01","14","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","Couto, D.R.",NA,"43°31#?#45#?#W",NA,"2014","01","14","57442","auto",NA,NA,NA,NA
"55","2021-02-07 08:35:07-03","MN","R","220111","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"França, C.R.P.","33",NA,"Brasil",NA,"-22.9027996063232",NA,NA,NA,NA,NA,NA,"R010010063",NA,NA,"Baker","2007","11","20","Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"56","2021-02-07 08:35:07-03","MN","R","229525","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Costa, A.F.",NA,NA,"Brasil","Arboreto do Jardim Botânico do Rio de Janeiro.","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","2009","08",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"57","2019-02-15 11:35:41-02","IPA","IPA","45654","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Andrade-Lima","80-8888","Southern America","Brasil","Serra Negra ou Triunfo.",NA,NA,NA,NA,NA,NA,NA,"IPA0045654","Plantae",NA,"Baker","1980","09","08","Pernambuco",NA,NA,"Wanderley, M.G.L.",NA,NA,NA,"1994","08","25",NA,NA,NA,NA,NA,NA
"58","2019-02-15 11:35:41-02","IPA","IPA","82642","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Rita Pereira; et al.; et al.","2108","Southern America","Brasil","Reserva Ecologica do Catimbau. Serra de Jerusalem.","-8.62306022644043",NA,NA,NA,NA,NA,NA,"IPA0082642","Plantae",NA,"Baker","2001","03",NA,"Pernambuco","Buíque","-37.1557998657227","Rita Pereira; Cano, O.",NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA
"59","2019-02-15 11:35:41-02","IPA","IPA","11928","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Andrade-Lima","58-3260","Southern America","Brasil","Epífita em uma Sapindácea; caatinga arbórea próx. base serra do araripe.","-7.51194000244141",NA,NA,NA,NA,NA,NA,"IPA0011928","Plantae",NA,"Baker","1958","10","19","Pernambuco","Exu","-39.7242012023926","Andrade-Lima",NA,NA,NA,"1963","12","23","29194","auto",NA,NA,NA,NA
"60","2019-02-15 11:35:41-02","IPA","IPA","21077","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Andrade-Lima","70-5807","Southern America","Brasil","Mata do carro quebrado.","-7.83805990219116",NA,NA,NA,NA,NA,"Epífita em Phyllostyllum bresiliensis.","IPA0021077","Plantae",NA,"Baker","1970","03","26","Pernambuco","Triunfo","-38.1016998291016","Andrade-Lima",NA,NA,NA,"1970","04","04","14606","auto",NA,NA,NA,NA
"61","2019-08-27 13:25:17-03","IAP","PACA-AGP","25995","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"E. Leite","1896",NA,"Brasil",NA,"-29.7602996826172",NA,NA,NA,NA,NA,"EM PERIGO&nf;Cof. por H.M. Büneker em 21.03.2013. Habitat: In silva campestri ad arbores. Fenofase: flor e fruto aperto","PACA025995","Magnoliophyta","Bromeliales","Baker","1940","11","21","RS","São Leopoldo","-51.1472015380859","Emrich-Rambo",NA,NA,NA,"1954","05","17","10287","auto","Liliatae",NA,NA,NA
"62","2019-08-27 13:25:17-03","IAP","PACA-AGP","92378","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Ohlweiler, A. A.",NA,NA,"Brasil","Cemitério Municipal dee São Leopoldo","-29.7602996826172",NA,NA,NA,NA,NA,"EM PERIGO&nf;Sobre o tronco de Melia azedarah. Abundante e freqüente nestes foróforos. HASU 17092.","PACA092378","Magnoliophyta","Bromeliales","Baker","1999","08","03","RS","São Leopoldo","-51.1472015380859","A. Silva",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA
"63","2019-08-27 13:25:17-03","IAP","PACA-AGP","92379","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Haussen",NA,NA,"Brasil","Sítio Backes","-29.5802993774414",NA,NA,NA,NA,NA,"EM PERIGO]&nf;Rara. HASU 770. Habitat: Na beira da mata. Hábito: erva epífita","PACA092379","Magnoliophyta","Bromeliales","Baker","1987","01","22","RS","Dois Irmãos","-51.0853004455566","M. Haussen",NA,NA,NA,NA,NA,NA,"7716","auto","Liliatae",NA,NA,NA
"64","2019-08-27 13:25:17-03","IAP","PACA-AGP","97558","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"D. Bauer",NA,NA,"Brasil","Novo Câmpus da UNISINOS","-29.7602996826172",NA,NA,NA,NA,NA,"HASU-----. Hábito: epífita","PACA097558","Magnoliophyta","Bromeliales","Baker","2000","03","10","RS","São Leopoldo","-51.1472015380859","sem det.",NA,NA,NA,NA,NA,NA,"10287","auto","Liliatae",NA,NA,NA
"65","2020-12-20 21:16:28-03","UFV","VIC","025962","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"de Paula, C.C.","1342",NA,"Brasil","Águas Quentes",NA,NA,NA,NA,NA,NA,"Epífita.","VIC025962",NA,NA,"Baker","1996","02",NA,"Paraná","São Sebastião do Alto",NA,NA,"VIC025962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-20 21:16:28-03","UFV","VIC","026395","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"de Paula, C.C.; Silva, R.R. da","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Epífita.Sépalas verdes, brácteas florais verdes, pétalas amarelo gema.","VIC026395",NA,NA,"Baker","2002","12","07","Espirito santo","Rio do meio",NA,NA,"VIC026395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-20 21:16:28-03","UFV","VIC","035344","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Silva, G.M.O.","19",NA,"Brasil","Centro da cidade, Praça Oliveira Botelho, 418 m de altitude.","-22.468900680542",NA,NA,NA,NA,NA,"Ocorre como epífita amplamente distribuida pelo forofito.","VIC035344",NA,NA,"Baker","2010","10","12","Rio de Janeiro","Resende","-44.4467010498047",NA,"VIC035344",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"68","2020-12-20 21:16:28-03","UFV","VIC","034231","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Souza, P.P. de","s.n.",NA,"Brasil","Centro da cidade, Rua Avenida Kenedy, as margens direita do Rio paraiba do Sul.Rua Avenida Kenedy, as margens direita do rio paraíba do Sul.","-22.468900680542",NA,NA,NA,NA,NA,"Planta de pequeno porte, até 15 cm de comprimento, folhas de cor vede, recoberta de tricomas de cor branca, quando em frutificação de dificil visualização.","VIC034231",NA,NA,"Baker","2009","06","23","Rio de Janeiro","Resende","-44.4467010498047",NA,"VIC034231",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"69","2020-12-20 21:16:28-03","UFV","VIC","025963","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"de Paula, C.C.","1101",NA,"Brasil","Reserva Biológica da UNESP, Cerrado próximo a trilha principal a cerca de 1,5 km da porteira.","-22.2199993133545",NA,NA,NA,NA,NA,"Epífita.esciófila, distribuição restrita ás áreas mais sombreadas, pétalas amarelas.","VIC025963",NA,NA,"Baker",NA,NA,NA,"São Paulo","Corumbataí","-47.6199989318848",NA,"VIC025963",NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA
"70","2020-12-20 21:16:28-03","UFV","VIC","015705","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"de Paula, C.C.","1101",NA,"Brasil","Reserva Biológica da UNESP, Cerrado próximo a trilha principal a cerca de 1,5 km da porteira.","-22.2199993133545",NA,NA,NA,NA,NA,"Epífita, esciofila distribuição restrita ás áreas mais sombreadas, pétalas amarelas.","VIC015705",NA,NA,"Baker","1996","02","15","São Paulo","Corumbataí","-47.6199989318848",NA,"VIC015705",NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA
"71","2019-11-21 14:32:59-03","UFJF","CESJ","21296","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Sabino","s.n.","América do Sul","Brasil","São José das Três Ilhas","-21.948600769043",NA,NA,NA,NA,NA,"Epífita sobre plantas cultivadas. Em frutificação.","CESJ021296","Angiosperma",NA,"Baker","1986","08","31","Minas Gerais","Belmiro Braga","-43.4150009155273","G. Martinelli",NA,NA,NA,"1989","07","22","23805","auto",NA,NA,NA,NA
"72","2019-11-21 14:32:59-03","UFJF","CESJ","60021","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"S.G. Furtado; L. Menini Neto","16","América do Sul","Brasil","Campus da UFJF, Instituto de Ciências Biológicas.","-21.7642002105713",NA,NA,NA,NA,NA,"Epífita em Araucária, à ca. de 2m.","CESJ060021","Angiosperma",NA,"Baker","2012","04","04","Minas Gerais","Juiz de Fora","-43.3502998352051","S.G. Furtado",NA,NA,NA,"2012","04",NA,"36144","auto",NA,NA,NA,NA
"73","2020-07-02 18:52:20-03","UFJF","CESJ","57366","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.C.D.Dias; A.P.G. de Faria","19","América do Sul","Brasil","Mata do Krambeck","-21.7642002105713",NA,NA,NA,NA,NA,"Epífita. Lâminas, bainhas, escapo e brácteas do escapo verde-claras densamente cobertas por tricomas brancos. Brácteas florais verde-avermelhadas densamente cobertas por tricomas brancos. Sépalas verde-claras densamente cobertas por tricomas brancos. Pét","CESJ057366","Angiosperma",NA,"Baker","2011","01","09","Minas Gerais","Juiz de Fora","-43.3502998352051","L.C.D.Dias",NA,NA,NA,"2011","01","09","36144","auto",NA,NA,NA,NA
"74","2020-07-02 18:52:20-03","UFJF","CESJ","57365","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.C.D.Dias; A.P.G. de Faria","18","América do Sul","Brasil","Mata do Krambeck","-21.7642002105713",NA,NA,NA,NA,NA,"Epífita. Lâminas, bainhas, escapo e brácteas do escapo verde-claras densamente cobertas por tricomas brancos. Brácteas florais verde-avermelhadas densamente cobertas por tricomas brancos. Sépalas verde-claras densamente cobertas por tricomas brancos. Pét","CESJ057365","Angiosperma",NA,"Baker","2011","01","09","Minas Gerais","Juiz de Fora","-43.3502998352051","L.C.D.Dias",NA,NA,NA,"2011","01","09","36144","auto",NA,NA,NA,NA
"75","2019-11-21 14:32:59-03","UFJF","CESJ","72844","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.M.B. Pinto; L. Menini Neto","9","América do Sul","Brasil","Jardim Botânico da UFJF, Trilha da Jussara","-21.729444","-21.729444","600","600",NA,NA,"Frutos espaçados","CESJ072844","Angiosperma",NA,"Baker","2019","10","18","Minas Gerais","Juiz de Fora","-43.370556",NA,NA,"-43.370556",NA,"2019","10","25",NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:32:59-03","UFJF","CESJ","11825","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Krieger","CESJ11825","América do Sul","Brasil","Cedofeita","-21.7642002105713",NA,NA,NA,NA,NA,NA,"CESJ011825","Angiosperma",NA,"Baker","1972","10","28","Minas Gerais","Juiz de Fora","-43.3502998352051","G. Martinelli",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"77","2019-11-21 14:32:59-03","UFJF","CESJ","17159","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Krieger","CESJ17159","América do Sul","Brasil",NA,NA,NA,NA,NA,NA,NA,"Epífita em frutificação.","CESJ017159","Angiosperma",NA,"Baker","1980","03","30","Rio de Janeiro","Mendes Maristas",NA,"J. V. Coffani-Nunes",NA,NA,NA,"2002","12","13",NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:32:59-03","UFJF","CESJ","48660","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"T.Trindade; L. Menini Neto; N.L. Abreu; C.N. Matozinhos; E.A. Feliciano","224","América do Sul","Brasil","Serra Negra, Vilarejo do Funil, cânion.","-22.0891990661621",NA,NA,NA,NA,NA,"Epífita, a ca. 1,5 m alt. Pétalas creme.","CESJ048660","Angiosperma",NA,"Baker","2007","01","28","Minas Gerais","Rio Preto","-43.8278007507324","T.Trindade",NA,NA,NA,"2007","01","28","20815","auto",NA,NA,NA,NA
"79","2021-04-07 11:42:02-03","UFMS","CGMS","72178","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.E. Silva; S.G. Batista, C.O. Miranda, J.R. Fabri","58",NA,"Brasil","Fazenda Princesinha. Arredores do Parque Nacional da Serra da Bodoquena","-21.0980555","-21,0980555","526","526",NA,NA,NA,"CGMS1104981",NA,NA,"Baker","2018","11","05","Mato Grosso do Sul","Bonito","-56.8394444","G.A. Damasceno Junior",NA,"-56,8394444",NA,"2018","12","05",NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:42:02-03","UFMS","CGMS","64153","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Pott; V.J. Pott","16737",NA,"Brasil","Fazenda Lagoa da Serra. 4,5 Km E da Rodovia Rio Negro - Aquidauana, MS-419.","-19.3483333","-19,3483333","167","167",NA,NA,NA,"CGMS1097122",NA,NA,"Baker","2015","07","11","Mato Grosso do Sul","Aquidauana","-55.1633333","A. Pott; V.J. Pott",NA,"-55,1633333",NA,"2015","07","11",NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:42:02-03","UFMS","CGMS","72177","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"D. Cuadrado; R.M. Fernandes, V.A. Nakamura, C.F. Hall","102",NA,"Brasil","Fazenda Monte Alto. Arredores do Parque Nacional da Serra da Bodoquena","-20.9033333","-20,9033333","514","514",NA,NA,NA,"CGMS1104980",NA,NA,"Baker","2018","11","09","Mato Grosso do Sul","Bonito","-56.7991666","C.F.Hall",NA,"-56,7991666",NA,"2018","11","09",NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:42:02-03","UFMS","CGMS","60171","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Pott; P.R. Souza; A.A. Spielmann","16179",NA,"Brasil","Base do Morro Pão de Açúcar.","-21.4483333","-21,4483333","85","85",NA,NA,"Flor não observada. Fruto castanho claro. Habitat: Chaco florestado. Solo argiloso vértico. Relevo quase plano. Habito: Erva epífita. Esparsa.","CGMS1093174",NA,NA,"Baker","2011","09","22","Mato Grosso do Sul","Porto Murtinho","-57.9072222","Elton Leme",NA,"-57,9072222",NA,"2017","09","20",NA,NA,NA,NA,NA,NA
"83","2019-11-27 13:46:40-03","UFS","ASE","31941","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Oliveira, RC; Araújo, JE de; Silva, AS Ribeiro","2202","Southern America","Brasil","Estrada para a Cachoeira do Rela.","-6.2351","-6.2351",NA,NA,NA,NA,"Epífita, coletada sobre a amburana, ocasional.","ASE0002970","Magnoliophyta",NA,"Baker","2008","05","31","Rio Grande do Norte","Luís Gomes","-38.2252","Souza, L de OF de",NA,"-38.2252",NA,"2009","08","27",NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:46:40-03","UFS","ASE","31179","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Oliveira, RC; Araújo, JE de; Silva, AS; Ribeiro, ARO; Araújo, AMS","A2202","Southern America","Brasil","Estrada para a Cahoeira do Rela","-6.2351","-6.2351",NA,NA,NA,NA,"Epífita, coletada sobre a amburana; ocasional.","ASE0032749","Magnoliophyta",NA,"Baker","2008","05","31","Rio Grande do Norte","Luís Gomes","-38.2252","Sousa, L de OF","ASE0032749","-38.2252",NA,"2009","08","27",NA,NA,NA,NA,NA,NA
"85","2019-08-20 09:59:17-03","UNICAMP","UEC","62754","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Bernacci, LC","25885",NA,"Brazil","Fazenda São Vicente","-22.8","-22.8",NA,NA,NA,NA,"flor e fruto, Epífita. Frutos abertos da florada anterior e flores em botão. Sobre árvore do bordo de mata. Mata mesófila semi-decídua.","UEC043507","Liliopsida",NA,"Baker","1990","10","31","São Paulo","Campinas","-46.05",NA,"UEC043507","-46.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-20 09:59:17-03","UNICAMP","UEC","138490","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Breier, TB; Breier, J","856",NA,"Brazil","Estação Ecológica Caetetus, Parcela pemanente E15, caída no solo","-22.25","-22.25",NA,NA,NA,NA,NA,"UEC043508","Liliopsida",NA,"Baker","2003","02","11","São Paulo","Gália","-49.5","Breier, TB","UEC043508","-49.5",NA,"2004","09",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:19:09-03","UNICAMP","UEC","162269","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Duarte, MM; Trad, RJ","s.n.",NA,"Brazil","Unicamp, Faculdade de Educação. Avenida Bertrand Russell, nº 801.","-22.816844","-22.816844",NA,NA,NA,NA,"Planta de pequeno porte, aproximadamente 8 cm, com coloração paleácea e aparência seca; não foram observados frutos.","UEC024440","Liliopsida",NA,"Baker","2007","05","10","São Paulo","Campinas","-47.065972","Coffani-Nunes, JV","UEC024440","-47.065972",NA,"2012","06","13",NA,NA,NA,NA,NA,NA
"88","2019-08-20 09:59:17-03","UNICAMP","UEC","42967","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Macedo, M; Duarte, A; Assumpção, S; Mattos, A","1136",NA,"Brazil","Estrada do Acorizal, Próximo à Fazenda bandeira","-15.5960998535156",NA,NA,NA,NA,NA,"fruto, Fruto verde imaturo. cerrado. Solo argiloso arenoso inundável. Epífita, muito freqüente.","UEC043504","Liliopsida",NA,"Baker","1979","05","16","Mato Grosso","Cuiabá","-56.0966987609863","Ogawa, K","UEC043504",NA,NA,"1997","04",NA,"74875","auto",NA,NA,NA,NA
