"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"292","2019-11-21 10:12:23-03","IBt","SP","330093","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Ongaro Pinheiro, MH","531",NA,"Brasil","São Paulo","Jardim Botânico Municipal de Bauru, cerradão",NA,"Arbusto 1,5m alt., frutos imaturos","SP032753","SP032753",NA,"1997","10","21","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-21 10:12:23-03","IBt","SP","330092","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Ongaro Pinheiro, MH","541",NA,"Brasil","São Paulo","Jardim Botânico Municipal de Bauru, cerradão",NA,"Arvoreta 4m alt., frutos imaturos","SP032750","SP032750",NA,"1997","10","21","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-21 10:12:23-03","IBt","SP","155259","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, J; Mattos, N","14159",NA,"Brasil","São Paulo","Horto Florestal. Numa bossoroca, contendo uma capoeirinha.",NA,"Arbusto 1,5m alt., frutos maduros, negros.","SP032778","SP032778","Kawasaki, ML","1966","11","08","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,NA,"1997","27086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-21 10:12:23-03","IBt","SP","65087","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Felippe, GM","73",NA,"Brasil","São Paulo","5km da rodovia Washington Luiz na estrada Itirapina-Rio Claro. Cerrado.",NA,"Árvore, pétalas brancas caducas, antera creme, flor perfumada.","SP032789","SP032789",NA,"1962","09","13","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-11-21 10:12:23-03","IBt","SP","259241","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Barros, F","2533",NA,"Brasil","São Paulo","Área de Pedregulho",NA,NA,"SP032777","SP032777","Lima, DF","1993","02","02","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"2016","22843","auto","06",NA,NA,NA,NA,NA,NA,NA
"297","2019-11-21 10:12:23-03","IBt","SP","307082","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Tamashiro, JY; Galvão, JC","426",NA,"Brasil","São Paulo","Cerrado da Fepasa",NA,"Árvore ca. 3m alt., frutos imaturos verdes e avermelhados","SP032742","SP032742","Kawasaki, ML","1994","02","05","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"1997","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-11-21 10:12:23-03","IBt","SP","259343","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Barros, F","2575",NA,"Brasil","São Paulo","Cerrado do Valerio.",NA,"Arbusto do cerradão, ca. 0,5m alt., frutos imaturos de cor verde.","SP032763","SP032763",NA,"1993","02","05","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-21 10:12:23-03","IBt","SP","199308","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Kirizawa, M; Mantovani, W","1307",NA,"Brasil","São Paulo","Fazenda Camoininha. Cerrado rico em capim-grdura.",NA,"Arbusto 1,5m alt., flores brancas.","SP032766","SP032766","Kawasaki, ML","1984","09","17","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"1997","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-11-21 10:12:23-03","IBt","SP","75412","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8277",NA,"Brasil","São Paulo","Fazenda Campininha, 3,2-3,4km NNW de Padua Sales, Em frente da sede. Cerrado degradado, usado para pastagem, árvores pequenas bem esparsas abustinhos, hervas e capim. Solo exposto entre as plantas arenoso, pobre.",NA,"7dm alt., flores brancas,","SP032797","SP032797","Kawasaki, ML","1960","09","20","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-11-21 10:12:23-03","IBt","SP","75437","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8293",NA,"Brasil","São Paulo","Fazenda Campininha, 3,2-3,4km NNW de Padua Sales, Em frente da sede. Cerrado degradado, usado para pastagem, árvores pequenas bem esparsas abustinhos, hervas e capim. Solo exposto entre as plantas arenoso, pobre.",NA,"5dm alt., flores brancas.","SP032798","SP032798","Kawasaki, ML","1960","09","21","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-11-21 10:12:23-03","IBt","SP","75418","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8272",NA,"Brasil","São Paulo","Fazenda Campininha, 3,2-3,4km NNW de Padua Sales, Em frente da sede. Cerrado degradado, usado para pastagem, árvores pequenas bem esparsas abustinhos, hervas e capim. Solo exposto entre as plantas arenoso, pobre.",NA,"Flores brancas, planta 4-5dm alt.","SP032785","SP032785","Kawasaki, ML","1960","09","20","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-11-21 10:12:23-03","IBt","SP","75419","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8440",NA,"Brasil","São Paulo","Fazenda Campininha, 4,2km NNW de Padua Sales, Cerrado um pouco degradado.",NA,"5dm alt., frutos imaturos com um lado vermelho.","SP032779","SP032779","Kawasaki, ML","1960","11","16","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-11-21 10:12:23-03","IBt","SP","75453","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8367",NA,"Brasil","São Paulo","Fazenda Campininha, 5,1km NW de Padua Slaes, cerrado quase fechado, principalmente árvores.",NA,"12dm alt., flores brancas.","SP032794","SP032794","Kawasaki, ML","1960","09","23","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-11-21 10:12:23-03","IBt","SP","75450","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8347",NA,"Brasil","São Paulo","Fazenda Campininha, 9-11km NNW de Padua Sales, Cerrado derrubado, queimado e arado para plantar Pinus. Vegetação original rebrotando.",NA,"6dm alt., flores brancas, pouco frequente.","SP032793","SP032793","Kawasaki, ML","1960","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-21 10:12:23-03","IBt","SP","75439","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, JR; Mattos, NF","8331",NA,"Brasil","São Paulo","Fazenda Campininha, 9-11km NNW de Padua Sales. Cerrado derrubado queimado e arado para plantar Pinus. Vegetação original rebrotando.",NA,"8dm alt., flores brancas, frequente.","SP032792","SP032792","Kawasaki, ML","1960","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-21 10:12:23-03","IBt","SP","166030","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mantovani, W","867",NA,"Brasil","São Paulo","Martinho Prado, Reserva Biológica da Fazenda Campininha.",NA,"Subarbusto 0,5-1,5m alt., pétalas brancas.","SP032799","SP032799","Kawasaki, ML","1980","08","05","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-21 10:12:23-03","IBt","SP","166568","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mantovani, W","945",NA,"Brasil","São Paulo","Martinho Prado, Reserva Biológica da FAzenda Campininha,.",NA,"Arbusto 0,5-1m alt., pétalas brancas.","SP032796","SP032796","Kawasaki, ML","1980","09","15","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-21 10:12:23-03","IBt","SP","167712","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mantovani, W","1140",NA,"Brasil","São Paulo","Martinho Prado, Reserva Biológica da FAzenda Campininha.",NA,"Arbustiva de 0,5-1m alt., frutos esverdeados.","SP032795","SP032795","Kawasaki, ML","1980","10","15","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-21 10:12:23-03","IBt","SP","198246","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Forero, E","8238",NA,"Brasil","São Paulo","Padua Sales, Fazenda Campininha.",NA,NA,"SP032783","SP032783",NA,"1980","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-21 10:12:23-03","IBt","SP","198247","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Forero, E; Chiea, SC; Muniz, C; Silva, J","8239",NA,"Brasil","São Paulo","Padua Sales, Fazenda Campininha.",NA,"Arbusto, cáliz verde, corola y estambres bancos, cerrado.","SP032782","SP032782",NA,"1980","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207","650","650",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-21 10:12:23-03","IBt","SP","198245","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Forero, E; Chiea, SC; Muniz, C; Silva, J","8237",NA,"Brasil","São Paulo","Padua Sales, Fazenda Campininha.",NA,"Arbusto, cáliz verde, corola y estambres blancos. Cerrado.","SP032784","SP032784",NA,"1980","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207","650","650",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-21 10:12:23-03","IBt","SP","114268","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, J; Mattos, N","15455",NA,"Brasil","São Paulo","Perto de Pádua Sales, Fzenda Campininha, Reserva Florestal.",NA,"No cerrado. Arbsto ca. 1,5m alt.","SP032786","SP032786","Kawasaki, ML","1969","09","12","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"1997","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-21 10:12:23-03","IBt","SP","156203","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, J; Mattos, N","16361",NA,"Brasil","São Paulo","Perto de Padua Sales, na Reserva Florestal , Fazenda Campininha.",NA,"No cerrado. Arbusto ca. 1m alt.","SP032800","SP032800","Kawasaki, ML","1972","10","02","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-21 10:12:23-03","IBt","SP","165512","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sakane, M","600",NA,"Brasil","São Paulo","Reserva Biológica Fazenda Campininha.",NA,"Arbusto, flores brancas.","SP032769","SP032769","Kawasaki, ML","1977","09","16","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-21 10:12:23-03","IBt","SP","80076","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Kuhlmann, M","3014",NA,"Brasil","São Paulo","Emas. Cerrado.",NA,"Área do Departamento de Botãnica da Universidade de S.paulo.","SP032787","SP032787",NA,"1954","08","19","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-21 10:12:23-03","IBt","SP","198270","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Forero, E; Mantovani, W; Custodio Filho, A; Abreu, LC; Fonnegra, R","8265",NA,"Brasil","São Paulo","Estrada Pirassununga-Emas. Cerrado.",NA,"Arbusto 50cm, frutos verdes con tinte rojizo.","SP032780","SP032780","Kawasaki, ML","1980","09","23","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,"1997","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-21 10:12:23-03","IBt","SP","198332","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Forero, E; Mantovani, W; Custodio Filho, A; Abreu, LC; Fonnegra, R","8329",NA,"Brasil","São Paulo","Salto de Emas, Academia da Força Aérea Brasileira.",NA,"Arbusto, frutos verdes, caliz verde, corola y estambres blancos. Cerrado.","SP032788","SP032788",NA,"1980","09","23","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-21 10:12:23-03","IBt","SP","80070","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Kuhlmann, M","1580",NA,"Brasil","São Paulo","Beira da estrada.",NA,NA,"SP032768","SP032768",NA,"1947","11","18","Santa Rita do Passa Quatro","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-21 10:12:23-03","IBt","SP","64764","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Mattos, J","s.n.",NA,"Brasil","São Paulo","18km ao norte da cidade.",NA,"No cerradão, 2,5m alt., fflores brancas.","SP032767","SP032767","Kawasaki, ML","1960","02","29","São Simão","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,NA,"1997","27881","auto",NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-21 10:12:23-03","IBt","SP","487448","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Sobral, M","15031",NA,"Brasil","Minas Gerais","Em beira de mata",NA,NA,NA,NA,"Sobral, M","2012","09","28","Ouro Branco","-43.896667","-21.1875","1112","1112","-43.896667","-21.1875",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-21 10:12:23-03","IBt","SP","304830","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Souza, VC; Miyagi, PH; Souza, JP","7934",NA,"Brasil","Minas Gerais","Estrada entre Ouro Branco e Morro do Gabriel, ca. 9km de Ouro Branco",NA,NA,NA,NA,"Fernandes, T","1995","03","08","Ouro Branco","-43.663639","-20.489056","1250","1250","-43.663639","-20.489056",NA,"2018",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"323","2019-11-21 10:12:23-03","IBt","SP","329857","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lombardi, JA","2271",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, mata secundária.",NA,"Árvore ca. 8m alt., folhas coriáceas, ferrugíneas na face abaxial, botões verdes.",NA,NA,"Santos, MF","1998","05","13","Ouro Preto","-43.506944","-20.408056","1110","1450","-43.506944","-20.408056",NA,"2012",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"324","2019-11-21 10:12:23-03","IBt","SP","153364","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Shepherd, GJ; et al.","5809",NA,"Brasil","Minas Gerais","Pico da Bandeira, perto de Caparaó, beira da mata e campo aberto com pedras.",NA,"Arbusto 3m alt., só botões vinho.",NA,NA,"Sobral, M","1977","09","06","Caparaó","-41.9043998718262","-20.523099899292","1800","2000",NA,NA,NA,"2007","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-11-21 10:12:23-03","IBt","SP","348595","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Krieger, L","10622",NA,"Brasil","Minas Gerais","Arbusto, flores esbranquiçadas, folhas coriáceas, sobre minério.",NA,"Arusto flores esbranquiçadas sobre minério.",NA,NA,"Santos, MF","1971","06","10","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"2012","20553","auto","05",NA,NA,NA,NA,NA,NA,NA
"326","2019-11-21 10:12:23-03","IBt","SP","305175","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Souza, JP; Souza, DG; Souza, LMPP","226",NA,"Brasil","Minas Gerais","Ca. 10km da cidade em diração a Belo Horizonte, campo rupestre.",NA,"Arbuso 0,4m alt., frutos imaturos.",NA,NA,"Santos, MF","1995","10","14","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"2012","20553","auto","05",NA,NA,NA,NA,NA,NA,NA
"327","2019-11-21 10:12:23-03","IBt","SP","348654","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Oliveira, RC; et al.","91",NA,"Brasil","Minas Gerais","PFE Ibitipoca. Beira do caminho para o Camping.",NA,"Flores brancas, cor forte odor de ácido fênico, muito visitada por abelhas, ca. 2,5m alt., folhas mais jovens muito pilosas na face abaxial dando uma coloração ferruginosa.",NA,NA,"Sobral, M","1992","12","05","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"1998","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-11-21 10:12:23-03","IBt","SP","313324","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Peron, M","476",NA,"Brasil","Minas Gerais","Estação Ecológica do Tripui, vegetação ecundária arbustivo-arbórea.",NA,"Arvoreta ca. 2,5m alt., heliófila caule com casca subcrossa, cinza, fendida, longitudinalmente e irregularmente, frutos verdes, vinosos e negros.",NA,NA,"Peron, M","1987","11","17","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-11-21 10:12:23-03","IBt","SP","307144","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Kinoshita, LS; Müller, C","94-223",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Fernandes, T","1994","11","07","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,NA,"2018","27086","auto","12",NA,NA,NA,NA,NA,NA,NA
"330","2016-03-17 14:30:38-03","GH","HU-HERB","GH 00395030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris angustifolia","O. Berg","Isosyntype","C. F. P. Martius","1232","South America","Brazil",NA,"[no additional data]","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1232",NA,"angustifolia",NA,NA,"undetermined"
"331","2016-03-17 14:30:38-03","GH","HU-HERB","GH 00395030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","subverticillaris","Aulomyrcia subverticillaris angustifolia","O. Berg","Isosyntype","C. F. P. Martius","1232","South America","Brazil",NA,"[no additional data]","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1232",NA,"angustifolia",NA,NA,"undetermined"
"332","2014-09-23 10:58:59-03","G","G","G00227998","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O. Berg) Kiaersk.","SYNTYPUS of Aulomyrcia subverticillaris O. Berg","Claussen, P.","1313","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=210631&base=img&lang=en","G00227998","G00227998","Peron, M.","1840",NA,"00",NA,"-45.44222222","-18.78777778",NA,NA,"-45.44222222","-18.78777778",NA,"1988",NA,NA,"01","01",NA,NA,NA,NA,NA,NA
"333","2014-09-23 10:58:59-03","G","G","G00227999","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O. Berg) Kiaersk.","SYNTYPUS of Aulomyrcia subverticillaris O. Berg","Gardner, G.","4664","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=210638&base=img&lang=en","G00227999","G00227999","Peron, M.","1842",NA,"00",NA,"-45.44222222","-18.78777778",NA,NA,"-45.44222222","-18.78777778",NA,"1988",NA,NA,"01","01",NA,NA,NA,NA,NA,NA
