"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"44","2021-03-30 12:39:26-03","EAO","IAN","137529","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Angeli, C","311","1962","08","20","Southern America","Brasil","Rio de Janeiro","Tijuca, Avenida Edison Passos",NA,"Árvore de mais ou menos 18m x 60cm diam.","IAN137529",NA,NA,NA,"Guanabara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:39:26-03","EAO","IAN","92977","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Andrade-Lima, D de","1018","1952","03","26","Southern America","Brasil","Pernambuco","Mata do Eng. Itaborai. Usina Mussurepe.",NA,"Árvore muito grande, casca rugosa com fendas longt. Flor creme, perf. com estrias vermelhas no centro. Muito frequente.","IAN092977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:39:26-03","EAO","IAN","120317","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Belém, RP; Pinheiro, RS","2204","1966","05","16","Southern America","Brasil","Bahia","Rodovia Itacare; plantacao de cacau",NA,"Árvore de 25m x 40-50cm diam; flores brancas com centro vermelho, estames brancos, anteras amarelas.","IAN120317",NA,"-39.323299407959","-14.3125","Ubaitaba","27575","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:39:26-03","EAO","IAN","120327","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Belém, RP; Pinheiro, RS","2216","1966","05","16","Southern America","Brasil","Bahia","Rodovia Ubaitaba. Plantacao de cacau.",NA,"Árvore de 15m x 30cm diam; flores brancas com centro roxo, calice creme, ovario verde.","IAN120327",NA,"-39.5228004455566","-14.2138996124268","Ubatã","37956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-08 17:38:53-03","EAO","IAN","XILO","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Fróes, RL","33399","1957","08","28","Southern America","Brasil","Minas Gerais","Região do Rio Piracicaba.",NA,"Árvore de 7m, mata virgem da Reserva Florestal do Estado.","IAN00XILO",NA,"-42.6288986206055","-19.5186004638672","Coronel Fabriciano","21443","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:39:26-03","EAO","IAN","99625","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Fróes, RL","33399","1957","08","28","Southern America","Brasil","Minas Gerais","Região do Rio Piracicaba.",NA,"Árvore de 7m, mata virgem da Reserva Florestal do Estado.","IAN099625",NA,"-42.6288986206055","-19.5186004638672","Coronel Fabriciano","21443","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:39:26-03","EAO","IAN","15005","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Oliveira, JE de",NA,"1941","05","06","Southern America","Brasil","Minas Gerais","Mata fazenda das Antilhas",NA,"Árvore de 2m, muito frequente","IAN015005",NA,"-42.0228004455566","-20.9046993255615","Tombos","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-20 13:41:37-03","INPA","INPA-CARPOTECA","244894","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Pereira-Silva, G da","15610","2010","08","12","Southern America","Brasil","Rondônia","UHE Jirau, Canteiro de obra da UHE Jirau, em frente ao escritório da LEME.",NA,NA,"INPA0244894","INPA0244894 INPA0244894_e INPA0244894_nd","-64.611944","-9.257222","Porto Velho",NA,NA,"100","100",NA,NA,NA,"-64.611944","-9.257222",NA,NA,NA,NA,NA
"52","2019-02-20 13:41:37-03","INPA","INPA-CARPOTECA","96169","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte, AP","8141","1964","06","19","Southern America","Brasil","Minas Gerais","Lagoa Santa, Lagoa Santa, Jequitibá.",NA,NA,"INPA0096169",NA,"-43.883333","-19.641111","Jequitibá",NA,NA,"740","740",NA,NA,NA,"-43.883333","-19.641111",NA,NA,NA,NA,NA
"53","2019-10-09 11:18:16-03","UFBA","ALCB","87029","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Guedes, ML","Guedes, ML; et al.","s/n","2008","03","22","Southern America","Brasil","Bahia","Litoral Sul, Mata do Laterítico",NA,"de ca 30 m de altura. Folhas cartáceas, levemente discolores. Inflorescência terminal, flores amarelo-claro. Fruto pixídio.",NA,NA,"-39.731944","-14.176389","Itagibá",NA,NA,NA,NA,"2009","01",NA,"-39.731944","-14.176389",NA,NA,NA,NA,NA
"54","2019-10-09 11:18:16-03","UFBA","ALCB","028871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","et al.; Mattos Silva, LA","Mattos Silva, LA","3096","1995","04","04","Southern America","Brasil","Bahia","Campus da Universidade Estadual de Santa Cruz (UESC), Km 16 da Rod. Ilhéus Itabuna (BR 415). Coletas no cacaual sob mata (sistema cabruca). Situado detrás da Torre Central.",NA,"25m alt. X 120cm diâm. Flores em botões, cor amarelo-pálido a esverdeadas. Folhas discolores. Ramos escuros.; Solo argiloso.",NA,NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,"1995","04",NA,"-39.166667","-14.8",NA,NA,NA,NA,NA
"55","2021-02-08 21:32:30-03","UFBA","ALCB","02967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Mori, SA","Costa, AL","s/n","1975","02","09","Southern America","Brasil","Bahia","Fazenda Bom Jardim.",NA,"Frondosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","05",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:18:16-03","UFBA","ALCB","048918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Guedes, ML; Lima, SS dos","Lima, SS dos; Guedes, ML; Oliveira, H","75","1999","06","20","Southern America","Brasil","Bahia","Extremo Sul, Mata cara-branca, projeto CEDRO",NA,"Dados fitossociológicos: Módulo 3, parcela 13, nº 303, CAP 17,6 cm, alt. 7,0 m.; Mata em estádio secundário de regeneração. Substrato argilo-arenoso.",NA,NA,"-39.016667","-16.266667","Santa Cruz Cabrália",NA,NA,NA,NA,"1999","08",NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA
"57","2019-10-09 11:18:16-03","UFBA","ALCB","049764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Pacheco, LM","Pacheco, LM","95","2001","11","15","Southern America","Brasil","Bahia","Extremo Sul, Estação Veracruz",NA,"13,0 m. Folhas cartáceas, discolores. Estéril.; Estádio primário de desenvolvimento.",NA,NA,"-39.016667","-16.266667","Santa Cruz Cabrália",NA,NA,NA,NA,"2001","01",NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA
"58","2019-10-09 11:18:16-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Fiaschi, P","Jardim, JG; Paixão, JL da; Weiers, MK; Vetrice, GD; Dias, CM","1527","1998","02","17","Southern America","Brasil","Bahia","Litoral Sul, Rod. Jussari/Palmira. Entrada ca. 7,5 km percorrendo mais 1,7 km até a sede da Faz. Teimoso. Serra do Teimoso, RPPN Serra do Teimoso",NA,"ca. 15,0 m alt. Folhas verde-brilhantes. Flores esverdeadas algo vinoso, muito perfumadas.",NA,NA,"-39.583333","-15.166667","Jussari",NA,NA,"300","300","2002",NA,NA,"-39.583333","-15.166667",NA,NA,NA,NA,NA
"59","2021-02-08 21:32:30-03","UFBA","ALCB","11744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lecythidaceae","Couratari","legalis","Couratari legalis","Mart.",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,"Do sul e centro do Brasil",NA,NA,"ALCB015435","ALCB015435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.4300063","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4300063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4300063","NL-L4300063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw3080",NA,NA,NA
"61","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.2488128","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2488128 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2488128","NL-L2488128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"62","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.2488129","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2488129 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2488129","NL-L2488129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"63","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.4300064","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4300064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4300064","NL-L4300064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw3081",NA,NA,NA
"64","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.4300062","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4300062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4300062","NL-L4300062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw3079",NA,NA,NA
"65","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.4300065","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4300065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4300065","NL-L4300065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Dw3082",NA,NA,NA
"66","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.1168244","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte AP",NA,"1962","12","01","Southern America","Brazil",NA,"Estado da Guanabara, Mesa do Imperador.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1168244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1168244","NL-L1168244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"67","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.1168250","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte AP",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Guanabara",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1168250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1168250","NL-L1168250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"68","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.2488126","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2488126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2488126","NL-L2488126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"69","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.2488127","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Unreadable",NA,NA,NA,NA,"Southern America","Brazil",NA,"Rio Jan.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2488127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2488127","NL-L2488127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"70","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418523","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte AP",NA,"1962","12","01","Southern America","Brazil",NA,"Estado da Guanabara, Mesa do Imperador.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418523","NL-U1418523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"71","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418524","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418524","NL-U1418524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"72","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418525","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia: Rio Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418525","NL-U1418525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"73","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418526","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418526","NL-U1418526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418527","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Prance GT; Monteiro R",NA,"1978","01","30","Southern America","Brazil",NA,"State of Sao Paulo Fazenda St. a Eliza, Instituto Agronomico, Campinas, Sao Paulo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418527","NL-U1418527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 09:02:11-03","NBC","NL-BOTANY","U.1418528","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Belém RP; Pinheiro RS",NA,"1966","05","16","Southern America","Brazil",NA,"Bahia, Rodovia Itacare-Ubaitaba, (Ba). Plantacao de cacau.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1418528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1418528","NL-U1418528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2020-02-08 09:02:11-03","NBC","NL-BOTANY","WAG.1692945","PreservedSpecimen","Plantae",NA,"Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Maas PJM","Santos TS dos",NA,"1971","03","29","Southern America","Brazil","Bahía","Itabuna. E.S. Linhares estrada a Povoaçao ao L.",NA,"Plantação de cacau.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1692945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1692945","NL-WAG1692945","-39.3","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,"-39.3","-14.8","Magnoliopsidae","WAG0339626",NA,NA,NA
"77","2020-11-04 11:12:11-03","ESALQ","ESA","125600","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"Santos, K.","Santos, K. ; Belinello, R.","1207.0","2000","04","19",NA,"Brasil","São Paulo",NA,NA,NA,"ESA125600","ESA125600","-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:12:11-03","ESALQ","ESA","125601","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"Santos, K.","Santos, K. ; Belinello, R.","2546.0","1905","06","22",NA,"Brasil","São Paulo",NA,NA,NA,"ESA125601","ESA125601","-46.8300018310547","-23","Itatiba","17442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:12:11-03","ESALQ","ESA","18811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Kuntze","Ivanauskas, N.M.","Zandoval, J.A.",NA,"1995","05","18",NA,"Brasil","São Paulo",NA,NA,NA,"ESA018811","ESA018811","-47.6399993896484","-22.7199993133545","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 11:12:11-03","ESALQ","ESA","7742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Kuntze","Rodrigues, R.R.","Zandoval, J.A.","62.0","1984","10","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA007742","ESA007742","-47.6399993896484","-22.7199993133545","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:12:11-03","ESALQ","ESA","5558","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Kuntze","Kampf, E.","Kampf, E.","124.0","1989","10","11",NA,"Brasil","São Paulo",NA,NA,NA,"ESA005558","ESA005558","-47.6399993896484","-22.7199993133545","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-04 11:12:11-03","ESALQ","ESA","10425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Kuntze","Capellari Jr., L. et al.","Barreto, K.D. et al.","149.0","1993","03","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA010425","ESA010425","-47.6399993896484","-22.7199993133545","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 10:56:02-03","ESALQ","ESA","133343","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Rodrigues, S. S.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","929.0","2015","07","04",NA,"Brasil","São Paulo","Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.",NA,"Árvore jovem, ca. 1m.","ESA133343",NA,"-47.66058","-22.92451","Mombuca",NA,NA,"543","543","2015","07","06","-47.66058","-22.92451",NA,NA,NA,NA,NA
"84","2020-11-04 11:12:11-03","ESALQ","ESA","590","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"Góes, R.",NA,"1945","06","21",NA,"Brasil","São Paulo","Estação Experimental de Monte Alegre",NA,NA,"ESA000590","ESA000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 10:56:02-03","ESALQ","ESA","133014","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Montibeller, C.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","108.0","2015","07","02",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.",NA,"Árvore.","ESA133014",NA,"-47.82555","-22.77873","Piracicaba",NA,NA,"545","545","2015","07","02","-47.82555","-22.77873",NA,NA,NA,NA,NA
