"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"148","2020-12-21 16:13:04-03","MBM","MBM","249690","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Cordeiro, J.; Silva, J.M.; Ribas, O.S.; Silva, J.M.; Ribas, O.S.","1733","1999","12","28","Southern America","Brazil","Santa Catarina","Campo Alegre","Subida a Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM249690","MBM249690",NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:13:04-03","MBM","MBM","390940","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Dunaiski Jr.; A.","522","1998","03","07","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico do Paraná, trilha para o pico","-49.0553016662598","-25.3055992126465","1500","1500",NA,"Arbusto de 2m; flores alvas.","MBM390940","MBM390940",NA,NA,NA,"2014","08","08","55154","auto",NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:13:04-03","MBM","MBM","17405","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, G.C.","Hatschbach, G.","23395","1970","01","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Abrigo 1","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM017405","MBM017405",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:13:04-03","MBM","MBM","301167","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Mocochinski, A.Y.","33","2002","06","28","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Caratuva","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbórea ereta, 3,5m.","MBM301167","MBM301167",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:13:04-03","MBM","MBM","27050","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Cervi, A.C.; Hatschbach, G.; Hatschbach, G.","3010","1989","11","09","Southern America","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM027050","MBM027050",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:13:04-03","MBM","MBM","171380","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","215","1994","11","09","Southern America","Brazil","Paraná","Guaratuba","Serra Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM171380","MBM171380",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:13:04-03","MBM","MBM","254779","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Cordeiro, J.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3253","2000","02","25","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM254779","MBM254779",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:13:04-03","MBM","MBM","289821","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Scheer, M.","Scheer, M.","56","2000","06",NA,"Southern America","Brazil","Paraná","Morretes","Serra da Igreja","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM289821","MBM289821",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:13:04-03","MBM","MBM","47923","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Kummrow, R.","978","1975","11","03","Southern America","Brazil","Paraná","Palmeira","Rodovia Curitiba - Ponta Grossa, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM047923","MBM047923",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:13:04-03","MBM","MBM","110199","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, G.C.","Cordeiro, J.; Manosso, A.; Manosso, A.","270","1986","04","09","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM110199","MBM110199",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:13:04-03","MBM","MBM","171383","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Hatschbach, G.","61222","1994","11","17","Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM171383","MBM171383",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:13:04-03","MBM","MBM","289820","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Scheer, M.","Scheer, M.; et al.; et al.","282","2001","05",NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Morro dos Padres","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM289820","MBM289820",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:13:04-03","MBM","MBM","133071","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.; Hatschbach, G.; Hatschbach, G.","3014","1989","11","09","Southern America","Brazil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM133071","MBM133071",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:13:04-03","MBM","MBM","134858","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Giberti, G.C.","Silva, J.M.","805","1990","03","07","Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM134858","MBM134858",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:13:04-03","MBM","MBM","320005","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Pastore, J.A.","Robim, M.J.","553",NA,NA,NA,"Southern America","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Arbusto com frutos maduros escuros.; Região de campo, próximo da mata da estiva.","MBM320005","MBM320005",NA,NA,NA,"2006","07","03","21048","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-01 15:27:57-03","PUC-RIO","FCAB","0558","PreservedSpecimen","Plantae",NA,"Angiospermae","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"P. Capell S.J.","s.n.","1952","12","10",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Arbustiva parva, circa octoginta cm. latere callis sinistrae manus nostrae propietalis.","000558",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"164","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274450","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274450' target='other'> <mi>dwc_moreinfo</mi></a>","P03274450","P03274450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18997",NA,NA,NA
"165","2015-10-25 09:28:36-02","MNHN","RECOLNAT_MNHN_P","P02142166","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Glaziou, A.",NA,"1884","11","11",NA,"Brésil",NA,NA,"Minas Geraes. Haut de la Serra d'Ouro Branco, au bord du ruisseau où je déjeûnais.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142166' target='other'> <mi>dwc_moreinfo</mi></a>","P02142166","P02142166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14598",NA,NA,NA
"166","2013-05-23 16:22:22-03","MNHN","RECOLNAT_MNHN_P","P02142167","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Glaziou, A.",NA,"1884","11","11",NA,"Brésil",NA,NA,"Minas Geraes. Haut de la Serra d'Ouro Branco, au bord du ruisseau où je déjeûnais.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142167' target='other'> <mi>dwc_moreinfo</mi></a>","P02142167","P02142167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14598",NA,NA,NA
"167","2017-11-21 15:59:18-02","MNHN","RECOLNAT_MNHN_P","P02142168","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Widgren",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","reçu le 7 août 1882 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142168' target='other'> <mi>dwc_moreinfo</mi></a>","P02142168","P02142168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA
"168","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274442","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274442' target='other'> <mi>dwc_moreinfo</mi></a>","P03274442","P03274442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274443","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274443' target='other'> <mi>dwc_moreinfo</mi></a>","P03274443","P03274443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274445","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274445' target='other'> <mi>dwc_moreinfo</mi></a>","P03274445","P03274445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274448","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Mosén",NA,"1875","11","5",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274448' target='other'> <mi>dwc_moreinfo</mi></a>","P03274448","P03274448_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,"4245",NA,NA,NA
"172","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274441","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Glaziou, A.",NA,"1864","1","14",NA,"Brasil","Minas Gerais","Caldas","Brésil (Minas) Caldas.","-46.386100769043","-21.9235992431641",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274441' target='other'> <mi>dwc_moreinfo</mi></a>","P03274441","P03274441_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"173","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274446","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Glaziou, A.",NA,"1892","5","9",NA,"Brasil","Minas Gerais","Ouro Preto","Capão.","-43.5080986022949","-20.2875003814697",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274446' target='other'> <mi>dwc_moreinfo</mi></a>","P03274446","P03274446_01",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,"18997",NA,NA,NA
"174","2015-09-04 11:10:51-03","MNHN","RECOLNAT_MNHN_P","P03274447","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","16",NA,"Brasil","Paraná","Jaguariaíva","Lajeado Cinco Reis.","-49.7057991027832","-24.2511005401611","860",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03274447' target='other'> <mi>dwc_moreinfo</mi></a>","P03274447","P03274447_01",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,"14623",NA,NA,NA
"175","2013-08-12 14:47:20-03","MNHN","RECOLNAT_MNHN_P","P02142332","PreservedSpecimen",NA,NA,NA,"Aquifoliaceae","Ilex","virgata","Ilex virgata","Loes.",NA,"Glaziou, A.",NA,"1865","8","7",NA,"Brésil",NA,NA,"Rio de Janeiro, Alto Macahé, chez les Trannin",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142332' target='other'> <mi>dwc_moreinfo</mi></a>","P02142332","P02142332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"883","isotype",NA,NA
"176","2020-10-01 14:15:06-03","JBB","HEPH","29366","S","Plantae","Dicotyledon","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Pereira, SC","Pereira, SC","1509","1981","12","02","Southern America","Brasil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:32:03-03","UFMG","BHCB","191142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Warm.",NA,"Quaresma, AS; Meyer, PB","933","2018","05","24","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-43.745292","-20.121111",NA,NA,NA,"Campo sujo","BHCB191142",NA,NA,"-43.745292","-20.121111","2018","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:32:03-03","UFMG","BHCB","191186","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Warm.",NA,"Quaresma, AS; Meyer, PB","977","2018","05","15","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-43.745833","-20.119722",NA,NA,NA,"Campo sujo","BHCB191186",NA,NA,"-43.745833","-20.119722","2018","06","10",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:32:03-03","UFMG","BHCB","197214","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Warm.",NA,"Castro, RM; Wardil, MV","s.n.","2019","01","11","Southern America","Brasil","Minas Gerais","Mariana",NA,"-43.467722","-20.158361",NA,NA,NA,"Arbórea, 13 metros; Floresta estacional semidecidual","BHCB197214",NA,NA,"-43.467722","-20.158361","2019","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-19 17:58:27-03","UFMG","BHCB","12208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Warm.",NA,"Braga, MMN","158","1987","10","27","Southern America","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Estação 1.; Arbusto, ca. 70cm. Flores esverdeadas.",NA,NA,NA,NA,NA,"2001",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA
"181","2021-02-11 17:17:53-03","UFPR","UPCB","85085","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reiss.","Santos, E.P.","Santos, E.P. | Socher, L.G.","1073","2001","10","24",NA,"Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","1320","1320",NA,"Árvore, botão floral. Floresta Ombrófila Densa Altomontana..",NA,NA,NA,"-49.050000","-25.750000","2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-11 17:17:53-03","UFPR","UPCB","63209","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","330","2009","04","11",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, pico Ciririca.","-48.830833","-25.283611","1680","1680",NA,"Arbusto de 1,5 m de alt., frutos pretos. Campo de altitude..",NA,NA,NA,"-48.830833","-25.283611","2009","04","11",NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-11 17:17:53-03","UFPR","UPCB","22967","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Roderjan, C.V.","976","1992","03","01",NA,"Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375","1340","1340",NA,"Árvore de 4m de altura, em Floresta Ombrófila Densa Alto Montana a 1340m a.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"184","2021-02-11 17:17:53-03","UFPR","UPCB","59974","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","84","2008","03","16",NA,"Brasil","Paraná","Tijucas do Sul","Morro Araçatuba, Serra de Araçatuba","-49.1988983154297","-25.9281005859375","1670","1670",NA,"Arbusto 50cm de altura, frutos pretos. Refúgio Vegetacional Altomontano..",NA,NA,NA,NA,NA,"2008","03","20","25228","auto",NA,NA,NA,NA,NA,NA
"185","2021-02-11 17:17:53-03","UFPR","UPCB","18967","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.","2974","1989","11","02",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Arbusto 1m, flores alvas, anteras amarelas. Zona de campo, margens de rio..",NA,NA,NA,NA,NA,"1989","12",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"186","2021-02-11 17:17:53-03","UFPR","UPCB","20347","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Guimarães, O.A.","Cervi, A.C.","2207","1983","10","28",NA,"Brasil","Paraná","Ponta Grossa","Rio dos Papagaios","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto, flores alvas. Beira de rio..",NA,NA,NA,NA,NA,"1992","11",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"187","2021-02-11 17:17:53-03","UFPR","UPCB","18881","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.","3014","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto 70cm, flores alvas. Zona de campo, margens de córrego..",NA,NA,NA,NA,NA,"1990","01","01","46557","auto",NA,NA,NA,NA,NA,NA
"188","2021-02-11 17:17:53-03","UFPR","UPCB","30286","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Schiesinsky, D.","Schiesinsky, D.","26","1992","10","10",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Arbusto, 3m de altura. Flores alvas. Em luz solar, beira de rio..",NA,NA,NA,NA,NA,"1992","10",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"189","2021-02-11 17:17:53-03","UFPR","UPCB","17352","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Cervi, A.C.","3010","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto de 70cm, flores alvas masculinas. Zona de campo, margens de rio..",NA,NA,NA,NA,NA,"1989","01","01","46557","auto",NA,NA,NA,NA,NA,NA
"190","2021-02-11 17:17:53-03","UFPR","UPCB","58919","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","165","2008","07","18",NA,"Brasil","Paraná","Morretes","Serra da Graciosa, Morro Mãe Catira.","-48.834400177002","-25.476900100708","1330","1330",NA,"Arvoreta 2,5m de altura, frutos pretos. Floresta Ombrófila Densa Altomontana..",NA,NA,NA,NA,NA,"2008","07","29","30514","auto",NA,NA,NA,NA,NA,NA
"191","2021-02-11 17:17:53-03","UFPR","UPCB","47633","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Scheer, M.B.","Scheer, M.B.","56","2000","06","11",NA,"Brasil","Paraná","São José dos Pinhais","Serra da Igreja, Morro dos Padres","-49.2064018249512","-25.5347003936768","1335","1335",NA,"Arbustiva ereta, 3m, local sombreado, floresta ombrófila densa altomontana, encosta. Alt.: 1335m s.n.m.. Nome vulgar: congonha..",NA,NA,NA,NA,NA,"2000","11",NA,"45291","auto",NA,NA,NA,NA,NA,NA
"192","2021-02-11 17:17:53-03","UFPR","UPCB","42133","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Blum, C.T.","Cervi, A.C.","6585","1998","12","10",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arbusto ca. 1,2m, flores alvas..",NA,NA,NA,NA,NA,"2004","03","11","41937","auto",NA,NA,NA,NA,NA,NA
"193","2021-02-11 17:17:53-03","UFPR","UPCB","49514","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Scheer, M.B.","Scheer, M.B.","375","2001","11","01",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ferraria","-49.0553016662598","-25.3055992126465","1720","1720",NA,"Floresta ombrófila densa altomontana. Alt.: 1720m s.n.m..",NA,NA,NA,NA,NA,"2004","01","01","55154","auto",NA,NA,NA,NA,NA,NA
"194","2021-02-11 17:17:53-03","UFPR","UPCB","60201","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Brotto, M.L.","Brotto, M.L.","119","2008","04","05",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Taipabuçu","-49.0553016662598","-25.3055992126465","1700","1700",NA,"Arbusto 1,8cm de altura, frutos pretos. Floresta Ombrófila Densa Altomontana..",NA,NA,NA,NA,NA,"2008","04","14","55154","auto",NA,NA,NA,NA,NA,NA
"195","2021-02-11 17:17:53-03","UFPR","UPCB","50794","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G.","Silva, J.M.","4140","2004","10","16",NA,"Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621","1300","1300",NA,"Arbusto 1m, flor alva. Matinha nebular. Alt.: 1300m s.n.m..",NA,NA,NA,NA,NA,"2004","01","01","22441","auto",NA,NA,NA,NA,NA,NA
"196","2021-02-11 17:17:53-03","UFPR","UPCB","46370","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S.","Cordeiro, J.","1733","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre","Subida a Serra Quiriri","-49.2655982971191","-26.1924991607666","1500","1500",NA,"Arbusto 1,2m, flor alva. Matinha nebular. Alt.: 1500m s.n.m..",NA,NA,NA,NA,NA,"2002","01","01","37493","auto",NA,NA,NA,NA,NA,NA
"197","2020-07-25 15:56:00-03","MO","MOBOT","2845957","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","G. Edwin","Gert G. Hatschbach","Hatschbach 19965","1968","10","10","South America","Brazil","Paraná","Arapoti","Rio das Cinzas.","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,"1",NA
