"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","typeStatus","stateProvince","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"45","2021-03-15 16:37:00-03","NY","NYBG","02636832","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","P. da C. Gadelha Neto","3763","2014","01","25","South America","Brazil","Tabuleiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952435' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636832","-35.038056","-7.270278",NA,NA,NA,"Paraíba","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY02636832_01",NA,"Santa Rita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","632432","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","W. Ganev","2603","1993","11","28","South America","Brazil","Boa Vista","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632432","-41.83","-13.32",NA,NA,NA,"Bahia","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00632432_01","G. P. Lewis","Abaíra","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-30 08:19:00-03","NY","NYBG","01476121","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","T. S. M. Grandi","10797","1986","10",NA,"South America","Brazil","Belo Horizonte.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1873091' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476121",NA,NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales",NA,"NY01476121_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-29 21:50:00-03","NY","NYBG","00917716","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","P. Martins","8620","1980","05","14","South America","Brazil","Sítio Brejo- Aratuba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917716","-39","-4.33",NA,NA,NA,"Ceará","Magnoliophyta","Fabales",NA,"NY00917716_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-09-29 21:50:00-03","NY","NYBG","00917713","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","L. V. Costa","s.n.","1992","10","28","South America","Brazil","Guanhaes. Cenibra","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917713",NA,NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales",NA,"NY00917713_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-09-29 10:23:00-03","NY","NYBG","408594","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","G. P. Lewis","958","1981","12","21","South America","Brazil","Mucugêzinho, km 220 ap. da rod. BR 242","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408594","-41.43","-12.47",NA,NA,NA,"Bahia","Magnoliophyta","Fabales",NA,"NY00408594_01","R. C. Barneby","Lençóis","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-09-30 08:08:00-03","NY","NYBG","01492271","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","E. Hassler","6723",NA,NA,NA,"South America","Paraguay",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1858978' target='other'> <mi>dwc_moreinfo</mi></a>","NY01492271",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales",NA,"NY01492271_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-09-29 10:23:00-03","NY","NYBG","00408606","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","S. G. Tressens","4401","1993","11","09","South America","Argentina","Garruchos, costa rio Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408606",NA,NA,NA,NA,NA,"Corrientes","Magnoliophyta","Fabales",NA,"NY00408606_01","R. O. Vanni","Santo Tome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-09-30 01:00:00-03","NY","NYBG","1019000","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","H. C. de Lima","5339","1997","04","24","South America","Brazil","Barra de São João, Guaxindiba, Fazenda São Pedro, Mata do Corvão.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266318' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019000",NA,NA,NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Fabales",NA,"NY01019000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","408595","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","R. M. Harley","27611","1988","12","19","South America","Brazil","Pico das Almas. Vertente leste. Ca. 3km da Fazenda Brumadinho na estrada para Junco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408595","-41.9","-13.53",NA,NA,NA,"Bahia","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00408595_01","R. C. Barneby","Rio de Contas","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","632430","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","W. Ganev","2713","1993","12","27","South America","Brazil","Palmeira, próximo a Cachoeira da Michilana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632430","-41.78","-13.4",NA,NA,NA,"Bahia","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00632430_01","G. P. Lewis","Rio de Contas","850","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00917742","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","M. M. Arbo","3666","1990","02","04","South America","Brazil","5 km W de Colinas, camino a Niquelandia, orillas del Rio Tocantinzinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917742","-48.0781","-14.1517",NA,NA,NA,"Goiás","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917742_01","R. C. Barneby","Colinas do Sul","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","408597","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","R. Kral","75524","1988","11","06","South America","Brazil","Ca. 5-6kms toward and into Pico das Almas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408597",NA,NA,NA,NA,NA,"Bahia","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00408597_01","R. C. Barneby",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-09-29 21:50:00-03","NY","NYBG","00917748","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","P. M. Andrade","s.n.","1985","04","14","South America","Brazil","UCAT- Santana do Riacho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917748",NA,NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales",NA,"NY00917748_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00917736","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","B. M. T. Walter","2786","1995","10","09","South America","Brazil","Regiao da Faz. Palmeiras do Maranhao. Seguindo a Leste da sede; na beira do rio Maranhao/Tocantins. Futuro reservatorio do AHE Serra da Mesa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917736","-48.32","-13.92",NA,NA,NA,"Goiás","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917736_01","R. C. Barneby","Campinaçu","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","01098826","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","J. F. Ramos","958","1983","09","30","South America","Brazil","PA-149, km 20, ramal da Massa Falida.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098826","-49.6735668","-3.764569",NA,NA,NA,"Pará","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY01098826_01","R. C. Barneby","Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00917710","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","W. R. Anderson","9161","1973","04","19","South America","Brazil","13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917710","-44.45237","-15.56637",NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917710_01","R. C. Barneby",NA,"575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00917714","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","E. P. Heringer","6805","1959","02","28","South America","Brazil","Rodovia Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917714",NA,NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917714_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-09-30 01:14:00-03","NY","NYBG","1098828","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","E. de Oliveira","1298","1981","02","07","South America","Brazil","Rio Vizeu, região de Cametá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1288989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01098828",NA,NA,NA,NA,NA,"Pará","Magnoliophyta","Fabales",NA,"NY01098828_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-29 10:23:00-03","NY","NYBG","776861","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","M. das G. L. Wanderley","1519","1988","11","05","South America","Brazil","Ca. 5-6 km em direçao do Pico das Almas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776861",NA,NA,NA,NA,NA,"Bahia","Magnoliophyta","Fabales",NA,"NY00776861_01","E. R. de Souza",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","408601","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","G. G. Hatschbach","19803","1968","09","22","South America","Brazil","Foz de Chopim. Margems pedregosas do Rio Iguaçu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408601","-52.4158","-25.4081",NA,NA,NA,"Paraná","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00408601_01","A. E. Burkart","Laranjeiras do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00917784","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","G. G. Hatschbach","39013","1976","10","08","South America","Brazil","Rod. BR-020, 10 km N de Alvorada do Norte","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917784","-46.4831","-14.4736",NA,NA,NA,"Goiás","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917784_01","R. C. Barneby","Simolândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-29 21:50:00-03","NY","NYBG","00917717","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","A. G. Fernandes","11081","1982","01","14","South America","Brazil","Cocalzinho, Chapada da Ibiapaba, Viçosa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917717","-41.0919","-3.5622",NA,NA,NA,"Ceará","Magnoliophyta","Fabales",NA,"NY00917717_01","R. C. Barneby","Viçosa do Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00917739","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","E. P. Heringer","8682/876","1961","09","02","South America","Brazil","Rio S. Bartolomeu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917739","-47.9294","-15.7797",NA,NA,NA,"Distrito Federal","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00917739_01","R. C. Barneby","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2016-09-29 21:50:00-03","NY","NYBG","00917744","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","S. M. de Faria","SMF1421","1998","03","24","South America","Brazil","BR 267 Porto Mortinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917744","-57.8467","-21.7011",NA,NA,NA,"Mato Grosso","Magnoliophyta","Fabales",NA,"NY00917744_01","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","408600","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","G. Eiten","2217","1960","09","01","South America","Brazil","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 4.6km NNW of Padua Slaes (about 27km NW of city of Moji-Mirim)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408600","-47.1194","-22.1883",NA,NA,NA,"São Paulo","Magnoliophyta","Fabales","(Hook. & Arn.) Speg.","NY00408600_01","R. C. Barneby","Moji-Guaçu","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2016-09-29 21:50:00-03","NY","NYBG","00917787","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","B. A. S. Pereira","2915","1995","10","20","South America","Brazil","No km 15 da estrada Alvorada do Norte/Sítio da Abadia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917787","-46.5","-14.25",NA,NA,NA,"Goiás","Magnoliophyta","Fabales",NA,"NY00917787_01","R. C. Barneby","Alvorada do Norte","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-09-29 10:23:00-03","NY","NYBG","408596","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","L. R. Noblick","2841","1983","11","19","South America","Brazil","Mucugêzinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408596","-41.43","-12.47",NA,NA,NA,"Bahia","Magnoliophyta","Fabales",NA,"NY00408596_01","R. C. Barneby","Palmeiras","600","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-11-07 13:08:00-02","NY","NYBG","02099051","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","J. L. da Costa Lima","592","2011","09","20","South America","Brazil","Fazenda Arvoredo, ca. de 5 Km a margem da área do Aeroporto de São Gonçalo do Amarante, em direção a comunidade Califórnia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953189' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099051","-35.55275","-5.766172",NA,NA,NA,"Rio Grande do Norte","Magnoliophyta","Fabales",NA,"NY02099051_01","P. G. Ribeiro","São Gonçalo do Amarante","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","194","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Fernandes, A.","11081","1982","01","14",NA,"Brasil",NA,NA,NA,"Arbusto","HDELTA000194",NA,NA,NA,NA,NA,"Ceará",NA,NA,"Benth.",NA,"Barneby, R.",NA,NA,NA,NA,NA,"1993","02","05",NA,NA,NA,NA
"75","2020-11-13 09:19:43-03","UFRJ","RFA","10236","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","G.G. Hatschbach","19803","1968","09","22",NA,"Brasil","Foz do Chopim",NA,NA,"Arbusto, flor de base alva e ápice purpúreo","RFA23160","-52.4160995483398","-25.4078006744385",NA,NA,NA,"Paraná",NA,NA,"(Hook. & Arn.) Speg.",NA,"A. Burkart","Laranjeiras do Sul",NA,NA,"28404","auto","1970",NA,NA,NA,NA,NA,NA
"76","2019-11-19 15:44:31-03","UNEB","HUNEB","7530","PreservedSpecimen","Plantae","Mimosaceae","Calliandra","parvifolia","Calliandra parvifolia","Harley, R.M.","28274","1996","09","05",NA,"Brasil","Cabrália - 26 km em direção a Piatã.",NA,NA,NA,"HUNEB0007530","-41.783333","-13.083333","41W47'0''","13S5'0''",NA,"Bahia","Angiospermae","Florideophycidae","(Hook. & Arn.) Speg.",NA,NA,"Piatã","1255","1255",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"77","2021-04-08 17:39:32-03","EAO","IAN","111138","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Calliandra","parvifolia","Calliandra parvifolia","Oliveira, E","1298","1961","02","07","Southern America","Brasil","Rio Viseu, região de Cametá.",NA,NA,"Árvore de 2 ½ m; frutos em vagem, em forma de uma espatula, campina a 2 km da beira do rio.","IAN111138",NA,NA,NA,NA,NA,"Pará","Dicotiledônea",NA,"(Hook. & Arn.) Speg.",NA,"Barneby, RC",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA
"78","2021-04-08 17:39:32-03","EAO","IAN","42257","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Calliandra","parvifolia","Calliandra parvifolia","Fróes, RL","23607","1948","09","25","Southern America","Brasil","Remasao; estrada de ferro Tocantins.",NA,NA,"Shrub, 2 meters, rosy flowers along the train line E.F.T. sandy area open campina Arumatena.","IAN042257",NA,NA,NA,NA,NA,"Pará","Dicotiledônea",NA,"(Hook. & Arn.) Speg.",NA,"Souza, ER de",NA,NA,NA,NA,NA,"2005","09","06",NA,NA,NA,NA
"79","2019-10-09 11:15:23-03","UFBA","ALCB","20442","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Silva, LB da","s/n","1987","02","05","Southern America","Brasil","Região Metropolitana Salvador, Dunas perto do Aeroporto.",NA,NA,"ca. 1m de altura. Flores com estames e porção terminal do cálice de cor vinho.","ALCB022735","-38.5","-12.966667","-38.5","-12.966667",NA,"Bahia","Dicotyledon",NA,"(Hook.f. & Arn.) Speg.","ALCB022735","Souza, ER de","Salvador",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA
"80","2019-10-09 11:15:23-03","UFBA","ALCB","036399","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Silva, MM da; Hind, DJN; Queiroz, LP de; Bautista, HP","PCD&nf;3935","1996","11","02","Southern America","Brasil","Chapada Diamantina, Estrada Piatã-Inúbia",NA,NA,"até 50cm. Folhas compostas, folíolos diminutos. Flores com cálice grená. Corola creme com parte superior grená. Estames com filetes alvos na base e grená no ápice. Anteras castanhas. Frequente.; Campo cerrado. Arenoso.","ALCB022730","-41.825556","-13.121111","-41.825556","-13.121111",NA,"Bahia","Dicotyledon",NA,"(Hook.f. & Arn.) Speg.","ALCB022730","Bautista, HP","Piatã","1340","1340",NA,NA,"1996","11",NA,NA,NA,NA,NA
"81","2019-10-09 11:15:23-03","UFBA","ALCB","36399","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Silva, MM da; Hind, DJN","3935","1996","11","02","Southern America","Brasil","Chapada Diamantina, Estrada Piatã-Inúbia",NA,NA,"0,50 m. Folhas compostas, folíolos diminutos. Flores de cálice grená, corola creme com parte superior grená; estames com filetes alvos na base e grená no ápice, anteras castanhas. Frequente.; Campo cerrado. Substrato arenoso.",NA,"-41.816667","-13.116667","-41.816667","-13.116667",NA,"Bahia","Dicotyledon",NA,"(Hook.f. & Arn.) Speg.",NA,"Bautista, HP","Piatã","1340","1340",NA,NA,"1996","11",NA,NA,NA,NA,NA
"82","2019-10-09 11:15:23-03","UFBA","ALCB","68839","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Hatschbach, G; Hatschbach, M; Barbosa, E","74549","2003","03","11","Southern America","Brasil","Rodovia Bonito ao trevo com a Rod. BR-267",NA,NA,"1 m.","ALCB022734","-56.466667","-21.116667","-56.466667","-21.116667",NA,"Mato Grosso do Sul","Dicotyledon",NA,"(Hook.f. & Arn.) Speg.","ALCB022734","Hatschbach, G","Bonito",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA
"83","2019-10-09 11:15:23-03","UFBA","ALCB","74478","PreservedSpecimen","Plantae","Fabaceae","Calliandra","parvifolia","Calliandra parvifolia","Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","12466","2006","10","13","Southern America","Brasil","Chapada Diamantina, Fazenda Beija Flor",NA,NA,"de ca 2m., viloso. Folhas com folíolos membranáceos, discolores, pilosos. Inflorescência em capítulos, filetes vináceos. Freqüênte.","ALCB022732","-41.766667","-13.15","-41.766667","-13.15",NA,"Bahia","Dicotyledon",NA,"(Hook.f. & Arn.) Speg.","ALCB022732","Souza, ER de","Piatã",NA,NA,NA,NA,"2012","09",NA,NA,NA,NA,NA
