"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"833","2020-10-14 10:03:18-03","FURB","FURB","13400","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2009","07","17","Stival-Santos, A.; Silveira, S.","2009","03","25","Brasil","Santa Catarina","Água Doce","-51.4825","-26.8180556","-51.4825000","-26.8180556","FURB31856","FURB31856","Hereiliópolis.","1315","1315","577","Florística IFFSC 723(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","2020-10-14 10:03:18-03","FURB","FURB","34798","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2010",NA,NA,"Korte, A.","2010","11","24","Brasil","Santa Catarina","Garuva","-48.9605556","-26.1002778","-48.9605556","-26.1002778","FURB31855","FURB31855","Estrada Bonita (Serra do Quiriri).","800","800","6260","Voucher estéril IFFSC 1066 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2020-10-14 10:03:18-03","FURB","FURB","35019","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Schmitt, JL","2011","06","13","Schmitt, J.L.","2011","04","06","Brasil","Rio Grande do Sul","São José dos Ausentes","-49.9891666","-28.5225","-49.9891666","-28.5225000","FURB31854","FURB31854",NA,"1000","1000","3176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","2020-10-14 10:03:18-03","FURB","FURB","39379","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M","2012",NA,NA,"Verdi, M.; Boeni, B.O.","2012","02","10","Brasil","Rio Grande do Sul","Muitos Capões","-51.3605556","-28.4708334","-51.3605556","-28.4708334","FURB31839","FURB31839","Lajeado Bonito / PCH Lajeado Bonito.","678","678","6198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","2020-10-14 10:03:18-03","FURB","FURB","40342","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Vieira, F. C. S.","2020","04","17","Verdi, M.; Mancino, L.C.","2011","12","19","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.9261111","-29.3180556","-49.9261111","-29.3180556","FURB32756","FURB32756","Pixirica.","19","19","6219","Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbórea; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","2019-11-08 08:53:44-03","FURB","FURB","40746","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Verdi, M","2012","12","02","Verdi, M.; Jarenkow, J.A.","2012","12","02","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.2630556","-30.8652778","-53.2630556","-30.8652778","FURB31841","FURB31841","Cerro do Diogo.","238","238","6344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","2019-11-08 08:53:44-03","FURB","FURB","41106","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Grizzon, M","2013","03","04","Grizzon, M.","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana","-50.3663889","-29.0866666","-50.3663889","-29.0866666","FURB31840","FURB31840","Passo do S, Rio Tainhas.","811","811","197","caule rugoso Habitat: margem do rio Habito: arvoreta; Fruto laranja;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","2020-10-14 10:03:18-03","FURB","FURB","41114","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Grizzon, M","2013","03","04","Grizzon, M.","2013","02","24","Brasil","Rio Grande do Sul","São Marcos","-51.0116667","-29.0169445","-51.0116667","-29.0169445","FURB31842","FURB31842","Margem do Rio São Marcos.",NA,NA,"184","Caule rugoso Habitat: orla da mata Habito: arbóreo; Fruto laranja;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","2019-11-08 08:53:44-03","FURB","FURB","45598","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Oliveira, AA de","2015","01","21","Oliveira, A.A. de","2015","01","21","Brasil","Santa Catarina","Bom Retiro","-49.4975","-27.9013889","-49.4975000","-27.9013889","FURB31844","FURB31844","Fazenda Reunidos Canto Novo LTDA.","1118","1118","1038","Fito IFFSC 218 /O/37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","2020-10-14 10:03:18-03","FURB","FURB","4733","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2009","07","17","Grippa, C.R.","2007","03","21","Brasil","Santa Catarina","Anita Garibaldi","-51.0616667","-27.7769445","-51.0616667","-27.7769445","FURB31851","FURB31851","Rio Lageado dos Portões.",NA,NA,"44","Grupo de estudos reófitas UHBG. Habitat: margem do rio Habito: Fruto alaranjados;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","2020-10-14 10:03:18-03","FURB","FURB","51688","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Uller, H.F.","2016","11","24","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","2016","11","24","Brasil","Santa Catarina","Abelardo Luz","-52.2","-26.4597222","-52.2000000","-26.4597222","FURB51688","FURB51688","Rio dos Magros.","1005","1005","907","flores brancas Habitat: borda de fragmento florestal Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","2020-10-14 10:03:18-03","FURB","FURB","53674","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Grings, M.","2015","05","28","Valduga, E.","2015","01","21","Brasil","Rio Grande do Sul","Osório","-50.1697223","-29.8977777","-50.1697223","-29.8977777","FURB53674","FURB53674","Próximo à lagoa dos Veados.","7","7","614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","2020-10-14 10:03:18-03","FURB","FURB","58508","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2018","04","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","04","06","Brasil","Santa Catarina","Alfredo Wagner","-49.3222223","-27.8116667","-49.3222223","-27.8116667","FURB58508","FURB58508",NA,"112","112","2541","fruto imaturo Habitat: interior do fragmento florestal Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","2020-10-14 10:03:18-03","FURB","FURB","58638","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Vieira, F. C. S.","2020","04","18","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","13","Brasil","Santa Catarina","Urubici","-49.4066667","-28.0802778","-49.4066667","-28.0802778","FURB58638","FURB58638",NA,"113","113","2389","fruto imaturo Habitat: borda do fragmento florestal Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","2020-10-14 10:03:18-03","FURB","FURB","60725","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Roher, D.","2018","02","05","Roher, D.; Felitto, G.; Dutra, M.; Daniel, V.","2017","01","12","Brasil","Santa Catarina","São Bento do Sul","-49.4011111","-26.2775","-49.4011111","-26.2775000","FURB60725","FURB60725",NA,"813","813","232","Frutos verdes. Habitat: Floresta Ombrófila mista Montana, na borda do remanescente florestal. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","2020-10-14 10:03:18-03","FURB","FURB","62456","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2018","12","19","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","19","Brasil","Santa Catarina","Capão Alto","-50.7608333","-28.17","-50.7608333","-28.1700000","FURB62456","FURB62456","Fazenda Pessegueirinho. Fazenda Pessegueirinho.","769","769","4403","flor branca Habitat: Interior da unidade amostral. Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","2020-10-14 10:03:18-03","FURB","FURB","62611","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","2019","02","09","Brasil","Santa Catarina","São Joaquim","-50.1305556","-28.17","-50.1305556","-28.1700000","FURB62611","FURB62611","Fazenda Agropec. Fazenda Agropec.","1068","1068","4764","Arbórea 13m; fruto imaturo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","2020-10-14 10:03:18-03","FURB","FURB","6369","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2009","07","17","Grippa, C.R.","2007","05","21","Brasil","Santa Catarina","Capão Alto","-50.6430555","-28.2886111","-50.6430555","-28.2886111","FURB31849","FURB31849","Rio Pelotinhas - Ponto 1.",NA,NA,"7","Grupo de estudos reófitas UHBG. Habitat: margem do rio Habito: Fruto alaranjado;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2020-10-14 10:03:18-03","FURB","FURB","64049","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2019","03","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","03","28","Brasil","Santa Catarina","Lages","-50.67","-28.2602778","-50.6700000","-28.2602778","FURB64049","FURB64049",NA,"825","825","4850","Fruto imaturo Habitat: Beira de rio; Ecótono entre Floresta ombrófila Mista e Floresta ombrófila densa; Estágio Avançado a médio Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2020-10-14 10:03:18-03","FURB","FURB","64490","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2018","12","17","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","17","Brasil","Santa Catarina","Campo Belo do Sul","-50.7583333","-27.9908333","-50.7583333","-27.9908333","FURB64490","FURB64490","Rincão das Cachoeiras.","826","826","4344","Flor branca Habitat: Floresta ombrófila Mista;Estágio Avançado;Interior de unidade amostral Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","2020-12-09 14:46:52-03","FURB","FURB","66511","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Kassner-Filho, A.","2020","05","04","Kassner-Filho, A.","2020","05","04","Brasil","Santa Catarina","Bom Jardim da Serra","-49.7288889","-28.2863889","-49.7288889","-28.2863889","FURB66511","FURB66511","Sítio Gabriel Borges.","1430","1430","5688","fruto imaturo Habitat: borda do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","2020-10-14 10:03:18-03","FURB","FURB","9334","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2008","04","20","Verdi, M.; Carneiro, F.E.","2008","04","14","Brasil","Santa Catarina","São Joaquim","-49.8616667","-28.2605556","-49.8616667","-28.2605556","FURB31859","FURB31859","Campo do Gado.","1430","1430","592","IFFSC 113/L/20. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: Fruto laranja;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","2020-10-14 10:03:18-03","FURB","FURB","1912","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Carvalho, M",NA,NA,NA,"Carvalho, M.","1991","09","13","Brasil","Minas Gerais","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,"FURB31861","FURB31861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA
"856","2020-10-14 10:03:18-03","FURB","FURB","2030","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.","1989","11","19","Brasil","Paraná","Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,"FURB31846","FURB31846","Rodovia PR-23, ponte Rio das Cinzas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"857","2020-10-14 10:03:18-03","FURB","FURB","1796","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Silva, J.M.; Longhi-Wagner, H.M.","2004","01","12","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"FURB31852","FURB31852","Serra do Araçatuba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"858","2020-10-14 10:03:18-03","FURB","FURB","4400","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2005",NA,NA,"Hatschbach, G.; Cervi, A.C. & Barbosa, E.","2004","10","15","Brasil","Paraná","Piên","-49.42919921875","-26.0981006622314",NA,NA,"FURB31860","FURB31860","Lajeado Grande, descida da serra.",NA,NA,"78046",NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"859","2020-10-14 10:03:18-03","FURB","FURB","44590","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","2007",NA,NA,"Cordeiro, J.; Barbosa, E. & Poliquesi, C.B.","2006","10","18","Brasil","Paraná","Piên","-49.42919921875","-26.0981006622314",NA,NA,"FURB31843","FURB31843","próximo do trevo.",NA,NA,"2383",NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"860","2020-10-14 10:03:18-03","FURB","FURB","1913","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Ziller, S.R.; Portes, M.C.","1992","12","09","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"FURB31847","FURB31847","Rio Iraí.",NA,NA,"355","Pouco comum. Habitat: mata de galeria Habito: arvoreta; flor alva",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"861","2020-10-14 10:03:18-03","FURB","FURB","2101","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M",NA,NA,NA,"Roderjan, C.V.","1992","03","01","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"FURB31845","FURB31845","Morro do Anhagava.","1340","1340","978",NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"862","2020-10-14 10:03:18-03","FURB","FURB","38730","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Falkenberg, DB","1994",NA,NA,"Falkenberg, D.B.","1994","01","20","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"FURB31853","FURB31853","Guaritas.","250","250","6404","Arbusto/arvoreta dominante Habitat: Beira de mata esclerófila Habito: arbustiva; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"863","2020-10-14 10:03:18-03","FURB","FURB","52886","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Martin",NA,NA,NA,"Wiesbauer, MB","2004","01","16","Brasil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"FURB52886","FURB52886","Parque Estadual de Itapuã estrada de acesso à Praia de Fora.",NA,NA,"47","Frutos verdes, cheiro de menta Habitat: Beira da estrada Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"864","2020-10-14 10:03:18-03","FURB","FURB","10921","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Gasper, AL de","2009","03",NA,"Uller, H.F.","2009","03","21","Brasil","Santa Catarina","Otacílio Costa","-50.121898651123","-27.4831008911133",NA,NA,"FURB31858","FURB31858",NA,NA,NA,"113",NA,NA,NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA,NA
"865","2021-03-16 17:53:49-03","UCS","HUCS","4725","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","apiculatus","Blepharocalyx apiculatus","O. Berg","Galvani, F.R.",NA,NA,NA,"Galvani, F.R.","1987","11","12","Brasil","Rio Grande do Sul","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Cerro do Jarau",NA,NA,"s.n.","Herbário URG 846; no cerro",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"74636","auto",NA,NA,NA,NA,NA,NA
"866","2021-03-16 17:53:49-03","UCS","HUCS","7424","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","giganteus","Blepharocalyx giganteus","Lillo","Eskuche",NA,NA,NA,"Kramer, K.U.","1989","10","16","Argentina","Tucuman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10682","Herb. Univ. Zurich - Z -",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","2021-03-16 17:53:49-03","UCS","HUCS","28233","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Grizzon, M.","2012","10","19","Wasum, R.A.","2006","02","22","Brasil","Rio Grande do Sul","Candiota","-53.724444","-31.570278","-53.724444","-31.570278",NA,NA,"campo",NA,NA,"3531","orla da matinha",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","2021-03-16 17:53:49-03","UCS","HUCS","28939","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Sobral, M.","2005",NA,NA,"Hatschbach, G.","2004","10","15","Brasil","Paraná","Lajeado Grande",NA,NA,NA,NA,NA,NA,"Piên - descida da Serra",NA,NA,"78046","Herbário MBM; encosta rochosa do morro",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","2021-03-16 17:53:49-03","UCS","HUCS","41011","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Verdi, M.","2012","12","02","Verdi, M.","2012","12","02","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.441822","-31.447994","-53.441822","-31.447994",NA,NA,"Cerro do Diogo",NA,NA,"6344","estepe estacional",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","2021-03-16 17:53:49-03","UCS","HUCS","39858","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Grizzon, M.","2013","03","04","Grizzon, M.","2013","02","24","Brasil","Rio Grande do Sul","São Marcos","-50.021297","-29.035956","-50.021297","-29.035956",NA,NA,"margem do Rio São Mrcos",NA,NA,"184","orla da mata",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","2021-03-16 17:53:49-03","UCS","HUCS","32289","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Soares-Silva, L.H.","1997",NA,NA,"Chagas, F.","1996","12","12","Brasil","Paraná","Santa Bárbara",NA,NA,NA,NA,NA,NA,"arredores",NA,NA,"2200","Herbário FUEL 19040",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","2021-03-16 17:53:49-03","UCS","HUCS","39868","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Grizzon, M.","2013","03","04","Grizzon, M.","2013","03","04","Brasil","Rio Grande do Sul","Jaquirana","-50.617747","-29.151081","-50.617747","-29.151081",NA,NA,"Passo do S - Rio Tainhas",NA,NA,"197","margem do rio",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","2021-03-16 17:53:49-03","UCS","HUCS","42590","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Gonzatti, F.","2015","04","30","Gonzatti, F.","2015","03","25","Brasil","Rio Grande do Sul","Jaquirana","-50.396889","-28.876444","-50.396889","-28.876444",NA,NA,NA,"894","894","1693","Frutos globosos de coloração alaranjada.; árvore em bordo de mata de araucária.",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","2021-03-16 17:53:49-03","UCS","HUCS","43077","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Grings, M.","2015","05","28","Valduga, E.","2015","01","21","Brasil","Rio Grande do Sul","Osório","-50.169714","-29.897839","-50.169714","-29.897839",NA,NA,"Próximo à Lagoa dos Veados","7","7","614","arbusto; bordo de mata de restinga",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","2021-03-16 17:53:49-03","UCS","HUCS","47530","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg","Gonzatti, F.","2018","05",NA,"Gonzatti, F.","2017","12","02","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.501028","-30.835833","-53.501028","-30.835833",NA,NA,"Guarita","258","258","4065","Flores abundante; Arvoreta em borda de mata seca",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","2021-03-16 17:53:49-03","UCS","HUCS","7219","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg",NA,NA,NA,NA,"Landrum, L.R.","1987","12","12","Argentina","Corrientes","General Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5774","Arizona State University Herbarium",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","2021-03-16 17:53:49-03","UCS","HUCS","7225","PreservedSpecimen","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O. Berg",NA,NA,NA,NA,"Landrum, L.R.","1987","12","24","Argentina","Tucuman","Lules",NA,NA,NA,NA,NA,NA,"Road to Villa Nougues",NA,NA,"5773","Arizona State University Herbarium",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
