"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"48","2020-02-08 09:13:47-03","NBC","NL-BOTANY","L.1939582","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Hassler E",NA,"1913","12","01","Paraguay",NA,NA,"Plantae Paraguarienses, prope San Berirarvuo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939582","NL-L1939582",NA,NA,NA,NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:13:47-03","NBC","NL-BOTANY","U 0277937","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277937",NA,NA,NA,NA,NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14535",NA,NA,NA,NA,NA
"50","2020-02-08 09:13:47-03","NBC","NL-BOTANY","U.1244409","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Reitz R; Klein RM",NA,"1958","05","01","Brazil",NA,NA,"Sabiá, Vidal Ramos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1244409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1244409","NL-U1244409",NA,NA,NA,NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:13:47-03","NBC","NL-BOTANY","U.1244410","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","08","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1244410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1244410","NL-U1244410",NA,NA,NA,NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0082603",NA,NA,NA,NA,NA
"52","2020-02-08 09:13:47-03","NBC","NL-BOTANY","WAG.1029734","PreservedSpecimen","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Hatschbach GG; Imaguire N",NA,"1969","05","09","Brazil",NA,NA,"Rondinha (mun. Campo Largo) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1029734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1029734","NL-WAG1029734",NA,NA,NA,NA,"Fabales",NA,"Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:09:45-03","ESALQ","ESA","61804","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Dário, F.R. et al.",NA,"1997","01","01","Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,NA,NA,"ESA061804","ESA061804",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:09:45-03","ESALQ","ESA","67662","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, F.L.R.","Soares, A. et al.","289.0","1998","04","14","Brasil","Paraná","Cruzeiro do Sul",NA,"-52.1605987548828","-22.9619007110596",NA,NA,NA,"ESA067662","ESA067662",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:09:45-03","ESALQ","ESA","88772","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense",NA,"Filardi, F.","Carvalho, P.E.","294.0","1998","01","01","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,"ESA088772","ESA088772",NA,NA,"2009","Magnoliophyta",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:09:45-03","ESALQ","ESA","76475","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Hatschbach, G.","69910.0","2000","01","12","Brasil","Paraná","Ibaiti",NA,"-50.187801361084","-23.8486003875732",NA,NA,NA,"ESA076475","ESA076475",NA,NA,"2000","Magnoliophyta",NA,NA,NA,NA,NA,"01","34159","auto","01",NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:09:45-03","ESALQ","ESA","70324","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Vogel","Filardi, F.","Hatschbach, G.","60556.0","1994","03","18","Brasil","Paraná","Jaboti",NA,"-50.0758018493652","-23.7432994842529",NA,NA,NA,"ESA070324","ESA070324",NA,NA,"2009","Magnoliophyta",NA,NA,NA,NA,NA,NA,"11504","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:09:45-03","ESALQ","ESA","119385","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2439.0","2005","04","16","Brasil","São Paulo","Cajuru","Fazenda Ytaoca","-47.2999992370605","-21.2700004577637",NA,NA,"Árvore","ESA119385",NA,NA,NA,"2005","Magnoliophyta",NA,NA,NA,NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:09:45-03","ESALQ","ESA","35510","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Grecco, M.D.N.","91.0","1995","08","23","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,"ESA035510","ESA035510",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:09:45-03","ESALQ","ESA","71963","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Vogel","Filardi, F.","Hatschbach, G.","60555.0","1994","03","18","Brasil","Paraná","Jaboti",NA,"-50.0758018493652","-23.7432994842529",NA,NA,NA,"ESA071963","ESA071963",NA,NA,"2009","Magnoliophyta",NA,NA,NA,NA,NA,NA,"11504","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:09:45-03","ESALQ","ESA","40293","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rozza, A.F.","241.0","1996","03","15","Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,NA,"ESA040293","ESA040293",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:09:45-03","ESALQ","ESA","35508","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Grecco, M.D.N.","58.0","1995","08","23","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,"ESA035508","ESA035508",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:09:45-03","ESALQ","ESA","39833","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense",NA,NA,"Jarenkow, J.A.","1274.0",NA,NA,NA,"Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,"ESA039833",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:09:45-03","ESALQ","ESA","88254","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Viani, R.A.G. et al.","256.0","2002","08","27","Brasil","São Paulo","Igarapava",NA,"-47.7400016784668","-20.0300006866455",NA,NA,NA,"ESA088254","ESA088254",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"23637","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:09:45-03","ESALQ","ESA","26873","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rodrigues, R.R. ; Gandolfi, S.","324.0","1994","10","01","Brasil","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455",NA,NA,NA,"ESA026873","ESA026873",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 11:09:45-03","ESALQ","ESA","119352","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2406.0","2004","06","22","Brasil","São Paulo","São Joaquim da Barra",NA,"-47.8499984741211","-20.5799999237061",NA,NA,"Árvore","ESA119352",NA,NA,NA,"2004","Magnoliophyta",NA,NA,NA,NA,NA,NA,"29681","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:09:45-03","ESALQ","ESA","119384","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense",NA,"Farah, F.T.","Farah, F.T. ; Vieira, D.M.","2438.0","2005","04","04","Brasil","São Paulo","Cajuru","Fazenda Ytaoca","-47.2999992370605","-21.2700004577637",NA,NA,"Árvore","ESA119384",NA,NA,NA,"2005","Magnoliophyta",NA,NA,NA,NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-01-14 15:29:46-03","MN","R","15843","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, F.","Vecchi, O.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-14 15:29:46-03","MN","R","33213","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, F.","Mello Barreto, H.L.","9240","1937","09","20","Brasil","Minas Gerais","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,"Jardim Botânico de Belo Horizonte",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,"08","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-01-14 15:29:46-03","MN","R","219060","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, M.C.","Francisco, E.M.","s.n.","1999","03","09","Brasil","Paraná","Curiúva",NA,"-50.4583015441895","-24.0324993133545",NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,"23566","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-01-14 15:29:46-03","MN","R","197451","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, M.C.","Francisco, E.M.","s.n.","1998","12","18","Brasil","Paraná","Ibiporã",NA,"-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:29:46-03","MN","R","203215","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, M.C.","Francisco, E.M.","s.n.","1998","05","13","Brasil","Paraná","Leópolis",NA,"-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"22638","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:29:46-03","MN","R","219061","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Dias, M.C.","Francisco, E.M.","s.n.","1998","05","13","Brasil","Paraná","Leópolis",NA,"-50.7510986328125","-23.0799999237061",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"22638","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:29:46-03","MN","R","26151","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Rudd, V.E.","Malme, G.O.A.","s.n.","1902","01","26","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"Herb. Brasil. Regnell. Musei. Bot. Stockholm. Plantae Intineris Regnelliani lldi",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,"11","37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-01-14 15:29:46-03","MN","R","131802","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Smith, L.B.; Klein, R.M.","s.n.","1957","02","23","Brasil","Santa Catarina","Dionísio Cerqueira",NA,"-53.6397018432617","-26.2549991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-01-14 15:29:46-03","MN","R","131801","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Burkart, A.","Smith, L.B.; Klein, R.M.","s.n.","1957","02","26","Brasil","Santa Catarina","Joaçaba",NA,"-51.5046997070312","-27.1781005859375",NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,"18588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-14 15:29:46-03","MN","R","29446","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Filardi, F.","s.col.","s.n.","1941",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Guaratiba","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,"08","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-29 20:58:26-03","UFPI","TEPB","4005","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassler",NA,"G. Hatschbach","21462","1969","05","09","Brasil","Paraná","Campo Largo","Rondinha","-49.5283012390137","-25.4585990905762",NA,NA,"Árvore pequeno porte, nas formações remanescentes de Araucaria. Ambiente: Mata Secundária <ll>dwc_commonname:</ll> pau-pombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-29 20:58:26-03","UFPI","TEPB","4044","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassler","C.T. NUNES","G. Hatschbach","21462",NA,NA,NA,"Brasil","Paraná","Campo Largo","Rondinha","-49.5283012390137","-25.4585990905762",NA,NA,"Árvore pequeno porte, nas formações remanescentes de Araucaria. Ambiente: Mata Secundária <ll>dwc_commonname:</ll> Pé-de-Galinha",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,"02","53742","auto","27",NA,NA,NA,NA,NA,NA,NA
"80","2020-11-19 10:23:47-03","CPAP","CPAP","6927","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","paráguariense","Machaerium paráguariense","Cham. & Schltdl.",NA,"Pott, A.","5083","1989","10","07","Brasil","MT","Poconé","Fazenda Porto Jofre, Sub-região de Poconé, Pantanal",NA,"-17.55","56°77' W","17°33' S","Arboreta 3m de altura, tortuosa, ramificada; escandente. FLOR: não vista. FRUTO: castanho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Mata alagável. SUBSTRATO: solo argiloso. RELEVO: plano deprimido.",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-19 10:23:47-03","CPAP","CPAP","4292","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","paráguariense","Machaerium paráguariense","Cham. & Schltdl.",NA,"Pott, A.","3806","1987","11","02","Brasil","MS","Corumbá","Lampião Aceso, próximo entroncamento BR-262 e MS-228","-57.65","-19.016667","57°39' W","19°01' S","Arbusto escandente. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Vegetação secundária arbustiva de beira de estrada. SUBSTRATO: solo calcimórfico bem drenado. RELEVO: inclinado suave.",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-19 10:23:47-03","CPAP","CPAP","4564","PreserverdSpecimen","Plantae","Fabaceae","Machaerium","paráguariense","Machaerium paráguariense","Cham. & Schltdl.","R. Vanni","Pott, V. J.","474","1988","02","24","Brasil","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - retiro Marimbondo - beira do rio Miranda, próximo Morro do Azeite","-57.066667","-19.716667","57°04' W","19°43' S","Trepadeira (sobre ficus). FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Mata ciliar da base do morro. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"90","90","1989",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-07-02 14:02:00-03","JBP","HPL","7632","S","Plantae","Fabaceae-Faboideae","Machaerium","paraguariense","Machaerium paraguariense",NA,"R. Tsuji","R. Tsuji","1713","2007","03","02","Brasil","RS","Cruz Alta","Coletado nas proximidades do município de Cruz Alta.","-53.6064","-28.6386",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"03","44498","auto","02",NA,NA,NA,NA,NA,NA,NA
"84","2015-07-02 14:02:00-03","JBP","HPL","7628","S","Plantae","Fabaceae-Faboideae","Machaerium","paraguariense","Machaerium paraguariense",NA,"R. Tsuji","R. Tsuji","1709","2007","03","02","Brasil","RS","Ibiruba","Coletado nas proximidades do município de Ibiruba.","-53.0897","-28.6275",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"03","31000","auto","02",NA,NA,NA,NA,NA,NA,NA
"85","2015-07-02 14:02:00-03","JBP","HPL","4518","S","Plantae","Fabaceae-Faboideae","Machaerium","paraguariense","Machaerium paraguariense","Hassler","H. Lorenzi","H. Lorenzi","1084","1993","10","27","Brasil","GO","Itumbiara","Estrada de terra que liga Itumbiara a Buriti-Alegre, lado direito, a 2,5km de Itumbiara.","-49.2153","-18.4192",NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,"10","77216","auto","27",NA,NA,NA,NA,NA,NA,NA
"86","2019-12-19 08:15:18-03","FPS","FPS","135","MachineObservation","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Brotto, M.L.","Schwirkowski, P.","320","2014","05","02","Brasil","Santa Catarina","São Bento do Sul","Serra Alta - Atrás da Condorplast","-49.389684","-26.29602","-49.389684","-26.29602","<ll>dwc_commonname:</ll> Jacarandá-branco, sapuvão, farinha-seca, canela-do-brejo, cateretê, pau-de-malho","FPS00135,MBM392131,FURB25225","FPS00135_v01 FPS00135_v02 FPS00135_v03 FPS00135_v04 FURB25225 MBM392131",NA,NA,"2014",NA,NA,NA,NA,NA,NA,"08",NA,NA,"20",NA,"MBM 392131, FURB 46345","voucher",NA,NA,NA,NA
"87","2019-02-22 11:46:47-03","IPA","IPA","87655","S","Plantae","Leguminosae-Pap.","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bertoluzzi, R.L.C.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","4663","2006","01","18","Brasil","Paraná","São Mateus do Sul","Colônia Iguaçu","-50.3828010559082","-25.8742008209229",NA,NA,"Árvore 8m; flor esverdeada.; Várzea do Rio Iguaçu.","IPA0087655",NA,NA,NA,"2009","Plantae",NA,NA,"Southern America",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-14 13:52:05-03","IAP","PACA-AGP","118904","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bauer, D.","Bauer, D.",NA,"2017","11","17","Brasil","RS","Ivoti","divisa EV-IV, próximo a BR116","-51.144444","-29.626778","51º08'40W","29º37'36.4S","sem flores e frutos Habitat: borda florestal Ecossistema: Floresta Estacional Semidecidual","PACA118904",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"89","2019-08-27 13:29:34-03","IAP","PACA-AGP","28726","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","J.E. Meirelea","Emrich, K.",NA,"1945","03",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"Habitat: in silva Fenofase: estéril","PACA028726",NA,NA,NA,"2007","Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"16452","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"90","2019-08-27 13:29:34-03","IAP","PACA-AGP","34275","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","J.E. Meireles","Emrich, K.",NA,"1947","01","22","Brasil","RS","Porto Alegre","Moinhos de Vento","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in silva campestri Fenofase: flor subaperto","PACA034275",NA,NA,NA,"2007","Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"91","2019-08-27 13:29:34-03","IAP","PACA-AGP","26828","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","J.E. Meireles","Tubino",NA,"1945","01",NA,"Brasil","RS","Porto Alegre","tristeza","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: in silvula riparia Fenofase: flor nondum aperto","PACA026828",NA,NA,NA,"2007","Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"92","2019-08-27 13:29:34-03","IAP","PACA-AGP","49691","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.",NA,"Rambo, B.",NA,"1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,"Habitat: in silvula riparia Fenofase: flor","PACA049691",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"20837","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"93","2019-08-27 13:29:34-03","IAP","PACA-AGP","34356","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","J.E. Meireles","Irm. Augusto",NA,"1946","10","03","Brasil","RS","Cerro Largo",NA,"-54.7380981445312","-28.1485996246338",NA,NA,"Habitat: in silvula riparia Fenofase: estéril","PACA034356",NA,NA,NA,"2007","Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"13082","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"94","2019-11-14 13:52:05-03","IAP","PACA-AGP","118903","PreservedSpecimen","Plantae","Fabaceae","Machaerium","paraguariense","Machaerium paraguariense","Hassl.","Bauer, D.","Bauer, D.",NA,"2018","01","26","Brasil","RS","Ivoti",NA,"-51.1605987548828","-29.591100692749",NA,NA,"apresentava flores amarelo-esverdeadas, cálice escuro (negro), flores e botões Habitat: terreno com mata secundária Ecossistema: Floresta Estacional Semidecidual","PACA118903",NA,NA,NA,NA,"Magnoliophyta","Fagales",NA,NA,NA,NA,NA,"7104","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
