"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"1013","2020-08-20 20:37:53-03","UFSC","FLOR","24908","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Falkenberg, D.B.","2009",NA,NA,"Falkenberg, D.B.; Souza, M.L.","1994","12","28","Brasil","Santa Catarina","Florianópolis","Parque do Rio Vermelho, final da estrada geral da praia, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"erva, perianto amarelo-esverdeado, 0,3m altura","FLOR0024908",NA,"6768","1","1",NA,NA,NA,NA,"Asparagales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1014","2020-08-20 20:37:53-03","UFSC","FLOR","44230","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Matos, J.Z. de","2007",NA,NA,"Matos, J.Z. de","2007","02","10","Brasil","Santa Catarina","Rancho Queimado","Propriedade de Fernando Maciel Brüggemann.","-49.0217018127441","-27.6725006103516",NA,NA,"herbáceo terrestre, flor verde","FLOR0044230",NA,"70",NA,NA,NA,NA,NA,NA,"Asparagales","17361","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1015","2020-08-20 14:54:47-03","UFSC","FLOR","38659","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Matos, J.Z. de; Venturi, S.","2007","01","10","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Caminho para a Pousada da Mata, área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"erva terrícola, flor verde. Espécie identificada por foto da planta viva. Tem fotos","FLOR0038659","FLOR0038659_v1 FLOR0038659_v10 FLOR0038659_v2 FLOR0038659_v3 FLOR0038659_v4 FLOR0038659_v5 FLOR0038659_v6 FLOR0038659_v7 FLOR0038659_v8 FLOR0038659_v9","59",NA,NA,NA,NA,NA,NA,"Asparagales","22435","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1016","2020-08-20 14:54:47-03","UFSC","FLOR","38617","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Matos, J.Z. de","2007","09","04","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Caminho para a Pousada da Mata, área do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,"erva terrícola, flor esverdeada. Identificada por foto.","FLOR0038617",NA,"111",NA,NA,NA,NA,NA,NA,"Asparagales","22435","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1017","2021-03-04 15:42:05-03","IF","SPSF","15772","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","F. de Barros","2012","05","28","A.Amaral Junior","1982","02","16","Brasil","SP","Campos do Jordão","Pico do Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"29",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","21048","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1018","2021-03-04 15:42:05-03","IF","SPSF","12520","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,NA,NA,NA,NA,"G.A.D.C. Franco & A.Custodio Filho","1988","03","01","Brasil","SP","Salesópolis","Reserva Florestal, Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"289",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","18032","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1019","2021-03-04 15:42:05-03","IF","SPSF","29765","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,NA,NA,NA,NA,"L.D.Meireles","2001","04","13","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"158",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","53584","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1020","2021-03-04 15:42:05-03","IF","SPSF","32771","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,NA,NA,NA,NA,"C.Moura","2003","11","17","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"26",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","25482","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1021","2021-03-04 15:42:05-03","IF","SPSF","49118","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Standl.","G.M. Marcusso","2013","12","12","G.M. Marcusso","2013","12","12","Brasil","SP","Botucatu","Escola do Meio Ambiente","-48.458611","-22.925556",NA,NA,"COLETA: Terrícola.; GEOGRAFIA: Campo úmido.;",NA,NA,"321","850","850","América do Sul",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1022","2021-03-04 15:42:05-03","IF","SPSF","16982","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,NA,NA,NA,NA,"J.B.Baitello","1994","03","29","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"453",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","38855","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1023","2021-03-04 15:42:05-03","IF","SPSF","17029","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora",NA,NA,NA,NA,NA,"J.B.Baitello","1994","03","30","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"580",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Orchidales","38855","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA
"1024","2014-10-09 13:58:28-03","UHH","HBG","501199","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Ule, E.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"HBG501199",NA,"12",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","2014-10-09 13:58:28-03","UHH","HBG","500129","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cogniaux, A.",NA,NA,NA,"Ule, E.","1891","02",NA,"Brazil",NA,NA,"Est. de St. Catharina, Serra Geral, in Sümpfen des Campo de Capivare",NA,NA,NA,NA,NA,"HBG500129",NA,"1901",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","2014-10-09 13:58:28-03","UHH","HBG","500128","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Cogniaux, A.",NA,NA,NA,"Ule, E.","1894","02",NA,"Brazil",NA,NA,"auf Felsn der Serra do Itatiaia",NA,NA,NA,NA,NA,"HBG500128",NA,"3480","2300","2300","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","2014-10-09 13:58:28-03","UHH","HBG","519881","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2013","01","28","Hatschbach, G.","1972","12","28","Brazil",NA,NA,"Paraná, Rod. Br. 277, Rio Itaqui (mun. S. José dos Pinhaes)",NA,NA,NA,NA,NA,"HBG519881",NA,"31071",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","2014-10-09 13:58:28-03","UHH","HBG","501233","S","Plantae","Orchidaceae","Habenaria","reichenbachiana","Habenaria reichenbachiana","Barb. Rod.","Kränzlin, F.",NA,NA,NA,"Lange, R.","1910","03","09","Brazil",NA,NA,"Brasilia, Serra do Mar, Desvio Ypicanga, ad terram",NA,NA,NA,NA,"ex Herb. Fr. Kränzlin Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 20.10.2008","HBG501233","HBG501233","9837",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","2014-10-09 13:58:28-03","UHH","HBG","501235","S","Plantae","Orchidaceae","Habenaria","reichenbachiana","Habenaria reichenbachiana","Barb. Rod.","Kränzlin, F.",NA,NA,NA,"Lange, R.","1910","03","09","Brazil",NA,NA,"Paraná, Serra do Mar, Desvio Ypicanga in graminosis",NA,NA,NA,NA,"ex Herb. Fr. Kränzlin Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 20.10.2008","HBG501235","HBG501235","10101",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","2014-10-09 13:58:28-03","UHH","HBG","501234","S","Plantae","Orchidaceae","Habenaria","reichenbachiana","Habenaria reichenbachiana","Barb. Rod.","Kränzlin, F.",NA,NA,NA,"Dusén, P.","1910","03","31","Brazil",NA,NA,"Paraná, Alexandra, in cultis subhumid. dess.",NA,NA,NA,NA,"ex Herb. Fr. Kränzlin Herbarium Hamburgense evacuated and inaccessible 1943-1992; HBG loan #1996 to UGDA (Gdansk Univ.); finished 20.10.2008","HBG501234","HBG501234","10085",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","angulosa","Habenaria angulosa","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"habitat in sylvisbrosis ad mont. Rodeio Prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"P03P4N0011","s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Guillemin, JBA",NA,NA,NA,"Brazil",NA,NA,"ad Restingas de Tocaia.",NA,NA,NA,NA,NA,NA,NA,"215",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Balansa, B",NA,NA,NA,"Paraguay",NA,NA,"in Paraguay ad Cardillara de Peribebuy in pratis.",NA,NA,NA,NA,NA,NA,NA,"642",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Langsdorff, GB",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil",NA,NA,"ad Lagoa Santa.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Moritzi, A",NA,NA,NA,"Venezuela","Caripe",NA,"in pratis Venezuelae prov. Cumana ad Caripe.",NA,NA,NA,NA,NA,NA,NA,"628",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Arechavaleta, J",NA,NA,NA,"Uruguay","Montevideo",NA,"Etiam in Uruguay prope Montevideo.",NA,NA,NA,NA,NA,NA,NA,"2627",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Miers, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Lehmann, FC",NA,NA,NA,"Venezuela","Cauca",NA,"in Novae Granadae prov. Cauca ad Rio Ambató et Quilichao altit. 200m.",NA,NA,NA,NA,NA,NA,NA,"2686",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Cunningham, A",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Mendonça, FR",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Carassa.",NA,NA,NA,NA,NA,NA,NA,"815",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil","Paraná",NA,"in prov. Paraná ad Campos do Capotâo Grande.",NA,NA,NA,NA,NA,NA,NA,"2505",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil",NA,NA,"inter Rio Grande et Diamantina.",NA,NA,NA,NA,NA,NA,NA,"4469",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil",NA,NA,"ad Palmeiras.",NA,NA,NA,NA,NA,NA,NA,"1076",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis da Tijuca.",NA,NA,NA,NA,NA,NA,NA,"4810",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Thurn, EF",NA,NA,NA,"Brazil","Roraima",NA,"ad Mont. Roraima altit.1700-1800m.",NA,NA,NA,NA,NA,NA,NA,"46",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,"2230",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Ule, EHG",NA,NA,NA,"Brazil","Santa Catarina",NA,"in paludosis ad Campo de Capivare in Serra Geral prov. S. Catarina.",NA,NA,NA,NA,NA,NA,NA,"1901",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"380",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Widgren, JF",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"760",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Bowie, J",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,"5885",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Moura, JT de",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis solo pingui ad Quebra-Fraseos prope Therezopolis.",NA,NA,NA,NA,NA,NA,NA,"69",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil","Mato Grosso","Cuiabá ","in Matto Grosso paludosis prope Cuyabá.","-56.1","-15.6","-56.1","-15.6",NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"18526",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schwacke, CAW",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,"in prov. Rio Grande do Sul ad Ihas dos Marinheiros.",NA,NA,NA,NA,NA,NA,NA,"2502",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Langsdorff, GB",NA,NA,NA,"Brazil",NA,NA,"in Brasilia loco accuratio haud indicato.",NA,NA,NA,NA,NA,NA,NA,"760",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,"679",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,"habitat in pratis prope Ilheos prov. Bahia.; HABITAT: habitat in pratis prope Ilheos prov. Bahia.",NA,NA,"354",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schenck, JHR",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in paludosis ad Serra dos Orgaos prope Therezopolis.",NA,NA,NA,NA,NA,NA,NA,"2893",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Moura, JT de",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in paludosis ad Serra dos Orgaos prope Therezopolis.",NA,NA,NA,NA,NA,NA,NA,"67",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Salzmann, P",NA,NA,NA,"Brazil","Bahia",NA,"in poludosis prope Bahia.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Schenck, JHR",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis da Tijuca.",NA,NA,NA,NA,NA,NA,NA,"2171",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Lehmann, FC",NA,NA,NA,"Brazil",NA,NA,"in prov. Antioquia ad Rio Negro altit. 2200m.",NA,NA,NA,NA,NA,NA,NA,"3688",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Riedel, L",NA,NA,NA,"Brazil",NA,NA,"in Brasilia loco accuratio haud indicato.",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis da Tijuca.",NA,NA,NA,NA,NA,NA,NA,"247",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"17812",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
