"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","4032179","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"E. M. Zardini","1999","10","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Eastern area. Aña Cua. Collecting area: around two hectares.","-56.6522","-27.3958",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336225' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032179","51881","23","NY04032179_01","South America","sheet",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4032176","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"A. L. Woolston","1957","06","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera. Edge of Río Tapiracuai",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336222' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032176","842","26","NY04032176_01","South America","sheet",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","920366","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"L. Riedel",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920366","s.n.",NA,"NY00920366_01","South America","sheet",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","4032177","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"E. M. Zardini","1990","02","Paraguay","Central",NA,"Estero de Ypoá, 15 km SW of Nueva Italia, Isla Guazú. Floating island","-57.55","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336223' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032177","18755","10","NY04032177_01","South America","sheet",NA,"Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","19822","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) H. Itô","Lindsey, R.H.","2017","03","30","Rodrigues Jr., C.E.","1992","06","Brasil","São Paulo","Nova Granada","Estrada de terra Samambaia, Rio Turvo",NA,NA,"9999","9999",NA,NA,"Samambaias e licófitas","BOTU019822","48","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","19838","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) H. Itô","Lindsey, R.H.","2017","03","30","Rodrigues Jr., C.E.","1992","07","Brasil","São Paulo","Monte Alto","Serra Anhumas, Sítio Bocaina",NA,NA,"9999","9999",NA,NA,"Samambaias e licófitas","BOTU019838","125","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","19821","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"Rodrigues Jr., C.E.","1992","06","Brasil","São Paulo","Nova Granada","Estrada de terra Samambaia, Rio Turvo",NA,NA,"9999","9999",NA,NA,"Samambaias e licófitas","BOTU019821","46","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-13 09:21:02-03","UFRJ","RFA","26565","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","C. M. Mynssen","2001","05","02","F. B. Pereira","2001","01","Brasil","Rio de Janeiro","Sapucaia","3º distrito","-42.9143981933594","-21.9950008392334","42º50'63''W","22º4'92''S","777","777","Erva, abundante no local","RFA30022","26/68","27",NA,NA,NA,NA,NA,NA,"27567","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-06-29 11:32:46-03","UFRJ","RFA","34137","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","M.D.M. Vianna F.",NA,NA,NA,"F.A. Esteves","2005","00","Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,NA,NA,NA,"RFA21997","127","00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 11:32:46-03","UFRJ","RFA","34138","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","M.D.M. Vianna F.",NA,NA,NA,"F.A. Esteves","2005","00","Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,NA,NA,NA,"RFA21998","133","00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-29 11:32:46-03","UFRJ","RFA","34139","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.",NA,NA,NA,NA,"F.A. Esteves","2005","00","Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,NA,NA,"Plan","RFA21908",NA,"00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-29 11:32:46-03","UFRJ","RFA","34136","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","M.D.M. Vianna F.",NA,NA,NA,"F.A. Esteves","2005","00","Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,NA,NA,NA,"RFA21996","73","00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-29 11:32:46-03","UFRJ","RFA","34135","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","M.D.M. Vianna F.",NA,NA,NA,"F.A. Esteves","2005","00","Brasil","Pará","Pará","Carajás",NA,NA,NA,NA,NA,NA,NA,"RFA21995","29","00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-13 09:21:02-03","UFRJ","RFA","27534","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K.Iwats.","C. M. Mynssen","2001","06","03","F. B. Pereira","2001","04","Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento","-41.341389","-21.2","41º20'29''W","21º12'0''S","26","26","Erva, abundante no local","RFA30023","39/86","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-08-23 09:18:43-03","UNEMAT","TANG","1815","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Abdo, MSA","2012","03","10","Abdo, MSA","2012","03","Brasil","Mato Grosso","VBS Trindade","Baia Dona Maria, Baia de origem do alargamento de um córrego que desgua no rio Alegre, e possui um grande batume interrompendo a navegação.","-59.975806","-15.048889","-59.975806","-15.048889",NA,NA,NA,"TANG000001815","93","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-09-10 21:44:27-03","UNEMAT","TANG","2514","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Engels, ME",NA,NA,NA,"Engels, ME","2015","02","Brasil","Mato Grosso","Itauba",NA,"-55.2764015197754","-11.0616998672485",NA,NA,NA,NA,NA,"TANG000002514","2802","02",NA,NA,NA,NA,NA,NA,"111180","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-05 09:59:27-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14955","S","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) H. Ito",NA,NA,NA,NA,"Vieira, J. Jr.","1994","11","Brasil","Minas Gerais","Uberaba","Córrego Manoel Mendes","-47.9319000244141","-19.7483005523682",NA,NA,NA,NA,NA,NA,"6","13",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","73879","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"60","2021-04-05 09:59:27-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","3223","S","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) H. Ito",NA,NA,NA,NA,"Lauri Amorim","1990","09","Brasil","Tocantins","Sampaio",NA,"-47.8731002807617","-5.34833002090454",NA,NA,NA,NA,"Beira brejo.",NA,"5","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","16212","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"61","2021-04-07 16:34:51-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11307","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","07","Paraguai","Central","Acosta nú","arredores",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: região de cerrado, mata seca semi decídua;",NA,"2043","17",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"62","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24628","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","12","Brasil","Paraná","Pontal do Sul","condomínio Village",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: região alagada, junto a trecho de duna;",NA,"842","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"63","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","5312","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","((Iwatsuki)) (Willd)",NA,NA,NA,NA,NA,NA,NA,"Brasil","Ceará","Maranguape",NA,"-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","40608","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"64","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22700","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Santa Luzia","faz. da figueira",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: mata ciliar e brejo bem conservados;",NA,"632","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"65","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02163","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"A. Salino","1988","07","Brasil","São Paulo","Analândoa","serra do cuscuzeiro",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: beira de lagoa;",NA,"483","02",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"66","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16444","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Cuiabá Paulista","região do pontal do paranapanema",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: região de conflitos de terras;",NA,"4099","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"67","2021-04-07 16:34:51-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11308","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","07","Paraguai","Central","Luque","arredores",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: mata seca semi decídua de pequeno porte;",NA,"2150","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"68","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","19189","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom",NA,NA,NA,"Márcia","1997","11","Brasil","Minas Gerais","faz. córrego d'água","faz. córrego d'água",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"010","30",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"69","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14305","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom",NA,NA,NA,"Athayde, F.P.F.","1996","09","Brasil","São Paulo","Eng. Schimidt","faz. santa eliza",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: trechos úmidos;",NA,"003","15",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"70","2021-04-08 20:48:51-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01319","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Marcos E. Coutinho","1987","07","Brasil","São Paulo","Luiz Antonio","reserva biol. do jataí",NA,NA,NA,NA,NA,NA,"GEOGRAFIA: margem de lagoa, local brejoso;",NA,NA,"18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA
"71","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03957","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Toler, R.","1990","01","Brasil","Ceará","Baturité","serra de baturité","-38.8847007751465","-4.32860994338989",NA,NA,NA,NA,"GEOGRAFIA: beira de barranco, local sombreado;",NA,"008","27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","35980","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"72","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","09081","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Máximo F. Morel","1990","01","Brasil","Ceará","Baturité","serra de baturité","-38.8847007751465","-4.32860994338989",NA,NA,NA,NA,"GEOGRAFIA: barranco sombreado;",NA,"105","27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","35980","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"73","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02398","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"O.J. Pereira","1988","07","Brasil","Espírito Santo","Vitória","lagoa feia","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"GEOGRAFIA: à margem do lago, solo úmido, local ensolarado;",NA,"1648","29",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","15291","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"74","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11301","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1994","11","Brasil","Goiás","Caçú","faz. boa vista da felicidade","-51.1307983398438","-18.5566997528076",NA,NA,NA,NA,"GEOGRAFIA: cerrado com capão de mata alta;",NA,"1491","13",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","81979","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"75","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07864","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"M.R. Pietrobom-Silva","1992","12","Brasil","Goiás","Itajá","povoado de lagoa santa","-51.5443992614746","-19.0674991607666",NA,NA,NA,NA,"GEOGRAFIA: região de cerrado, com formações de galerias;",NA,"665","21",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","85586","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"76","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20286","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Smith",NA,NA,NA,"A. Salino","1987","10","Brasil","Mato Grosso","Cáceres","arredores","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"GEOGRAFIA: terrestre, brejo;",NA,"163","30",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","172193","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"77","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02052","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Smith",NA,NA,NA,"A. Salino","1987","10","Brasil","Mato Grosso","Cáceres","arredores","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"GEOGRAFIA: terrestre, no brejo;",NA,"163","30",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","172193","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"78","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04271","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"P.G. Windisch","1989","12","Brasil","Mato Grosso","Cáceres","Fazenda Sepotuba","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"GEOGRAFIA: região de mata de poaia;",NA,"5608","08",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","172193","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"79","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24591","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Paula, F.B.",NA,NA,NA,"Souza, J.M.","2000","11","Brasil","Mato Grosso","Campinápolis","chácara boa esperança","-52.8946990966797","-14.5156002044678",NA,NA,NA,NA,"GEOGRAFIA: terrestre, solo úmido;",NA,"015","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","100133","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"80","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","26907","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","09","Brasil","Mato Grosso","Nova Brasilândia","faz. santa maria","-54.9655990600586","-14.9568996429443",NA,NA,NA,NA,"GEOGRAFIA: capões de mata seca semi-decídua;",NA,"3492a","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","68729","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"81","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11304","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","11","Brasil","Mato Grosso do Sul","Paranaiba","povoado de são pedro","-51.1907997131348","-19.6772003173828",NA,NA,NA,NA,"GEOGRAFIA: fregião de cerrado, margem da mata ciliar;",NA,"2458","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","84424","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"82","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15227","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Guimarães, O.C.","1996","10","Brasil","Mato Grosso do Sul","Selvíria","18 km sentido Campo Grande","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"GEOGRAFIA: margem de riacho;",NA,NA,"26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","74358","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"83","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07670","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"M.R. Pietrobom-Silva","1992","10","Brasil","Mato Grosso do Sul","Selvíria","5 km da cidade","-51.4188995361328","-20.3672008514404",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, margem do regato;",NA,"496","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","74358","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"84","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18544","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","D.F. Peralta",NA,NA,NA,"N.M. Moura, E.","1997","10","Brasil","Minas Gerais","Campina Verde","faz. nova esperança","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,"GEOGRAFIA: região úmida, sombreada;",NA,"003","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","79993","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"85","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17199","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom",NA,NA,NA,"E.S. Martins","1997","10","Brasil","Minas Gerais","Comendador Gomes","faz. furnas","-49.0806007385254","-19.698299407959",NA,NA,NA,NA,"GEOGRAFIA: ambiente úmido e com incidência de sol;",NA,NA,"27",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","33550","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"86","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14979","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Sena, Truisan","1994","10","Brasil","Minas Gerais","Fronteira","faz. retiro velho","-49.1994018554688","-20.2677993774414",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"006","29",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18603","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"87","2021-04-05 09:59:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18780","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Emanuele C. Schiaveto","1997","11","Brasil","Minas Gerais","Fronteira","praia do moçoró","-49.1994018554688","-20.2677993774414",NA,NA,NA,NA,"GEOGRAFIA: barranco na beira do rio;",NA,"005","15",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18603","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
