"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","locality","phylum","order","scientificNameAuthorship","infraspecificEpithet","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"41","2021-03-15 16:37:00-03","NY","NYBG","00836038","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","C. A. Cid Ferreira","1985","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836038",NA,"5662","Mun. de Novo Aripuana. Rod. do Estanho km 120, estr. da mineraçao Sao Francisco a 50 km do entroc. com mineraçao Igarapé Preto","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Mato Grosso","-61.42","-9.17","NY00836038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01293092","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","D. M. Cavalcanti Ferreira","2010","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551648' target='other'> <mi>dwc_moreinfo</mi></a>","NY01293092",NA,"309","RPPN Fazenda Tabatinga. Solo arenoso, próximo a praia.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Pernambuco","-34.8206","-7.6061","NY01293092_01","Goiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01254564","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","J. M. de S. Miralha","1984","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521795' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254564",NA,"s.n.","Na encosta da Serra do Aracá em cima do talude pedregoso.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Amazonas","-63.33","0.82","NY01254564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","378615","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","L. Riedel","1822","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378615",NA,NA,"In coll. siccis S. Domingo","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Bahia",NA,NA,"NY00378615_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00835991","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","H. S. Irwin","1965","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835991",NA,"7821","Ca. 15 km E of Brasília","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Distrito Federal","-47.77671","-15.7833","NY00835991_01","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01254556","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","R. de Lemos Fróes","1953","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254556",NA,"30379","Margem da estrada de rodagem para a Colônia da Mulata.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Pará","-54.0692","-2.00778","NY01254556_01","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01254580","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","J. M. de S. Miralha","1984","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254580",NA,"s.n.","Na encosta da Serra do Aracá em cima do talude pedregoso.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Amazonas","-63.33","0.82","NY01254580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01254655","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","C. A. Sothers","1995","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254655",NA,"439","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Meteorologia. Floresta de Platô.","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas",NA,NA,"NY01254655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","823310","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","G. H. von Langsdorff",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823310",NA,"s.n.","Corcovado.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Rio de Janeiro","-43.212076","-22.951842","NY00823310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","01254566","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","J. M. de S. Miralha","1984","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254566",NA,"s.n.","Na encosta da Serra do Aracá em cima do talude pedregoso.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Amazonas","-63.33","0.82","NY01254566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","378604","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","T. S. dos Santos","1970","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378604",NA,"945","Lagoa, Juparana, lado L","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Espírito Santo","-40.0719","-19.3911","NY00378604_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","378612","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","J. C. Mikan",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378612",NA,NA,"Ad Duraco","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Rio de Janeiro",NA,NA,"NY00378612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01254620","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","B. A. Krukoff","1936","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254620",NA,"8560","Basin of Rio Solimoes, near Palmares.","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas","-69.5048332","-4.696879","NY01254620_01","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","01254606","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","C. A. Cid Ferreira","1987","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254606",NA,"8937","Estrada da Mineração Metalcom a 13 Km da sede da Vila Campo Novo","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Rondônia","-63.65","-10.583333","NY01254606_01","Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","01254614","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","W. A. Rodrigues","1965","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254614",NA,"6951","Reserva Florestal Ducke, Q-31, árvore nº 1","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas","-59.9281883","-2.9548699","NY01254614_01","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00867109","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","D. C. Daly","1991","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867109",NA,"6671","Univ. Federal do Acre, Parque Zoobotânico","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Acre","-67.8","-9.97","NY00867109_01","Rio Branco","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01254587","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","N. T. da Silva","1959","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254587",NA,"554","Rio Piriá.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Amazonas",NA,NA,"NY01254587_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01254634","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","A. Loureiro","1974","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522387' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254634",NA,"s.n.","BR 174, Estrada Manaus-Caracaraí, km 124.","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas","-60.0613976","-1.9072776","NY01254634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","01254582","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","B. V. Rabelo","1984","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254582",NA,"2976","BR156 in vicinity of government road camp Carnot, 53-72 km WNW of Calçoene.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Amapá","-51.267","2.55","NY01254582_01","Calçoene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","378610","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","A. P. Duarte","1961","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378610",NA,"5831","Entre Vista Chinoza e Mesa do Imperator","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Rio de Janeiro","-43.2075","-22.9031","NY00378610_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00836000","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","A. G. Fernandes","1977","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836000",NA,"s.n.","Chapada do Araripe","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Ceará","-39.4092","-7.2344","NY00836000_01","Crato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01254575","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","E. de Oliveira","1967","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521980' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254575",NA,"3792","R. Jarí, Monte Dourado, entre o rancho e o Hospital.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Pará","-52.539719","-0.8678545","NY01254575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01254669","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1968","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523366' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254669",NA,"5678","Km. 166-169, Madeira-Mamoré railroad near Muntumparaná. Disturbed forest on terra firme.","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Rondônia","-64.9679384","-9.6441642","NY01254669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","01254663","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1971","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254663",NA,"16524","Rio Cunhuá at Deni Indian village","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas","-66.78","-6.72","NY01254663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","348359","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","S. A. Mori","1989","09","20","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00348359",NA,"20984","Saül. La Fumée Mountain Trail. On La Fumée NE ca. 200 m from Antenne Nord.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"S. A. Mori","Saint-Laurent-du-Maroni","-53.2","3.62",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00867105","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","L. Coêlho",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867105",NA,"1955","Próximo ao Lago Amapá","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Acre","-67.8097","-9.9747","NY00867105_01","Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","01254652","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1971","07","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254652",NA,"14024","Rio Ituxi, vicinity of Bôca do Curuquetê","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Amazonas","-65.6833","-8.3167","NY01254652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","01254552","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","W. J. Burchell","1829",NA,NA,"South America","Brazil","sheet",NA,"[Collection date and location information written on sheet.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1521624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254552",NA,"9316","S. João de Araguaya and S. Anna.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Pará",NA,NA,"NY01254552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","02695694","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1968","07","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980523' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695694",NA,"6130","S. bank of rio Abuna between Cachoeria Tres S. and Fortaleza, 3-16 km above mouth","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida",NA,"Pando","-65.488381","-9.712142","NY02695694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","867110","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1968","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867110",NA,"7785","5 km east of Sena Madureira","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Acre","-68.6125658","-9.0688679",NA,"Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","01254615","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","C. A. Cid Ferreira","1980","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254615",NA,"1916","Rio Trombetas, margem direita, Porto Trombetas, estrada da Mineração Rio - Norte, km 60, atrás da Mina de Bauxita.","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Pará","-55.8661","-1.76556","NY01254615_01","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00836002","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","J. M. Pires","1963","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836002",NA,"9546","Fundaçao Zoobotânica","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Distrito Federal","-47.9294","-15.7797","NY00836002_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01254665","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","G. T. Prance","1969","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1523362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254665",NA,"9537","Boa Vista-Caracaraí road (BR 174), 80 Km. South of Boa Vista","Magnoliophyta","Malpighiales","(Hook.f.) Prance","pallida","G. T. Prance","Roraima",NA,NA,"NY01254665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","01254600","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","G. T. Prance","1967","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522054' target='other'> <mi>dwc_moreinfo</mi></a>","NY01254600",NA,"4520","Serra Tepequem","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","G. T. Prance","Roraima","-61.75","3.75","NY01254600_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00836004","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","G. T. Prance","1964","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836004",NA,"58524","Nothern Goiás. West of Filadélfia in Serra de Jaccouba.","Magnoliophyta","Malpighiales","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"G. T. Prance","Tocantins","-47.601571","-7.340931","NY00836004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
