"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"46","2021-03-15 16:37:00-03","NY","NYBG","58542","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","biglandulosum","Sapium biglandulosum aubletianum","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","2198","1852","01",NA,"Brazil","Amazonas",NA,"Prope San [São] Gabriel de Cachoeira, ad Rio Negro, Brasiliae borealis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058542",NA,"South America","sheet",NA,NA,"Magnoliophyta","Malpighiales","aubletianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","214553","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","biglandulosum","Sapium biglandulosum lanceolatum","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","511",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00214553","NY00214553_01","South America","sheet",NA,"isolectotype","Magnoliophyta","Malpighiales","lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","58549","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","biglandulosum","Sapium biglandulosum lanceolatum*squarrosum","Müll.Arg.",NA,NA,NA,NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058549","NY00058549_01","South America","sheet",NA,"isotype","Magnoliophyta","Malpighiales","lanceolatum*squarrosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","214554","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","biglandulosum","Sapium biglandulosum lanceolatum","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","s.n.","1849","12",NA,"Brazil","Pará",NA,"In vicinibus Obidos","-55.5168772","-1.9047014",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=674899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00214554","NY00214554_01","South America","sheet",NA,"isolectotype","Magnoliophyta","Malpighiales","lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-11-01 14:29:00-02","NY","NYBG","593247","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,"V. Santos",NA,NA,NA,"M. J. N. Rodal","778","2000","01","24","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.9503","-8.0128",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593247","NY00593247_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-11-01 14:29:00-02","NY","NYBG","537683","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,NA,NA,NA,NA,"I. Cordeiro","CFSC6695","1980","11","07","Brazil","Minas Gerais","Santana do Riacho","Morro do Palácio","-43.7142","-19.1692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537683","NY00537683_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-10-28 13:45:00-02","NY","NYBG","1018798","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,NA,NA,NA,NA,"S. de V. A. Pessôa","1174","2006","02","14","Brazil","Rio de Janeiro","Casimiro de Abreu","Fazenda Carioxa. Área FC.","-42.2042","-22.4808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262444' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018798","NY01018798_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","629714","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","I. Cordeiro",NA,NA,NA,"W. Ganev","2977","1994","02","21","Brazil","Bahia","Abaíra","Mendonça de Daniel Abreu","-41.85","-13.28",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629714","NY00629714_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-11-07 11:48:00-02","NY","NYBG","01132113","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,"I. Cordeiro",NA,NA,NA,"D. J. N. Hind","H50283","1991","12","23","Brazil","Bahia","Abaíra","Subida da Forquilha da Serra.","-41.88","-13.28",NA,NA,"1400","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289903' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132113","NY01132113_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-11-01 14:29:00-02","NY","NYBG","537682","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,"G. L. Webster",NA,NA,NA,"I. Silberbauer-Gottsberger","836","1970","11","20","Brazil","São Paulo","Botucatu","18 km north of Botucatu (14 km east of Sao Manuel). Along the S. Manuel - Piracicaba highway. Near ex-RR station 13 de Maio","-48.42","-22.75",NA,NA,"550","550","sample removed by J. T. Overpech, 8/7/89 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537682","NY00537682_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-09-30 09:12:00-03","NY","NYBG","1552395","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,NA,NA,NA,NA,"M. Alves","2172","2001","01","09","Brazil","Minas Gerais","Santana do Riacho","APA da Serra do Cipó, estrada para Conceição do Mato Dentro, próximo a ponte do antigo Km 123.","-43.7142","-19.1692",NA,NA,"1200","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1941492' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552395","NY01552395_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-11-02 13:19:00-02","NY","NYBG","1039463","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum",NA,"I. Cordeiro",NA,NA,NA,"W. Hoehne","s.n.","1946","12","13","Brazil","São Paulo","Caieiras",NA,"-46.74","-23.3603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039463","NY01039463_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","629713","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","I. Cordeiro",NA,NA,NA,"R. M. Harley","H50283","1991","12","23","Brazil","Bahia","Abaíra","Subida da Forquilha da Serra","-41.88","-13.28",NA,NA,"1400","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629713","NY00629713_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","685131","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","I. Cordeiro",NA,NA,NA,"W. Ganev","1433","1992","11","14","Brazil","Bahia","Abaíra","Bem Querer - Catolés de Cima, próximo a casa de José de Benedita.","-41.88","-13.28",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685131","NY00685131_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","538601","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"F. C. Hoehne","28428","1931","11","17","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538601","NY00538601_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","01477990","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","20268","1943","10",NA,"Brazil","Pará",NA,"Rio Tocantins, Jacundasinho.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477990","NY01477990_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","1552456","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"S. G. da Vinha","25","1967","12","13","Brazil","Bahia","Maraú","Ubaitaba-Maraú, a 24 km de Ubaitaba","-39.1455451","-14.2523262",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1943565' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552456","NY01552456_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01477982","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"B. A. Krukoff","6158","1934","09","14","Brazil","Amazonas","Humaitá","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727693' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477982","NY01477982_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-27 04:31:00-03","NY","NYBG","538617","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum",NA,"W. Punt",NA,NA,NA,"M. J. Jansen-Jacobs","4464","1995","07","14","Guyana",NA,NA,"Kanuku Mts., Moco Moco R.","-59.65","3.3",NA,NA,"140","180","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538617",NA,"South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","538607","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. Reitz","10547","1960","12","26","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538607","NY00538607_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1064672","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"E. P. Heringer","8745/939","1961","12","10","Brazil","Distrito Federal","Brasília","Horto do Guará.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1209040' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064672","NY01064672_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","1064677","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","S. Athiê de Souza",NA,NA,NA,"E. P. Heringer","2276","1979","10","09","Brazil","Goiás","Alto Paraíso de Goiás",NA,"-47.5097","-14.1325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1209310' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064677","NY01064677_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","538619","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"G. G. Hatschbach","47245","1983","12","14","Paraguay",NA,NA,"Pedro Juan Cabalero, arredores",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538619","NY00538619_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","537687","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","20006","1943","03",NA,"Brazil","Bahia",NA,"Entre Camamú e Ilhéos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537687","NY00537687_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","1064930","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","21584","1946","04","06","Brazil","Maranhão","São Luís","Estrada da Maióba, Ilha de São Luiz.","-44.3028","-2.5297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208681' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064930","NY01064930_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1064933","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"W. R. Anderson","36100","1972","02","17","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.565347","-19.391335",NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064933","NY01064933_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","537689","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"H. M. Curran","630","1918","12","09","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537689","NY00537689_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01478004","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"W. A. Ducke","104","1943","08","27","Brazil","Amazonas",NA,"Bôa Vista do Rio Branco.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1728160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478004","NY01478004_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00754516","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. L. Liesner",NA,NA,NA,"D. C. Daly","7169","1991","11","06","Brazil","Acre","Xapuri","Rio Acre @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank","-68.33","-10.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754516","NY00754516_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","537694","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"R. X. Lima","172","1993","11","16","Brazil","Paraná","Guaraqueçaba","Rio Tagaçaba","-48.32","-25.27",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537694","NY00537694_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1064663","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","H.-J. Esser",NA,NA,NA,"E. L. Taylor","E1164","1983","04","06","Brazil","Maranhão","Santa Luzia","Fazenda Mapisa, entrance at intersection BR222, left bank of Rio Buriticupu. 1 km. along access road to air strip.","-46.5","-4.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208983' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064663","NY01064663_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","1064673","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"E. P. Heringer","5518","1980","11","18","Brazil","Distrito Federal","Brasília","Córrego Quilombo","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1209042' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064673","NY01064673_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","537688","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"G. G. Hatschbach","41826","1979","01","04","Brazil","Paraná","Antonina","Manduira","-48.800146","-25.465922",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537688","NY00537688_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","01064931","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","21583","1946","04","05","Brazil","Maranhão","São Luís","Estrada da Maióba, Ilha de São Luiz.","-44.3028","-2.5297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064931","NY01064931_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","538613","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"R. M. Harley","25337","1988","10","23","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Fazenda Silvina. 19 km ao N-O da cidade","-41.97","-13.53",NA,NA,"1420","1420","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538613","NY00538613_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","1064925","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","R. C. Kruijt",NA,NA,NA,"R. de Lemos Fróes","20341","1944","06",NA,"Brazil","Maranhão","Santa Inês","Rio Pindaré, Colonia Pimentel","-45.38","-3.6669",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064925","NY01064925_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","538616","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","G. L. Webster",NA,NA,NA,"S. Leiva González","1671","1995","01","07","Peru","Cajamarca","San Ignacio","Rura San Francisco-San Ignacio",NA,NA,NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=237371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538616",NA,"South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","754513","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong","H.-J. Esser",NA,NA,NA,"D. G. Campbell","8079",NA,NA,NA,"Brazil","Acre","Cruzeiro do Sul","Reserva INCRA Sta. Luzia, km 40 of BR-364","-72.33","-7.77",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=219204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754513","NY00754513_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","1065562","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulosum","Sapium glandulosum","(L.) Morong",NA,NA,NA,NA,"A. B. Anderson","2048","1985","03","21","Brazil","Maranhão","Lago Verde","Fazenda São Francisco, estrada Alto Alegre- Lago Verde, km 9.","-44.8219","-3.9572",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065562","NY01065562_01","South America","sheet",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
