"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"45","2021-03-15 16:37:00-03","NY","NYBG","585766","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","R. Schultze-Kraft","s.n.","1982","02","23","South America","Colombia","Valle del Cauca","Cali",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585766","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00983461","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","H. S. Irwin","27414","1970","03","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Rio Jequití, ca. 20 km E. of Diamantina","-43.5196","-18.18055","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983461",NA,"NY00983461_01",NA,NA,"790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00983413","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Collector unspecified","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983413","P. R. Fantz","NY00983413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","585741","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","L. Coradin","8239","1987","08","25","South America","Brazil","São Paulo","Ubatuba","Rodovia Ubatuba - Paraty (BR-101) Km 17","-44.68","-23.35","sheet","Germoplasma obtido de 10 plantas <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585741","R. Schultze-Kraft","NY00585741_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","02099048","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","J. L. da Costa Lima","482","2011","05","13","South America","Brazil","Rio Grande do Norte","Ceará-Mirim","Porto-Mirim","-35.241542","-5.580839","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953085' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099048","W. M.B. São-Mateus","NY02099048_01",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","585752","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","A. Euponino","409","1978","12","01","South America","Brazil","Bahia","Porto Seguro","Rod. BR-367, a 7-9 km a W de Porto Seguro. Folha SE-24 (16-39c)","-39.0644","-16.4497","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585752","R. C. Barneby","NY00585752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01303509","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","R. Spruce","s.n.","1849","11",NA,"South America","Brazil","Pará",NA,"In vicinibus Santarem","-54.740486","-2.449614","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1611556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01303509",NA,"NY01303509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","585755","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","J. G. A. Vieira","72","1981","10","20","South America","Brazil","Espírito Santo","Linhares","Fazenda Lagoa Dourada","-40.07","-19.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585755","R. C. Barneby","NY00585755_01",NA,NA,"33","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","585763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","K. Lems","s.n.","1964","03","08","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Barra de Tijuca","-43.369099","-22.995332","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585763",NA,"NY00585763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","585756","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","R. M. Harley","17064","1974","03","17","South America","Brazil","Bahia","Santa Cruz Cabrália","11 km S of Santa Cruz Cabrália","-39.02","-16.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585756","J. S. Page; G. P. Lewis","NY00585756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","585746","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","S. A. Mori","13721","1981","04","21","South America","Brazil","Bahia","Ilhéus","On road from Olivença to Una, 20 km S of Olivença","-39.0019852","-15.1242526","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=745259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585746",NA,"NY00585746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-19 11:35:07-03","UFPI-MRV","HDELTA","6693","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Souza, R.T.B","29","2019","11","26",NA,"Brasil","Piauí","Ilha grande","Labino","-41.8213996887207","-2.8583300113678",NA,NA,"HDELTA006693","Souza, R.T.B",NA,NA,NA,NA,NA,"2020","02","10","41°45#?# 34,63#?##?#","2°48#?#59,51#?##?#s","13228","auto",NA,NA,NA,NA,NA,NA
"57","2020-11-13 09:19:44-03","UFRJ","RFA","29486","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Cézio Pereira",NA,"1988","05","00",NA,"Brasil","Bahia","Mucuri",NA,"-39.5508003234863","-18.0863990783691",NA,"Flores azuis","RFA20126","M.F. Castilhori",NA,NA,NA,NA,NA,"2019","04","19",NA,NA,"78440","auto",NA,NA,NA,NA,NA,NA
"58","2020-06-29 11:30:27-03","UFRJ","RFA","17843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","E.P. Heringer","14912","1976","02","14",NA,"Brasil","Espírito Santo","Guarapari","Coletada em local baldio da cidade.","-40.5110015869141","-20.6580009460449",NA,"Arbusto com 1 m de altura; flores roxeadas, frutos quinados","RFA15101","M.F. Castilhori",NA,NA,NA,NA,NA,"2019","04","19",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"59","2020-06-29 11:30:27-03","UFRJ","RFA","22025","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Kenny Tanizaki","80","1987","11","06",NA,"Brasil","Rio de Janeiro","Macaé","Barra de São João","-41.7868995666504","-22.3708000183105",NA,"Erva de 30cm de altura, flores roxas Habito: Erva","RFA18197","A.A.M. de Barros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"60","2020-06-29 11:30:27-03","UFRJ","RFA","25846","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","A.E.F. Bacellar","34","2000","01","26",NA,"Brasil","Rio de Janeiro","Macaé","Parque Nacional da Restinga de Jurubatiba, próximo a Lagoa de Cabiúnas","-41.7868995666504","-22.3708000183105",NA,NA,"RFA19658","M.F. Castilhori",NA,NA,NA,NA,NA,"2019","04","19",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"61","2020-06-29 11:30:27-03","UFRJ","RFA","16398","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","P. Occhioni","7403","1975","06","00",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,"arbusto, fruto","RFA14003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA
"62","2020-06-29 11:30:27-03","UFRJ","RFA","8279","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","P. Occhioni","3550","1967","04","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia","-43.2075004577637","-22.9027996063232",NA,"Flor lílas","RFA27463","M.F. Castilhori",NA,NA,NA,NA,NA,"2019","04","19",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"63","2020-06-29 11:30:27-03","UFRJ","RFA","37356","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","M.A. Schneider","5","2010","01","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), Av. Estado da Guanabara","-43.2075004577637","-22.9027996063232",NA,"Subarbusto ca. 80 cm de altura. Folhas verdes, abaxial com tricomas. Flor cálice verde claro, corola roxa. fruto seco maduro marrom e imaturo verde.","RFA36050","M. F. Castilhori",NA,NA,NA,NA,NA,"2018","11","14",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"64","2020-06-29 11:30:27-03","UFRJ","RFA","10332","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Cézio Pereira","150","1971","04","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga do Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,"Flores alvas","RFA28164","M.F. Castilhori",NA,NA,NA,NA,NA,"2019","04","19",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"65","2020-11-13 09:19:44-03","UFRJ","RFA","42328","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","T.H. Pereira","s.n.","2015","05","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba (Macaé, Varapebús e Quissamã). encontrada adentro da trilha, longe da praia","-41.6875","-22.2975",NA,"Arbusto 1,5 m de altura, cor rosada","RFA36240","M.F. Castilhori",NA,NA,NA,NA,NA,"2018","11","07","41º41'15''W","22º17'51''S",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-29 11:30:27-03","UFRJ","RFA","24015","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","F. M. de B. Pereira","46","2000","02","03",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazendas Sendas de Propriedade das Organizações Sendas.","-43.0675","-22.658889",NA,"Rasteira, heliófila, campo sujo, comum no local.","RFA40320","L. F. G. da Silva & H. C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,"43º4'3''W","22º39'32''S",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-13 09:19:44-03","UFRJ","RFA","27778","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Flávio Brito Pereira","57/92","2001","05","15",NA,"Brasil","Rio de Janeiro","Silva Jardim","Distrito de Gaviões. Fazendas Novo Horizonte e Águas Claras.","-42.508333","-22.570278",NA,"Erva, folha verde, flor de cor lilás, comum no local.","RFA40318","H. C. de Lima & L. F. G. da Silva",NA,NA,NA,"37","37","2001","10","08","42º30'30''W","22º34'13''S",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-29 11:30:27-03","UFRJ","RFA","22194","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","A.A.M. de Barros; K. Tanizaki 166","321","1988","05","22",NA,"Brasil","Rio de Janeiro","Casimiro de Abreu","Barra de São João","-42.2042007446289","-22.4806003570557",NA,"Erva com 40 m de altura, frutos marrons Habito: Erva","RFA18333","H.C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24732","auto",NA,NA,NA,NA,NA,NA
"69","2020-06-29 11:30:27-03","UFRJ","RFA","21981","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","A. A. M de Barros; K. Tanizapi (102), M. O. S Senna (36)","227","1997","11","29",NA,"Brasil","Rio de Janeiro","Macaé","Barra de São João","-41.7868995666504","-22.3708000183105",NA,"Ervas, flores roxas, frequente","RFA18166","H. C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA
"70","2020-06-29 11:30:27-03","UFRJ","RFA","21479","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","E.M. Occhioni; C.M. Rizzini 296","468","1986","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Erva de mais ou menos 20-40cm de altura flores lilas","RFA17753","Haroldo C de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"71","2020-06-29 11:30:27-03","UFRJ","RFA","21640","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","E.M. Occhioni; C.P. Bove 11; A.A.M. de Barros 11","540","1986","06","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia. Praia Grande","-43.2075004577637","-22.9027996063232",NA,"Erva com 30 cm de altura, frutos verdes","RFA17872","H.C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"72","2019-11-19 15:44:02-03","UNEB","HUNEB","3303","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Queiroz, E.P.","47382","1999","09","17",NA,"Brasil","Bahia","Salvador","Região Metropolitana. Stella Maris.","-38.5","-12.966667",NA,NA,"HUNEB0003303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W30'","12S58'",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"73","2019-11-19 15:44:02-03","UNEB","HUNEB","8109","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Jesus, N.G.","1638","2003","01","15",NA,"Brasil","Bahia","Conde","Estrda Poças/Siribinha",NA,"-11.776944",NA,NA,"HUNEB0008109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37W31'85''","11S46'37''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"74","2019-11-19 15:44:02-03","UNEB","HUNEB","9974","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"Jesus, N.G.","863","2006","08","22",NA,"Brasil","Bahia","Alagoinhas","campus II","-38.4192008972168","-12.1356000900269",NA,NA,"HUNEB0009974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"75","2019-11-19 15:44:02-03","UNEB","HUNEB","7514","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Silva, M.","64","1997","05","24",NA,"Brasil","Bahia","Itaparica","Catú","-38.6786003112793","-12.8882999420166",NA,NA,"HUNEB0007514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8126","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"76","2019-11-19 15:44:02-03","UNEB","HUNEB","13533","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, M.L.","15093","2009","05","24",NA,"Brasil","Bahia","Maraú","Litoral Sul: Fazenda Taipus de Fora","-39.0147018432617","-14.103099822998",NA,NA,"HUNEB0013533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47076","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"77","2019-11-19 15:44:02-03","UNEB","HUNEB","1090","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Silva, L.A.M.","3758","1998","05","28",NA,"Brasil","Bahia","Una","Comandatuba Fazenda Bolandeira, com estrada na Praça da igreja, margem do Rio Doce, coletas 4 km N de Comandatuba.","-39.0752983093262","-15.2932996749878",NA,"Vegetação de cerrado dentro da restintga; próximo a praia.","HUNEB0001090",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"78","2021-04-08 17:41:22-03","EAO","IAN","104844","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Ducke, A","176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN104844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-04-08 17:41:22-03","EAO","IAN","16946","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Fróes, RL","21567","1945","04","05","Southern America","Brasil","Maranhão",NA,"Praia do Olho d'água, Costa do mar.",NA,NA,NA,"Herva.","IAN016946","Ducke, A","IAN016946 IAN016946_1 IAN016946_e",NA,NA,NA,NA,"1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-08 17:41:22-03","EAO","IAN","30457","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Pires, JM","1025","1947","11","15","Southern America","Brasil","Amazonas","Panuré","Rio Uaupés, caatinga.",NA,NA,NA,"Arbustinho de 1m.","IAN030457","Ducke, A","IAN030457 IAN030457_1 IAN030457_e",NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-04-08 17:41:22-03","EAO","IAN","33139","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Black, GA","482403","1948","04","27","Southern America","Brasil","Amazonas",NA,"Rio Negro, Camundê, campo aberto.",NA,NA,NA,"Erva, flor branca.","IAN033139",NA,"IAN033139 IAN033139_1 IAN033139_e",NA,NA,NA,NA,"1948","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-08 17:41:22-03","EAO","IAN","69200","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Black, GA; Adler, P","5111367","1951","05","03","Southern America","Brasil","Distrito Federal",NA,"Praia ao Sul da Tijuca, perto do Morro dos Bandeirantes.",NA,NA,NA,"Arbustinho, flor verde-lilás.","IAN069200","Ducke, A",NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-04-08 17:41:22-03","EAO","IAN","120035","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Belém, RP","1783","1965","09","13","Southern America","Brasil","Bahia","Ilhéus","Centro de pesquisa do cacau, CEPEC.","-39.0494003295898","-14.7889003753662",NA,"Planta de 20cm, frutos verdes, coleção viva IRI.","IAN120035","Cordeiro, MR",NA,NA,NA,NA,NA,"1983","10","10",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"84","2021-04-08 17:41:22-03","EAO","IAN","159076","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Neves, MP das; Rodrigues, IA; Dantas, M; Cordeiro, MR; Rosa, N","223","1982","10","23","Southern America","Brasil","Pará","Salvaterra","Passagem Grande/ Boa Vista, 1km da estrada de Salvaterra, campo de terra firme.","-48.5167007446289","-0.75333297252655",NA,"Forrageira. Subarbusto com fruto.","IAN159076","Cordeiro, MR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52029","auto",NA,NA,NA,NA,NA,NA
"85","2021-04-08 17:41:22-03","EAO","IAN","144623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Rodrigues, IA; Santos, RR dos","15146","1975","01","03","Southern America","Brasil","Pará","Vigia","Campina do Caimbé.","-48.1417007446289","-0.858332991600037",NA,"Arbusto de 3m.","IAN144623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA
"86","2021-04-08 17:41:22-03","EAO","IAN","82256","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Fróes, RL","30626","1954","02","15","Southern America","Brasil","Pará","Vigia","Estrada da Vigia, campina.","-48.1417007446289","-0.858332991600037",NA,"Arbusto, flor branco-amarelada.","IAN082256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA
"87","2021-04-08 17:41:22-03","EAO","IAN","74679","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Fróes, RL","27870","1952","05","16","Southern America","Brasil","Pará","Vigia","Estrada de rodagem para a Vigia, campina da palha, campo natural.","-48.1417007446289","-0.858332991600037",NA,"Planta semi-herbácea, flor róseo-amarelada.","IAN074679","Ducke, A",NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA
"88","2021-04-08 17:41:22-03","EAO","IAN","54103","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Black, GA","508776","1950","01","22","Southern America","Brasil","Pará","Vigia","Estrada João Coelho - Vigia.","-48.1417007446289","-0.858332991600037",NA,"Erva perene, flor branca.","IAN054103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA
