"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"239","2019-11-21 14:38:10-03","UFJF","CESJ","62011","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A.Quinet","C.M. Sakuragui; L.Y.S.Aona, SEdwards; D.Zappi","2004","11","26","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"Mata Estacional. Arvoreta ca. 4m. alt., inflorescências terminais, botões verdes, DNA.","CESJ062011",NA,"2012",NA,NA,"1626","Reserva Biológica da Represa do Grama",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"240","2019-11-21 14:38:10-03","UFJF","CESJ","52980","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.G.Rohwer","J.M. Silva; F.Deodato","1994","01","18","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Árvore, 10m, flor creme. Capão com Araucaria.","CESJ052980",NA,"2001",NA,NA,"1292","Jardim Botânico Municipal",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"241","2019-11-21 14:38:10-03","UFJF","CESJ","72835","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J.G. Rohwer","G. Hatschbach; R. Goldenberg; E. Barbosa","1999","12","03","Brasil","Paraná","Doutor Ulysses","-49.4197006225586","-24.5680999755859",NA,NA,"Árvore odorífera, 15m, flor creme. Floresta atlântica.","CESJ072835",NA,"2000",NA,NA,"69847","Sete Quedas",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"32237","auto",NA,NA,NA,NA,NA
"242","2019-11-21 14:38:10-03","UFJF","CESJ","59441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","M. Verdi","M. Verdi; R.P.Hasckel; G.KlemzN.L.Souza; G.Klemz","2009","03","18","Brasil","Santa Catarina","Zortéa","-51.5553016662598","-27.4514007568359",NA,NA,"Ecótono Floresta Estacional Decidual / Floresta Ombrófila Mista; estádio suces. avançado. Fruto imaturo verde.","CESJ059441",NA,"2009","03","18","1821","Passo Raso, Lat.:27º29'39,00S; Lon.:51º36'50,00O; Alt.: 661m.",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA
"243","2021-04-07 11:45:16-03","UFMS","CGMS","58335","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alves","V.A. Assunção","2013","06","20","Brasil","Mato Grosso do Sul","Porto Murtinho","-58.4597222","-22.0408333","-58,4597222","-22,0408333","Flor branca amarelada. Flor com odor adocicado. Habitat: Chaco florestado. Habito: Árvore.10m de altura.","CGMS1088250",NA,"2014",NA,NA,"745","Fazenda Santa Virgínia Chaco florestado antropizado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-07 11:45:16-03","UFMS","CGMS","24338","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F. Macedo-Alves","A. Pott; V.J. Pott","2003","03","28","Brasil","Mato Grosso do Sul","Corumbá","-57.6775","-17.8463889","-57,6775","-17,8463889","Flor ausente. Fruto preto. Cálice vermelho. Habitat: Floresta de galeria, solo areia grossa, relevo plano convexo. Habito: Arbóreo. 3-5,00 m de altura. Frequente.","CGMS1053756",NA,"2009","07","10","10944","Lagoa Gaíva, Pantanal, próximo à fronteira Brasil/Bolívia.","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-04-07 11:45:16-03","UFMS","CGMS","35386","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","D.O. Domingos","S.K.C Ikeda; J.R.C Fernandes; E.G. Alves","2009","05","29","Brasil","Mato Grosso","Cáceres","-57.7644444","-16.2002778","-57,7644444","-16,2002778","Inflorescência axilar, cacho. Caule ramos clorofilados. Folhas simples, alternas e sub-opostas, glabras, gema de brotamento axilar. 5 duplicatas (HUFMS; UFSCar; R; HCUFMT; HRCB). Habitat: Ilha de vegetação. Habito: Árvore. 5,00m de a","CGMS1064786",NA,"2016","05","18","19","Ilha margem esquerda do rio Paraguai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-04-07 11:45:16-03","UFMS","CGMS","19465","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"M.L. Bueno; E.O. Rocha-Júnior; A.F. Souza; F. Belan","2007","07","31","Brasil","Mato Grosso do Sul","Corumbá","-57.0433333","-19.4877777","-57,0433333","-19,4877777","Fruto Preto. Habitat: Cerrado. Comum. Habito: Arbóreo.","CGMS1048776",NA,"2020",NA,NA,"531","Estrada Parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-04-07 11:45:16-03","UFMS","CGMS","58041","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","L.M. Bergamo; B.B. Brandão; A.H.A. Souza","2015","11","11","Brasil","Mato Grosso do Sul","Jateí","-53.7497222","-22.9013889","-53,7497222","-22,9013889",NA,"CGMS1087979",NA,"2015","11","11","23","Parque Estadual das Várzeas do Rio Ivinhema.","252","252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-04-07 11:45:16-03","UFMS","CGMS","22609","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","2008","06","23","Brasil","Mato Grosso do Sul","Aquidauana","-55.4902777","-20.4608333","-55,4902777","-20,4608333",NA,"CGMS1052022",NA,"2008","07","13","429","Distrito de Piraputanga. Fazenda Santa Ana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-04-07 11:45:19-03","UFMS","CGMS","77391","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alves","P.F Oliveira; A.K.P. Santos, M. Arouche, D.R.M. Neves, F.M. Alves","2019","09","24","Brasil","Mato Grosso do Sul","Jateí","-53.7533333","-22.9022222","-53,7533333","-22,9022222","Duplicata no Herbário BHCB","CGMS1110379",NA,"2019","09","24","70","Trilha próxima a entrada principal do parque. Parque Estadual das Várzeas do Ivinhema (PEVRI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-04-07 11:45:19-03","UFMS","CGMS","70087","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Pott","A. Pott; G.A. Damasceno-Junior; F.A. Ferreira","2011","12","18","Brasil","Mato Grosso do Sul","Corumbá","-57.4472222","-19.0205556","-57,4472222","-19,0205556",NA,"CGMS1069472",NA,NA,NA,NA,"16193","Fazenda Rabicho (Marinha), Rio Paraguai, Pantanal.","93","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-04-07 11:45:16-03","UFMS","CGMS","21632","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; F.F. Fernandes","2007","12","15","Brasil","Mato Grosso do Sul","Aquidauana","-55.4902777","-20.4616667","-55,4902777","-20,4616667",NA,"CGMS1051042",NA,"2008",NA,NA,"265","Estrada Parque de Piraputanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-04-07 11:45:16-03","UFMS","CGMS","23950","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A. Damasceno-Júnior","G.A. Damasceno-Junior; J.N. Nakajima; R. Romero; V.J. Pott","2001","11","25","Brasil","Mato Grosso do Sul","Corumbá","-57.5594444","-17.8419444","-57,5594444","-17,8419444","Fruto presente. Habitat: Margem de córrego; solo arenoso; relevo plano. Habito: Arbóreo. 5,00 m de altura.","CGMS1053364",NA,"2001","11","25","3093","Córrego Retiro.","90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-04-07 11:45:16-03","UFMS","CGMS","36877","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","R.H. Silva","D.S. Matos; R.H. Silva; R.C.O. Arruda","2012","10","25","Brasil","Mato Grosso do Sul","Corumbá","-57.6666667","-18.9461111","-57,6666667","-18,9461111","Inflorescência amarela. Flor com odor de baunilha. Habitat: Mata ciliar. Habito: Árvore.","CGMS1066289",NA,"2012","10","25","6","Margens do Rio Paraguai.","109","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-04-07 11:45:16-03","UFMS","CGMS","34165","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"A.C. Araújo; R.S. Arruda","1999","08","02","Brasil","Mato Grosso do Sul","Corumbá","-57.0166667","-19.4808334","-57,0166667","-19,4808334","Flor bege. Capão 15 - borda. Habitat: Capão. Habito: Árvore.","CGMS1063560",NA,NA,NA,NA,"177","Fazenda Xaraés, Pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-04-07 11:45:16-03","UFMS","CGMS","34161","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"A.C. Araújo; R.S. Arruda","1999","07","11","Brasil","Mato Grosso do Sul","Corumbá","-57.05","-19.4466666","-57,05","-19,4466666","Flor bege. Capão 12 - borda. Habitat: Capão. Habito: Árvore.","CGMS1063556",NA,NA,NA,NA,"166","Fazenda Santa Clara, Pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-04-07 11:45:16-03","UFMS","CGMS","22616","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","2008","06","23","Brasil","Mato Grosso do Sul","Aquidauana","-55.4902777","-20.4608333","-55,4902777","-20,4608333",NA,"CGMS1052030",NA,"2008","07","13","436","Distrito de Piraputanga. Fazenda Santa Ana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-07 11:45:16-03","UFMS","CGMS","6471","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","1998","10","14","Brasil","São Paulo","Panorama","-51.9236111","-21.5538889","-51,9236111","-21,5538889","Frutos verdes Cerca de 4,00m de altura.","CGMS1016554",NA,NA,NA,NA,"136","Rio do Peixe. Estrada de Paronama a Campinal.","290","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-04-07 11:45:16-03","UFMS","CGMS","25232","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","D.O. Domingos","R.S. de Arruda","2000","01",NA,"Brasil","Mato Grosso do Sul","Miranda","-57.0188889","-19.4686111","-57,0188889","-19,4686111",NA,"CGMS1054652",NA,"2016","05","18","241","Capão 37. Fazenda Xaraés. 21K 0498084 UTM 7847347.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-04-07 11:45:16-03","UFMS","CGMS","19926","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","D.O. Domingos","S. Boff","2007","01","06","Brasil","Mato Grosso do Sul","Corumbá","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,"CGMS1049230",NA,"2016","05","18","137","Fazenda São Bento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-04-07 11:45:16-03","UFMS","CGMS","40613","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F. M. Alves","A. Guerra; A. Ferraro; B. Ferreira","2013","10","03","Brasil","Mato Grosso do Sul","Rio Negro","-55.1055556","-19.2991666","-55,1055556","-19,2991666","Flor ausente. Fruto verde. Habitat: Cerrado. Habito: Árvore, 3,00m de altura.","CGMS1070599",NA,"2013","10","03","28","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Fazenda Colina Dourada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-04-07 11:45:16-03","UFMS","CGMS","22621","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","2008","06","24","Brasil","Mato Grosso do Sul","Aquidauana","-55.4902777","-20.4608333","-55,4902777","-20,4608333",NA,"CGMS1052035",NA,"2008","07","13","441","Distrito de Piraputanga. Fazenda Santa Ana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-04-07 11:45:16-03","UFMS","CGMS","56059","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","! F. Macedo-Alves","A. Pott","2004","09","14","Brasil","Mato Grosso do Sul","Aquidauana","-55.6333333","-19.55","-55,6333333","-19,55","Flor amarelo-claro. Fruto ausente. Flor odorosa. Braço do Rio Negro. Habitat: Floresta ripária. Solo areno-siltoso. Relevo plano. Frequente. Habito: Árvore. 3-8 m altura.","CGMS1086016",NA,NA,NA,NA,"11821","Fazenda São Francisco, sub-região de Aquidauana, Pantanal.","115","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-04-07 11:45:16-03","UFMS","CGMS","21280","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","A. Pott","S.V. Boff","2007","04","01","Brasil","Mato Grosso do Sul","Corumbá","-57.0188889","-19.5766667","-57,0188889","-19,5766667",NA,"CGMS1050634",NA,NA,NA,NA,"131","Fazenda São Bento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-04-07 11:45:16-03","UFMS","CGMS","55053","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F. Macedo-Alves","A. Pott","2012","08","16","Brasil","Mato Grosso do Sul","Selvíria","-51.4525","-20.4233334","-51,4525","-20,4233334","Flor amarelado-clara. Fruto ausente. Habitat: Remanescente de cerradão/floresta semidecidual. Solo areno-siltoso. Relevo vale (várzea). Ocasional. Habito: Árvore. 15,00 m de altura, 1,00 m de diâmetro.","CGMS1085021",NA,"2013","07","01","16413","Ribeirão Dois Córregos, aproximadamente 4,8 km S da Rodovia BR-158.","324","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-04-07 11:45:16-03","UFMS","CGMS","22592","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; E.W.B. Bakarji","2008","05","19","Brasil","Mato Grosso do Sul","Aquidauana","-55.4841666","-20.4511111","-55,4841666","-20,4511111",NA,"CGMS1052004",NA,"2008","06","17","412","Acampamento Batista, Distrito de Piraputanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-04-07 11:45:16-03","UFMS","CGMS","22554","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","2008","04","29","Brasil","Mato Grosso do Sul","Aquidauana","-55.4902777","-20.4608333","-55,4902777","-20,4608333",NA,"CGMS1051965",NA,"2008","05","19","374","Distrito de Piraputanga. Fazenda Santa Ana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-04-07 11:45:16-03","UFMS","CGMS","22563","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","W.M. Ramos","W.M. Ramos; A.L.B. Sartori","2008","04","30","Brasil","Mato Grosso do Sul","Aquidauana","-55.4841666","-20.4511111","-55,4841666","-20,4511111",NA,"CGMS1051975",NA,"2008","05","22","383","Acampamento Batista, Distrito de Piraputanga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-04-07 11:45:16-03","UFMS","CGMS","46797","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alves","P.P. Vaz; A.L. Simal; B.A. Coutinho; V.H.S. Brito; F.M. Alves","2014","11","26","Brasil","Mato Grosso do Sul","Aquidauana","-55.4869444","-20.455","-55,4869444","-20,455","Fruto atroporpúreo, em cúpula vermelha. Habitat: Cerrado antropizado. Habito: Arbórea.","CGMS1076769",NA,"2014","11","26","68","Distrito de Piraputanga, MS 450 - 2 Km do retiro Batista.","237","237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-04-07 11:45:16-03","UFMS","CGMS","11108","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alves","G.A. Damasceno-Junior; M.M. Garcia","1999","11","29","Brasil","Mato Grosso do Sul","Bonito","-56.5922222","-21.1658333","-56,5922222","-21,1658333","Fruto preto com pedicelos avermelhados. Habitat: Mata ciliar. Relevo suavemente ondulado. Habito: Árvore. 6,00m de altura.","CGMS1040420",NA,"2005","07","18","1825","Córrego Taquaral.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-04-07 11:45:16-03","UFMS","CGMS","35387","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","D.O. Domingos","S.K.C. Ikeda; J.R.C Fernandes; E.G. Alves","2008","11","16","Brasil","Mato Grosso","Cáceres","-57.7386111","-16.2230556","-57,7386111","-16,2230556","Inflorescência axilar, cacho. Fruto inseridos em cúpulas. Caule ramos clorofilados. Folhas simples, alternas, glabras. 5 duplicatas (HUFMS; UFSCar; R; HCUFMT; HRCB). Habitat: Ilha de vegetação. Habito: Árvore. 10,00m de altura.","CGMS1064788",NA,"2016","05","18","13","Ilha margem esquerda do rio Paraguai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-04-07 11:45:16-03","UFMS","CGMS","6470","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","1998","10","14","Brasil","São Paulo","Panorama","-51.9180556","-21.5511111","-51,9180556","-21,5511111","Sépalas verdes,Corola branca. sem odor. Habitat: Mata de Galeria. Habito: Árvore. Cerca de 8,00m de altura.","CGMS1016555",NA,NA,NA,NA,"131","Rio do Peixe. Estrada de Paronama a Campinal.","290","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-04-07 11:45:16-03","UFMS","CGMS","24348","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F. Macedo-Alves","A. Pott","2004","07","30","Brasil","Mato Grosso do Sul","Aquidauana","-55.6383333","-19.55","-55,6383333","-19,55","Flor creme-amarelada. Fruto ausente. Braço do rio Negro. Coordenadas originais 19°33#?#69,7'S 55°38#?#18,4'W Habitat: Floresta ripária, solo argiloso, relevo plano deprimido. Habito: Arbóreo. 3-7,00m de altura. Frequente.","CGMS1053768",NA,"2007","03","19","11762","Fazenda São Francisco, sub-região Aquidauana, Pantanal.","113","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-04-07 11:45:16-03","UFMS","CGMS","33187","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A. Damasceno-Junior","W.S. Covre; W.S. Covre; T.L.B.M. Borine; S.W. Machado; K.J.C. Dias; G.A. Damasceno-Junior","2011","06","27","Brasil","Mato Grosso do Sul","Corumbá","-57.0166667","-19.45","-57,0166667","-19,45","Flor de branca a amarela. Habitat: Trilha da Lagoa da Medalha. Solo arenoso. Habito: Arbusto.","CGMS1062579",NA,"2011","06","27","5","Proximidades da Base de Estudos do Pantanal - UFMS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-04-07 11:45:16-03","UFMS","CGMS","25125","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A. Damasceno-Junior","D. Verçosa; L.F.B. Cattani; R.B. Rodrigues; C.F. Zucca; D.R.C. Padilha","2009","05","05","Brasil","Mato Grosso do Sul","Corumbá","-56.745","-19.0622222","-56,745","-19,0622222","Flor amarela. Habitat: Cerradão . Habito: Árvore.","CGMS1054550",NA,NA,NA,NA,"4","Fazenda Alegria, sub-região da Nhecolândia, Pantanal.","96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-04-07 11:45:16-03","UFMS","CGMS","40407","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A. Damasceno-Júnior","C.C.C. Encina; T.R.F. Sinani; G.A. Damasceno-Júnior","2013","10","03","Brasil","Mato Grosso do Sul","Rio Negro","-55.2202778","-19.2311111","-55,2202778","-19,2311111",NA,"CGMS1070392",NA,"2013","10","03","90",NA,"155","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-04-07 11:45:19-03","UFMS","CGMS","46649","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","R.C. Rivaben; R.H. Silva; A. Pott","R.C. Rivaben; R.H. Silva; E.B. Souza","2013","12","03","Brasil","Mato Grosso do Sul","Corumbá","-57.0066667","-19.5247223","-57,0066667","-19,5247223","Inflorescência amarela. Habitat: Pantanal, sub-região do Abobral. Borda de capão. Habito: Arbórea. 11,00 m de altura.","CGMS1076619",NA,NA,NA,NA,"75","Fazenda São Bento próximo ao Rio Abobral e a estrada Parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-04-07 11:45:16-03","UFMS","CGMS","46784","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","F.M. Alves","P.P. Vaz; A.L. Simal; B.A. Coutinho; V.H.S. Brito; F.M. Alves","2014","11","26","Brasil","Mato Grosso do Sul","Aquidauana","-55.4866666","-20.4563889","-55,4866666","-20,4563889","Flor amarela-esverdeada. Habitat: Cerrado antropizado. Habito: Arbórea.","CGMS1076756",NA,"2014","11","26","55","Distrito de Piraputanga, MS 450 - 2 Km do retiro Batista.","211","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-04-07 11:45:16-03","UFMS","CGMS","34163","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"A.C. Araújo; R.S. Arruda","1999","07","13","Brasil","Mato Grosso do Sul","Corumbá","-57.0166667","-19.4794445","-57,0166667","-19,4794445","Flor bege. Capão 14 - borda. Habitat: Capão. Habito: Árvore.","CGMS1063558",NA,NA,NA,NA,"162","Fazenda Xaraés, Pantanal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-04-07 11:45:16-03","UFMS","CGMS","39057","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","G.A. Damasceno-Junior","G.A. Damasceno-Junior; C.A. Carollo; P.R. Souza; D.T. Azevedo; L. Marques; E Anjos dos Santos; F.J. Kochanovisk; V. Goes.","2012","07","26","Brasil","Mato Grosso do Sul","Corumbá","-57.0166667","-19.5758334","-57,0166667","-19,5758334","Análise fitoquímica. Habitat: Mata ciliar. Habito: Árvore. 6,00m de altura.","CGMS1068445",NA,"2012","07","26","5220","Próximo à Base da Universidade Federal de Mato Grosso do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-04-07 11:45:19-03","UFMS","CGMS","6844","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"M.P. Manara; J.B. de F. Santos; V.B. de Lima","1998","06","19","Brasil","Mato Grosso do Sul","Teodoro Sampaio",NA,NA,NA,NA,"Fruto verde. Caule rugoso. No sol. Habitat: Brejo. Habito: Árvore. 6,00m de altura.","CGMS1016553",NA,NA,NA,NA,"29","Córrego Água Sumida. Fazenda São Donato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
