"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"46","2021-03-15 16:37:00-03","NY","NYBG","1135160","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. J. Strudwick","4114","1981","08","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135160","NY01135160_01","04",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1135167","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","G. T. Prance","5202","1968","06","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135167","NY01135167_01","25",NA,"between Jaciparaná and Rio Madeira","-64.408483","-9.232415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00958466","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","W. W. Thomas","4310","1985","10","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958466","NY00958466_01","08","Luciara","Lake 2 km NW of Luciara.","-50.73","-11.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1135193","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","G. T. Prance","4100","1967","01","South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135193","NY01135193_01","25",NA,"Canta Galo, south bank of Rio Mucajaí, between Pratinha and Rio Apiaú","-61.1802006","2.6780147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","1135143","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"M. G. da Silva","1765",NA,NA,"South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135143","NY01135143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1135199","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"B. A. Krukoff","1037",NA,NA,"South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372207' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135199","NY01135199_01 NY01135199_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00958225","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","C. E. O. Kuntze","s.n.","1892","07","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958225","NY00958225_01",NA,NA,"Matogrosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","595089","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","G. G. Hatschbach","37849","1975","12","South America","Brazil","Paraná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595089","NY00595089_01","15","Adrianópolis","Col. 7 Barras","-48.9908","-24.6572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","1135170","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires","9941","1965","06","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370586' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135170","NY01135170_01","28",NA,"Rio Jamari. Cachoeira de Sta. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00958215","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. G. Hatschbach","31886","1973","05","South America","Brazil","Mato Grosso do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958215","NY00958215_01","14","Camapuã","Rod. Campo Grande- Cuiaba (mun. Camacua)","-54.0439","-19.5317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00958210","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","H. S. Irwin","21352","1968","03","South America","Brazil","Tocantins","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958210","NY00958210_01","18","Guaraí","10 km S. of Guará.","-48.52","-8.93","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","1135158","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. S. Pinheiro","153",NA,NA,"South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372211' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135158","NY01135158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00958219","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","J. U. M. dos Santos","700","1983","02","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958219","NY00958219_01","27","Tuntum","Lugar Palmerinha, a 74 km de Tuntum","-44.6489","-5.2583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1135177","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"N. A. Rosa","4496",NA,NA,"South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371606' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135177","NY01135177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1135195","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. A. Black","51-13787",NA,NA,"South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135195","NY01135195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","1135148","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires","52416",NA,NA,"South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135148","NY01135148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00958230","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires","16157","1978","07","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958230","NY00958230_01","25","Colinas do Sul","Rodovia Belém-Brasília, perto de Colinas, Rio Gameleira.","-48.0781","-14.1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1135172","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires","9941","1965","06","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370578' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135172","NY01135172_01","28",NA,"Rio Jamari. Cachoeira de Sta. Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","02686969","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance","6964","1968","08","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961927' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686969","NY02686969_01","15",NA,"Porto Velho to Cuiabá highway. Banks of Rio Jamari, 2 Km from Km 117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","595082","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","G. Gardner","2151","1836",NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595082","NY00595082_01",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00958227","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"J. M. Pires","16168","1978","07","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958227","NY00958227_01","25","Colinas do Sul","Rodovia Belém-Brasília, perto de Colinas, Rio Gameleira.","-48.0781","-14.1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00958231","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","G. Eiten","10025","1969","12","South America","Brazil","Tocantins","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958231","NY00958231_01","26","Gurupi","1 km South of city of Gurupi","-49.07","-11.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","02852234","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","O. Kosovsky","J. M. Schunke-Vigo","S15069","2002","03","South America","Peru","Ucayali","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3157529' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852234","NY02852234_01","16","Purús","Dtto. Purús. Camino a la quebrada de Esperancilla","-70.95","-10.2","190","190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1135162","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"U. N. Maciel","212",NA,NA,"South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372027' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135162","NY01135162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","1135184","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","G. T. Prance","4299","1967","02","South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373448' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135184","NY01135184_01","10",NA,"Base of Serra Tepequem, Boca da Mata.","-61.75","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1135147","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"A. S. Tavares","166","1987","10","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135147","NY01135147_01","08","Almeirim","Monte Dourado, rio Jari, reserva florestal de Monte Dourado","-52.539719","-0.8678545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","1135197","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","G. T. Prance","9145","1969","01","South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373453' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135197","NY01135197_01","08",NA,"Ilha San Salvador near Lake Maiú, 40 Km. NW of Boa Vista","-60.9600807","3.0794101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","00958211","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","H. S. Irwin","17111","1966","06","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958211","NY00958211_01","13",NA,"Ca. 25 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.87","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","44235","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","M. J. G. Hopkins","45","1983","07","South America","Bolivia","Santa Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044235",NA,"25","José Miguel de Velasco","San Ignacio. At side of airstrip.","-60.98","-15.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00958260","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. P. Wunderlin","B. Maguire","56074","1963","08","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958260","NY00958260_01","09","Imperatriz","Belém-Brasilia Highway","-47.4917","-5.5267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","595084","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. G. Hatschbach","55284","1991","03","South America","Brazil","Paraná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595084","NY00595084_01","12","Mangueirinha","Fonte Aguas Termais Vigor. Vale do Rio Iguaçu","-52.1756","-25.9411","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","02686971","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"G. T. Prance","6964","1968","08","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961928' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686971","NY02686971_01","15",NA,"Porto Velho to Cuiabá highway. Banks of Rio Jamari, 2 Km from Km 117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","00958217","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","M. dos Reis Cordeiro","50","1974","06","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958217","NY00958217_01","14","Aripuanã","Dardanelos; Rio Aripuana. Estrada Sta. Elena","-59.4592","-10.1669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","755099","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","R. C. Barneby","J. M. A. de Souza","180","1991","07","South America","Brazil","Acre","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755099","NY00755099_01","09","Rio Branco","Estrada Dias Martins, Chacara Ipê","-67.8679508","-9.9630282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1184051","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","A. M. S. da F. Vaz","A. P. Duarte","1284","1948","08","South America","Brazil","Ceará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460950' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184051","NY01184051_01","05","Crato","Campo de fruticultura do Carixi- Crato","-39.4092","-7.2344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","1135150","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"W. A. Egler","46053",NA,NA,"South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372531' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135150","NY01135150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","777852","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","A. M. S. da F. Vaz","J. G. Jardim","3538","2001","04","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777852","NY00777852_01","15","Carinhanha","Rod. para Serra do Ramalho, 10.5 km da sede municipal","-43.7511","-14.2081","470","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","02686970","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"C. A. Cid Ferreira","4690","1984","06","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976693' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686970","NY02686970_01","22","Cacoal","BR 364, rodovia Cuiabá-Porto Velho, km 230, linha 09, ao longo da rodovia","-61.4472","-11.4386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","1135180","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.",NA,"W. A. Ducke","1335",NA,NA,"South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370710' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135180","NY01135180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","1187548","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ungulata","Bauhinia ungulata","L.","J. W. Grimes","S. R. Lowrie","264","1980","09","South America","Brazil","Acre","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187548",NA,"29","Rio Branco","Rio Branco-Sena Madureira road 33km from Rio Branco","-68.03","-9.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
