"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"492","2020-12-11 11:33:59-03","UFMG","BHCB","16475","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; Braga, MMN; Teixeira, EM","2648","1989","09","29","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,"local brejoso, arbóreo 4m, flores amarelas, fruto e cálice pardo ferrugíneo","BHCB008139",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-12-11 11:33:59-03","UFMG","BHCB","16479","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Braga, MMN; Teixeira, EM","2601","1989","09","29","Brasil","Minas Gerais","Cristiano Otoni",NA,"-43.8055992126465","-20.8321990966797",NA,NA,NA,NA,"flores amarelas, cálice muito piloso pardo ferrugíneo com folhas.","BHCB008140",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"10830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2020-12-11 11:33:59-03","UFMG","BHCB","21238","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Krieger, L","s.n.","1977","04","08","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"BHCB008180",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-12-11 11:33:59-03","UFMG","BHCB","10513","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM","s.n.","1987","08",NA,"Brasil","Minas Gerais","Belo Horizonte","Bairro Carlos Prates.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arbóreo, sem folhas, presença de frutos.; Cultivado.","BHCB008126",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2020-12-11 11:33:59-03","UFMG","BHCB","9203","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; Braga, MMN; Vigna, EAGD","99","1987","06","25","Brasil","Minas Gerais","Belo Horizonte","Bairro São Luís.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Cultivado;arbóreo;folhas c/ 5 folíolos;áspera-pêlos em pé;; folhas com 5 folíolos, pêlos em pé - áspera","BHCB008129",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2020-12-11 11:33:59-03","UFMG","BHCB","11029","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Vigna, EAGD","s.n.","1987","08",NA,"Brasil","Minas Gerais","Belo Horizonte","Bairro São Luís.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"arvoreta com 2m","BHCB008127",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2020-12-11 11:33:59-03","UFMG","BHCB","21236","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Cuconato, JD","14812","1977","08","13","Brasil","Minas Gerais","Juiz de Fora","Benfica","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore 4m, em pasto, flores amarelas, cálices castanhos-amarelados, folhas ausentes na época da floração.","BHCB008182",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2020-12-11 11:33:59-03","UFMG","BHCB","10528","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Souza, ML","743","1983","09","12","Brasil","Santa Catarina","Florianópolis","Campus UFSE, Trindade","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"cultivado em jardim, árvore pequena","BHCB008128",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2020-12-11 11:33:59-03","UFMG","BHCB","68092","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Sampaio, D S","s.n.","2000","08","02","Brasil","Minas Gerais","Belo Horizonte","Coração Eucarístico. Campus da PUC.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Floresce várias vezes ao ano. Material testemunho.","BHCB008187",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2020-12-11 11:33:59-03","UFMG","BHCB","19283","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, LVC; et al.","531","1988","08","24","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"BHCB008179",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2020-12-11 11:33:59-03","UFMG","BHCB","6244","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Lopes, MA; et al.","434","1984","06","20","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"mata atlântica;arbóreo-3m;; mata atlântica","BHCB008124",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2020-12-11 11:33:59-03","UFMG","BHCB","18681","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; Braga, MMN","305","1989","07",NA,"Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Solo arenoso.","BHCB008183",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2020-12-11 11:33:59-03","UFMG","BHCB","16357","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM","2664","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"flores amarelas, campo rupestre, arbustivo","BHCB008133",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-12-11 11:33:59-03","UFMG","BHCB","16468","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; Braga, MMN; Teixeira, EM","s.n.","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"campo rupestre, arbustivo","BHCB008136",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-12-11 11:33:59-03","UFMG","BHCB","16471","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; et al.","s.n.","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"flores amarelas","BHCB008135",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-12-11 11:33:59-03","UFMG","BHCB","16474","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; Braga, MMN; Teixeira, EM","s.n.","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"pau mulato, campo rupestre, arbustivo, flores amarelas","BHCB008138",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-12-11 11:33:59-03","UFMG","BHCB","11784","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grotta, AS","s.n.","1967","04","18","Brasil","São Paulo","Campinas","Instituto Agronômico","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"estéril","BHCB008131",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-12-11 11:33:59-03","UFMG","BHCB","198128","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Faria, JEQ","6442","2016","08","16","Brasil","Minas Gerais","Diamantina","Margem da rodovia de Mendanha para Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"1260","1260",NA,"BHCB198128",NA,"2016",NA,NA,"Dicotyledon",NA,"Southern America",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-12-11 11:33:59-03","UFMG","BHCB","76074","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Pifano, DS; Valente, ASM; Castro, RM","s.n.","2001","09","18","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore ca. 3,5m. na encosta local de muita luminosidade. Flores amarelas com ornamento vistoso. Frutos imaturos verdes.; encosta local de muita luminosidade","BHCB008190",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-12-11 11:33:59-03","UFMG","BHCB","27213","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Arbóreo","BHCB008184",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-12-11 11:33:59-03","UFMG","BHCB","13332","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Ramos, NLC; Vigna, EAGD","s.n.","1988","06","30","Brasil","Minas Gerais","Belo Horizonte","Praça da Liberdade.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"tronco reto até 1,5m a partir daí torna-se tortuoso, ramificando-se, cor negra e fissurado. perto do laguinho","BHCB008132",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-12-11 11:33:59-03","UFMG","BHCB","18825","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Braga, MMN","s.n.","1990","10","11","Brasil","Minas Gerais","Belo Horizonte","Praça Pedro Melo, Praça em frente a Usiminas na Avenida Carlos Luz.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arborização urbana.","BHCB002481","BHCB002481","2011","11",NA,"Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-12-11 11:33:59-03","UFMG","BHCB","68090","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, ME; Sampaio, DS","s.n.","2000","08","26","Brasil","Minas Gerais","Tiradentes","Próximo à ponte da cidade. Oposta à Drogaria São Jõao Del Rei.","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,NA,"BHCB007169",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2020-12-11 11:33:59-03","UFMG","BHCB","76073","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Forzza, RC; Almeida, VR; Assis, LCS; Fazza, LFA","1897","2001","10","14","Brasil","Minas Gerais","Descoberto","Reserva Ecológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta em borda de mata, ca 2,5m alt. Folhas discolores; ramos ferrugíneos; Flores com cálice ferrugíneo. Corola amarela. Frutos com indumento ferrugíneo.","BHCB008189",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2020-12-11 11:33:59-03","UFMG","BHCB","68093","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, M E","s.n.","2000","08","04","Brasil","Minas Gerais","Betim","Residência do Sr. Virgiano, rua Alpha, bairro Brasiléa.","-44.198299407959","-19.9678001403809",NA,NA,NA,NA,"Planta cultivada.","BHCB008188",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2020-12-11 11:33:59-03","UFMG","BHCB","68095","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, M E; Sampaio, D S","s.n.","2000","08","13","Brasil","Minas Gerais","Santa Rita de Jacutinga","Serra da Mantiqueira, morro cujo acesso fica atrás da Igreja matriz.","-44.0950012207031","-22.1494007110596",NA,NA,NA,NA,"Morro infestado de espécimes jovens.","BHCB008009",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2020-12-11 11:33:59-03","UFMG","BHCB","67115","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Mota, RC da","917","2000","08","21","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Planta coletada em mata semidecídua; árvore; flores amarelas.; árvore, flores amarelas.; Planta coletada em mata semidecídua.","BHCB008185",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2020-12-11 11:33:59-03","UFMG","BHCB","18807","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM","s.n.","1989","08","10","Brasil","Minas Gerais","Rio Preto","Serra Negra.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"BHCB008177",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2020-12-11 11:33:59-03","UFMG","BHCB","68091","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, M E; Sampaio, D S","s.n.","2000","08","26","Brasil","Minas Gerais","Tiradentes","Subida para a Casa Tiradentes, do lado esquerdo da rua.","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"Árvore com folhas, flores e frutos. Material testemunho.","BHCB008186",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2020-12-11 11:33:59-03","UFMG","BHCB","16472","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Grandi, TSM; et al.","2671","1989","09","30","Brasil","Minas Gerais","Bom Jardim de Minas","Tabuão.","-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,"flores amarelas","BHCB008137",NA,"2011","05","12","Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2020-12-11 11:33:59-03","UFMG","BHCB","68094","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) N.F.Mattos",NA,"Costa, M E; Sampaio, D S","s.n.","2000","08","10","Brasil","Minas Gerais","Belo Horizonte","USIMINAS, em frente à UFMG, ao lado da guarita da segurança.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Possui, aparentemente, características morfológicas intermediárias com Tabebuia ochracea.","BHCB008175",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2020-12-11 11:34:04-03","UFMG","BHCB","17110","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; Braga, MMN","s.n.","1989","06","04","Brasil","Minas Gerais","Santa Rita","Serra do Pacau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2020-12-11 11:34:04-03","UFMG","BHCB","17113","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; Braga, MMN","s.n.","1989","06","04","Brasil","Minas Gerais","Santa Rita","Serra do Pacau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2020-12-11 11:34:04-03","UFMG","BHCB","21235","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Krieger, L","s.n.","1969","10",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2020-12-11 11:34:04-03","UFMG","BHCB","16475","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; et al.","s.n.","1989","09","29","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2020-12-11 11:34:04-03","UFMG","BHCB","16426","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; et al.","s.n.","1989","09","29","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2020-12-11 11:34:04-03","UFMG","BHCB","21236","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Cuconato, JD","s.n.","1977","08","13","Brasil","Minas Gerais","Juiz de Fora","Benfica","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2020-12-11 11:34:04-03","UFMG","BHCB","32727","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-12-11 11:34:04-03","UFMG","BHCB","16474","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; et al.","s.n.","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2020-12-11 11:34:04-03","UFMG","BHCB","16468","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; et al.","s.n.","1989","09","30","Brasil","Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2020-12-11 11:34:04-03","UFMG","BHCB","27213","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2020-12-11 11:34:04-03","UFMG","BHCB","18807","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM","s.n.","1989","08","10","Brasil","Minas Gerais","Rio Preto","Serra Negra.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2020-12-11 11:34:04-03","UFMG","BHCB","16472","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"Grandi, TSM; et al.","s.n.","1989","09","30","Brasil","Minas Gerais","Bom Jardim de Minas","Tabuão.","-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2021-02-11 17:18:16-03","UFPR","UPCB","92044","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos.","M.Kaehler","Novais, L.M.R. |A. Barison","IA19","2017","09","23","Brasil","Paraná","Curitiba","Rua Ana Berta Roskamp, n° 186, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvores com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035030","UPCB0035030","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2021-02-11 17:18:16-03","UFPR","UPCB","92951","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos","Kaehler, M.","Novais, L.M.R | A. Barison","IA20","2017","09","23","Brasil","Paraná","Curitiba","Rua Ana Berta Roskamp, n°198, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035024","UPCB0035024","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2021-02-11 17:18:16-03","UFPR","UPCB","92936","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. Ex A.DC.) Mattos","Kaehler, M.","Novais, L.M.R | A. Barison","IA23","2017","09","26","Brasil","Paraná","Curitiba","Rua Coronel Baeta de Faria, n° 289/299, Jardim das Américas.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Primeira ávore, proxima a esquina da rua.. Arvore com flores de pétalas amarelo externamente e com interior do tubo contendo riscos marrom.","UPCB0035021","UPCB0035021","2017",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
