"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"42","2021-03-15 16:37:00-03","NY","NYBG","01172441","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","C. R. Sperling","6248","1982","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172441","Magnoliophyta","Gentianales","Mart.",NA,"Pará","NY01172441_01","A. J. M. Leeuwenberg",NA,"Serra dos Carajás, Serra Norte 10 km E of Amza camp N-1, then 5-10 km along road to abandoned camp Azul","-50.27","-5.08","600","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","970596","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","R. S. Santos","24189","1963","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970596","Magnoliophyta","Gentianales","Mart.",NA,"Minas Gerais","NY00970596_01","F. Markgraf",NA,"Entre Paos de Minas e Pirapora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1018366","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","D. Sasaki","648","2003","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018366","Magnoliophyta","Gentianales","Mart.",NA,"São Paulo","NY01018366_01","D. Sasaki","Pedregulho","Estreito. Usina de Estreito (Acampmento de Estreito)","-47.2772","-20.1578","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","970782","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","H. S. Irwin","6532","1964","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970782","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970782_01","W. Marcondes-Ferreira",NA,"Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","970792","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","W. R. Anderson","7928","1973","03","25","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1056288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970792","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970792_01","A. J. M. Leeuwenberg","São João d'Aliança","7 km by road N of São João da Aliança. Serra Geral do Paraná.","-47.47","-14.63","1070","1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","970607","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","R. Goodland","273","1966","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970607","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso do Sul","NY00970607_01","F. Markgraf",NA,"8 km S of Coxim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01172434","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","M. H. Nee","34422","1987","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172434","Magnoliophyta","Gentianales","Mart.",NA,"Rondônia","NY01172434_01","A. J. M. Leeuwenberg","Aríquemes","21 km. SE of Ariquemes on hwy. BR 364, then 1 km. E on Linea 45","-62.93","-10.12","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","970614","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","S. A. Mori","16900","1984","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970614","Magnoliophyta","Gentianales","Mart.",NA,"Distrito Federal","NY00970614_01","A. J. M. Leeuwenberg","Mun. Planaltina","22 km W of Planaltina. Cerrado Reserve of CPAC (Centro de Pesquisas Agropecuario Cerrados).",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","970611","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. A. Ratter","R.341","1967","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970611","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970611_01","J. A. Ratter",NA,"7 km SW of Xavantina.","-52.33","-14.73","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","01172439","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","G. L. Sobel","4680A","1984","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172439","Magnoliophyta","Gentianales","Mart.",NA,"Pará","NY01172439_01 NY01172439_02","A. J. M. Leeuwenberg",NA,"Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","-49.6395457","-1.6123151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","440268","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","M. H. Nee","31881","1985","09","11","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440268","Magnoliophyta","Gentianales","Mart.",NA,"El Beni","NY00440268_01","W. Marcondes-Ferreira","Vaca Díez","Outskirts of Cachuela Esperanza on road to Guayaramerin","-65.58","-10.53","125","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","4177214","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","D. C. Daly","2235","1983","07","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500473' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177214","Magnoliophyta","Gentianales","Mart.",NA,"Santa Cruz",NA,NA,"Chiquitos","North slope of Serranía de Santiago. 10 km ENE of Santiago de Chiquitos","-59.47","-18.33","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","970620","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","E. P. Heringer","10736","1966","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970620","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970620_01","A. P. Duarte","Formosa",NA,"-47.3342","-15.5372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","970812","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","H. S. Irwin","6532","1964","10","01","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970812","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970812_01",NA,NA,"Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","867647","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","C. A. Cid Ferreira","10882","1992","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867647","Magnoliophyta","Gentianales","Mart.",NA,"Acre","NY00867647_01","A. J. M. Leeuwenberg","Porto Walter","Upper Rio Juruá, left bank, Igarapé Viseu","-72.73","-8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01252783","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","M. H. Nee","34422","1987","03","17","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1505168' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252783","Magnoliophyta","Gentianales","Mart.",NA,"Rondônia","NY01252783_01 NY01252783_02","A. J. M. Leeuwenberg","Aríquemes","21 km. SE of Ariquemes on hwy. BR 364, then 1 km. E on Linea 45","-62.93","-10.12","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01172446","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. M. Pires","16517",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172446","Magnoliophyta","Gentianales","Mart.",NA,NA,"NY01172446_01 NY01172446_02","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","970604","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","G. G. Hatschbach","37209","1975","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970604","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970604_01","F. Markgraf","São João d'Aliança","Rod. GO-12, 15 km N de São João de Alianca.","-47.5244","-14.7058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","970811","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","H. S. Irwin","13642","1966","03","06","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970811","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970811_01","W. Marcondes-Ferreira","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina.","-48","-17","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","970617","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","E. P. Heringer","10546","1965","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970617","Magnoliophyta","Gentianales","Mart.",NA,"Distrito Federal","NY00970617_01","A. P. Duarte","Brasília","Em Campo da UNB.","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","03231108","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","E. Hassler","10575","1907","08",NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550203' target='other'> <mi>dwc_moreinfo</mi></a>","NY03231108","Magnoliophyta","Gentianales","Mart.",NA,NA,"NY03231108_01 NY03231108_02","W. Marcondes-Ferreira",NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","970634","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","H. S. Irwin","10209","1965","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970634","Magnoliophyta","Gentianales","Mart.",NA,"Distrito Federal","NY00970634_01","W. Marcondes-Ferreira","Brasília","Parque Municipal do Gama","-48","-16.03","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","970621","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","E. P. Heringer","23500","1962","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970621","Magnoliophyta","Gentianales","Mart.",NA,"Distrito Federal","NY00970621_01","F. Markgraf","Brasília","Plano Pilôto, ao lado da municipalidade.","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","01172435","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","W. W. Thomas","5200","1986","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388978' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172435","Magnoliophyta","Gentianales","Mart.",NA,"Rondônia","NY01172435_01","A. J. M. Leeuwenberg","Porto Velho","Repressa Samuel, outcrop and surrounding forest near S end of E dike road. Granite vegetation and surronding forest.","-63.25","-9.066667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","970796","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. A. Ratter","R.341","1967","08","13","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1056713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970796","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970796_01","J. A. Ratter",NA,"7 km SW of Xavantina.","-52.33","-14.73","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","970629","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","G. T. Prance","59180","1964","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970629","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970629_01","W. Marcondes-Ferreira","Canarana","Serra do Roncador. Margin of Garapu airstrip.","-52.2681","-13.5522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","970612","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. A. Ratter","R.353","1967","08","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970612","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970612_01","J. A. Ratter",NA,"1 km SW of Xavantina.","-52.33","-14.73","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","970602","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","S. G. da Fonsêca","309","1967","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970602","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970602_01","W. Marcondes-Ferreira",NA,"Serra Dourada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","970624","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","E. P. Heringer","10511","1956","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970624","Magnoliophyta","Gentianales","Mart.",NA,"Goiás","NY00970624_01","W. Marcondes-Ferreira",NA,"Rodovia Brasília-Pirinópolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","970643","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","A. Macedo","542","1944","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970643","Magnoliophyta","Gentianales","Mart.",NA,"Minas Gerais","NY00970643_01","W. Marcondes-Ferreira","Ituiutaba",NA,"-49.465","-18.9692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","970605","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970605","Magnoliophyta","Gentianales","Mart.",NA,"Mato Grosso","NY00970605_01","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","4177215","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","B. A. Krukoff","10108","1939","07","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500475' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177215","Magnoliophyta","Gentianales","Mart.",NA,"La Paz",NA,NA,"Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,"750","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","01172443","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","C. A. Cid Ferreira","1378","1980","07","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172443","Magnoliophyta","Gentianales","Mart.",NA,"Pará","NY01172443_01 NY01172443_02","A. J. M. Leeuwenberg","Oriximiná","Rio Trombetas, margem da estrada, Mineraçao Santa Patricia","-56.4489985","-1.6942627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","01172440","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","G. L. Sobel","4621","1984","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388983' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172440","Magnoliophyta","Gentianales","Mart.",NA,"Pará","NY01172440_01 NY01172440_02","A. J. M. Leeuwenberg",NA,"Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","-49.6395457","-1.6123151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","970645","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","A. Macedo","542","1944","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970645","Magnoliophyta","Gentianales","Mart.",NA,"Minas Gerais","NY00970645_01","W. Marcondes-Ferreira","Ituiutaba",NA,"-49.465","-18.9692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","440269","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","R. Lao Majin","48","1963","03","26","South America","Peru","sheet",NA,"see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=559578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440269","Magnoliophyta","Gentianales","Mart.",NA,"Ucayali","NY00440269_01","W. Marcondes-Ferreira",NA,"Vivero Forestal Pucallpa, distrito Galleria, Pcia. Cnel. Portillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","970613","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. A. Ratter","R.2596",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970613","Magnoliophyta","Gentianales","Mart.",NA,"Distrito Federal","NY00970613_01",NA,"Brasília","Nr. Brasília. E of the lake on the road to prison.","-47.83","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
