"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"581","2020-09-12 05:00:02-03","US","US","2743473","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Hatschbach","1967","8","24","Brazil","Paraná","Cianorte","-52.6049995422363","-23.6632995605469",NA,NA,"US01899362","US01899362_01 US01899362_02","Fda. Lagoa",NA,NA,NA,"16954","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"32009","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"582","2020-09-12 05:00:02-03","US","US","3034518","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Hatschbach","1980","9","30","Brazil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"US01899359","US01899359_01 US01899359_02","Sete Quedas",NA,NA,NA,"43195","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"33984","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"583","2020-09-12 05:00:02-03","US","US","3068019","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Schmeda","1986","11","11","Paraguay",NA,NA,NA,NA,NA,NA,"US01899364",NA,"Estancia Bertoni, La Colmeta, Dto. Paraguarí",NA,NA,NA,"790","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"584","2020-09-12 05:00:02-03","US","US","3172622","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Hatschbach & R. Kummrow","1984","10","15","Brazil","Mato Grosso do Sul","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,"US01899358","US01899358_01 US01899358_02","Rio Amambai",NA,NA,NA,"48490","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"73676","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"585","2020-09-12 05:00:02-03","US","US","2283721","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"T. M. Pedersen","1956","11","2","Paraguay",NA,NA,NA,NA,NA,NA,"US01899363",NA,"Near Caacupé, Dep. La Cordillera.",NA,NA,NA,"4212","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"586","2020-09-12 05:00:02-03","US","US","1954349","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,NA,"1943","11","12","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US01899365","US01899365_01 US01899365_02",NA,NA,NA,NA,"739","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"53584","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"587","2020-09-12 05:00:02-03","US","US","3067750","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Schmeda","1986","5","6","Paraguay",NA,NA,NA,NA,NA,NA,"US03057173",NA,"Tobatí, Cerro.",NA,NA,NA,"746","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"588","2020-09-12 05:00:02-03","US","US","2688890","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Hatschbach","1967","8","28","Brazil","Paraná","Icaraíma","-53.613899230957","-23.3955993652344",NA,NA,"US01899360","US01899360_01 US01899360_02","Rio Paraná, Paredões das Araras",NA,NA,NA,"17046","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"21289","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"589","2020-09-12 05:00:02-03","US","US","1954348","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,NA,"1932","12","11","Brazil","São Paulo",NA,NA,NA,NA,NA,"US01899366","US01899366_01 US01899366_02",NA,NA,NA,NA,"731","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
"590","2020-09-12 05:00:02-03","US","US","1159477","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus riedelianus",NA,NA,"K. Fiebrig","1909",NA,NA,"Paraguay","Alto Parana",NA,NA,NA,NA,NA,"US03057172",NA,"In regione fluminis Alto Paraná.",NA,NA,NA,"5463","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"riedelianus",NA,"1",NA,NA
"591","2020-09-12 05:00:02-03","US","US","3068021","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus riedelianus",NA,NA,"G. Schmeda","1986","11","6","Paraguay","Central",NA,NA,NA,NA,NA,"US03057171",NA,"Orillas de selva degradada Patiño, Dto. Central.",NA,NA,NA,"784","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"riedelianus",NA,"1",NA,NA
"592","2020-09-12 05:00:02-03","US","US","3327909","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus riedelianus",NA,NA,"E. Zardini & R. Degen","1987","10","23","Paraguay","Cordillera",NA,NA,NA,NA,NA,"US03057170","US03057170_01","Cerro Tobatí, En el bosque.",NA,NA,NA,"3616","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"riedelianus",NA,"1",NA,NA
"593","2020-09-12 05:00:02-03","US","US","3676786","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg",NA,"E. M. Zardini & M. Vera","1996","10","31","Paraguay","San Pedro",NA,"-56.1797","-23.7894",NA,NA,"US03054913",NA,"Yaguarete Forest (Sustainable Forest Systems site).",NA,NA,NA,"45817","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"594","2020-09-12 05:00:02-03","US","US","3676519","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg",NA,"E. M. Zardini & A. Bedell","1995","6","20","Paraguay","San Pedro",NA,"-56.0706","-23.7936",NA,NA,"US03054912",NA,"Yaguareté forest (Sustainable Forest Systems Site).",NA,NA,NA,"42841","South America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"595","2020-09-12 05:00:02-03","US","US","2862217","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"J. Schunke Vigo","1967","1","20","Peru","Huánuco",NA,NA,NA,NA,NA,"US03055011",NA,"Prov. Pachitea, Dtto. Honoria, En bosque alto en el camino a Ayamiría a 3 km. de Miel de Abeja. Bosque Nacional de Iparia: Región de bosque seco tropical (sensu Tosi, 1960) a lo largo del Río Pachitea cerca del campamento Miel de Abeja (1 km. arriba del pueblo de","300","400",NA,"1549","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"596","2020-09-12 05:00:02-03","US","US","2703901","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"J. Schunke Vigo","1962","2","6","Peru","Huánuco",NA,NA,NA,NA,NA,"US03055012",NA,"West of Tingo María.","670",NA,NA,"5793","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"597","2020-09-12 05:00:02-03","US","US","2773286","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"M. Rimachi Y.","1974","8","21","Peru","Loreto",NA,NA,NA,NA,NA,"US03055010","US03055010_01","Maynas: Dtto. Las Amazonas. Rio Amazonas. Quebrada Yanamono, below Indiana, upland rainforest over clay.","120","140",NA,"1178","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"598","2020-09-12 05:00:02-03","US","US","1462705","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"E. P. Killip & A. C. Smith","1929","9","18","Peru","Loreto",NA,NA,NA,NA,NA,"US00945531",NA,"San Antonio, on Rio Itaya","110",NA,NA,"29324","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"599","2020-09-12 05:00:02-03","US","US","2028008","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"R. A. Ferreyra","1948","8","24","Peru","San Martin",NA,NA,NA,NA,NA,"US03055013",NA,"Quebrada Chambira, cerca a Juanjuí, Prov. Mariscal Cáceres, Dep. San Martín.","200","300",NA,"4567","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"600","2020-09-02 16:33:53-03","Cenargen","CEN","112691","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. S. Martins","Marcelo Fragomeni Simon","2018","03","12","Brasil","MS","BONITO","-56.711666","-20.970833","-56.711666","-20.970833","CEN00112691","CEN00112691","P. N. Serra da Bodoquena, sítio de monitoramento Marambaia, 6 km N da MS - 382.","685","685","Árvore baixa 6 m x 13 cm de DAP. Frutos imaturos. Indivíduo 317 do monitoramento da flora.","3632",NA,"Exsicatas",NA,NA,NA,NA,"2019","03",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"601","2020-09-02 16:33:53-03","Cenargen","CEN","90677","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","J. E. Q. Faria Júnior","Jair Eustáquio Quintino de Faria Jr.","2013","06","01","Brasil","GO","PARAUNA","-50.635555","-16.987777","-50.635555","-16.987777","CEN00090677","CEN00090677","Ponte de Pedra, Parque Estadual de Paraúna.",NA,NA,"Doação Universidade de Brasília - Herbário UB, Brasil - Goiás.","3755",NA,"Exsicatas",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"602","2020-09-02 16:33:53-03","Cenargen","CEN","57575","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","A. Giaretta","G. L. Farias - Pau-Brasil","1989","07","11","Brasil","BA","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,"CEN00057575","CEN00057575",NA,NA,NA,"Aceiro do Posseiro. Doação do Banco Genético do Pau Brasil. Registro nº 380. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","295",NA,"Exsicatas",NA,NA,NA,NA,"2016","05",NA,"68835","auto",NA,NA,NA,NA,"1",NA,NA
"603","2020-09-02 16:33:53-03","Cenargen","CEN","65598","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","A. Giaretta","S. M. Silva - FUEL","1991","00","00","Brasil","PR","TIBAGI","-50.4136009216309","-24.5093994140625",NA,NA,"CEN00065598","CEN00065598","Fazenda Batavo.",NA,NA,"Doação - Universidade Estadual de Londrina - Centro de Ciências Biológicas. Herbário FUEL (10.945).",NA,NA,"Exsicatas",NA,NA,NA,NA,"2016","05",NA,"56988","auto",NA,NA,NA,NA,"1",NA,NA
"604","2019-12-09 17:30:21-03","UFPR","EFC","4997","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M.","Ziller, S.R.","1995","12","15","Brasil","Paraná","Alto Paraíso",NA,NA,NA,NA,"EFC004997",NA,"APA da Ilha Grande",NA,NA,"Árvore 6m. Coletada na APA da Ilha Grande, Rio Paraná, em faixa de floresta acima de um paredão de arenito. Sub-bosque. Casca branca, lisa, com protuberâncias aculeadas. Frutos maduros vermelhos.","1143",NA,NA,NA,NA,NA,NA,"2015","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2019-12-09 17:30:21-03","UFPR","EFC","4984","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M.","Ziller, S.R.","1995","12","15","Brasil","Paraná","Alto Paraíso",NA,NA,NA,NA,"EFC004984",NA,"APA da Ilha Grande",NA,NA,"Coletada na APA da Ilha Grande, Rio Paraná, em floresta alterada acima de paredão de arenito, em encosta. Casca branca, fina, mais ou menos lisa, com descamação em placas grandes e fissuras verticais finas. Frutos imaturos verdes. Comum","1124",NA,NA,NA,NA,NA,NA,"2015","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2019-12-09 17:30:23-03","UFPR","EFC","15387","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Holsbach, B.A.V.D.A.","Pacheco, G.B.S.","2001","09","22","Brasil","Paraná","Mandirituba","-49.3426","-25.7249","-49.3426","-25.7249","EFC015387",NA,"Vale do rio Maurício",NA,NA,"Floresta em estágio avançado, interior de capão com 8 m. __COMMOM_NAME__: cambuí","58",NA,NA,NA,NA,NA,NA,"2001","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2019-12-09 17:30:21-03","UFPR","EFC","11312","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M.","Saueressig, D.; Henke, J.M.","2011","11","02","Brasil","Santa Catarina","São José do Cerrito","-50.5800018310547","-27.6630992889404",NA,NA,"EFC011312",NA,"São José do Cerrito/SC",NA,NA,"árvore de 5 metros, coletada prox. a um curso de água (762 metros de altitude) __COMMOM_NAME__: cambuí","1606",NA,NA,NA,NA,NA,NA,"2011","11","30","37694","auto",NA,NA,NA,NA,NA,NA,NA
"608","2019-11-13 11:26:48-03","USP","SPF","204262","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg","Sobral, M","Lima, MPM","1993","11","09","Brasil","Rio de Janeiro","Itatiaia","-44.566667","-22.25","-44.566667","-22.25","SPF00204262",NA,"Parque Nacional do Itatiaia","1050","1050",NA,"234",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2019-11-13 11:26:48-03","USP","SPF","117587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg","Faria, JEQ","Pietrobom da Silva, MR","1996","09","24","Brasil","Mato Grosso do Sul","Brasilândia","-52.131667","-21.730833","-52.131667","-21.730833","SPF00117587",NA,NA,NA,NA,NA,"3508",NA,NA,NA,NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2019-11-13 11:26:48-03","USP","SPF","147114","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg","Sobral, M","Hatschbach, G","1999","08","17","Brasil","Paraná","Paranavaí","-52.4653015136719","-23.0730991363525",NA,NA,"SPF00147114",NA,NA,NA,NA,NA,"69267",NA,NA,NA,NA,NA,NA,"2000",NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA
"611","2019-11-13 11:26:48-03","USP","SPF","99456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg","Sobral, M","Franco, GADC","1994","10","25","Brasil","São Paulo","Paraguaçu Paulista","-50.5699996948242","-22.4099998474121",NA,NA,"SPF00099456",NA,"Estação Experimental de Paraguaçu Paulista",NA,NA,NA,"1281",NA,NA,NA,NA,NA,NA,"2004",NA,NA,"36102","auto",NA,NA,NA,NA,NA,NA,NA
"612","2019-11-13 11:26:52-03","USP","SPF","141333","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Nic Lughadha, E","1999","02","22","Brasil","Minas Gerais","São Thomé das Letras","-44.923983","-21.630483","-44.923983","-21.630483","SPF00141333",NA,"Pico do Gavião","1360","1360",NA,"214",NA,NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2019-11-13 11:26:52-03","USP","SPF","194500","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Amorim, AMA","2009","01","16","Brasil","Bahia","Camacan","-39.565278","-15.391667","-39.565278","-15.391667","SPF00194500",NA,"RPPN Serra Bonita","835","1000",NA,"7771",NA,NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2019-11-13 11:26:52-03","USP","SPF","215654","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Daneu, L","2010","03","10","Brasil","Bahia","Porto Seguro","-39.222222","-16.441667","-39.222222","-16.441667","SPF00215654",NA,"RPPN Estação Veracel",NA,NA,NA,"275",NA,NA,NA,NA,NA,NA,"2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2019-11-13 11:26:52-03","USP","SPF","83237","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mazine, FF","Kuhlmann, M",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00083237",NA,"Carioba, margem do Rio Piracicaba.",NA,NA,NA,"2799",NA,NA,NA,NA,NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2019-11-13 11:26:52-03","USP","SPF","183181","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Arantes, AA","Milla, AP","2003","08","22","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"SPF00183181",NA,NA,NA,NA,NA,"121",NA,NA,NA,NA,NA,NA,"2003","11","14","58223","auto",NA,NA,NA,NA,NA,NA,NA
"617","2019-11-13 11:26:52-03","USP","SPF","185572","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Soares-Silva, LH","Chagas-Silva, F","1995","12","14","Brasil","Paraná","Jataizinho","-50.9799995422363","-23.2541999816895",NA,NA,"SPF00185572",NA,NA,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,"1997",NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA
"618","2019-11-13 11:26:52-03","USP","SPF","46507","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Pirani, JR","1983","01","15","Brasil","Paraná","Pérola d'Oeste","-53.7400016784668","-25.8241996765137",NA,NA,"SPF00046507",NA,NA,NA,NA,NA,"444",NA,NA,NA,NA,NA,NA,"1992",NA,NA,"13944","auto",NA,NA,NA,NA,NA,NA,NA
"619","2019-11-13 11:26:52-03","USP","SPF","164678","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Mazine, FF","2003","11","03","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"SPF00164678",NA,"Parque Estadual do Guartelá",NA,NA,NA,"974",NA,NA,NA,NA,NA,NA,"2003","11",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"620","2019-11-13 11:26:52-03","USP","SPF","31617","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Anônimo","Sobral, M","1983","11","28","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"SPF00031617",NA,NA,NA,NA,NA,"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"621","2019-11-13 11:26:52-03","USP","SPF","110164","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Anônimo","Rodrigues, A","1939","12","05","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00110164",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"622","2019-11-13 11:26:52-03","USP","SPF","46598","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Anônimo","Romaniuc Neto, S","1984","10","11","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00046598",NA,"Serra da Cantareira",NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"623","2019-11-13 11:26:52-03","USP","SPF","46587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Anônimo","Aguiar, OT","1984","09","17","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00046587",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"624","2021-03-15 18:28:59-03","USP","SPF","46626","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Aguiar, OT","1984","11","28","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00046626",NA,NA,NA,NA,"Árvore 647.","s.n.",NA,NA,NA,NA,NA,NA,"1992",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"625","2019-11-13 11:26:52-03","USP","SPF","46588","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Anônimo","Aguiar, OT","1984","10","17","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00046588",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"626","2019-10-07 09:34:52-03","UEFS","HUEFS","100022","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Romaniuc Neto, S.","1991","07","21","Brasil","São Paulo",NA,NA,NA,NA,NA,"HUEFS0100022","HUEFS0100022","Inubia Paulista. Faz. Oroetê.",NA,NA,NA,"1208",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"627","2019-10-07 09:34:52-03","UEFS","HUEFS","9677","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","M.Sobral","Tamashiro, J.Y.","1986","11","04","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"HUEFS0009677","HUEFS0009677",NA,NA,NA,NA,"18713",NA,NA,NA,"Angiospermae","Myrtales",NA,"1997","02",NA,"37616","auto","Rosanae",NA,NA,NA,NA,NA,NA
"628","2019-10-07 09:34:52-03","UEFS","HUEFS","43406","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Hatschbach, G.","1993","10","21","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"HUEFS0043406","HUEFS0043406","Cânion do Rio Iapó, Guartelá.",NA,NA,"Interior do capão com Araucária.","59690",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"56988","auto","Rosanae",NA,NA,NA,NA,NA,NA
"629","2019-10-07 09:34:52-03","UEFS","HUEFS","119156","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Soares e Silva, L.H.","1995","12","09","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"HUEFS0119156","HUEFS0119156","Fazenda Guaporé - próximo a área do projeto.",NA,NA,NA,"574",NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"21990","auto","Rosanae",NA,NA,NA,NA,NA,NA
