"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"876","2019-05-06 11:58:12-03","UFU","HUFU","18681","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barbosa, A.A.A.; Amaral, A.F.","1370","1991","02","05",NA,"Brasil",NA,NA,"Vereda.","HUFU00029832",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Fundo e meio esquerdo da vereda 1.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029832",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","2019-05-06 11:58:12-03","UFU","HUFU","27889","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Amaral, A.F.","s.n.","2000","12","12",NA,"Brasil",NA,NA,NA,"HUFU00029828",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itroró","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029828",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","2019-05-06 11:58:12-03","UFU","HUFU","60627","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Kirkbride Júnior, J.H.","3674","1980","10","15",NA,"Brasil",NA,NA,"Erva, até 70 cm alt. Pétalas amarelas com marcas castanhas.; Campo cerrado.","HUFU00029822",NA,NA,"(Klatt) Benth. & Hook.",NA,"Distrito Federal",NA,"Perto da DF 18, ca. 11 km este da BR 251","-47.466667","-16.016667","980","980","HUFU00029822",NA,NA,NA,NA,NA,NA,"-47.466667","-16.016667",NA,NA,NA,NA,NA,NA
"879","2020-08-04 12:48:09-03","UFU","HUFU","50410","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Rodrigues, E.B. & Democh, P.","27","2007","07","12",NA,"Brasil",NA,NA,"Erva, ca. 0,8 m.","HUFU00029824",NA,NA,"(Klatt) Benth. & Hook.",NA,"Goiás","Campo Alegre de Goiás","Serra do Facão, Estrada em direção a fazenda Helena, Região do córrego Imburuçu e ribeirão ponte alta.","-47.7783012390137","-17.6331005096436",NA,NA,"HUFU00029824",NA,NA,"53964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","2019-05-06 11:58:12-03","UFU","HUFU","47792","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","127","2007","03","23",NA,"Brasil",NA,NA,"Erva, ca. 1,7 m. Hipanto laranja com manchas vinho, gineceu alaranjado, androceu amarelo, frutos verdes imaturos.; Campo rupestre.","HUFU00039773",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais","Capitólio","Região de Furnas, Estrada para Gabi Explorações II.","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,NA,"29474","auto","2007","07",NA,NA,"02",NA,NA,NA,NA,NA
"881","2019-05-06 11:58:12-03","UFU","HUFU","49243","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Bernardes, P.H.N.; Romero, R.; Melo, K.B.S. & Soares, P.N.","375","2007","11","09",NA,"Brasil",NA,NA,"Erva, ca. 0,9 m. Cálice e corola alaranjado com máculas púrpuras.; Mata ciliar.","HUFU00039772",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Capitólio","Região de Furnas, Morro atrás da Pousada do Rio Turvo. Trilha para a Cachoeira Feixo da Serra.","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,NA,"29474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","2019-05-06 11:58:12-03","UFU","HUFU","28660","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Volpi, R.L.; Romero, R.; Pacheco, R.A. & Nakajima, J.N.","220","2002","10","08",NA,"Brasil",NA,NA,"Planata 0,8 m. Cálice e corola alaranjada, estrias marrons, anteras creme.; Campo rupestre com cerrado rupestre.","HUFU00039795",NA,NA,"(Klatt) Benth. & Hook.","Pacheco, R.A.","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Sete Cidades.","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00039795",NA,NA,"41380","auto","2003","02",NA,NA,"27",NA,NA,NA,NA,NA
"883","2019-05-06 11:58:12-03","UFU","HUFU","32665","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pacheco, R.A.; Cruz, M.P.; Carvalho, S.M.; Rezende, I.M.; Alves, A.S.S.; Volpi, R.L. & Romero,","595","2003","05","16",NA,"Brasil",NA,NA,"Planta, ca. 1 m. Frutos verdes.; Camo rupestre.","HUFU00039796",NA,NA,"(Klatt) Benth. & Hook.","Pacheco, R.A.","Minas Gerais","Delfinópolis","Paraíso Selvagem, Saída para a Trilha Salto Solitário.","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00039796",NA,NA,"41380","auto","2003","06",NA,NA,"13",NA,NA,NA,NA,NA
"884","2019-05-06 11:58:12-03","UFU","HUFU","38089","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Faria, C.A.; Silva, M.C.; Ferreira, A.F.; Santos, C.P. & Lima, M.O.","57","2004","09","14",NA,"Brasil",NA,NA,"Planta, ca. 1,2 m. Fruto vinho.; Campo rupestre.","HUFU00039764",NA,NA,"(Klatt) Benth. & Hook.","Ferreira, A.F.","Minas Gerais","Delfinópolis","Trilha da Escada de Pedra","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto","2004","10",NA,NA,"27",NA,NA,NA,NA,NA
"885","2019-05-06 11:58:12-03","UFU","HUFU","38135","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Hattori, E.K.O.; Faria, C.A. & Magalhães, C.C.","368","2004","09","14",NA,"Brasil",NA,NA,"Planta, ca. 1 m. Frutos vermelhos.; Campo rupestre.","HUFU00039771",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Delfinópolis","Trilha da Escada de Pedras","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","2019-05-06 11:58:12-03","UFU","HUFU","52020","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Krieger, L.","8037","1970","02",NA,NA,"Brasil",NA,NA,"Flores amarelas, bulbo macisso amarelo.; Campo.","HUFU00029829",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Entre Rios de Minas","Fazenda da Pedra","-44.065601348877","-20.6707992553711",NA,NA,"HUFU00029829",NA,NA,"20620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","2019-05-06 11:58:12-03","UFU","HUFU","8762","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado, C.A.L.","2165","1995","05","11",NA,"Brasil",NA,NA,"Herbáceo, ca. 0,5 m. Corola alaranjada, estrias vinho na base. Estilete alaranjado.; Campo hidromórfico.","HUFU00039804",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, 4km da sede administrativa.","-47.439998626709","-19.8652992248535",NA,NA,"HUFU00039804",NA,NA,"69737","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"888","2019-05-06 11:58:12-03","UFU","HUFU","10420","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1457","1995","11","19",NA,"Brasil",NA,NA,"Planta, ca. 0,7 m. Tépalas alaranjadas com estrias vinho. Anteras acinzentadas.; Campo rupestre.","HUFU00039809",NA,NA,"(Klatt) Benth. & Hook.","Romero, R.","Minas Gerais","São Roque de Minas","Base do morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039809",NA,NA,"57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA
"889","2019-05-06 11:58:12-03","UFU","HUFU","10584","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1554","1995","11","21",NA,"Brasil",NA,NA,"Planta ca. 1 m. Tépalas alaranjadas, estrias vinho. Coluna alaranjada.; Campo rupestre.","HUFU00039807",NA,NA,"(Klatt) Benth. & Hook.","Romero, R.","Minas Gerais","São Roque de Minas","Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039807",NA,NA,"57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA
"890","2019-05-06 11:58:12-03","UFU","HUFU","10144","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2954","1995","09","28",NA,"Brasil",NA,NA,"Herbáceo, ca. 0,3 m. Brácteas e Cálice verdes. corola alaranjada com manchas vinho. Estames creme.; Afloramento rochoso.","HUFU00039808",NA,NA,"(Klatt) Benth. & Hook.","Romero, R.","Minas Gerais","São Roque de Minas","Estrada para Cachoeira Casca D'Anta","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039808",NA,NA,"57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA
"891","2019-05-06 11:58:12-03","UFU","HUFU","30533","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","356","2002","11","20",NA,"Brasil",NA,NA,"Erva ca. 0,4 m. Cálice e corola com base pontuada de lilas e lobos alaranjados.; Campo rupestre.","HUFU00039777",NA,NA,"(Klatt) Benth. & Hook.","Pacheco, R.A.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2003","01",NA,NA,"20",NA,NA,NA,NA,NA
"892","2019-05-06 11:58:12-03","UFU","HUFU","30579","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","380","2002","11","20",NA,"Brasil",NA,NA,"Erva ca. 0,4 m. Cálice e corola com base pontuada lilas e lobos alaranjados.; Campo hidromórfico.","HUFU00039782",NA,NA,"(Klatt) Benth. & Hook.","Pacheco, R.A.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2003","01",NA,NA,"22",NA,NA,NA,NA,NA
"893","2019-05-06 11:58:12-03","UFU","HUFU","6660","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; et al.","462","1994","10","15",NA,"Brasil",NA,NA,"Herbácea, 0,40 m. Perigônio amarelo, com base rajado de cor vinho.; Campo limpo alterado.","HUFU00039798",NA,NA,"(Klatt) Benth. & Hook.","Romero, R.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo a sede.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039798",NA,NA,"57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA
"894","2019-05-06 11:58:12-03","UFU","HUFU","5605","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","963","1994","04","20",NA,"Brasil",NA,NA,"Herbácea, ca. 0,30 m. Tépalas amarelas com estrias marrom.","HUFU00039800",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039800",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"895","2019-05-06 11:58:12-03","UFU","HUFU","6955","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.","1513","1994","12","08",NA,"Brasil",NA,NA,"Herbácea, ca. 0,50 m. Cálice e corola alaranjada com estrias vinho.; Campo limpo.","HUFU00039806",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada de São Roque de Minas - Sacramento, após a estrada para o Retiro de Pedras, 2 meses após queimada.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039806",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"896","2019-05-06 11:58:12-03","UFU","HUFU","16329","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4572","1997","10","14",NA,"Brasil",NA,NA,"Herbácea, ca. 0,3 m. Cálice e Corola alaranjada, estrias vinho. Coluna alaranjada.; Campo limpo, solo pedregoso 2 meses após queimada.","HUFU00039791",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"897","2019-05-06 11:58:12-03","UFU","HUFU","17536","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4826","1998","01","08",NA,"Brasil",NA,NA,"Planta ca. 1,5 m. Cálice e Corola amarelo-alaranjado, internamente com estrias marrons. Anteras nigrescentes.; Campo rupestre.","HUFU00039779",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"898","2019-05-06 11:58:12-03","UFU","HUFU","8531","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","964","1995","03","22",NA,"Brasil",NA,NA,"Planta ca. 1,5 m. Cálice e corola alaranjados estrias marrom.; Afloramento rochoso.","HUFU00039778",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, 25Km da guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"899","2019-05-06 11:58:12-03","UFU","HUFU","8272","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","796","1995","03","18",NA,"Brasil",NA,NA,"Planta, ca. 0,6 m. Cálice e corola amarelados, estrias marrons.; Campo rupestre, solo hidromórfico.","HUFU00039802",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento., base do morro após a nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039802",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"900","2019-05-06 11:58:12-03","UFU","HUFU","16306","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4684","1997","10","16",NA,"Brasil",NA,NA,"Planta ca. 0,5 m. Cálice e Corola avermelhado, estrias vinho. anteras cinzas.; Campo rupestre.","HUFU00039785",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem das Pedras, descida para o vale dos Cândidos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"901","2019-05-06 11:58:12-03","UFU","HUFU","9798","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2720","1995","09","24",NA,"Brasil",NA,NA,"Planta ca. 0,5 m. Cálice e Corola alaranjados rajados de vinho e estigma amarelo.; Campo limpo associado a afloramento rochoso.","HUFU00039805",NA,NA,"(Klatt) Benth. & Hook.","Romero, R.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039805",NA,NA,"57119","auto","2001","12",NA,NA,NA,NA,NA,NA,NA,NA
"902","2019-05-06 11:58:12-03","UFU","HUFU","5088","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.","701","1994","02","24",NA,"Brasil",NA,NA,"Herbáceae, ca. 0,40 m. Tétalas amarelas; internamente com estrias marrom.; Campo em solo pedregoso.","HUFU00039794",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Lado esquerdo da colina próxima a sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"903","2019-05-06 11:58:12-03","UFU","HUFU","17589","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4944","1998","01","10",NA,"Brasil",NA,NA,"Planta ca. 0,6 m. Cálice e Corola amarelo-alaranjado, estrias vinho. Anteras esverdeadas. Estigmas alaranjados.; Campo limpo, solo pedregoso.","HUFU00039786",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o corrego dos passageiros.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"904","2019-05-06 11:58:12-03","UFU","HUFU","6686","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; et al.","493","1994","10","15",NA,"Brasil",NA,NA,"Herbácea, ca. 0,50 m. Perigônio alaranjado, rajado de marrom na base.; Campo rupestre.","HUFU00039797",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039797",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"905","2019-05-06 11:58:12-03","UFU","HUFU","9847","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Klein, V.L.G. & Alcantara, M.B.","1283","1995","09","25",NA,"Brasil",NA,NA,"Planta ca. 0,8 m. Cálice e Corola alaranjados, estrias vinho. Estigmas alaranjados.; Campo rupestre.","HUFU00039799",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo a sede administrativa.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039799",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"906","2019-05-06 11:58:12-03","UFU","HUFU","29945","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.","3264","2002","11","20",NA,"Brasil",NA,NA,"Planta ca. 0,5 m. Cálice e corola alaranjados, estrias marrom. anteras acinzentadas.; Campo hidromórfico.","HUFU00039781",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"907","2019-05-06 11:58:12-03","UFU","HUFU","16233","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2952","1997","10","17",NA,"Brasil",NA,NA,"Planta ca. 0,5 m. Cálice e Corola amarelado, estrias avermelhadas. Estames alaranjados.; Campo limpo dois meses após queimada.","HUFU00039784",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação, estrada para divisa do parque.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"908","2019-05-06 11:58:12-03","UFU","HUFU","30516","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Fleury-Silva, H.R.; Lima, D. & Pinehiros, A.","273","2002","11","21",NA,"Brasil",NA,NA,"Planta aprox. 0,50 m. tétalas amarelas com estrias roxas, anteras cinza escuro.; Campo hidromórfico.","HUFU00039780",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Três Matinhas.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"909","2019-05-06 11:58:12-03","UFU","HUFU","5211","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.","158","1994","02","21",NA,"Brasil",NA,NA,"Herbáceo, ca. 1,50 m. Pétalas laranjas, com base rajada de vinho.; Campo rupestre.","HUFU00039790",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Vale da nascente do São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"910","2019-05-06 11:58:12-03","UFU","HUFU","12413","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.","3381","1996","03","20",NA,"Brasil",NA,NA,"Planta ca. 1,7 m. Cálice e Corola amarelado-alaranjado. Estrias marrom. Coluna amarelada.; Campo rupestre.","HUFU00039787",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Trilha do Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"911","2019-05-06 11:58:12-03","UFU","HUFU","33197","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barbosa, A.A.A.","s.n.","2002","11","08",NA,"Brasil",NA,NA,"Erva com flor roxa.; Vereda.","HUFU00029834",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029834",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2019-05-06 11:58:12-03","UFU","HUFU","24408","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barbosa, A.A.A.","s.n.","2000","10","10",NA,"Brasil",NA,NA,"Herbácea, tépalas roxas.","HUFU00029835",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029835",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2019-05-06 11:58:12-03","UFU","HUFU","24404","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barbosa, A.A.A.","s.n.","2000","10","31",NA,"Brasil",NA,NA,"Herbácea ca. de 0,50 m.; Vereda.","HUFU00029836",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029836",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
