"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"281","2015-09-03 16:44:22-03","MNHN","RECOLNAT_MNHN_P","P01306836","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306836' target='other'> <mi>dwc_moreinfo</mi></a>","P01306836","P01306836_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"155",NA,NA
"282","2015-09-03 16:46:53-03","MNHN","RECOLNAT_MNHN_P","P01306837","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia; in humidis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306837' target='other'> <mi>dwc_moreinfo</mi></a>","P01306837","P01306837_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2015-09-03 16:45:59-03","MNHN","RECOLNAT_MNHN_P","P01306905","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306905' target='other'> <mi>dwc_moreinfo</mi></a>","P01306905","P01306905_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1791",NA,NA
"284","2015-09-03 16:46:12-03","MNHN","RECOLNAT_MNHN_P","P01306906","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gay, C.",NA,"1828","8","1","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306906' target='other'> <mi>dwc_moreinfo</mi></a>","P01306906","P01306906_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2015-09-03 16:46:12-03","MNHN","RECOLNAT_MNHN_P","P01306907","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Burchell, W.J.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306907' target='other'> <mi>dwc_moreinfo</mi></a>","P01306907","P01306907_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1536 A",NA,NA
"286","2015-09-03 16:43:39-03","MNHN","RECOLNAT_MNHN_P","P01306908","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Claussen, P.",NA,"1842",NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306908' target='other'> <mi>dwc_moreinfo</mi></a>","P01306908","P01306908_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"134",NA,NA
"287","2016-10-05 10:26:00-03","MNHN","RECOLNAT_MNHN_P","P01324591","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,"1835",NA,NA,"Brésil",NA,NA,"Bahia, in humidis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324591' target='other'> <mi>dwc_moreinfo</mi></a>","P01324591","P01324591_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2016-10-05 10:26:04-03","MNHN","RECOLNAT_MNHN_P","P01324592","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"s.c.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324592' target='other'> <mi>dwc_moreinfo</mi></a>","P01324592","P01324592_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2016-10-05 10:26:02-03","MNHN","RECOLNAT_MNHN_P","P01324593","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,"Brasilia",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324593' target='other'> <mi>dwc_moreinfo</mi></a>","P01324593","P01324593_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2016-10-05 10:26:08-03","MNHN","RECOLNAT_MNHN_P","P01324599","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Beyrich, H.K.",NA,"1823","8",NA,"Brésil",NA,NA,"Pr. Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324599' target='other'> <mi>dwc_moreinfo</mi></a>","P01324599","P01324599_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2016-10-05 10:26:05-03","MNHN","RECOLNAT_MNHN_P","P01324600","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wettstein|Schiffner",NA,"1901","6",NA,"Brasil",NA,NA,"Prov. São Paulo. Ilha de S. Amaro prope Santos.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324600' target='other'> <mi>dwc_moreinfo</mi></a>","P01324600","P01324600_01",NA,NA,NA,"hb","5","50",NA,NA,NA,NA,NA,NA,NA
"292","2013-01-07 15:04:42-02","MNHN","RECOLNAT_MNHN_P","P01324606","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Ule, E.H.G.",NA,NA,NA,NA,"Brasil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324606' target='other'> <mi>dwc_moreinfo</mi></a>","P01324606","P01324606_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2018-02-19 14:07:15-03","MNHN","RECOLNAT_MNHN_P","P01324608","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Ule, E.",NA,"1883","6","1","Brésil",NA,NA,"Sudliches Brasilien. Provincia : Santa Catharina. Im Bereiche der Fluth bei Joinville zahlreich",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324608' target='other'> <mi>dwc_moreinfo</mi></a>","P01324608","P01324608_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"17",NA,NA
"294","2016-10-05 10:26:05-03","MNHN","RECOLNAT_MNHN_P","P01324610","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wettstein|Schiffner",NA,"1901","6",NA,"Brasilia",NA,NA,"Prov. Sao Paulo. Prope Raiz da Serra",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01324610' target='other'> <mi>dwc_moreinfo</mi></a>","P01324610","P01324610_01",NA,NA,NA,"hb","20","50",NA,NA,NA,NA,NA,NA,NA
"295","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398983","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","9",NA,"Brésil",NA,NA,"Rio Guajara. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398983' target='other'> <mi>dwc_moreinfo</mi></a>","P01398983","P01398983_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"13",NA,NA
"296","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398984","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","9",NA,"Brésil",NA,NA,"Rio Guajara. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398984' target='other'> <mi>dwc_moreinfo</mi></a>","P01398984","P01398984_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"13",NA,NA
"297","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398985","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","9",NA,"Brésil",NA,NA,"Rio Guajara. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398985' target='other'> <mi>dwc_moreinfo</mi></a>","P01398985","P01398985_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"13",NA,NA
"298","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398986","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","12","6","[Brésil]",NA,NA,"Rio Guama",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398986' target='other'> <mi>dwc_moreinfo</mi></a>","P01398986","P01398986_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"27",NA,NA
"299","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398987","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","12","6","[Brésil]",NA,NA,"Rio Guama",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398987' target='other'> <mi>dwc_moreinfo</mi></a>","P01398987","P01398987_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"27",NA,NA
"300","2015-09-03 17:13:00-03","MNHN","RECOLNAT_MNHN_P","P01398988","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","12","6","[Brésil]",NA,NA,"Rio Guama",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01398988' target='other'> <mi>dwc_moreinfo</mi></a>","P01398988","P01398988_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"27",NA,NA
"301","2015-09-03 17:21:27-03","MNHN","RECOLNAT_MNHN_P","P01464124","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01464124' target='other'> <mi>dwc_moreinfo</mi></a>","P01464124","P01464124_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2015-09-03 17:22:40-03","MNHN","RECOLNAT_MNHN_P","P01469115","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Claussen, P.",NA,"1842",NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01469115' target='other'> <mi>dwc_moreinfo</mi></a>","P01469115","P01469115_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"134",NA,NA
"303","2015-09-03 17:22:40-03","MNHN","RECOLNAT_MNHN_P","P01469142","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,"1872","10",NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"2eme feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01469142' target='other'> <mi>dwc_moreinfo</mi></a>","P01469142","P01469142_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"3156",NA,NA
"304","2015-09-03 18:04:13-03","MNHN","RECOLNAT_MNHN_P","P01605464","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","7","5","Brésil",NA,NA,"San José. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01605464' target='other'> <mi>dwc_moreinfo</mi></a>","P01605464","P01605464_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"7",NA,NA
"305","2015-09-03 18:04:13-03","MNHN","RECOLNAT_MNHN_P","P01605465","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","7","5","Brésil",NA,NA,"San José. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01605465' target='other'> <mi>dwc_moreinfo</mi></a>","P01605465","P01605465_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"7",NA,NA
"306","2015-09-03 18:04:28-03","MNHN","RECOLNAT_MNHN_P","P01605466","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","7","5","Brésil",NA,NA,"San José. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01605466' target='other'> <mi>dwc_moreinfo</mi></a>","P01605466","P01605466_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"7",NA,NA
"307","2015-09-03 18:04:28-03","MNHN","RECOLNAT_MNHN_P","P01605467","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Labroy|François",NA,"1913","7","5","Brésil",NA,NA,"San José. Etat de Para.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01605467' target='other'> <mi>dwc_moreinfo</mi></a>","P01605467","P01605467_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"7",NA,NA
"308","2020-03-11 09:01:35-03","URCA","HCDAL","9494","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Paula-Zárate, E.L.; Prado, J.","2002","10",NA,"Lopes, M.S.; Márcia.","EAC28582","1998","02","21","Brasil","Ceará","Beberibe","Sempre ao lado do cárrego, Uruau.","-38.1305999755859","-4.17971992492676",NA,NA,"Herbáceo; terrestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49277","auto",NA,NA,NA,NA
"309","2008-05-27 22:02:00-03","MO","MOBOT","3273398","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"August G. Schulz","Schulz 3950","1943",NA,NA,"Argentina","Chaco",NA,"Arroyo Canguí. Orilla del arroyo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2011-11-01 12:21:00-02","MO","MOBOT","100371555","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","A.R. Smith (UC)",NA,NA,NA,"Thomas B. Croat","Croat 101935","2011","2","3","Suriname","Commewijne",NA,"Along highway between Paramaibo and Albina, between Tamanredjo and Mungo, 15 km E of Tamanredjo, along Commetowane Creek, a black water stream.","-54.8975833","5.7765834",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"20.00000000",NA,NA,NA,NA,NA,"4642","3",NA
"311","2020-10-16 10:31:00-03","MO","MOBOT","101034103","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Robin C. Kennedy",NA,NA,NA,"Robin C. Kennedy","Kennedy E-6-90-1-1","1990","6","13","Ecuador","Manabí",NA,"Property of Arturo Posligua, La Laguna bog area. From San Isidro through Valle Alegre, across Jama River, north through Santa Rosa area, east to La Laguna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"390.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"312","2020-10-16 10:31:00-03","MO","MOBOT","101034109","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Robin C. Kennedy",NA,NA,NA,"Robin C. Kennedy","Kennedy E-6-90-1-4","1990","6","13","Ecuador","Manabí",NA,"Property of Arturo Posligua, La Laguna bog area. From San Isidro through Valle Alegre, across Jama River, north through Santa Rosa area, east to La Laguna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"390.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"313","2019-10-31 13:40:00-03","MO","MOBOT","101128225","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Christoph Weigelt","Weigelt s.n.","1827",NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"314","2014-04-04 05:40:00-03","MO","MOBOT","12873","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R. C. Moran",NA,NA,NA,"Cesár A. Grández|Rodolfo Vásquez|Nestor Jaramillo|J. Alván","Grández Rios 416","1985","5","11","Peru","Loreto","Maynas","Reserva Nacional Pacaya-Samiria. Tacshacocha (Varadera). Bosque primario inundable.","-74.6666667","-5.1666667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"120.00000000",NA,NA,NA,NA,NA,"12","4",NA
"315","2013-08-23 04:12:00-03","MO","MOBOT","174","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Robbin C. Moran",NA,NA,NA,"Baltasar Trujillo","Trujillo 17210","1980","11","2","Venezuela","Delta Amacuro",NA,"Dtto. Antonio Díaz, Boca de Cuyubini y alrededores. Selva ribereña sobre suelos arcillosos húmedos pero superficialmente con mucha materia orgánica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"80-52","3",NA
"316","2013-08-23 04:12:00-03","MO","MOBOT","1817402","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","A.L. Arbelaez",NA,NA,NA,"Ricardo Callejas","Callejas Posada 5051","1987","8","4","Colombia","Antioquia","Turbo","Bocas del Atrato, Vereda Turbito, en Bahía Colombia (Golfo de Urabá), zona manglar, a nivel del mar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2012-05-24 17:35:00-03","MO","MOBOT","1825295","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","F. J. Roldan",NA,NA,NA,"Gómez","Gómez 835","1992","12","30","Colombia","Antioquia","Arboletes","alrededores del volcan. bs-T","-76.45","8.5333333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8",NA,NA,NA,NA,NA,NA,"1",NA
"318","2014-11-11 11:15:00-02","MO","MOBOT","1839623","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","J. Mickel",NA,NA,NA,"Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","Davidse 17811","1980","4","3","Brazil","Pará",NA,"Mun. de Marapanim: just E of the fishing village of Camara, which is ca. 11 km NW of Marudá.","-47.6833333","-0.6166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"2.00000000","20.00000000",NA,NA,NA,NA,"80-8","1",NA
"319","2011-04-06 15:32:00-03","MO","MOBOT","3270786","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Alba L. Arbeláez",NA,NA,NA,"R. Romero Castañeda","Romero Castañeda 10521","1966",NA,NA,"Colombia","Magdalena",NA,"Isla de Salamanca. alrededores de Los Cocos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-09-04 04:40:00-03","MO","MOBOT","3271266","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Alba L. Arbeláez",NA,NA,NA,"Herbert H. Smith","Smith 1077","1898",NA,NA,"Colombia",NA,NA,"Near sea level. Plants of Santa Marta,",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"321","2012-09-14 17:15:00-03","MO","MOBOT","3271522","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Jacques S. Blanchet","Blanchet s.n.",NA,NA,NA,"Brazil","Bahia",NA,"Bahia, in humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"322","2019-05-28 13:03:00-03","MO","MOBOT","3271903","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R.C. Moron",NA,NA,NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 114286","1977","10","6","Venezuela","Delta Amacuro","Pedernales","Mangrove formation(Rhizophora mangle and Avicennia germinans) along Caño Angosturita, SE of Pedernales.","-62.1333333","9.9166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"50.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"323","2010-11-22 05:49:00-02","MO","MOBOT","3271977","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","D.B. Lellinger",NA,NA,NA,"B. Hoffman|Harold Ameer|C. Capellaro","Hoffman 734","1992","1","19","Guyana",NA,NA,"Region: Demerara-Mahaica. Atlantic coastline W of Mahaica R, between seawell and hospital. Disturbed coastal strand vegetation.","-57.91666","6.63333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8","5.00000000",NA,NA,NA,NA,NA,NA,NA
"324","2009-07-17 14:25:00-03","MO","MOBOT","3272374","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R.C. Moron",NA,NA,NA,"Derek Burch","Burch 258","1967","6","17","Guyana",NA,NA,"Friendship, ca 11 mi S of Georgetown on rd to Atkinson Field.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-04-16 13:05:00-03","MO","MOBOT","3272460","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R.C. Moran",NA,NA,NA,"G. Colonnello","Colonnello 2801","1994","6","3","Venezuela","Delta Amacuro",NA,"Caño Pedernales.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"326","2009-11-17 17:10:00-02","MO","MOBOT","3272649","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Julian A. Steyermark|Bruno J. Manara|Gilberto N. Morillo","Steyermark 108388","1973","9","17","Venezuela","Sucre",NA,"Laguna La Bodega, inmediatamente al Este de Santa Fá.","-64.4","10.28333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2015-02-16 09:59:00-02","MO","MOBOT","3272896","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Julio C. Betancur B.|M. Berrio","Betancur B. 1963","1990","9","18","Colombia","Sucre",NA,"Municipio Tolú; Arroyo Amansaguapos, Golfo de Morrosquillo, 0-5 m.s.n.m, Manglares,","-75.2666667","10.75",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8","5.00000000",NA,NA,NA,NA,NA,"1",NA
"328","2008-05-27 22:02:00-03","MO","MOBOT","3272906","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R.C. Moran",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 44960","1982","6","2","Brazil","Paraná",NA,"Itapema de Baixo (mun. Antonina).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2009-06-29 10:20:00-03","MO","MOBOT","3273184","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","R.C. Moran",NA,NA,NA,"Julian A. Steyermark|Gerrit Davidse","Steyermark 116764","1978","3","24","Venezuela","Miranda",NA,"Cerros del Bachiller, western sector: Scleria-Acrostichum marsh surrounded by semi-deciduous forest in low rolling topography, south of Caño Rico and Bachiller; 11 kms (by air) SSE of El Guapo.","-65.88333","10.10194",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"15.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"330","2009-09-02 15:16:00-03","MO","MOBOT","3273521","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","C.H. Dodson",NA,NA,NA,"Calaway H. Dodson|Alwyn H. Gentry|Walter A. Palacios|Jorge Zaruma","Dodson 14566","1984","7","28","Ecuador","Esmeraldas",NA,"La Tola, km 130 Norte de Esmeraldas. En manglares al sur de la ciudad y a lado de la carretera.","-79.05041","1.19056",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8","5.00000000",NA,NA,NA,NA,NA,NA,NA
"331","2009-11-17 17:10:00-02","MO","MOBOT","3273633","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Julian A. Steyermark|Bruno J. Manara|Gilberto N. Morillo","Steyermark 108388","1973","9","17","Venezuela","Sucre",NA,"Laguna La Bodega, inmediatamente al Este de Santa Fé,","-64.4","10.28333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA
"332","2008-05-27 22:02:00-03","MO","MOBOT","3273846","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"August G. Schulz","Schulz 3950","1943",NA,NA,"Argentina","Chaco",NA,"Arroyo Canguí Chico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
