"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"45","2020-11-04 11:12:35-03","ESALQ","ESA","34880","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nave, A.G. et al.","1155.0","1997","02","21",NA,"Brasil",NA,NA,NA,"ESA034880","Magnoliophyta",NA,NA,NA,"Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292","ESA034880",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:12:35-03","ESALQ","ESA","39110","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ivanauskas, N.M. et al.","1976.0","1997","05","02",NA,"Brasil",NA,NA,NA,"ESA039110","Magnoliophyta",NA,NA,NA,"Mato Grosso","São José do Rio Claro",NA,"-56.7214012145996","-13.4467000961304","ESA039110",NA,NA,NA,"74983","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:35-03","ESALQ","ESA","20882","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Maestro, A.L. Silveira, A.M.","24.0","1994","10","10",NA,"Brasil",NA,NA,NA,"ESA020882","Magnoliophyta",NA,NA,NA,"São Paulo","Riolândia","5 km de Riolândia em direção a Cardoso. Mata ciliar perturbada.","-49.6800003051758","-19.9899997711182","ESA020882",NA,NA,NA,"23145","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:12:35-03","ESALQ","ESA","119080","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","6756.0","2002","11","04",NA,"Brasil",NA,NA,NA,"ESA119080","Magnoliophyta",NA,NA,"Walter, B.M.T.","Goiás","Luziania","Estrada para fazenda Alagada II, cerca de 2 Km da enrada. Ponto I.","-47.9502983093262","-16.2525005340576","ESA119080","870","870",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:12:35-03","ESALQ","ESA","81007","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Felfili, J.M. et al.","267.0","1994","03","29",NA,"Brasil",NA,NA,NA,"ESA081007","Magnoliophyta",NA,"Griseb.","Proença, C.","Distrito Federal","Brasília","Fazenda Água Limpa","-47.9296989440918","-15.7797002792358","ESA081007",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:12:35-03","ESALQ","ESA","119213","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Assis, M.C.","97.0","1994","12","18",NA,"Brasil",NA,NA,NA,"ESA119213","Magnoliophyta",NA,NA,"Walter, B.","Goiás","Ipameri","Fazenda Fundão.","-48.1596984863281","-17.7219009399414","ESA119213",NA,NA,NA,"102542","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:12:35-03","ESALQ","ESA","119969","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Scariot, A.O.","645.0","2003","09","24",NA,"Brasil",NA,NA,NA,"ESA119969","Magnoliophyta",NA,NA,"Walter, B.","Tocantins","Dianopolis","Ponto 404 (1).","-46.8205986022949","-11.627799987793","ESA119969",NA,NA,NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:12:35-03","ESALQ","ESA","48286","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bernacci, L.C. ; Árbocz, G.F.","2611.0","1997","11","25",NA,"Brasil",NA,NA,NA,"ESA048286","Magnoliophyta",NA,NA,NA,"Mato Grosso","Barra do Garças","Serra do Taquaral. Mata em grotão, em limite de cerrado","-52.2566986083984","-15.8900003433228","ESA048286",NA,NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:12:35-03","ESALQ","ESA","80971","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Taxonomy Class of Universidade de Brasília","1398.0","1999","11","22",NA,"Brasil",NA,NA,NA,"ESA080971","Magnoliophyta",NA,"Gr.","Proença, C.","Distrito Federal",NA,"Parque Ecológico do Gama",NA,NA,"ESA080971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:12:35-03","ESALQ","ESA","47030","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Árbocz, G.F. et al.","3177.0","1996","11","09",NA,"Brasil",NA,NA,NA,"ESA047030","Magnoliophyta",NA,NA,NA,"Mato Grosso","Cláudia",NA,"-54.8913993835449","-11.5152997970581","ESA047030",NA,NA,NA,"67814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:12:35-03","ESALQ","ESA","45071","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Nave, A.G. et al.","1312.0","1997","04","28",NA,"Brasil",NA,NA,NA,"ESA045071","Magnoliophyta",NA,NA,NA,"Mato Grosso","Nova Ubiratã",NA,"-55.2546997070312","-12.9905996322632","ESA045071",NA,NA,NA,"183956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:12:35-03","ESALQ","ESA","39121","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Souza, V.C. et al.","14292.0","1997","03","16",NA,"Brasil",NA,NA,NA,"ESA039121","Magnoliophyta",NA,NA,NA,"Mato Grosso","São Félix do Araguaia",NA,"-50.6693992614746","-11.6171998977661","ESA039121_1 ESA039121_2",NA,NA,NA,"290331","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:12:35-03","ESALQ","ESA","45088","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Souza, V.C. et al.","17329.0","1997","06","07",NA,"Brasil",NA,NA,NA,"ESA045088","Magnoliophyta",NA,NA,NA,"Mato Grosso","Tapurah",NA,"-56.5416984558105","-12.7849998474121","ESA045088",NA,NA,NA,"190293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:12:35-03","ESALQ","ESA","102280","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Árbocz, G.F.","2149.0","1996","01","12",NA,"Brasil",NA,NA,NA,"ESA102280","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Minas Gerais","São Sebastião do Paraíso",NA,"-46.9914016723633","-20.9169006347656","ESA102280",NA,NA,NA,"24792","auto","1999",NA,NA,"11",NA,"01",NA,NA,NA
"59","2020-11-04 11:12:35-03","ESALQ","ESA","103181","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Medeiros, D.A.","15222.0","2004","02","12",NA,"Brasil",NA,NA,NA,"ESA103181","Magnoliophyta",NA,NA,"Savassi-Coutinho, A.P.","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121","ESA103181",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:12:35-03","ESALQ","ESA","20708","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Barraca, S.A. et al.","12.0","1994","10","12",NA,"Brasil",NA,NA,NA,"ESA020708","Magnoliophyta",NA,NA,NA,"São Paulo","Icém",NA,"-49.189998626709","-20.3400001525879","ESA020708",NA,NA,NA,"14956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:12:35-03","ESALQ","ESA","119261","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cavalcante, T.B.","3367.0","2003","09","30",NA,"Brasil",NA,NA,NA,"ESA119261","Magnoliophyta",NA,NA,"Walter, B.","Tocantins","Dianopolis",NA,"-46.8205986022949","-11.627799987793","ESA119261","570","570",NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:12:35-03","ESALQ","ESA","119223","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pedralli, G.",NA,"1990","05","27",NA,"Brasil",NA,NA,NA,"ESA119223","Magnoliophyta",NA,NA,"Walter, B.","Tocantins","Porto Nacional","A 15 Km do trevo BR 153 em direção a sede do municipio.","-48.4171981811523","-10.7081003189087","ESA119223",NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:12:35-03","ESALQ","ESA","45082","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Árbocz, G.F. et al.","3543.0","1997","03","22",NA,"Brasil",NA,NA,NA,"ESA045082","Magnoliophyta",NA,NA,NA,"Mato Grosso","Barra do Garças","Beira do Rio Correntes. Floresta Aluvial","-52.2566986083984","-15.8900003433228","ESA045082",NA,NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:12:35-03","ESALQ","ESA","39116","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Souza, V.C. et al.","15465.0","1997","04","24",NA,"Brasil",NA,NA,NA,"ESA039116","Magnoliophyta",NA,NA,NA,"Mato Grosso","Peixoto de Azevedo","BR-080. Cerca de 107 Km de Matupá em direção ao Rio Xingu. Beira de estrada.","-54.9796981811523","-10.2230997085571","ESA039116",NA,NA,NA,"259886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:12:35-03","ESALQ","ESA","26015","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Souza, V.C. ; Souza, J.P.","9728.0","1995","12","20",NA,"Brasil",NA,NA,NA,"ESA026015","Magnoliophyta",NA,NA,NA,"São Paulo","Assis","Cerca de 12 Km da cidade em direção a Marília. Cerradão.","-50.4099998474121","-22.6599998474121","ESA026015",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 11:12:35-03","ESALQ","ESA","26014","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Souza, V.C. ; Souza, J.P.","9727.0","1995","12","20",NA,"Brasil",NA,NA,NA,"ESA026014","Magnoliophyta",NA,NA,NA,"São Paulo","Assis","Cerca de 12 Km da cidade em direção a Marília. Cerradão.","-50.4099998474121","-22.6599998474121","ESA026014",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:12:35-03","ESALQ","ESA","119074","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","6307.0","2002","03","27",NA,"Brasil",NA,NA,NA,"ESA119074","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Minas Gerais","Unai","Cerca de 1 Km á montante do eixo da barragem. Margem direita do Rio Arrependido.","-46.9061012268066","-16.3575000762939","ESA119074","810","810",NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:12:35-03","ESALQ","ESA","119572","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Coradin, L.","2310.0","1979","09","24",NA,"Brasil",NA,NA,NA,"ESA119572","Magnoliophyta",NA,NA,"Walter, B.M.T.","Distrito Federal","Brasilia","Cerrado proximo a Escola fazendária, a esquerda.","-47.9296989440918","-15.7797002792358","ESA119572",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:12:35-03","ESALQ","ESA","119252","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","9181.0","2004","09","23",NA,"Brasil",NA,NA,NA,"ESA119252","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Goiás","Luziania","Fazenda Alagado II, margem direita do Rio Alagado.","-47.9502983093262","-16.2525005340576","ESA119252","828","828",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:12:35-03","ESALQ","ESA","119232","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","7238.0","2003","02","19",NA,"Brasil",NA,NA,NA,"ESA119232","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Goiás","Alexania","Fazenda Cafundó. Proximo a sede.","-48.5071983337402","-16.0821990966797","ESA119232","900","900",NA,"32626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:12:35-03","ESALQ","ESA","30647","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Rozza, A.F.","26.0","1995","05","25",NA,"Brasil",NA,NA,NA,"ESA030647","Magnoliophyta",NA,NA,NA,"São Paulo","Matão","Fazenda Cambuhy, Mata da Virgínia, beirando o córrego Esp. Santo na divisa da Mata com a Gleba da Virgínia, ocupada por pomar de laranja.","-48.3600006103516","-21.6000003814697","ESA030647",NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:12:35-03","ESALQ","ESA","119081","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","7042.0","2002","11","11",NA,"Brasil",NA,NA,NA,"ESA119081","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Goiás","Luziania","Fazenda do Elias Pena.","-47.9502983093262","-16.2525005340576","ESA119081",NA,NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:12:35-03","ESALQ","ESA","119240","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.",NA,"2003","03","12",NA,"Brasil",NA,NA,NA,"ESA119240","Magnoliophyta",NA,NA,"Mamede, N.C.H.","Goiás","Silvania","Fazenda Engenho Velho, margem esqueda do córrego Nove Capões.","-48.6081008911133","-16.658899307251","ESA119240","830","830",NA,"46044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:12:35-03","ESALQ","ESA","119254","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, G.P.","9255.0","2004","11","10",NA,"Brasil",NA,NA,NA,"ESA119254","Magnoliophyta",NA,NA,"Walter, B.","Goiás","Silvania","Margem esquerda do córrego Nove Capões (Mata das Meninas).","-48.6081008911133","-16.658899307251","ESA119254","815","815",NA,"46044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:12:35-03","ESALQ","ESA","7273","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Mantovani, W. Rocha, D.M.S.",NA,"1981","07","16",NA,"Brasil",NA,NA,NA,"ESA007273","Magnoliophyta",NA,NA,NA,"Amazonas","Manaus","Praia Grande, Rio Negro","-60.0250015258789","-3.10193991661072","ESA007273",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:12:35-03","ESALQ","ESA","119563","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Sevilha, A.C. ; Silva, G.P.","2657.0","2002","09","26",NA,"Brasil",NA,NA,NA,"ESA119563","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Pernambuco","Tamandare","Reserva Biológica de Saltinho.","-35.1046981811523","-8.75971984863281","ESA119563",NA,NA,NA,"16930","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-14 15:31:30-03","MN","R","72247","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Glaziou, A.F.M.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Herb. Schwacke; Herb. J. de Saldanha, 6590","R000072247",NA,NA,"Griseb.",NA,"Rio de Janeiro",NA,NA,NA,NA,"R000072247_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-14 15:31:30-03","MN","R","7859","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Glaziou, A.F.M.","8579","1877","01","20",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007859",NA,NA,"Griseb.",NA,"Rio de Janeiro",NA,NA,NA,NA,"R000007859_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-26 12:39:52-03","UFPI","TEPB","19300","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","B. M. T. Walter.","2.323","1995","01","13",NA,"Brasil",NA,NA,"Arvoreta; 5 m de altura x 8 cm. Frutos imaturos verde e solo arenoso-argiloso. <ll>dwc_commonname:</ll> 1.060 m",NA,NA,NA,"Griseb.","B. M. T. Walter","Distrito Federal","Brasília","Fazenda Água limpa/Unb. Mata de Galeria do Córrego, coletada no bordo da cabeceira da mata.","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,"1995","47°55'W","15°57'S","01",NA,"13",NA,NA,NA
"80","2020-11-19 10:24:07-03","CPAP","CPAP","4134","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pott, A.","3555","1987","09","30",NA,"Brasil",NA,NA,"Árvore 5m de altura. FLOR: amarela. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Mata ciliar em terraço fluvial inundável. SUBSTRATO: solo arenoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Tarumazinho",NA,NA,NA,"Griseb.","A. Francener","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - rio Miranda, invernada Bodoque (próximo a invernada Jacu) - ponto 60A","-57.266667","-19.533333",NA,"90","90",NA,NA,NA,"2012","57°16' W","19°32' S","07",NA,"04",NA,NA,NA
"81","2020-11-19 10:24:07-03","CPAP","CPAP","5824","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pott, A.","4510","1988","11","23",NA,"Brasil",NA,NA,"Árvore 2-5 m de altura. FLOR: laranja. Pétalas avermelham ao envelhecer. FRUTO: não visto. INTERESSE: Apícola. FREQUÊNCIA: Esparsa. AMBIENTE: Vegetação ciliar de corixo (curso fluvial estacional), alagável. SUBSTRATO: solo argiloso vértico, com superféci",NA,NA,NA,"Griseb.","A. Francener","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - sede, Corixo Mutum","-57.166667","-19.633333",NA,"90","90",NA,NA,NA,"2012","57°10' W","19°38' S","07",NA,"04",NA,NA,NA
"82","2015-07-02 14:02:40-03","JBP","HPL","2144","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","R. Tsuji , L.C. Bernacci & E. Franco","697","2004","11","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb","R. Tsuji","MT","Campo Verde","Cerca de 10 km antes da cidade sentido Nova Brasilândia-MT.","-55.1689","-15.5467",NA,NA,NA,NA,"92328","auto","2004",NA,NA,"11",NA,"19",NA,NA,NA
"83","2015-07-02 14:02:40-03","JBP","HPL","4891","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","G.F. Arbocz","2149","1996","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb","MCHMamede","MG","São Sebastião do Paraiso","Coletado nas proximidades da cidade.","-46.9914","-20.9169",NA,NA,NA,NA,"24792","auto","1999",NA,NA,"11",NA,"01",NA,NA,NA
"84","2015-07-02 14:55:33-03","JBP","HPL","2145","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","R. Tsuji , L.C. Bernacci & E. Franco","624","2004","11","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb","R. Tsuji","MS","Capela","Em beira de estrada de terra em cerradão.","-52.979278","-18.563111",NA,"804","804",NA,NA,NA,"2004","52° 58' 45,4 W","18° 33' 47,2 S","11",NA,"18",NA,NA,NA
"85","2015-07-02 14:02:40-03","JBP","HPL","4890","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","G.F. Arbocz","1683","1996","08","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb","MCH Mamede","MG","Ibitipoca","Coletada no Parque Nacional do Ibitipoca-MG.",NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"11",NA,"01",NA,NA,NA
"86","2015-07-02 14:02:40-03","JBP","HPL","4955","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","H. Lorenzi","2399","1996","01","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","MCH Mamade","MG","São Sebastião do Paraiso","Coletada nas proximidades da cidade.","-46.9914","-20.9169",NA,NA,NA,NA,"24792","auto","1999",NA,NA,"11",NA,"01",NA,NA,NA
"87","2015-07-02 14:02:40-03","JBP","HPL","9117","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","H. Lorenzi","110","1992","05","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","MCH Mamede","MG","Itamogi","Coletado no Bosque dos Sassafrás, estrada de Monte Santo para Paraiso.","-47.0483","-21.0781",NA,NA,NA,NA,"11256","auto","1999",NA,NA,"09",NA,"01",NA,NA,NA
"88","2015-07-02 14:02:40-03","JBP","HPL","9177","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","H. Lorenzi","207","1993","05","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","H. Lorenzi","MG","Itamogi","Coletado no Bosque Sassáfras.","-47.0483","-21.0781",NA,NA,NA,NA,"11256","auto","1993",NA,NA,"05",NA,"20",NA,NA,NA
"89","2019-02-15 11:44:51-02","IPA","IPA","17496","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Giulietti, A.M.;","189","1968","10","02","Southern America","Brasil",NA,NA,"Flores amarelas. Árvore muito esgalhada ca. 5m. Inflorescência ereta.; Cerradão.","IPA0017496","Plantae",NA,"Griseb.","Francener, A.","Goiás",NA,"entre Jataí e Caiapônia, ca. 12 km de Jataí. Fazenda do Sr. João Gouveia.",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,"08",NA,"11",NA,NA,NA
"90","2019-02-15 11:44:51-02","IPA","IPA","17499","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Giulietti, A.M.;","192","1968","10","02","Southern America","Brasil",NA,NA,"Árvore de 8 -10m, muito esgalhada, ramificações a partir de 1m.; Cerradão.","IPA0017499","Plantae",NA,"Griseb.","Francener, A.","Goiás",NA,"entre Jataí e Caiapônia, ca. 12 km de Jataí. Fazenda do Sr. João Gouveia.",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,"08",NA,"11",NA,NA,NA
"91","2019-02-15 11:44:51-02","IPA","IPA","17504","S","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Giulietti, A.M.;","197","1968","10","02","Southern America","Brasil",NA,NA,"Arbusto ca. 2m de altura, com diâmetro na base de ca. 3cm.; Cerradão.","IPA0017504","Plantae",NA,"Griseb.","Francener, A.","Goiás",NA,"entre Jataí e Caiapônia, ca. 12 km de Jataí. Fazenda do Sr. João Gouveia.",NA,NA,NA,NA,NA,NA,NA,NA,"2015",NA,NA,"08",NA,"11",NA,NA,NA
