"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1026","2019-11-01 15:03:35-03","UnB","UB","152169","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Ducke, A","2630","1958","05","20","Southern America","Brasil","Ceará",NA,"Fortaleza, terreno na aldeota",NA,NA,NA,"Semi arbusto 1 1/2m, flores lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","2019-11-01 15:03:35-03","UnB","UB","157426","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Liesner, R","Eiten, G; Eiten, LT","4876","1962","06","22","Southern America","Brasil","Maranhão","Loreto","Ilha das Balsas region, between the Rios Balsas & Parnaíba. By main house of Fazenda Morros, about 30km south of LORETO.","-45.066667","-7.383333",NA,"Herb in seed; Waste ground in shade of trees",NA,NA,"300","300",NA,NA,"-45.066667","-7.383333","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","2019-11-01 15:03:35-03","UnB","UB","174340","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cotarelli, VM","Francisco, EM","194","2009","03","05","Southern America","Brasil","Paraná ","Londrina","Fazenda Santa Helena.","-51.233333","-23.4",NA,"Arbusto 1 m. Flores lisases.; Broda da mata.",NA,NA,NA,NA,NA,NA,"-51.233333","-23.4","2010","01","19",NA,NA,NA,NA,NA,NA,NA
"1029","2019-11-01 15:03:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Figueira, M; Schindler, B","Figueira, M; Schindler, B","818","2018","07","22","Southern America","Brasil","Pernambuco","Fernando de Noronha","trilha para o Piquinho","-32.42156","-3.848321",NA,"Subarbusto, ocasional, na trilha, local ensolarado, ereto, aprox. 2 m de alt., haste verde, cálice verde, corola rosa a lilás; Fitofisionomia florestal, com abundância de espécies alóctones, relevo plano","UB0129388","UB0129388",NA,NA,NA,NA,"-32.42156","-3.848321","2018","08","16",NA,NA,NA,NA,NA,NA,NA
"1030","2019-11-01 15:03:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Proença, CEB","Moura, EO","IFN-11921895-","2018","03","22","Southern America","Brasil","Bahia","Cocos",NA,"-44.918611","-14.421111",NA,"Conglomerado BA-1192. Subunidade -. Subparcela -. Indivíduo . Extra; Herbácea. Altura 0,7 m. Flor rosea; Cerrado antropizado. Solo arenoso","UB0124672","UB0124672",NA,NA,NA,NA,"-44.918611","-14.421111","2019","01","30",NA,NA,NA,NA,NA,NA,NA
"1031","2019-11-01 15:03:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Villarroel, D","Villarroel, D; Martinez, MT; Aramayo, G; Nee, MH","3314","2014","02","28","Southern America","Bolivia","Santa Cruz","Prov. Germán Busch","Cerro Mutún. Camino antiguo a los mástiles, áreas con afloramientos rocoso con superficie abrupta, con unos pocos arbusto dispersos y colonias de plantas que crecen dispersas en su superficie.","-58.544333","-19.359583",NA,NA,NA,NA,"310","310",NA,NA,"-58.544333","-19.359583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","2021-03-16 09:43:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Ratter, JA; Fonseca, SF; Filho, JF","3085","1976","06","01","Southern America","Brasil","Distrito Federal","Brasília","fazenda Água Limpa(University of Brasília field stantion),near Vargen &nf;Bonita,c.18KM SSW of Brasília TV tower","-47.9296989440918","-15.7797002792358",NA,"Perennial herb with infloresences to 1m tall; On demp campo limpo close to the margin of the gallery forest along the Córrego Taguara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"1033","2019-11-01 15:03:35-03","UnB","UB","90967","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Incógnito","Silva, FC","250","1979",NA,NA,"Southern America","Brasil","Goiás","Santa Isabel","Ilha do Bananal, PARNA do Araguaia","-49.426700592041","-15.2981004714966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36732","auto",NA,NA,NA,NA,NA
"1034","2019-11-01 15:03:35-03","UnB","UB","90966","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, CL","Irwin, HS","15004","1966","04","19","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","2019-11-01 15:03:35-03","UnB","UB","157425","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Goldberg, A","Eiten, G; Eiten, LT","4062","1962","04","06","Southern America","Brasil","Maranhão","Loreto","Ilha das Balsas region, between the Balsas & Parnaíba Rivers. Ca. 30km south of LORETO. By main house of Fazenda São Raimundo.","-45.118889","-7.316667",NA,"All the specimens of this number taken from a single plant.; Herb 1 1/2 m. tall. Fls. about 1 cm. diam. Petals violet-pink, filaments white, anthers yellow, poistil light green.; Weed in cultivated ground.",NA,NA,"200","300","pyramidata",NA,"-45.118889","-7.316667","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","2019-11-01 15:03:35-03","UnB","UB","90965","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Cristóbal, CL","Ribas, OS","2589","1988",NA,NA,"Southern America","Brasil","Mato Grosso do Sul","Bodoquena","Bodoquena, MS-178, 20 Km S da cidade","-56.966667","-19.85",NA,NA,NA,NA,NA,NA,"pyramidata",NA,"-56.966667","-19.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","2021-03-16 09:43:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Ratter, JA; Fonseca, SF; Filho, JF","3085","1976","06","01","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa(University of Brasília field satation)near Vargem Bonita","-47.9296989440918","-15.7797002792358",NA,"Perrenial herb with inflorescences to 1 m tall;petalls yellow; On damp campo limpo close to the margin of the gallery forest along the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"1038","2019-11-01 15:03:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Ratter, JA; Fonsêca, SG","2894","1976","04","12","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, ca. 18km SSW of Brasília TV tower","-47.9296989440918","-15.7797002792358",NA,"Perennial herb. Petals yellow; In campo limpo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"1039","2021-03-16 09:43:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Hunt, DR; Ramos, JF","Ramos, J","6640","1966","07","14","Southern America","Brasil","Distrito Federal","Brasília","Jardim zoológico de Brasília","-47.9296989440918","-15.7797002792358",NA,"Gallery forest and adjascent cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"1040","2019-11-01 15:03:35-03","UnB","UB","157427","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","6597","1956","11","12","Southern America","Brasil","Minas Gerais","Lagoa Dourada",NA,"-44.0783004760742","-20.914400100708",NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"18625","auto",NA,NA,NA,NA,NA
"1041","2019-11-01 15:03:35-03","UnB","UB","157429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","9348","1955","10","10","Southern America","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA
"1042","2019-11-01 15:03:35-03","UnB","UB","157428","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","4038","1955","08","25","Southern America","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba.","-44.4042015075684","-19.2744007110596",NA,"Cerrado.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA
"1043","2019-11-01 15:03:35-03","UnB","UB","90966","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, CL","Irwin, HS","15004","1966","04","19","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","2019-11-01 15:03:35-03","UnB","UB","157427","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","6597","1956","11","12","Southern America","Brasil","Minas Gerais","Lagoa Dourada",NA,"-44.0783004760742","-20.914400100708",NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"18625","auto",NA,NA,NA,NA,NA
"1045","2019-11-01 15:03:35-03","UnB","UB","157429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","9348","1955","10","10","Southern America","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA
"1046","2019-11-01 15:03:35-03","UnB","UB","157428","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Goldberg, A","Heringer, EP","4038","1955","08","25","Southern America","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba.","-44.4042015075684","-19.2744007110596",NA,"Cerrado.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA
"1047","2019-11-01 15:03:35-03","UnB","UB","157425","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Goldberg, A","Eiten, G; Eiten, LT","4062","1962","04","06","Southern America","Brasil","Maranhão","Loreto","Ilha das Balsas region, between the Balsas & Parnaíba Rivers. Ca. 30km south of LORETO. By main house of Fazenda São Raimundo.","-45.118889","-7.316667",NA,"All the specimens of this number taken from a single plant.; Herb 1 1/2 m. tall. Fls. about 1 cm. diam. Petals violet-pink, filaments white, anthers yellow, poistil light green.; Weed in cultivated ground.",NA,NA,"200","300","pyramidata",NA,"-45.118889","-7.316667","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","2019-11-01 15:03:35-03","UnB","UB","90965","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Cristóbal, CL","Ribas, OS","2589","1988",NA,NA,"Southern America","Brasil","Mato Grosso do Sul","Bodoquena","Bodoquena, MS-178, 20 Km S da cidade","-56.966667","-19.85",NA,NA,NA,NA,NA,NA,"pyramidata",NA,"-56.966667","-19.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","2020-11-27 11:33:51-03","UFU","HUFU","68133","S","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Guedes, M.L.","Guedes, M.L.; Andrade, M.P.E. & Leite, K.R.B.","20691","2013","04","10",NA,"Brasil","Bahia",NA,"Piemonte da Diamantina. Lapão, Ponto 09, Caminho de Lapão para Irecê.","-41.857222","-11.337778",NA,"Subarbusto Folhas cartáceas. Inflorescência com flores com pétalas de ápice vináceo. Frutos cápsulas, imaturas.; Caatinga antropizada:","HUFU00015535","HUFU00015535","765","765",NA,NA,"-41.857222","-11.337778","2013","07",NA,NA,NA,NA,NA,NA,NA,NA
"1050","2020-08-20 20:39:51-03","UFSC","FLOR","16991","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Pinto, G.C.P.","Pinto, G.C.P.; et alii","290/84","1984","09","11",NA,"Brasil","Ceará","Icó","Riacho do Espinho, Fazenda Vai-quem-quer, Lima Campos.","-38.8622016906738","-6.40111017227173",NA,"subarbusto de ramos finos, longos","FLOR0016991",NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,"46130","auto",NA,NA,NA,NA,NA
"1051","2020-08-20 20:39:51-03","UFSC","FLOR","19546","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Falkenberg, D.B.","Falkenberg, D.B.; Sobral, M.","4993","1990","02","08",NA,"Brasil","Rio Grande do Sul","São Francisco de Assis","Beira da estrada entre São Francisco de Assis e a praia/camping Jacaquá, cerca de 7 km após a primeira.","-55.1310997009277","-29.5503005981445",NA,"subarbusto ereto, flor arroxeadapentagonal, 0,4m altura","FLOR0019546",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,"48310","auto",NA,NA,NA,NA,NA
"1052","2020-08-20 20:39:51-03","UFSC","FLOR","19676","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Falkenberg, D.B.","Falkenberg, D.B.; Sobral, M.","5133","1990","02","10",NA,"Brasil","Rio Grande do Sul","Uruguaiana","Beira da BR 472, cerca de 20 km antes da cidade.","-57.0882987976074","-29.7546997070312",NA,"subarbusto, pétalas roxas, 0,7m altura","FLOR0019676",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,"93142","auto",NA,NA,NA,NA,NA
"1053","2018-07-20 21:34:46-03","UFMT","UFMT","43214","S","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Barboza, E.","Caxambu, M.G.","6071","2015","03","28",NA,"Brasil","São Paulo","Eldorado","Fazenda Itaipava/Catre.","-48.109417","-24.5535",NA,"arbusto ca. 1,30m, heliófito, flores com cálice verde e corola rosa.; Vegetação Floresta ómbrofila densa submontana; relevo ondulado.",NA,NA,"38","38",NA,NA,"-48.109417","-24.5535","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","2021-03-04 15:44:51-03","IF","SPSF","00505","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","I.S. Marques","J.M.de Vasconcelos","s/n","1944","05","15","América do Sul","Brasil","PB","Areia","Escola de Agronomia do Nordeste","-35.6916999816895","-6.96332979202271",NA,"COLETA: Sub-arbusto.; GEOGRAFIA: Em Capoeira.;",NA,NA,NA,NA,NA,NA,NA,NA,"2018","06","11","15425","auto","Magnoliopsida",NA,NA,NA,NA
"1055","2021-03-04 15:44:51-03","IF","SPSF","01107","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","I.S. Marques","D.B.J. Pickel","s/n","1943","12","12","América do Sul","Brasil","ES","Santa Lucia",NA,NA,NA,NA,"GEOGRAFIA: Monte Alto. Colhida em uma cerca.;",NA,NA,NA,NA,NA,NA,NA,NA,"2018","06","11",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"1056","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"et Australia reperitur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Glaziou, AFM","10326",NA,NA,NA,NA,"?",NA,NA,"locis haud accuratius addicts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"Planta ruderalis per tropicos utriusque orbis hinc inde divulgata in insulis Antillarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Glaziou, AFM","10326",NA,NA,NA,NA,"?",NA,NA,"Locis haud accuratius addictis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Martius, CFP","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Martius Inter Brasil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Martius, CFP","Iter Brasis.n.",NA,NA,NA,NA,"?",NA,NA,"locis haud accuratius addicts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,"et America calidiore reliqua, in Africa orientali, insula Mauritii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,"ad Cordoba aliaque loca Argentiniae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Blanchet, JS","2677",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat in Brasiliae prov. Bahia in deserto montium Serra Jacobina apud Villa da Barra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Blanchet, JS","2677",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"in Brasiliae provincia Bahia in deserto montium Serra Jacobina apud Villa da Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,"ad Cordoba",NA,NA,NA,"Planta ruderalis per tropicos utriusque orbis hinc inde divulgata in insulis Antillarum et America calidiore reliqua, in Africa orientali, insula Mauritii et Australia reperitur.; HABITAT: Planta ruderalis per tropicos utriusque orbis hinc inde divulgata",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"et regionibus fluvii Paraguay late dispersa , prov. Minas Geraës ad Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.; HABITAT: in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sellow, F","3455",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.; HABITAT: in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sello, HL","3332",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"et regionibus fluvii Paraguay late dispersa , prov. Minas Geraës ad Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sellow, F","3332",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.; HABITAT: in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sello, HL","1044",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.; HABITAT: in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sello, HL","3455",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"et regionibus fluvii Paraguay late dispersa , prov. Minas Geraës ad Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Sello, HL","1751",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.; HABITAT: in Brasilia meridionali et regionibus fluvii Paraguay late dispersa, prov. Minas Geraes ad Rio Grande.",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K.Schum.",NA,"Lorentz, PG","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,"ad Cordoba",NA,NA,NA,"Planta ruderalis per tropicos utriusque orbis hinc inde divulgata in insulis Antillarum et America calidiore reliqua, in Africa orientali, insula Mauritii et Australia reperitur.; HABITAT: Planta ruderalis per tropicos utriusque orbis hinc inde divulgata",NA,NA,NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
