"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","individualCount","fieldNumber"
"256","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,"Burchell, WJ","872","1825","09","08","Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Convento de Santa Teresa, Along the aqueduct a mile and half above the convent of Santa Teresa (in the old part of Rio, S 22° 54' w 43° 10-12","-43.19","-22.919","-43.19","-22.919",NA,NA,NA,"P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"257","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,"Gomes, I","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In sylvis prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"258","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,"Regnell, AF","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,"P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"259","2017-09-11 17:10:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Loganiaceae","Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,"Raben, FC","708",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In sylvis prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P06P1N0074",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"260","2021-02-08 12:43:03-03","UFRGS","ICN","172591","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Durigon, J; Dettke, GA","761","2011","11","15","Brasil","SC","Águas Mornas",NA,"-48.922222","-27.740278","-48.922222","-27.740278",NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira com ramos volúveis.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA
"261","2021-02-08 12:43:03-03","UFRGS","ICN","172594","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Durigon, J; Dettke, GA;","764","2011","11","15","Brasil","SC","Águas Mornas",NA,"-48.934722","-27.747778","-48.934722","-27.747778",NA,NA,NA,NA,NA,NA,NA,NA,"Trepadeira com ramos volúveis.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA
"262","2021-02-08 12:43:03-03","UFRGS","ICN","190592","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Durigon, J","Dettke, GA; G.A.; Durigon; J.","981","2011","11","08","Brasil","SC","Urubici","SC-439","-49.667222","-27.959167","-49.667222","-27.959167",NA,NA,NA,NA,NA,NA,NA,NA,"beira de mata densa; trepadeira lenhosa, flores amarelas",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA
"263","2021-02-08 12:43:03-03","UFRGS","ICN","160474","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Grings, M; Seger, GDS","Grings, M; Seger, GDS","548","2008","11","01","Brasil","RS","Dom Pedro de Alcântara","Lagoa do Jacaré","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7549","trepadeira com botões florais; em borda de floresta de encosta","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA
"264","2021-02-08 12:43:03-03","UFRGS","ICN","187681","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Zonta, EI","Zonta, EI","s.n.","2016","11","26","Brasil","RS","Dom Pedro de Alcântara","RPPN Mata do Professor Baptista","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,NA,"2016","11","28","7549","Liana; Corola com pétalas de cor creme.; Borda de mata, Floresta Ombrófila Densa.","auto","Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA
"265","2020-08-26 10:49:27-03","MCN-FZBRS","HAS","44738","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Neves, M.","Hagelund, K.","s.n.","1982","11",NA,"Brasil","Rio Grande do Sul","Torres (Dom Pedro de Alcântara - RS)","Colônia São Pedro.",NA,NA,NA,NA,NA,NA,"HAS0044738",NA,"2005","07","18",NA,"Herbário Karner Hagelund.",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"266","2020-12-01 09:01:44-03","MCN-FZBRS","HAS","12323","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Zanette, V.C.","Martins, S.A.","336","1980","06",NA,"Brasil","Rio Grande do Sul","Torres","Lageadinho.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"HAS0012323",NA,"1980","06","27","20837","Árvore abundante em mata tropical úmida, com grande quantidade de líquens folícolos sobre suas folhas.","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:07:42-03","IBt","SP","237987","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Cordeiro, I; et al.","619","1989","10","24","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-21 10:07:42-03","IBt","SP","237998","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Zappi, DC","Catharino, ELM; et al.","1333","1987","11","19","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"2002","07",NA,"55628","Arbusto escandente, flores creme, beira de mata baixa da restinga","auto",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-05-22 10:12:05-03","IBt","SP","269444","Carpo","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Sugiyama, M; Anunciação, EA","1178","1994","05","19","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","Frutos verdes, ramo derrubado por inseto serra-pau","auto",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-21 10:07:42-03","IBt","SP","253072","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Cordeiro, I; et al.","895","1992","03","10","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","Frutos imaturos verdes","auto",NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-21 10:07:42-03","IBt","SP","13163","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Loefgren, A; Edwall, G","CGG2813","1894","10","29","Brasil","São Paulo","Iporanga","Capoeira , Ribeira.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"SP006652","SP006652","1978",NA,NA,"38740","Scand. lign. fortissima, fol. rig. cor.fr. specifico, flavo.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-10-15 10:09:13-03","IBt","SP","340678","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Nicolau, SA","1410","1997","02","10","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-11-21 10:07:42-03","IBt","SP","272578a","Carpo","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Zappi, DC","Melo, MMRF; et al.","1103","1994","06","24","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, trilha dos Caçadores, mata pluvial tropical de encosta","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"2002","07",NA,"21922","Liana, frutos imaturos verdes, casca da raiz usada para malária e dor de cabeça","auto",NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-21 10:07:42-03","IBt","SP","272578","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Zappi, DC","Melo, MMRF; et al.","1103","1994","06","24","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, trilha dos Caçadores, mata pluvial tropical de encosta","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"2002","07",NA,"21922","Liana, frutos imaturos verdes, casca da raiz usada para malária e dor de cabeça","auto",NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-21 10:07:42-03","IBt","SP","13169","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Loefgren, A","CGG5795","1901","10","17","Brasil","São Paulo","Santa Branca",NA,"-45.8800010681152","-23.3899993896484",NA,NA,NA,NA,"SP006653","SP006653","1978",NA,NA,"14390","Scandens in silva segunda.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-01-21 15:29:18-03","IBt","SP","488724","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Simão Bianchini, R","1845","2011","02","17","Brasil","São Paulo","Santo André",NA,"-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-04-15 17:20:07-03","IBt","SP","256170","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Kirizawa, M","2702","1992","09","22","Brasil","São Paulo","São Miguel Arcanjo","Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"278","2014-09-23 10:58:27-03","G","G","G00172066","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Brant, A. E.","Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier","7249","1994","11","29","Brazil","Alagoas","Pedra Talhada",NA,"-36.41666667","-9.25","-36.41666667","-9.25","550","550","G00172066",NA,"2007","01","01",NA,"Coordinate uncertainty: Approx. in a 1'000 m. radius Image URL: No picture available on the institution's web site",NA,NA,NA,"AMERIQUE DU SUD",NA,NA,NA,NA,NA
