"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"273","2009-06-27 16:40:00-03","MO","MOBOT","2665441","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Simon Lægaard","1988","2","16","South America","Ecuador",NA,NA,NA,NA,"Lægaard 70175",NA,NA,NA,"(L.) Roem. & Schult.","Camelbeke, K. (GENT)","El Oro","Near Puerto Jeli. Mudflats in previously disturbed area.","-80.05","-3.41666","2.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2009-06-27 16:40:00-03","MO","MOBOT","2669050","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Simon Lægaard","1988","6","25","South America","Ecuador",NA,NA,NA,NA,"Lægaard 71626",NA,NA,NA,"(L.) Roem. & Schult.","Camelbeke, K. (GENT)","El Oro","Swamp along road app. 10 km N of Santa Rosa.","-79.9","-3.33333","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2009-06-27 16:40:00-03","MO","MOBOT","2669566","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Simon Lægaard","1990","7","26","South America","Ecuador",NA,NA,NA,NA,"Lægaard 71815",NA,NA,NA,"(L.) Roem. & Schult.","Camelbeke, K. (GENT)","Esmeraldas","Bolivar - Punto Peripe, along coast.","-80.05","0.43333","0E8","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","269430","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Simon Lægaard","1988","2","26","South America","Ecuador",NA,NA,NA,NA,"Lægaard 70429",NA,NA,NA,"(L.) Roem. & Schult.","K.Camelbeke (GENT)","Guayas","Along road and riverside between Balao and coast. Mud-flats.","-79.83333","-2.88333","2.00000000","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2008-05-27 22:02:00-03","MO","MOBOT","269553","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julian A. Steyermark",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,"Steyermark 111371",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2009-07-31 08:59:00-03","MO","MOBOT","269562","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","18","South America","Venezuela",NA,NA,NA,NA,"Steyermark 114913",NA,NA,NA,"(L.) Roem. & Schult.","S. González & A. Reznicek","Delta Amacuro","Depto. Pedernales (boundary with Depto. Tucupita). Sand beach bordering open sandy mud flats and wet depressions, mouth of Caño Guiniquina, between Punta Araguabisi and Punta Baja, at Bara Guiniquina","-60.96666","9.5","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2010-04-27 13:01:00-03","MO","MOBOT","2833341","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Troels M. Pedersen","1987","3","12","South America","Argentina",NA,NA,NA,NA,"Pedersen 14845",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Corrientes","In stagnant water one foot or more deep with muddy bottom. Estancia La Yela.",NA,NA,NA,NA,"Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"280","2009-06-24 17:55:00-03","MO","MOBOT","2835642","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","George R. Proctor","1948","4","22","South America","Colombia",NA,NA,NA,NA,"Proctor 3267",NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Isla de San Andres.","-81.7","12.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2010-04-27 13:01:00-03","MO","MOBOT","2835953","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Troels M. Pedersen","1982","4","24","South America","Argentina",NA,NA,NA,NA,"Pedersen 13389",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Corrientes","Footdeep water, among the reeds. Carambola.",NA,NA,NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"282","2015-08-13 05:50:00-03","MO","MOBOT","2838475","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","R.M. Harley","1980","4","29","South America","Brazil",NA,NA,NA,NA,"Harley 21957",NA,NA,NA,"(L.) Roem. & Schult.","D.A. Simpson","Bahia","Chapadão Ocidental da Bahia. 37 km. N. from Correntina, on the Inhaúmas road. Marsh and small stream on sand amid cultivation.","-44.78333","-13.11666","580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2008-05-27 22:02:00-03","MO","MOBOT","2941938","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","T.H. Hollowell","2000","5","5","South America","Guyana",NA,NA,NA,NA,"Hollowell 310",NA,NA,NA,"(L.) Roem. & Schult.","M.T. Strong",NA,"Barima-Waini Region. Waini Peninsula, Shell Beach Sea Turtle Monitoring Camp. In garden area near burned mangrove swamp. Shell fragrant soil.","-59.75388","8.39916","1.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2009-10-21 21:10:00-02","MO","MOBOT","3067160","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julian A. Steyermark|Ronald L. Liesner|Victor Carreño E.","1980","2","18","South America","Venezuela",NA,NA,NA,NA,"Steyermark 121236",NA,NA,NA,"(L.) Roem. & Schult.","G. Davidse","Sucre","Distrito Benítez: low swampy level ground, south of Guaraúnos.","-63.11666","10.53472","5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2015-08-22 05:41:00-03","MO","MOBOT","3067162","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","R.C. Wingfield","1978","5","28","South America","Venezuela",NA,NA,NA,NA,"Wingfield 5530",NA,NA,NA,"(L.) Roem. & Schult.","R. Wingfield","Falcón","7 km SE de Coro, charca al lado N del embalse El Isiro. Al lado de una charca, en aguas someras.",NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2009-07-31 08:59:00-03","MO","MOBOT","3067164","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","13","South America","Venezuela",NA,NA,NA,NA,"Steyermark 114615",NA,NA,NA,"(L.) Roem. & Schult.","S. González & A. Reznicek","Delta Amacuro","Depto. Tucupita: along road between Tucupita and Las Mulas. Dense colony in open swamp.","-62","9.05","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2011-11-01 09:13:00-02","MO","MOBOT","3067166","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","José Alfredo Rodríguez","1982","11","14","South America","Venezuela",NA,NA,NA,NA,"Rodríguez 12",NA,NA,NA,"(L.) Roem. & Schult.","G. Davidse","Aragua","Sta. Cruz, Turagua. Reproducción vegetativa mediante estolones. Se encuentra creciendo en un terreno pantanoso en grandes grupos.","-67.5","10.3","100.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"288","2009-08-24 12:35:00-03","MO","MOBOT","3067188","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Basil Stergios|Gerardo Aymard","1985","6","24","South America","Venezuela",NA,NA,NA,NA,"Stergios 8550",NA,NA,NA,"(L.) Roem. & Schult.","G. Davidse","Portuguesa","Pantano-estero inundado todo el año: en invierno por lluvias y en verano por pozos de agua, hasta aprox. 40 cm; Fundo Chaparral, entre Guanare y el río Portuguesa. Dtto. Guanare.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2009-07-17 07:39:00-03","MO","MOBOT","3067192","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Émile Hassler",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"Hassler 6417",NA,NA,NA,"(L.) Roem. & Schult.","F. Mereles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2012-04-05 15:21:00-03","MO","MOBOT","3067200","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Calaway H. Dodson|Alwyn H. Gentry|Walter A. Palacios|Jorge Zaruma","1984","7","27","South America","Ecuador",NA,NA,NA,NA,"Dodson 14564",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen (TAES)","Esmeraldas","Km 102, Esmeraldas-La Tola, a lado de la carretera. En pantano en una sabana grande.","-79.1666","1.16666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"291","2011-06-08 17:16:00-03","MO","MOBOT","3105681","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","José Steinbach","1916","3","25","South America","Bolivia",NA,NA,NA,NA,"Steinbach G. 1834",NA,NA,NA,"(L.) Roem. & Schult.","Foster's catalog note file","Santa Cruz","Buenavista","-63.75","-17.6","450.00000000",NA,"Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2009-08-07 05:31:00-03","MO","MOBOT","3294103","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Manuel Rimachi Y.","1994","7","7","South America","Peru",NA,NA,NA,NA,"Rimachi Y. 11004",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Loreto","Dtto. Punchana. Rio Nanay, varadera del caserio de Padre Cocha, en monte abierto, terreno lodoso, elev. ca 100 m, piripiri.",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2008-05-27 22:02:00-03","MO","MOBOT","1509523","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Fátima Mereles","1988","12","5","South America","Paraguay",NA,NA,NA,NA,"Mereles H. 2071",NA,NA,NA,"(L.) Roem. & Schult.","F. Mereles, 2001 (FCQ)","Caazapá","Tavai: Enrramadita. En el estero.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2008-05-27 22:02:00-03","MO","MOBOT","266263","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Elsa M. Zardini|C. Velázquez","1990","12","8","South America","Paraguay",NA,NA,NA,NA,"Zardini 25156",NA,NA,NA,"(L.) Roem. & Schult.","F. Mereles, Mar","Paraguarí","Arroyo Yuquyty, 7 km E of Nueva Italia. Inundated savanna.","-57.41666","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"504","4",NA
"295","2020-08-01 18:19:16-03","UNESP-IBILCE","SJRP","00012","PreservedSpecimen","Plantae","Cyperaceae","Heleocharis","mutata","Heleocharis mutata","Elza M.P. Martins",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Na água, caule tetragonal, até 70 cm;",NA,NA,NA,"Tracheophyta","Cyperales","(L.) R. Br.","J. Mattos","São Paulo","córrego felicidade","-49.3699989318848","-20.8199996948242",NA,NA,"São José do Rio Preto",NA,NA,NA,NA,NA,NA,"20305","auto","Liliopsida",NA,NA,NA,NA
"296","2015-05-20 10:34:29-03","UFERSA","MOSS","10262","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2007","11","23","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada na margem de lago seco; vertissolo; frequente.",NA,"83",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Lago próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444","10","10","Mossoró",NA,"2008","06","12","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"297","2015-05-20 10:34:29-03","UFERSA","MOSS","10474","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2007","12","31","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de lago antropizada; vertissolo; abundante.",NA,"88",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444","15","15","Mossoró",NA,"2007","12","31","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"298","2015-05-20 10:34:29-03","UFERSA","MOSS","10542","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","01","29","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de rio antropizada; substrato argiloso; frequente.",NA,"108",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Rio Apodi-Mossoró, atrás do Cartódromo.","-37.328333","-5.198889","15","15","Mossoró",NA,"2008","04","03","37W19'42","5S11'56",NA,NA,NA,NA,NA,NA,NA
"299","2015-05-20 10:34:29-03","UFERSA","MOSS","10888","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","02","28","América do Sul","Brasil",NA,NA,"erva rizomatosa formando touceiras; lago periódico seco; substrato orgânico; abundante.",NA,"120",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","lago periódico seco, próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró",NA,"2008","02","28","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"300","2015-05-20 10:34:29-03","UFERSA","MOSS","10900","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","03","28","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de rio; argiloso; frequente.",NA,"132",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","rio Apodi-Mossoró, atrás do Cartódromo.","-37.328333","-5.198889",NA,NA,"Mossoró",NA,"2008","04","18","37W19'42","5S11'56",NA,NA,NA,NA,NA,NA,NA
"301","2015-05-20 10:34:29-03","UFERSA","MOSS","10927","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","05","21","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de lago; gleissolo; abundante.",NA,"159",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró",NA,"2008","06","20","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"302","2015-05-20 10:34:29-03","UFERSA","MOSS","9479","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2007","09","21","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada na margem de lago; substrato aquático; abundante.",NA,"5",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Feira do bode.","-37.325278","-5.199444",NA,NA,"Mossoró",NA,"2007","10","16","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"303","2015-05-20 10:34:29-03","UFERSA","MOSS","10534","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","01","29","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de lago seco; substrato aquático; frequente.",NA,"100",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444","15","15","Mossoró",NA,"2008","04","03","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"304","2015-05-20 10:34:29-03","UFERSA","MOSS","10906","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2008","04","24","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada em margem de lago; substrato aquático; abundante.",NA,"138",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","próximo à Feira do Bode, próximo ao Rio Apodi-Mossoró.","-37.325278","-5.199444",NA,NA,"Mossoró",NA,"2008","06","12","37W19'31","5S11'58",NA,NA,NA,NA,NA,NA,NA
"305","2015-05-20 10:34:29-03","UFERSA","MOSS","8931","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Oliveira, R.C.",NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,"1812",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Feira do Bode, lago periódico.","-37.344167","-5.1875","16","16","Mossoró",NA,"2007","10","23","37W20'39","5S11'15",NA,NA,NA,NA,NA,NA,NA
"306","2015-05-20 10:34:29-03","UFERSA","MOSS","9622","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ribeiro, A.R.O.","2007","10","19","América do Sul","Brasil",NA,NA,"erva rizomatosa; coletada no lago; substrato aquático; abundante.",NA,"13",NA,NA,NA,"(L.) Roem. & Schult.","Ribeiro, A.R.O.","Rio Grande do Norte","Feira do Bode, próximo ao Rio Mossoró.","-37.325278","-5.1875",NA,NA,"Mossoró",NA,"2007","10","19","37W19'31","5S11'15",NA,NA,NA,NA,NA,NA,NA
"307","2020-08-31 09:20:35-03","INPA","INPA","105623","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Janssen, AS","1980","08","20","Southern America","Brasil",NA,NA,NA,"INPA0105623","526",NA,"Monocotyledon","Poales","(L.) Roem. & Schult.",NA,"Amazonas","Humaitá, Lagoa permanete, 500m ao Noroeste da BR 230, Km 7.","-63.166667","-7.516667",NA,NA,"Humaitá","INPA0105623 INPA0105623_e INPA0105623_nd",NA,NA,NA,"-63.166667","-7.516667",NA,NA,NA,NA,NA,NA,NA
"308","2020-08-31 09:20:35-03","INPA","INPA","200400","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Silva, SJR da","1997","10","02","Southern America","Brasil",NA,NA,NA,"INPA0200400","76",NA,"Monocotyledon","Poales","(L.) Roem. & Schult.","Alves, MVS","Roraima","Pacaraima, Contão.","-60.433333","3.45",NA,NA,NA,"INPA0200400 INPA0200400_e INPA0200400_nd","2011","11",NA,"-60.433333","3.45",NA,NA,NA,NA,NA,NA,NA
"309","2020-08-31 09:20:35-03","INPA","INPA","268306","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Mehlig, U","2007","05","10","Southern America","Brasil",NA,NA,NA,"INPA0268306","336",NA,"Monocotyledon","Poales","(L.) Roem. & Schult.",NA,"Pará","Península de Ajuruteua, dunas e campos ao noroeste da vila Bonifácio. Campo 0,5 km oeste do 1º cordão de dunas. Campo alagado","-46.625056","-0.837611",NA,NA,"Bragança",NA,NA,NA,NA,"-46.625056","-0.837611",NA,NA,NA,NA,NA,NA,NA
"310","2020-08-31 09:20:35-03","INPA","INPA","97439","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Austin, DF","1979","11","07","Southern America","Brasil",NA,NA,NA,"INPA0097439","7341",NA,"Monocotyledon","Poales","(L.) Roem. & Schult.","Lowe, J","Amapá","BR 156, Base área, Ao Noroeste do Amapá, estrada para Base. Na lama, na beira de um igarapé. Com Aninga.","-52.916667","-0.916667",NA,NA,NA,"INPA0097439 INPA0097439_e INPA0097439_e1","1981",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"311","2020-08-31 09:20:35-03","INPA","INPA","13797","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Rodrigues, WA","1963","04","06","Southern America","Brasil",NA,NA,NA,"INPA0013797","INPA13797",NA,"Monocotyledon","Poales","(L.) Roem. & Schult.","Rodrigues, WA","Pará","Região de Santarém Novo, campo do Bem Bom, Região de Santarém Novo, campo do Bem Bom (pH 6,6). Ocasional no campo alagado.","-47","-0.8",NA,NA,NA,"INPA0013797 INPA0013797_e","1963",NA,NA,"-47","-0.8",NA,NA,NA,NA,NA,NA,NA
"312","2021-03-04 11:06:38-03","UFRB","HURB","1420","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Amaral, M.C.E.; Bittrich, V.","2010","03","21",NA,"Brasil",NA,NA,"1179B.","HURB000001420","1179B",NA,"Anthophyta",NA,"(L.) Roem. & Schult.","A.D.Faria","Bahia","margem da estrada,local q/ aparenta terra retirada; quase sem cobertura vegetal","-39.298083","-12.677472",NA,NA,"Candeias",NA,"2015","02",NA,"39°17'53,1 W","12°40'38,9 S",NA,NA,NA,NA,NA,NA,NA
"313","2021-03-04 11:05:04-03","UFRB","HURB","3945","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Alcantara, J.; Oliveira, W.","2012","08","07",NA,"Brasil",NA,NA,"A.","HURB000003945","1580",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Bahia","BA 491, balsa, lado direito, lago Garora; perto do Haras Manga Larga","-38.95","-12.616667",NA,NA,"Cabaceiras do Paraguaçu",NA,NA,NA,NA,"38°57' W","12°37' S",NA,NA,NA,NA,NA,NA,NA
"314","2021-03-04 11:06:38-03","UFRB","HURB","1457","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Amaral, M.C.E.; Bittrich, V.","2010","03","23",NA,"Brasil",NA,NA,NA,"HURB000001457","1242",NA,"Anthophyta",NA,"(L.) Roem. & Schult.","A.D.Faria","Bahia","lago em pasto de fazenda, margem da estrada;","-38.758861","-12.636694",NA,NA,"Santo Amaro",NA,"2015","02",NA,"38°45'31,9 W","12°38'12,1 S",NA,NA,NA,NA,NA,NA,NA
"315","2021-03-04 11:05:04-03","UFRB","HURB","5191","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Moreira, D.M.; Vitório, C.D.P.; Carvalho, C.A.L.","2013","04","09",NA,"Brasil",NA,NA,"no lago.","HURB000005191","2654",NA,NA,NA,"(L.) Roem. & Schult.","G. Costa","Bahia","São Francisco do Iguape;","-38.9557991027832","-12.6183004379272",NA,NA,"Cachoeira",NA,"2014","11",NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA
"316","2021-03-04 11:05:04-03","UFRB","HURB","2706","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Santos, N.S.; Haroldo, L.","2008","04","08",NA,"Brasil",NA,NA,NA,"HURB000002706","1069",NA,NA,NA,"(L.) Roem. & Schult.","A.D.Faria","Bahia","baixo da linha, área da UFRB, Rio Capivari;","-39.1018981933594","-12.6700000762939",NA,NA,"Cruz das Almas",NA,"2015","02",NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA
"317","2021-03-04 11:05:04-03","UFRB","HURB","24722","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Aona, L.Y.S.; Costa, G.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","2019","04","22",NA,"Brasil",NA,NA,"PM 76","HURB000024722","4954",NA,NA,NA,"(L.) Roem. & Schult.","M.Martins","Bahia",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"Ilhéus",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"318","2021-03-04 11:05:04-03","UFRB","HURB","6898","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gil, A.; Viana, P.L.; Bastos, M.N. do C.; Mota, N.F.O.","2013","09","21",NA,"Brasil",NA,NA,NA,"HURB000006898","372",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Pará","Cuiarana; Ilha de Itarana, próximo ao lago temporário seco.","-47.3560981750488","-0.613610982894897",NA,NA,"Salinópolis",NA,NA,NA,NA,NA,NA,"23190","auto",NA,NA,NA,NA,NA
"319","2021-03-04 11:05:04-03","UFRB","HURB","6887","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gil, A.; Viana, P.L.; Bastos, M.N. do C.; Mota, N.F.O.","2013","09","20",NA,"Brasil",NA,NA,NA,"HURB000006887","320",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Pará","Cuiarana; Transecto II. Projeto Itarana/MPEG","-47.3560981750488","-0.613610982894897",NA,NA,"Salinópolis",NA,NA,NA,NA,NA,NA,"23190","auto",NA,NA,NA,NA,NA
"320","2020-06-15 15:30:10-03","UNESP-RC","HRCB","54040","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Carniello, M.A.","2004","05","20",NA,"Brasil",NA,NA,NA,NA,"260",NA,NA,NA,"(L.) Roem. & Schult.","Carniello, M.A.","Mato Grosso","Porto Limão","-57.6789016723633","-16.0706005096436",NA,NA,"Cáceres",NA,"2007","02",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA
"321","2017-11-24 14:10:31-02","UFLA","ESAL","9558","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pereira, SC; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0.40; ;",NA,"s.n.",NA,NA,NA,"(L.) Roem. & Schult.","D. A. Carvalho","Minas Gerais","Margem do Rio Grande, entre Ponte do Funil - Pedra Negra","-44.7580986022949","-21.0331001281738",NA,NA,"Bom Sucesso",NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA
"322","2021-01-26 13:53:45-03","IMA","MAC","54","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","O.Viégas; G.L.Esteves","1976","12","13",NA,"Brasil",NA,NA,"Erva.; Margem de mangue.","MAC0000054","58",NA,NA,NA,"(L.) Roem. & Schult.","M.Alves","Alagoas","Coqueiro Seco, foz do rio Remédios, lagoa de","-35.7352981567383","-9.6658296585083",NA,NA,"Maceió",NA,"1999",NA,NA,NA,NA,"34538","auto",NA,NA,NA,NA,NA
