"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"45","2020-11-24 17:11:02-03","UTFPR","DVPR","5832","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Stival-Santos, A","Stival-Santos, A; Schimitt, J; Silveira, S","2009","05","13","Brasil","Santa Catarina","Palma Sola","Escondida.","-53.2239","-26.2819","-53.2239","-26.2819","709","709","Arbórea, frutos verdes.; Floresta Estacional Decidual, Estágio Avançado.","DVPR005832",NA,"697","2009","05","13","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:11:02-03","UTFPR","DVPR","4588","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Caxambu, MG","Siqueira, EL; Miranda, YC; Estevam, R","2015","12","02","Brasil","Paraná","Nova Tebas","Estação Ecológica Municapal Reinaldo Petrechen.","-51.57025","-24.22344","-51.57025","-24.22344","635","635","árvore ca. 10 m, heliófita. Flores diminutas aladas. frutos imaturos verdes.alados.; Relevo: ondulado.","DVPR004588",NA,"1863","2016","01","28","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-24 17:11:02-03","UTFPR","DVPR","4558","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Caxambu, MG","Caxambu, MG; et al.","2014","12","04","Brasil","Paraná","Fênix","RPPN Porto Velho, Propriedade de Ivan Luis de Castro Bittencourt.","-51.57175","-23.53447","-51.57175","-23.53447","350","350","árvore ca. 8 m, semi-ciófila. Flores amarelas.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana - Solo: Latossolo- vermelho.","DVPR004558",NA,"5848","2015","01","07","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-24 17:11:02-03","UTFPR","DVPR","2485","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Coelho, AC","Moreira, VC","2014","12","07","Brasil","Paraná","Boa Esperança do Iguaçu","Fazenda Boa Esperança","-53.1317","-25.371","-53.1317","-25.371",NA,NA,"Árvore, flor branca-amarelada.","DVPR002485",NA,"s.n.","2014",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-24 17:11:02-03","UTFPR","DVPR","5615","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","2018","01","24","Brasil","Paraná","Capitão Leonidas Marques","Futura área de APP da UHE Baixo Iguaçu, estrada para o Ponto de Areia.","-53.3048","-25.3256","-53.3048","-25.3256","275","275","Árvore12 m de latura. Folhas discolores, cartáceas, com pontuacoes translucidas. Flores brancas. Frutos secos, indeiscentes, alados, imaturos verdes. Ponto 531; Fragmento de mata secundária em estágio médio de sucessão. Associação ent","DVPR005615",NA,"577","2018","01",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-24 17:11:02-03","UTFPR","DVPR","2734","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Groppo, M","Souza, LRM; Ferreira, JA; Francisco, EM","1997","12","09","Brasil","Paraná","Congoinhas","Fazenda Planalto. Beira da represa",NA,NA,NA,NA,NA,NA,"Árvore 12m, frutos imaturos verdes.","DVPR002734",NA,"s.n.","2009","05","26","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-24 17:11:02-03","UTFPR","DVPR","3596","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","2015","10","01","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu - Estrada de chão Céu Azul - Serranópolis do Iguaçu","-53.52125","-25.11311","-53.52125","-25.11311","646","646","Àrvore ca. 15 m, heliófita. Flores verdes-amareladas. Botões florais verdes.; Relevo: ondulado","DVPR003596",NA,"6900","2015","10","24","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-24 17:11:02-03","UTFPR","DVPR","1356","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Estevan, DA","Moura, APC","2013","11","09","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 17, sub-parcela arvoreta 3","-53.0604","-25.413","-53.0604","-25.413",NA,NA,"Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR001356",NA,"89","2013","11",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-24 17:11:02-03","UTFPR","DVPR","4817","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Estevan, DA","Lucas; et al.","2015","11","07","Brasil","Paraná","Cruzeiro do Iguaçu",NA,"-53.127799987793","-25.6156005859375",NA,NA,NA,NA,"Árvore 8m, flores.","DVPR004817",NA,"s.n.","2015",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"54","2020-11-24 17:11:02-03","UTFPR","DVPR","5207","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pilonetto, JC","Cousseau, I; Pilonetto, JC","2017","03","18","Brasil","Paraná","Cruzeiro do Iguaçu","Comunidade Alto Vera Cruz, PR-473, Sítio de Garibaldi Cousseau, próximo a estrebaria.","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,"Árvore com cerca de 8 metros de altura, fruto iamturos- verdes e formato alado. odor amadeirado, sem presença de flores.","DVPR005207",NA,"s.n.","2017","03","12","Magnoliophyta",NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"55","2020-11-24 17:11:02-03","UTFPR","DVPR","1180","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Estevan, DA","Nunes, EMA","2014","02","11","Brasil","Paraná","Dois Vizinhos","Arboreto Campus UTFPR-DV","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore, frutos.","DVPR001180",NA,"s.n.","2014","10","08","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"56","2020-11-24 17:11:02-03","UTFPR","DVPR","2610","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Estevan, DA","Storl, TA; Oliveira, H","2015","06","10","Brasil","Paraná","Dois Vizinhos","Arboreto UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 7m, fruto amarelado.","DVPR002610",NA,"s.n.","2015",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"57","2020-11-24 17:11:02-03","UTFPR","DVPR","1198","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Kamile, M","Kamille, M","2014","02","28","Brasil","Paraná","Dois Vizinhos","Câmpus UTFPR-DV","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Folhas opostas, compostas trifoliadas com foliolos obovados. Fruto tri a tetralado, paleáceo.","DVPR001198",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"58","2020-11-24 17:11:02-03","UTFPR","DVPR","2576","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Girardi, VF","2015","04","06","Brasil","Paraná","Dois Vizinhos","Loteamento São João","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore, frutos.","DVPR002576",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"59","2020-11-24 17:11:02-03","UTFPR","DVPR","2425","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Marcelino, AF","Marcelino, AF","2014","11","02","Brasil","Paraná","Dois Vizinhos","São Francisco do Bandeira","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 15m, flor de coloração branco-amarelada.","DVPR002425",NA,"s.n.","2014",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"60","2020-11-24 17:11:02-03","UTFPR","DVPR","1011","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Estevan, DA","Medeira, C","2012","10","18","Brasil","Paraná","Dois Vizinhos","UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Nativa.","DVPR001011","DVPR001011","s.n.","2012","10","22","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"61","2020-11-24 17:11:02-03","UTFPR","DVPR","719","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Grando, R","Bessan, D","2013","03","25","Brasil","Paraná","Dois Vizinhos","UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore de grande porte, tronco liso, flor amarelada, bem ramificado.","DVPR000719","DVPR000719","s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"62","2020-11-24 17:11:02-03","UTFPR","DVPR","730","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Ferreira, T","Ferreira, T; Chielle, J","2012","12","06","Brasil","Paraná","Dois Vizinhos","UTFPR - arboreto","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore de 6 m, folhas compostas trifoliadas, flores amarelasdas.","DVPR000730","DVPR000730","s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"63","2020-11-24 17:11:02-03","UTFPR","DVPR","759","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Sganzerla, J; Gonçalves, T","Sganzerla, J; Gonçalves, T; Maina, A","2013","02","16","Brasil","Paraná","Dois Vizinhos","UTFPR - arboreto","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 8 m, com fruto.","DVPR000759","DVPR000759","s.n.","2013","04","20","Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"64","2020-11-24 17:11:02-03","UTFPR","DVPR","1005","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Gonçalves, LU","Gonçalves, LU","2012","10","17","Brasil","Paraná","Dois Vizinhos","UTFPR - próximo á entrada","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 5m, tronco reto e cilíndrico, flores brancas amareladas.","DVPR001005","DVPR001005","s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"65","2020-11-24 17:11:02-03","UTFPR","DVPR","537","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Moritz, P","Moritz, P","2006","11","08","Brasil","Paraná","Londrina","Sítio Paineira","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore, 20 - 30 m., 20 - 60 cm. de diametro, inflorescência.","DVPR000537","DVPR000537","s.n.","2006",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"66","2020-11-24 17:11:02-03","UTFPR","DVPR","4562","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Caxambu, MG","Macieski, M","2013","11","23","Brasil","Paraná","Nova Aurora","Sítio Mariano - Baixo Iguaçuzinho, Km 05.","-53.2555999755859","-24.5293998718262",NA,NA,NA,NA,"árvore ca. 13 m, emergentes.Flores diminutas, alvas.; Relevo: suave-ondulado - Solo: Latossolo- vermelho.","DVPR004562",NA,"s.n.","2014","05","02","Magnoliophyta",NA,NA,NA,NA,"22311","auto",NA,NA,NA,NA,NA
"67","2020-11-24 17:11:02-03","UTFPR","DVPR","1203","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Lubke, L","Lubke, L; Schuster, R; Claudino, E","2013","07","15","Brasil","Paraná","Realeza","Linha Marmelândia, Realeza - PR","-53.5325012207031","-25.7688999176025",NA,NA,NA,NA,"Árvores, aproximadamente 7 m de altura, fruto tipo trisâmara alado,sem latéx, caule lenhoso, folha composta trifoliada.","DVPR001203",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA
"68","2020-11-24 17:11:02-03","UTFPR","DVPR","5385","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","França, LN","França, LN","2017","09","10","Brasil","Paraná","Rio Bonito do Iguaçu","Comunidade Alta Floresta, Sítio França.","-52.5257987976074","-25.4906005859375",NA,NA,NA,NA,"Árvore com 10 m, 18 anos . Frutos imaturos, cor amarelo.","DVPR005385",NA,"46",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"26511","auto",NA,NA,NA,NA,NA
"69","2020-11-24 17:11:02-03","UTFPR","DVPR","2630","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Gerber, D","2015","06","04","Brasil","Santa Catarina","Joaçaba","Terminal Rodoviário de Joaçaba","-51.5046997070312","-27.1781005859375",NA,NA,NA,NA,"Árvore 7m, frutos de coloração amarela e acinzentada.","DVPR002630",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"18588","auto",NA,NA,NA,NA,NA
"70","2019-11-19 15:45:02-03","UNEB","HUNEB","1302","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Miq.) Pirani",NA,"Queiroz, L.P.de","1996","08","26","Brasil","Bahia","Jeremoabo","ca. 23 km E de Canudos na estrada para Jeremoabo (BR-235).","-38.4808006286621","-10.0749998092651",NA,NA,NA,NA,"Aberta com pilosocerus gounelli sobre solo arenoso avermelhado, com cascalho de minério de ferro.","HUNEB0001302",NA,"24737",NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,"82715","auto","Dicotyledoneae",NA,NA,NA,NA
"71","2019-11-19 15:45:02-03","UNEB","HUNEB","5758","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","Engler",NA,"Ferreira, M.C.","1993","04","12","Brasil","Bahia","Paulo Afonso","Raso da Catarina.","-38.2146987915039","-9.40610980987549",NA,NA,NA,NA,NA,"HUNEB0005758",NA,"513HRB30781",NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,"44772","auto","Dicotyledoneae",NA,NA,NA,NA
"72","2021-03-30 12:48:25-03","EAO","IAN","55245","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Gehrt, A","Almeida, JC de","1938","11","09","Brasil","São Paulo","Pindorama","Fazenda O. Sampaio, Tajoby.","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"Árvore.","IAN055245",NA,"3400","1940","04","15","Dicotiledônea",NA,NA,"Southern America",NA,"14884","auto",NA,NA,NA,NA,NA
"73","2021-04-08 17:43:39-03","EAO","IAN","18979","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","riedeliana","Esenbeckia riedeliana","Engl.",NA,"Sellow, F",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018979","IAN018979_f","s.n.",NA,NA,NA,"Dicotiledônea",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"74","2013-09-13 13:19:51-03","EBDA","BAH","7449","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl","G.C.P. Pinto et H.P. Bautista","S. Jordy Filho","1985","03","26","Brasil","Bahia","Quinjigue","km 7 estrada Ruilândia/Quijingue","-39.15","-10.616667","39W 09'","10S 37'",NA,NA,"Árvore de 5,0m de altura; flores verdes. Frequência média.",NA,NA,"212","1985","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2013-09-13 13:19:51-03","EBDA","BAH","7423","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl","H.P. Bautista","O.A. Salgado","1984","03","20","Brasil","Bahia","Boquira","Faz. Umburana",NA,"-12.716667","42W 35","12S 43'","475","475","Árvore com 3m de altura (fanerófita); fuste retilíneo com mais ou menos 10cm de diâmetro à altura do peito e casca branca; frutos semaróides com 4 alas. Muito frequente.",NA,NA,"270","1984","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2013-09-13 13:19:51-03","EBDA","BAH","4535","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl","G.C.P. Pinto et H.P. Bautista","H.P. Bautista et","1983","05","27","Brasil","Bahia","Itiúba","Faz. Experimental da EPABA","-39.8536","-10.6917",NA,NA,NA,NA,"Árvore de tronco retilíneo, esguio, de aproximadamente 5m de altura. Folhas trifolioladas, folíolos com domáceas ao longo da nervura mediana. Frutos pequenos samaróides, com 4 alas",NA,NA,"786","1983","06",NA,NA,NA,NA,NA,NA,"37230","auto",NA,NA,NA,NA,NA
"77","2019-12-04 15:25:48-03","PUCPR","HUCP","16064","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Selusniaki, M","Selusniaki, M","2004","11",NA,"Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018286","HUCP00018286","209",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"78","2019-12-04 15:25:48-03","PUCPR","HUCP","16079","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Selusniaki, M","Selusniaki, M","2004","10",NA,"Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018338","HUCP00018338","191",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"79","2019-12-04 15:25:48-03","PUCPR","HUCP","16202","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Selusniaki, M","Selusniaki, M","2004","12",NA,"Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018285","HUCP00018285","206",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"80","2019-12-04 15:25:48-03","PUCPR","HUCP","16476","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Selusniaki, M","Selusniaki, M","2005","04","12","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018389","HUCP00018389","329",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"81","2019-12-04 15:25:48-03","PUCPR","HUCP","16477","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Selusniaki, M","Selusniaki, M","2005","04","12","Brasil","Paraná","Curitiba","Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018279","HUCP00018279","330",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"82","2019-12-04 15:25:48-03","PUCPR","HUCP","19543","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.",NA,"Bolson, M","2008","04","13","Brasil","Paraná","Palotina","Parque Estadual de São Camilo","-53.8400001525879","-24.283899307251",NA,NA,NA,NA,NA,"HUCP00018390","HUCP00018390","221",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"20826","auto",NA,NA,NA,NA,NA
"83","2019-12-04 15:25:48-03","PUCPR","HUCP","24096","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Lima, MR","Lima, MR","2012","07","20","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"HUCP00018386","HUCP00018386","035",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"84","2019-12-04 15:25:48-03","PUCPR","HUCP","24257","S","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Lozano, E","Lozano, E","2012","07","24","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"HUCP00018281","HUCP00018281","1003",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"85","2020-11-26 18:09:38-03","CPAN-UFMS","COR","6101","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Nakagima, J. & equipe do projeto Aquarap","1998","09","06","Brasil","Mato Grosso do Sul","Bonito","Ressurgência do rio Formoso","-56.636389","-21.256667","56º38'11''W","21º15'24''S","401","401","Árvore, 7 m de altura; fruto alado, marrom Habito: Árvore",NA,NA,"1645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-02 16:29:17-03","CPAN-UFMS","COR","11334","PreservedSpecimen","Plantae","Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","2005","12","09","Brasil","Mato Grosso do Sul","Bonito","Rodovia estadual MS-382 Bonito - Três Morros","-56.811111","-21.043056","56º48'40''W","21º2'35''S","571","571","Árvore; flor amarela; frutos verdes Habito: Árvore",NA,NA,"3935","2005","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
