"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"323","2020-09-12 05:00:02-03","US","US","2267676","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","8521","1956","12","9","Brazil","Santa Catarina","Campo Alegre","slopes of Morro Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1300","1500",NA,"US01899338","US01899338_01 US01899338_02",NA,"Myrtales","South America - Neotropics",NA,NA,"37493","auto","Dicotyledonae",NA,"1",NA
"324","2020-09-12 05:00:02-03","US","US","2536737","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"G. Hatschbach","18381","1968","1","20","Brazil","Paraná","Laranjeiras do Sul","Mata Ilex-Sloanea","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"US01899321","US01899321_01 US01899321_02",NA,"Myrtales","South America - Neotropics",NA,NA,"28404","auto","Dicotyledonae",NA,"1",NA
"325","2020-09-12 05:00:02-03","US","US","3320655","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"A. Butzke",NA,"1994","2","25","Brazil","Rio Grande do Sul","Erechim","Parque Longines Malinowski","-52.2738990783691","-27.6341991424561",NA,NA,"780",NA,NA,"US01899317","US01899317_01 US01899317_02",NA,"Myrtales","South America - Neotropics",NA,NA,"46790","auto","Dicotyledonae",NA,"1",NA
"326","2019-12-09 17:30:27-03","UFPR","EFC","12952","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","07","20","Vieira, R.S.; et al.","424","2014","07","20","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - Morro Camelo","-48.8155","-25.2569","-48.8155","-25.2569",NA,NA,"Arvoreta com 1,5 m. em refúgio altomontano. Com frutos.","EFC012952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-12-09 17:30:27-03","UFPR","EFC","1717","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.; Struminski, E.","759","1989","03","15","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1350","1350","Árvore 4m, comum na floresta altomontana, 1350m s.n.m.","EFC001717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-12-09 17:30:27-03","UFPR","EFC","8617","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","10","03","Koehler, A.","188","1999","08","01","Brasil","Paraná","São José dos Pinhais","Serra do Salto","-49.0444","-25.6993","-49.0444","-25.6993",NA,NA,"Árvore com flores e frutos.","EFC008617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-12-09 17:30:27-03","UFPR","EFC","12125","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2013","12","26","Vieira, R.S.","312","2013","12","26","Brasil","Paraná","Piraquara","Torre do Vigia","-48.9827","-25.5087","-48.9827","-25.5087",NA,NA,"Arvoreta com aproximadamente 2 m. Com frutos negros.","EFC012125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-12-09 17:30:27-03","UFPR","EFC","2683","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Kuniyoshi, Y.S.; Vicentini, A.","5420","1991","07","04","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.815","-25.2532","-48.8150","-25.2532","1550","1550","Arvoreta 2 m, em floresta altomontana a 1550 m s.n.m., próx. pico Paraná.","EFC002683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-12-09 17:30:27-03","UFPR","EFC","11611","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Pacheco, G.; Simão, C.",NA,"1999","06","01","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Árvore comum em capão com araucária __COMMOM_NAME__: Cambuí","EFC011611",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"332","2019-12-09 17:30:27-03","UFPR","EFC","11508","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2013","03","28","Vieira, R.S.","92","2013","03","28","Brasil","Paraná","Piraquara","Torre do Vigia","-48.9827","-25.5087","-48.9827","-25.5087",NA,NA,"Árvore comum em floresta altomontana, com flores alvas muito aromáticas.","EFC011508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-10-15 09:54:00-03","UFPR","EFC","18118","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Liebsch, D.","1245","2006","12","11","Brasil","SC","Vargem Bonita","Faz. Campina da Alegria","-51.791495","-26.871228","-51.791495","-26.871228","1030","1030","Árvore com casca lisa, frutos maduros pretos","EFC018118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-12-09 17:30:27-03","UFPR","EFC","12634","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Blum, C.T.","2013","12","27","Blum, C.T.","1308","2013","12","27","Brasil","Rio Grande do Sul","São Francisco de Paula","Flona de São Francisco de Paula","-50.3932","-29.4212","-50.3932","-29.4212",NA,NA,"Arvoreta com 3m, frutos verdes e negros. Borda de estágio médio.","EFC012634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-12-09 17:30:27-03","UFPR","EFC","13734","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Ribeiro, C.L.","2014","10","02","Ribeiro, C.L. Vieira, R.S.","114","2014","05","29","Brasil","Paraná","Campina Grande do Sul","Morro Capivari Grande","-48.8215","-25.1377","-48.8215","-25.1377",NA,NA,"__COMMOM_NAME__: Cambui","EFC013734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-12-09 17:30:27-03","UFPR","EFC","2717","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.","958","1992","02","04","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1390","1390","Árvore 5m, em floresta atlântica altomontana, 1390m s.n.m.. __COMMOM_NAME__: Guamirim","EFC002717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-12-09 17:30:27-03","UFPR","EFC","12146","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Bizarro, O.M.R.","2014","02","12","Bizarro, O.M.R.","27","2014","02","08","Brasil","Paraná","Campina Grande do Sul","Morro Ciririca","-48.8317","-25.2842","-48.8317","-25.2842",NA,NA,"Arvoreta; Encontrada a 1705m s.n.m. __COMMOM_NAME__: Camboim","EFC012146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-12-09 17:30:27-03","UFPR","EFC","13067","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","08","24","Vieira, R.S.","473","2014","08","22","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - Pico Caratuva","-48.4943","-25.1428","-48.4943","-25.1428",NA,NA,"Arvoreta com 3 m., na floresta altomontana. Com frutos.","EFC013067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-12-09 17:30:27-03","UFPR","EFC","6366","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Roderjan, C.V.","1996","07","18","Rocha, M.R.","24","1996","07","14","Brasil","Paraná","Morretes","P.E. Marumbi","-48.926","-25.4407","-48.9260","-25.4407","550","550","Árvore 2 m, frequente, cume do Rochedinho, 550 m s.n.m., altomontana azonal __COMMOM_NAME__: guamirim","EFC006366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-12-09 17:30:27-03","UFPR","EFC","12590","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Blum, C.T.","2013","12","27","Blum, C.T.","1301","2013","12","27","Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada para a Serra do Umbu (RS 484) Capão em meio a campo seco","-50.3936","-29.3906","-50.3936","-29.3906","900","900","Arvoreta com 3m, frutos roxos quase negros e verdes.","EFC012590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-12-09 17:30:27-03","UFPR","EFC","8616","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","10","03","Koehler, A.","187","1999","07","30","Brasil","Paraná","São José dos Pinhais","Serra do Salto","-49.0444","-25.6993","-49.0444","-25.6993","1350","1350","Arvoreta a cerca de 1350m s.n.m","EFC008616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-12-09 17:30:27-03","UFPR","EFC","2684","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,NA,NA,"1990","10","16","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8401","-25.2645","-48.8401","-25.2645","1500","1500","Arvoreta 1 m, em floresta altomontana a 1500 m s.n.m., pico do Luar.","EFC002684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-12-09 17:30:27-03","UFPR","EFC","12464","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","03","16","Vieira, R.S.",NA,"2014","03","16","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803","-48.4919","-25.0803",NA,NA,"Arvoreta no cume, em refúgio altomontano. Com flores.","EFC012464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-12-09 17:30:27-03","UFPR","EFC","2686","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.; Kuniyoshi, Y.S.","929","1991","07","04","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.815","-25.2532","-48.8150","-25.2532","1550","1550","Arvoreta frequente em floresta altomontana a 1550 m s.n.m., próx. pico Paraná.","EFC002686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-12-09 17:30:27-03","UFPR","EFC","3774","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Roderjan, C.V.","1113","1993","11","07","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1400","1400","Árvore 2 m, frequente na floresta altomontana, a 1400 m s.n.m. Frutos maduros.","EFC003774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-12-09 17:30:27-03","UFPR","EFC","6385","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Roderjan, C.V.","1996","11","15","Roderjan, C.V.","1349","1996","11","14","Brasil","Paraná","Morretes","P.E. Marumbi","-48.9144","-25.4499","-48.9144","-25.4499","1400","1400","Árvore 2 m, frutos vermelhos, Ponta do Tigre, 1400 m s.n.m. __COMMOM_NAME__: guamirim","EFC006385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-12-09 17:30:27-03","UFPR","EFC","13831","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2015","04","10","Vieira, R.S.","717","2015","04","10","Brasil","Paraná","Morretes","Serra da Graciosa - morro Mãe Catira","-48.8302","-25.2409","-48.8302","-25.2409","1400","1400","Arbusto próximo ao cume. Com flores alvas e aromáticas.","EFC013831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-12-09 17:30:27-03","UFPR","EFC","2569","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Roderjan, C.V.","1998","07","15","Kuniyoshi, Y.S.; Struminski, E.",NA,"1991","07","04","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8326","-25.2555","-48.8326","-25.2555","1550","1550","Arvoreta 2 m, em floresta altomontana a 1550 m s.n.m., entre picos Itapiroca e Caratuva. Frutos maduros","EFC002569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-12-09 17:30:27-03","UFPR","EFC","9716","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","10","03",NA,NA,"2003","04","01","Brasil","Paraná","Guarapuava","Rio São Jerônimo","-51.4767","-25.6686","-51.4767","-25.6686","1150","1150","Árvore com 8m, em encosta (divergência) sobre Cambissolo Áplico, 1150m s.n.m. Flores vermelhas. __COMMOM_NAME__: Guamirim 1","EFC009716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-12-09 17:30:27-03","UFPR","EFC","3172","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.","1044","1993","04","01","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1380","1380","Árvore 3m em floresta altomontana, 1380m s.n.m. __COMMOM_NAME__: Guamirim 5","EFC003172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-12-09 17:30:27-03","UFPR","EFC","2716","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.; Kuniyoshi, Y.S.","957","1992","02","14","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1370","1370","Árvore 4m, em floresta atlântica altomontana, 1370m s.n.m.. __COMMOM_NAME__: Guamirim","EFC002716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-12-09 17:30:27-03","UFPR","EFC","2741","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Roderjan, C.V.","967","1992","03","13","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1350","1350","Árvore 4 m, abundante na floresta altomontana a 1350 m s.n.m. Flores brancas. __COMMOM_NAME__: Guamirim","EFC002741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-12-09 17:30:27-03","UFPR","EFC","13691","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Blum, C.T.","2014","07","23","Blum, C.T.; Scheer, M.B.","1744","2014","07","23","Brasil","Paraná","Morretes","Serra da Igreja","-48.8689","-25.6062","-48.8689","-25.6062","1330","1330","Arbusto com 2 m na borda da floresta, aos 1330 m.s.n.m. Frutos verdes e vináceos.","EFC013691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-12-09 17:30:27-03","UFPR","EFC","2685","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Tramujas, A.P.; Vicentini, A.","153","1991","07","05","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.815","-25.2532","-48.8150","-25.2532","1550","1550","Arvoreta 2 m, em floresta altomontana a 1550 m s.n.m., próx. pico Paraná. __COMMOM_NAME__: Cambuí","EFC002685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-15 09:54:00-03","UFPR","EFC","18117","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Liebsch, D.","1224","2006","11","08","Brasil","SC","Ponte Cerrada","Faz. Cristo Rei","-51.892187","-26.938109","-51.892187","-26.938109","1013","1013","Arvoreta com 4 metros. Frutos imaturos com casca lisa branca","EFC018117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-12-09 17:30:27-03","UFPR","EFC","2682","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Kuniyoshi, Y.S.","5419","1991","07","04","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.815","-25.2532","-48.8150","-25.2532","1550","1550","Arvoreta 2 m, em floresta altomontana a 1550 m s.n.m., próx. pico Paraná.","EFC002682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-12-09 17:30:27-03","UFPR","EFC","11477","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2013","04","06","Vieira, R.S.","139","2013","04","06","Brasil","Paraná","Piraquara","Torre do Vigia","-48.9827","-25.5087","-48.9827","-25.5087",NA,NA,"Árvore comum em floresta altomontana. Com flores alvas e aromáticas.","EFC011477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-12-09 17:30:27-03","UFPR","EFC","12770","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","06","02","Vieira, R.S.","380","2014","06","02","Brasil","Paraná","Piraquara","Serra do Marumbi - Morro do Canal","-48.9814","-25.5154","-48.9814","-25.5154",NA,NA,"Arvoreta com 2,5m. na floresta altomontana. Com frutos.","EFC012770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-12-09 17:30:27-03","UFPR","EFC","13655","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Ribeiro, C.L.","2014","09","01","Ribeiro, C.L.; et al.","128","2014","08","23","Brasil","Paraná","Campina Grande do Sul","Morro Cerro verde","-48.8361","-25.2582","-48.8361","-25.2582",NA,NA,"Espécie arbustiva __COMMOM_NAME__: Cambuí","EFC013655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-12-09 17:30:27-03","UFPR","EFC","6666","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Roderjan, C.V.","1997","02","27","Roderjan, C.V.","1360","1997","02","27","Brasil","Paraná","Campina Grande do Sul","Morro Itapiroca - Serra dos Órgãos","-48.8353","-25.2466","-48.8353","-25.2466",NA,NA,"Arbusto 1 m, na bordadura de afloramento rochoso em campo altomontano, a 1700m s.n.m. Flores brancas. __COMMOM_NAME__: guamirim","EFC006666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-12-09 17:30:27-03","UFPR","EFC","13356","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","11","28","Vieira, R.S.; Bizarro, O.M.R.","629","2014","11","19","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - morro Taipabuçú","-48.8279","-25.2324","-48.8279","-25.2324","1600","1600","Arbusto com 1,5 m, em refúgio altomontano. Com frutos pretos.","EFC013356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-12-09 17:30:27-03","UFPR","EFC","2681","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","10","06","Tramujas, A.P.","264","1991","02","03","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8554","-25.2555","-48.8554","-25.2555","1500","1500","Arvoreta frequente em floresta altomontana a 1500 m s.n.m., pico Tucum. __COMMOM_NAME__: Cambuí","EFC002681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-12-09 17:30:27-03","UFPR","EFC","11791","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2013","11","10","Vieira, R.S.; Völtz, R.R.","273","2013","11","10","Brasil","Paraná","Campina Grande do Sul","Cerro Verde","-48.8361","-25.2582","-48.8361","-25.2582",NA,NA,"arbusto com 1,5m em refúgio altomontano. Com frutos escuros.","EFC011791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-12-09 17:30:27-03","UFPR","EFC","14172","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2015","06","06","Vieira, R.S.","757","2015","06","07","Brasil","Paraná","Morretes","Serra do Marumbi - morro Bandeirantes","-48.9279","-25.4685","-48.9279","-25.4685","1470","1470","Arbusto com 1,5 m no cume, em refúgio altomontano. Com flores alvas.","EFC014172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-12-09 17:30:27-03","UFPR","EFC","2680","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Vieira, R.S.","2014","10","06","Tramujas, A.P.","238","1991","02","03","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8361","-25.2582","-48.8361","-25.2582","1625","1625","Arvoreta 1 m, em cume litólico em campo de altitude a 1625 m s.n.m., pico Cerro Verde.","EFC002680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-12-09 17:30:27-03","UFPR","EFC","13689","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Blum, C.T.","2014","07","23","Blum, C.T.; Scheer, M.B.","1742","2014","07","23","Brasil","Paraná","Morretes","Serra da Igreja","-48.8689","-25.6062","-48.8689","-25.6062","1320","1320","Arvoreta com 3,5 m aos 1320 m.s.n.m. Cálice verde.","EFC013689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-12-09 17:30:27-03","UFPR","EFC","10890","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Dunaiski Jr., A.","2011","03","20","Dunaiski Jr., A.; Amaral, W.","4229","2011","03","20","Brasil","Paraná","Palmeira","RPPN Botuquara","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Arbusto de 3,5m., frutos amarelos","EFC010890",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"368","2020-10-15 09:54:00-03","UFPR","EFC","11295","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","2012","10","03","Saueressig, D.; Henke, J.M.","1497","2011","11","30","Brasil","Rio Grande do Sul","Erebango","Erebango/RS","-52.3018989562988","-27.8553009033203",NA,NA,NA,NA,"árvore de 6 metros de altura, subosque de F.O.M. __COMMOM_NAME__: cambuí","EFC011295",NA,NA,NA,NA,NA,NA,"12173","auto",NA,NA,NA,NA
