"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"417","2020-09-22 13:48:28-03","USP","SPFW","1671","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin;Fiaschi",NA,"Amorim, A.M. Fiaschi, P.; Paixão, J.L.; Filadelfo, V.; Sant'Ana, S.C.","4178","2004","07","27",NA,"Brasil","Bahia","Camacã","RPPN Serra Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2020-11-04 17:28:29-03","UEM","HUEM","13016","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Moreira, ALOR","11","2001","08","07",NA,"Brasil","Paraná","Maringá","Parque do Ingá.","-51.9385986328125","-23.4253005981445",NA,NA,NA,"Árvore 2,5m de altura; frutos pretos","HUEM000000954","HUEM000000954","19250","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2020-11-05 13:53:41-03","UNIRIO","HUNI","5921","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","A.V.S. Silva","A.V.S. Silva; M.L.O. Trovó; C.M.G. Fontes; B.O. Aron; O.S. Ananda","16","2017","05","04",NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para a Trilha do Véu da Noiva. PARNA Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Habitat: mata ombrófila densa Habito: árvore","HUNI00005921",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-11-12 16:58:04-03","UEL","FUEL","16963","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fraschi","Fiaschi, P","Torres, RB; Paula, JB; Pereira, CA","1307","2000","09","11",NA,"Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha, UTM= 23/ 396464E 7485792N","-46.008333","-22.731944","1595","1595",NA,NA,NA,NA,NA,NA,"2004","05","-46.008333","-22.731944",NA,NA,NA,NA,NA,NA
"421","2019-11-01 14:53:00-03","UnB","UB","115143","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Ratter, JA","7299","1994","05","30",NA,NA,NA,NA,"Cachoeira de São Bento, 8.0 km from Alto Paraíso de Goiás on the road to the Chapada dos Veadeiros National Park","-47.516667","-14.116667",NA,NA,NA,"Tree 7.0 m tall; Gallery forest on a well-drained slope",NA,NA,NA,NA,"2009","11","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA
"422","2019-11-01 14:53:00-03","UnB","UB","115144","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","20147","1968","02","15","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145.0 km N of Belo Horizonte)",NA,NA,"1300","1300",NA,"Tree ca. 3.0 m x 7.0 cm. Fruit pale purplish green; Gallery margin. Steep sandy slopes with sandstone outcrops at summit",NA,NA,NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"423","2019-11-01 14:53:00-03","UnB","UB","115145","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","13561A","1966","03","05","Southern America","Brasil","Goiás","Serra dos Cristais","Ca. 10.0 km W of Cristalina","-48","-17","1200","1200",NA,"Tree 4.0 m x 6.0 cm. Fruit pale yellow-green; Gallery margin. Campo",NA,NA,NA,NA,"2009","11","-48","-17",NA,NA,NA,NA,NA,NA
"424","2019-11-01 14:53:00-03","UnB","UB","115233","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Bridgewater, S","402","1996","10","23","Southern America","Brasil","Minas Gerais","São Roque de Minas","Mata de Ciro, Casca D'Anta","-46.516667","-20.316667",NA,NA,NA,"Tree 14.0 m, dbh 16.0 cm. Bark brown and smooth with many longitudinally running lenticels; slash pink / red; Mesophytic forest",NA,NA,NA,NA,"2009","11","-46.516667","-20.316667",NA,NA,NA,NA,NA,NA
"425","2019-11-01 14:53:00-03","UnB","UB","115248","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","22316","1969","01","20","Southern America","Brasil","Minas Gerais","Serra do Espinhaço","Ca. 20.0 km SW of Diamantina",NA,NA,"1200","1200",NA,"Tree ca. 5.0 m x 8.0 cm. Flowers light gray-green. Fruit purplish green; Gallery. Ravine with steep rocky walls",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2019-11-01 14:53:00-03","UnB","UB","115249","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","21815","1969","01","12","Southern America","Brasil","Minas Gerais",NA,"Ca. 27.0 km SW of Diamantina on road to Gouveia",NA,NA,"1300","1300",NA,"Tree ca. 4.0 m x 4.0 cm. Flowers gray-green. Fruit greenish violet; Gallery shade. Grassy meadow bording gallery forest",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-11-01 14:53:00-03","UnB","UB","115250","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Pirani, JR","5205","2004","01","20","Southern America","Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada, 11.4 km SW da estrada Congonhas do Norte - Gouveia, entrada ramificando a 3.7 km NE de Congonhas do Norte, estrada pelo alto da serra denominada localmente como Serra do João Camilo","-43.745833","-18.855","1313","1313",NA,"Árvore 7.0 m alt., fuste 3.5 m. Inflorescências pêndulas, numerosas em toda a copa. Hipanto e cálice cinéros, corola e estames verde-claros. Frutos verde-cinéreos; Campos rupestres, afloramentos rochosos e mata ciliar",NA,NA,NA,NA,"2005",NA,"-43.745833","-18.855",NA,NA,NA,NA,NA,NA
"428","2019-11-01 14:53:00-03","UnB","UB","139765","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Nitikman, LZ","34","1984","01","31","Southern America","Brasil","Distrito Federal",NA,"Fazenda Água Limpa, Mata Capetinga, 20km S of Brasília.",NA,NA,NA,NA,NA,"Sapling 1cm.; Gallery forest.",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2019-11-01 14:53:00-03","UnB","UB","139766","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Ratter, JA","3713","1976","10","07","Southern America","Brasil","Distrito Federal",NA,"Fazenda Água Limpa, University of Brasília field station, near Vargem Bonita, 18km SSW of Brasília TV Tower.",NA,NA,NA,NA,NA,"Sapling.; Gallery forest.",NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2019-11-01 14:53:00-03","UnB","UB","194929","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fernandes, MH","Fernandes, MH; et al.","249","2012","09","14","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Santa Cecília. Núcleo Rural Rajadinha II","-47.639167","-15.765833","958","958",NA,"Árvore 3m. Fruto imaturo verde; Mata de galeria inundável. Relevo plano. Solo argiloso com pouca serrapilheira",NA,NA,NA,NA,"2012","09","-47.639167","-15.765833",NA,NA,NA,NA,NA,NA
"431","2019-11-01 14:53:00-03","UnB","UB","210635","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Villarroel, D","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM; Concha, C","BP7","2012","10","08","Southern America","Brasil","Goiás","Edéia","Fazenda Tupi (MCFPAB)","-50.068611","-17.771389","426","426",NA,"Mata ciliar. Solo argiloso vermelho",NA,NA,NA,NA,"2012",NA,"-50.068611","-17.771389",NA,NA,NA,NA,NA,NA
"432","2019-11-01 14:53:00-03","UnB","UB","211657","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB","MCFPAC48","2012","08","17","Southern America","Brasil","Goiás","Edéia","Fazenda Tupi (MCFPAC)","-50.1012","-17.788","395","395",NA,"Arbusto, 1,7m. Juvenil; Mata seca/ciliar. Solo pedregoso, latossolo marrom escuro",NA,NA,NA,NA,"2012",NA,"-50.1012","-17.788",NA,NA,NA,NA,NA,NA
"433","2019-11-01 14:53:00-03","UnB","UB","212881","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Villarroel, D","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","RE943","2012","10","06","Southern America","Brasil","Goiás","Edéia","Fazenda Canadá (MSFCDB)","-50.1158","-17.7214","523","523",NA,"Arbusto 1.2 m. Folha alterna; Mata mesofítica. Solo argilo-arenoso, marrom",NA,NA,NA,NA,"2012",NA,"-50.1158","-17.7214",NA,NA,NA,NA,NA,NA
"434","2019-11-01 14:53:00-03","UnB","UB","213441","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Oliveira, RP","Oliveira, RP; Arcela, V","104","2013","02","17","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (Córrego Capetinga)","-47.941389","-15.954444",NA,NA,NA,"Árvore com 18m de altura. Flor branca; Mata de galeria não inundável. Relevo plano",NA,NA,NA,NA,"2013","02","-47.941389","-15.954444",NA,NA,NA,NA,NA,NA
"435","2019-11-01 14:53:00-03","UnB","UB","23772","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Pires, JM","9462","1963","04","26","Southern America","Brasil",NA,NA,"córrego Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-11-01 14:53:00-03","UnB","UB","23785","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","33046","1971","03","23","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Ca. 30.0 km N of Alto Paraíso","-47.516667","-14.116667","1250","1250",NA,"Tree ca. 6.0 m x 15.0 cm. Flowers in bud; Gallery. Cerrado on outcrops with surrounding wet campo (brejo) and adjacent gallery forest",NA,NA,NA,NA,"2009","11","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA
"437","2019-11-01 14:53:00-03","UnB","UB","23804","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","12623","1966","02","11","Southern America","Brasil","Goiás","Chapada dos Veadeiros","Ca. 20.0 km W of Veadeiros",NA,NA,"1000","1000",NA,"Simple treelet ca. 2.0 m tall. In bud; Rocky slopes and wet campo",NA,NA,NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-11-01 14:53:00-03","UnB","UB","23813","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","13561","1966","03","05","Southern America","Brasil","Goiás","Serra dos Cristais","Ca. 10.0 km W of Cristalina",NA,NA,"1200","1200",NA,"Tree ca. 4.0 m x 6.0 cm. Fruit pale yellow-green; Campo",NA,NA,NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"439","2019-11-01 14:53:00-03","UnB","UB","23820","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Oliveira, FCA","61","1994","09","06","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Alto Paraíso - Vale da Lua, 36.0 km de Alto Paraíso","-47.516667","-14.116667",NA,NA,NA,"Árvore ca. 5.0 m alt. x 0.05 m diâm. Frutos maduros de cor preta e imaturos verdes em inflorescência laxa. Presença de lenticelas nos galhos próximo às inflorescências; Floresta em nascente de córrego, ao lado esquerdo da estrada",NA,NA,NA,NA,"2009","11","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA
"440","2019-11-01 14:53:00-03","UnB","UB","4266","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Ramos, PCM","602","1991","01","22","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Mata do Capão Comprido","-47.933333","-15.883333",NA,NA,NA,"Flores.; Árvore 10m x 20cm; .",NA,NA,NA,NA,NA,NA,"-47.933333","-15.883333",NA,NA,NA,NA,NA,NA
"441","2019-11-01 14:53:00-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Oliveira, ALR","Sousa, CA","IFN-4802373.2","2017","07","04","Southern America","Brasil","Maranhão","Imperatriz",NA,"-47.52","-5.4",NA,NA,NA,"Inventário Florestal Nacional (IFN). Medições na subunidade completa. Conglomerado MA-480. Subunidade 3. Subparcela 2. Indivíduo 9; Árvore; 9m de altura; DAP 13,5cm. Base do caule reta. Casca externa de cor cinza, casca interna avermel","UB0128695",NA,NA,NA,"2017","10","-47.52","-5.4","13",NA,NA,NA,NA,NA
"442","2019-11-01 14:53:00-03","UnB","UB","216794","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Kuhlmann, MP","Kuhlmann, MP","203","2013","04","16","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 8 m; exsudação hialina; frutos maduros cor roxa; 2 sementes p/fruto; zoocórico.; Mata de Galeria",NA,NA,"70570","auto","2013","04",NA,NA,"16",NA,NA,NA,NA,NA
"443","2019-11-01 14:53:00-03","UnB","UB","216618","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Kuhlmann, MP","Kuhlmann, MP","203","2013","04","16","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 8 m; exsudação hialina; frutos maduros cor roxa; 2 sementes p/fruto; zoocórico.; Mata de Galeria",NA,NA,"70570","auto","2013","04",NA,NA,"16",NA,NA,NA,NA,NA
"444","2019-11-01 14:53:00-03","UnB","UB","23770","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Irwin, HS","25387","1970","01","25","Southern America","Brasil","Goiás","Catalão","Ca. 24.0 km NE of Catalão","-47.9463996887207","-18.1658000946045","875","875",NA,"Tree ca. 7.0 m x 12.0 cm. Fruit purplish green; Gallery margin. Gallery forest and adjoining cerrado",NA,NA,"94621","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"445","2019-11-01 14:53:00-03","UnB","UB","115191","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Arruda, R","367","2003","04","12","Southern America","Brasil","Minas Gerais","Perdizes","EPDA-Galheiro. Mata da Aparecida. Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Árvore ca. 3.0 m. Frutos verdes; Mata de galeria",NA,NA,"45889","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"446","2019-11-01 14:53:00-03","UnB","UB","115277","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Silva, FC","1947","1996","08","18","Southern America","Brasil","Paraná ","Sapopema","Área de Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,"Árvore 25.0 m alt. Frutos imaturos verdes",NA,NA,"21990","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"447","2019-11-01 14:53:00-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","clauseniana","Schefflera clauseniana","Frodin","Frodin, D","Irwin, HS; Santos, RR","11511","1966","01","09","Southern America","Brasil","Distrito Federal","Brasília","Córrego Paranoazinho, near Sobradinho - DF","-47.9296989440918","-15.7797002792358","1050","1050",NA,"Round-headed tree 5 m x 20 cm. Corolla green; anthers yellow; Rocky slopes",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-11-01 14:53:00-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","Frodin, D","Heringer, EP","10793","1965","11","26","Southern America","Brasil","Distrito Federal","Brasília","Parque municipal do Gama","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore de 5 m, flores pequenas, sobre pedra; Mata ciliar",NA,NA,"70570","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-08-20 14:54:34-03","UFSC","FLOR","68146","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Fiaschi, P.","Ordones, J.; et al.","1795","2012","04","17",NA,"Brasil","Minas Gerais","Santana do Riacho","RPPN (Reserva Particular do Patrimônio Natural) Brumas do Espinhaço e Ermo dos Gerais.","-43.71","-19.040833","1310","1310",NA,"Árvore, frutos avermelhados quando maduros. Cerrado, mata de brejo. Endêmica de MG, Levantamento Florístico da RPPN Brumas do Espinhaço, Ponto 84. Duplicata de BHZB 8995","FLOR0068146","FLOR0068146_01 FLOR0068146_02",NA,NA,"2020","01","43º42'36''W","19º2'27''S","29",NA,NA,NA,NA,NA
"450","2020-08-20 14:54:34-03","UFSC","FLOR","68380","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.",NA,"Fonseca, M.L.; Alvarenga, D.","4795","2003","05","21",NA,"Brasil","Distrito Federal","Brasília","Área de Proteção Ambiental (APA) Gama e Cabeça de Veado. Área de Relevante interesse Ecológio (ARIE) do Córrego do Cedro. Administração Regional do Núcleo Bandeirante. Lagoa do Córrego do Cedro. SMPW Q16 conj.1 em frrente ao lote 4.","-47.945278","-15.900833",NA,NA,NA,"Árvore ca. 7m de altura e 0,3m de DAP; folhas com face abaxial prateada, adaxial verde escuro; frutos imaturos amarelados. Comum. Solo argiloso/turfoso; pequena mata inundável na vereda.","FLOR0068380",NA,NA,NA,NA,NA,"47º56'43''W","15º54'3''S",NA,NA,NA,NA,NA,NA
"451","2020-08-20 14:54:34-03","UFSC","FLOR","68347","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Fiaschi, P.","Pereira, B.A.S.","3464","2001","04",NA,NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358","1100","1100",NA,"Árvore ca. 12m altura e 0,25m DAP; com copa esgalhada e assimétrica; casca fina, acizentada, lisa; folhas discolores, glabras; fruto imaturo verde brancacento ou amarelado. Mata de galeria do Córrego Roncador, logo abaixo do antigo vi","FLOR0068347",NA,"70570","auto","2020","01",NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-08-20 14:54:36-03","UFSC","FLOR","59867","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Folli, D.A.","Folli, D.A.","6779","2011","05","09",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","670","670",NA,"Arbóreo. Botão e flor cor verde, exsudação: seiva e incolor, descamação ausente, forma fuste cilíndrico, superfície da casca áspera, altura total 26m, altura fuste 16m, cap fuste 148cm, diâmetro copa 5mEcossistema: Mata de altitude. F","FLOR0059867","FLOR0059867","48150","auto","2011","05",NA,NA,"09",NA,NA,NA,NA,NA
"453","2020-08-20 14:54:36-03","UFSC","FLOR","66506","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Bovini, M.G.; Braga, J.M.A.; Neto, S.S.","805","1995","06","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Parcela 1, Programa Mata Atlântica.","-44.5633010864258","-22.4960994720459","600","600",NA,"Árvore heliófita com cerca de 11 metros de altura. Folhas cartáceas levemente discolores. Frutos imaturos verdes. Muitos frutos","FLOR0066506","FLOR0066506","19648","auto","2015","03",NA,NA,NA,NA,NA,NA,NA,NA
"454","2021-03-04 15:42:17-03","IF","SPSF","48692","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","N.M.Ivanauskas","N.M.Ivanauskas & R.T.Polisel & L.N.Gonçalves & R. Fletcher & D.Souza","6622","2014","05","06","América do Sul","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266944","-22.526944","1307","1307",NA,"COLETA: Árvore com 18m. Frutos imaturos verdes. Indivíduo 8221 da fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,NA,NA,"2014","05",NA,NA,"26","Magnoliopsida",NA,NA,NA,NA
"455","2021-03-04 15:42:17-03","IF","SPSF","08571","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","J.P.M. Carvalho & M.J.Robim",NA,"1984","06","19","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com 15m de altura, frutos verdes.;",NA,NA,"21048","auto","2005","01",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"456","2021-03-04 15:42:17-03","IF","SPSF","11516","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","M.J.Robim","472","1987","10","08","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"21048","auto","2005","12",NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"457","2021-03-04 15:42:17-03","IF","SPSF","35294","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","F. A. R. D. P. Arzolla","F. A. R. D. P. Arzolla & J.D.Braz","1004","2005","09","09","América do Sul","Brasil","SP","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939","1600","1600",NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore, frutos imaturos.;",NA,NA,"24176","auto","2008","02",NA,NA,"28","Magnoliopsida",NA,NA,NA,NA
"458","2021-03-04 15:42:17-03","IF","SPSF","13923","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"M.Kuhlmann","2506","1950","06","12","América do Sul","Brasil","MG","Delfim Moreira","Sao Francisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"20219","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"459","2021-03-04 15:42:17-03","IF","SPSF","12556","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"A.Custodio Filho & G.A.D.C. Franco","2915","1988","03","01","América do Sul","Brasil","SP","Salesópolis","Reserva Florestal, Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore, estéril.;",NA,NA,"18032","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"460","2017-09-11 17:07:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","calvum","Didymopanax calvum","(Cham.) Decne. & Planch.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat Brasiliae loco haud addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","claussenianum","Didymopanax claussenianum","Decne. & Planch. ex Marchal",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2017-09-11 17:07:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Araliaceae","Didymopanax","claussenianum","Didymopanax claussenianum","Decne. & Planch. ex Marchal",NA,"Sello, HL","1807",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasiliae loco accuratius haud addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
