"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"49","2019-02-15 11:46:28-02","IPA","IPA","63753","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, M.L.","Pirani, J.R.; et al.; et al.","CFSC6575","1980","10","10","Southern America","Brasil","Minas Gerais","Santana do Riacho","km 105 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro, próximo à pensão Chapéu de Sol.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto ca. 50cm; flores brancas.","IPA0063753",NA,NA,NA,"26557","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:31:34-03","IAP","PACA-AGP","87273","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","Hatschbach, G.","73786","2002","08","23",NA,"Brasil","MG","Buenópolis","Serra do Cabral, Estrada Real, subida a Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,NA,"50cm de altura e flor alva. Habitat: campo cerrado Hábito: subarbusto","PACA087273",NA,NA,NA,"42854","auto","2002",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:31:34-03","IAP","PACA-AGP","87296","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","Hatschbach, G.","73709","2002","08","21",NA,"Brasil","MG","Cristália","Rod. Grão Mogol a Cristália, próximo ao Rio Soberbo","-42.8622016906738","-16.8003005981445",NA,NA,NA,"1,50m de altura e flor alva. Habitat: carrascal Hábito: arbusto","PACA087296",NA,NA,NA,"30029","auto","2002",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:18:39-03","UFV","VIC","22444","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC",NA,"Lopes, W.P.","558","1998","09","27",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore de ca 10 m, flores de coloração creme, frutos secos de estação passada","VIC022444","VIC022444",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-24 17:09:37-03","UFES","SAMES","8936","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.C.Souza.","Nascimento,M.M.","3","2019","02","25",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,NA,"Inflorescência amarelada, folhas com a parte adaxial brilhosa e parte abaxial opaca.","SAMES08936",NA,NA,NA,"28525","auto","2019","09","05",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-24 17:09:37-03","UFES","SAMES","4026","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Menezes,L.F.T.","2013","2012","06","05",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta de tabuleiro.","-40.2132987976074","-18.3703002929688",NA,NA,NA,"Árvore de 4m, com flores em botões.","SAMES04026",NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055514","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","M. Sobral, 1991.","G. Hatschbach; C. Coczicki","33271","1973","11","15",NA,"Brazil","Mato Grosso","Alto Araguaia","Arredores.","-53.2","-17.3167",NA,NA,NA,"Coor from www.fallingrain.com/world; Subarbusto 50cm, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055511","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"L. Coradin; R.S. Kraft, J.C.S. Silva and G.P. Silva","1170","1978","9","28",NA,"Brazil","Bahia",NA,"BR-020, km 702, Brasilia-Fortaleza, beira de estrada. Mun. Barreiras.","-44.995108","-12.147747",NA,NA,NA,"subarbusto de 1 m. crescimento ereto, filoaxia: opostas. flor brancas. ambiente geral: cerrado. comportamiento independente . frequencia comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","L. R. Landrum","R. C. Mendonca; E. Cardoso, D. Alvarenga, F. C. A. Oliveira, M. Aparecida da Silva","3276","1997","11","11",NA,"Brazil","Bahia",NA,"Mpio. Formosa do Rio Preto; Estrondo Farm, ca. 14km from the ponte do Corrego Riachao, in direction of the farm headquarters.","-45.5606","-11.1086","525",NA,NA,"Shrub 3m tall and 8cm DAP; heliophyte; shreddy bark, fissured trunk; cartaceous leaves, green discolorous; mature fruits of almost black-red color, pink-green color when immature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055513","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","L. R. Landrum","D. Alvarenga; R. C. Mendonca, M. Aparecida da Silva, F. C. A. Oliveira","1046","1997","11","10",NA,"Brazil","Bahia",NA,"Mpio. Formosa do Rio Preto; Estrondo Farm; in vicinity of Corrego Riachao","-45.4656","-11.11","505",NA,NA,"Shrub ca. 2.5m tall, 5cm DAP; heliophyte; with exfoliating bark on trunk; cartaceous leaves, immature fruits yellowish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055949","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"R.F. Vieira; G.P. Silva, O. Alvarez","1170","1991","11","18",NA,"Brazil","Bahia",NA,"A 130 km de Correntina.","-44.6333","-13.3667",NA,NA,NA,"Arvore de 3 m; frutos verdes. Comun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057318","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","R. P. Oliveira; M. M. de Silva, I. Castro","327","2000","2","25",NA,"Brazil","Bahia",NA,"Lagedo do Tabocal. Mata de Fazenda Araponga, ca. 7 km de cidade.","-40.239277","-13.450151",NA,NA,NA,"Arbusto ca. 1.8 m alt. Folhas coriaceas. Fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055563","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral, 1995.","G. Hatschbach","29955","1972","8","6",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipo.","-43.75","-19.5",NA,NA,NA,"Coor from www.fallingrain.com/world; Subarbusto, 70cm, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055569","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"C. Cardoso; J.A. Ratter, J. Fonseca Filho, G.B. dos Santos, A. Pott","2","1996","9","23",NA,"Brazil","Mato Grosso do Sul","Cipolandia","Entre Cipolandia e Jacobina. Centro Oeste.","-55.3333","-22",NA,NA,NA,"Arbusto 1.8m, esteril.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055573","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.L. Kawasaki, Feb/1985.","M.L. Kawasaki; R. Harley, B. Stannard, J.D.P. Oliveira","6429","1984","11","26",NA,"Brazil","Minas Gerais","Francisco Sa","Na estrada para Grao Mogol. 11km de Francisco Sa. Serra do Calixto.","-43.5","-16.4667",NA,NA,NA,"Coor from www.fallingrain.com/world; Arbusto 50-80cm de alto; frutos verdes ate negros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055570","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"G. L. Esteves; R. Harley, B. Stannard, H. Longi-Wagner, M. G. Arrais","5993","1984","11","15",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipo. km 123 Margem do Corrego. Ao longo da Rod. Belo Horizonte-Conceicao do Mato Dentro.","-43.680259","-19.117043",NA,NA,NA,"Subarbusto ate 1.0m de alto; frutos vermelhos e amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057064","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L. R. Landrum","M.L. Kawasaki; B. Stannard, J.D.P. Oliveira and R.M. Harley","6513A","1984","11","27",NA,"Brazil","Minas Gerais",NA,"Ao norte do Grao Mogol","-42.893887","-16.557467","900","1000",NA,"Arbusto ate 2,0 m. Inflorescencia ferrugina. Flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057063","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L. R. Landrum","M. M. Arbo; Monteiro R., Schinini A. & Furlan A.","3259","1990","1","3",NA,"Brazil","Minas Gerais",NA,"Serra dos Piloes, 12 km SW de Guarda Mor, camino a San Antonio de Rio Verde","-47.102874","-17.754592","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055564","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral, 1991.","G. Hatschbach; M. Hatschbach, J.M. Silva","54679","1990","10","17",NA,"Brazil","Goias","Teresina de Goias","Rod. GO-118, descida para Cavalcante.","-47.258012","-13.779535",NA,NA,NA,"Arbusto, 1m, frutos avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055568","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L. R. Landrum","A.M. Giuletti; R.M. Harley, M.G. Wanderly, E. Varanda and A. Furlan","4528","1984","7","15",NA,"Brazil","Minas Gerais",NA,"Rio Vermelha, Pedra Menina, Morro do Ambrosio","-43.1","-18.133333",NA,NA,NA,"arvore de 3 m. Frutos de verdes a protos, passa por vinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055565","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L.R. Landrum, 2005.","V.C. Souza et al.","24799","2000","7","31",NA,"Brazil","Goias","Teresina de Goias","Fazenda Hotel Ecologico, Alpes Goianos. Rod. GO-118, km 202","-47.0189","-13.8997",NA,NA,NA,"Arbusto ca. 1m alt; flores crème.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057482","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","E. Melo; F. Franca","3197","1999","12","5",NA,"Brazil","Bahia",NA,"Jaguaquara. Área do EBDA, ca. 6 km W do entroncamento da BR 116.","-40.113889","-13.526389","780",NA,NA,"Arbusto escandente. Folhas coriaceas discolores. Petalas brancas. Estames brancos, frageis; caindo no mais leve toque no ramo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055562","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral, 1999.","G. Hatschbach; M. Hatschbach, Motta","63234","1995","8","21",NA,"Brazil","Bahia",NA,"Caetite, 5-8km S.","-42.486183","-14.0648",NA,NA,NA,"Aubarbusto ramoso; 50cm; flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055566","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L.R. Landrum, 2005","V.C. Souza et al.","28257","2002","2","23",NA,"Brazil","Minas Gerais","Itacambira","Estrada Itacambira-Juramento ca. 15km de Itacambira.","-47.0189","-16.9881",NA,NA,NA,"Arbusto, ca. 2.5m alt; flores crème.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055572","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L.R. Landrum, 1993.","R. Mello-Silva; M.M. Arbo, J. Vicente","708","1992","11","19",NA,"Brazil","Minas Gerais","Botumirim","Salida al S de la ciudad.","-43.0167","-16.8667","1050","1170",NA,"Arbusto ca. 1m; ramas, vena media (enves) e inflorescencia ferrugineas; frutos inmaduros verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055571","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L.R. Landrum, 1993.","R. Mello-Silva; M.M. Arbo, J. Vicente","729","1992","11","20",NA,"Brazil","Minas Gerais","Botumirim","14km NW of Botumirim, camino hacia Adao Colares y Barrocao.","-43.0833","-16.75",NA,NA,NA,"Arbusto 1.5m hojas discoloras; fruto inmaduro verde, luego rojizo y por ultimo negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056123","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","E. Lucas & A. C. Araujo (specieslink CVRD)","I. A. Silva","246","1981","3","6",NA,"Brazil","Espirito Santo",NA,"Reserva Florestal da CVRD. Linhares. Est. GAVEA, ant. X-2, km 16.977, lado dereito.","-40.0667","-19.4167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arvore, +/-26 m de altura e fuste de +/-18 m, DAP 26 cm, diam da copa +/-6 m. Com flor branca e botao marron. Fuste cilindrico e casca escamosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055561","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"V.C. Souza et al.","26301","2001","7","17",NA,"Brazil","Bahia","Abaira","Estrada Abaira. Mucuge. Proximo a Brejo de Cima.","-41.5531","-13.3086",NA,NA,NA,"Arbusto (rebrota?), ca. 1m alt; botoes verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055567","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","L.R. Landrum, 2005.","T.B. Cavalcanti; M.A. de Assis, G.P. Silva, I. Cordeiro","611","1990","8","9",NA,"Brazil","Distrito Federal","Sobradinho","Fercal, APA da Cafuringa. A 38km do Cenargen.","-47.8167","-15.6333",NA,NA,NA,"Coor from www.fallingrain.com/world; Subarbusto, flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 14:40:24-03","UFJF","CESJ","10952","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.F. Santos","L. Krieger; U.C. Câmara","CESJ10952","1971","11","14","América do Sul","Brasil","Minas Gerais","Santana do Pirapama",NA,NA,NA,NA,NA,NA,"Arbusto com flores brancas, frutos negros quando maduros, no Cerrado.","CESJ010952",NA,NA,NA,NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:40:24-03","UFJF","CESJ","45581","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","G. Hatschbach; et al.","s.n.","2002","07","15","América do Sul","Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"CESJ045581",NA,NA,NA,"37503","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:40:24-03","UFJF","CESJ","40415","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","R.M. Castro; D.S. Pifano; R.O.Garcia; K. Antunes; A.S.M. Valente","785","2003","02","11","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,NA,NA,"Arbusto no interior da mata ca. 2 m alt. Frutos imaturos vermelhos, maduros roxos, palatáveis.","CESJ040415",NA,NA,NA,"20981","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:40:24-03","UFJF","CESJ","40413","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","D.S. Pifano; R.M. Castro; R.O.Garcia; K. Antunes; A.S.M. Valente","464","2003","02","11","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos - Fazenda Primavera","-43.0106010437012","-21.5400009155273",NA,NA,NA,"Arvoreta ca. 4 m na borda da mata em local de clareira. Frutos imaturos verdes e maduros roxos.","CESJ040413",NA,NA,NA,"20981","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:40:24-03","UFJF","CESJ","32118","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","G. Hatschbach","29830","1972","08","04","América do Sul","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto, 1 m, flor alva. Encosta rochosa de morro (campo rupestre).","CESJ032118",NA,NA,NA,"31264","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:40:24-03","UFJF","CESJ","40414","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","R.M. Castro; D.S. Pifano; R.O.Garcia; K. Antunes; A.S.M. Valente","850","2003","02","19","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,NA,NA,"Arvoreta no sub-bosque no topo do morro. Ramos e peciolo vermelhos. Frutos imaturos vermelhos, maduros vináceo.","CESJ040414",NA,NA,NA,"20981","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-04-07 11:46:37-03","UFMS","CGMS","67716","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","G. Hatschbach; H. Hatschbach; J.M. Silva","73786","2002","08","23",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral, subida Buenópolis para Estrada Real.","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Flor alva. Habitat: Campo cerrado. Solo rochoso. Habito: Subarbusto. 50 cm de altura.","CGMS1100675",NA,NA,NA,"42854","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-04-07 11:46:37-03","UFMS","CGMS","67713","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","G. Hatschbach; M. Hatschbach; J.M. Silva","73709","2002","08","21",NA,"Brasil","Minas Gerais","Cristália","Rodovia Grão Mogol - Cristália, próximo do Rio Soberbo.","-42.8622016906738","-16.8003005981445",NA,NA,NA,"Flor branca. Habitat: Carrascal. Habito: Arbusto. 1,50 m de altura.","CGMS1100672",NA,NA,NA,"30029","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-04-07 11:46:37-03","UFMS","CGMS","67715","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. Sobral","G. Hatschbach; H. Hatschbach; J.M. Silva","73663","2002","08","18",NA,"Brasil","Minas Gerais","Montes Claros","Rodovia BR-135, próximo do Km 392.","-43.8616981506348","-16.7350006103516",NA,NA,NA,"Flor branca. Habitat: Campo cerrado. Habito: Subarbusto simples.","CGMS1100674",NA,NA,NA,"72568","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:36:48-03","UNICAMP","UEC","124410","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Tozzi, AMGA; Rodrigues, RS","2001581","2001","11","14",NA,"Brazil","Minas Gerais","Brasília de Minas",NA,"-43.945472","-16.599667","840","840",NA,"Arbusto 60 cm alt., frutos avermelhados.","UEC118142","UEC118142","-43.945472","-16.599667",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-02-10 17:56:03-03","UNICAMP","UEC","12007","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Ratter, JA; Fonseca, SG; Castro, RA","2206","1972","08","25",NA,"Brazil","Mato Grosso","Vale dos Sonhos","80 km N of Barra do Garças on the road to Xavantina.","-52.333333","-15.666667",NA,NA,NA,"Tree, 13 m tall. Trunk 20 cm diam. ath breast height, fluked. Blaze: cortex sandy pink; wood straw colored. &nf;1 m semideciduous seasonal forest.","UEC111087",NA,"-52.333333","-15.666667",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:36:48-03","UNICAMP","UEC","107355","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Sobral, M","Ratter, JA; Fonsêca Filho, J; Bridgewater, S; Farias, R","8107","1998","11","15",NA,"Brazil","Tocantins",NA,"70km form Ponte Alta on the road to Mateiros.","-47.083333","-10.4","450","450",NA,"Tree, 4m tall, 12cm dbh, with charred, vertically fissured bark. Ripe fruits red-purple.&nf;; In campo sujo on sandy soil with scattered trees to c. 8m tall.","UEC033136","UEC033136","-47.083333","-10.4",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-02-10 17:56:03-03","UNICAMP","UEC","117209","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Martins, AB; Matsumoto, K; Faria, AD; Lopes, CA; Belinello, R","35700","1997","10","10",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira Vargem Grande","-44.703056","-21.473333","950","950",NA,NA,"UEC012899","UEC012899","-44.703056","-21.473333",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-03-02 11:04:44-03","UNICAMP","UEC","128022","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Lima, DF","Costa, IR; Kinoshita, LS; Yamamoto, K; Verola, CF; Rio, MCS; Kanakura, HCC","446","2002","09","23",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, Trilha do paredao, seguindo para a cachoeira proxima da Fazenda Monjolos",NA,NA,NA,NA,NA,"arbusto, cerca de 1m, folhas pilosas na face abaxial, frutos imaturos com manchas roxas, coletada na disciplina taxonomia de Dicotiledoneas (C-25)","UEC063703","UEC063703",NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:36:48-03","UNICAMP","UEC","129501","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","A.DC.","Santos, MF","Kinoshita, LS; Yamamoto, K; Costa, IR; Verola, CF; Rio, MCS","c035","2002","09","24",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó- estrada em frente à Pousada Fazenda Monjolo, Trilha do Paredão, próximo à cachoeira.",NA,NA,NA,NA,NA,"Arbusto ca 1m, frutos maduros atro-púrpuros.","UEC063809","UEC063809",NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
