especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Utricularia longifolia,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,8583,Utricularia longifolia Gardner,NA,Lentibulariaceae,species,accepted,Utricularia longifolia,LC,,Utricularia longifolia,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SE|BR-SP,Utricularia,longifolia,NA,correct
Utricularia nana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8585,Utricularia nana A.St.-Hil. & Girard,NA,Lentibulariaceae,species,accepted,Utricularia nana,NA,,Utricularia nana,BR-AM|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RN|BR-RR|BR-SE|BR-SP|BR-TO,Utricularia,nana,NA,correct
Utricularia nelumbifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8586,Utricularia nelumbifolia Gardner,NA,Lentibulariaceae,species,accepted,Utricularia nelumbifolia,NA,,Utricularia nelumbifolia,BR-ES|BR-GO|BR-MG|BR-RJ|BR-SP,Utricularia,nelumbifolia,NA,correct
Utricularia neottioides,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,19293,Utricularia neottioides A.St.-Hil. & Girard,NA,Lentibulariaceae,species,accepted,Utricularia neottioides,NA,,Utricularia neottioides,BR-AM|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-SP|BR-TO,Utricularia,neottioides,NA,correct
Utricularia nervosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8588,Utricularia nervosa Weber ex Benj.,NA,Lentibulariaceae,species,accepted,Utricularia nervosa,NA,,Utricularia nervosa,BR-AM|BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-SC|BR-SP|BR-TO,Utricularia,nervosa,NA,correct
Utricularia nigrescens,sima-SP_oficial-cncflora_web-UICN_API-mpoSP,NA,LC,EN,EN,NA,LC,LC,EN,NA,8589,Utricularia nigrescens Sylvén,NA,Lentibulariaceae,species,accepted,Utricularia nigrescens,LC,,Utricularia nigrescens,BR-GO|BR-MG|BR-MT|BR-PA|BR-SP|BR-TO,Utricularia,nigrescens,NA,correct
Utricularia olivacea,sima-SP_oficial-UICN_API,NA,NA,VU,VU,NA,NA,LC,NA,NA,8590,Utricularia olivacea C.Wright ex Griseb.,NA,Lentibulariaceae,species,accepted,Utricularia olivacea,NA,,Utricularia olivacea,BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SE|BR-SP,Utricularia,olivacea,NA,correct
Utricularia praelonga,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8593,Utricularia praelonga A.St.-Hil. & Girard,NA,Lentibulariaceae,species,accepted,Utricularia praelonga,NA,,Utricularia praelonga,BR-AC|BR-BA|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Utricularia,praelonga,NA,correct
Utricularia pubescens,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8594,Utricularia pubescens Sm.,NA,Lentibulariaceae,species,accepted,Utricularia pubescens,NA,,Utricularia pubescens,BR-AM|BR-CE|BR-GO|BR-MG|BR-MT|BR-RJ|BR-RR|BR-SP,Utricularia,pubescens,NA,correct
Utricularia pusilla,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8595,Utricularia pusilla Vahl,NA,Lentibulariaceae,species,accepted,Utricularia pusilla,NA,,Utricularia pusilla,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RR|BR-SE|BR-SP|BR-TO,Utricularia,pusilla,NA,correct
Utricularia reniformis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8596,Utricularia reniformis A.St.-Hil.,NA,Lentibulariaceae,species,accepted,Utricularia reniformis,NA,,Utricularia reniformis,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Utricularia,reniformis,NA,correct
Utricularia subulata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8598,Utricularia subulata L.,NA,Lentibulariaceae,species,accepted,Utricularia subulata,NA,,Utricularia subulata,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Utricularia,subulata,NA,correct
Utricularia trichophylla,sima-SP_oficial-cncflora_web-UICN_API-mpoSP,NA,LC,VU,VU,NA,LC,LC,VU,NA,19297,Utricularia trichophylla Spruce ex Oliv.,NA,Lentibulariaceae,species,accepted,Utricularia trichophylla,LC,,Utricularia trichophylla,BR-AC|BR-AM|BR-BA|BR-CE|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-RN|BR-SP|BR-TO,Utricularia,trichophylla,NA,correct
Utricularia tricolor,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8599,Utricularia tricolor A.St.-Hil.,NA,Lentibulariaceae,species,accepted,Utricularia tricolor,NA,,Utricularia tricolor,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Utricularia,tricolor,NA,correct
Utricularia tridentata,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,25691,Utricularia tridentata Sylvén,NA,Lentibulariaceae,species,accepted,Utricularia tridentata,VU,,Utricularia tridentata,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC,Utricularia,tridentata,NA,correct
Utricularia warmingii,sima-SP_oficial-cncflora_web-UICN_API,NA,DD,EX,EX,NA,DD,LC,NA,NA,8603,Utricularia warmingii Kamienski,NA,Lentibulariaceae,species,accepted,Utricularia warmingii,DD,,Utricularia warmingii,BR-MS|BR-MT|BR-SP,Utricularia,warmingii,NA,correct
Valeriana glaziovii,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,15090,Valeriana glaziovii Taub.,NA,Caprifoliaceae,species,accepted,Valeriana glaziovii,EN,,Valeriana glaziovii,BR-MG|BR-RJ|BR-SP,Valeriana,glaziovii,NA,correct
Valeriana glechomifolia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15091,Valeriana glechomifolia F.G.Mey.,NA,Caprifoliaceae,species,accepted,Valeriana glechomifolia,EN,,Valeriana glechomifolia,BR-RS|BR-SC,Valeriana,glechomifolia,NA,correct
Valeriana organensis,sima-SP_oficial-cncflora_web-Portaria 443/2014,CR,NA,CR,CR,NA,CR,NA,NA,CR,15092,Valeriana organensis Gardner,NA,Caprifoliaceae,species,accepted,Valeriana organensis,CR,,Valeriana organensis,BR-MG|BR-RJ|BR-SP,Valeriana,organensis,NA,correct
Valeriana reitziana,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,15094,Valeriana reitziana Borsini,NA,Caprifoliaceae,species,accepted,Valeriana reitziana,VU,,Valeriana reitziana,BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Valeriana,reitziana,NA,correct
Valeriana tajuvensis,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,15097,Valeriana tajuvensis Sobral,NA,Caprifoliaceae,species,accepted,Valeriana tajuvensis,VU,,Valeriana tajuvensis,BR-RS|BR-SC,Valeriana,tajuvensis,NA,correct
Vandellia diffusa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,21094,Lindernia diffusa (L.) Wettst.,NA,Linderniaceae,species,accepted,Lindernia diffusa,NA,replaced synonym,Vandellia diffusa,BR-AC|BR-AM|BR-BA|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RR|BR-SP,Lindernia,diffusa,NA,correct
Vanhouttea bradeana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,7937,Vanhouttea bradeana Hoehne,NA,Gesneriaceae,species,accepted,Vanhouttea bradeana,DD,,Vanhouttea bradeana,BR-RJ,Vanhouttea,bradeana,NA,correct
Vanhouttea fruticulosa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,7940,Vanhouttea fruticulosa (Glaz. ex Hoehne) Chautems,NA,Gesneriaceae,species,accepted,Vanhouttea fruticulosa,DD,,Vanhouttea fruticulosa,BR-RJ,Vanhouttea,fruticulosa,NA,correct
Vanhouttea lanata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,7943,Vanhouttea lanata Fritsch,NA,Gesneriaceae,species,accepted,Vanhouttea lanata,EN,,Vanhouttea lanata,BR-RJ,Vanhouttea,lanata,NA,correct
Vanhouttea leonii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,7944,Vanhouttea leonii Chautems,NA,Gesneriaceae,species,accepted,Vanhouttea leonii,EN,,Vanhouttea leonii,BR-MG,Vanhouttea,leonii,NA,correct
Vanhouttea pendula,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,7945,Vanhouttea pendula Chautems,NA,Gesneriaceae,species,accepted,Vanhouttea pendula,EN,,Vanhouttea pendula,BR-MG,Vanhouttea,pendula,NA,correct
Vanilla chamissonis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,12351,Vanilla chamissonis Klotzsch,NA,Orchidaceae,species,accepted,Vanilla chamissonis,LC,,Vanilla chamissonis,BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP,Vanilla,chamissonis,NA,correct
Vanilla dietschiana,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,70544,Vanilla dietschiana Edwall,NA,Orchidaceae,species,accepted,Vanilla dietschiana,VU,,Vanilla dietschiana,BR-ES|BR-SC|BR-SP,Vanilla,dietschiana,NA,correct
Vanilla dubia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,12353,Vanilla dubia Hoehne,NA,Orchidaceae,species,accepted,Vanilla dubia,EN,,Vanilla dubia,BR-ES|BR-MG,Vanilla,dubia,NA,correct
Vanilla edwallii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,12355,Vanilla edwallii Hoehne,NA,Orchidaceae,species,accepted,Vanilla edwallii,LC,,Vanilla edwallii,BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vanilla,edwallii,NA,correct
Vanilla organensis,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,12356,Vanilla organensis Rolfe,NA,Orchidaceae,species,accepted,Vanilla organensis,DD,,Vanilla organensis,BR-RJ|BR-SP,Vanilla,organensis,NA,correct
Vantanea compacta,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,7987,Vantanea compacta (Schnizl.) Cuatrec.,NA,Humiriaceae,species,accepted,Vantanea compacta,NA,,Vantanea compacta,BR-BA|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Vantanea,compacta,NA,correct
Varronia polycephala,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,105541,Varronia polycephala Lam.,NA,Boraginaceae,species,accepted,Varronia polycephala,NA,,Varronia polycephala,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,Varronia,polycephala,NA,correct
Varronia sessilifolia,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA,105526,Varronia sessilifolia (Cham.) Borhidi,NA,Boraginaceae,species,accepted,Varronia sessilifolia,NA,,Varronia sessilifolia,BR-BA|BR-GO|BR-MG|BR-PR|BR-SP,Varronia,sessilifolia,NA,correct
Vassobia breviflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,14888,Vassobia breviflora (Sendtn.) Hunz.,NA,Solanaceae,species,accepted,Vassobia breviflora,NA,,Vassobia breviflora,BR-PR|BR-RS|BR-SC|BR-SP,Vassobia,breviflora,NA,correct
Vatairea heteroptera,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,79153,Vatairea heteroptera (Allemão) Ducke,NA,Fabaceae,species,accepted,Vatairea heteroptera,NA,,Vatairea heteroptera,BR-AL|BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SE|BR-SP,Vatairea,heteroptera,NA,correct
Vellozia alata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33066,Vellozia alata L.B.Sm.,NA,Velloziaceae,species,accepted,Vellozia alata,EN,,Vellozia alata,BR-MG,Vellozia,alata,NA,correct
Vellozia armata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33070,Vellozia armata Mello-Silva,NA,Velloziaceae,species,accepted,Vellozia armata,EN,,Vellozia armata,BR-MG,Vellozia,armata,NA,correct
Vellozia asperula,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,33071,Vellozia asperula Mart.,NA,Velloziaceae,species,accepted,Vellozia asperula,DD,,Vellozia asperula,BR-MG,Vellozia,asperula,NA,correct
Vellozia barbata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33075,Vellozia barbata Goethart & Henrard,NA,Velloziaceae,species,accepted,Vellozia barbata,EN,,Vellozia barbata,BR-MG,Vellozia,barbata,NA,correct
Vellozia canelinha,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,21374,Vellozia canelinha Mello-Silva,NA,Velloziaceae,species,accepted,Vellozia canelinha,CR,,Vellozia canelinha,BR-BA,Vellozia,canelinha,NA,correct
Vellozia gigantea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33096,Vellozia gigantea N.L.Menezes & Mello-Silva,NA,Velloziaceae,species,accepted,Vellozia gigantea,EN,,Vellozia gigantea,BR-MG,Vellozia,gigantea,NA,correct
Vellozia glabra,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33097,Vellozia glabra J.C.Mikan,NA,Velloziaceae,species,accepted,Vellozia glabra,EN,,Vellozia glabra,BR-MG,Vellozia,glabra,NA,correct
Vellozia hatschbachii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33105,Vellozia hatschbachii L.B.Sm. & Ayensu,NA,Velloziaceae,species,accepted,Vellozia hatschbachii,EN,,Vellozia hatschbachii,BR-MG,Vellozia,hatschbachii,NA,correct
Vellozia leptopetala,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33090,Vellozia epidendroides Mart. ex Schult. & Schult.f.,NA,Velloziaceae,species,accepted,Vellozia epidendroides,EN,replaced synonym,Vellozia leptopetala,BR-MG,Vellozia,epidendroides,NA,correct
Vellozia lilacina,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33111,Vellozia lilacina L.B.Sm. & Ayensu,NA,Velloziaceae,species,accepted,Vellozia lilacina,EN,,Vellozia lilacina,BR-MG,Vellozia,lilacina,NA,correct
Vellozia metzgerae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33113,Vellozia metzgerae L.B.Sm.,NA,Velloziaceae,species,accepted,Vellozia metzgerae,EN,,Vellozia metzgerae,BR-MG,Vellozia,metzgerae,NA,correct
Vellozia nuda,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33117,Vellozia nuda L.B.Sm. & Ayensu,NA,Velloziaceae,species,accepted,Vellozia nuda,EN,,Vellozia nuda,BR-MG,Vellozia,nuda,NA,correct
Vellozia patens,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33120,Vellozia patens L.B.Sm. & Ayensu,NA,Velloziaceae,species,accepted,Vellozia patens,EN,,Vellozia patens,BR-MG,Vellozia,patens,NA,correct
Vellozia piresiana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33123,Vellozia piresiana L.B.Sm.,NA,Velloziaceae,species,accepted,Vellozia piresiana,EN,,Vellozia piresiana,BR-MG,Vellozia,piresiana,NA,correct
Vellozia pulchra,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15120,Vellozia pulchra L.B.Sm.,NA,Velloziaceae,species,accepted,Vellozia pulchra,EN,,Vellozia pulchra,BR-ES|BR-MG,Vellozia,pulchra,NA,correct
Vellozia sessilis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33132,Vellozia sessilis L.B.Sm. ex Mello-Silva,NA,Velloziaceae,species,accepted,Vellozia sessilis,EN,,Vellozia sessilis,BR-GO,Vellozia,sessilis,NA,correct
Vellozia streptophylla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33135,Vellozia streptophylla L.B.Sm.,NA,Velloziaceae,species,accepted,Vellozia streptophylla,EN,,Vellozia streptophylla,BR-MG,Vellozia,streptophylla,NA,correct
Vellozia subalata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,33136,Vellozia subalata L.B.Sm. & Ayensu,NA,Velloziaceae,species,accepted,Vellozia subalata,EN,,Vellozia subalata,BR-MG,Vellozia,subalata,NA,correct
Vellozia variabilis,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,21392,Vellozia variabilis Mart. ex Schult. & Schult.f.,NA,Velloziaceae,species,accepted,Vellozia variabilis,LC,,Vellozia variabilis,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP|BR-TO,Vellozia,variabilis,NA,correct
Verbena caniuensis,sima,NA,NT,NA,NA,NA,NA,NA,NA,NA,15204,Verbena caniuensis Moldenke,NA,Verbenaceae,species,accepted,Verbena caniuensis,NT,,Verbena caniuensis,BR-PR,Verbena,caniuensis,NA,correct
Verbena hirta,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,15207,Verbena hirta Spreng.,NA,Verbenaceae,species,accepted,Verbena hirta,LC,,Verbena hirta,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Verbena,hirta,NA,correct
Verbena hirta var. hirta,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA,121577,Verbena hirta Spreng. var. hirta,NA,Verbenaceae,variety,accepted,Verbena hirta var. hirta,NA,,Verbena hirta var. hirta,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Verbena,hirta,hirta,correct
Verbesina macrophylla,sima,NA,DD,EX,NA,NA,NA,NA,NA,NA,16375,Verbesina macrophylla (Cass.) S.F.Blake,NA,Asteraceae,species,accepted,Verbesina macrophylla,DD,,Verbesina macrophylla,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SE,Verbesina,macrophylla,NA,correct
Verbesina polyanthes,SP_oficial,NA,NA,NA,EX,NA,NA,NA,NA,NA,16375,Verbesina macrophylla (Cass.) S.F.Blake,NA,Asteraceae,species,accepted,Verbesina macrophylla,DD,replaced synonym,Verbesina polyanthes,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SE,Verbesina,macrophylla,NA,correct
Verbesina pseudoclaussenii,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,116458,Verbesina floribunda Gardner,NA,Asteraceae,species,accepted,Verbesina floribunda,NT,was misspelled|replaced synonym,Verbesina pseudoclaussenii,BR-ES|BR-MG|BR-RJ,Verbesina,floribunda,NA,correct
Vernonanthura discolor,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,104490,Vernonanthura discolor (Spreng.) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura discolor,NA,,Vernonanthura discolor,BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vernonanthura,discolor,NA,correct
Vernonanthura divaricata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,27444,Vernonanthura divaricata (Spreng.) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura divaricata,NA,,Vernonanthura divaricata,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vernonanthura,divaricata,NA,correct
Vernonanthura fagifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,27445,Vernonanthura fagifolia (Gardner) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura fagifolia,VU,,Vernonanthura fagifolia,BR-BA,Vernonanthura,fagifolia,NA,correct
Vernonanthura lindbergii,cncflora_web,NA,NA,NA,NA,NA,DD,NA,NA,NA,27449,Vernonanthura lindbergii (Baker) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura lindbergii,DD,,Vernonanthura lindbergii,BR-MG|BR-PR|BR-SP,Vernonanthura,lindbergii,NA,correct
Vernonanthura mucronulata,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,27454,Vernonanthura mucronulata (Less.) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura mucronulata,LC,,Vernonanthura mucronulata,BR-MG|BR-PR|BR-SP,Vernonanthura,mucronulata,NA,correct
Vernonanthura petiolaris,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,27457,Vernonanthura petiolaris (DC.) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura petiolaris,NA,,Vernonanthura petiolaris,BR-MG|BR-MS|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP,Vernonanthura,petiolaris,NA,correct
Veronica peregrina,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,137723,Veronica peregrina L.,NA,Plantaginaceae,species,accepted,Veronica peregrina,NA,,Veronica peregrina,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Veronica,peregrina,NA,correct
Veyretia rupicola,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA,38426,Veyretia aphylla (Ridl.) Szlach.,NA,Orchidaceae,species,accepted,Veyretia aphylla,NA,replaced synonym,Veyretia rupicola,BR-BA|BR-DF|BR-MG|BR-MT|BR-SE|BR-SP,Veyretia,aphylla,NA,correct
Vicia pampicola,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,104710,Vicia pampicola Burkart,NA,Fabaceae,species,accepted,Vicia pampicola,CR,,Vicia pampicola,BR-RS,Vicia,pampicola,NA,correct
Vicia tephrosioides,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,101190,Vicia tephrosioides Vogel,NA,Fabaceae,species,accepted,Vicia tephrosioides,DD,,Vicia tephrosioides,BR-RS,Vicia,tephrosioides,NA,correct
Vigna adenantha,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,136529,Leptospron adenanthum (G.Mey.) A.Delgado,NA,Fabaceae,species,accepted,Leptospron adenanthum,NA,replaced synonym,Vigna adenantha,BR-AM|BR-BA|BR-DF|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SP|BR-TO,Leptospron,adenanthum,NA,correct
Vigna firmula,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,136845,Ancistrotropis firmula (Mart. ex Benth.) A. Delgado,NA,Fabaceae,species,accepted,Ancistrotropis firmula,LC,replaced synonym,Vigna firmula,BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-RO|BR-SP|BR-TO,Ancistrotropis,firmula,NA,correct
Vigna longifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,83862,Vigna longifolia (Benth.) Verdc.,NA,Fabaceae,species,accepted,Vigna longifolia,NA,,Vigna longifolia,BR-AM|BR-DF|BR-MG|BR-MS|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vigna,longifolia,NA,correct
Vigna luteola,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,83863,Vigna luteola (Jacq.) Benth.,NA,Fabaceae,species,accepted,Vigna luteola,NA,,Vigna luteola,BR-BA|BR-MG|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vigna,luteola,NA,correct
Viguiera hispida,cncflora_web,NA,NA,NA,NA,NA,VU,NA,NA,NA,126129,Aldama goyazii E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama goyazii,VU,replaced synonym,Viguiera hispida,BR-GO|BR-MG|BR-SP,Aldama,goyazii,NA,correct
Viguiera malmei,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA,126141,Aldama pilosa (Baker) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama pilosa,NA,replaced synonym,Viguiera malmei,BR-PR|BR-RS|BR-SC|BR-SP,Aldama,pilosa,NA,correct
Viola cerasifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,15250,Viola cerasifolia A.St.-Hil.,NA,Violaceae,species,accepted,Viola cerasifolia,LC,,Viola cerasifolia,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Viola,cerasifolia,NA,correct
Viola gracillima,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,EX,EN,15251,Viola gracillima A.St.-Hil.,NA,Violaceae,species,accepted,Viola gracillima,EN,,Viola gracillima,BR-MG|BR-PR|BR-RJ|BR-SP,Viola,gracillima,NA,correct
Viola subdimidiata,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EN,EN,NA,LC,NA,EN,NA,15252,Viola subdimidiata A.St.-Hil.,NA,Violaceae,species,accepted,Viola subdimidiata,LC,,Viola subdimidiata,BR-ES|BR-MG|BR-RJ|BR-RS|BR-SC|BR-SP,Viola,subdimidiata,NA,correct
Virola bicuhyba,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,EN,EN,10198,Virola bicuhyba (Schott ex Spreng.) Warb.,NA,Myristicaceae,species,accepted,Virola bicuhyba,EN,,Virola bicuhyba,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Virola,bicuhyba,NA,correct
Virola gardneri,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10199,Virola gardneri (A.DC.) Warb.,NA,Myristicaceae,species,accepted,Virola gardneri,NA,,Virola gardneri,BR-AL|BR-BA|BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,Virola,gardneri,NA,correct
