"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","phylum","order","individualCount","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","990578","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. A. Samuels","1916","05","23","Suriname","Paramaribo",NA,NA,NA,NA,NA,"NY00990578",NA,"Near the 2n or Oude Ryweg",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083543' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"336","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","990551","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"B. Maguire","1948","10","26","Venezuela","Monagas",NA,NA,NA,NA,NA,"NY00990551",NA,"Santa Barbara camp, Eda. Monagas",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083077' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"27271","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","533689","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. M. Pires","1962","07","10","Brazil","Amapá",NA,NA,NA,NA,NA,"NY00533689","NY00533689_01","Road to Amapa, km 48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364281' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"52065","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","990584","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"B. Maguire","1944","05","23","Guyana",NA,NA,NA,NA,NA,NA,"NY00990584",NA,"Vicinity Mazaruni Forest Station",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"23581","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","951806","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"F. C. Lehmann",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,"NY00951806","NY00951806_01","Juntas Naranjo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082825' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"B.T.65","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","621981","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","J. D. Ackerman",NA,NA,NA,"W. E. Broadway","1918","10","05","Trinidad and Tobago","Couva/Tabaquite/Talparo",NA,NA,NA,NA,NA,"NY00621981","NY00621981_01","Trinidad. Tabaquite",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196571' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","621991","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","J. D. Ackerman",NA,NA,NA,"W. E. Broadway","1918","09","17","Trinidad and Tobago","Couva/Tabaquite/Talparo",NA,NA,NA,NA,NA,"NY00621991","NY00621991_01","Trinidad. Tabaquite",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","990583","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1923","05","10","Guyana",NA,NA,"-60.25","7.75",NA,NA,"NY00990583",NA,"North West. Wanama River.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083560' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"4020","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","951846","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"W. E. Broadway","1921","05","18","French Guiana",NA,NA,NA,NA,NA,NA,"NY00951846",NA,"Vicinity of Cayenne",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"219","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","990586","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1922","09","03","Guyana",NA,NA,"-58.618394","6.402864",NA,NA,"NY00990586",NA,"Vicinity of Bartica, on the Essequibo River, Lat. 6° 25' N.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083562' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1929","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","990552","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. A. Steyermark","1960","04","20","Venezuela","Bolívar",NA,NA,NA,NA,NA,"NY00990552",NA,"Vicinity of Cerro Uei, vicinity of road campamento 125, between Luepa and Cerro Venamo1","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083071' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"397A","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","990587","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"A. S. Hitchcock","1919","11","19","Guyana",NA,NA,NA,NA,NA,NA,"NY00990587",NA,"Parika, 19 miles West of Georgetown, on Essequibo River",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"16804","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","533682","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. A. Ratter","1972","09","07","Brazil","Mato Grosso",NA,"-51.88","-12.83",NA,NA,"NY00533682","NY00533682_01","Near Rio Suiazinho, approx 290 km NNW of Xavantina",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509415' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"R.2374","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","533718","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"G. Davidse","1980","03","30","Brazil","Pará","Vigía","-48.08","-0.95",NA,NA,"NY00533718","NY00533718_01","17 km southeast of Vigia along road (PA-140) to Belem. Capina de Caimbe","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139691' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"17631","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","990573","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"A. D' Agremond","1912",NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,"NY00990573",NA,"Suriname River",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083251' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","Magnoliophyta","Asparagales",NA,"South America","photo","Image of Type",NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","533690","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"G. T. Prance","1965","10","30","Brazil","Pará",NA,"-46.537506","-1.765546",NA,NA,"NY00533690","NY00533690_01","Road BR 22, Capanema to Maranhão. Vicinity of Cachoeira, km. 96.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364280' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1840","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","951816","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"W. H. Camp","1945","05","07","Ecuador","Chimborazo",NA,NA,NA,NA,NA,"NY00951816",NA,"Cañon of the Río Chanchan near Huigra","4000","4500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"E-3198","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","990561","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. A. Steyermark","1961","07","14","Venezuela","Bolívar",NA,NA,NA,NA,NA,"NY00990561",NA,"Between camp and Agua Linda, 7 km. E. of Hato de Nuria, E. of Miamo, Altiplanicie de Nuria","400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083241' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"88471","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","533679","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"M. G. da Silva","1983","06","21","Brazil","Rondônia",NA,NA,NA,NA,NA,"NY00533679","NY00533679_01","Rodovia Alvorada-Presidente Medici, linha 8, km 15. Campinarana",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=346256' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"6325","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","00968349","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet",NA,NA,NA,NA,"X. Cornejo","2010","03","22","Ecuador","Esmeraldas",NA,"-78.83","1.35",NA,NA,"NY00968349","NY00968349_01","Reserva Ecológica Manglares Cayapas-Mataje (REMACAM), El Viento",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1318572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"8195","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","951804","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"B. G. Stergios D.","1985","09","16","Venezuela","Barinas","Pedraza",NA,NA,NA,NA,"NY00951804","NY00951804_01","Finca Mi Tesoro, Río Camatuche",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082820' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"8743","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","990553","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"A. D' Agremond",NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,"NY00990553",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083190' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","Magnoliophyta","Asparagales",NA,"South America","photo","Image of Type",NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","777117","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. Y. T. Westra",NA,NA,NA,"P. J. M. Maas","1988","09","03","Guyana",NA,NA,"-59.33","3.75",NA,NA,"NY00777117","NY00777117_01","Road from Karanambo to Yupukari",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"7212","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","621993","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","J. D. Ackerman",NA,NA,NA,"W. E. Broadway","1918","10","10","Trinidad and Tobago","Couva/Tabaquite/Talparo",NA,NA,NA,NA,NA,"NY00621993","NY00621993_01","Trinidad. Tabaquite",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=196569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","990577","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"T. W. Henkel","1993","03","31","Guyana","Upper Demerara-Berbice",NA,"-58.58","6.42",NA,NA,"NY00990577",NA,"Essequibo River, east bank, upstream 2-4 km. from Bartica",NA,"5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083538' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1752","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","951850","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"P. C. Hutchison","1957","09","30","Peru","Amazonas","Bagua",NA,NA,NA,NA,"NY00951850",NA,"On Cerro Tapur, an hour's jeep-ride above Hacienda Misqui, ca. 40 km. south of Bagua Grande.","1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1516","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","990582","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1922","10","12","Guyana",NA,NA,NA,NA,NA,NA,"NY00990582",NA,"Vicinity of Wismar, on the Demerara River, Lat. 6° N.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"2453","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","990579","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"T. W. Henkel","1994","07","20","Guyana","Potaro-Siparuni",NA,NA,NA,NA,NA,"NY00990579",NA,"Pakaraima Mts.: Upper Ireng watershed; E bank Kaatnang R. at base of Achiknang","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083545' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"5750","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","990580","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1923","09","18","Guyana",NA,NA,"-59.08","7.75",NA,NA,"NY00990580",NA,"North West. Assakatta",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083554' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"4346","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","990581","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1922","09","03","Guyana",NA,NA,"-58.618394","6.402864",NA,NA,"NY00990581",NA,"Vicinity of Bartica, on the Essequibo River, Lat. 6° 25 N.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083558' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"2022","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","990585","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"J. S. de la Cruz","1922","12","17","Guyana","Pomeroon-Supenaam",NA,"-58.61143","7.413225",NA,NA,"NY00990585",NA,"Pomeroon River",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"3094","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","533717","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet","L. N. Peraza-Flores",NA,NA,NA,"T. C. Plowman","1980","02","10","Brazil","Pará","Conceição do Araguaia","-50.17","-8.05",NA,NA,"NY00533717","NY00533717_01","Range of low hills ca. 20 km west of Redencao, near Corrego Soa Joao and Troncamento Santa Teresa","350","620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139690' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"8643","Magnoliophyta","Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"76","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","31244","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R.Sweet",NA,NA,NA,NA,"Magalhães, J.H.R.","2010","01","20","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU031244",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","28423","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Marcusso, G.M.","2012","02","07","Marcusso, G.M.","2012","01","30","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU028423",NA,"Escola do Meio Ambiente",NA,NA,NA,NA,NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","27744","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Adachi, S.A.","2010",NA,NA,"Magalhães, J.H.R.","2010","04","20","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU027744",NA,"Distrito de Rubião Júnior",NA,NA,"Base das folhas com coloração vinácea",NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","28422","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.","Marcusso, G.M.","2012","02","07","Marcusso, G.M.","2012","01","30","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU028422",NA,"Escola do Meio Ambiente",NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","31242","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Magalhães, J.H.R.","2010","07","22","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU031242",NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9647","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Amaral Jr., A.","1974","02","19","Brasil","Amazonas","Humaitá",NA,NA,"9999","9999","BOTU009647",NA,"Planta coletada por H. Lee Thompson e cultivada no Departamento de Botânica do IBB",NA,NA,NA,NA,NA,"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","31246","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","estrellensis","Polystachya estrellensis","Rchb.f.",NA,NA,NA,NA,"Magalhães, J.H.R.","2010","01","29","Brasil","São Paulo","Botucatu","-48.492222","-22.881111","48°29'32w","22°52'52s","BOTU031246",NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
