"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"1108","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","18273","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","R. Barneby","O.S. Ribas",NA,NA,NA,NA,"Brasil","Itararé","15 km N de Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Subarbusto, 70 cm, fruto maduro.;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","São Paulo",NA,NA,NA,NA,"27729","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1109","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","18272","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","R. Barneby","O.S. Ribas",NA,NA,NA,NA,"Brasil","Itararé","15 km N de Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Ereta até 2 m, flor lilás intenso.;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","São Paulo",NA,NA,NA,NA,"27729","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1110","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","17024","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","R. Barneby","O.S. Ribas",NA,NA,NA,NA,"Brasil","Jaguariaíva","fazenda barros","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Ereta, 1,50 m, flor rosada.;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","Paraná",NA,NA,NA,NA,"44368","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1111","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","17022","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","R. Barneby","O.S. Ribas",NA,NA,NA,NA,"Brasil","Jaguariaíva","Rio Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Arbusto 1,80 m, flor lilás, pálido, lajeados úmidos de arenito.;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","Paraná",NA,NA,NA,NA,"44368","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1112","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","18300","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","R. Barneby","O.S. Ribas",NA,NA,NA,NA,"Brasil","Itaberá","Rod. SP-258, divisa entre Itararé e Itaberá","-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,"Ereta, 70 cm, fruto maduro marrom.;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Fabales","São Paulo",NA,NA,NA,NA,"29370","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1113","2019-06-12 09:07:05-03","UFSM","HDCF","6835","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Schmidt-Silveira, F","Figueira, M; Uberti, G M; Witeck, L; Strauss, L","189","2013","05","16","Brasil","Alegrete","Cerro do Tigre","-55.396111","-29.662222","-55.396111","-29.662222",NA,NA,"Subarbusto, decumbente, frequente, habitando o platô do Cerro, inflorescência congesta de aspecto pardecente; Campo rupestre inserido no Domínio Pampa, relevo suave na base do cerro a forte-ondulado, solo arenoso",NA,NA,"América",NA,NA,NA,NA,"Rio Grande do Sul",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","2019-03-29 10:41:24-03","UFSM","HDCF","5295","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Schmidt-Silveira, F.","Longhi, S. J.",NA,"2001","01","13","Brasil","Unistalda",NA,"-55.1502990722656","-29.0471992492676",NA,NA,NA,NA,"Flor clara",NA,NA,"América",NA,NA,NA,NA,"Rio Grande do Sul",NA,"2016",NA,NA,"23166","auto",NA,NA,NA,NA,NA,NA,NA
"1115","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5327","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Oliveira, A.","s.n.","1984","05","12","Brasil","Campo Grande","Campo grande","-54.623611","-20.490556","-54.623611","-20.490556","532","532","Subarbusto. Flor roxa.",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","2018-09-12 14:48:12-03","UNIOESTE","UNOP","1958","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Motta, J.T.","Motta, J.T.; Silva, J.M.; Silva, J.M.","4591","2015","02","11","Brasil","Curitiba","CIC","-49.326944","-25.553333","-49.326944","-25.553333","906","906","Subarbusto; flores com estames róseos e anteras amarelas. Em campo limpo.",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"2015","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","2015-10-22 10:02:51-02","UNIOESTE","UNOP","6057","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Tessmann, G.","s.n.","1951","02","28","Brasil","Campo Largo","Serra São Luiz, 50km ao Oeste de Curitiba.","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Arbusto. Flor rósea.",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"2000","05",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"1118","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5360","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Crispin, A.","s.n.","1986","01","24","Brasil","Campo Grande","Campo grande","-54.6","-20.5","-54.6","-20.5",NA,NA,"Subarbusto.",NA,NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","2015-10-22 10:02:51-02","UNIOESTE","UNOP","4970","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Silva, J.M.; Lima, L.R.; Farinaccio, M.A.; Lima, L.R.; Farinaccio, M.A.","3956","2004","01","27","Brasil","Palmeira","Area do exercito municipio palmeira parana .","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Ascendente, 40 cm, flor lilás. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1120","2015-10-22 10:02:51-02","UNIOESTE","UNOP","4965","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Barbosa, E.","861","2004","03","02","Brasil","Palmeira","Rio Lajeado.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Prostrada, flor lilás. Campo limpo, seco.",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1121","2020-08-31 09:14:58-03","INPA","INPA","147845","S","Plantae","Leguminosae-Mim","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Barneby, RC","Silva, JM da","71","1986","01","17","Brasil","Balsa Nova","Serra de São Luiz.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"INPA0147845","INPA0147845 INPA0147845_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Paraná",NA,"1986",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"1122","2020-08-31 09:14:58-03","INPA","INPA","200482","S","Plantae","Leguminosae-Mim","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, RC","Ribas, OS","2619","1998","02","08","Brasil","Iguatemi","Rod. MS 060, 30 km O de Iguatemi.","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,NA,"INPA0200482","INPA0200482 INPA0200482_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Mato Grosso do Sul",NA,"1999",NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA
"1123","2020-08-31 09:14:58-03","INPA","INPA","142869","S","Plantae","Leguminosae-Mim","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Barneby, RC","Sobral, MEG","4557","1985","12",NA,"Brasil","São Vicente do Sul","Cerro Loreto, Cerro Loreto.","-54.6794013977051","-29.6916999816895",NA,NA,NA,NA,NA,"INPA0142869","INPA0142869_e INPA0142869_nd","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Rio Grande do Sul",NA,"1988",NA,NA,"42672","auto",NA,NA,NA,NA,NA,NA,NA
"1124","2020-08-31 09:14:58-03","INPA","INPA","201040","S","Plantae","Leguminosae-Mim","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, RC","Ribas, OS","1781","1997","02","12","Brasil","Itararé","Rod. SP-258, 15 km N de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"INPA0201040","INPA0201040 INPA0201040_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","São Paulo",NA,"1997",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"1125","2020-08-31 09:14:58-03","INPA","INPA","159577","S","Plantae","Leguminosae-Mim","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Hatschbach, GG","Silva, JM da","581","1989","03","30","Brasil","Palmeiras","Rio dos Papagaios",NA,NA,NA,NA,NA,NA,NA,"INPA0159577","INPA0159577 INPA0159577_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Paraná",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","2020-08-31 09:14:58-03","INPA","INPA","171901","S","Plantae","Leguminosae-Mim","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby",NA,"Cordeiro, J","710","1990","03","06","Brasil","Rio Branco do Sul","Bromado","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"INPA0171901","INPA0171901 INPA0171901_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Paraná",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"1127","2020-08-31 09:14:58-03","INPA","INPA","147900","S","Plantae","Leguminosae-Mim","Mimosa","dolens","pangloea","Mimosa dolens pangloea","Barneby","Barneby, RC","Hatschbach, GG","48865","1985","01","28","Brasil","Ponte Grossa","Fda. Cambiju",NA,NA,NA,NA,NA,NA,NA,"INPA0147900","INPA0147900 INPA0147900_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Paraná",NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2020-08-31 09:14:58-03","INPA","INPA","127972","S","Plantae","Leguminosae-Mim","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Simon, MF","Sobral, MEG","3538","1984","12","02","Brasil","Viamão","Itapuã, Itapuã.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"INPA0127972","INPA0127972 INPA0127972_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Rio Grande do Sul",NA,"2015","07",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"1129","2020-08-31 09:14:58-03","INPA","INPA","203684","S","Plantae","Leguminosae-Mim","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Barneby, RC","Cruz, JM da","85","1999","02","03","Brasil","Ponte Grossa","Rod. BR-277, km 522, próximo a Vila Velha.",NA,NA,NA,NA,NA,NA,NA,"INPA0203684","INPA0203684 INPA0203684_e","Southern America",NA,NA,"Dicotyledon Rosids","Fabales","Paraná",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2021-01-09 21:48:30-03","UNICENTRO","HUCO","3358","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Sobral, M.","Verdi, M.; et al.; et al.","1240","2008","12","15","Brasil","Campo Belo do Sul","Fazenda Gateados","-50.760799407959","-27.8992004394531",NA,NA,NA,NA,"Florística IFFSC 677, Lat.: 28° 02' 05 S; Log.: 50° 50' 59 O; Altitude: 845, FURB 10933; Flor lilás, estádio de sucessão avançado; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Flor lilás, estádio de sucessão av","HUCO003358",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,"2009","03",NA,"35150","auto",NA,NA,NA,NA,NA,NA,NA
"1131","2020-06-15 15:30:44-03","UNESP-RC","HRCB","22603","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Simon, M.","Souza, V.C.","8682","1995","05","28","Brasil","Itararé","Estrada Itararé-Itapeva, próximo à ponte do Rio Verde","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Arbusto, até 1m alt., frutos castanhos.",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2015","11","04","27729","auto",NA,NA,NA,NA,NA,NA,NA
"1132","2017-11-24 14:10:54-02","UFLA","ESAL","27878","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.",NA,"Shepherd, GJ; et al.","s.n.",NA,NA,NA,"Brasil","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"erva; ; ;",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA
"1133","2018-10-09 16:31:26-03","UFLA","ESAL","27885","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","V.F. Dutra","Gavilanes, ML","s.n.",NA,NA,NA,"Brasil","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2019-05-23 11:08:16-03","UFLA","ESAL","28562","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Domingos, DQ","Domingos, DQ; Gonçalves, J,; Zagotta-Vital, FA","1047","2015",NA,NA,"Brasil","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.9875","-21.334167","-44.9875","-21.334167",NA,NA,"Arbusto 200 cm, frutos imaturos verdes.; Cerrado",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","2018-10-09 16:31:26-03","UFLA","ESAL","29401","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.",NA,"Mansanares, ME; Domingos, DQ; Carmo, JA do","2172","2011","03","31","Brasil","Minduri","Chapada das Perdizes, Ponto 19 - afloramento na beira da estrada antes da plantração de eucalipto","-44.586111","-21.603889","-44.586111","-21.603889",NA,NA,"Flores com corola rosa; Campo rupestre com predominância",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","2018-10-09 16:31:26-03","UFLA","ESAL","27886","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","V.F. Dutra","Gavilanes, ML","5185",NA,NA,NA,"Brasil","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"sub-arbusto; ; roseas;",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2018-10-09 16:31:26-03","UFLA","ESAL","4818","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","L. M. Borges","Santarelli, E","s.n.",NA,NA,NA,"Brasil","Lavras","ESAL, , abaixo da carpintaria.","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"arbusto; ; lilás;; cerrado",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2018-10-09 16:31:26-03","UFLA","ESAL","7805","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","L. M. Borges","Gavilanes, ML","2.148",NA,NA,NA,"Brasil","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"; 2,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","2020-06-25 16:06:15-03","FUVATES","HVAT","4201","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M. Grings","M. Grings","1395","2003","10",NA,"Brasil","Porto Alegre","Morro do Osso.","-51.23","-30.033056","-51º13'48''W","-30º1'59''S",NA,NA,"Duplicata de registro ICN: 170138; erva com flores rosas e frutificando; em formação campestre","HVAT00004201",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,"2003","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2019-11-07 11:44:36-03","FUVATES","HVAT","4669","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","F. Bruxel","D. Piccoli","s.n.","2015","09","16","Brasil","Passo Fundo","Linha Bella Vista.","-52.633056","-28.44","-52º37'59''W","-28º26'24''S",NA,NA,"Subarbusto.","HVAT00004669",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,"2015","09","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","2019-06-10 10:10:46-03","FZB-BH","BHZB","3445","S","Plantae","Fabaceae - Mimosoideae","Mimosa","dolens",NA,"Mimosa dolens",NA,"R.T. Queiroz","Fernandes, M.G.C.","1251","2001","09","19","Brasil","Ouro Preto","Estação Ecológica do Tripuí do Apiário-Vila","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Anteriormente identificada como Mimosa sp. por Fernandes, J.M.em 19/09/2011",NA,NA,NA,NA,NA,NA,NA,"MG",NA,"2014","11","21","44599","auto",NA,NA,NA,NA,NA,NA,NA
"1142","2019-06-10 10:10:46-03","FZB-BH","BHZB","238","S","Plantae","Fabaceae - Mimosoideae","Mimosa","dolens",NA,"Mimosa dolens",NA,"Dutra, V.F.","Pôrto de Paula, L.M. et al.",NA,"1990","04","24","Brasil","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,"1200","1200","3º estação de coleta, a 1200m de altitude. Grupo caraça de formação Moeda. Quartzito. <ll>dwc_commonname:</ll> var. dolens",NA,NA,NA,NA,NA,NA,NA,"MG",NA,"2006","05","03","14750","auto",NA,NA,NA,NA,NA,NA,NA
"1143","2021-01-26 14:12:36-03","CPACT","ECT","3443","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","D.R.Vahl","M.R.Ritter","1261","2000","11","28","Brasil","Santiago","BR 287, 13 km do trevo em direção a São Borja. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-54.881111","-29.168056","54º52'52''W","29º10'5''S","369","369",NA,"ECT0003443","ECT0003443",NA,NA,NA,"Embryophyta",NA,"Rio Grande do Sul",NA,"2017","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2021-03-01 11:54:01-03","UFPE","UFP","27058","PreservedSpecimen","Plantae","Fabaceae-Mimo.","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","R.Barneby","Abe, LM; Silva, JM","2888","1999","02","19","Brasil","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Ereta, 50cm, flores lilases.; Ereta, 50cm, flores lilases.","UFP027058",NA,NA,NA,NA,NA,"Fabales","Paraná",NA,"1999",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"1145","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,NA,"477","1888",NA,NA,"Paraguay",NA,"Central Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Rosales","Central",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1146","2020-09-12 05:00:02-03","US","US","3081110","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,"G. Schmeda","826","1987","2","13","Paraguay",NA,"Estancia JC, (Independencia), Departamento Guaira.",NA,NA,NA,NA,NA,NA,NA,"US02205879",NA,"South America",NA,NA,NA,"Rosales","Guaira",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1147","2020-09-12 05:00:02-03","US","US","2281151","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby",NA,"G. Tessmann","s.n.",NA,NA,NA,"Brazil",NA,"Faz. Lagoa Dourada ( Ponta- Grossa) Pr. Br.",NA,NA,NA,NA,NA,NA,NA,"US02205808","US02205808_01","South America",NA,NA,NA,"Rosales","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1148","2020-09-12 05:00:02-03","US","US","3231918","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby",NA,"O. S. Ribas & J. M. Silva","204","1989","11","30","Brazil",NA,"Rod. BR-476, 5 km O da Lapa (mun Lapa)",NA,NA,NA,NA,NA,NA,NA,"US02205859","US02205859_01","South America",NA,NA,NA,"Rosales","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1149","2020-09-12 05:00:02-03","US","US","2440426","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,"R. Beaja & R. Laufe","217",NA,NA,NA,"Brazil",NA,"Estado do Parana. Lafse, Pararie [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02205841","US02205841_01","South America",NA,NA,NA,"Rosales","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1150","2020-09-12 05:00:02-03","US","US","2449291","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","pubescens","Mimosa dolens pubescens","(Benth.) Barneby",NA,"L. Smith, R. Reitz & O. Sufridini","9414","1956","12","26","Brazil",NA,"Mun. Chapeco: Campo, Fazenda Campo Sao Vicente, 24 km west of Campo Ere",NA,NA,NA,NA,"900","1000",NA,"US02205854","US02205854_01","South America",NA,NA,NA,"Rosales","Santa Catarina",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1151","2020-09-12 05:00:02-03","US","US","2562383","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby",NA,"O. Handro","2013","1968","2","5","Brazil",NA,"Estado de Sao Paulo: Sao Paulo, Jabaquara",NA,NA,NA,NA,NA,NA,NA,"US02205802","US02205802_01","South America - Neotropics",NA,NA,NA,"Rosales","São Paulo",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1152","2020-09-12 05:00:02-03","US","US","1705566","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby",NA,"W. A. Archer","4834","1937","1","1","Paraguay",NA,"Near Jobaty [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02205877","US02205877_01","South America",NA,NA,NA,"Rosales","Central",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1153","2020-09-12 05:00:02-03","US","US","1199868","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby",NA,"P. K. Dusén","3535 / 3950","1904","1","7","Brazil",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"US02205878","US02205878_01","South America",NA,NA,NA,"Rosales","Paraná",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1154","2020-09-12 05:00:02-03","US","US","1175658","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,"K. Fiebrig","6125","1909",NA,NA,"Paraguay",NA,"Paraguayenses. In regione fluminis Alto Parana",NA,NA,NA,NA,NA,NA,NA,"US02205885",NA,"South America",NA,NA,NA,"Rosales","Alto Parana",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1155","2020-09-12 05:00:02-03","US","US","2268763","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby",NA,"Reitz & Klein, --","6145","1958","1","10","Brazil",NA,"Morro do Iquererim, Campo Alegre",NA,NA,NA,NA,"1300",NA,NA,"US02205783","US02205783_01","South America",NA,NA,NA,"Rosales","Santa Catarina",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1156","2020-09-12 05:00:02-03","US","US","2141486","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby",NA,"T. Pederson","948","1951","1","15","Argentina",NA,"Estancia Santa Teresa, Dep. Mburucuya, Prov. Corrientes",NA,NA,NA,NA,NA,NA,NA,"US02205767","US02205767_01","South America",NA,NA,NA,"Rosales","Corrientes",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1157","2020-09-12 05:00:02-03","US","US","2141693","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,"R. Reitz","3693a/5562","1951","2","7","Brazil",NA,"Xanxere, Chapeco",NA,NA,NA,NA,NA,NA,NA,"US02205831","US02205831_01","South America",NA,NA,NA,"Rosales","Santa Catarina",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"1158","2020-09-12 05:00:02-03","US","US","3044565","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,NA,"G. Hatschbach","26969","1971","9","4","Brazil",NA,"Rod. Fernao Dias (mun. Oliveiras)",NA,NA,NA,NA,"1200",NA,NA,"US02205812","US02205812_01","South America - Neotropics",NA,NA,NA,"Rosales","Minas Gerais",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
