"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"819","2015-03-07 08:33:41-03","F","FMNH-SEEDPLANTS","V0157199F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,NA,"V0157199F","V0157199F_01",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"820","2015-03-07 08:33:41-03","F","FMNH-SEEDPLANTS","V0157200F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,"V0157200F","V0157200F_01",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"821","2016-09-28 11:19:44-03","F","FMNH-SEEDPLANTS","V0155411F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,"J. Cuatrecasas","1940","12","27","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,NA,NA,NA,"V0155411F","V0155411F_01",NA,"11363","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"822","2016-09-28 10:40:52-03","F","FMNH-SEEDPLANTS","V0155421F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,"R. E. Schultes & E. E. Smith","1942","12","7","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,NA,NA,NA,"V0155421F","V0155421F_01",NA,"2086","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"823","2016-09-28 11:26:33-03","F","FMNH-SEEDPLANTS","V0155422F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,"G. Klug","1930","10",NA,"Colombia","Putumayo",NA,NA,"-76","3",NA,NA,NA,NA,NA,"V0155422F","V0155422F_01",NA,"1793","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"824","2016-09-28 11:29:24-03","F","FMNH-SEEDPLANTS","V0155452F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,"T. Plowman","1968","11","13","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,NA,NA,NA,"V0155452F","V0155452F_01",NA,"2016","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"825","2015-03-07 08:33:34-03","F","FMNH-SEEDPLANTS","V0155403F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0155403F","V0155403F_01",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"826","2016-09-13 14:02:45-03","F","FMNH-SEEDPLANTS","V0411376F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,"V0411376F","V0411376F_01",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"827","2019-09-05 15:35:02-03","F","FMNH-SEEDPLANTS","V0040325F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","villosa","Nectandra villosa venosa",NA,NA,"E. F. Poeppig",NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,"V0040325F","V0040325F_01","Isolectotype","1237","South America",NA,NA,"Spermatophyta",NA,"venosa",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"828","2019-09-05 15:35:02-03","F","FMNH-SEEDPLANTS","V0040325F","PreservedSpecimen","Plantae","Lauraceae","Nectandra","villosa","Nectandra villosa venosa",NA,NA,"E. F. Poeppig",NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,"V0040325F","V0040325F_01","Isolectotype","1237","South America",NA,NA,"Spermatophyta",NA,"venosa",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"829","2020-12-18 17:00:04-03","IAC","IAC","19960","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B. Baitello","H.F. Leitão Filho","1968","05","07","Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto)","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,"Ident. ant.: n. oppositifolia vog.",NA,NA,NA,"415",NA,NA,NA,NA,NA,NA,"1998","03","26",NA,NA,NA,NA,NA,NA,NA
"830","2019-01-25 15:35:13-02","IAC","IAC","22078","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B. Baitello","A. Daniel","1971","10","21","Brasil","São Paulo","Ubatuba",NA,"-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,"Ident. ant.: ocotea sp.",NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,"1998","03","26",NA,NA,NA,NA,NA,NA,NA
"831","2019-01-25 15:41:51-02","IAC","IAC","48410","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B. Baitello","E. Ramos & H.R. Gonçalves","2007","05","01","Brasil","São Paulo","Ubatuba","Praia Mattarazzo","-45.064912","-23.435126","-45.064912","-23.435126",NA,NA,"Bairro Taquaral, Av. Principal Maria Madalena Charleaut",NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,"2007","08","22",NA,NA,NA,NA,NA,NA,NA
"832","2020-07-23 12:09:32-03","CEPLAC","CEPEC","147345","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"R. Borges & J. Sansevero","R. A. X. Borges","2008","07","16","Brasil","Rio de Janeiro","BOM JESUS",NA,"-41.716667","-21.116667","41W43'0","21S7'0",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2020-07-23 12:09:32-03","CEPLAC","CEPEC","104230","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"Sem Informação","Fiaschi, P.","2005","03","17","Brasil","Bahia","arataca","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à Serra das Lontras.","-39.408056","-15.202778","39W24'29","15S12'10","600","600",NA,NA,NA,NA,"2835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","2020-07-23 12:09:32-03","CEPLAC","CEPEC","116192","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"Sem Informação","Borges, R.A.X.","2007","01","22","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667","39W33'55","15S23'30","835","835",NA,NA,NA,NA,"662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2020-07-23 12:09:32-03","CEPLAC","CEPEC","42216","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","G. C. P. Pinto","1982","05","19","Brasil","Minas Gerais","SANTA MARIA DE ITABIRA",NA,"-43.066667","-19.35","43W4'","19S21'",NA,NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/06/1982",NA,NA,NA
"836","2020-07-23 12:09:32-03","CEPLAC","CEPEC","8053","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","T. S. dos Santos","1971","11","16","Brasil","Bahia","GONGOGI","Barragem do Funil.","-39.4646987915039","-14.3221998214722",NA,NA,NA,NA,NA,NA,NA,NA,"2159",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25835","auto",NA,"30/10/1981",NA,NA,NA
"837","2020-07-23 12:09:32-03","CEPLAC","CEPEC","4944","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","J. A. de Jesus","1968","11","08","Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"30/10/1981",NA,NA,NA
"838","2020-07-23 12:09:32-03","CEPLAC","CEPEC","6234","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","T. S. dos Santos","1970","10","29","Brasil","Bahia","IPIAÚ","Estrada para Itaibó.","-39.7338981628418","-14.1372003555298",NA,NA,NA,NA,NA,NA,NA,NA,"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24789","auto",NA,"30/10/1981",NA,NA,NA
"839","2020-07-23 12:09:32-03","CEPLAC","CEPEC","3383","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","R. S. Pinheiro","1967","11","10","Brasil","Bahia","ITAPEBÍ","Rod. p/ Itaimbe.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,NA,NA,NA,"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43726","auto",NA,"30/10/1981",NA,NA,NA
"840","2020-07-23 12:09:32-03","CEPLAC","CEPEC","3871","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"B. C. Teixeira","R. P. Belém","1966","11","10","Brasil","Bahia","ITAPEBÍ","Sem informação.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,NA,NA,NA,"2875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43726","auto",NA,"30/10/1981",NA,NA,NA
"841","2020-07-23 12:09:32-03","CEPLAC","CEPEC","78728","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"J. G. Rohwer","G. Hatschbach","1965","08","09","Brasil","Espírito Santo","castelo","Limoeiro.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,NA,NA,"65264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,"30/12/1998",NA,NA,NA
"842","2020-07-23 12:09:32-03","CEPLAC","CEPEC","154207","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,NA,"P.L.R. de Moraes",NA,NA,NA,"Brasil","Bahia","BELMONTE",NA,"-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"4851",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71281","auto",NA,NA,NA,NA,NA
"843","2020-07-23 12:09:32-03","CEPLAC","CEPEC","61082","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"M. Hummel","M. Hummel","1994","04","21","Brasil","Bahia","ILHÉUS","Faz. Serra Grande, a W CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"30/12/1994",NA,NA,NA
"844","2020-07-23 12:09:32-03","CEPLAC","CEPEC","25042","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"S. G. da Vinha","J. L. Hage","1981","10","07","Brasil","Bahia","ILHÉUS","Quadra G do CEPEC.","-39.0494003295898","-14.7889003753662","0*0'0","0*0'0",NA,NA,"<ll>dwc_commonname:</ll> Louro-graveto, Canela-preta-verdadeira",NA,NA,NA,"1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"24/03/1982",NA,NA,NA
"845","2020-07-23 12:09:32-03","CEPLAC","CEPEC","25529","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"J. B. Baitello","J. L. Hage","1981","11","10","Brasil","Bahia","ILHÉUS","Quadra H do CEPEC.","-39.0494003295898","-14.7889003753662","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,"01/03/1986",NA,NA,NA
"846","2020-07-23 12:09:32-03","CEPLAC","CEPEC","75646","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"M. L. Brotto","P. L. R. de Moraes","1994","02","13","Brasil","Bahia","ITACARÉ","Estrada para Itacaré. Fazenda Almas.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA
"847","2020-07-23 12:09:32-03","CEPLAC","CEPEC","59290","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"J. G. Rohwer","G. Hatschbach","1985","10","19","Brasil","Espírito Santo","domingos martins","Corrego do Cavalo.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,"49975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,"30/12/1987",NA,NA,NA
"848","2020-07-23 12:09:32-03","CEPLAC","CEPEC","59150","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata",NA,"J. G. Rohwer","G. Hatschbach","1985","10","19","Brasil","Espírito Santo","domingos martins","Corrego do Cavalo.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,"49975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,"30/12/1987",NA,NA,NA
"849","2020-11-19 14:06:19-03","Unimontes","MCMG","5934","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez(R.)",NA,"Oliveira,O.S .; Tolentino, G.S.","2017","03","21","Brasil","Minas Gerais","Mariana","Monsenhor Horta","-43.4160995483398","-20.377799987793","43°25#?#50,0#?##?# W","20° 16#?#34,0#?##?#",NA,NA,"Mata Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"850","2020-09-22 13:48:40-03","USP","SPFW","4073","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Sem coletor",NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"851","2020-09-22 13:48:40-03","USP","SPFW","4072","PreservedSpecimen","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Sem coletor",NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"852","2015-09-17 09:52:24-03","UEM","HUEM","1907","S","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees","M.B.Romagnolo","M.Curti; M.A. de Assis","1988","08","24","Brasil","Mato Grosso do Sul","Jateí","rio Ivinhema, lagoa Raimundo","-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,"Árvore, altura de 6,0m; perímetro 47+18+23cm; flores amarelas, perfumadas.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"2001","10",NA,"85335","auto",NA,NA,NA,NA,NA
"853","2021-03-10 11:38:43-03","UNILA","EVB","1008","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Alves, F.M.","Buttura, E.","1980","06","11","Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas","-54.295556","-24.068889","54º17'44''W","24º4'8''S",NA,NA,NA,"EVB001008","EVB001008",NA,"530",NA,NA,NA,NA,NA,NA,"2018","08","07",NA,NA,NA,NA,NA,NA,NA
"854","2016-08-23 10:59:38-03","NHMLondon","NHM-LONDON-BOT","BM000947279","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Hendrik Hessel (Henk) van der Werff; b.1946; van der Werff","George Gardner; b.1812; d.1849; Gardner","1840","10",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/daff441ba45328b08add28421f8a9fbda093ac4d/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isosyntype","5154",NA,NA,"NHMUK:ecatalogue:584207",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","2020-11-12 17:00:40-03","UEL","FUEL","36319","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Zanon, MMF","Lopes, WP","1997","12","05","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Entre o viveiro e a estrada do restaurante","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,"FUEL004471",NA,NA,"510",NA,NA,NA,"Tracheophyta","Laurales",NA,"2006","10","24","28215","auto",NA,NA,NA,NA,NA
"856","2020-11-12 17:00:40-03","UEL","FUEL","23055","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Baitello, JB","Alexandre Francisco da Silva; et al.","1982","10","19","Brasil","Minas Gerais","Viçosa","Campus da UFV, atrás da Tecnologia de Alimentos","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"FUEL004470",NA,NA,"328",NA,NA,NA,"Tracheophyta","Laurales",NA,"1999","10","13","13937","auto",NA,NA,NA,NA,NA
"857","2020-11-12 17:00:40-03","UEL","FUEL","13268","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Dias, MC","s.coletor; et al.",NA,NA,NA,"Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Tracheophyta","Laurales",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"858","2019-11-01 15:01:58-03","UnB","UB","150119","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Heringer, EP","1942","10","16","Brasil","Minas Gerais",NA,"Sítio do Paulo Macedo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"916","Southern America",NA,NA,"Dicotyledoneae",NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","2019-11-01 15:01:58-03","UnB","UB","120422","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Carvalho, PS","Carvalho, PS; Miranda, SC; Silva Júnior, MC; Pereira, IM","2008","10","10","Brasil","Minas Gerais","Diamantina","Caminho dos escravos","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"árvore 2m de altura, frutos com receptáculo vermelho; cerrado sentido restrito",NA,NA,NA,"402A","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"860","2019-11-01 15:01:58-03","UnB","UB","150122","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Allen, CK","Belém, RP","1966","11","10","Brasil","Bahia","Itapebi","Plantação de cacau","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,"Árvore de 20m x 35 cm de diâm., flores brancas, cálice marrom",NA,NA,NA,"2875","Southern America",NA,NA,"Dicotyledoneae",NA,NA,"1970",NA,NA,"43726","auto",NA,NA,NA,NA,NA
"861","2019-11-01 15:01:58-03","UnB","UB","150120","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Teixeira, BC","Krieger, L","1975","09","15","Brasil","Minas Gerais","Belo Horizonte","Ponte da Mutuca, BR-3, Km 7","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Árvore do Capão, porte baixo. 3m",NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledoneae",NA,NA,"1980",NA,NA,"17082","auto",NA,NA,NA,NA,NA
"862","2019-11-01 15:01:58-03","UnB","UB","150121","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Silva, S","Heringer, EP","1969","10","26","Brasil","Minas Gerais","Manhuaçu","Proximidades de Manhuaçú","-42.0335998535156","-20.2581005096436",NA,NA,NA,NA,"Encontrada atualmente nas pastagens e margem de rodovias; Árvore grande na mata, com 15m, flores alvas perfumadas. Madeira boa",NA,NA,NA,"11895","Southern America",NA,NA,"Dicotyledoneae",NA,NA,"1979",NA,NA,"32626","auto",NA,NA,NA,NA,NA
"863","2019-05-06 11:58:23-03","UFU","HUFU","48716","S","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees","Hatschbach, G.","Ziller, S.R.","1995","04","18","Brasil","Paraná","Guaraqueçaba","Comum nas encostas e beira de estrada.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Floresta ombrófila densa submontana.","HUFU00012041","HUFU00012041",NA,"723",NA,NA,NA,NA,NA,NA,"1995","04","18","37295","auto",NA,NA,NA,NA,NA
"864","2020-08-20 20:39:28-03","UFSC","FLOR","29115","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Rohwer, J.G.","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","1996","07","07","Brasil","Espírito Santo","Castelo","Limoeiro.","-41.184700012207","-20.6035995483398",NA,NA,"600","600","árvore, flor creme, odorífera, 12m altura","FLOR0029115",NA,NA,"65264",NA,NA,NA,NA,"Laurales",NA,"1998",NA,NA,"23588","auto",NA,NA,NA,NA,NA
"865","2021-03-04 15:44:03-03","IF","SPSF","09352","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","J.L.Hage","1981","11","10","Brasil","BA","Ilhéus","mata higrófila","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1515","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1994","08","04","61245","auto","Magnoliopsida",NA,NA,NA,NA
"866","2021-03-04 15:44:03-03","IF","SPSF","46201","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"R.M.Pizziolo","1984","05","15","Brasil","ES","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,"700","700","COLETA: Arbusto de + 3m. Flor perfumada de cor branca.; GEOGRAFIA: Solo arenoso.;",NA,NA,NA,"82","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"23813","auto","Magnoliopsida",NA,NA,NA,NA
"867","2021-03-04 15:44:03-03","IF","SPSF","46140","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","M.Sobral","W.Boone","1985","04","15","Brasil","ES","Santa Teresa","Penha","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"COLETA: Árvore de mais de 4m de altura; Inflorescência com botões castanhos claros tomentosos; Heliófila.; GEOGRAFIA: Caminho para a Reserva Biológica de Santa Lúcia; Solo arenoso.&nf;Altitude de mais de 700m.;",NA,NA,NA,"354","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1995","12","30","23813","auto","Magnoliopsida",NA,NA,NA,NA
"868","2021-03-04 15:44:03-03","IF","SPSF","46159","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"L.Kollmann & E.Bausen & W.Pizziolo","1998","08","13","Brasil","ES","Santa Teresa","São Lourenço","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"COLETA: Árvore com 6m de altura; Frutos verdes.; GEOGRAFIA: Alto Tabocas; Capoeirão.&nf;750m de altitude.;",NA,NA,NA,"350","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"23813","auto","Magnoliopsida",NA,NA,NA,NA
"869","2021-03-04 15:44:03-03","IF","SPSF","30415","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","L.S.Leoni","2002","07","13","Brasil","MG","Carangola","Faria Lemos, fazenda Santa Rita","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"5090","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"2002","10","14","21913","auto","Magnoliopsida",NA,NA,NA,NA
"870","2021-03-04 15:44:03-03","IF","SPSF","14234","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.B.Baitello","L.S.Leoni","1991","05","19","Brasil","MG","Carangola","São João da Gama","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: área perturbada&nf;;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"1996","11","26","21913","auto","Magnoliopsida",NA,NA,NA,NA
"871","2021-03-04 15:44:03-03","IF","SPSF","49806","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","M.L.Brotto","D.C.Imig & M.Neves & M.E.Engels","2014","05","29","Brasil","PR","Paranaguá","Rodovia PR-407","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"COLETA: Floresta Ombrófila Densa das Terras Baixas.;",NA,NA,NA,"333","América do Sul",NA,NA,"Magnoliophyta","Laurales",NA,"2014","05","29","24916","auto","Magnoliopsida",NA,NA,NA,NA
