"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"2313","2019-11-13 11:25:38-03","USP","SPF","97860","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Lyra-Lemos, RP","1861","1991","04","21",NA,"Brasil",NA,NA,NA,"SPF00097860",NA,NA,"(Sm.) Triana","Rezende, AR","Bahia","Algodão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,"12",NA,NA,NA,NA
"2314","2021-03-15 18:28:48-03","USP","SPF","206882","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Zappi, DC; Milliken, W; Sasaki, D; Frisby, SM; Piva, JH","1411","2008","08","23",NA,"Brasil",NA,NA,"Arbusto 4 m alt. Inflorescência avermelhada com cálice alaranjado.; Mata ombrófila alta inundável.","SPF00206882",NA,NA,"(Sm.) Triana","Milliken, W","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino, Parque Estadual Cristalino. Limite Sudeste do Parque, mata nas proximidades do Rio Nhandu.","-55.0132","-9.3836","297","297",NA,NA,NA,NA,NA,NA,"-55.0132","-9.3836",NA,NA,NA,NA,NA,NA
"2315","2019-11-13 11:25:38-03","USP","SPF","156220","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Dias, ATG","1152","1987","02","04",NA,"Brasil",NA,NA,NA,"SPF00156220",NA,NA,"(Sm.) Triana",NA,"Pará","Altamira","Rio Xingu, Transamazônica, Km 46, travessão 17. Largo do Passai.","-52.2064018249512","-3.20333003997803",NA,NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","2019-11-13 11:25:40-03","USP","SPF","118769","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Amaral, MCE","9567","1995","07","18",NA,"Brasil",NA,NA,NA,"SPF00118769",NA,NA,"Cogn.","Baumgratz, JFA","São Paulo","Itirapina",NA,"-47.75","-22.2",NA,NA,NA,NA,NA,NA,NA,"2002","-47.75","-22.2",NA,NA,NA,NA,NA,NA
"2317","2019-11-13 11:25:40-03","USP","SPF","167162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Proença, C","2736","2004","04","27",NA,"Brasil",NA,NA,NA,"SPF00167162",NA,NA,"Cogn.","Proença, C","Distrito Federal","Brasília","Clube Águas Correntes","-47.933333","-16.05",NA,NA,NA,NA,NA,NA,NA,"2004","-47.933333","-16.05",NA,"04",NA,NA,NA,NA
"2318","2019-11-13 11:25:40-03","USP","SPF","142372","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Proença, C","2135","1999","11","30",NA,"Brasil",NA,NA,NA,"SPF00142372",NA,NA,"Cogn.","Proença, C","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,"1999",NA,NA,NA,"11",NA,NA,NA,NA
"2319","2019-11-13 11:25:40-03","USP","SPF","113149","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Cordovil-Silva, SP","332","1993","06","22",NA,"Brasil",NA,NA,NA,"SPF00113149",NA,NA,"Cogn.","Rezende, AR","Goiás","Corumbaíba",NA,"-48.5614013671875","-18.1424999237061",NA,NA,NA,"40186","auto",NA,NA,"2010",NA,NA,NA,"12",NA,NA,NA,NA
"2320","2019-11-13 11:25:40-03","USP","SPF","113126","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Santos, HGP","125","1993","06","25",NA,"Brasil",NA,NA,NA,"SPF00113126",NA,NA,"Cogn.","Baumgratz, JFA","Goiás","Corumbaíba",NA,"-48.5614013671875","-18.1424999237061",NA,NA,NA,"40186","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"2321","2019-11-13 11:25:40-03","USP","SPF","113124","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Santos, HGP","89","1993","06","24",NA,"Brasil",NA,NA,NA,"SPF00113124",NA,NA,"Cogn.","Baumgratz, JFA","Goiás","Corumbaíba",NA,"-48.5614013671875","-18.1424999237061",NA,NA,NA,"40186","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"2322","2019-11-13 11:25:40-03","USP","SPF","113123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Santos, HGP","88","1993","06","24",NA,"Brasil",NA,NA,NA,"SPF00113123",NA,NA,"Cogn.","Baumgratz, JFA","Goiás","Corumbaíba",NA,"-48.5614013671875","-18.1424999237061",NA,NA,NA,"40186","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"2323","2019-11-13 11:25:40-03","USP","SPF","191595","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Godoy, SAP","1789","1999","09","09",NA,"Brasil",NA,NA,NA,"SPF00191595",NA,NA,"Cogn.","Romero, R","Minas Gerais","Delfinópolis","Estância Carmem Sílvia","-46.8539009094238","-20.343900680542",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324","2019-11-13 11:25:40-03","USP","SPF","83158","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Loefgren, A","s.n.","1888","08","09",NA,"Brasil",NA,NA,NA,"SPF00083158",NA,NA,"Cogn.","Hoehne, FC","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325","2019-11-13 11:25:40-03","USP","SPF","97649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Tamashiro, JY","689","1994","09","28",NA,"Brasil",NA,NA,NA,"SPF00097649",NA,NA,"Cogn.","Rezende, AR","São Paulo","Riversul",NA,"-49.4199981689453","-23.8199996948242",NA,NA,NA,"18712","auto",NA,NA,"2010",NA,NA,NA,"12",NA,NA,NA,NA
"2326","2019-11-13 11:25:40-03","USP","SPF","98090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Esteves, R","91","1994","06","21",NA,"Brasil",NA,NA,NA,"SPF00098090",NA,NA,"Cogn.","Rezende, AR","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,"54606","auto",NA,NA,"2010",NA,NA,NA,"12",NA,NA,NA,NA
"2327","2019-11-13 11:25:40-03","USP","SPF","83162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudonervosa","Miconia pseudonervosa","Campos Novaes, J","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"SPF00083162",NA,NA,"Cogn.","Goldenberg, R","São Paulo","Valinhos",NA,"-46.9900016784668","-22.9699993133545",NA,NA,NA,"12075","auto",NA,NA,"1996",NA,NA,NA,"12",NA,NA,NA,NA
"2328","2014-08-26 18:21:58-03","FSL","HFSL","2159","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hopkins, M.J.G.; Pereira, E da C; Assunção, P.A.C.L. & Nascimento, J.R. do","1436","1994","07","07","Southern America","Brasil",NA,NA,"Erva ereta 1,5 m. Eixo da inflorescência amarelo. Flores brancas, cálice verde-claro, com formigas visitando as flores. Frutos verde-escuro. Inodoras. ; DE",NA,NA,NA,"(Sm.) Triana","Renner, S.S.","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke- Itacoatiara, km 26. Ao lado da trilha. Área alterada.","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,"1995","-59.966667","-2.883333",NA,"03",NA,NA,NA,NA
"2329","2014-08-26 18:21:58-03","FSL","HFSL","3119","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Oliveira, M.; Grillo, A.A.","792","2002","02","26","Southern America","Brasil",NA,NA,"Arbusto +/- 2.0m alt.Caule cerde-acinzentado; frutos imaturos corais-avermelhados; maturos roxos. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Alagoas","São José da Laje","Usina Serra Grande, Usina Serra Grande. Brejão. Vegetação arbustivo-arbórea. Área do criadouro das capivaras. Solo argiloso.","-36.0583","-9.00972",NA,NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330","2014-04-30 11:09:01-03","FSL","HFSL","4908","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Magalhães, L.P.","71","2007","08","18","Southern America","Brasil",NA,NA,"Arbusto. Folhas opostas com pilosidade avermelhada em ambas as faces e nas nervuras, pêlos esbranquiçados por toda planta. Eixo da inflorescência amarelo. Flores brancas, cálice verde-claro. ; DE",NA,NA,NA,"(Sm.) Triana","Goldenberg, R.","Rondônia","Porto Velho","Estação Ecológica de Cuniã (ESEC Cuniã)","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,"2008",NA,NA,NA,"01","01",NA,NA,NA
"2331","2014-04-30 11:09:01-03","FSL","HFSL","5156","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Magalhães, L.P.","54","2007","06","07","Southern America","Brasil",NA,NA,"Arbusto. Folhas opostas com pilosidade avermelhada em ambas as faces e nas nervuras, pêlos esbranquiçados por toda planta. Eixo da inflorescência amarelo. Flores brancas, cálice verde-claro. Fruto imaturo verde. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Estação Ecológica de Cuniã (ESEC Cuniã)","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332","2014-04-30 11:09:01-03","FSL","HFSL","5157","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Magalhães, L.P.","85","2007","09","29","Southern America","Brasil",NA,NA,"Arbusto. Folhas opostas com pilosidade avermelhada em ambas as faces e nas nervuras, pêlos esbranquiçados por toda planta. Eixo da inflorescência amarelo. Flores brancas, cálice verde-claro. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Estação Ecológica de Cuniã (ESEC Cuniã)","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333","2014-09-16 19:40:02-03","FSL","HFSL","6878","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Silva, L.A. da","27","2010","08","28","Southern America","Brasil",NA,NA,"Arbusto com 4 metors de altura, folha simples oposta, peciolado com tricoma marrom escuro e curvinervea com 3 nervuras. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Parque Ecológico","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,"2010",NA,NA,NA,"08","28",NA,NA,NA
"2334","2014-09-16 19:40:02-03","FSL","HFSL","6879","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Silva, L.A. da","28","2010","08","28","Southern America","Brasil",NA,NA,"Arbusto com 3,50 de altura, folha simples oposta, peciolado marrom escuro e curvinervea com 3/5 nervuras. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Parque Ecológico","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,"2010",NA,NA,NA,"08","28",NA,NA,NA
"2335","2014-09-16 19:40:02-03","FSL","HFSL","6897","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Silva, L.A. da","46","2010","11","03","Southern America","Brasil",NA,NA,"Subarbusto, 60cm, folha simples, oposta, peciolada com tricoma, curvinervea com 3-5 nervuras. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Parque Ecológico","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,"2010",NA,NA,NA,"11","03",NA,NA,NA
"2336","2014-08-26 18:21:58-03","FSL","HFSL","1813","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Lobato, L.C.B.; Almeida, S.S. de; Oliveira, J.; Silva, P.J.D. da; Silva, J.B.F. da & Leite, G.B.","2202","1997","10","23","Southern America","Brasil",NA,NA,"Arbusto de 1,50m de altura. Frutos alaranjados. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","BR - 364, BR-364. Linha 1. Floresta de terra firme.","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337","2014-08-26 18:21:58-03","FSL","HFSL","3120","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Oliveira, M.; Grillo, A.A.","739","2002","01","30","Southern America","Brasil",NA,NA,"Arbusto +/- 2.0m alt. Caule cinzento; frutos laranja. Frequante. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Alagoas","São José da Laje","Usina Serra Grande, Usina Serra Grande. Brejão. Vegetação arbórea-arbustiva densa. Solo humoso. Interior da mata.","-36.0583","-9.00972",NA,NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338","2014-09-16 19:40:02-03","FSL","HFSL","6875","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Silva, L.A. da","24","2010","08","28","Southern America","Brasil",NA,NA,"Sub-arbusto com 1,80 de altura folha simples oposta, membranosa, peciolo curto e curvinervea com 3/5 nervuras. ; DE",NA,NA,NA,"(Sm.) Triana",NA,"Rondônia","Porto Velho","Parque Ecológico","-63.9039","-8.76194",NA,NA,NA,"333357","auto",NA,NA,"2010",NA,NA,NA,"08","28",NA,NA,NA
"2339","2020-12-02 09:07:28-03","UNITINS","HUTO","4652","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Fernandes, M.H.","113","2012","07","12",NA,"Brasil",NA,NA,"Árvore com cerca de 4 m de altura. Flor branca. Estames brancos. Folhas discolores; Mata de galeria inundável","HUTO004652",NA,NA,"(Sm.) Triana","Fernandes, M.H.","Distrito Federal","Brasília","Fazenda Santa Cecília. Nucleo Rural Rajadinha II. Relevo plano. Solo hifromórfico","-47.637778","-15.765278","958","958",NA,NA,NA,NA,NA,"2012","-47.637778","-15.765278",NA,"11",NA,NA,NA,NA
"2340","2020-12-02 09:07:28-03","UNITINS","HUTO","5043","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Fernandes, M.H.","86","2012","06","06",NA,"Brasil",NA,NA,"Arvoreta com cerca de 3,50 m de altura. Flor branca. Pendúculo vermelho claro. Coletada na borda da mata.; Mata de galeria","HUTO005043",NA,NA,"(Sm.) Triana",NA,"Distrito Federal","Brasília","azenda Malunga (produção de hortaliças e leite orgânico). Núcleo Rural Lamarão. Relevo levemente ondulado. Solo hidromórfico","-47.488056","-15.973889","888","888",NA,NA,NA,NA,NA,NA,"-47.488056","-15.973889",NA,NA,NA,NA,NA,NA
"2341","2020-12-02 09:07:28-03","UNITINS","HUTO","6653","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Texeira, B.R.","262","2012","05","24",NA,"Brasil",NA,NA,"Arvoreta com 2 m de altura. Flor alva.; Mata de galeria inundável. Solo argiloso com serrapilheira.","HUTO006653",NA,NA,"(Sm.) Triana","Texeira, B.R.","Distrito Federal","Brasília","Fazenda Malunga","-47.493333","-15.975833",NA,NA,NA,NA,NA,NA,NA,"2012","-47.493333","-15.975833",NA,"06",NA,NA,NA,NA
"2342","2020-12-02 09:07:28-03","UNITINS","HUTO","4060","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Oliveira, F.C.A.","2226","2010","05","18",NA,"Brasil",NA,NA,"Arvoreta pulverulenta com cerca de 1,80 m de altura. Casca lisa. Folhas membranáceas. Botões cor vinho; Cerradão","HUTO004060",NA,NA,"(Sm.) Triana",NA,"Tocantins","Darcinópolis","Bacia do Tocantins. Sub-bacia do rio Tocantins. Solo arenoso. Relevo levemente ondulado","-47.7425","-6.771667","379","379",NA,NA,NA,NA,NA,NA,"-47.7425","-6.771667",NA,NA,NA,NA,NA,NA
"2343","2019-10-07 09:34:31-03","UEFS","HUEFS","3062","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Carvalho, A.M.de","1891","1983","04","23",NA,"Brasil",NA,NA,NA,"HUEFS0003062","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Camacan",NA,"-39.4958000183105","-15.4191999435425",NA,NA,"HUEFS0003062","22686","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2344","2019-10-07 09:34:31-03","UEFS","HUEFS","2159","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hage, J.L.","1544","1981","12","08",NA,"Brasil",NA,NA,NA,"HUEFS0002159","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"HUEFS0002159","61245","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2345","2019-10-07 09:34:31-03","UEFS","HUEFS","2165","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hage, J.L.","509","1981","03","04",NA,"Brasil",NA,NA,NA,"HUEFS0002165","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","50","50","HUEFS0002165","61245","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2346","2019-10-07 09:34:31-03","UEFS","HUEFS","3820","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hage, J.L.","1676","1983","02","08",NA,"Brasil",NA,NA,NA,"HUEFS0003820","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","50","50","HUEFS0003820","61245","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2347","2019-10-07 09:34:31-03","UEFS","HUEFS","6300","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hage, J.L.","2043","1986","06","05",NA,"Brasil",NA,NA,NA,"HUEFS0006300","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"HUEFS0006300","61245","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2348","2019-10-07 09:34:31-03","UEFS","HUEFS","23537","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Mattos-Silva, L.A.","3106","1995","05","07",NA,"Brasil",NA,NA,NA,"HUEFS0023537","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Una",NA,"-39.0752983093262","-15.2932996749878","600","600","HUEFS0023537","36070","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"2349","2019-10-07 09:34:31-03","UEFS","HUEFS","194443","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Popovkin, A.V.","1389","2013","03","20",NA,"Brasil",NA,NA,"Atlantic forest.","HUEFS0194443","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Entre Rios","Algodão.",NA,"-12.166667",NA,NA,"HUEFS0194443",NA,NA,NA,NA,NA,"37W58'120''","12S10'","Rosanae",NA,NA,NA,NA,NA
"2350","2019-10-07 09:34:31-03","UEFS","HUEFS","194440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Popovkin, A.V.","1386","2013","03","20",NA,"Brasil",NA,NA,"Atlantic forest.","HUEFS0194440","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Entre Rios","Algodão.",NA,"-12.166667",NA,NA,"HUEFS0194440",NA,NA,NA,NA,NA,"37W58'120''","12S10'","Rosanae",NA,NA,NA,NA,NA
"2351","2019-10-07 09:34:31-03","UEFS","HUEFS","195926","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Fontes, C.G.","179","2007","05","02",NA,"Brasil",NA,NA,"Borda da mata de geleira, relevo ondulado, latossolo vermelho amarelo.","HUEFS0195926","Angiospermae","Myrtales","(Sm.) Triana",NA,"Distrito Federal","Brasilia","Fazenda Sucupira. Borda da mata de geleira, próxima ao bambuzal.","-48.003056","-15.911111","1110","1110","HUEFS0195926",NA,NA,NA,NA,NA,"48W0'11''","15S54'40''","Rosanae",NA,NA,NA,NA,NA
"2352","2019-10-07 09:34:31-03","UEFS","HUEFS","196716","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Popovkin, A.V.","1446","2013","05","29",NA,"Brasil",NA,NA,"Atlantic forest.","HUEFS0196716","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Entre Rios","Algodão.","-37.966667","-12.166667","120","120","HUEFS0196716",NA,NA,NA,NA,NA,"37W58'0''","12S10'","Rosanae",NA,NA,NA,NA,NA
"2353","2019-10-07 09:34:31-03","UEFS","HUEFS","199113","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Pereira-Silva, G.","15762","2010","10","25",NA,"Brasil",NA,NA,"Floresta Ombrófila Mista. Solo areno-argiloso.","HUEFS0199113","Angiospermae","Myrtales","(Sm.) Triana",NA,"Rondônia","Porto Velho","Ramal Arrependido.","-64.705","-9.322222",NA,NA,"HUEFS0199113",NA,NA,NA,NA,NA,"64W42'18''","9S19'20''","Rosanae",NA,NA,NA,NA,NA
"2354","2019-10-07 09:34:31-03","UEFS","HUEFS","201104","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Brotto, M.L.","817","2012","08","28",NA,"Brasil",NA,NA,"Floresta Estacional Semidecidual Aluvial com dossel emergente.","HUEFS0201104","Angiospermae","Myrtales","(Sm.) Triana",NA,"Mato Grosso","Tangará da Serra","Margem do rio Sepotuba.","-57.728611","-14.6075",NA,NA,"HUEFS0201104",NA,NA,NA,NA,NA,"57W43'43''","14S36'27''","Rosanae",NA,NA,NA,NA,NA
"2355","2019-10-07 09:34:31-03","UEFS","HUEFS","51642","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Thomas, W.W.","11160","1996","03","25",NA,"Brasil",NA,NA,NA,"HUEFS0051642","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Porto Seguro","Parque Nacional Monte Pascoal, along trail leading to summit of Monte Pascoal.","-40.574722","-15.264722","150","400","HUEFS0051642",NA,NA,NA,NA,NA,"40W34'29''","15S15'53''","Rosanae",NA,NA,NA,NA,NA
"2356","2019-10-07 09:34:31-03","UEFS","HUEFS","2612","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Mattos-Silva, L.A.","701","1978","10","31",NA,"Brasil",NA,NA,NA,"HUEFS0002612","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Prado",NA,"-39.4","-17.2",NA,NA,"HUEFS0002612",NA,NA,NA,NA,NA,"39W24'","17S12'","Rosanae",NA,NA,NA,NA,NA
"2357","2019-10-07 09:34:31-03","UEFS","HUEFS","60069","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Mattos-Silva, L.A.","4442","2001","07","26",NA,"Brasil",NA,NA,"Mata Atlântica.","HUEFS0060069","Angiospermae","Myrtales","(Sm.) Triana",NA,"Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança. Sede a 7 Km a W do povoado de Nova Esperança. Área com aproximadamente 2.700 há.Solo argiloso. Região de Mata Higrófila Sul Baiana. Coletas no centro da mata, situada no Morro da Água Vermelha. Alt. Aprox. 700 m.","-39.721667","-13.595278",NA,NA,"HUEFS0060069",NA,NA,NA,NA,NA,"39W43'18''","13S35'43''","Rosanae",NA,NA,NA,NA,NA
"2358","2019-10-07 09:34:31-03","UEFS","HUEFS","70158","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Souza, V.C.","18699","1997","07","10",NA,"Brasil",NA,NA,"Contato Floresta Ombrófila-Floresta Estacional.","HUEFS0070158","Angiospermae","Myrtales","(Sm.) Triana",NA,"Mato Grosso","Juruena","Ca. 32km WSW ( em linha reta) de Juruena.","-58.833333","-10.366667",NA,NA,"HUEFS0070158",NA,NA,NA,NA,NA,"58W50'","10S22'","Rosanae",NA,NA,NA,NA,NA
