"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus"
"102","2020-12-21 16:34:10-03","MBM","MBM","387707","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1964","2013","11","27","Southern America","Brazil",NA,NA,"Arbusto, 50 cm, flores róseas, estames amarelos, campo limpo úmido.; Campos Gerais","MBM387707",NA,NA,"Cham.","Paraná","Pousada Pirahy da Serra","-50.020306","-24.466972",NA,NA,"Meyer, F.S.","Piraí do Sul","MBM387707",NA,NA,"2013",NA,NA,"-50.020306","-24.466972",NA,NA,NA
"103","2020-12-21 16:34:10-03","MBM","MBM","387759","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.","2162","2013","12","04","Southern America","Brazil",NA,NA,"Arbusto, 40 cm, petalas róseas, estames amarelos, campo limpo.; Campos Gerais","MBM387759",NA,NA,"Cham.","Paraná","São Luiz do Purunã","-49.721806","-25.466972",NA,NA,"Meyer, F.S.","Balsa Nova","MBM387759",NA,NA,"2013",NA,NA,"-49.721806","-25.466972",NA,NA,NA
"104","2020-12-21 16:34:10-03","MBM","MBM","387807","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.","2446","2013","12","18","Southern America","Brazil",NA,NA,"Arbusto,50 cm, flores róseas, campo semihidromórfico.; Campos Gerais","MBM387807",NA,NA,"Cham.","Paraná","Parque Estadual de Vila Velha","-49.991917","-25.247556",NA,NA,"Meyer, F.S.","Ponta Grossa","MBM387807",NA,NA,"2014",NA,NA,"-49.991917","-25.247556",NA,NA,NA
"105","2020-12-21 16:34:10-03","MBM","MBM","388280","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Felitto, G.; Lozano, E.; Saridakis, D.P.; Melatti, D.F.; Lozano, E.; Saridakis, D.P.; Melatti, D.F.","494","2013","02","22","Southern America","Brazil",NA,NA,"Subarbusto, 60cm, flores róseas.; Afloramento rochoso.","MBM388280",NA,NA,"Cham.","Paraná","Cabeceira do Rio Tibagi","-49.892778","-25.300556","900","900","Michelon, C.","Ponta Grossa","MBM388280",NA,NA,"2013",NA,NA,"-49.892778","-25.300556",NA,NA,NA
"106","2020-12-21 16:34:10-03","MBM","MBM","389023","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","4164","2013","12","18","Southern America","Brazil",NA,NA,"Arbusto, 60cm; Flores lilases.; Campo sujo.","MBM389023",NA,NA,"Cham.","Paraná","Recanto dos Papagaios","-49.768333","-25.465278","957","957","Cordeiro, J.","Palmeira","MBM389023",NA,NA,"2014","05","12","-49.768333","-25.465278",NA,NA,NA
"107","2020-12-21 16:34:10-03","MBM","MBM","400029","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.; May, D.; Saridakis, D.P.; May, D.; Saridakis, D.P.","2901","2014","12","17","Southern America","Brazil",NA,NA,"Subarbusto, 50 cm, flores róseas, estames amarelos.; Campos Gerais, campo sujo.","MBM400029",NA,NA,"Cham.","Paraná","Parque Estadual do Monge","-49.700444","-25.775",NA,NA,"Meyer, F.S.","Lapa","MBM400029",NA,NA,"2014",NA,NA,"-49.700444","-25.775",NA,NA,NA
"108","2020-12-21 16:34:10-03","MBM","MBM","401917","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","3037","2015","08","08","Southern America","Brazil",NA,NA,"Subarbusto, 50 cm, pétalas liláses, estames amarelos, em afloramento rochoso.; Campos Gerais.","MBM401917",NA,NA,"Cham.","Paraná","Fazenda Garrote","-49.855667","-24.398278",NA,NA,"Lozano, E.D.","Piraí do Sul","MBM401917",NA,NA,"2015",NA,NA,"-49.855667","-24.398278",NA,NA,NA
"109","2020-12-21 16:34:10-03","MBM","MBM","402052","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Motta, J.T.; Motta, J.T.","8799","2015","03","04","Southern America","Brazil",NA,NA,"Erva xilopodífera; flor lilás ou rosada.; Campo úmido.","MBM402052",NA,NA,"Cham.","Paraná","Recanto dos Papagaios","-49.768889","-25.464722","963","963","Brotto, M.L.","Palmeira","MBM402052",NA,NA,"2015","11","17","-49.768889","-25.464722",NA,NA,NA
"110","2020-12-21 16:34:10-03","MBM","MBM","410370","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, S.M.","s.n.","2014","10","02","Southern America","Brazil",NA,NA,"Terrestre.","MBM410370",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.266667","-24.566667","1200","1200","Barboza, E.","Tibagi","MBM410370",NA,NA,"2016","02","17","-50.266667","-24.566667",NA,NA,NA
"111","2020-12-21 16:34:10-03","MBM","MBM","416699","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Marinero, F.; Fiuza, F.; Fiuza, F.","673","2018","04","17","Southern America","Brazil",NA,NA,"Subarbusto 30 cm; flores liáses.; Estepe gramíneo-lenhosa","MBM416699",NA,NA,"Cham.","Paraná","Propriedade particular","-50.148889","-24.776111","1170","1170","Marinero, F.","Castro",NA,NA,NA,"2018","04","25","-50.148889","-24.776111",NA,NA,NA
"112","2020-12-21 16:34:10-03","MBM","MBM","319481","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Uhlmann, A.","s.n.","2006","06","28","Southern America","Brazil",NA,NA,NA,"MBM319481",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Uhlmann, A.","Jaguariaíva","MBM319481","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:34:10-03","MBM","MBM","271526","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ribas, O.S.; Cordeiro, J.; Costa, E.F.; Cordeiro, J.; Costa, E.F.","4539","2002","03","07","Southern America","Brazil",NA,NA,NA,"MBM271526",NA,NA,"Cham.","Paraná","Assentamento Contestado","-49.7158012390137","-25.7696990966797",NA,NA,"Hatschbach, G.","Lapa","MBM271526","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:34:10-03","MBM","MBM","294847","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Barboza, E.; et al.; et al.","867","2004","02","10","Southern America","Brazil",NA,NA,NA,"MBM294847",NA,NA,"Cham.","Paraná","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira","MBM294847","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:34:10-03","MBM","MBM","279231","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.; et al.; et al.","7376","1994","11","14","Southern America","Brazil",NA,NA,NA,"MBM279231",NA,NA,"Cham.","São Paulo","Fazenda Santa Rita do Espinho","-49.3400001525879","-24.1100006103516",NA,NA,"Scaramuzza, CA de M","Itararé","MBM279231","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:34:10-03","MBM","MBM","319713","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Dunaiski Jr.; A.; A.; et al.; et al.","2679","2005","03","06","Southern America","Brazil",NA,NA,NA,"MBM319713",NA,NA,"Cham.","Paraná","Amola Faca","-49.6356010437012","-25.5839004516602",NA,NA,"Cordeiro, J.; Barboza, E.","Balsa Nova","MBM319713","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:34:10-03","MBM","MBM","260529","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ribas, O.S.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","3457","2001","03","15","Southern America","Brazil",NA,NA,NA,"MBM260529",NA,NA,"Cham.","Paraná","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"Hatschbach, G.","Balsa Nova","MBM260529","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:34:10-03","MBM","MBM","297038","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Dunaiski Jr.; A.; A.; et al.; et al.","1115","1999","04","20","Southern America","Brazil",NA,NA,NA,"MBM297038",NA,NA,"Cham.","Paraná","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"Hatschbach, G.","Campo Largo","MBM297038","53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:34:10-03","MBM","MBM","320395","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Barboza, E.; Cunha, E.M.; Barboza, E.; Cunha, E.M.","5114","2006","10","13","Southern America","Brazil",NA,NA,NA,"MBM320395",NA,NA,"Cham.","Paraná","Estrada para o Parque Estadual do Cerrado, Pesqueiro","-49.7057991027832","-24.2511005401611",NA,NA,"Hatschbach, G.","Jaguariaíva","MBM320395","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:34:10-03","MBM","MBM","314129","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Barboza, E.; Cordeiro, J.; Cordeiro, J.","1175","2006","02","14","Southern America","Brazil",NA,NA,NA,"MBM314129",NA,NA,"Cham.","Paraná","Cercado","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira","MBM314129","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:34:10-03","MBM","MBM","309532","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","4443","2005","11","10","Southern America","Brazil",NA,NA,NA,"MBM309532",NA,NA,"Cham.","Paraná","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira","MBM309532","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:34:10-03","MBM","MBM","385741","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.; Ariati, V.; Ariati, V.","1097","2012","10","10","Southern America","Brazil",NA,NA,"Subarbusto, 40cm, flores róseas.; Campos gerais, campo limpo.","MBM385741",NA,NA,"Cham.","Paraná","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,NA,"Lozano, E.D.","Ponta Grossa","MBM385741","46557","auto","2012",NA,NA,NA,NA,NA,NA,NA
"123","2014-12-02 14:57:38-02","MNHN","RECOLNAT_MNHN_P","P00245266","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil","hb",NA,"Donné par le Musée de Rio Janeiro <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245266' target='other'> <mi>dwc_moreinfo</mi></a>","P00245266",NA,NA,"Cham.",NA,"St. Paul",NA,NA,NA,NA,"Martins & Almeda",NA,"P00245266_01",NA,NA,NA,NA,NA,NA,NA,NA,"807",NA
"124","2014-12-02 14:59:09-02","MNHN","RECOLNAT_MNHN_P","P00245346","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Sellow, F.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245346' target='other'> <mi>dwc_moreinfo</mi></a>","P00245346",NA,NA,"Cham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype"
"125","2015-09-04 12:58:07-03","MNHN","RECOLNAT_MNHN_P","P00245264","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Glaziou, A.",NA,"1876","1","7",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245264' target='other'> <mi>dwc_moreinfo</mi></a>","P00245264",NA,NA,"Cham.",NA,"S. Paulo, Campos de Bocaina, à la source du Rio Carahybo",NA,NA,NA,NA,"Martins",NA,"P00245264_01",NA,NA,NA,NA,NA,NA,NA,NA,"8377",NA
"126","2014-09-22 14:54:17-03","MNHN","RECOLNAT_MNHN_P","P00245265","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245265' target='other'> <mi>dwc_moreinfo</mi></a>","P00245265",NA,NA,"Cham.",NA,"Terrain marecageux, près Eyreja Velha dans les Campos, Geraes, prov. Saint Paul",NA,NA,NA,NA,"Martins",NA,"P00245265_01",NA,NA,NA,NA,NA,NA,NA,NA,"C2 1494",NA
"127","2013-11-13 15:54:12-02","MNHN","RECOLNAT_MNHN_P","P00723383","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723383' target='other'> <mi>dwc_moreinfo</mi></a>","P00723383",NA,NA,"Cham.",NA,"Terrain marecageux, près Eyreja Velha dans les Campos, Geraes, prov. Saint Paul",NA,NA,NA,NA,"Romero",NA,"P00723383_01",NA,NA,NA,NA,NA,NA,NA,NA,"C2 1494",NA
"128","2015-09-04 21:09:36-03","MNHN","RECOLNAT_MNHN_P","P05317699","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Saldanha",NA,NA,NA,NA,NA,"Brasil","hb",NA,". s.d. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317699' target='other'> <mi>dwc_moreinfo</mi></a>","P05317699",NA,NA,"Cham.",NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"Romero",NA,"P05317699_01",NA,NA,NA,NA,NA,NA,NA,NA,"8783",NA
"129","2015-09-04 21:09:36-03","MNHN","RECOLNAT_MNHN_P","P05317700","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Glaziou, A.",NA,"1876","1","7",NA,"Brasil","hb",NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317700' target='other'> <mi>dwc_moreinfo</mi></a>","P05317700",NA,NA,"Cham.","São Paulo","Brésil (S. Paulo) Campos da Bocaina a la source du Rio Parahyba. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"Romero",NA,"P05317700_01",NA,NA,NA,NA,NA,NA,NA,NA,"8377",NA
"130","2015-09-04 21:09:36-03","MNHN","RECOLNAT_MNHN_P","P05317702","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Glaziou, A.",NA,"1876","1","7",NA,"Brasil","hb",NA,". . Reçu le 4 octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317702' target='other'> <mi>dwc_moreinfo</mi></a>","P05317702",NA,NA,"Cham.","São Paulo","Brésil, province de S. Paiulo. Campos de Bocaina, à la source du Rio Parahyba. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"Romero",NA,"P05317702_01",NA,NA,NA,NA,NA,NA,NA,NA,"8377",NA
"131","2015-09-04 21:09:36-03","MNHN","RECOLNAT_MNHN_P","P05317703","PreservedSpecimen",NA,"Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Glaziou, A.",NA,"1876","2","12",NA,"Brasil","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317703' target='other'> <mi>dwc_moreinfo</mi></a>","P05317703",NA,NA,"Cham.","São Paulo","Brésil, Fazenda da Bocaina. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"Romero",NA,"P05317703_01",NA,NA,NA,NA,NA,NA,NA,NA,"8377",NA
"132","2020-10-01 14:23:40-03","JBB","HEPH","34424","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vidal, CV","s.n.","2018","04","23","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cham.","Minas Gerais","Complexo Germano","-43.531667","-20.159167","1430","1430",NA,"Mariana",NA,NA,NA,NA,NA,NA,"-43.531667","-20.159167",NA,NA,NA
"133","2020-12-11 11:38:08-03","UFMG","BHCB","48403","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-11 11:38:08-03","UFMG","BHCB","69080","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Neto","s.n.","1879",NA,NA,"Southern America","Brasil",NA,NA,NA,"BHCB040418","Dicotyledon",NA,NA,"São Paulo","Campos da Bocaina.",NA,NA,NA,NA,NA,NA,"BHCB040418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-11 11:38:10-03","UFMG","BHCB","27472","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Cham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-11 11:38:10-03","UFMG","BHCB","158878","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Rocha, MJR; Fernandes, AC; Hattori, EKO; Buzzato, C","646","2012","05","11","Southern America","Brasil",NA,NA,"Herbácea ca de 40 cm. Pétalas róseo claro com base branca; estames amarelos",NA,"Dicotyledon",NA,"Cham.","Minas Gerais","Parque Nacional Serra da Canastra. Campo limpo atrás do morro da torre","-46.460333","-20.216056","1437","1437",NA,"São Roque de Minas",NA,NA,NA,NA,NA,NA,"-46.460333","-20.216056",NA,NA,NA
"137","2020-12-11 11:38:10-03","UFMG","BHCB","190921","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vidal, CV","s.n.","2018","04","23","Southern America","Brasil",NA,NA,"Campo Rupestre sobre Canga","BHCB190921","Dicotyledon",NA,"Cham.","Minas Gerais","Complexo Germano","-43.531667","-20.159167","1430","1430",NA,"Mariana",NA,NA,NA,NA,NA,NA,"-43.531667","-20.159167",NA,NA,NA
"138","2020-12-11 11:38:10-03","UFMG","BHCB","27472","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Cham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-11 11:38:10-03","UFMG","BHCB","69079","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Dusén, PKH","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"BHCB041101","Dicotyledon",NA,"Cham.","Paraná","Fortaleza",NA,NA,NA,NA,NA,NA,"BHCB041101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-02-11 17:19:40-03","UFPR","UPCB","54957","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Schwartsburd, P.B.","401","2004","10","23",NA,"Brasil",NA,NA,"Erva, cálice verde, corola rosa, antera vermelha. Campos Gerais..","UPCB0012737",NA,NA,"Cham.","Paraná","Parque Estadual de Vila Velha. Entre área da Piscina e o Capão da Fortaleza.","-50","-25.233333","1000","1000","Morais, J.W. & Goldenberg, R.","Ponta Grossa","UPCB0012737",NA,NA,"2006","07","21","-50","-25.233333",NA,NA,NA
"141","2021-02-11 17:19:40-03","UFPR","UPCB","65372","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Meyer, F.S.","599","2008","03","02",NA,"Brasil",NA,NA,"Subarbusto 70 cm, com flores de pétalas róseas, coletado em Estepe gramíneo-lenhosa..","UPCB0012733",NA,NA,"Cham.","Paraná","São Luiz do Purunã.","-49.635278","-25.584167",NA,NA,"Meyer, F.S.","Balsa Nova","UPCB0012733",NA,NA,"2009","06",NA,"-49.635278","-25.584167",NA,NA,NA
"142","2021-02-11 17:19:40-03","UFPR","UPCB","76885","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Goldenberg, R.","1655","2012","05","29",NA,"Brasil",NA,NA,"Arbusto 20-50cm; flores 5-meras, pétalas lilases, estames maiores com apêndice e conectivo amarelos e antera purpúreas; frutos não abrindo de baixo para cima. Campo úmido..","UPCB0012735",NA,NA,"Cham.","Paraná","Área da Pousada Serra do Piraí, Bacia do Rio Cambará","-50.024","-24.468",NA,NA,"Goldenberg, R.","Piraí do Sul","UPCB0012735",NA,NA,"2012",NA,NA,"-50.024","-24.468",NA,NA,NA
"143","2021-02-11 17:19:40-03","UFPR","UPCB","79149","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Maia, F.R. | Cardozo, A.P. | Royer, C.A.","25","2011","11","11",NA,"Brasil",NA,NA,"Erva encontrada em campo sujo, rochoso. Flores rosas, estames amarelos, anteras menores vermelhas e maiores amarelas..","UPCB0012719",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá.","-50.233333","-24.566667",NA,NA,"Maia, F.R.","Tibagi","UPCB0012719",NA,NA,"2011","12","02","-50.233333","-24.566667",NA,NA,NA
"144","2021-02-11 17:19:40-03","UFPR","UPCB","79974","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Maia, F.R.","25","2011","12","02",NA,"Brasil",NA,NA,"Erva encontrada em campo sujo rochoso. Flores rosas, estames amarelos, anteras menores vermelhas e maiores amarelas..","UPCB0012714",NA,NA,"Cha","Paraná","Parque Estadual do Guartelá","-50.233","-24.567",NA,NA,"Maia, F. R.","Tibagi","UPCB0012714",NA,NA,"2011","12","02","-50.233","-24.567",NA,NA,NA
"145","2021-02-11 17:19:40-03","UFPR","UPCB","80968","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Scaramuzza, C.A.M.","1053","1993","04","23",NA,"Brasil",NA,NA,NA,"UPCB0012731",NA,NA,"Cham.","São Paulo",NA,"-49.1794","-24.245",NA,NA,"Souza, V. C.","Itararé","UPCB0012731",NA,NA,"1994",NA,NA,"-49.1794","-24.2450",NA,NA,NA
"146","2021-02-11 17:19:40-03","UFPR","UPCB","80969","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C.","4815","1993","11","26",NA,"Brasil",NA,NA,"Arbusto, 50cm alt., pétalas róseas, filetes alvos, anteras amarelas..","UPCB0012732",NA,NA,"Cham.","São Paulo","Estrada Itararé-Bonsucesso, Fazenda Ibiti (Ripasa). Campo alagável na beira do Rio Verde. 1200 msm.","-49.267","-24.233",NA,NA,"Scaramuzza, C. A. M.","Itararé","UPCB0012732",NA,NA,"1994","12",NA,"-49.267","-24.233",NA,NA,NA
"147","2021-02-11 17:19:40-03","UFPR","UPCB","80263","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, S.M.","sn","2014","10","02",NA,"Brasil",NA,NA,"Terrestre.","UPCB0012740",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá. 1200m.","-24.501","-50.441",NA,NA,"Goldenberg, R.","Tibagi","UPCB0012740",NA,NA,"2016",NA,NA,"-24.501","-50.441",NA,NA,NA
"148","2021-02-11 17:19:40-03","UFPR","UPCB","4280","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G.","6548","1959","11","27",NA,"Brasil",NA,NA,"Sub-arbusto, flor lilás-avermelhada. Brejo..",NA,NA,NA,"Cham.","Paraná","Barra do Rio das Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"Hatschbach, G.","Arapoti",NA,"41852","auto","1963","03",NA,NA,NA,NA,NA,NA
"149","2021-02-11 17:19:40-03","UFPR","UPCB","19222","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cervi, A.C.",NA,"1988","03","21",NA,"Brasil",NA,NA,"Erva ereta, pétalas rosas, estames amarelos. Campo..","UPCB0012726",NA,NA,"Cham.","Paraná","BR 376, São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Balsa Nova","UPCB0012726","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-11 17:19:40-03","UFPR","UPCB","20708","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Mattos, A.",NA,"1950","12","07",NA,"Brasil",NA,NA,"Sub-arbusto, flor roxa. Margem caminho..",NA,NA,NA,"Cham.","Paraná","Chácara de Dr. Antônio Franco","-49.8903007507324","-25.5447006225586",NA,NA,"Moreira Filho, H.","Porto Amazonas",NA,"14684","auto","1958","06","09",NA,NA,NA,NA,NA
"151","2021-02-11 17:19:40-03","UFPR","UPCB","83413","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Torezan","702","1997","12","16",NA,"Brasil",NA,NA,"Sub-arbusto com 30cm. Flor rosea com interior esverdeado estames amarelos com anteras coral..","UPCB0012736",NA,NA,"Cham.","São Paulo","Fazenda Santa Maria do Espinho e Saco grande. Campo, Fenda da rocha.","-49.1399993896484","-24.3099994659424",NA,NA,NA,"Bom Sucesso de Itararé","UPCB0012736","14955","auto",NA,NA,NA,NA,NA,NA,NA,NA
