"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"263","2020-06-22 14:19:01-03","UNESP-IBILCE","SJRP","12004","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M.R. Pietrobom da Silva",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Parasita de raizes, inflorescência castanha, encosta próximo da rodovia.;",NA,"Tracheophyta","Santalales","Mart.","Pietrobom da Silva","Goiás","Portelândia","próximo do posto urtigão","-52.65","-17.366667",NA,NA,NA,NA,"-52.65","-17.366667",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"264","2019-03-29 10:41:16-03","UFSM","HDCF","6216","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Soares, K. P.; Assis, L. C.",NA,"2011","05","23","América","Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Soares, K. P.","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto","2011","05","23",NA,NA,NA,NA,NA
"265","2019-03-29 10:41:16-03","UFSM","HDCF","6224","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Soares, K. P.; Assis, L. C.",NA,NA,NA,NA,"América","Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Soares, K. P.","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-08-31 09:18:09-03","INPA","INPA","138988","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Maciel, UN","757","1982","08","05","Southern America","Brasil",NA,NA,NA,"INPA0138988","Dicotyledon Superasterids","Santalales","Mart.","Cardoso, L","Pará","Marabá","Carajás, Serra Norte, estrada PA-275 10 Km do acampamento.","-50.248579","-6.074411",NA,NA,"INPA0138988 INPA0138988_e INPA0138988_nd",NA,"-50.248579","-6.074411",NA,NA,"2011","12",NA,NA,NA,NA,NA,NA
"267","2021-01-10 20:51:02-03","INPA","INPA","180017","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Kirkbride Junior, JH","5239","1983","04","25","Southern America","Brasil",NA,NA,NA,"INPA0180017","Dicotyledon Superasterids","Santalales","Mart.",NA,"Distrito Federal",NA,"Corrego Jatobá.","-48.1","-15.6",NA,NA,"INPA0180017 INPA0180017_e INPA0180017_e1",NA,"-48.1","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-08-31 09:18:09-03","INPA","INPA","119913","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Plowman, T","8431","1980","02","04","Southern America","Brasil",NA,NA,NA,"INPA0119913","Dicotyledon Superasterids","Santalales","Mart.",NA,"Goiás","Presidente Kennedy","Road from higway BR 153 to Itaporã, 12 Km west of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho","-48.616667","-3.416667","400","500","INPA0119913 INPA0119913_e",NA,"-48.616667","-3.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-08-31 09:18:09-03","INPA","INPA","131938","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carreira, LMM","597","1983","03","22","Southern America","Brasil",NA,NA,NA,"INPA0131938","Dicotyledon Superasterids","Santalales","Mart.","Silva, MG da","Mato Grosso","Chapada dos Guimarães","São Vicente, Cachoeirinha, São Vicente Cachoeirinha.","-56.0967","-15.5961",NA,NA,"INPA0131938 INPA0131938_e",NA,"-56.0967","-15.5961",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"270","2020-08-31 09:18:09-03","INPA","INPA","180017","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Kirkbride Junior, JH","s.n.","1983","04","25","Southern America","Brasil",NA,NA,NA,"INPA0180017","Dicotyledon Superasterids","Santalales","Mart.",NA,"Distrito Federal",NA,"Corrego Jatobá.","-48.1","-15.6",NA,NA,"INPA0180017 INPA0180017_e INPA0180017_e1",NA,"-48.1","-15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-08-31 09:18:09-03","INPA","INPA","84692","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anderson, WR","9754","1973","05","05","Southern America","Brasil",NA,NA,NA,"INPA0084692","Dicotyledon Superasterids","Santalales","Mart.","Hansen, BF","Mato Grosso",NA,"Barra do Garças, 9 km NE, Eastern base of mountain ca. 9 Km NE of Barra do Garças","-52.19058","-15.82579","450","500","INPA0084692 INPA0084692_e",NA,"-52.19058","-15.82579",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA
"272","2020-08-31 09:18:09-03","INPA","INPA","197037","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Macêdo, M","4160","1995","05","09","Southern America","Brasil",NA,NA,NA,"INPA0197037","Dicotyledon Superasterids","Santalales","Mart.",NA,"Mato Grosso","Campo Novo do Parecis","Campo Novo dos Parecis, Estrada Nambik, Reserva Tiracatinga, Campo Novo dos Parecis.","-55.5","-12.2",NA,NA,"INPA0197037 INPA0197037_e INPA0197037_e1 INPA0197037_num",NA,"-55.5","-12.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-08-31 09:18:09-03","INPA","INPA","117321","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Daly, DC","1931","1981","12","12","Southern America","Brasil",NA,NA,NA,"INPA0117321","Dicotyledon Superasterids","Santalales","Mart.","Ramos, JF","Pará","Serra dos Carajás","Serra dos Carajás:azul, near camp at Serra Norte (22 Km NW, then 10-15 Km SW)","-50.466667","-5.983333",NA,NA,"INPA0117321 INPA0117321_e INPA0117321_e1 INPA0117321_nd INPA0117321_num",NA,"-50.466667","-5.983333",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA
"274","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","1856",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. Q. Boudet Fernandes","1133","1985","06","04",NA,"Brasil",NA,NA,"Parasita de raíz, na altura da camada de serrapilha, cor avermelhada, mata.","MBML001856",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Nova Lombardia","-40.568611","-19.903056",NA,NA,"MBML001856",NA,"40W34'7","19S54'11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","19556",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R.R. Vervloet; et al","1725","2003","01","22",NA,"Brasil",NA,NA,"Trepadeira, sem folhas, inflorescência vinho, beira de córrego, dossel 16m.","MBML019556",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML019556",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","20151",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R.R. Vervloet; et al","2030","2003","03","20",NA,"Brasil",NA,NA,"Terrestre, rizoma de cor creme, fundo de vale, beira de rio, inflorescencia vinho avermelhado.","MBML020151",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML020151",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","20164",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R.R. Vervloet; et al","2067","2003","03","26",NA,"Brasil",NA,NA,"Terrestre, caule subterraneo, brácteas amareladas, botões vinho claro, flores vinho claro com (anteras?) brancas. Topo de morro, dossel 18m.","MBML020164",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML020164",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","20415",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","R.R. Vervloet; et al","2259","2003","04","17",NA,"Brasil",NA,NA,"Terrestre, rizoma de cor branca, brácteas e botões de cor vinho, flores brancas. Meia encosta, dossel 14m.","MBML020415",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML020415",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","21112",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. Rossini; et al","337","2003","07","09",NA,"Brasil",NA,NA,"Terrestre, cálice púrpura, margem dos lobos com pilosidade branca, fruto púrpura piloso. Mata ciliar.","MBML021112",NA,NA,"Mart.","H.Q. Boudet Fernandes/XI-2003","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"MBML021112",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","22244",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","L. Kollmann","6435","2004","01","28",NA,"Brasil",NA,NA,"Planta crescendo em cima de um tronco podre no solo. Mata fechada. Flores avermelhadas.","MBML022244",NA,NA,"Mart.","L. Kollmann/25-02-2004","Espírito Santo","Castelo","Fazenda Forno Grande","-41.057778","-20.514722",NA,NA,"MBML022244",NA,"41W3'28","20S30'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-07-10 09:43:46-03","MBML","MBML-HERBARIO","30720",NA,"Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","J. Rossini; L. C. Rossini","641","2007","05","31",NA,"Brasil",NA,NA,"Ervas, folhas escamiformes veremlhas. Flores com corola vinácea.","MBML030720",NA,NA,"Mart.","H.A. Sato/24-09-2013","Espírito Santo","Santa Teresa","Mata Fria, Terreno do Sr. João Loss, após fábrica da polpa de frutas.","-40.7","-19.931111",NA,NA,"MBML030720",NA,"40W41'60","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-12-13 08:11:28-03","ICAUFMG","MCCA","2537","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","SILVA, H.I.R.; SILVEIRA, J.E.",NA,"2018","07","19",NA,"Brasil",NA,NA,NA,"MCCA02649",NA,NA,"Mart.","SILVA, H.I.R.","Minas Gerais","Bonito de Minas","Veredas Peruaçu","-44.7543983459473","-15.3233003616333",NA,NA,"MCCA02649",NA,NA,NA,"95199","auto","2018","11","01",NA,NA,NA,NA,NA
"283","2020-12-28 10:31:23-03","ICAUFMG","MCCA","2633","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","FONSECA, R.S.","482","2010","04","19",NA,"Brasil",NA,NA,"Área sombreada.","MCCA02757",NA,NA,"Mart.",NA,"Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"MCCA02757",NA,"-428586111.0","-208019444.0","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-12-28 10:31:23-03","ICAUFMG","MCCA","2632","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","FONSECA, R.S.","591","2010","06","11",NA,"Brasil",NA,NA,"Área sombreada.","MCCA02756",NA,NA,"Mart.",NA,"Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"MCCA02756",NA,"-428586111.0","-208019444.0","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-06-15 15:28:58-03","UNESP-RC","HRCB","23882","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Arantes, A.A.","618","1996","04","15",NA,"Brasil",NA,NA,"Brácteas da inflorescência alaranjadas.",NA,NA,NA,"Mart.","Cardoso, L.","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto","2005","02","02",NA,NA,NA,NA,NA
"286","2020-06-15 15:28:58-03","UNESP-RC","HRCB","38586","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Arantes, A.A.","1083","1999","04","26",NA,"Brasil",NA,NA,"Erva parasita de raízes, inflorescência alaranjada.",NA,NA,NA,"Mart.",NA,"Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2017-11-24 14:10:13-02","UFLA","ESAL","28304","S","Plantae","Balanophoraceae","Langsdorffia","hypogaeae","Langsdorffia hypogaeae","Hoehne, FC","27517",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"Mart.","F.C. Hoehne","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-12-19 11:17:41-03","UFG","UFG","4476","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rizzo, J.A.","4706","1970","02","01",NA,"Brasil",NA,NA,"Campo rupestre. Planta rasteira, semi-enterrada no solo, coloração avermelhada.",NA,NA,NA,"Mart.","Barroso, G.M.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Área da UFG.","-50.2150001525879","-16.1266994476318","1026","1026",NA,NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-12-19 11:17:41-03","UFG","UFG","41354","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Hashimoto, M.Y.; et al.","2604","2009","06","23",NA,"Brasil",NA,NA,NA,"UFG0041354",NA,NA,"Mart.","Hashimoto, M.Y.","Goiás","Rio Quente",NA,"-48.754722","-17.7775",NA,NA,NA,NA,"-48.754722","-17.7775",NA,NA,"2009","07","04",NA,NA,NA,NA,NA
"290","2019-12-19 11:17:41-03","UFG","UFG","20703","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","11069","1994","03","17",NA,"Brasil",NA,NA,"Formação Rupestre, no 3° transecto. Cor vermelho escuro.","UFG0020703",NA,NA,"Mart.","Hashimoto, M.Y.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, 3° transecto.","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"30139","auto","1994","03","17",NA,NA,NA,NA,NA
"291","2019-12-19 11:17:41-03","UFG","UFG","20914","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","10989","1994","02","17",NA,"Brasil",NA,NA,"Campo cerrado. Coe vermelha, 10 cm.",NA,NA,NA,"Mart.","Hashimoto, M.Y.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada, Da Reserva Biológica até os Córregos Cafundó e Piçarrão, 2° transecto.","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,NA,"30139","auto","1994","02","17",NA,NA,NA,NA,NA
"292","2019-12-19 11:17:41-03","UFG","UFG","18782","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","César, R.; Ramos, E.F.","495","1996","05","10",NA,"Brasil",NA,NA,"Mata ciliar, no interior da mata. Solo arenoso. Exemplar masculino, flores vermelhas com estames creme, brácteas vermelhas. Em corte longitudinal, rósea internamente.",NA,NA,NA,"Mart.","Ferreira, H.D.","Mato Grosso","Barra do Garças","Serra das Cachoeiras, Próximo à 3ª cachoeira após o Clube dos Maçons.","-52.2566986083984","-15.8900003433228",NA,NA,NA,NA,NA,NA,"123012","auto","1996","08","01",NA,NA,NA,NA,NA
"293","2019-12-19 11:17:41-03","UFG","UFG","18783","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","César, R.; Ramos, E.F.","496","1996","05","10",NA,"Brasil",NA,NA,"Mata ciliar, na borda da mata. Solo arenoso. Exemplar feminino, flores vermelhas, brácteas idem. Aproximadamente a 30 m de distância do exemplar.",NA,NA,NA,"Mart.","Ferreira, H.D.","Mato Grosso","Barra do Garças","Serra das Cachoeiras, Próximo à 3ª cachoeira após o Clube dos Maçons.","-52.2566986083984","-15.8900003433228",NA,NA,NA,NA,NA,NA,"123012","auto","1996","08","01",NA,NA,NA,NA,NA
"294","2021-01-26 11:46:48-03","IMA","MAC","40247","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A.Melo; et al.","328","2008","09","20",NA,"Brasil",NA,NA,"Erva parasita. Inflorescência congesta de flores lilases e vermelhas.; Mata Atlântica.","MAC0040247",NA,NA,"Mart.","A.Melo","Pernambuco","Serrambi","Usina Trapiche, Mata das Cobras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","20",NA,NA,NA,NA,NA
"295","2021-03-01 11:56:02-03","UFPE","UFP","41028","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Siqueira-Filho, JA; Leite, MS; Oliveira, JB","1453","2004","12","15",NA,"Brasil",NA,NA,"Planta terrestre incospícua na serrepilheira, semelhante a um fungo com estrutura reprodutiva avermelhada.; Floresta Ombrófila Densa.","UFP041028",NA,"Santalales","Mart.","Oliveira, M","Pernambuco","Sirinhaém",NA,"35.183056","-8.523528","59","59",NA,NA,"35.183056","-8.523528",NA,NA,"2004","12","14",NA,NA,NA,NA,NA
"296","2021-03-01 11:56:02-03","UFPE","UFP","74923","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Melo, A; Amorim, BS; Maciel, JR; Chagas, MA; Santos, SO","711","2010","12","21",NA,"Brasil",NA,NA,"Erva parasita de raiz, habitando o solo da floresta, debaixo da serrapilheira ou na base do tronco. Botões florais vermelhos e flores alvas a rosadas.","UFP074923",NA,"Santalales","Mart.","Melo, A","Pernambuco","Serinhaém",NA,"-35.146667","-8.553889","110","110",NA,NA,"-35.146667","-8.553889",NA,NA,"2010","12","21",NA,NA,NA,NA,NA
"297","2021-03-01 11:56:02-03","UFPE","UFP","56193","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Melo, A; Carmo, GC","328","2008","04","20",NA,"Brasil",NA,NA,"Erva parasita, com inflorescência congesta, de flores lilases a vermelhas.","UFP056193",NA,"Santalales","Mart.","Cardoso, L","Pernambuco","Serrambim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05","06",NA,NA,NA,NA,NA
"298","2021-03-01 11:56:02-03","UFPE","UFP","65942","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Cavalcanti, D; Mendes, K; Amorim, BS; Iseppon, AMB; Sotero, D; Vasconcelos, S; et al.","423b","2011","03",NA,NA,"Brasil",NA,NA,"Erva parasita de árvore, flores femininas.; Campo Rupestre.","UFP065942",NA,"Santalales","Mart.","Cardoso, L","Bahia","Morro do chapéu",NA,"-41.332778","-11.493611","934","934",NA,NA,"-41.332778","-11.493611",NA,NA,"2013","06","05",NA,NA,NA,NA,NA
"299","2021-03-01 11:56:02-03","UFPE","UFP","77034","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Matos, GMA; Gomes-Costa, GA","723","2012","09","14",NA,"Brasil",NA,NA,"Parasita de raiz, inflorescência rosea.; Mata Atlântica","UFP077034",NA,"Santalales","Mart.","Gomes, LA","Sergipe","Santa Luzia do Itanhy",NA,"-37.419444","-11.385833",NA,NA,NA,NA,"-37.419444","-11.385833",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"300","2021-03-01 11:56:02-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Matos, GMA; Gomes-Costa, GA","723","2012","09","14",NA,"Brasil",NA,NA,"Parasita de raiz, inflorescência rosea.; Mata Atlântica",NA,NA,"Santalales","Mart.","Gomes, LA","Sergipe","Santa Luzia do Itanhy",NA,"-37.419444","-11.385833",NA,NA,NA,NA,"-37.419444","-11.385833",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"301","2021-03-01 11:56:02-03","UFPE","UFP","75163","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Farias-Fonseca, C; Cavalcanti, L","231","2010","07","29",NA,"Brasil",NA,NA,"Parasita, hospedeira.","UFP075163",NA,"Santalales","Mart.","Oliveira, M","Pernambuco","Buíque",NA,"-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,"38964","auto","2011","07",NA,NA,NA,NA,NA,NA
"302","2021-03-01 11:56:02-03","UFPE","UFP","804077","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Cavalcanti, D; Pessoa, E; Louzada, R; Aguiar, JR; Oliveira, AWL; Lucena, DS; et al.","753","2014","08","07",NA,"Brasil",NA,NA,"Parasita, flores amarelas.; Mata Atlântica.","UFP804077",NA,"Santalales","Mart.","Melo, A","Sergipe","Pirambu",NA,"-36.8560981750488","-10.7377996444702",NA,NA,NA,NA,NA,NA,"22600","auto","2014","09","12",NA,NA,NA,NA,NA
"303","2021-03-01 11:56:02-03","UFPE","UFP","80477","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Cavalcanti, D; Pessoa, E; Louzada, R; Aguiar, JN; Oliveira, AWL; Lucena, DS; et al.","753","2014","08","07",NA,"Brasil",NA,NA,"Parasita, flores vermelhas.; Mata Atlântica, Restinga.","UFP080477",NA,"Santalales","Mart.","Melo, A","Sergipe","Pirambu",NA,"-36.8560981750488","-10.7377996444702",NA,NA,NA,NA,NA,NA,"22600","auto","2014","09","12",NA,NA,NA,NA,NA
"304","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","T. Henkel, M. Chin & W. Ryan","1000","1993","1","27","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Santalales","Mart.","Hansen, B.","Potaro-Siparuni",NA,"Pakaraima Mts, Cipo Mtn, ca. 2 km from summit escarpment, headwaters Cipo Creek","-60.0833","4.9","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"305","2020-09-12 05:00:02-03","US","US","3408716","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M. Fonseca, R. C. Mendonça, D. Alvarenga & E. Cardoso","2822","2001","7","4","South America - Neotropics","Brazil",NA,NA,NA,"US01338605",NA,"Santalales","Mart.",NA,"Bahia","Cocos","Fazenda Trijunção - Estrada para a sede do Guará.","-44.5344009399414","-14.1838998794556",NA,NA,"US01338605_01",NA,NA,NA,"199742","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"306","2020-09-12 05:00:02-03","US","US","2170398","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","B. Maguire & L. Politi","28057","1949","1","1","South America - Neotropics","Venezuela",NA,NA,NA,"US00767937",NA,"Santalales","Mart.","Hansen, B.","Amazonas",NA,"Cerro Sipapo (Paráque), breaks above Upper Camp savanna",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"307","2020-09-12 05:00:02-03","US","US","2196837","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","A. Macedo","2337","1950","4","29","South America - Neotropics","Brazil",NA,NA,NA,"US01338594",NA,"Santalales","Mart.",NA,"Minas Gerais","Ituiutaba","Aroeira","-49.4650001525879","-18.968900680542",NA,NA,"US01338594_01",NA,NA,NA,"50022","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
