"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"142","2019-08-27 13:33:09-03","IAP","PACA-AGP","101185","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","07","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: fruto Hábito: liana","PACA101185",NA,"630","29",NA,NA,NA,"Magnoliophyta","Scrophulariales","12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:33:09-03","IAP","PACA-AGP","59221","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","Emrich-Rambo Sicher","1956","02","03","Rambo, B.","1956","02","Brasil","RS","Sapucaia do Sul","Ad montem Sapucaia","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Sem material. Habitat: In graminosis. Fenofase: flor e fruto","PACA059221",NA,NA,"03",NA,NA,NA,"Magnoliophyta","Scrophulariales","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046780","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza",NA,NA,NA,"G. Hatschbach; E. Barbosa, E. F. Costa","2005","3","Brazil","Santa Catarina",NA,"Praia da Teresa (Mun. Laguna).","-48.781499","-28.482618",NA,NA,"10","50","Ereta, flor lilás.",NA,NA,"79161","15",NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:46:53-03","UFMS","CGMS","49309","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V.C. Souza","2005",NA,NA,"G. Hatschbach; E. Barbosa; E.F. Costa","2005","03","Brasil","Santa Catarina","Laguna","Praia da Teresa.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Flor lilás. Habitat: Restinga. Habito: Ereta.","CGMS1079247",NA,"79161","15",NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:37:26-03","UNICAMP","UEC","170786","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","2014","04",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","2009","03","Brazil","Santa Catarina",NA,"Serrado Rio do Rastro, about 11 Km beyond Jardim da Serra en route to Lauro Muller.","-49.922556","-28.671444","-49.922556","-28.671444","1413","1413","Suffrutescent herb to 3 dm tall. Corolla lavender-pink. Lower corolla lobes with 2 yellow patches at the throat and purple lines on the lobes. Locally common.; Open boggy vegetation with low shrubs and rocks. Growing in mud.","UEC059048","UEC059048","9891","21",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:37:26-03","UNICAMP","UEC","107414","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, VC","1999","01",NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK; Silva, CR","1999","01","Brazil","São Paulo","Iguape","Estação ecológica de Chauas. Trilha de acesso pelo sitio do Sr. João caçador, no km 78 da Rod. Pariqueira-Iguape.","-47.7","-24.783333","-47.7","-24.783333",NA,NA,"Erva, flores rósea e frutos castanhos.; Floresta Ombrófila Densa. Trecho com floresta de restinga apresentando dortes sinais de perturbação antrópica.","UEC002174","UEC002174","738","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:37:26-03","UNICAMP","UEC","116864","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Aona, LYS; Bosnyak, N; Gil, ASB; Meireles, LD","2007","02","Brazil","São Paulo","Santo André","Reserva Biológica de Paranapiacaba, Brejo localizado na área de entrada do parque.","-46.333333","-23.783333","-46.333333","-23.783333",NA,NA,"Erva de 30cm, alt. flores lilases.","UEC094686","UEC094686","1010","07",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:37:26-03","UNICAMP","UEC","202953","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Scatigna, AV; Carmo, JAM","2015","03","Brazil","Rio Grande do Sul","Uruguaiana","BR 290, KM~675. Campo úmido na margem da rodovia.","-56.551111","-29.974722","-56.551111","-29.974722",NA,NA,"Erva, ca. 40cm. Corola rosada com interior alvo. Material disponível em sílica.","UEC190881","UEC190881","681","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:37:26-03","UNICAMP","UEC","202955","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Scatigna, AV; Carmo, JAM","2015","03","Brazil","Rio Grande do Sul","Uruguaiana","BR 290, KM~675. Campo úmido na margem da rodovia.","-56.551111","-29.974722","-56.551111","-29.974722",NA,NA,"Erva, ca. 40cm. Corola rosada com interior alvo.","UEC190883","UEC190883","683","06",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:37:26-03","UNICAMP","UEC","195627","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Valdemarin, KS; Flores, TB","2017","01","Brazil","Paraná","Ponta Grossa","Parque estadual Vila Velha. Estrada sentido Fortaleza. (-25.243001; -49.989999).","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Erva inteira. Corola alva com ápice roxo.; Área de campo","UEC138242","UEC138242","528","07",NA,NA,NA,"Magnoliopsida",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:37:26-03","UNICAMP","UEC","14605","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, VC","1993","09","24","Kummrow, R","1976","02","Brazil","Paraná","Porto Amazonas","Fazenda São Roque.","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"Flor rosada, do campo umido.","UEC002171","UEC002171","1050","03",NA,NA,NA,"Magnoliopsida",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:37:26-03","UNICAMP","UEC","179698","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, VC","1996","01",NA,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01","Brazil","São Paulo","Itararé","Estrada para Bom Sucesso de Itararé. Descida da serra, beira da estrada.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Erva, até 40 cm alt., corola rósea.","UEC002172","UEC002172","10602","26",NA,NA,NA,"Magnoliopsida",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-26 10:43:32-03","UDESC","LUSC","9524","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","L.A. Funez","2015",NA,NA,"L.A. Funez; A.L. de Gasper, K. Kemmelmeier & A.E. Zermiani","2015","02","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.954444","-26.039167","48º57'16''W","26º2'21''S","200","200",NA,"LUSC005791",NA,"3776","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-01-17 11:25:58-02","PUCRS","MPUC","13995","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy","M. Sobral",NA,NA,NA,NA,"1994","02","Brasil","RS","Osório","RS 486, entre Terra de Areia e Tainhas","-50.2694444","-29.8869444","-50.2694444000","-29.8869444000",NA,NA,"Vegetação ruderal",NA,NA,NA,"26","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,"200","600","1",NA,NA,NA,NA
"156","2019-01-17 11:25:58-02","PUCRS","MPUC","6074","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy","Equipe do Projeto","1989","01","01",NA,"1989","02","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"157","2019-01-17 11:25:58-02","PUCRS","MPUC","22271","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy",NA,NA,NA,NA,NA,"1998","10","Brasil","RS","Uruguaiana","Guará (Nativo)","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"02","South America",NA,NA,NA,"Lamiales","93142","auto","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"158","2019-01-17 11:25:58-02","PUCRS","MPUC","22279","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy",NA,NA,NA,NA,NA,"1998","10","Brasil","RS","Uruguaiana","Guará; Potreiro das Éguas","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,"12","South America",NA,NA,NA,"Lamiales","93142","auto","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"159","2019-01-17 11:25:58-02","PUCRS","MPUC","19495","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy","P.J.S. Silva Filho","2010","01","01",NA,"2009","02","Brasil","RS","Viamão","entorno do Lago Tarumã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,"16","South America",NA,NA,NA,"Lamiales","41667","auto","Magnoliopsida",NA,NA,NA,NA,"1","562",NA,NA,NA
"160","2019-01-17 11:25:58-02","PUCRS","MPUC","21807","S","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham.&.Schlechl.)D.Arcy","C. Vogel-Ely","2017","01","01",NA,"2017","02","Brasil","RS","Viamão","Parque Natural Municipal Saint Hilaire","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"SH2P9",NA,NA,NA,"10","South America",NA,NA,NA,"Lamiales","41667","auto","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"161","2019-01-17 11:25:58-02","PUCRS","MPUC","9335","S","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schlecht.","N.I. Matzenbacher",NA,NA,NA,NA,"1999","02","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,NA,"20","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"162","2019-01-17 11:25:58-02","PUCRS","MPUC","12774","S","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schlecht.","C.A. Mondin","2005","01","01",NA,"2005","02","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"20","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"163","2019-01-17 11:25:58-02","PUCRS","MPUC","14000","S","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schlecht.","O. Guimarães","1998","01","01",NA,"1986","02","Brasil","RS","Viamão","Estação Experimental Fitotécnica de Águas Belas","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"Estação Experimental Fitotécnica de Águas Belas (F:7)",NA,NA,NA,"20","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"164","2019-01-17 11:25:58-02","PUCRS","MPUC","341","S","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schlecht.","Ir. Augusto","1943","01","01",NA,"1943","12","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"10","South America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"165","2021-01-28 13:24:37-03","PUCRS","MPUC","9189","S","Plantae","Orobanchaceae","Gerardia","communis","Gerardia communis","Cham. & Schlecht.","N.I. Matzenbacher",NA,NA,NA,NA,"1999","02","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,NA,"21","South America",NA,NA,NA,"Lamiales","76715","auto","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA,NA,NA
"166","2020-10-14 10:04:26-03","FURB","FURB","2604","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, VC",NA,NA,NA,"Cordeiro, J.; Barbosa, E.","2001","03","Brasil","Paraná","Curitiba","Jardim Botânico Municipal.","-49.2388889","-25.4419444","-49.2388889","-25.4419444",NA,NA,"Invasora de gramados.","FURB36657","FURB36657","1927","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:04:26-03","FURB","FURB","29498","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2010","02","Brasil","Santa Catarina","Rio do Campo","Tamanduá.","-50.1291667","-26.9086111","-50.1291667","-26.9086111","733","733","Florística IFFSC 682 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor rosa","FURB36588","FURB36588","2068","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:04:26-03","FURB","FURB","29839","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","01","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","Florística IFFSC 348 (Erva Terrícola) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; entorno do fragmento, beira de estrada Habito: erva terrícola; flor rosa","FURB02896","FURB02896","1546","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:04:26-03","FURB","FURB","43403","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","2015","02","27","Gasper, A.L. de; Funez, L.A. & Vieira, C.","2013","12","Brasil","Santa Catarina","Rio do Sul","Estrada Rio do Sul-Lontras.","-49.5402777","-27.2475","-49.5402777","-27.2475000","720","720","Projeto REFLORA FAPESC 14843/2011-1. Habitat: gramado Habito: erva terrícola; flor rosada","FURB36639","FURB36639","3281","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 10:04:26-03","FURB","FURB","48448","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,"2015","03","07","Schwirkowski, P.","2015","03","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.2166667","-26.2927777","-49.2166667","-26.2927777","948","948",NA,"FURB48448","FURB48448","1074","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-12-16 12:40:51-03","FURB","FURB","50302","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Funez, L.A.","2015",NA,NA,"Funez, L.A.; Gasper, A.L. de; Kemmelmeier, K. & Zermiani, A.E.","2015","02","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50302","FURB50302","3776","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:04:26-03","FURB","FURB","57423","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Schwirkowski, P.","2017","11","15","Schwirkowski, P.","2017","11","Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Depósito do SAMAE.","-49.3575","-26.2402777","-49.3575000","-26.2402777","800","800","Flores rosadas Habitat: Heliófita em área antropizada Habito: Subarbusto","FURB57423","FURB57423","2587","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:04:26-03","FURB","FURB","60205","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Gonzatti, F.","2015","03","10","Gonzatti, F.","2015","01","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Barros","-50.4027778","-29.9686111","-50.4027778","-29.9686111","14","14","Habitat: campo psamófilo","FURB60205","FURB60205","1517","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 10:04:26-03","FURB","FURB","8501","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Gasper, AL de","2008","12","15","Dreveck, S.; Verdi, M. & Godoy, M.B.","2008","02","Brasil","Santa Catarina","Curitibanos","Estrada do Cerrito.","-50.5808334","-27.3591667","-50.5808334","-27.3591667","962","962","Florística IFFSC 409. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea; flor roxa","FURB36638","FURB36638","227","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-14 10:04:26-03","FURB","FURB","8756","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sevegnani, L","2008","10","01","Gasper, A.L. de; Brogni, E.","2008","02","Brasil","Santa Catarina","Lebon Régis","Fazenda Cachoeirinha.","-50.6708334","-26.7302778","-50.6708334","-26.7302778","1026","1026","Florística IFFSC 789. Habitat: Floresta Ombrófila Mista; Habito: herbácea;","FURB36589","FURB36589","1454","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-14 10:04:26-03","FURB","FURB","58030","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Funez, L.A.","2018","04","05","Funez, L.A.; Zermiani, A.E.","2018","03","Brasil","Santa Catarina","Bom Jardim da Serra","Campo eólico.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Flores róseas Habitat: Campos de altitude Habito: Erva","FURB58030","FURB58030","7397","16",NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-10-14 10:04:26-03","FURB","FURB","57826","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Funez, L.A.","2018","04","05","Funez, L.A.","2018","02","Brasil","Santa Catarina","Rio dos Cedros","Cachoeira Formosa.","-49.2742004394531","-26.7383003234863",NA,NA,NA,NA,"Flores róseas Habitat: Campos Habito: Erva","FURB57826","FURB57826","7085","04",NA,NA,NA,NA,NA,"35192","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:52:55-03","UCS","HUCS","42527","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Gonzatti, F.","2015","03","10","Gonzatti, F.","2015","01","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Barros","-50.412689","-29.953117","-50.412689","-29.953117","14","14","ereto; campo psamófilo",NA,NA,"1517","19",NA,NA,NA,"Angiospermae","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-16 17:52:55-03","UCS","HUCS","42513","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Gonzatti, F.","2015","03","11","Gonzatti, F.","2014","11","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras","-50.194681","-29.838611","-50.194681","-29.838611","14","14","erva ereta; campo limpo",NA,NA,"1421","29",NA,NA,NA,"Angiospermae","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-16 17:52:55-03","UCS","HUCS","50142","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sobral, M.","2010","08","15","Stival-Santos, A.","2010","01","Brasil","Santa Catarina","Angelina","Coqueiral","-49.049722","-27.54","-49.049722","-27.54","835","835","Florística IFFSC 348 (Erva Terrícola); erva terrícola; flor rosa; Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; entorno do fragmento, beira de estrada",NA,NA,"1546","27",NA,NA,NA,"Angiospermae","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-16 17:52:55-03","UCS","HUCS","20748","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Smith, S.F.","2003","06",NA,"Barreto, W.","2002","01","Brasil","Rio Grande do Sul","Carazinho",NA,"-52.7863998413086","-28.283899307251",NA,NA,NA,NA,"No Campo",NA,NA,"3",NA,NA,NA,NA,"Angiospermae","Lamiales","35233","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-16 17:52:55-03","UCS","HUCS","32795","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Sobral, M.","2008","05","09","Crippa, L.","2008","03","Brasil","Rio Grande do Sul","Santa Vitória do Palmar",NA,"-53.3680992126465","-33.5189018249512",NA,NA,"4","4","campo",NA,NA,"118","17",NA,NA,NA,"Angiospermae","Lamiales","130170","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-16 17:52:55-03","UCS","HUCS","2496","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","1994","10","17","Poloni, M.","1987","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Carapina","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"s.n.","21",NA,NA,NA,"Angiospermae","Lamiales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-16 17:52:55-03","UCS","HUCS","18855","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Ribas, O.S.","2002","04",NA,"Wasum, R.A.","2002","02","Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada RS 020","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Junto ao caminho",NA,NA,"1358","24",NA,NA,NA,"Angiospermae","Lamiales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
