"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"3805","2021-03-15 18:30:01-03","USP","SPF","40783","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SPF00040783",NA,"auto","Pirani, JR","Robim, MJ","283","1985","04","24","Parque Estadual de Campos do Jordão, Na trilha da Cachoeira.",NA,NA,NA,NA,"Árvore com 8m alt., frutos verdes.","1985","12",NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3806","2019-11-13 11:31:13-03","USP","SPF","95218","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00095218",NA,"auto","Pirani, JR","Sem coletor","s.n.","1958","10","21",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3807","2019-11-13 11:31:13-03","USP","SPF","95221","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00095221",NA,"auto","Anônimo","Hashimoto, G","603","1949","01","23","Sacomã. Ex. Instituto Kurihara da Ciência Nat. Brasileira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3808","2021-03-15 18:30:01-03","USP","SPF","33707","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763","52493","SPF00033707",NA,"auto","Pirani, JR","Hatschbach, G","48053","1984","06","18","Vereda Grande. Transição cerrado-campo rupestre.",NA,NA,NA,NA,"Pequena árvore com forte odor cítrico.","1984","07",NA,NA,NA,NA,NA,NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"3809","2014-08-26 18:22:31-03","FSL","HFSL","1494","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Ariquemes","-62.983333","-10",NA,NA,NA,NA,"Melo, F.F.","Nee, M.H.","34389","1987","03","15","BR-364, 9.5 Km. SE of Ariquemes on hwy. BR-364, then 3.6 km. E on  Linea 55.","-62.983333","-10","200","200","Tree 10 m. tall, 15 cm. in diam., with 1 cm. long bumps with spines at tip. Crushed foliage slightly unplea slightly unpleasantly aromatic. Fruit dull dark purple; seeds bright black. Slightly hilly, with outcrops of schist. Lecythidaceae, Orbignya p; DE","2001","05",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3810","2014-04-30 10:47:04-03","FSL","HFSL","1482","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Costa Marques","-64.233333","-12.416667",NA,NA,NA,NA,"Melo, F.F.","Nee, M.H.","34564","1987","03","29","Ca. 5 Km. NW of Costa Marques., Ca. 5 Km. NW of Costa Marques.","-64.233333","-12.416667","150","150","Slender tree 7 m. tall. Foliage and fruit lightly aromatic when crushed. ; DE","2001","05",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3811","2014-08-26 18:22:31-03","FSL","HFSL","1488","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Rondônia","Guarajá-Mirim","-64.916667","-10.666667",NA,NA,NA,NA,"Albuquerque, B.W.P. de","Ferreira, C.A.C.","8786","1987","04","10","Estrada de Assentamento do INCRA, Estrada de Assentamento do INCRA a 65 Km da BR-425, divisa com o Parque Indigena Lages","-64.916667","-10.666667",NA,NA,"Árvore com acúleos, de 10m de altura x 30cm de diâmetro. Frutos quando imaturos verdes e quando maturos vermelhos. Mata de terra firme, solo arenoso. ; DE","1982","01","01","Southern America",NA,NA,NA,NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"3812","2014-08-26 18:22:31-03","FSL","HFSL","1488","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Rondônia","Guarajá-Mirim","-64.916667","-10.666667",NA,NA,NA,NA,"Albuquerque, B.W.P. de","Ferreira, C.A.C.","8786","1987","04","10","Estrada de Assentamento do INCRA, Estrada de Assentamento do INCRA a 65 Km da BR-425, divisa com o Parque Indigena Lages","-64.916667","-10.666667",NA,NA,"Árvore com acúleos, de 10m de altura x 30cm de diâmetro. Frutos quando imaturos verdes e quando maturos vermelhos. Mata de terra firme, solo arenoso. ; DE","1982","01","01","Southern America",NA,NA,NA,NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"3813","2020-03-05 14:14:13-03","UNEMAT","HPAN","2771.1","PreservedSpecimen","Plantae","Rutaceae","Fagara","regnelliana","Fagara regnelliana","(Engl.) Chodat & Hassl.","Brasil","Mato Grosso","Cáceres","-57.6789016723633","-16.0706005096436","172193","HPAN000002771.1",NA,"auto","Castrillon, SKI","Castrillon, SKI; et al.","s.n.","2005","08","18","Rio Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"Magnoliidae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814","2020-03-05 14:14:13-03","UNEMAT","HPAN","4327","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso","Porto Estrela","-57.229694","-15.598361",NA,"HPAN000004327",NA,NA,"Ourives, LAA","Ourives, LAA","143","2016","09","14","Novo Oriente, Sítio Santa Ceia, localizado na zona rural.","-57.229694","-15.598361","192","192",NA,"2016","09","28","América",NA,NA,"Magnoliidae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815","2020-03-05 14:14:13-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso","Porto Estrela","-57.2275009155273","-15.3243999481201","59745",NA,NA,"auto","Pott, A","Carniello, MA; Mello, AR","1622","2008","01","06","Comunidade Exú",NA,NA,NA,NA,"Coleta de Floresta Estacional Semidecidual.","2008","09",NA,"América",NA,NA,"Magnoliidae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816","2021-02-26 21:16:40-03","UNEMAT","HPAN","4320.1","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso","Porto Estrela","-57.234417","-15.633444",NA,"HPAN000004320.1",NA,NA,"Ourives, LAA","Ourives, LAA; Correa, JD","136","2016","09","12","Saloba Grande","-57.234417","-15.633444",NA,NA,NA,"2016","10","14","América",NA,NA,"Magnoliidae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817","2014-04-04 18:28:36-03","PNFM","IRAI","1347","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Pinhais","-49.118556","-25.385361",NA,"IRAI00001347",NA,NA,"Ristow, R.","Ristow, R.","300","2009","10","25","Área 7, Centro Paranaense de Referência em Agroecologia, Jardim Boa Vista","-49.118556","-25.385361",NA,NA,"Árvore, 3 m, campo limpo seco","2009","01","01",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818","2014-04-04 18:28:36-03","PNFM","IRAI","5554","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Imbituva",NA,NA,NA,"IRAI00005554",NA,NA,"Lopes, G.L.","Martins, E.","027","2009","10","15","Fazenda Lageado",NA,NA,NA,NA,NA,"2010","10","15",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819","2020-12-02 09:07:44-03","UNITINS","HUTO","6485","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.94","-15.725556",NA,"HUTO006485",NA,NA,"Pereira, J.B.","Texeira, B.R.","68","2008","05","30","Parque Nacional de Brasília, trilha da Cristal Água","-47.94","-15.725556",NA,NA,"Árvore com 8 m de altura. Frutos vináceos. Espinhos ao longo do tronco.; Borda de mata de galeria. Solo argiloso com serrapilheira. Relevo plano no local","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820","2020-12-02 09:07:44-03","UNITINS","HUTO","4910","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.639167","-15.760278",NA,"HUTO004910",NA,NA,NA,"Fernandes, M.H.","69","2012","04","19","Fazenda Santa Cecília. Núcleo rural Rajadinha II. Relevo levemente inclinado. Solo latossolo vermelho","-47.639167","-15.760278","968","968","Árvore com cerca de 4 m de altura. Fruto vinho. Ocasional; Cerrado antropizado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821","2020-12-02 09:07:44-03","UNITINS","HUTO","6329","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","HUTO006329",NA,"auto","Margalho, L.F.","Margalho, L.F.","20","2011","03","23","Ramal da comunidade Santa Terezinha. Mata de terra firme",NA,NA,NA,NA,"Árvore de 5m de altura por 10cm DAP; ritidoma marrom claro com presença de manchas brancas e acúleos; casca morta marrom claro, casca viva bege-claro; alburno amarelado. Fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822","2020-12-02 09:07:44-03","UNITINS","HUTO","6763","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.501667","-15.977778",NA,"HUTO006763",NA,NA,"Texeira, B.R.","Texeira, B.R.","391","2012","11","22","Fazenda Malunga","-47.501667","-15.977778",NA,NA,"Árvore com 6 m de altura. Botões florais.; Borda de mata de galeria não inundável. Solo argiloso com muita serrapilheira. Relevo levemente ondulado.","2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823","2020-12-02 09:07:44-03","UNITINS","HUTO","2041","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Tocantins","Caseara","-49.943611","-9.3475",NA,"HUTO002041","HUTO002041",NA,NA,"Santos, E.R.","1756","2009","02","22",NA,"-49.943611","-9.3475","167","167","Arbusto com cerca de 3,50 m de altura. Frutos jovens cor verde, com folha aromática; Borda de mata de galeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3824","2021-03-25 13:53:34-03","UNIVILLE","JOI","17519","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Jacinto Machado","-49.859167","-28.979444",NA,"JOI017519",NA,NA,"Verdi, M.","Verdi, M.; Tomazi, A. L & Klemz, G.","2703","2009","09","26","Cará.","49º51'33''W","28º58'46''S","311","311","Flor botão floral verde. Habito: Arbórea","2009","09","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3825","2021-03-25 13:53:34-03","UNIVILLE","JOI","17339","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Celso Ramos","-51.298889","-27.715556",NA,"JOI017339",NA,NA,"Farias, D.M.","Uller, H.F.; Klitzke, A.R.; Bollmann, G.O.","869","2016","11","17","Laje de Pedra","51º17'56''W","27º42'56''S","715","715","Frutos verdes Habito: Árvore","2016","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3826","2021-03-25 13:53:34-03","UNIVILLE","JOI","10208","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Anita Garibaldi","-51.028611","-27.7175",NA,"JOI010208",NA,NA,"A. Stival-Santos","A. Stival-Santos","252","2008","12","12","Pinheirinho.","51º1'43''W","27º43'3''S","820","820","Florística IFFSC 261; HABITAT: interior da mata; TIPO VEGETACIONAL: Floresta Ombrófila Mista","2008","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3827","2021-03-25 13:53:34-03","UNIVILLE","JOI","10091","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Guatambú","-52.83","-27.09",NA,"JOI010091",NA,NA,"A.L. de Gasper","A. Stival-Santos","370","2009","01","20","Linha Feliz.","52º49'48''W","27º5'24''S","480","480","Florística IFFSC 537 (Arbórea); HABITAT: entorno da mata; TIPO VEGETACIONAL: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista","2009","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3828","2021-03-25 13:53:34-03","UNIVILLE","JOI","17541","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Jaraguá do Sul","-4.175833","-26.552222",NA,"JOI017541",NA,NA,"Dreveck, S.","Dreveck, S.; Carneiro, S.","1587","2010","01","26","Garibaldi","4º10'33''W","26º33'8''S","180","180","Garibaldi Habito: Arvoreta","2010","03","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829","2021-03-25 13:53:34-03","UNIVILLE","JOI","10209","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Anita Garibaldi","-51.033889","-27.851944",NA,"JOI010209",NA,NA,"M. Verdi","Verdi, M.","1444","2009","01","26","São Paulo.","51º2'2''W","27º51'7''S","503","503","; TIPO VEGETACIONAL: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista","2009","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","2021-03-25 13:53:34-03","UNIVILLE","JOI","4575","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793","38300","JOI004575",NA,"auto","M. Borgo","M. Borgo",NA,"2002","11","27","Reserva Natural Cachoeira, Fazenda Bom Jesus.",NA,NA,NA,NA,"; HABITAT: pasto; HABITO: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831","2021-03-25 13:53:34-03","UNIVILLE","JOI","17646","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Carambeí","-50.0971984863281","-24.9178009033203","26641","JOI017646",NA,"auto","Barboza, E.","Engels, M.E.","1629","2013","09","22","Catanduva de Fora.",NA,NA,NA,NA,"Caule castanho a verde. Folhas verdes. Flores alvacentas. Habito: Arbórea.","2015","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3832","2021-03-25 13:53:34-03","UNIVILLE","JOI","2047","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264","63728","JOI002047",NA,"auto","M.C. Dias","L. Fadelli et al.","290","2001","01","15","Sítio Rampazzo-São Luiz.",NA,NA,NA,NA,"CAP-0,73; projeção da copa 5x4m; frutos imaturos e maduros avermelhados com espinhos no tronco. MATRIZ DO VIVEIRO; HABITAT: mata ciliar; HABITO: Árvore","2001","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833","2021-03-25 13:53:34-03","UNIVILLE","JOI","370","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Mauá da Serra","-51.2294006347656","-23.9013996124268","16036","JOI000370",NA,"auto","M.C. Dias","E.M. Francisco et al.",NA,"1999","12","15","Xaxim 2.",NA,NA,NA,NA,"; HABITO: arvoreta","2000","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834","2021-03-25 13:53:34-03","UNIVILLE","JOI","7945","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Curitibanos","-50.584400177002","-27.2828006744385","25987","JOI007945",NA,"auto","M. Sobral","S. Dreveck","264","2008","02","23","Agropecuária Nossa Senhora Aparecida.",NA,NA,"985","985","Florística IFFSC 562; TIPO VEGETACIONAL: FOM","2008","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","2021-03-25 13:53:34-03","UNIVILLE","JOI","8216","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564","37150","JOI008216",NA,"auto","Condorcet Aranha","Giampaolo","125","2001","02","05","Estrada do Quiriri.",NA,NA,NA,NA,"Museu Botânico Municipal - Herbário Joinville - 603","2001","02","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3836","2021-03-25 13:53:34-03","UNIVILLE","JOI","9991","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354","23090","JOI009991",NA,"auto","F.S. Meyer","Meyer, F.S.","181","2006","02","02","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Rugendas - Rio Natal.",NA,NA,NA,NA,"; HABITAT: mata ciliar; HABITO: Árvore; TIPO VEGETACIONAL: FOD montana","2010","05","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3837","2021-03-25 13:53:34-03","UNIVILLE","JOI","9906","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354","23090","JOI009906",NA,"auto","F.S. Meyer","Meyer, F.S.","836","2008","11","22","Arredores do Cepa Rugendas - Univille, Rio Natal.",NA,NA,NA,NA,"; HABITAT: capoeirão; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","2010","05","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3838","2021-03-25 13:53:34-03","UNIVILLE","JOI","17521","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","São Bonifácio","-48.92919921875","-27.9013996124268","23138","JOI017521",NA,"auto","Verdi, M.","Verdi, M.; Souza, N. L. de; Klemz, G. & Klettenberg, D. H.","4383","2010","04","12","Rio Sete.",NA,NA,"332","332","Habito: Arbórea","2010","04","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3839","2021-03-25 13:53:34-03","UNIVILLE","JOI","2253","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529","23627","JOI002253",NA,"auto",NA,"Björn Mehlhaff","182","2006","09","06","Vila da Glória, Hauptstrasse.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3840","2021-03-25 13:53:34-03","UNIVILLE","JOI","2400","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Santa Catarina","Tangará","-51.247200012207","-27.104700088501","34265","JOI002400",NA,"auto",NA,"Gysele Amaral","4","2005","10","20","Valpasa indústria de Papel.",NA,NA,NA,NA,"; HABITAT: margem de rio; HABITO: Árvore; TIPO VEGETACIONAL: Mata de Araucária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3841","2019-10-07 09:36:58-03","UEFS","HUEFS","160367","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia","(Lam.) Engl.","Brasil","Pernambuco","Caruaru","-35.843889","-8.381944",NA,"HUEFS0160367","HUEFS0160367",NA,NA,"Gomes, P.","416a","2007","07","15","Limite Caruaru - Agrestina, Pedra do Guariba.","35W50'38''","8S22'55''","640","640",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3842","2019-10-07 09:37:01-03","UEFS","HUEFS","28365","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Bahia","Caetité","-42.2075","-13.993056",NA,"HUEFS0028365","HUEFS0028365",NA,"J.R.Pirani","Guedes, M.L.S.","PCD5202","1997","02","08","São Francisco caminho para Lagoa Real.","42W12'27''","13S59'35''","560","560",NA,"2002","11",NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3843","2019-10-25 14:22:33-03","UEFS","HUEFS","252313","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pernambuco","Inajá","-37.6225","-8.605556",NA,"HUEFS0252313",NA,NA,NA,"Souza, D.P.","504","2019","05","02","Serra do Piriquito","37W37'21''","8S36'20''","867","867","Savana Estépica, Luvissolo Crômico Órtico",NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3844","2019-10-25 14:22:33-03","UEFS","HUEFS","238109","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pernambuco","Inajá","-37.621667","-8.606667",NA,"HUEFS0238109",NA,NA,NA,"Souza, D.P.","589","2019","05","30","Serra do Piriquito","37W37'18''","8S36'24''","857","857","Savana Estépica, Luvissolo Crômico Órtico",NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3845","2019-10-07 09:37:01-03","UEFS","HUEFS","16663","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535","25180","HUEFS0016663","HUEFS0016663","auto",NA,"Silva, J.M.","1173","1992","02","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3846","2019-10-07 09:37:01-03","UEFS","HUEFS","9897","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","HUEFS0009897","HUEFS0009897","auto",NA,"Cervi, A.C.","2879","1989","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3847","2019-10-07 09:37:01-03","UEFS","HUEFS","117302","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Bahia","Barra da Estiva","-41.3269004821777","-13.6260995864868","61861","HUEFS0117302",NA,"auto",NA,"Hatschbach, G.","47891","1984","06","14","6 km N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3848","2019-10-07 09:37:01-03","UEFS","HUEFS","56548","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Tamarana","-51.0971984863281","-23.7233009338379","23681","HUEFS0056548","HUEFS0056548","auto",NA,"Pavão, O.C.","FUEL30807","2000","11","01","Acampamento Água Viva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"3849","2019-10-07 09:37:01-03","UEFS","HUEFS","19859","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Bahia","Vitória da Conquista","-40.8394012451172","-14.8661003112793","70493","HUEFS0019859","HUEFS0019859","auto","J.R.Pirani","Melo, E.","1229","1995","04","16","Ca. 2 km N de Vitória da Conquista, via BR 116. Fazenda do Morro, prop. Sr. Ubaldo.",NA,NA,NA,NA,"Vegetação arbustiva pastoreada em solo arenítico.","1998","03",NA,NA,NA,NA,"Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
