"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"147","2020-06-29 09:30:33-03","UFRRJ","RBR","7412","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L.F.T. Menezes","869","2002","01","03","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Área da Aeronautica, área brejosa intercordões.","-44.040599822998","-22.9596996307373",NA,NA,"17272",NA,NA,NA,"auto",NA,NA,NA,"RBR00007412",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-06-29 09:30:33-03","UFRRJ","RBR","9903","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L.F.T. Menezes","1311","2004","12","23","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Lagoa temporária na porçào oeste da restinga.","-44.040599822998","-22.9596996307373",NA,NA,"17272",NA,NA,NA,"auto",NA,NA,NA,"RBR00009903",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:29:20-03","MBM","MBM","137935","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Silva, S.M.",NA,NA,NA,"Silva, S.M.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, caminho do Belo","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,NA,"auto","Southern America",NA,NA,"MBM137935","MBM137935",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:29:20-03","MBM","MBM","108529","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Pirani, J.R.; et al.; et al.","1000",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Barra de Maricá","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,NA,"auto","Southern America",NA,NA,"MBM108529","MBM108529",NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:29:20-03","MBM","MBM","103623","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","2925",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,NA,"auto","Southern America",NA,NA,"MBM103623","MBM103623",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:29:20-03","MBM","MBM","164993","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Souza, M.L.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","2577",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,NA,"auto","Southern America",NA,NA,"MBM164993","MBM164993",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:29:20-03","MBM","MBM","388643","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F.","2012","05",NA,"Gonzatti, F.","232","2011","11","26","Brazil","Rio Grande do Sul","Palmares do Sul","Lagoa Capão Alto","-50.343611","-30.409167","-50.343611","-30.409167",NA,"10","10","Rasteira.; Em área úmida.",NA,"Southern America",NA,NA,"MBM388643","MBM388643",NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:29:20-03","MBM","MBM","151463","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Harley, R.M.",NA,NA,NA,"Harley, R.M.","26197",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"49773",NA,NA,NA,"auto","Southern America",NA,NA,"MBM151463","MBM151463",NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:29:20-03","MBM","MBM","151462","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Giiulietti, A.M.",NA,NA,NA,"Harley, R.M.; et al.; et al.","25875",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"49773",NA,NA,NA,"auto","Southern America",NA,NA,"MBM151462","MBM151462",NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:29:20-03","MBM","MBM","72035","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","43993",NA,NA,NA,"Brazil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,"33984",NA,NA,NA,"auto","Southern America",NA,NA,"MBM072035","MBM072035",NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:29:20-03","MBM","MBM","9764","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","20111",NA,NA,NA,"Brazil","Paraná","Paranaguá","Barranco","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,NA,"auto","Southern America",NA,NA,"MBM009764","MBM009764",NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:29:20-03","MBM","MBM","209205","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Silva, S.M.",NA,NA,NA,"Britez, R.M.; Silva, S.M.; Silva, S.M.","s.n.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,NA,"auto","Southern America",NA,NA,"MBM209205",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:29:20-03","MBM","MBM","164992","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","1835",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,NA,"auto","Southern America",NA,NA,"MBM164992","MBM164992",NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:29:20-03","MBM","MBM","103627","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","2928",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,NA,"auto","Southern America",NA,NA,"MBM103627","MBM103627",NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:29:20-03","MBM","MBM","203061","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","5964",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Dunas da Praia da Joaquina, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,NA,"auto","Southern America",NA,NA,"MBM203061",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:29:20-03","MBM","MBM","164994","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Souza, M.L.",NA,NA,NA,"Souza, M.L.; et al.; et al.","393",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,NA,"auto","Southern America",NA,NA,"MBM164994","MBM164994",NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:29:20-03","MBM","MBM","85376","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","47078",NA,NA,NA,"Brazil","Bahia","Nova Viçosa","Rio Pau Velho","-39.371898651123","-17.8918991088867",NA,NA,"70538",NA,NA,NA,"auto","Southern America",NA,NA,"MBM085376","MBM085376",NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:29:20-03","MBM","MBM","161106","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55942",NA,NA,NA,"Brazil","Goiás","Alto Paraíso de Goiás","Córrego Veredas","-47.5099983215332","-14.1324996948242",NA,NA,"44724",NA,NA,NA,"auto","Southern America",NA,NA,"MBM161106","MBM161106",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:29:20-03","MBM","MBM","209206","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","5133",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,"44368",NA,NA,NA,"auto","Southern America",NA,NA,"MBM209206",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:29:20-03","MBM","MBM","22936","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","25437",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","Rio Cilada","-49.7057991027832","-24.2511005401611",NA,NA,"44368",NA,NA,NA,"auto","Southern America",NA,NA,"MBM022936","MBM022936",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:29:20-03","MBM","MBM","203062","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","6109",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Dunas da Praia da Joaquina, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,NA,"auto","Southern America",NA,NA,"MBM203062","MBM203062",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:29:20-03","MBM","MBM","282742","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Serpicula","brasiliensis","Serpicula brasiliensis","Cambess.","Rennó, L.R.",NA,NA,NA,"Magalhães, M.","2741","1943","02","05","Brazil","Minas Gerais","Santa Bárbara","Lagoa da Chapada","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,"auto","Southern America",NA,NA,"MBM282742","MBM282742",NA,NA,NA,NA,NA,NA,NA
"169","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342491","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1831","1","1","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342491' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342491","P02342491_01",NA,NA,NA,"119",NA,NA,NA
"170","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342492","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Guillemin",NA,"1838","10","1","Brasil",NA,NA,"Brésil Méridional. Restingas de [Coraia].",NA,NA,NA,NA,NA,NA,NA,"Cat. n. 218. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342492","P02342492_01",NA,NA,NA,NA,NA,NA,NA
"171","2015-09-04 11:28:26-03","MNHN","RECOLNAT_MNHN_P","P03321898","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Heringer, E.P.|Pereira, B.A.S.|Mendonça, R.C.|Filgueiras, T.S.",NA,"1981","7","23","Brasil","Distrito Federal",NA,"Área da Proflora na confluência dos córregos Cana do Reino/Vicente Pires",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03321898' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P03321898","P03321898_01",NA,NA,NA,"7233",NA,NA,NA
"172","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342493","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","4","Brasil","Bahia","Morro do Chapéu","19.5 km SE of the town of Morro do Chapeu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido","-41.03333","-11.63333",NA,NA,NA,"900",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342493' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342493","P02342493_01",NA,NA,NA,"19371",NA,NA,NA
"173","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342494","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Salzmann",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342494","P02342494_01",NA,NA,NA,NA,NA,NA,NA
"174","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342496","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Guillemin",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342496","P02342496_01",NA,NA,NA,NA,NA,NA,NA
"175","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342497","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Guillemin",NA,"1839","1","1","Brasil",NA,NA,"Brésil Meridional",NA,NA,NA,NA,NA,NA,NA,"Enlever un echaulillon de Herba. de Bunge: A. Raynel, 16.5.63 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342497","P02342497_01",NA,NA,NA,NA,NA,NA,NA
"176","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342498","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Salzmann",NA,NA,NA,NA,"Brasil","Bahia",NA,"Brésil, Bahia.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342498","P02342498_01",NA,NA,NA,NA,NA,NA,NA
"177","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342499","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,NA,NA,"1844","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342499","P02342499_01",NA,NA,NA,"1037",NA,NA,NA
"178","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342501","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Guillemin",NA,"1838","1","1","Brasil",NA,NA,"Brésil Méridional",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342501' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342501","P02342501_01",NA,NA,NA,"218",NA,NA,NA
"179","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342502","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gardner",NA,"1837","1","1","Brasil",NA,NA,"Piauhy, Goyaz",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342502' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342502","P02342502_01",NA,NA,NA,"2843",NA,NA,NA
"180","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342503","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,"Brasil","Ceará",NA,"Brésil. Ceara.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342503","P02342503_01",NA,NA,NA,"2843",NA,NA,NA
"181","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342504","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816","1","1","Brasil","São Paulo",NA,"Brésil. Province de São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342504' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342504","P02342504_01",NA,NA,NA,"C1 1049",NA,NA,NA
"182","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342505","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,"Brasil","Pernambuco",NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342505' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342505","P02342505_01",NA,NA,NA,"2843",NA,NA,NA
"183","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342506","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gaudichaud",NA,"1834","1","1","Brasil","Santa Catarina",NA,"Brésil, Ste Catherine.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342506' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342506","P02342506_01",NA,NA,NA,"115",NA,NA,NA
"184","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342507","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Santa Catarina",NA,"Brésil, Ste. Catherine.",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342507' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342507","P02342507_01",NA,NA,NA,"115",NA,NA,NA
"185","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342490","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","1","17","Brasil","Bahia",NA,"Between Alcobaça an d Caravelas on the BA 001 highway. 20 km S of Alcobaça",NA,"-17.71667",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342490' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342490","P02342490_01",NA,NA,NA,"18039",NA,NA,NA
"186","2015-10-02 06:48:58-03","MNHN","RECOLNAT_MNHN_P","P00697192","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra tetrandra","(Schott) Kanitz","Raynal",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P00697192","P00697192_01",NA,NA,NA,"C1 949","tetrandra",NA,NA
"187","2015-10-02 06:49:02-03","MNHN","RECOLNAT_MNHN_P","P00697193","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra tetrandra","(Schott) Kanitz","Raynal",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P00697193","P00697193_01",NA,NA,NA,"C1 949","tetrandra",NA,NA
"188","2015-10-03 01:54:18-03","MNHN","RECOLNAT_MNHN_P","P00697194","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra tetrandra","(Schott) Kanitz","Raynal",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697194' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P00697194","P00697194_01",NA,NA,NA,"C1 949","tetrandra",NA,NA
"189","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342500","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Brésil. Ile Ste Catherine.","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342500' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,"hb",NA,"P02342500","P02342500_01",NA,NA,NA,"218",NA,NA,NA
"190","2015-09-04 11:28:26-03","MNHN","RECOLNAT_MNHN_P","P03321900","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Irwin, H.S.|Soderstrom, T.R.",NA,"1964","8","20","Brasil","Distrito Federal","Brasília","Ca. 38 km E of Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03321900' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,"hb",NA,"P03321900","P03321900_01",NA,NA,NA,"5344",NA,NA,NA
"191","2015-09-04 01:48:29-03","MNHN","RECOLNAT_MNHN_P","P02342508","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Dombrowski, L.T.",NA,"1967","10","1","Brasil","Paraná","Curitiba","Capão da Imbuia. Barranco do tanque.","-49.2731018066406","-25.4277992248535",NA,NA,"25180",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342508' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,"hb",NA,"P02342508","P02342508_01",NA,NA,NA,"2618",NA,NA,NA
"192","2015-09-04 01:48:28-03","MNHN","RECOLNAT_MNHN_P","P02342488","PreservedSpecimen",NA,NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Smith, L.B.|Klein, R.M.",NA,"1964","12","6","Brasil","Santa Catarina","Campo Erê","Bog, 6km west of Campo erê.","-53.1","-26.36667",NA,NA,NA,"900","1000","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02342488' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,"P02342488","P02342488_01",NA,NA,NA,"13742",NA,NA,NA
"193","2020-12-11 11:36:44-03","UFMG","BHCB","113069","PreservedSpecimen","Plantae","Dicotyledon",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Rezende, SG; Neves, GS; Pena, FSR","1727","2006","09","25","Brasil","Bahia","Prado","Fazenda Riacho das Ostras","-39.254167","-17.215014","-39.254167","-17.215014",NA,NA,NA,"Habitat: Muçununga, Hábito: herbáceo",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
