"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"283","2020-12-21 16:25:58-03","MBM","MBM","71558","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) Irwin & Barneby","Barneby, R.","Davidse, G.; et al.; et al.","5193",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"MBM071558",NA,NA,"MBM071558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2015-10-14 00:53:46-03","MNHN","RECOLNAT_MNHN_P","P00679252","PreservedSpecimen",NA,NA,"Fabaceae","Cassia","viscosa",NA,"Cassia viscosa","Kunth","Kunth","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,NA,"[colombie]",NA,NA,"[Nov. Gen. Sp.: Crescit in Mesa de Cuello, juxta Contreras et Ibague {Regno Novo- Granatensi)]",NA,NA,"418","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00679252' target='other'> <mi>dwc_moreinfo</mi></a>","P00679252",NA,NA,"P00679252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","1805",NA,NA
"285","2015-09-04 02:42:46-03","MNHN","RECOLNAT_MNHN_P","P00759119","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00759119' target='other'> <mi>dwc_moreinfo</mi></a>","P00759119",NA,NA,"P00759119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 594",NA,NA
"286","2015-09-04 02:42:46-03","MNHN","RECOLNAT_MNHN_P","P00759120","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00759120' target='other'> <mi>dwc_moreinfo</mi></a>","P00759120",NA,NA,"P00759120_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 594",NA,NA
"287","2015-10-21 22:41:28-02","MNHN","RECOLNAT_MNHN_P","P00836160","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Hostmann",NA,"1842","8",NA,NA,"Surinam",NA,NA,"Para",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836160' target='other'> <mi>dwc_moreinfo</mi></a>","P00836160",NA,NA,"P00836160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185",NA,NA
"288","2015-10-21 19:17:20-02","MNHN","RECOLNAT_MNHN_P","P00836161","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Hostmann",NA,"1842","8",NA,NA,"Surinam",NA,NA,"Para",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836161' target='other'> <mi>dwc_moreinfo</mi></a>","P00836161",NA,NA,"P00836161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185",NA,NA
"289","2015-10-21 22:42:02-02","MNHN","RECOLNAT_MNHN_P","P00836162","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Hassler, E.",NA,NA,"12",NA,NA,"Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayu : In regione fluminis Capibary",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836162' target='other'> <mi>dwc_moreinfo</mi></a>","P00836162",NA,NA,"P00836162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5909",NA,NA
"290","2015-09-04 02:42:22-03","MNHN","RECOLNAT_MNHN_P","P03084437","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Hassler, E.",NA,"1900","12",NA,NA,"Paraguay",NA,NA,"Cordillerae centralis : in regione cursus superioris fluminis Y-acá",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03084437' target='other'> <mi>dwc_moreinfo</mi></a>","P03084437",NA,NA,"P03084437_01 P03084437_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6623",NA,NA
"291","2015-09-04 02:42:45-03","MNHN","RECOLNAT_MNHN_P","P03084440","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Hassler, E.",NA,"1900","12",NA,NA,"Paraguay",NA,NA,"Cordillerae centralis : in regione cursus superioris fluminis Y-acá",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03084440' target='other'> <mi>dwc_moreinfo</mi></a>","P03084440",NA,NA,"P03084440_01 P03084440_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6623",NA,NA
"292","2017-12-11 15:00:12-02","MNHN","RECOLNAT_MNHN_P","P00039275","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"Pignal, M.|Lechat, F.",NA,"1993","8","19",NA,"Brésil","bahia","santa teresinha","Serra do Giboia, Morro da Pioneira (Mun. Santa Teresina) [Morro da Pioneira, Serra da Jibóia]","-39.46667","-12.85","850","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00039275' target='other'> <mi>dwc_moreinfo</mi></a>","P00039275",NA,NA,"P00039275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H 372",NA,NA
"293","2015-09-04 02:15:53-03","MNHN","RECOLNAT_MNHN_P","P00759118","PreservedSpecimen",NA,NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00759118' target='other'> <mi>dwc_moreinfo</mi></a>","P00759118",NA,NA,"P00759118_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 594",NA,NA
"294","2020-12-11 11:35:52-03","UFMG","BHCB","66015","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Barreto, HLM","11593",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,"Dicotyledon",NA,NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-02-11 17:18:57-03","UFPR","UPCB","10689","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","var. major","Chamaecrista viscosa var. major","(H., B. & K.) H.S.Irwin & Barneby","Barneby, R.C.","Hatschbach, G.","42060","1979","03","10",NA,"Brasil","Bahia","Barreiras","Roda Velha.","-44.9900016784668","-12.1527996063232",NA,NA,"Arbusto ramoso, 1,50m, untuosa ao tato, flor amarela. Cerrado..",NA,NA,NA,NA,"152720","auto",NA,NA,"1979","01","01",NA,NA,NA,NA,NA,NA
"296","2020-05-25 15:13:54-03","FSU","FSU","000067180","PreservedSpecimen","Plantae",NA,"Fabaceae","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"H. S. Irwin, R. Souza, J. W. Grear, Jr., R. Reis Santos","14800",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2017-05-17 05:14:00-03","MO","MOBOT","2720276","PreservedSpecimen","Plantae",NA,"Fabaceae","Cassia","viscosa","major","Cassia viscosa major","Benth.","H.S. Irwin & R.C. Barneby","W.R. Hostmann|August Kappler","Hostmann 1185","1842","8",NA,"South America","Suriname","Para",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"298","2020-03-29 09:21:00-03","MO","MOBOT","3245301","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"James A. Ratter","Ratter 1620","1968","6","1","South America","Brazil","Mato Grosso",NA,"10 km. S. of the Base Camp of the Expedition (Base Camp, c. 270 km. N. of Xavantina). Growing in low shrubby cerrado by the edge of the road.","-51.8666667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"299","2020-02-26 15:41:00-03","MO","MOBOT","101182384","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","J. López","Ricardo Callejas|et al.","Callejas Posada 12582","2001","10","20","South America","Colombia","Santander","Zapatoca","Sobre el cañón del río Sogamoso, en la vía Girón-Zapatoca, bosque seco tropical. Bosques perturbados a orilla de la vía.","-73.25","6.8666667","300.00000000",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"300","2008-05-27 22:02:00-03","MO","MOBOT","103682","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","D.A. Neill (MO)","Alwyn H. Gentry|Robin B. Foster","Gentry 75463","1991","11","1","South America","Bolivia","Santa Cruz",NA,"Santiago, cerrado near airstrip.","-59.58333","-18.33333","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"785","5",NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","1149079","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby",NA,"René López C.|Diego Giraldo-Cañas","López Camacho 795","1995","11","18","South America","Colombia","Guaviare",NA,"Mpio. de San José del Guaviare. Carretera que conduce desde la inspección de Triunfo II hasta San José del Guaviare, sector La Lindosa.","-72.69666","2.47444","290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2011-11-02 10:42:00-02","MO","MOBOT","1151023","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","Carolina Romero (MO)","J. Richard Abbott|Bonifacio Mostacedo C.","Abbott 16099","1995","2","5","South America","Bolivia","Santa Cruz","Chiquitos","Ca. 10 km NW of Roboré to San Pedro, then NE onto the serranía, from 0.5-5 km. Mosaic of cerrado, dry forest, and large rock outcrops.","-59.8166667","-18.25","400.00000000",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2014-04-13 05:22:00-03","MO","MOBOT","1874347","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Fany Llanos","Davidse 5193","1973","12","26","South America","Colombia","Vichada",NA,"Ca. 35 km E of Las Gaviotas along the unimproved dirt road to Santa Rita.",NA,NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"908",NA,NA
"304","2014-04-24 09:33:00-03","MO","MOBOT","77445","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Otto Huber","Davidse 22458","1982","11","23","South America","Venezuela","Bolívar","Piar","Uruyen, southeastern base of Auyan-tepui, along Rio Uruyen.","-62.45","5.7","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-2","6",NA
"305","2009-05-18 09:14:00-03","MO","MOBOT","77505","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Otto Huber","Davidse 22644","1982","11","24","South America","Venezuela","Bolívar",NA,"Distrito Piar: Río Ocoine, Pie de la Roca, southeastern base of Auyan-tepui.","-62.5","5.7","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-6","3",NA
"306","2008-05-27 22:02:00-03","MO","MOBOT","77840","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Otto Huber","Davidse 22553","1982","11","24","South America","Venezuela","Bolívar",NA,"PIAR: Between Uruyen and Pie de la Roca, southeastern base of Auyan-tepui.","-62.46666","5.7","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-5","3",NA
"307","2014-09-11 10:57:00-03","MO","MOBOT","77930","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Otto Huber","Davidse 23038","1982","11","30","South America","Venezuela","Bolívar","Piar","Lower section of Río Ambutuir, along trail to Uriman.","-62.6666667","5.4333333","500.00000000",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-13","3",NA
"308","2008-05-27 22:02:00-03","MO","MOBOT","77939","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","R. Barneby","Gerrit Davidse|Otto Huber","Davidse 23130","1982","12","2","South America","Venezuela","Bolívar",NA,"HERES: San Salvador de Paul. Gravelly Trachypogon savanna.","-62.88333","6.03333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-16","3",NA
"309","2013-02-13 05:33:00-02","MO","MOBOT","936353","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","D.A. Neill (MO)","Mario Saldias P.|Antony Jardim|Juan Surubí","Saldias Paz 3805","1994","4","10","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Camino entre el campamento viejo Los Fierros y el puente Los Cepes. Bosque húmedo de 20-25 m de altura, en pie de monte.","-60.78333","-14.6","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2010-07-20 12:12:00-03","MO","MOBOT","2774694","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","R. Barneby","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 9146","1980","2","26","South America","Brazil","Tocantins","Guaraí","10 km N of Guaraí along Belém-Brasília highway (BR-153).","-48.5166667","-8.7333333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","11",NA
"311","2008-05-27 22:02:00-03","MO","MOBOT","3244529","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","R. Barneby 81","James A. Ratter","Ratter 1948","1968",NA,NA,"South America","Brazil",NA,NA,"8 km NE of the Base Camp of the Expedition (Base Camp c. 270 km N of Xavantina). Growing in cerrado formation on the top of a hill. Soil very pebbly. This is a virgin habitat and the plant is not weedy.","-51.86666","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2009-08-21 06:48:00-03","MO","MOBOT","3244694","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","H.S. Irwin, & R.C. Barneby","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6596","1964","10","2","South America","Brazil",NA,NA,"Vicinity of Garapú, Mato Grosso. Cerrado, ca. 5 km S. of Garapú. Only 1 seen.","-52.56666","-13.2","300.00000000",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2010-10-07 15:27:00-03","MO","MOBOT","3244787","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","H.S. Irwin, & R.C. Barneby","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16252","1966","5","29","South America","Brazil",NA,NA,"Estado de Mato Grosso, Serra Do Roncador. Cerrado, Rio Turvo, ca. 210 km. N. of Xavantina, Mato Grosso.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2016-01-07 11:59:00-02","MO","MOBOT","3244889","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","Gert G. Hatschbach|R. Kummrow","Hatschbach 38349","1976","3","26","South America","Brazil","Goiás",NA,"Guarai, 10 km ao Norto,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"315","2009-07-09 17:06:00-03","MO","MOBOT","3244957","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","Gert G. Hatschbach","Hatschbach 34568","1974","7","18","South America","Brazil","Minas Gerais",NA,"Rod. BR 153, corrego Jacu(mun. Prata)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2015-11-19 19:23:00-02","MO","MOBOT","3245159","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","R. Barneby","G.C.G. Argent|J. Ramos|Paul W. Richards|R. Souza","Argent 6356","1967","9","12","South America","Brazil",NA,NA,"State of Mato Grosso, Xavantina: By Rio das Mortes, just above Ferry, Xavantina. Cerrado.","-52.23333","-14.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2012-08-18 05:19:00-03","MO","MOBOT","3245380","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby","João Murça Pires","Pires 16129","1978","7","24","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2010-10-07 15:27:00-03","MO","MOBOT","3246069","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","H.S. Irwin & R.C. Barneby","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14800","1966","4","14","South America","Brazil","Bahia",NA,"(Drainage of The Rio Corrente, Western Bahia). Cerrado, near Rio Piau, ca. 150 km. S.W. of Barreiras.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2008-05-27 22:02:00-03","MO","MOBOT","3246340","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"G.C.G. Argent","Argent 6840","1968","9","5","South America","Brazil",NA,NA,"State of Mato Grosso, Expedition Base Camp. c. 25 km S along road from Base Camp. Cerrado by roadside.","-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2009-07-31 17:16:00-03","MO","MOBOT","3246522","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21152","1968","3","14","South America","Brazil","Goiás",NA,"Cut-over sandy cerradão, ca. 5 km N. of Araguaína,",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2009-07-27 09:32:00-03","MO","MOBOT","3246558","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","Auguste F.M. Glaziou","Glaziou 20967","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2009-07-31 17:16:00-03","MO","MOBOT","3246979","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","H.S. Irwin, & R.C. Barneby","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 21533","1968","3","20","South America","Brazil","Goiás",NA,"Cerrado ca. 9km S. of Guará,",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2015-04-27 21:16:00-03","MO","MOBOT","3247485","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Ronald Liesner","U.N. Maciel|Manoel dos R. Cordeiro","Maciel 134","1978","12","2","South America","Brazil","Pará",NA,"Santarém, Sta. Terezinha, margem direita do rio Tapajós. Praia de rio, arenosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2008-05-27 22:02:00-03","MO","MOBOT","3247711","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby",NA,"Julian A. Steyermark","Steyermark 59171","1944","10","2","South America","Venezuela","Bolívar",NA,"Gran Sabana, between Kun and waterfall at Ruémerú(tributary of Río Kukenán), south of Mount Roraima, Dry sandy upland.",NA,NA,"1065.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2009-10-21 07:13:00-02","MO","MOBOT","3247850","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","H.S. Irwin & R.C. Barneby","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36444","1972","3","2","South America","Brazil","Bahia",NA,"Serra 34 km W of Barreiras; cerrado or cerradão, the soil clay or somewhat sandy.",NA,NA,"710.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2010-11-22 06:08:00-02","MO","MOBOT","3248027","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","R. Barneby","Lynn J. Gillespie|Carol L. Kelloff|S. Tiwari","Gillespie 2468","1989","10","29","South America","Guyana",NA,NA,"E. Berbice-Corentyne Region: Digitima Savanna; Canje River (+10 km S of Mora, 185km from mouth of Canje). Savanna, many bush islands,","-57.66666","5.55","10.00000000",NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2009-11-11 10:05:00-02","MO","MOBOT","3248096","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Rupert C. Barneby","Alex A. Lasseigne","Lasseigne 4423","1974","8","12","South America","Suriname",NA,NA,"Vicinity of Saramacca River on road between Zanderiz and Tibiti River. Ca. 50 km SW of Paramaribo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2014-03-01 20:31:00-03","MO","MOBOT","3248185","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","R. Barneby","Terry W. Henkel|R. Williams|H. Scrase","Henkel 2552","1993","8","14","South America","Guyana",NA,NA,"Region: E. Berbice. Berbice savanna near Takama Army Base. Savanna-forest mosaic on white sand. On savanna,","-57.95","5.71666","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2017-04-28 12:55:00-03","MO","MOBOT","100968820","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S. Irwin & Barneby",NA,"Nélida Soria","Soria Rey 4212","1990","4","17","South America","Paraguay","Cordillera",NA,"Pirareta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
