especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_br,cat_ameaca_cncfloraweb
Pilosocereus glaucochrous,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pilosocereus magnificus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pilosocereus multicostatus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pilularia americana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piper abbadianum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piper amparoense,EN,s.i.,EX,EX,s.i.,EN,EN
Piper anostachyum,EN,s.i.,EN,EN,s.i.,EN,EN
Piper barretoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper bennettianum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Piper carautensei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper casteloense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper crassistilum,s.i.,DD,EX,EX,s.i.,s.i.,DD
Piper duartei,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Piper edwallii,EN,s.i.,EX,EX,s.i.,EN,EN
Piper emygdioi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Piper flavicans,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Piper hatschbachii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Piper hoehnei,EN,s.i.,EX,EX,s.i.,EN,EN
Piper juliflorum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper kuhlmannii,VU,s.i.,EX,EX,s.i.,VU,VU
Piper laevicarpum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper lanceolatum,s.i.,NT,EN,EN,s.i.,s.i.,NT
Piper loefgrenii,VU,s.i.,EX,EX,s.i.,VU,VU
Piper macedoi,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Piper oblancifolium,EN,s.i.,EX,EX,s.i.,EN,EN
Piper piritubanum,EN,s.i.,EX,EX,s.i.,EN,EN
Piper rioense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piper saldanhai,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Piper sampaioi,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Piper scabrellum,EN,s.i.,EX,EX,s.i.,EN,EN
Piper subrugosum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piper tectoniifolium,s.i.,LC,EX,EX,s.i.,s.i.,LC
Piper vaginans,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piper velutinibaccum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piper viminifolium,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Piptocarpha brasiliana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Piptocarpha robusta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piptochaetium alpinum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piptochaetium palustre,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Piptochaetium ruprechtianum,s.i.,LC,EX,EX,s.i.,s.i.,LC
Piptolepis buxoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Piptolepis gardneri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piptolepis imbricata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Piptolepis leptospermoides,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Piptolepis monticola,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Piptolepis oleaster,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pitcairnia albiflos,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pitcairnia bradei,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pitcairnia burle-marxii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pitcairnia decidua,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pitcairnia encholirioides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pitcairnia glaziovii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pitcairnia limae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Plagiochila boryana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plantago turficola,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Platycarpum acreanum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pleonotoma bracteata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pleopeltis alborufula,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pleopeltis monoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pleopeltis trindadensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pleroma guartelaensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Pleurostachys pilulifera,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Plinia ambivalens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Plinia callosa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plinia complanata,EN,s.i.,EN,EN,s.i.,EN,EN
Plinia delicata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Plinia edulis,VU,s.i.,VU,VU,s.i.,VU,VU
Plinia hatschbachii,EN,s.i.,EN,EN,s.i.,EN,EN
Plinia ilhensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plinia muricata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plinia pseudodichasiantha,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Plinia rara,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plinia renatiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Plinia subavenia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Poa bradei,EN,s.i.,CR,CR,s.i.,EN,EN
Poa reitzii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Podocarpus acuminatus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Podocarpus barretoi,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Podocarpus brasiliensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Podostemum distichum,s.i.,LC,VU,VU,s.i.,s.i.,LC
Podostemum ovatum,EN,s.i.,EN,EN,s.i.,EN,EN
Podostemum rutifolium,VU,s.i.,EN,EN,s.i.,VU,VU
Podostemum saldanhanum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pogoniopsis schenckii,s.i.,LC,EX,EX,s.i.,s.i.,LC
Poikilacanthus guillesii,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Poiretia angustifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Polygala brasiliensis,s.i.,LC,EN,EN,s.i.,s.i.,LC
Polygala franchetii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Polygala galioides,s.i.,LC,EX,EX,s.i.,s.i.,LC
Polygala hastchbachii,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Polygala molluginifolia,s.i.,LC,EX,EX,s.i.,s.i.,LC
Polygala pumila,s.i.,NT,EX,EX,s.i.,s.i.,NT
Polygala selaginoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Polygala stephaniana,EN,s.i.,EX,EX,s.i.,EN,EN
Polygala tamariscea,VU,s.i.,EX,EX,s.i.,VU,VU
Polypogon chilensis,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Polypogon imberbis,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Polystachya rupicola,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Polystichum bradei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Polytaenium feei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pomaria stipularis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Pombalia strigoides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pombalia velutina,s.i.,DD,EN,s.i.,s.i.,s.i.,DD
Porophyllum bahiense,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Portea alatisepala,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Portea fosteriana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Portea grandiflora,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Portea kermesina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Portea nana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Portulaca amilis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Portulaca cryptopetala,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Portulaca halimoides,s.i.,LC,EX,EX,s.i.,s.i.,LC
Portulaca hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Posoqueria acutifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria bapeba,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pouteria brevensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria bullata,EN,s.i.,EN,EN,s.i.,EN,EN
Pouteria butyrocarpa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pouteria ciliata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria coelomatica,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pouteria crassiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria decussata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pouteria ericoides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria exstaminodia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria fulva,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria furcata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pouteria glomerata,s.i.,LC,VU,VU,s.i.,s.i.,LC
Pouteria latianthera,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria lucens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria macahensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pouteria maguirei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria microstrigosa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria multiflora,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Pouteria nudipetala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria oxypetala,EN,s.i.,EN,EN,s.i.,EN,EN
Pouteria pachycalyx,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pouteria pachyphylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria pallens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria petiolata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pouteria polysepala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria pubescens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria putamen-ovi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria rodriguesiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria salicifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pouteria samborae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria scrobiculata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria stenophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria stipulifera,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria synsepala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria tarumanensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria tenuisepala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pouteria torta,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pouteria trifida,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pouteria vernicosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pouteria virescens,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pradosia brevipes,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pradosia decipiens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pradosia granulosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pradosia grisebachii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pradosia kuhlmannii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pradosia lactescens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pradosia subverticillata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pradosia verticillata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Praxelis grandiflora,s.i.,LC,VU,VU,s.i.,s.i.,LC
Prepusa hookeriana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Prepusa viridiflora,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Prestonia bahiensis,s.i.,LC,EX,EX,s.i.,s.i.,LC
Prestonia quinquangularis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Prestonia riedelii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Prestonia solanifolia,EN,s.i.,EX,EX,s.i.,EN,EN
Prestonia tomentosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pringleella subulata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Prosthechea serpentilingua,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Proteopsis argentea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Protium bahianum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Protium cordatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Protium giganteum,VU,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Protium icicariba,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Protium inodorum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pseuderanthemum modestum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pseuderanthemum riedelianum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pseudoacanthocereus brasiliensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pseudobombax marginatum,s.i.,LC,EN,EN,s.i.,s.i.,LC
Pseudobombax tomentosum,s.i.,LC,VU,VU,s.i.,s.i.,LC
Pseudolaelia brejetubensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudolaelia canaanensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pseudolaelia cipoensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudolaelia citrina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pseudolaelia dutrae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Pseudolycopodiella benjaminiana,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Pseudotrimezia brevistamina,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudotrimezia concava,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudotrimezia elegans,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudotrimezia gracilis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pseudotrimezia synandra,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pseudotrimezia tenuissima,EN,DD,s.i.,s.i.,s.i.,EN,DD|EN
Pseudoxandra duckei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Pseudoxandra rionegrensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Psidium gaudichaudianum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Psidium giganteum,EN,s.i.,EN,EN,s.i.,EN,EN
Psidium reptans,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Psidium salutare,s.i.,LC,EX,EX,s.i.,s.i.,LC
Psidium sartorianum,s.i.,LC,VU,VU,s.i.,s.i.,LC
Psychotria loefgrenii,EN,s.i.,EN,EN,s.i.,EN,EN
Psychotria microcarpa,EN,s.i.,EX,EX,s.i.,EN,EN
Psychotria paludosa,EN,s.i.,EX,EX,s.i.,EN,EN
Psychotria prunifolia,s.i.,LC,EN,EN,s.i.,s.i.,LC
Psychotria rhytidocarpa,s.i.,LC,VU,VU,s.i.,s.i.,LC
Psychotria sutericalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Psychotria tenuifolia,s.i.,LC,EN,EN,s.i.,s.i.,LC
Pterandra andersonii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Pteris congesta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Pteris limae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Pteroglossa glazioviana,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pteroglossa hilariana,EN,s.i.,EX,EX,s.i.,EN,EN
Pterolepis glomerata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Pterolepis perpusilla,s.i.,LC,VU,VU,s.i.,s.i.,LC
Qualea coerulea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Qualea decorticans,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Qualea magna,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Quaternella glabratoides,EN,s.i.,EN,EN,s.i.,EN,EN
Quesnelia imbricata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Quesnelia kautskyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Quesnelia seideliana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Quiina cidiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Quiina glaziovii,s.i.,DD,VU,s.i.,s.i.,s.i.,DD
Quiina magallano-gomesii,s.i.,s.i.,s.i.,VU,s.i.,s.i.,DD
Quiina piresii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Quillaja brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Quillaja lancifolia,s.i.,NA,s.i.,s.i.,s.i.,s.i.,EN
Racinaea aerisincola,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Racinaea domingosmartinis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Raddia angustifolia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Raddia distichophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Raddiella esenbeckii,s.i.,LC,EX,EX,s.i.,s.i.,LC
Ranunculus flagelliformis,s.i.,LC,EX,EX,s.i.,s.i.,LC
Rauhiella silvana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Raulinoa echinata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Ravenia pseudalterna,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Recordia reitzii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Recordoxylon stenopetalum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Regnellidium diphyllum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Reimarochloa acuta,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Reissekia smilacina,s.i.,LC,EX,EX,s.i.,s.i.,LC
Reitzia smithii,VU,s.i.,EX,EX,s.i.,VU,VU
Renealmia brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Retrophyllum piresii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rhabdocaulon gracile,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Rhamnidium glabrum,VU,s.i.,VU,VU,s.i.,VU,VU
Rhipsalis cereoides,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Rhipsalis crispata,s.i.,DD,VU,VU,s.i.,s.i.,DD
Rhipsalis dissimilis,s.i.,DD,EN,EN,s.i.,s.i.,DD
Rhipsalis hileiabaiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rhipsalis pacheco-leonis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rhipsalis paradoxa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,LC
Rhipsalis sulcata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rhodospatha oblongata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Rhodostemonodaphne capixabensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rhodostemonodaphne parvifolia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Rhodostemonodaphne recurva,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rhynchanthera grandiflora,s.i.,LC,VU,VU,s.i.,s.i.,LC
Rhynchanthera latifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Rhynchosia leucophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rhynchosia reticulata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Rhynchosida physocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rhynchospora biflora,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Rhynchospora corymbosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Rhynchospora nardifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Rhynchospora paranaensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Riccia ridleyi,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Richardia schumannii,EN,s.i.,EX,EX,s.i.,EN,EN
Richardia stellaris,s.i.,NT,EN,EN,s.i.,s.i.,NT
Richterago angustifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago arenaria,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Richterago campestris,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago caulescens,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Richterago conduplicata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago elegans,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Richterago hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago lanata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago petiolata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago polyphylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago riparia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Richterago stenophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Richterago suffrutescens,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Rinorea bicornuta,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Rinorea longistipulata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rinorea maximiliani,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Rinorea ramiziana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rinorea villosiflora,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Riodocea pulcherrima,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rodriguezia rigida,s.i.,DD,VU,VU,s.i.,s.i.,DD
Roupala asplenioides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Roupala sculpta,VU,s.i.,VU,VU,s.i.,VU,VU
Rourea cnestidifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rourea gracilis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Rourea pseudospadicea,EN,s.i.,EN,EN,s.i.,EN,EN
Rudgea coronata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,LC
Rudgea corymbulosa,EN,s.i.,EN,EN,s.i.,EN,EN
Rudgea crassifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Rudgea erythrocarpa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rudgea insignis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Rudgea jasminoides,VU,s.i.,VU,s.i.,s.i.,s.i.,s.i.
Rudgea jasminoides subsp. nervosa,s.i.,s.i.,s.i.,VU,s.i.,VU,VU
Rudgea macrophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Rudgea minor,s.i.,DD,s.i.,s.i.,s.i.,s.i.,LC
Rudgea pachyphylla,EN,s.i.,EX,EX,s.i.,EN,EN
Rudgea parquioides,CR,s.i.,EX,s.i.,s.i.,s.i.,s.i.
Rudgea parquioides,EN,s.i.,EN,s.i.,s.i.,s.i.,s.i.
Rudgea parquioides subsp. caprifolium,s.i.,s.i.,s.i.,EX,s.i.,CR,CR
Rudgea parquioides subsp. hirsutissima,s.i.,s.i.,s.i.,EN,s.i.,EN,EN
Rudgea parvifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Rudgea sessilis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,LC
Rudgea umbrosa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Ruellia bulbifera,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruellia chamaedrys,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Ruellia dissitifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruellia epallocaulos,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruellia erythropus,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruellia multifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruellia solitaria,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Ruizterania clavata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Rustia angustifolia,EN,s.i.,EN,EN,s.i.,EN,EN
Sabicea villosa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Sagittaria lancifolia,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Salacia mosenii,CR,s.i.,CR,CR,s.i.,CR,CR
Salvia campos-portoi,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Salvia lachnostachys,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Salvia uliginosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Saranthe composita,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sarcaulus inflexus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Sarcaulus vestitus,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sarcoglottis acaulis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Sarcoglottis alexandri,EN,s.i.,EX,s.i.,s.i.,EN,EN
Sarcoglottis alexandrii,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Sarcoglottis uliginosa,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Saundersia mirabilis,EN,s.i.,EN,EN,s.i.,EN,EN
Saundersia paniculata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Sauroglossum elatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Sauvagesia nitida,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Savia dictyocarpa,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Schaefferia argentinensis,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Schaueria litoralis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,NT|DD
Schaueria paranaensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Schefflera aurata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Schefflera gardneri,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
