especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncfloraweb,cat_ameaca_br
Encholirium heloisae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Encholirium horridum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Encholirium irwinii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Encholirium longiflorum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Encholirium luxor,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Encholirium pedicellatum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Encholirium scrutor,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Encholirium vogelii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Encyclia argentinensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Encyclia bragancae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Encyclia fowliei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Enhydra sessilis,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Enydra anagallis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum addae,VU,s.i.,VU,VU,s.i.,VU,VU
Epidendrum ansiferum,s.i.,s.i.,s.i.,s.i.,s.i.,LC|LC,s.i.
Epidendrum caldense,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum carpophorum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum cauliflorum,s.i.,DD,EX,s.i.,s.i.,DD,s.i.
Epidendrum chlorinum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum coronatum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum cristatum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum dendrobioides,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum ecostatum,VU,s.i.,s.i.,VU,s.i.,s.i.,VU
Epidendrum filicaule,s.i.,LC,VU,VU,s.i.,LC,s.i.
Epidendrum geniculatum,s.i.,NA,VU,VU,s.i.,NT|NT,s.i.
Epidendrum henschenii,EN,s.i.,EN,EN,s.i.,EN,EN
Epidendrum hololeucum,s.i.,s.i.,s.i.,VU,s.i.,NT|NT,s.i.
Epidendrum infaustum,s.i.,s.i.,s.i.,EX,s.i.,DD,s.i.
Epidendrum kautskyi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Epidendrum martianum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum parahybunense,VU,s.i.,VU,s.i.,s.i.,s.i.,s.i.
Epidendrum paranaense,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum polyanthum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Epidendrum proligerum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum robustum,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Epidendrum saxatile,s.i.,LC,EX,EX,s.i.,LC,s.i.
Epidendrum secundum,s.i.,s.i.,s.i.,s.i.,s.i.,LC|LC,s.i.
Epidendrum tridactylum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum vesicatum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Epidendrum zappii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Epiphyllum phyllanthus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eragrostis neesii,s.i.,LC,EN,EN,s.i.,s.i.,s.i.
Eremanthus argenteus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eremanthus brasiliensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eremanthus elaeagnus,VU,s.i.,VU,VU,s.i.,VU,s.i.
Eremanthus leucodendron,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eremanthus polycephalus,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eremanthus praetermissus,s.i.,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Eremanthus seidelii,s.i.,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Eriocaulon melanolepis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eriochloa distachya,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Eriochrysis filiformis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eriocnema acaulis,VU,EN,s.i.,s.i.,s.i.,s.i.,EN
Eriope anamariae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eriope blanchetii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eriope crassipes,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eriope luetzelburgii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eriope machrisae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eriope obovata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Eriosema glaziovii,s.i.,DD,VU,VU,s.i.,DD,s.i.
Eriosema platycarpon,s.i.,DD,VU,VU,s.i.,DD,s.i.
Eriosorus insignis,s.i.,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Eriotheca pubescens,s.i.,LC,VU,VU,s.i.,LC,s.i.
Erisma arietinum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erisma lanceolatum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Erithalis insularis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Erycina pusilla,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Eryngium corallinum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Eryngium divaricatum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eryngium dorae,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Eryngium dusenii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eryngium ekmanii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Eryngium eriophorum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eryngium eurycephalum,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Eryngium falcifolium,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eryngium glaziovianum,s.i.,DD,EX,EX,s.i.,DD,s.i.
Eryngium koehneanum,VU,s.i.,EN,EN,s.i.,VU,VU
Eryngium ombrophilum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eryngium ramboanum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Eryngium sanguisorba,s.i.,LC,EX,EX,s.i.,LC,s.i.
Eryngium scirpinum,EN,s.i.,EN,EN,s.i.,EN,EN
Eryngium smithii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eryngium stenophyllum,s.i.,DD,EX,EX,s.i.,s.i.,s.i.
Eryngium urbanianum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eryngium zosterifolium,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Erythrophyllastrum andinum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Erythroxylum ambiguum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Erythroxylum anguifugum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Erythroxylum bezerrae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum catharinense,EN,s.i.,EN,EN,s.i.,EN,EN
Erythroxylum coelophlebium,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Erythroxylum compressum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum cuneifolium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Erythroxylum cyclophyllum,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Erythroxylum leal-costae,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Erythroxylum mattos-silvae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum membranaceum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum myrsinites,s.i.,LC,EN,EN,s.i.,LC,s.i.
Erythroxylum nelson-rosae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum passerinum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Erythroxylum pauferrense,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Erythroxylum pelleterianum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Erythroxylum petrae-caballi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Erythroxylum pulchrum,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Erythroxylum tianguanum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Escallonia chlorophylla,s.i.,LC,CR,CR,s.i.,LC,s.i.
Escallonia farinacea,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Escallonia obtusissima,VU,s.i.,EX,EX,s.i.,VU,VU
Escallonia petrophila,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eschweilera alvimii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eschweilera amazoniciformis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eschweilera compressa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eschweilera rabeliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eschweilera subcordata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eschweilera tetrapetala,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Escobedia grandiflora,s.i.,LC,EN,EN,s.i.,LC,s.i.
Esenbeckia hieronymi,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Esenbeckia irwiniana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Esenbeckia leiocarpa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Esenbeckia pilocarpoides,s.i.,LC,EN,EN,s.i.,LC,s.i.
Espostoopsis dybowskii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Esterhazya caesarea,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eubrachion ambiguum,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia angustissima,s.i.,LC,EN,EN,s.i.,s.i.,s.i.
Eugenia anomala,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia arenosa,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia aurata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia bahiensis,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia blanda,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia brasiliensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia brunneopubescens,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia brunoi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia bunchosiifolia,VU,s.i.,VU,VU,s.i.,VU,VU
Eugenia burkartiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia catharinensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia cerasiflora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia cereja,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia cinerascens,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Eugenia copacabanensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia dipetala,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia disperma,VU,s.i.,VU,VU,s.i.,VU,VU
Eugenia excelsa,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia florida,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia gracillima,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia hamiltonii,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia handroi,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia hermesiana,CR,s.i.,CR,CR,s.i.,CR,CR
Eugenia hiemalis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia imaruiensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia itacarensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia joenssonii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eugenia klotzschiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia lambertiana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia laxa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia leonorae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia longibracteata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia macahensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia macrobracteolata,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia malacantha,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia mattosii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia modesta,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia myrciariifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia neophaea,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Eugenia neosericea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia neotristis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia nutans,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia oblongata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia oxyoentophylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Eugenia pachyclada,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia percincta,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia peruibensis,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia pisiformis,s.i.,LC,VU,VU,s.i.,LC,s.i.
Eugenia platysema,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia plicata,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eugenia pluriflora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia prasina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Eugenia pruinosa,EN,s.i.,EN,EN,s.i.,EN,EN
Eugenia pseudomalacantha,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia puberula,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia reitziana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia repanda,s.i.,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Eugenia rotundicosta,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Eugenia sclerocalyx,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eugenia sellowiana,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Eugenia serraegrandis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia solimoensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia sphenoides,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Eugenia stephanii,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Eugenia subterminalis,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eugenia subundulata,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Eugenia tenuiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Eugenia vattimoana,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Eugenia villaenovae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Eugenia zuccarinii,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Eulophia ruwenzoriensis,s.i.,s.i.,s.i.,EN,s.i.,DD,s.i.
Eupatorium lineatum,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Euphorbia appariciana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Euphorbia attastoma,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Euphorbia crossadenia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Euphorbia gymnoclada,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Euphorbia holochlorina,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Euplassa cantareirae,EN,s.i.,EX,EX,s.i.,EN,EN
Euplassa incana,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Euplassa nebularis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Euplassa semicostata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Euploca salicoides,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Eurystyles lorenzii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Euterpe edulis,VU,s.i.,VU,VU,s.i.,VU,VU
Euxylophora paraensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Evolvulus aurigenius,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Evolvulus barbatus,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Evolvulus chrysotrichos,EN,s.i.,EX,EX,s.i.,EN,EN
Evolvulus cressoides,s.i.,NT,EN,EN,s.i.,NT,s.i.
Evolvulus elegans,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Evolvulus elegans var. confertifolius,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Evolvulus filipes,s.i.,LC,EX,EX,s.i.,LC,s.i.
Evolvulus fuscus,s.i.,NT,EN,EN,s.i.,NT,s.i.
Evolvulus glaziovii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Evolvulus kramerioides,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Evolvulus rariflorus,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Evolvulus riedelii,EN,s.i.,EN,EN,s.i.,EN,EN
Evolvulus stellariifolius,EN,s.i.,VU,VU,s.i.,EN,EN
Exellodendron gracile,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Exostyles glabra,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Facheiroa cephaliomelana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Facheiroa ulei,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Faramea bahiensis,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Faramea monantha,s.i.,LC,VU,VU,s.i.,s.i.,s.i.
Faramea paratiensis,EN,s.i.,EN,EN,s.i.,EN,EN
Ferdinandusa cordata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ferdinandusa nitida,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Fernseea bocainensis,CR,s.i.,CR,CR,s.i.,CR,CR
Fernseea itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Ficus aripuanensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus blepharophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus catappifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ficus cyclophylla,VU,s.i.,VU,VU,s.i.,VU,VU
Ficus eximia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ficus hirsuta,s.i.,s.i.,s.i.,s.i.,s.i.,LC|NT,s.i.
Ficus luschnathiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ficus malacocarpa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus monckii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ficus pulchella,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Ficus roraimensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus salzmanniana,s.i.,s.i.,s.i.,s.i.,s.i.,LC|NT,s.i.
Ficus schippii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus schultesii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus schumacheri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus ursina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Ficus velutina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Filgueirasia cannavieira,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Fissidens elegans,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Fleischmannia remotifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Frailea buenekeri,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Frailea castanea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Frailea curvispina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Frailea mammifera,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Frailea phaeodisca,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Frailea pumila,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Frailea pygmaea,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Frailea schilinzkyana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Frangula polymorpha,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Fridericia caudigera,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Fridericia crassa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Fridericia pubescens,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Fritzschia anisostemon,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Fritzschia integrifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Froelichia interrupta,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Froelichia procera,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Froelichiella grisea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Frullania beyrichiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Fuchsia regia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Funifera ericiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Fuscocephaloziopsis crassifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Galactia benthamiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Galactia decumbens,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Galactia glaucescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Galactia marginalis,s.i.,LC,EX,EX,s.i.,s.i.,s.i.
Galactia striata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Galeandra beyrichii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Galeandra paraguayensis,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Galeandra styllomisantha,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Galianthe cymosa,s.i.,NT,EX,EX,s.i.,NT,s.i.
Galianthe elegans,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Galianthe peruviana,s.i.,LC,EX,EX,s.i.,LC,s.i.
Galianthe pseudopeciolata,s.i.,NT,EX,EX,s.i.,NT,s.i.
Galianthe souzae,EN,s.i.,EN,EN,s.i.,EN,EN
Galianthe vaginata,EN,s.i.,EN,EN,s.i.,EN,EN
Galipea carinata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Galium diphyllum,CR,s.i.,EX,EX,s.i.,CR,CR
Galium equisetoides,s.i.,LC,EX,EX,s.i.,LC,s.i.
Galium humile,s.i.,LC,EX,EX,s.i.,LC,s.i.
Galium hypocarpium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Galium hypocarpium subsp. buxifolium,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Galium nigroramosum,s.i.,LC,EX,EX,s.i.,LC,s.i.
Galium noxium,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Galium noxium subsp. valantioides,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Galium rubidiflorum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Galium shepherdii,CR,s.i.,CR,CR,s.i.,CR,CR
Gardnerina angustata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Gaultheria sleumeriana,CR,s.i.,EN,EN,s.i.,CR,CR
Gaya domingensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Gaya guerkeana,s.i.,LC,EX,EX,s.i.,LC,s.i.
Gaya pilosa,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Gaylussacia angulata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gaylussacia caparoensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gaylussacia centunculifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gaylussacia decipiens,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Gaylussacia harleyi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Gaylussacia montana,s.i.,LC,EX,EX,s.i.,s.i.,s.i.
Gaylussacia oleifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gaylussacia pruinosa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Gaylussacia retivenia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Gaylussacia rhododendron,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Gaylussacia setosa,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Gelasine caldensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Gelasine coerulea,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Genipa americana,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Genipa infundibuliformis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Genlisea aurea,s.i.,LC,EN,EN,s.i.,LC,s.i.
Genlisea filiformis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Genlisea lobata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Genlisea repens,s.i.,LC,EN,EN,s.i.,LC,s.i.
Genlisea violacea,s.i.,LC,EX,EX,s.i.,s.i.,s.i.
Geonoma gamiova,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Geonoma schottiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Glaziophyton mirabile,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Gleasonia macrocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Glechon ciliata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Gleditsia amorphoides,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Glinus radiatus,s.i.,LC,EX,EX,s.i.,LC,s.i.
Gochnatia argyrea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Gochnatia orbiculata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
