"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"250","2021-03-15 18:29:51-03","USP","SPF","190790","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dias, P","240","2005","12",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra Norte, mina N4, morro da Oicina Centralizadora (por trás da oficina), próximo ao escritório central, após a portaria da mina N4, por trás do posto de combustível, subindo pela linha de transmissão. Solo com muito afloramentos","-50.160806","-6.069944",NA,"Arbusto, ca. de 80 cm de alt. Botões jovens e frutos maduros. Muito frequente no topo do morro.","SPF00190790",NA,"Dias, P","03","716","716",NA,NA,"-50.160806","-6.069944","2005","12","03",NA,NA,NA,NA,NA
"251","2021-03-15 18:29:51-03","USP","SPF","190791","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dias, P","239","2005","12",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra Norte, mina N4, morro da Oicina Centralizadora (por trás da oficina), próximo ao escritório central, após a portaria da mina N4, por trás do posto de combustível, subindo pela linha de transmissão. Solo com muito afloramentos","-50.160722","-6.069889",NA,"Arbusto, ca. de 2 m alt. Botões jovens e frutos maduros. Muito frequente no topo do morro.","SPF00190791",NA,"Dias, P","03","736","736",NA,NA,"-50.160722","-6.069889","2005","12","03",NA,NA,NA,NA,NA
"252","2021-03-15 18:29:51-03","USP","SPF","190792","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dias, P","238","2005","12",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra Norte, mina N4, morro da Oicina Centralizadora (por trás da oficina), próximo ao escritório central, após a portaria da mina N4, por trás do posto de combustível, subindo pela linha de transmissão. Solo com muito afloramentos","-50.160778","-6.069833",NA,"Arbusto, ca. de 2 m de alt. Frutos maduros. Muito frequente no topo do morro.","SPF00190792",NA,"Dias, P","03","726","726",NA,NA,"-50.160778","-6.069833","2005","12","03",NA,NA,NA,NA,NA
"253","2021-03-15 18:29:51-03","USP","SPF","190793","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dias, P","237","2005","12",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra Norte, mina N4, morro da Oicina Centralizadora (por trás da oficina), próximo ao escritório central, após a portaria da mina N4, por trás do posto de combustível, subindo pela linha de transmissão. Solo com muito afloramentos","-50.160778","-6.069833",NA,"Arbusto, ca. de 1.2 m de alt. Botões jovens e frutos maduros. Muito frequente no topo do morro.","SPF00190793",NA,"Dias, P","03","726","726",NA,NA,"-50.160778","-6.069833","2005","12","03",NA,NA,NA,NA,NA
"254","2021-03-15 18:29:51-03","USP","SPF","190794","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Dias, P","235","2005","12",NA,"Brasil","Pará","Parauapebas","Serra dos Carajás, Serra Norte. Cerca de 1.39 km na estrada para a mina N1, margem esquerda, cerca de 25 cm da beira da estrada. Solo argiloso. Mata rala de terra firme.","-50.266472","-6.047361",NA,"Arbusto, ca. de 1 m de alt. Estéril. Raro.","SPF00190794",NA,"Dias, P","02","724","724",NA,NA,"-50.266472","-6.047361",NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-13 11:31:00-03","USP","SPF","79828","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","856","1991","07",NA,"Brasil","Pará","Moju",NA,"-48.766667","-1.9",NA,NA,"SPF00079828",NA,"Anônimo","24","50","50",NA,NA,"-48.766667","-1.9",NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-13 11:31:00-03","USP","SPF","79829","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","866","1991","07",NA,"Brasil","Pará","Moju",NA,"-48.766667","-1.9",NA,NA,"SPF00079829",NA,"Anônimo","25","50","50",NA,NA,"-48.766667","-1.9",NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-13 11:31:00-03","USP","SPF","79830","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","867","1991","07",NA,"Brasil","Pará","Moju",NA,"-48.766667","-1.9",NA,NA,"SPF00079830",NA,"Anônimo","25","40","40",NA,NA,"-48.766667","-1.9",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-13 11:31:00-03","USP","SPF","79831","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","888","1991","07",NA,"Brasil","Maranhão","São Luís",NA,"-44.266667","-2.533333",NA,NA,"SPF00079831",NA,"Vieira, RF; Skorupa, LA","29","75","75",NA,NA,"-44.266667","-2.533333","1991","08",NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:31:00-03","USP","SPF","79832","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","891","1991","07",NA,"Brasil","Maranhão","Nina Rodrigues",NA,"-43.916667","-3.466667",NA,NA,"SPF00079832",NA,"Anônimo","30","85","85",NA,NA,"-43.916667","-3.466667",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:31:00-03","USP","SPF","79833","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","905","1991","08",NA,"Brasil","Maranhão","Santa Quitéria do Maranhão",NA,"-42.55","-3.516667",NA,NA,"SPF00079833",NA,"Vieira, RF; Skorupa, LA","01",NA,NA,NA,NA,"-42.55","-3.516667",NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:31:00-03","USP","SPF","79827","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","855","1991","07",NA,"Brasil","Maranhão",NA,"Município: D. Eliseu","-47.966667","-4.55",NA,NA,"SPF00079827",NA,"Anônimo","23","250","250",NA,NA,"-47.966667","-4.55",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-11-13 11:31:00-03","USP","SPF","79826","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","853","1991","07",NA,"Brasil","Maranhão","Açailândia",NA,"-47.95","-5.016667",NA,NA,"SPF00079826",NA,"Anônimo","22","190","190",NA,NA,"-47.95","-5.016667",NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:31:00-03","USP","SPF","79844","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","912","1991","08",NA,"Brasil","Maranhão","Arame",NA,"-46.0050010681152","-4.88582992553711",NA,NA,"SPF00079844",NA,"Pirani, JR","03","300","300","65440","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"264","2019-11-13 11:31:00-03","USP","SPF","79838","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","912","1991","08",NA,"Brasil","Maranhão","Arame",NA,"-46.0050010681152","-4.88582992553711",NA,NA,"SPF00079838",NA,"Pirani, JR","03","300","300","65440","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"265","2019-11-13 11:31:00-03","USP","SPF","79834","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Vieira, RF","908","1991","08",NA,"Brasil","Maranhão","Arame",NA,"-46.0050010681152","-4.88582992553711",NA,NA,"SPF00079834",NA,"Anônimo","03","300","300","65440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-13 11:31:00-03","USP","SPF","132213","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Muniz, FH","B1253","1995","04",NA,"Brasil","Maranhão","Buriticupu","Reserva Florestal da CVRD.","-46.4011001586914","-4.34582996368408",NA,NA,"SPF00132213",NA,"Anônimo","17",NA,NA,"73814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-10-07 09:36:58-03","UEFS","HUEFS","205595","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Saraiva, M.E.","148","2013","05",NA,"Brasil","Pernambuco","Exu","Chapada do Araripe, Serra das Abelhas. Cerradão.","-39.7242012023926","-7.51194000244141",NA,NA,"HUEFS0205595","HUEFS0205595",NA,"16",NA,NA,"29194","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"268","2019-12-04 16:39:51-03","FFCLRP","SPFR","10330","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Lorenzi, H.","2029","1998","05",NA,"Brasil","Pará","Belém","Coletado no CPATU/EMBRAPA - na seção de plantas medicinais.","-48.449203","-1.436172",NA,NA,NA,NA,"Lorenzi, H.","04",NA,NA,NA,NA,"48o26'57.13W","1o26'10.22S","1998","05","04",NA,NA,NA,NA,NA
"269","2019-09-04 19:24:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"A. Glaziou","13417",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"270","2015-03-07 09:07:35-03","F","FMNH-SEEDPLANTS","V0178826F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178826F","V0178826F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"271","2018-05-14 17:43:16-03","F","FMNH-SEEDPLANTS","V0178827F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"D. Sucre","9446",NA,NA,"South America","Brazil","Piauí",NA,NA,"-43","-7",NA,NA,"V0178827F","V0178827F_01 V0178827F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"9446",NA,NA
"272","2015-03-07 09:07:35-03","F","FMNH-SEEDPLANTS","V0178828F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178828F","V0178828F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"273","2015-03-07 09:07:36-03","F","FMNH-SEEDPLANTS","V0178829F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178829F","V0178829F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"274","2015-03-07 09:07:36-03","F","FMNH-SEEDPLANTS","V0178830F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178830F","V0178830F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"275","2015-03-07 09:07:36-03","F","FMNH-SEEDPLANTS","V0178831F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178831F","V0178831F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"276","2015-03-07 09:07:36-03","F","FMNH-SEEDPLANTS","V0178832F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0178832F","V0178832F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"277","2020-01-27 18:26:09-03","IAC","IAC","55962","S","Plantae",NA,NA,"Rutaceae-2.Amyridoideae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","s/col.","s/nº","1980","04",NA,"Brasil","Maranhão","São Luís",NA,"-44.3028","-2.5297",NA,"Nome vulgar: Jaborandi",NA,NA,"s/det.","21",NA,NA,NA,NA,"-44.3028","-2.5297","1980","04","21",NA,NA,NA,NA,NA
"278","2020-07-23 12:21:39-03","CEPLAC","CEPEC","44477","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus",NA,"J. L. Hage","2261","1988","12",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Jaborandi",NA,NA,"J. A. Kallunki","29",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"30/08/1990",NA,NA,NA
"279","2019-11-01 15:10:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Fróes, RL","29758","1953","06","Southern America","Brasil","Pará",NA,"Santa Cruz dos Martírios; Região do Araguaia; campos gerais",NA,NA,NA,"Arbusto de 1 metro, em mata secundária; Mata secundária",NA,NA,"Pirani, JR","12",NA,NA,NA,NA,NA,NA,"2017","02",NA,NA,NA,NA,NA,NA
"280","2021-03-04 15:46:30-03","IF","SPSF","38418","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf.","H.Lorenzi","2029","1998","05","América do Sul","Brasil","PA","Belém","CPATU/EMBRAPA","-48.5043983459473","-1.4558299779892",NA,"COLETA: Arbusto com interesse economico medicinal, 4-5m altura, flores verde amareladas.; GEOGRAFIA: Seção de plantas medicinais.;",NA,NA,"H.Lorenzi","04",NA,NA,"48462","auto",NA,NA,"1998","05","04","Magnoliopsida",NA,NA,NA,NA
"281","2021-02-08 12:45:12-03","UFRGS","ICN","177142","S","Plantae","Dicotyledon",NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardleworth","Mentz, LA","s.n.","2001","08","América do Sul","Brasil","RS","Porto Alegre","Ilha do pavão, Grêmio Náutico União","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"16",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-09-17 10:41:34-03","UEPA","MFS","007168","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Silva, CAS da","580","2016","06",NA,"Brasil","Pará","Canaã dos Carajás","Serra Sul, Área de canga com solo pedregoso.","-49.851653","-6.529972",NA,"Subarbusto de 3 m de altura com inflorescência creme.","MFS007168","MFS007168 MFS007168_e","Silva, C A S da","06",NA,NA,NA,NA,"-49.851653","-6.529972","2016","12","12",NA,NA,NA,NA,NA
"283","2019-11-21 10:18:46-03","IBt","SP","319399","S","Plantae",NA,NA,"Rutaceae","Pilocarpus","microphyllus","Pilocarpus microphyllus","Stapf ex Wardlew.","Calago, K","314","1994","04",NA,"Brasil","São Paulo","Paulínia","Betel, CPQBA.","-47.1500015258789","-22.7600002288818",NA,NA,"SP048784","SP048784",NA,"05",NA,NA,"11851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
