"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","continentOcean","preparationType","previousCatalogNumber","barcode","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2016-09-27 03:02:00-03","NY","NYBG","00854771","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"C. E. Benítez de Rojas",NA,NA,"H. Vargas","6014","2005","07","28","Ecuador","Cañar","Azogues","Gualleturo. Vertiente occidental de los Andes, 20 km al oeste de Cañar. Carretera Gualleturo-Buquiar.","-79.1225","-2.5747",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963927' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00854771",NA,NA,NA,"3380","3380",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00735710","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"W. A. Palacios","11803","1993","11","07","Ecuador","Carchi","Montúfar","San Gabriel - Las Delicias.","-77.87","0.65",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872880' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735710",NA,NA,NA,"3200","3200",NA,NA,NA,NA,NA,NA,NA
"47","2017-02-01 13:57:00-02","NY","NYBG","726159","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,NA,NA,NA,"S. White","611","1977","05","27","Colombia","Magdalena",NA,"Vicinity Río Mamancanaca.","-73","10.72",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860765' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00726159",NA,NA,"NY00726159_01","3300","3300",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","725918","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"L. J. Dorr","6207","1988","12","02","Ecuador","Chimborazo",NA,"3 km E of Alao (above Río Alao) on road to Huamboya (Morona - Santiago).","-78.58","-1.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859922' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-09-27 02:14:00-03","NY","NYBG","725942","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"C. E. Benítez de Rojas",NA,NA,"J. L. Luteyn","6149","1978","11","01","Venezuela","Mérida",NA,"Trail leading from La Negrita downstream towards Puente de La Escalera.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860005' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725942",NA,NA,NA,"2550","2950",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","725905","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal",NA,NA,NA,"R. Spruce","5141","1857",NA,NA,"Ecuador",NA,NA,"In Andibus.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859873' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","725877","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","S. D. Knapp",NA,NA,"R. Fonnegra G.","5380","1995","01","29","Colombia","Antioquia","Belmira","Municipio de Belmira. Finca El Páramo.","-75.53","6.58",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859803' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725877",NA,NA,NA,"3000","3130",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","725898","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"G. W. Prescott","741","1953","02","28","Ecuador","Carchi",NA,"Par. El Angel.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859850' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725898",NA,NA,NA,"3200","3200",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","725903","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"A. S. Hitchcock","21497","1923","09","06","Ecuador","Loja",NA,"Between Loja and San Lucas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859861' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725903",NA,NA,NA,"2100","2600",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","725902","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"A. S. Hitchcock","20947","1923","08","10","Ecuador","Carchi",NA,"La Rinconada, a ranch between Ibarra and Tulcán.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859859' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725902",NA,NA,NA,"3000","3000",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","725900","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee; S. D. Knapp",NA,NA,"J. E. Ramos Pérez","7444","2003","08","19","Ecuador","Pichincha",NA,"Cantón Machachi. Reserva Ecológica Los Illinizas, colección en bosque que se forma en una de las cañadas que baja de Cerro Corazón, en propiedad del Sr. Segundo Veracucha, hacienda Buenos Aires.","-78.6694444","-0.4733333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859854' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725900",NA,NA,NA,"3378","3378",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00854690","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","C. E. Benítez de Rojas",NA,NA,"J. A. Steyermark","96984","1966","08","29","Venezuela","Táchira",NA,"Debajo de Páramo de La Negra en la carretera hacia Pregonero",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955696' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00854690",NA,NA,NA,"884","884",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","725879","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","C. E. Benítez de Rojas",NA,NA,"E. P. Killip","17388","1927","01","16","Colombia","Santander",NA,"Eastern Cordillera. Vicinity of Vetas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859810' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725879",NA,NA,NA,"3100","3200",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","725888","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"V. Zak","2360","1987","08","09","Ecuador","Chimborazo",NA,"Carretera Riobamba - Chambo - Pungalá - Alao Parque Nacional Sangay.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859831' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725888",NA,NA,NA,"3150","3150",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","725881","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","C. E. Benítez de Rojas",NA,NA,"E. P. Killip","17267","1927","01","16","Colombia","Santander",NA,"Eastern Cordillera. Vicinity of Vetas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859814' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725881",NA,NA,NA,"3100","3250",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00725908","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"V. Zak","1845","1987","03","22","Ecuador","Pichincha",NA,"Carretera Quito - Guantopugro - Yanacocha.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859879' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725908",NA,NA,"NY00725908_01","3400","3500",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","725901","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal",NA,NA,NA,"J. N. Rose","22963","1918","09","24","Ecuador",NA,NA,"Vicinity of Cumbe.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859856' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00735702","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"A. M. Juncosa","2335","1984","02","23","Ecuador","Carchi",NA,"Near El Angel on old road to Tulcan.","-77.92","0.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872865' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735702",NA,NA,"NY00735702_01","3060","3180",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","00735704","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"V. Zak","3353","1988","01","16","Ecuador","Imbabura",NA,"Carretera Pimampiro - Chuga - Palmar chico. Colecciones entre Chuga y Palmar chico.","-77.75","0.42",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872871' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735704",NA,NA,"NY00735704_01","2800","3000",NA,NA,NA,NA,NA,NA,NA
"64","2017-02-01 13:57:00-02","NY","NYBG","725904","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,NA,NA,NA,"É. André","3922","1876","07","06","Ecuador","Tungurahua","Mocha",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859864' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","725882","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","C. E. Benítez de Rojas",NA,NA,"E. P. Killip","17910","1927","01","16","Colombia","Santander",NA,"Eastern Cordillera. Vicinity of Vetas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859816' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725882",NA,NA,NA,"3100","3250",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","725917","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"L. J. Dorr","6396","1989","06","22","Ecuador","Azuay",NA,"Cuenca - Soldados road (following N bank of the Río Yanuncay), 17.8 km W of San Joaquin","-79.08","-2.92",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859920' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725917",NA,NA,NA,"2955","2955",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00854668","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","S. D. Knapp",NA,NA,"J. D. Boeke","2592","1978","08","07","Ecuador","Azuay",NA,"Cuenca. Parroquia Banos. Hacienda Yanasacha","-79.075314","-2.917677",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955673' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00854668",NA,NA,NA,"3100","3100",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","725921","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"F. Prieto","P-75","1944","09","25","Ecuador","Cañar",NA,"Near San Marcos, 10 km NE Azogues.",NA,NA,NA,"Collected under the direction of W. H. Camp. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725921",NA,NA,NA,"2896","2896",NA,NA,NA,NA,NA,NA,NA
"69","2017-02-01 13:57:00-02","NY","NYBG","725875","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,NA,NA,NA,"H. García-Barriga","13236","1948","11","12","Colombia","Boyacá","Pauna","Carretera a Muzo, Las Curubitas (Km. 114-117).",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859800' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725875",NA,NA,NA,"2850","2850",NA,NA,NA,NA,NA,NA,NA
"70","2017-02-01 13:57:00-02","NY","NYBG","725919","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,NA,NA,NA,"P. Mena V.","852","1987","08","17","Ecuador","Cañar",NA,"Al lado del canal de Patococha, al occidente de Canar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859924' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725919",NA,NA,NA,"3800","3800",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","725910","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"V. Zak","1741","1987","02","24","Ecuador","Bolívar",NA,"Carretera Santiago - San Vicente - liza San Augustin. Río Tataguazó.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859882' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725910",NA,NA,NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","725899","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee; S. D. Knapp",NA,NA,"J. E. Ramos Pérez","6599","2003","07","26","Ecuador","Cotopaxi","Sigchos","Al S.W. del Cerro Azul, entre 3207-3304 m.","-78.8486111","-0.60111111",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859852' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725899",NA,NA,NA,"3274","3274",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","725896","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","S. D. Knapp",NA,NA,"B. Øllgaard","9702","1976","09","22","Ecuador","Loja",NA,"Muletrack Amaluza - Palanda, western slope, near the pass (at Laguna Areviatadas Pilares).","-79.33","-4.58",NA,"Loc. incl. nos. 9671 to 9732. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859844' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725896",NA,NA,NA,"3450","3450",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00735711","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"C. E. Cerón Martínez","11842","1990","08","18","Ecuador","Chimborazo","Riobamba","Parque Nacional Sangay. Páramo de Pinlilligue, entre Alao y La Tranca.","-78.45","-1.87",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872886' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735711",NA,NA,NA,"3300","3700",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","725880","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal",NA,NA,NA,"E. P. Killip","17327","1927","01","16","Colombia","Santander",NA,"Eastern Cordillera. Vicinity of Vetas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859812' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725880",NA,NA,NA,"3100","3250",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00735707","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"M. Peñafiel","313","1991","08","30","Ecuador","Imbabura","Cotacachi","Reserva Ecológica Cotacachi - Cayapas. Laguna de Cuicocha. Islote Teodoro Wolff.","-78.37","0.3",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872868' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735707",NA,NA,NA,"3100","3300",NA,NA,NA,NA,NA,NA,NA
"77","2016-09-30 11:56:00-03","NY","NYBG","1844328","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"S. D. Knapp",NA,NA,"E. J. Tepe","3063","2011","02","27","Ecuador","Pichincha",NA,"Road to Cerro Blanco, leading S from the Otavalo - Selva Alegre road ca. 10 km W of Otavalo.","-78.34947","0.21472",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2140067' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01844328",NA,NA,"NY01844328_01","3125",NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-02-01 13:57:00-02","NY","NYBG","725938","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"C. E. Benítez de Rojas",NA,NA,"R. Riina","463","1999","03","07","Venezuela","Trujillo","Carache","Borde con Lara. Arriba de Mesa Arriba, P.N. Dinara, Páramo de Jabón.","-70.0808333","9.5477778",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859994' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725938",NA,NA,NA,"3020","3020",NA,NA,NA,NA,NA,NA,NA
"79","2016-09-29 19:58:00-03","NY","NYBG","725939","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"C. E. Benítez de Rojas",NA,NA,"R. Riina","463","1999","03","07","Venezuela","Trujillo","Carache","Borde con Lara. Arriba de Mesa Arriba, P.N. Dinara, Páramo de Jabón.","-70.0808333","9.5477778",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859996' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725939",NA,NA,NA,"3020","3020",NA,NA,NA,NA,NA,NA,NA
"80","2016-09-27 02:59:00-03","NY","NYBG","00854280","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum",NA,"C. E. Benítez de Rojas",NA,NA,"R. Duno de Stefano","1525","2001","09","01","Venezuela","Trujillo",NA,"Parque Nacional Dinira: camino entre Mesa Arriba y el páramo de Cendé y Jabón. Después de Llano El Tigre y antes de la Puerta.","-70.1244444","9.5794444",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1122702' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00854280",NA,NA,NA,"3000","3000",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","725892","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"V. Zak","1734","1987","02","24","Ecuador","Bolívar",NA,"Carretera Santiago - San Vicente - Alizo San Augustin. Río Tataguazo.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859837' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725892",NA,NA,NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","00735700","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"P. M. Jørgensen","157","1994","04","13","Ecuador","Loja",NA,"Cerro de Celica. Celica - Guachanamá, Km 14-18.","-79.8947222","-4.0566667",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872858' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00735700",NA,NA,NA,"2700","2700",NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","725894","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","aureum","Solanum aureum","Dunal","M. H. Nee",NA,NA,"O. Salazar de Benavides","9881","1988","05","14","Colombia","Nariño","Pasto","Corregimiento del Encano. Isla la Corota.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859841' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00725894",NA,NA,NA,"2800","2800",NA,NA,NA,NA,NA,NA,NA
