"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","decimalLongitude","decimalLatitude","imagecode","stateProvince","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","2158121","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. G. Campbell","21969","1974","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312237' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158121","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Cuieiras, 50 km upstream, near farm of Sr. Nemerio.","-60.3236344","-2.6235947","NY02158121_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","197029","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","V. Pesha Baca","199","1991","07","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197029","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Tambopata. Com Nativa Infierno. Hermosa Chica. Centro Ñape. Study Plot 1","-69.28","-12.83",NA,"Madre de Dios","Tambopata","C. A. Stace","260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","2158163","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","25544","1977","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313623' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158163","Magnoliophyta","Myrtales","Jacq.",NA,"BR 163, Cuiabá-Santarém Highway, Vicinity of Igarapé Kazuo, km 1223","-55.6891206","-6.001006","NY02158163_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01405255","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. S. Irwin","55359","1963","09","04","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2247644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405255","Magnoliophyta","Myrtales","Jacq.",NA,"Lucie Rivier. 2-10 km below confluence of Oost Rivier.","-56.625","3.433","NY01405255_01",NA,NA,"C. A. Stace","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","579373","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum viridulum","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=506748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579373","Magnoliophyta","Myrtales","Kuntze","lectotype","Am Rio Paraguay",NA,NA,"NY00579373_01","Mato Grosso",NA,NA,NA,NA,"viridulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","579374","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum aurantiacum","C. E. O. Kuntze","s.n.","1892","06",NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=461638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579374","Magnoliophyta","Myrtales","Kuntze","isolectotype","Yapacani",NA,NA,"NY00579374_01",NA,NA,NA,NA,NA,"aurantiacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00997745","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","F. E. Drouet","2343","1935","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997745","Magnoliophyta","Myrtales","Jacq.",NA,"Low ground by Rio Maranguajunho, 2km south of Porangaba.","-38.5431","-3.7172","NY00997745_01","Ceará","Fortaleza","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","2158113","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. C. Daly","7677","1993","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312229' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158113","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Juruá, Reserva Extrativista do Alto Juruá, S of confluence with Rio Acuriá and N of São João do Breu, Colocação Tapaúna","-72.68","-9.08","NY02158113_01","Acre","Marechal Thaumaturgo",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","2158190","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","7383","1986","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313655' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158190","Magnoliophyta","Myrtales","Jacq.",NA,"Porto Velho. Reservatório da Usina Hidrelética de Samuel. Próximo ao final do dique da margem direita do rio Jamari.","-63.4533","-8.7394","NY02158190_01","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","2158133","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. R. Sperling","6326","1982","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313593' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158133","Magnoliophyta","Myrtales","Jacq.",NA,"Serra dos Carajás. Rio Parauapebas; control point at entrance to Serra Norte, ca. 39 km east of AMZA camp N-5.","-49.92","-6.07","NY02158133_01","Pará",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","2158211","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. Forero","7123","1968","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313681' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158211","Magnoliophyta","Myrtales","Jacq.",NA,"Vicinity of Jarú","-62.4725559","-10.4388579","NY02158211_01","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","2158114","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","875","1979","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312230' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158114","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Uatumã, margem esquerda em frente a boca do Rio Pitinga","-59.847157","-1.515667","NY02158114_01","Amazonas","Itapiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","565574","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. G. Hatschbach","13337","1965","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565574","Magnoliophyta","Myrtales","Jacq.",NA,"Guaira, 7 Quedas","-54.2556","-24.08","NY00565574_01","Paraná","Guairá","J. C. Lindeman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","573171","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. Figueiredo","1123","1996","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573171","Magnoliophyta","Myrtales","Jacq.",NA,"Riozinho do Andirá. Descida da margen direita.","-72.7","-9.12","NY00573171_01","Acre","Bujari","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","1183564","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. Sasaki","1164","2006","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449662' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183564","Magnoliophyta","Myrtales","Jacq.",NA,"Propreidade particular de preservação ambiental, delimitada pelo Parque Estadual Cristalino e pelos Rios Teles Pires e Cristalino. Proximo à Ilha Ariosto da Riva.","-55.1983","-9.95028","NY01183564_01","Mato Grosso","Novo Mundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","2158157","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","A. B. Anderson","1160","1984","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313617' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158157","Magnoliophyta","Myrtales","Jacq.",NA,"Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42","NY02158157_01","Pará","Barcarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00997722","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. C. Berg","P18492","1973","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997722","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Aripuanã, at base of Salto dos Dardanelos, west side of river.","-59.35","-10.2","NY00997722_01","Mato Grosso",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00997726","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. C. Daly","D680","1980","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997726","Magnoliophyta","Myrtales","Jacq.",NA,"Old capoeira on hillside W of road, approx. 45 km S of Itauna on road from Pinheiro.","-44.83","-2.45","NY00997726_01","Maranhão","Bequimão","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","1183578","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. Sasaki","2440","2008","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449710' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183578","Magnoliophyta","Myrtales","Jacq.",NA,"Parque Estadual Cristalino. Próximo ao médio Rio Cristalino, entre a pousada e Limão.","-55.900047","-9.452622","NY01183578_01","Mato Grosso","Novo Mundo","N. Biggs","233","233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","2158125","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","58833","1964","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312241' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158125","Magnoliophyta","Myrtales","Jacq.",NA,"Banks of Rio Piria, south of BR 22","-46.640082","-1.773791","NY02158125_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","570461","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","D. C. Daly","10146","1999","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00570461","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Chandless, tributary of Rio Purus, right bank, Canamari.","-69.9439","-9.3831","NY00570461_01","Acre","Santa Rosa do Purus","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-09-27 16:40:00-03","NY","NYBG","565581","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. R. Guaglianone","3026","1995","11","23","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565581","Magnoliophyta","Myrtales",NA,NA,"Balneario Teyú Cuaré","-55.58","-27.27",NA,"Misiones","San Ignacio","E. R. Guaglianone","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00997748","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. E. Schatz","748","1983","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997748","Magnoliophyta","Myrtales","Jacq.",NA,"Municipio de Fortuna and Municipio de Buriti-Bravo along the Rio Itapecuru, the border between the two municipios, 15km SE of Fortuna.","-44.05","-5.8","NY00997748_01","Maranhão",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-09-27 16:53:00-03","NY","NYBG","579367","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. H. Smith","883","1898","02","03","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579367","Magnoliophyta","Myrtales",NA,"paratype","Santa Marta: [in a ravine near the sea shore at Playa Brava.]",NA,NA,NA,"Magdalena",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","2158216","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. de Oliveira","3574","1967","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313686' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158216","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Jari (margem) entre Monte Dourado e Caracurú.","-52.4369475","-0.9426735","NY02158216_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1519594","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. D. García-González","1378","2009","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519594","Magnoliophyta","Myrtales","Jacq.",NA,"Usina São José. Mata de Piedade.","-35.0214","-7.8394","NY01519594_01","Pernambuco","Igarassu",NA,"78","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","2158228","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. A. Rodrigues","5262","1963","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313700' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158228","Magnoliophyta","Myrtales","Jacq.",NA,"Puraquequara, margem da estrada para Manaus, lugar Panamã",NA,NA,"NY02158228_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","2158151","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","6026","1934","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313611' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158151","Magnoliophyta","Myrtales","Jacq.",NA,"Near Conceicao.","-61.3003","-5.8094","NY02158151_01 NY02158151_02","Amazonas","Manicoré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","2158135","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","5727",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313595' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158135","Magnoliophyta","Myrtales","Jacq.",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY02158135_01","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","565566","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. G. Hatschbach","22177","1969","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565566","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Paraná, Ilha do Mutum","-53.2667","-22.7722","NY00565566_01","Paraná","Porto Rico","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","2158149","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","R. Spruce","1133","1850","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313609' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158149","Magnoliophyta","Myrtales","Jacq.",NA,"In vicinibus Santarem","-54.740486","-2.449614","NY02158149_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00997744","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. M. Pires","58104","1964","07","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997744","Magnoliophyta","Myrtales","Jacq.",NA,"Rodovia Brasília-Fortaleza. 130km.",NA,NA,"NY00997744_01","Goiás",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","565573","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. C. Lindeman","5512","1967","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565573","Magnoliophyta","Myrtales","Jacq.",NA,"Guaira, 7 Quedas","-54.2556","-24.08","NY00565573_01","Paraná","Guairá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","573154","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. Figueiredo","569","1995","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573154","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Xipamano. Colocaçao Rio Branco.","-67.1856","-10.3356","NY00573154_01","Acre","Plácido de Castro","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","565571","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","S. A. Mori","9812","1978","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565571","Magnoliophyta","Myrtales","Jacq.",NA,"Estaçao Ecológica do Pau-Brasil e arredores, cerca de 16 km a W de Porto Seguro. Folha SE - 24 (16-39c)","-39.1815805","-16.3721094","NY00565571_01","Bahia","Santa Cruz Cabrália","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","00997729","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997729","Magnoliophyta","Myrtales","Jacq.",NA,NA,NA,NA,"NY00997729_01","Mato Grosso",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","2158165","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. G. Holt","513","1930","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313625' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158165","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Maturacá, below Salto de Huá.",NA,NA,"NY02158165_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","02158227","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","A. Vasques","02","1987","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313699' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158227","Magnoliophyta","Myrtales","Jacq.",NA,"Reservatório da UHE de SAMUEL, Rio Jamari à Jusante, margem direita.","-63.9039","-8.76194","NY02158227_01","Rondônia","Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
