"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"424","2020-08-20 20:40:55-03","UFSC","FLOR","24425","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.","1992",NA,NA,"Silva, J.M.; Nicolack, V.","1991","02","17","Brasil","Paraná","Curitiba","Cidade Industrial.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"arvoreta, flor vinoso, 3m altura","FLOR0024425","992",NA,NA,"Picramniales",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"425","2020-08-20 20:40:55-03","UFSC","FLOR","29212","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.","1998",NA,NA,"Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","1996","12","18","Brasil","Paraná","Tibagi","Estrada para o Salto Santa Rosa, Barreiro.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"arbusto, flor bordô, 3m altura","FLOR0029212","1860",NA,NA,"Picramniales",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"426","2020-08-20 20:40:55-03","UFSC","FLOR","5128","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Klein, R.M.","1981",NA,NA,"Sohn, S.; Campos, J.M.","1981","02","12","Brasil","Santa Catarina","Campos Novos","A ca. 10 km de Vargem e a ca. 14 km de Abdon Batista.","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,"arbusto, flor pequeno, avermelhado. Arbusto tortuoso, folhas pequenas, fruto um pouco ovalado","FLOR0005128","29",NA,NA,"Picramniales",NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA
"427","2020-08-20 20:40:55-03","UFSC","FLOR","294","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, L.B.","1963",NA,NA,"Reitz, R.; Klein, R.M.","1962","01","05","Brasil","Santa Catarina","Canoinhas",NA,"-50.3899993896484","-26.1772003173828",NA,NA,"750","750","arbusto, Fruto Maduro, roxo-escuro, 1m altura","FLOR0000294","11544",NA,NA,"Picramniales",NA,NA,"50616","auto",NA,NA,NA,NA,NA,NA
"428","2020-08-20 20:40:55-03","UFSC","FLOR","20222","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.","1989",NA,NA,"Klein, R.M.","1969","05","21","Brasil","Santa Catarina","Florianópolis","Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"20","20","arbusto, Fruto Maduro, roxo-escuro, 2m altura","FLOR0020222","8331",NA,NA,"Picramniales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"429","2020-08-20 14:58:44-03","UFSC","FLOR","20879","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Reitz, R.; Klein, R.M.","1965","12","11","Brasil","Santa Catarina","Mafra","Potreiro Grande.","-49.8053016662598","-26.111400604248",NA,NA,"750","750","arbusto, Fruto Imaturo, roxo-escuro, 3m altura","FLOR0020879","17418",NA,NA,"Picramniales",NA,NA,"66490","auto",NA,NA,NA,NA,NA,NA
"430","2020-08-20 20:40:55-03","UFSC","FLOR","22388","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Sobral, M.","1992",NA,NA,"Falkenberg, D.B.; Sobral, M. & Zanin, A.","1992","04","11","Brasil","Santa Catarina","Três Barras","Floresta Nacional (Flona) de Três Barras.","-50.3222007751465","-26.1063995361328",NA,NA,"750","750","arvoreta, flor vermelho, 5m altura. Folíolos discolores.","FLOR0022388","5747",NA,NA,"Picramniales",NA,NA,"22564","auto",NA,NA,NA,NA,NA,NA
"431","2019-03-19 18:18:43-03","UFMT","UFMT","32968","S","Plantae","Picramniaceae","Picramnia","regnelli","Picramnia regnelli","Engl.","Souza, V.C.","1998",NA,NA,"Dário, F.R.; Nave, A.G.; Lopes, R.F.; Bertani, D.F.","1997","06","10","Brasil","Mato Grosso","Vila Rica","Fazenda Ipê.","-51.223333","-9.914444","-51.223333","-9.914444",NA,NA,"Arbórea. Altura de 3m e com fruto vermelho.; Floresta Estacional Semidecidual. Beira de estrada, borda de floresta.",NA,"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2019-03-19 18:18:43-03","UFMT","UFMT","32968","S","Plantae","Picramniaceae","Picramnia","regnelli","Picramnia regnelli","Engl.","Souza, V.C.","1998",NA,NA,"Dário, F.R.; Nave, A.G.; Lopes, R.F.; Bertani, D.F.","1997","06","10","Brasil","Mato Grosso","Vila Rica","Fazenda Ipê.","-51.223333","-9.914444","-51.223333","-9.914444",NA,NA,"Arbórea. Altura de 3m e com fruto vermelho.; Floresta Estacional Semidecidual. Beira de estrada, borda de floresta.",NA,"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2021-03-04 15:46:28-03","IF","SPSF","12188","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,NA,NA,NA,NA,"J.M.Silva","1986","10","10","Brasil","PR","Antonina","Porto das Mocas","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"400",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"38300","auto","Magnoliopsida",NA,NA,NA,NA,NA
"434","2021-03-04 15:46:28-03","IF","SPSF","16295","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,NA,NA,NA,NA,"J.M.Silva & V.Nicolack","1991","02","17","Brasil","PR","Curitiba","cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"992",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA,NA
"435","2021-03-04 15:46:28-03","IF","SPSF","34556","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,"S.A.Nicolau","2000","02","01","S.A.Nicolau & L.F.G.Cunha & L.Cortez & V.B.Faria","1999","10","03","Brasil","SP","Cajuru","Fazenda Santana","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"COLETA: Arbusto 2m, botões esverdeados; GEOGRAFIA: mata estiva&nf;;",NA,"1789",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21243","auto","Magnoliopsida",NA,NA,NA,NA,NA
"436","2021-03-04 15:46:28-03","IF","SPSF","47571","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","(Engl.)",NA,NA,NA,NA,"T.E.Barreto","2013","02","18","Brasil","SP","Campos do Jordão","PECJ","-45.783333","-23.15",NA,NA,NA,NA,"COLETA: Árvore.&nf;1 duplicata; GEOGRAFIA: FOM - Cachoeira;",NA,"112",NA,"Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"437","2021-03-04 15:46:28-03","IF","SPSF","38934","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","(Hook & Arn.) Speg.","J.B.Baitello","2008","05","05","J. B. Baitello & R.Cielo-Filho & O. T. Aguiar","2007","12","05","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.7375","-23.51",NA,NA,"630","630","COLETA: Arvoreta, 2m, fruto vermelho.; GEOGRAFIA: Grevilea.;",NA,"1953",NA,"Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"438","2021-03-04 15:46:28-03","IF","SPSF","38951","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engler","J.A.Pastore","2008","01","31","O. T. Aguiar & J. B. Baitello & R.Cielo-Filho","2007","12","06","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.737778","-23.507778",NA,NA,"630","630","COLETA: Arvoreta, 2m, fruto vermelho.; GEOGRAFIA: Grevilea.;",NA,"772",NA,"Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"439","2021-03-04 15:46:28-03","IF","SPSF","48703","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","(Engl.)","M.G.K.Cornia","2014","10","28","N.M.Ivanauskas & R.T.Polisel & L.N.Gonçalves & R. Fletcher & D.Souza","2014","05","08","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266944","-22.526944",NA,NA,"1307","1307","COLETA: Arbusto de 1m. Frutos vermelhos.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,"6634",NA,"Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"440","2021-03-04 15:46:28-03","IF","SPSF","52032","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","(Engl.)","M.G.K. Cornia","2016","06","10","M.G.K. Cornia & N.M.Ivanauskas & R.Esteves","2016","05","18","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.453056","-22.6825",NA,NA,"1467","1467","COLETA: Árvore 6,5m altura. Indivíduo 1361 da fitossociologia. Material infértil.; GEOGRAFIA: Trilha do córrego Galharada.Parcela da fitossociologia, Floresta Ombrófila Mista, (WGS84, Zona 23K).;",NA,"491",NA,"Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"441","2021-03-04 15:46:28-03","IF","SPSF","38064","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","(Hook & Arn.) Speg.","O.S.Ribas","2003","01","10","G.Hatschbach & M.Hatschbach & O.S.Ribas","2002","05","16","Brasil","MS","Bodoquena","rodovia Bodoquena a Morraria do Sul","-56.7150001525879","-20.5386009216309",NA,NA,NA,NA,"COLETA: Encosta de morro.; GEOGRAFIA: Arbusto 2,5m., estames com base alva e ápice rosado.;",NA,"72988",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"47684","auto","Magnoliopsida",NA,NA,NA,NA,NA
"442","2021-03-04 15:46:28-03","IF","SPSF","07909","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,"J.R.Pirani","1985","11","30","J.A.Pastore","1982","02","25","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"27",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"443","2021-03-04 15:46:28-03","IF","SPSF","08382","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,NA,NA,NA,NA,"J.P.M. Carvalho","1984","02","17","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"444","2021-03-04 15:46:28-03","IF","SPSF","08425","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,"J.R.Pirani","1985","11","30","M.J.Robim","1984","03","10","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"445","2021-03-04 15:46:28-03","IF","SPSF","09602","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engler","J.R.Pirani","1995","01","10","M.J.Robim","1986","01","14","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 2m, flores avermelhadas; GEOGRAFIA: Trilha da Cachoeira;",NA,"380",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"446","2021-03-04 15:46:28-03","IF","SPSF","15840","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engler","J.R.Pirani","1995","01","10","A. Amaral Jr.","1982","02","16","Brasil","SP","Campos do Jordão","Pico do Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"79",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"447","2021-03-04 15:46:28-03","IF","SPSF","16923","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia",NA,NA,NA,NA,NA,"J.B.Baitello","1994","03","28","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"438",NA,"Magnoliophyta","Sapindales","América do Sul",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA,NA
"448","2020-10-26 09:32:47-03","UNEMAT","NX-FANEROGAMAS","19587","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto E.F.S.","2012",NA,NA,NA,"1999","12","09","Brasil","Paraná","Sapopema","Salto das Orquídeas. Borda da mata.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Fruto maduro.",NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"449","2021-02-08 12:44:59-03","UFRGS","ICN","026791","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Porto, ML","1974","12","07","Brasil","RS",NA,"Reserva Nonoai",NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"1184",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2021-02-08 12:44:59-03","UFRGS","ICN","092178","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Záchia, R; et al.","1991","01","23","Brasil","RS","Sapucaia do Sul","Parque Zoológico 29°48' S 51°11' W","-51.183333","-29.8","-51.183333","-29.8",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore pequena, com fruto redondo vermelho.",NA,"258",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2021-02-08 12:44:59-03","UFRGS","ICN","191387","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Molz, M",NA,NA,NA,"Molz, M; Seger, G","2012","11","01","Brasil","RS","Morrinhos do Sul","RS-494, em direção à Pixirica.","-49.932778","-29.344722","-49.932778","-29.344722","19","19","Coordenadas em UTM; Arvoreta, 7m altura, frutos vináceos a atropurpúreos.; Beira da estrada.",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2021-02-08 12:44:59-03","UFRGS","ICN","192557","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Seger, GDS",NA,NA,NA,"Seger, GDS; Grings, M","2011","10","18","Brasil","RS","Putinga","RS-435, de Putinga para Ilópolis, 70m depois do pórtico de Putinga","-52.160556","-28.981667","-52.160556","-28.981667",NA,NA,"Árvore com ca. de 7m, flores vermelhas; Beira de estrada",NA,"1171",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2021-02-08 12:44:59-03","UFRGS","ICN","028492","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Porto, ML; et al.","1973","01","02","Brasil","RS","Canela","Caracol, 8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"454","2021-02-08 12:44:59-03","UFRGS","ICN","028493","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Girardi, AM; et al.","1972","12","29","Brasil","RS","Canela","Caracol, 8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"455","2021-02-08 12:44:59-03","UFRGS","ICN","028494","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Porto, ML; et al.","1973","01","03","Brasil","RS","Canela","Caracol, 8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"456","2021-02-08 12:44:59-03","UFRGS","ICN","028495","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Girardi, A","1973","01","03","Brasil","RS","Canela","Caracol, 8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"457","2021-02-08 12:44:59-03","UFRGS","ICN","176443","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Molz, M; Grings, M","2013","11","01","Grings, M; Molz, M","2013","11","01","Brasil","RS","Nova Petrópolis","Linha Araripe, na estrada para o Panelão","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"arvoreta de 4m de altura com flores de cor vinosa-avermelhada; Borda de bosque higrófilo.",NA,"1795",NA,"Dicotyledon",NA,"América do Sul",NA,"14669","auto",NA,NA,NA,NA,NA,NA
"458","2021-02-08 12:44:59-03","UFRGS","ICN","000303","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Emrich, K",NA,NA,NA,"?","1939","10","28","Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"459","2021-02-08 12:44:59-03","UFRGS","ICN","098122","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Klein, RM","1969","05","21","Brasil","SC","Florianópolis","Ilha de Santa Catarina Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"20","20","Espécie ameaçada de extinção (Vulnerável).; Arbusto, 2m de altura. Fruto maduro roxo-escuro.; Em capoeira.",NA,"8331",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"460","2021-02-08 12:44:59-03","UFRGS","ICN","018635","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Irmão Augusto","1941","01","04","Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"461","2021-02-08 12:44:59-03","UFRGS","ICN","021755","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Lindeman, JC; et al.","1972","12","27","Brasil","RS","Canela","8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore, 3cm de diâmetro, 3m.; Parque.",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"462","2021-02-08 12:44:59-03","UFRGS","ICN","028491","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Girardi, AM",NA,NA,NA,"Girardi, AM; et al.","1973","01","03","Brasil","RS","Canela","Caracol, 8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"463","2021-02-08 12:44:59-03","UFRGS","ICN","031079","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1983","01","26","Baptista, LRM","1967","10","14","Brasil","RS","Dois Irmãos","Cascata S. Miguel","-51.0853004455566","-29.5802993774414",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Inflorescência avermelhada.",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"7716","auto",NA,NA,NA,NA,NA,NA
"464","2021-02-08 12:44:59-03","UFRGS","ICN","160457","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Grings, M; Seger, GDS",NA,NA,NA,"Grings, M; Seger, GDS","2009","10","30","Brasil","RS","Dom Pedro de Alcântara","Lagoa do Forno","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"árvore com botões florais avermelhados; em faixa estreita de floresta ciliar",NA,"530",NA,"Dicotyledon",NA,"América do Sul",NA,"7549","auto",NA,NA,NA,NA,NA,NA
"465","2021-02-08 12:44:59-03","UFRGS","ICN","103862","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Sevegnani, L",NA,NA,NA,"Sevegnani, L","1993","09","10","Brasil","RS","Maquiné","Estação Experimental Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; arvoreta +- 3m.; Floresta secundária, +- 50anos.",NA,"s.n.",NA,"Dicotyledon",NA,"América do Sul",NA,"28094","auto",NA,NA,NA,NA,NA,NA
"466","2021-02-08 12:44:59-03","UFRGS","ICN","146140","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Grings, M",NA,NA,NA,"Grings, M",NA,NA,NA,"Brasil","RS","Nova Petrópolis","Linha Temerária","-51.1143989562988","-29.3763999938965",NA,NA,"60","60","Espécie ameaçada de extinção (Vulnerável).; Árvore com 5 m, com folhas coriáceas; frutos vermelhos.; Em borda de fragmento florestal na várzea do rio Caí; rara",NA,"300",NA,"Dicotyledon",NA,"América do Sul",NA,"14669","auto",NA,NA,NA,NA,NA,NA
"467","2021-02-08 12:44:59-03","UFRGS","ICN","130000","S","Plantae","Pricamniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Grings, M; Brack, P",NA,NA,NA,"Grings, M",NA,NA,NA,"Brasil","RS","Nova Petrópolis","mato perto da estrada para o Panelão","-51.1143989562988","-29.3763999938965",NA,NA,"600","600","Espécie ameaçada de extinção (Vulnerável).; Árvore; ramo estéril.; em mata de araucária úmida, em local pedregoso.",NA,"41",NA,"Dicotyledon",NA,"América do Sul",NA,"14669","auto",NA,NA,NA,NA,NA,NA
