"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","eventTime"
"47","2021-03-15 16:37:00-03","NY","NYBG","770484","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. M. Zardini","1991","12","16","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,"NY00770484",NA,"29478","Tavarory, 2.5km from administration on the direction to Arroyo Abai. Along Río Paraguay.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549200' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00741777","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. M. Zardini","1991","06","22","Paraguay","Paraguarí",NA,"-56.77","-26.02",NA,NA,"NY00741777","NY00741777_01","27930","National Park Ybycu'í, Northwestern corner of park, along Arroyo Mina",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872449' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-09-26 23:39:00-03","NY","NYBG","00723031","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"K. E. Roe",NA,NA,NA,"E. L. Ekman","1907","11","14","Argentina","Misiones",NA,NA,NA,NA,NA,"NY00723031",NA,"824","Posadas, prope La Granja praedium",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858794' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-09-27 03:29:00-03","NY","NYBG","00723020","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"K. E. Roe",NA,NA,NA,"G. J. Schwarz","1945","04","24","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,"NY00723020",NA,"1027","San Ignasio",NA,NA,"Altitud 3.00 m [Inferred to be height of plant and not elevation] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858687' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00723009","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"L. R. Landrum","1995","08","03","Paraguay","Paraguarí","Acahay","-57.17","-25.83",NA,NA,"NY00723009",NA,"8630","Acahay, Cerro Acahay, ca. 5 km from main highway, near area of rock extraction",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858644' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","770482","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"A. Cruz","1976","09","30","Brazil","São Paulo","Sao Paulo","-46.724426","-23.630953",NA,NA,"NY00770482","NY00770482_01","s.n.","Capital, Parque do Morumbi.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549202' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-09-27 02:28:00-03","NY","NYBG","00723019","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"K. E. Roe",NA,NA,NA,"E. Sesmero","1945","02","01","Argentina","Misiones","San Javier",NA,NA,NA,NA,"NY00723019",NA,"356","Concepción de la Sierra",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858669' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","770452","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","J. R. Stehmann",NA,NA,NA,"E. A. Silva","1988","03","29","Brazil","Paraná","Londrina","-51.1628","-23.3106",NA,NA,"NY00770452","NY00770452_01","103","Londrina. Parque Arthur Thomas. Escada que sai do final do caminho.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-09-27 03:02:00-03","NY","NYBG","00722999","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"K. E. Roe",NA,NA,NA,"T. S. Ibarrola","1944","12","23","Argentina","Corrientes","San Martín",NA,NA,NA,NA,"NY00722999",NA,"1840","La Cruz (al Oeste)",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858618' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00723004","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"T. Morong","1888","11","18","Paraguay",NA,NA,NA,NA,NA,NA,"NY00723004","NY00723004_01","139","Asuncion",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","770465","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"R. Reitz","1964","01","04","Brazil","Santa Catarina","Sao Miguel do Oeste",NA,NA,NA,NA,"NY00770465","NY00770465_01","16999","Linha Jorge Lacerda.","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-09-27 03:17:00-03","NY","NYBG","00723000","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","1983","02","23","Argentina","Corrientes","Empedrado",NA,NA,NA,NA,"NY00723000",NA,"13514","Estancia La Yela",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858619' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00723029","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"J. E. Montes","1955","02","02","Argentina","Misiones","Cainguás",NA,NA,NA,NA,"NY00723029",NA,"14808","Monte Carlo","205","205","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858792' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00741780","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. M. Zardini","1992","01","27","Paraguay","Paraguarí",NA,"-57.13","-25.87",NA,NA,"NY00741780",NA,"29978","Acahay Massif. Easternmost Peak. Base of peak",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872454' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00700357","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"L. O. Williams","1945","07","28","Brazil","Minas Gerais","Belo Horizonte","-43.9378","-19.9208",NA,NA,"NY00700357","NY00700357_01","8031","Belo Horizonte, Acaba Mundo","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-09-27 03:04:00-03","NY","NYBG","00722998","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"K. E. Roe",NA,NA,NA,"T. S. Ibarrola","1944","11","14","Argentina","Corrientes","Santo Tome",NA,NA,NA,NA,"NY00722998",NA,"1231","Gral Virasoro - al Oeste 12 Km",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858614' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","00723234","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"F. J. Fernández Casas","1980","09","14","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"NY00723234",NA,"FC3602","Parque Nacional de Ybycuí, camino de La Colmena",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-27 03:20:00-03","NY","NYBG","00852852","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"A. A. Cocucci",NA,NA,NA,"A. A. Cocucci","2003","11","20","Argentina","Corrientes","Mburucuyá","-58.0194","-28.0058",NA,NA,"NY00852852",NA,"3085","Parque Nacional Mburucuyá",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977867' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","00825170","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","R. E. Spichiger",NA,NA,NA,"R. E. Spichiger","1991","10","26","Paraguay","Ñeembucú",NA,"-57.42","-26.05",NA,NA,"NY00825170",NA,"RS5255","Yacaré (Guazu Cuá)",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920809' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","770451","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"J. C. Lindeman","1966","03","24","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00770451","NY00770451_01","733","Fazenda Bâo Esperança, 35km E of Cianorte.","250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00723022","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"G. J. Schwarz","1945","04","04","Argentina","Misiones","Cainguás",NA,NA,NA,NA,"NY00723022",NA,"930","Dep. Caniguá. Villa Gunter",NA,NA,"Altitud 3.00 m [Inferred to be height of plant and not elevation] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858715' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00724385","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. V. Odia","1996","12","14","Brazil","Paraná","Cerro Azul","-49.2608","-24.8236",NA,NA,"NY00724385","NY00724385_01","65","Cerro Azul, arredores",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864463' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1018821","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"M. Spolidoro","2006","08","22","Brazil","Rio de Janeiro","Valença","-43.7003","-22.2458",NA,NA,"NY01018821","NY01018821_01","418","Estrada para Santa Mariana.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262532' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00741820","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. M. Zardini","1991","08","03","Paraguay","Central",NA,"-57.47","-25.67",NA,NA,"NY00741820",NA,"28232","Lake Ypoá basin. Lake Yabeby",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872525' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","00700352","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"Y. E. J. Mexia","1929","12","19","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00700352","NY00700352_01","4130","Viçosa, Agricultural College lands. Towards east","680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834111' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00724380","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"E. V. Odia","1996","12","14","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00724380","NY00724380_01","65","Cerro Azul, arredores",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864456' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-09-27 14:53:00-03","NY","NYBG","00723015","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum",NA,"L. B. Smith",NA,NA,NA,"J. E. Montes","1946","04","25","Argentina","Misiones","Candelaria",NA,NA,NA,NA,"NY00723015",NA,"2194","La Mina. S. Juan",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","770464","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"R. Reitz","1958","12","17","Brazil","Santa Catarina","Lauro Muller","-49.3967","-28.3931",NA,NA,"NY00770464","NY00770464_01","8101","Vargem Grande.","400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549220' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00723224","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"I. Morel","1948","06","02","Argentina","Formosa","Pilcomayo",NA,NA,NA,NA,"NY00723224",NA,"5629","Ruta 86 al Km. 41",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859606' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00853859","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","L. L. Giacomin",NA,NA,NA,"A. C. Dias","1980","10","30","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00853859","NY00853859_01","s.n.","Parque Estadual da Capital, Instituto Florestal.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093213' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","00723228","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"R. E. Spichiger","1985","09","24","Paraguay","Paraguarí",NA,"-57.12","-25.97",NA,NA,"NY00723228",NA,"1569","Cerro Acahay 22 km avant Ybicuy, à 95 km d'Asuncion","200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859617' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","00700344","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"T. de S. Filgueiras","1989","07","05","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00700344","NY00700344_01","1809","Próx. Viveiro da Proflora, entre Taguatinga e Brazlândia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834075' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","00723005","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"A. Schinini","1987","07","20","Paraguay",NA,NA,NA,NA,NA,NA,"NY00723005",NA,"25427","Asunción, en calle Estados Unidos y vía férrea",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858630' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","00700355","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"P. Clausen","1838",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00700355","NY00700355_01","440",NA,NA,NA,"Collector: M. Claussen <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834116' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","770467","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","K. E. Roe",NA,NA,NA,"L. B. Smith","1957","01","01","Brazil","Santa Catarina","Mondaí","-53.4017","-27.1031",NA,NA,"NY00770467","NY00770467_01","9710","South of Descanso.","500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","770478","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"F. R. Martins","1980","07","11","Brazil","São Paulo","Cunha","-45.052474","-23.263965",NA,NA,"NY00770478","NY00770478_01","12371","Res. Biol. Cunha.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549240' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","00724391","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"O. Morrone","1996","02","21","Argentina","Misiones","San Ignacio","-55.58","-27.27",NA,NA,"NY00724391",NA,"1051","Parque Prov. Teyú Cuaré, Peñón de la Reina Victoria","240","240","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864520' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","770475","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"P. E. Gibbs","1977","09","29","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00770475","NY00770475_01","6649","Rodovia Juquiá a Piedade.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549233' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","770453","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M. H. Nee",NA,NA,NA,"G. Eiten","1966","11","22","Brazil","Rio de Janeiro","Rio Claro","-44.25","-22.87",NA,NA,"NY00770453","NY00770453_01","7887","5.4km along road south of village of Lidice.","850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549230' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
